
Advanced Calibration Data
,Temperature,Cal Date, Tm, Tzs, Tb
,Pressure,Cal Date,m2,m1,m0,b2,b1,b0,Linear(a),Linear(b)
,Temperature,unknown,0.000000,0.00,0.000000
,Pressure,4-Jun-12 14:50:11,0.0000040000,-0.0002440000,1.0035119057,-0.0000720000,0.0041340003,0.0370159969,0.0000000000,1.0000000000

Field Calibration Data
,Temperature,Cal Date,Slope,Offset
,Pressure,Cal Date,Slope,Offset
,Temperature(degC),unknown,1.000000,0.000
,Pressure(psi),unknown,1.000000,0.0000

Sensor/File information
Sensor SN, 21204020 ,,Modbus Addr., 2 
Sensor Type,PT2X,,Initialized w/fw Rev,"2. 7"
Sensor Name,Barometric Pressure (2),,Uploaded,"Aqua4Plus 1.9.10"
File Name,FCR_catwalk_pressure,,Exported,"Aqua4Plus 1.9.10"
# Records,  3559 
Statistical Data,,Temperature(degC),Pressure(psi),
,Sensor Range,-40 - +125 degC,15 psia,
,Minimum,12.25,13.836,
,Maximum,36.13,14.048,
,Mean,24.00,13.938,
,Variance,23.979,0.0026,
,Std Deviation,4.897,0.0509,
,,,,
,Field Cal Date,unknown,unknown,
Rec #,Date/Time,Temperature(degC),Pressure(psi)
1,6-Aug-18 14:00:00,33.06,13.961
2,6-Aug-18 14:15:00,33.38,13.957
3,6-Aug-18 14:30:00,33.63,13.954
4,6-Aug-18 14:45:00,33.69,13.951
5,6-Aug-18 15:00:00,33.56,13.949
6,6-Aug-18 15:15:00,33.69,13.945
7,6-Aug-18 15:30:00,33.75,13.941
8,6-Aug-18 15:45:00,33.81,13.940
9,6-Aug-18 16:00:00,33.63,13.940
10,6-Aug-18 16:15:00,33.50,13.942
11,6-Aug-18 16:30:00,33.13,13.941
12,6-Aug-18 16:45:00,32.00,13.939
13,6-Aug-18 17:00:00,31.25,13.941
14,6-Aug-18 17:15:00,30.19,13.939
15,6-Aug-18 17:30:00,29.25,13.943
16,6-Aug-18 17:45:00,27.94,13.942
17,6-Aug-18 18:00:00,27.13,13.944
18,6-Aug-18 18:15:00,26.25,13.940
19,6-Aug-18 18:30:00,25.63,13.937
20,6-Aug-18 18:45:00,25.13,13.935
21,6-Aug-18 19:00:00,24.88,13.937
22,6-Aug-18 19:15:00,24.75,13.938
23,6-Aug-18 19:30:00,24.69,13.940
24,6-Aug-18 19:45:00,24.56,13.945
25,6-Aug-18 20:00:00,24.31,13.949
26,6-Aug-18 20:15:00,24.00,13.950
27,6-Aug-18 20:30:00,23.63,13.952
28,6-Aug-18 20:45:00,23.31,13.952
29,6-Aug-18 21:00:00,23.00,13.953
30,6-Aug-18 21:15:00,22.75,13.952
31,6-Aug-18 21:30:00,22.56,13.953
32,6-Aug-18 21:45:00,22.56,13.950
33,6-Aug-18 22:00:00,22.75,13.950
34,6-Aug-18 22:15:00,22.75,13.947
35,6-Aug-18 22:30:00,22.50,13.945
36,6-Aug-18 22:45:00,22.19,13.942
37,6-Aug-18 23:00:00,22.00,13.943
38,6-Aug-18 23:15:00,21.81,13.943
39,6-Aug-18 23:30:00,21.63,13.938
40,6-Aug-18 23:45:00,21.50,13.938
41,7-Aug-18 00:00:00,21.56,13.937
42,7-Aug-18 00:15:00,21.56,13.939
43,7-Aug-18 00:30:00,21.63,13.939
44,7-Aug-18 00:45:00,22.00,13.939
45,7-Aug-18 01:00:00,22.44,13.937
46,7-Aug-18 01:15:00,22.94,13.936
47,7-Aug-18 01:30:00,23.00,13.936
48,7-Aug-18 01:45:00,22.88,13.932
49,7-Aug-18 02:00:00,22.94,13.934
50,7-Aug-18 02:15:00,23.00,13.933
51,7-Aug-18 02:30:00,23.00,13.931
52,7-Aug-18 02:45:00,23.06,13.930
53,7-Aug-18 03:00:00,23.06,13.928
54,7-Aug-18 03:15:00,22.88,13.924
55,7-Aug-18 03:30:00,22.50,13.921
56,7-Aug-18 03:45:00,22.19,13.926
57,7-Aug-18 04:00:00,22.31,13.927
58,7-Aug-18 04:15:00,22.50,13.928
59,7-Aug-18 04:30:00,22.56,13.925
60,7-Aug-18 04:45:00,22.31,13.925
61,7-Aug-18 05:00:00,22.00,13.925
62,7-Aug-18 05:15:00,21.69,13.927
63,7-Aug-18 05:30:00,21.44,13.930
64,7-Aug-18 05:45:00,21.44,13.933
65,7-Aug-18 06:00:00,21.69,13.931
66,7-Aug-18 06:15:00,21.88,13.934
67,7-Aug-18 06:30:00,21.81,13.934
68,7-Aug-18 06:45:00,21.88,13.934
69,7-Aug-18 07:00:00,21.81,13.933
70,7-Aug-18 07:15:00,21.75,13.935
71,7-Aug-18 07:30:00,21.94,13.934
72,7-Aug-18 07:45:00,22.31,13.933
73,7-Aug-18 08:00:00,22.56,13.932
74,7-Aug-18 08:15:00,23.00,13.931
75,7-Aug-18 08:30:00,23.56,13.929
76,7-Aug-18 08:45:00,24.25,13.932
77,7-Aug-18 09:00:00,25.19,13.932
78,7-Aug-18 09:15:00,25.50,13.930
79,7-Aug-18 09:30:00,26.06,13.930
80,7-Aug-18 09:45:00,27.19,13.929
81,7-Aug-18 10:00:00,28.19,13.931
82,7-Aug-18 10:15:00,29.06,13.931
83,7-Aug-18 10:30:00,30.06,13.930
84,7-Aug-18 10:45:00,30.38,13.931
85,7-Aug-18 11:00:00,30.69,13.931
86,7-Aug-18 11:15:00,31.31,13.931
