Date,Depth_m,Descent Rate (m/s),Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP,PAR,Salinity
2018-05-14T12:42:41Z,-0.037,0.011,24.0499,0.9624,0.4126,35.617,34.940731,7.9313,94.31,7.368,304.2001,2168.5,1.9080251329181792
2018-05-14T12:42:41Z,-0.035,0.011,24.0476,0.9484,0.335,35.617,34.94073,7.9305,94.3,7.371,304.248,1840.2,1.9081210552951349
2018-05-14T12:42:41Z,-0.032,0.011,24.0457,0.9266,0.245,35.617,34.940721,7.926,94.248,7.373,304.2211,1952.7,1.9082002749640443
2018-05-14T12:42:41Z,-0.029,0.01,24.045,0.9101,0.2107,35.617,34.940616,7.9187,94.162,7.374,304.2191,2224.8,1.9082294249980185
2018-05-14T12:42:41Z,-0.026,0.009,24.0444,0.8954,0.2253,35.617,34.939471,7.9085,94.037,7.377,304.3098,2146,1.9082543830180696
2018-05-14T12:42:41Z,-0.023,0.007,24.0441,0.8962,0.2991,35.607,34.926871,7.899,93.917,7.38,304.4568,1990.5,1.907699197791203
2018-05-14T12:42:41Z,-0.021,0.006,24.0452,0.9107,0.4003,35.597,34.915313,7.8917,93.825,7.383,304.5338,2152.7,1.9070856510549132
2018-05-14T12:42:41Z,-0.021,0.006,24.0466,0.9154,0.4426,35.609,34.926757,7.8849,93.743,7.385,304.4666,2433.8,1.907708395471779
2018-05-14T12:42:41Z,-0.021,0.007,24.0443,0.9068,0.4438,35.62,34.938201,7.8805,93.69,7.387,304.4181,2542.3,1.908428777536357
2018-05-14T12:42:41Z,-0.02,0.012,24.0389,0.8977,0.4462,35.609,34.926632,7.8834,93.723,7.388,304.3786,2551.9,1.9080296538652466
2018-05-14T12:42:41Z,-0.019,0.019,24.0359,0.9152,0.4408,35.598,34.913918,7.894,93.848,7.388,304.3326,2554.5,1.9075302718846063
2018-05-14T12:42:41Z,-0.015,0.029,24.0361,0.9538,0.4398,35.598,34.911514,7.9099,94.03,7.386,304.379,2555.5,1.9075218687081934
2018-05-14T12:42:41Z,-0.007,0.038,24.0361,0.9697,0.4333,35.589,34.897561,7.9242,94.186,7.382,304.4228,2550.3,1.9070107615472933
2018-05-14T12:42:41Z,0.007,0.044,24.0348,0.969,0.4235,35.57,34.872249,7.929,94.226,7.379,304.3453,2446.7,1.905986014045605
2018-05-14T12:42:41Z,0.024,0.049,24.0339,0.9819,0.3827,35.565,34.859535,7.9266,94.18,7.379,304.0443,2114.2,1.9057392854415731
2018-05-14T12:42:41Z,0.04,0.051,24.0322,0.9967,0.2756,35.584,34.870865,7.9245,94.136,7.379,303.6224,1799.4,1.906888588085077
2018-05-14T12:42:41Z,0.053,0.051,24.0236,0.9918,0.2269,35.605,34.882195,7.9264,94.136,7.379,303.3744,1792.6,1.9084396761868183
2018-05-14T12:42:41Z,0.063,0.051,24.0118,0.9785,0.2518,35.601,34.869472,7.9317,94.176,7.374,303.1973,1929.8,1.9087049502748386
2018-05-14T12:42:41Z,0.073,0.052,24.0031,0.9271,0.2398,35.584,34.844056,7.9372,94.221,7.367,302.9442,2009.3,1.9081022766426974
2018-05-14T12:42:41Z,0.085,0.055,23.9929,0.8394,0.2357,35.576,34.828957,7.9413,94.254,7.359,302.8954,1904.8,1.908073413224117
2018-05-14T12:42:41Z,0.1,0.06,23.9797,0.8004,0.2629,35.567,34.813946,7.9436,94.265,7.352,303.0378,1860.5,1.9081128696283187
2018-05-14T12:42:41Z,0.117,0.064,23.9659,0.7952,0.2638,35.551,34.78958,7.9455,94.266,7.349,303.1172,1966.4,1.907779310269063
2018-05-14T12:42:41Z,0.137,0.066,23.9531,0.7676,0.2767,35.56,34.788416,7.9468,94.257,7.349,303.1666,1838.8,1.908825574249757
2018-05-14T12:42:41Z,0.156,0.067,23.9449,0.7336,0.3577,35.58,34.799851,7.942,94.18,7.352,303.2054,1717.8,1.9103056578000817
2018-05-14T12:42:41Z,0.173,0.067,23.9371,0.724,0.4497,35.588,34.800787,7.9328,94.052,7.355,303.3274,1837.7,1.9110868730980222
