Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,DO_mgL
BVR,2014,2014-05-31 12:00:00,8.935,7.1507,2.3923,0.31394
BVR,2014,2014-05-31 12:00:00,8.962,7.1451,2.3963,0.30422
BVR,2014,2014-05-31 12:00:00,8.988,7.1392,2.4042,0.28845
BVR,2014,2014-05-31 12:00:00,9.019,7.1329,2.4122,0.28812
BVR,2014,2014-05-31 12:00:00,9.053,7.1263,2.6026,0.29004
BVR,2014,2014-05-31 12:00:00,9.085,7.1193,2.5986,0.27179
BVR,2014,2014-05-31 12:00:00,9.111,7.112,2.5907,0.27774
BVR,2014,2014-05-31 12:00:00,9.145,7.1044,2.5907,0.27142
BVR,2014,2014-05-31 12:00:00,9.176,7.0965,3.2414,0.28794
BVR,2014,2014-05-31 12:00:00,9.203,7.0884,3.2136,0.29136
BVR,2014,2014-05-31 12:00:00,9.233,7.0803,3.2096,0.2848
BVR,2014,2014-05-31 12:00:00,9.258,7.0724,3.2414,0.2755
BVR,2014,2014-05-31 12:00:00,9.284,7.0648,3.3009,0.28256
BVR,2014,2014-05-31 12:00:00,9.31,7.0575,3.2929,0.27215
BVR,2014,2014-05-31 12:00:00,9.335,7.0506,3.285,0.26489
BVR,2014,2014-05-31 12:00:00,9.357,7.0439,3.2969,0.26471
BVR,2014,2014-05-31 12:00:00,9.382,7.0372,3.2771,0.26583
BVR,2014,2014-05-31 12:00:00,9.41,7.0305,3.1461,0.26789
BVR,2014,2014-05-31 12:00:00,9.439,7.0237,3.1739,0.2652
BVR,2014,2014-05-31 12:00:00,9.471,7.017,3.166,0.26213
BVR,2014,2014-05-31 12:00:00,9.501,7.0104,3.162,0.25726
BVR,2014,2014-05-31 12:00:00,9.531,7.0042,3.3009,0.26005
BVR,2014,2014-05-31 12:00:00,9.563,6.9984,3.2969,0.25128
BVR,2014,2014-05-31 12:00:00,9.596,6.9929,3.2929,0.25376
BVR,2014,2014-05-31 12:00:00,9.625,6.9877,3.285,0.2445
BVR,2014,2014-05-31 12:00:00,9.656,6.9827,2.8407,0.24328
BVR,2014,2014-05-31 12:00:00,9.685,6.978,2.8407,0.24931
BVR,2014,2014-05-31 12:00:00,9.713,6.9736,2.8526,0.25078
BVR,2014,2014-05-31 12:00:00,9.739,6.9694,2.8486,0.24481
BVR,2014,2014-05-31 12:00:00,9.765,6.9657,2.9081,0.24116
BVR,2014,2014-05-31 12:00:00,9.793,6.9622,2.8883,0.23847
BVR,2014,2014-05-31 12:00:00,9.821,6.9589,2.9041,0.23175
BVR,2014,2014-05-31 12:00:00,9.844,6.956,2.9121,0.2356
BVR,2014,2014-05-31 12:00:00,9.865,6.9531,2.9081,0.22602
BVR,2014,2014-05-31 12:00:00,9.889,6.9504,2.7692,0.23179
BVR,2014,2014-05-31 12:00:00,9.913,6.9478,2.8049,0.2194
BVR,2014,2014-05-31 12:00:00,9.937,6.9453,2.793,0.22655
BVR,2014,2014-05-31 12:00:00,9.972,6.9426,2.7851,0.21418
BVR,2014,2014-05-31 12:00:00,10.009,6.9399,2.916,0.22408
BVR,2014,2014-05-31 12:00:00,10.049,6.9372,2.9121,0.22
BVR,2014,2014-05-31 12:00:00,10.085,6.9344,2.8962,0.21618
BVR,2014,2014-05-31 12:00:00,10.109,6.9319,2.916,0.20602
BVR,2014,2014-05-31 12:00:00,10.13,6.9296,2.5391,0.21233
BVR,2014,2014-05-31 12:00:00,10.156,6.9274,2.5193,0.21295
BVR,2014,2014-05-31 12:00:00,10.181,6.9252,2.5391,0.20793
BVR,2014,2014-05-31 12:00:00,10.21,6.9231,2.5391,0.19954
BVR,2014,2014-05-31 12:00:00,10.237,6.921,2.4677,0.20278
BVR,2014,2014-05-31 12:00:00,10.264,6.9188,2.4439,0.19985
BVR,2014,2014-05-31 12:00:00,10.292,6.9168,2.4757,0.20602
BVR,2014,2014-05-31 12:00:00,10.318,6.9149,2.4598,0.19345
BVR,2014,2014-05-31 12:00:00,10.341,6.9131,2.4399,0.19184
BVR,2014,2014-05-31 12:00:00,10.362,6.9114,2.2059,0.19444
BVR,2014,2014-05-31 12:00:00,10.384,6.9098,2.2217,0.19033
BVR,2014,2014-05-31 12:00:00,10.407,6.9081,2.2098,0.19168
BVR,2014,2014-05-31 12:00:00,10.432,6.9064,2.2098,0.18853
BVR,2014,2014-05-31 12:00:00,10.457,6.9047,2.3447,0.19469
BVR,2014,2014-05-31 12:00:00,10.484,6.9028,2.3368,0.19215
BVR,2014,2014-05-31 12:00:00,10.509,6.9007,2.3289,0.19359
BVR,2014,2014-05-31 12:00:00,10.531,6.8987,2.3368,0.18176
BVR,2014,2014-05-31 12:00:00,10.552,6.8972,2.0869,0.18752
BVR,2014,2014-05-31 12:00:00,10.575,6.8964,2.075,0.18328
BVR,2014,2014-05-31 12:00:00,10.603,6.8965,2.0869,0.18374
BVR,2014,2014-05-31 12:00:00,10.631,6.8972,2.0829,0.18746
BVR,2014,2014-05-31 12:00:00,10.659,6.8981,1.9599,0.18307
BVR,2014,2014-05-31 12:00:00,10.687,6.8989,1.944,0.18491
BVR,2014,2014-05-31 12:00:00,10.716,6.899,1.9678,0.1765
BVR,2014,2014-05-31 12:00:00,10.743,6.8981,1.9797,0.17948
BVR,2014,2014-05-31 12:00:00,10.767,6.8961,1.944,0.18374
BVR,2014,2014-05-31 12:00:00,10.794,6.893,1.944,0.18508
BVR,2014,2014-05-31 12:00:00,10.821,6.8889,1.9559,0.1852
BVR,2014,2014-05-31 12:00:00,10.846,6.8843,1.952,0.17986
BVR,2014,2014-05-31 12:00:00,10.867,6.8795,1.9599,0.18121
BVR,2014,2014-05-31 12:00:00,10.895,6.8751,1.8925,0.16965
BVR,2014,2014-05-31 12:00:00,10.927,6.8712,1.8964,0.16527
BVR,2014,2014-05-31 12:00:00,10.954,6.8679,1.8845,0.16217
BVR,2014,2014-05-31 12:00:00,10.977,6.8651,1.8845,0.16825
BVR,2014,2014-05-31 12:00:00,11.001,6.8624,1.8925,0.16379
BVR,2014,2014-05-31 12:00:00,11.025,6.8599,1.9004,0.16565
BVR,2014,2014-05-31 12:00:00,11.052,6.8578,1.8845,0.16941
BVR,2014,2014-05-31 12:00:00,11.079,6.8559,1.8925,0.17162
BVR,2014,2014-05-31 12:00:00,11.104,6.8543,1.8806,0.17015
BVR,2014,2014-05-31 12:00:00,11.13,6.8529,1.8964,0.17019
BVR,2014,2014-05-31 12:00:00,11.155,6.8516,1.8925,0.16699
BVR,2014,2014-05-31 12:00:00,11.184,6.8502,1.9044,0.16591
BVR,2014,2014-05-31 12:00:00,11.212,6.8488,1.8885,0.16908
BVR,2014,2014-05-31 12:00:00,11.238,6.847,1.8369,0.16025
BVR,2014,2014-05-31 12:00:00,11.262,6.8451,1.8369,0.16602
BVR,2014,2014-05-31 12:00:00,11.284,6.8429,1.8131,0.1608
BVR,2014,2014-05-31 12:00:00,11.306,6.8405,1.825,0.16891
BVR,2014,2014-05-31 12:00:00,11.335,6.8379,1.829,0.16182
BVR,2014,2014-05-31 12:00:00,11.361,6.8355,1.8448,0.15667
BVR,2014,2014-05-31 12:00:00,11.385,6.8334,1.829,0.15932
BVR,2014,2014-05-31 12:00:00,11.41,6.8313,1.821,0.14896
BVR,2014,2014-05-31 12:00:00,11.434,6.829,1.8329,0.1526
BVR,2014,2014-05-31 12:00:00,11.46,6.8263,1.825,0.14937
BVR,2014,2014-05-31 12:00:00,11.488,6.8231,1.821,0.15591
BVR,2014,2014-05-31 12:00:00,11.513,6.8196,1.8369,0.15245
BVR,2014,2014-05-31 12:00:00,11.541,6.8162,2.1543,0.15711
BVR,2014,2014-05-31 12:00:00,11.572,6.8131,2.1424,0.15835
BVR,2014,2014-05-31 12:00:00,11.603,6.8105,2.1583,0.15824
BVR,2014,2014-05-31 12:00:00,11.63,6.8083,2.1424,0.15747
BVR,2014,2014-05-31 12:00:00,11.655,6.8064,2.1384,0.15429
BVR,2014,2014-05-31 12:00:00,11.678,6.8046,1.7734,0.14588
BVR,2014,2014-05-31 12:00:00,11.701,6.8028,1.7655,0.15529
BVR,2014,2014-05-31 12:00:00,11.726,6.8006,1.7576,0.15008
BVR,2014,2014-05-31 12:00:00,11.752,6.7979,1.7576,0.15286
BVR,2014,2014-05-31 12:00:00,11.78,6.7946,1.706,0.14866
BVR,2014,2014-05-31 12:00:00,11.813,6.7909,1.702,0.15478
BVR,2014,2014-05-31 12:00:00,11.844,6.7868,1.6941,0.15179
BVR,2014,2014-05-31 12:00:00,11.87,6.7823,1.6901,0.15014
BVR,2014,2014-05-31 12:00:00,11.899,6.7776,1.6266,0.14837
BVR,2014,2014-05-31 12:00:00,11.926,6.7722,1.6385,0.14831
BVR,2014,2014-05-31 12:00:00,11.955,6.7661,1.6385,0.15096
BVR,2014,2014-05-31 12:00:00,11.981,6.7591,1.6346,0.15298
BVR,2014,2014-05-31 12:00:00,12.006,6.7514,1.6306,0.15833
BVR,2014,2014-05-31 12:00:00,12.032,6.743,1.6108,0.14661
BVR,2014,2014-05-31 12:00:00,12.061,6.734,1.6544,0.15066
BVR,2014,2014-05-31 12:00:00,12.092,6.725,1.6425,0.14525
BVR,2014,2014-05-31 12:00:00,12.118,6.716,1.6385,0.14707
BVR,2014,2014-05-31 12:00:00,12.14,6.7074,1.6504,0.14263
BVR,2014,2014-05-31 12:00:00,12.162,6.6991,1.6385,0.13699
BVR,2014,2014-05-31 12:00:00,12.189,6.6912,1.6306,0.14424
BVR,2014,2014-05-31 12:00:00,12.219,6.6838,1.6306,0.14293
BVR,2014,2014-05-31 12:00:00,12.249,6.6775,1.71,0.15263
BVR,2014,2014-05-31 12:00:00,12.271,6.6725,1.702,0.15199
BVR,2014,2014-05-31 12:00:00,12.284,6.6688,1.6862,0.15313
BVR,2014,2014-05-31 12:00:00,12.297,6.6658,1.706,0.15378
BVR,2014,2014-06-06 12:00:00,0.18,23.555,1.0752,7.7212
BVR,2014,2014-06-06 12:00:00,0.211,23.5557,1.0672,7.72259
BVR,2014,2014-06-06 12:00:00,0.238,23.5566,1.0712,7.71879
BVR,2014,2014-06-06 12:00:00,0.265,23.5575,1.0712,7.71046
BVR,2014,2014-06-06 12:00:00,0.295,23.5583,1.1188,7.69615
BVR,2014,2014-06-06 12:00:00,0.321,23.5589,1.1268,7.69109
BVR,2014,2014-06-06 12:00:00,0.341,23.5594,1.1307,7.68985
BVR,2014,2014-06-06 12:00:00,0.36,23.5598,1.1307,7.68731
BVR,2014,2014-06-06 12:00:00,0.38,23.5601,1.1823,7.68233
BVR,2014,2014-06-06 12:00:00,0.402,23.5603,1.1942,7.6908
BVR,2014,2014-06-06 12:00:00,0.426,23.5605,1.1744,7.68415
BVR,2014,2014-06-06 12:00:00,0.449,23.5606,1.1942,7.69015
BVR,2014,2014-06-06 12:00:00,0.472,23.5607,1.1744,7.68968
BVR,2014,2014-06-06 12:00:00,0.5,23.5609,1.2101,7.69536
BVR,2014,2014-06-06 12:00:00,0.535,23.5611,1.1982,7.70251
BVR,2014,2014-06-06 12:00:00,0.567,23.5615,1.1863,7.71439
BVR,2014,2014-06-06 12:00:00,0.596,23.5619,1.1744,7.72518
BVR,2014,2014-06-06 12:00:00,0.626,23.5625,1.1982,7.72969
BVR,2014,2014-06-06 12:00:00,0.656,23.563,1.1823,7.73169
BVR,2014,2014-06-06 12:00:00,0.688,23.5633,1.1744,7.73376
BVR,2014,2014-06-06 12:00:00,0.731,23.5634,1.1902,7.72772
BVR,2014,2014-06-06 12:00:00,0.778,23.5635,1.1783,7.72891
BVR,2014,2014-06-06 12:00:00,0.814,23.5639,1.1823,7.72973
BVR,2014,2014-06-06 12:00:00,0.839,23.5647,1.1902,7.73096
BVR,2014,2014-06-06 12:00:00,0.859,23.565,1.1902,7.73515
BVR,2014,2014-06-06 12:00:00,0.884,23.5642,1.1783,7.73659
BVR,2014,2014-06-06 12:00:00,0.924,23.5616,1.2061,7.73429
BVR,2014,2014-06-06 12:00:00,0.984,23.5571,1.2061,7.72837
BVR,2014,2014-06-06 12:00:00,1.033,23.5518,1.1902,7.72028
BVR,2014,2014-06-06 12:00:00,1.06,23.5466,1.1783,7.7146
BVR,2014,2014-06-06 12:00:00,1.081,23.5419,1.2021,7.70965
BVR,2014,2014-06-06 12:00:00,1.112,23.5375,1.1863,7.70636
BVR,2014,2014-06-06 12:00:00,1.147,23.5336,1.1823,7.70397
BVR,2014,2014-06-06 12:00:00,1.187,23.5301,1.1942,7.70805
BVR,2014,2014-06-06 12:00:00,1.233,23.5267,1.3291,7.70618
BVR,2014,2014-06-06 12:00:00,1.275,23.5231,1.3053,7.70122
BVR,2014,2014-06-06 12:00:00,1.301,23.5192,1.3093,7.7053
BVR,2014,2014-06-06 12:00:00,1.322,23.5149,1.3212,7.70621
BVR,2014,2014-06-06 12:00:00,1.351,23.5096,1.3172,7.70099
BVR,2014,2014-06-06 12:00:00,1.393,23.5033,1.3172,7.70146
BVR,2014,2014-06-06 12:00:00,1.44,23.4971,1.3331,7.70129
BVR,2014,2014-06-06 12:00:00,1.478,23.4914,1.3212,7.70262
BVR,2014,2014-06-06 12:00:00,1.508,23.4862,1.3132,7.69786
BVR,2014,2014-06-06 12:00:00,1.538,23.4814,1.3172,7.70089
BVR,2014,2014-06-06 12:00:00,1.568,23.4776,1.3251,7.70512
BVR,2014,2014-06-06 12:00:00,1.602,23.4754,1.3172,7.70795
BVR,2014,2014-06-06 12:00:00,1.642,23.4747,1.3688,7.71639
BVR,2014,2014-06-06 12:00:00,1.685,23.4751,1.3926,7.72317
BVR,2014,2014-06-06 12:00:00,1.72,23.4759,1.3767,7.71893
BVR,2014,2014-06-06 12:00:00,1.748,23.4765,1.3767,7.71848
BVR,2014,2014-06-06 12:00:00,1.778,23.4769,1.3807,7.7112
BVR,2014,2014-06-06 12:00:00,1.815,23.4769,1.6465,7.71153
BVR,2014,2014-06-06 12:00:00,1.853,23.4762,1.6425,7.7058
BVR,2014,2014-06-06 12:00:00,1.895,23.4749,1.6266,7.70115
BVR,2014,2014-06-06 12:00:00,1.931,23.4731,1.6385,7.69221
BVR,2014,2014-06-06 12:00:00,1.96,23.4711,1.6346,7.69084
BVR,2014,2014-06-06 12:00:00,1.984,23.4694,1.6266,7.68455
BVR,2014,2014-06-06 12:00:00,2.012,23.468,1.6465,7.68256
BVR,2014,2014-06-06 12:00:00,2.051,23.4666,1.6584,7.68324
BVR,2014,2014-06-06 12:00:00,2.097,23.4652,1.5116,7.68543
BVR,2014,2014-06-06 12:00:00,2.143,23.464,1.5156,7.67327
BVR,2014,2014-06-06 12:00:00,2.175,23.4632,1.5076,7.66328
BVR,2014,2014-06-06 12:00:00,2.194,23.4626,1.5076,7.65595
BVR,2014,2014-06-06 12:00:00,2.216,23.462,1.464,7.64752
BVR,2014,2014-06-06 12:00:00,2.252,23.4613,1.456,7.63454
BVR,2014,2014-06-06 12:00:00,2.294,23.4606,1.46,7.62716
BVR,2014,2014-06-06 12:00:00,2.344,23.4599,1.4481,7.62536
BVR,2014,2014-06-06 12:00:00,2.389,23.4589,1.4362,7.63709
BVR,2014,2014-06-06 12:00:00,2.421,23.4577,1.579,7.64943
BVR,2014,2014-06-06 12:00:00,2.444,23.4563,1.5592,7.65681
BVR,2014,2014-06-06 12:00:00,2.469,23.4545,1.5751,7.65598
BVR,2014,2014-06-06 12:00:00,2.498,23.4521,1.5989,7.64514
BVR,2014,2014-06-06 12:00:00,2.532,23.4483,1.7576,7.62283
BVR,2014,2014-06-06 12:00:00,2.569,23.4423,1.7655,7.58975
BVR,2014,2014-06-06 12:00:00,2.611,23.4328,1.7774,7.56446
BVR,2014,2014-06-06 12:00:00,2.649,23.4175,1.7774,7.56162
BVR,2014,2014-06-06 12:00:00,2.681,23.3928,1.5632,7.56345
BVR,2014,2014-06-06 12:00:00,2.714,23.3531,1.579,7.57875
BVR,2014,2014-06-06 12:00:00,2.753,23.2894,1.5909,7.61606
BVR,2014,2014-06-06 12:00:00,2.795,23.1917,1.5592,7.68693
BVR,2014,2014-06-06 12:00:00,2.84,23.0548,1.587,7.7774
BVR,2014,2014-06-06 12:00:00,2.879,22.8756,1.579,7.86606
BVR,2014,2014-06-06 12:00:00,2.907,22.6432,1.5751,7.939
BVR,2014,2014-06-06 12:00:00,2.935,22.3448,1.5632,7.97662
BVR,2014,2014-06-06 12:00:00,2.97,21.9887,1.5592,8.01117
BVR,2014,2014-06-06 12:00:00,3.017,21.5993,1.5909,8.0371
BVR,2014,2014-06-06 12:00:00,3.069,21.2018,1.5671,8.061
BVR,2014,2014-06-06 12:00:00,3.108,20.8255,1.5751,8.06505
BVR,2014,2014-06-06 12:00:00,3.138,20.4929,1.579,8.06831
BVR,2014,2014-06-06 12:00:00,3.163,20.2075,1.7496,8.07142
BVR,2014,2014-06-06 12:00:00,3.192,19.9612,1.7695,8.05602
BVR,2014,2014-06-06 12:00:00,3.233,19.7416,1.7853,8.01658
BVR,2014,2014-06-06 12:00:00,3.272,19.5378,1.7695,7.96815
BVR,2014,2014-06-06 12:00:00,3.306,19.3406,2.5986,7.9074
BVR,2014,2014-06-06 12:00:00,3.34,19.1436,2.5788,7.82442
BVR,2014,2014-06-06 12:00:00,3.367,18.9431,2.5947,7.75181
BVR,2014,2014-06-06 12:00:00,3.396,18.7358,2.5709,7.71219
BVR,2014,2014-06-06 12:00:00,3.435,18.5186,2.7375,7.70981
BVR,2014,2014-06-06 12:00:00,3.494,18.2925,2.7256,7.75027
BVR,2014,2014-06-06 12:00:00,3.553,18.0658,2.7137,7.82675
BVR,2014,2014-06-06 12:00:00,3.589,17.8459,2.6978,7.91829
BVR,2014,2014-06-06 12:00:00,3.61,17.6317,2.7018,8.01254
BVR,2014,2014-06-06 12:00:00,3.631,17.4152,2.6502,8.09227
BVR,2014,2014-06-06 12:00:00,3.662,17.1852,2.6423,8.14893
BVR,2014,2014-06-06 12:00:00,3.709,16.924,2.6621,8.17245
BVR,2014,2014-06-06 12:00:00,3.766,16.6227,2.6463,8.1641
BVR,2014,2014-06-06 12:00:00,3.811,16.2954,2.6423,8.13722
BVR,2014,2014-06-06 12:00:00,3.843,15.9624,2.6661,8.10056
BVR,2014,2014-06-06 12:00:00,3.876,15.6359,2.6542,8.05926
BVR,2014,2014-06-06 12:00:00,3.917,15.3225,2.6582,7.99412
BVR,2014,2014-06-06 12:00:00,3.963,15.0284,2.8327,7.93312
BVR,2014,2014-06-06 12:00:00,4.007,14.7595,2.8486,7.87973
BVR,2014,2014-06-06 12:00:00,4.043,14.5183,2.8486,7.85369
BVR,2014,2014-06-06 12:00:00,4.07,14.3033,2.8287,7.82964
BVR,2014,2014-06-06 12:00:00,4.097,14.11,3.0946,7.81375
BVR,2014,2014-06-06 12:00:00,4.133,13.9298,3.0946,7.78981
BVR,2014,2014-06-06 12:00:00,4.181,13.7549,3.0946,7.75413
BVR,2014,2014-06-06 12:00:00,4.238,13.5863,3.0866,7.73701
BVR,2014,2014-06-06 12:00:00,4.284,13.4322,3.0906,7.71825
BVR,2014,2014-06-06 12:00:00,4.312,13.2969,4.9711,7.68035
BVR,2014,2014-06-06 12:00:00,4.335,13.1777,4.9473,7.64268
BVR,2014,2014-06-06 12:00:00,4.372,13.0679,4.9513,7.60178
BVR,2014,2014-06-06 12:00:00,4.42,12.96,4.9711,7.57302
BVR,2014,2014-06-06 12:00:00,4.475,12.8515,6.3756,7.53593
BVR,2014,2014-06-06 12:00:00,4.529,12.747,6.3795,7.50941
BVR,2014,2014-06-06 12:00:00,4.564,12.6511,6.3756,7.47118
BVR,2014,2014-06-06 12:00:00,4.579,12.5622,6.3994,7.44014
BVR,2014,2014-06-06 12:00:00,4.601,12.4761,6.082,7.40027
BVR,2014,2014-06-06 12:00:00,4.643,12.3897,6.078,7.36035
BVR,2014,2014-06-06 12:00:00,4.694,12.2988,6.0939,7.32623
BVR,2014,2014-06-06 12:00:00,4.742,12.2023,6.078,7.28116
BVR,2014,2014-06-06 12:00:00,4.776,12.1068,5.8796,7.25092
BVR,2014,2014-06-06 12:00:00,4.796,12.0189,5.8955,7.23121
BVR,2014,2014-06-06 12:00:00,4.818,11.9398,5.8995,7.1885
BVR,2014,2014-06-06 12:00:00,4.846,11.8677,5.9034,7.15712
BVR,2014,2014-06-06 12:00:00,4.881,11.7987,5.8796,7.11689
BVR,2014,2014-06-06 12:00:00,4.926,11.7242,5.3996,7.08665
BVR,2014,2014-06-06 12:00:00,4.973,11.6397,5.3996,7.04113
BVR,2014,2014-06-06 12:00:00,5.009,11.5501,5.3837,6.98284
BVR,2014,2014-06-06 12:00:00,5.037,11.4616,5.4115,6.93444
BVR,2014,2014-06-06 12:00:00,5.069,11.3764,5.4512,6.87551
BVR,2014,2014-06-06 12:00:00,5.116,11.2945,5.4512,6.83255
BVR,2014,2014-06-06 12:00:00,5.175,11.2168,5.471,6.788
BVR,2014,2014-06-06 12:00:00,5.223,11.1453,5.4551,6.75867
BVR,2014,2014-06-06 12:00:00,5.253,11.0811,4.8997,6.73584
BVR,2014,2014-06-06 12:00:00,5.278,11.0238,4.9195,6.71744
BVR,2014,2014-06-06 12:00:00,5.308,10.972,4.9235,6.7041
BVR,2014,2014-06-06 12:00:00,5.344,10.922,4.8997,6.69217
BVR,2014,2014-06-06 12:00:00,5.389,10.869,4.9711,6.67705
BVR,2014,2014-06-06 12:00:00,5.434,10.8131,4.9711,6.66077
BVR,2014,2014-06-06 12:00:00,5.467,10.7576,4.9552,6.65072
BVR,2014,2014-06-06 12:00:00,5.487,10.7041,4.9592,6.63769
BVR,2014,2014-06-06 12:00:00,5.506,10.6524,4.9552,6.61795
BVR,2014,2014-06-06 12:00:00,5.534,10.6008,4.7251,6.61
BVR,2014,2014-06-06 12:00:00,5.578,10.5467,4.7093,6.60692
BVR,2014,2014-06-06 12:00:00,5.631,10.4888,4.7093,6.60638
BVR,2014,2014-06-06 12:00:00,5.675,10.4294,4.737,6.60485
BVR,2014,2014-06-06 12:00:00,5.707,10.3713,4.6022,6.61152
BVR,2014,2014-06-06 12:00:00,5.73,10.3156,4.6101,6.61487
BVR,2014,2014-06-06 12:00:00,5.752,10.2614,4.618,6.63172
BVR,2014,2014-06-06 12:00:00,5.781,10.2075,4.622,6.63743
BVR,2014,2014-06-06 12:00:00,5.818,10.1526,4.2173,6.63404
BVR,2014,2014-06-06 12:00:00,5.862,10.0971,4.2253,6.63142
BVR,2014,2014-06-06 12:00:00,5.896,10.0426,4.257,6.62848
BVR,2014,2014-06-06 12:00:00,5.921,9.9902,4.2372,6.61659
BVR,2014,2014-06-06 12:00:00,5.94,9.9394,3.7611,6.60617
BVR,2014,2014-06-06 12:00:00,5.973,9.8886,3.8047,6.58867
BVR,2014,2014-06-06 12:00:00,6.019,9.8365,3.7888,6.58339
BVR,2014,2014-06-06 12:00:00,6.07,9.7833,3.7849,6.58095
BVR,2014,2014-06-06 12:00:00,6.109,9.7309,3.7571,6.57558
BVR,2014,2014-06-06 12:00:00,6.133,9.6807,3.4873,6.57729
BVR,2014,2014-06-06 12:00:00,6.156,9.6317,3.4715,6.56082
BVR,2014,2014-06-06 12:00:00,6.189,9.5821,3.4675,6.544
BVR,2014,2014-06-06 12:00:00,6.223,9.5309,3.4754,6.51862
BVR,2014,2014-06-06 12:00:00,6.267,9.4778,3.6817,6.46932
BVR,2014,2014-06-06 12:00:00,6.313,9.4245,3.65,6.40814
BVR,2014,2014-06-06 12:00:00,6.345,9.373,3.6698,6.3224
BVR,2014,2014-06-06 12:00:00,6.364,9.3225,3.6659,6.23254
BVR,2014,2014-06-06 12:00:00,6.382,9.2707,3.4,6.13915
BVR,2014,2014-06-06 12:00:00,6.41,9.2157,3.408,6.05052
BVR,2014,2014-06-06 12:00:00,6.457,9.1573,3.4119,5.96052
BVR,2014,2014-06-06 12:00:00,6.511,9.0966,3.4159,5.86962
BVR,2014,2014-06-06 12:00:00,6.553,9.0359,3.6024,5.78114
BVR,2014,2014-06-06 12:00:00,6.585,8.9769,3.6063,5.69614
BVR,2014,2014-06-06 12:00:00,6.615,8.9207,3.6143,5.59118
BVR,2014,2014-06-06 12:00:00,6.645,8.8668,3.5984,5.47799
BVR,2014,2014-06-06 12:00:00,6.684,8.8141,3.5984,5.37962
BVR,2014,2014-06-06 12:00:00,6.731,8.7623,3.4794,5.29146
BVR,2014,2014-06-06 12:00:00,6.769,8.7115,3.4834,5.22572
BVR,2014,2014-06-06 12:00:00,6.797,8.6617,3.4556,5.18539
BVR,2014,2014-06-06 12:00:00,6.822,8.6122,3.5032,5.1574
BVR,2014,2014-06-06 12:00:00,6.853,8.5624,3.158,5.15096
BVR,2014,2014-06-06 12:00:00,6.892,8.5119,3.1541,5.14532
BVR,2014,2014-06-06 12:00:00,6.944,8.4615,3.162,5.14489
BVR,2014,2014-06-06 12:00:00,6.997,8.4134,3.158,5.12698
BVR,2014,2014-06-06 12:00:00,7.035,8.3698,3.0946,5.09914
BVR,2014,2014-06-06 12:00:00,7.055,8.3312,3.1025,5.07665
BVR,2014,2014-06-06 12:00:00,7.08,8.297,3.1065,5.04693
BVR,2014,2014-06-06 12:00:00,7.121,8.2652,3.0946,5.0067
BVR,2014,2014-06-06 12:00:00,7.172,8.2342,2.9676,4.96739
BVR,2014,2014-06-06 12:00:00,7.22,8.2039,2.9636,4.90222
BVR,2014,2014-06-06 12:00:00,7.257,8.1756,2.9716,4.84135
BVR,2014,2014-06-06 12:00:00,7.281,8.1498,2.9716,4.76461
BVR,2014,2014-06-06 12:00:00,7.304,8.1261,2.9676,4.68969
BVR,2014,2014-06-06 12:00:00,7.332,8.1034,2.8486,4.59619
BVR,2014,2014-06-06 12:00:00,7.372,8.0804,2.8486,4.4866
BVR,2014,2014-06-06 12:00:00,7.421,8.057,2.8367,4.37953
BVR,2014,2014-06-06 12:00:00,7.464,8.0336,2.8367,4.26374
BVR,2014,2014-06-06 12:00:00,7.499,8.011,2.5272,4.15583
BVR,2014,2014-06-06 12:00:00,7.527,7.9893,2.5193,4.04862
BVR,2014,2014-06-06 12:00:00,7.557,7.9688,2.5312,3.94677
BVR,2014,2014-06-06 12:00:00,7.596,7.9494,2.5431,3.84992
BVR,2014,2014-06-06 12:00:00,7.64,7.931,2.0829,3.77132
BVR,2014,2014-06-06 12:00:00,7.682,7.9139,2.075,3.69361
BVR,2014,2014-06-06 12:00:00,7.715,7.8982,2.1027,3.61703
BVR,2014,2014-06-06 12:00:00,7.745,7.8831,2.0948,3.54866
BVR,2014,2014-06-06 12:00:00,7.778,7.8675,1.8925,3.46822
BVR,2014,2014-06-06 12:00:00,7.816,7.8502,1.8964,3.40231
BVR,2014,2014-06-06 12:00:00,7.86,7.8314,1.9083,3.33647
BVR,2014,2014-06-06 12:00:00,7.905,7.812,1.8806,3.27622
BVR,2014,2014-06-06 12:00:00,7.947,7.7932,1.9004,3.2267
BVR,2014,2014-06-06 12:00:00,7.987,7.7758,1.706,3.18428
BVR,2014,2014-06-06 12:00:00,8.016,7.7602,1.6941,3.14171
BVR,2014,2014-06-06 12:00:00,8.039,7.7458,1.706,3.09672
BVR,2014,2014-06-06 12:00:00,8.068,7.7309,1.7179,3.05153
BVR,2014,2014-06-06 12:00:00,8.108,7.7146,1.71,3.00934
BVR,2014,2014-06-06 12:00:00,8.154,7.6973,1.6981,2.96619
BVR,2014,2014-06-06 12:00:00,8.189,7.6807,1.702,2.90157
BVR,2014,2014-06-06 12:00:00,8.21,7.6654,1.6981,2.83014
BVR,2014,2014-06-06 12:00:00,8.23,7.6503,1.5592,2.74792
BVR,2014,2014-06-06 12:00:00,8.258,7.6335,1.583,2.65279
BVR,2014,2014-06-06 12:00:00,8.294,7.6146,1.5949,2.53833
BVR,2014,2014-06-06 12:00:00,8.334,7.5944,1.5671,2.41301
