Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,DO_mgL,
SHR,2014,2014-06-26 12:00:00,51.64,5.2088,0,11.13625,
SHR,2014,2014-06-26 12:00:00,51.657,5.2087,0,11.115,
SHR,2014,2014-06-26 12:00:00,51.677,5.2087,0,11.1378,
SHR,2014,2014-06-26 12:00:00,51.692,5.2087,0,11.137,
SHR,2014,2014-06-26 12:00:00,51.706,5.2087,0,11.14981,
SHR,2014,2014-06-26 12:00:00,51.721,5.2089,0,11.15249,
SHR,2014,2014-06-26 12:00:00,51.739,5.209,0,11.16675,
SHR,2014,2014-06-26 12:00:00,51.758,5.2091,0,11.16574,
SHR,2014,2014-06-26 12:00:00,51.776,5.2092,0,11.19631,
SHR,2014,2014-06-26 12:00:00,51.795,5.2092,0,11.19207,
SHR,2014,2014-06-26 12:00:00,51.811,5.2092,0,11.22554,
SHR,2014,2014-06-26 12:00:00,51.826,5.2092,0,11.24742,
SHR,2014,2014-06-26 12:00:00,51.842,5.2091,0,11.25403,
SHR,2014,2014-06-26 12:00:00,51.86,5.2091,0,11.25732,
SHR,2014,2014-06-26 12:00:00,51.878,5.2091,0,11.26496,
SHR,2014,2014-06-26 12:00:00,51.897,5.2092,0,11.26835,
SHR,2014,2014-06-26 12:00:00,51.92,5.2092,0,11.26432,
SHR,2014,2014-06-26 12:00:00,51.948,5.2092,0,11.26752,
SHR,2014,2014-06-26 12:00:00,51.969,5.2092,0,11.26118,
SHR,2014,2014-06-26 12:00:00,51.987,5.2091,0,11.25499,
SHR,2014,2014-06-26 12:00:00,52.011,5.209,0,11.26592,
SHR,2014,2014-06-26 12:00:00,52.036,5.2089,0.0397,11.26437,
SHR,2014,2014-06-26 12:00:00,52.057,5.2088,0.0238,11.25999,
SHR,2014,2014-06-26 12:00:00,52.079,5.2086,0.0318,11.27516,
SHR,2014,2014-06-26 12:00:00,52.099,5.2085,0.0476,11.27581,
SHR,2014,2014-06-26 12:00:00,52.113,5.2084,0,11.27852,
SHR,2014,2014-06-26 12:00:00,52.126,5.2084,0,11.28439,
SHR,2014,2014-06-26 12:00:00,52.145,5.2083,0,11.27825,
SHR,2014,2014-06-26 12:00:00,52.174,5.2083,0,11.28238,
SHR,2014,2014-06-26 12:00:00,52.197,5.2082,0,11.27295,
SHR,2014,2014-06-26 12:00:00,52.21,5.2082,0,11.28088,
SHR,2014,2014-06-26 12:00:00,52.222,5.2082,0,11.28151,
SHR,2014,2014-06-26 12:00:00,52.232,5.2081,0,11.2842,
SHR,2014,2014-06-26 12:00:00,52.244,5.2081,0,11.2945,
SHR,2014,2014-06-26 12:00:00,52.267,5.2082,0,11.28718,
SHR,2014,2014-06-26 12:00:00,52.296,5.2082,0,11.28424,
SHR,2014,2014-06-26 12:00:00,52.326,5.2083,0,11.28802,
SHR,2014,2014-06-26 12:00:00,52.348,5.2084,0,11.28773,
SHR,2014,2014-06-26 12:00:00,52.364,5.2084,0,11.27993,
SHR,2014,2014-06-26 12:00:00,52.38,5.2084,0,11.27701,
SHR,2014,2014-06-26 12:00:00,52.403,5.2083,0,11.26229,
SHR,2014,2014-06-26 12:00:00,52.426,5.2082,0,11.26943,
SHR,2014,2014-06-26 12:00:00,52.448,5.2082,0.0357,11.26158,
SHR,2014,2014-06-26 12:00:00,52.466,5.2081,0.0278,11.25739,
SHR,2014,2014-06-26 12:00:00,52.481,5.2081,0.0357,11.2702,
SHR,2014,2014-06-26 12:00:00,52.494,5.208,0.0397,11.26574,
SHR,2014,2014-06-26 12:00:00,52.506,5.208,0,11.26479,
SHR,2014,2014-06-26 12:00:00,52.521,5.208,0,11.27656,
SHR,2014,2014-06-26 12:00:00,52.54,5.208,0,11.28137,
SHR,2014,2014-06-26 12:00:00,52.561,5.208,0,11.28616,
SHR,2014,2014-06-26 12:00:00,52.583,5.208,0,11.28379,
SHR,2014,2014-06-26 12:00:00,52.602,5.2079,0,11.28167,
SHR,2014,2014-06-26 12:00:00,52.62,5.2079,0,11.27896,
SHR,2014,2014-06-26 12:00:00,52.632,5.208,0,11.28984,
SHR,2014,2014-06-26 12:00:00,52.644,5.208,0,11.2931,
SHR,2014,2014-06-26 12:00:00,52.656,5.2079,0,11.3,
SHR,2014,2014-06-26 12:00:00,52.67,5.2079,0,11.30356,
SHR,2014,2014-06-26 12:00:00,52.687,5.2079,0,11.3071,
SHR,2014,2014-06-26 12:00:00,52.703,5.2079,0,11.30831,
SHR,2014,2014-06-26 12:00:00,52.718,5.2079,0,11.30031,
SHR,2014,2014-06-26 12:00:00,52.742,5.2079,0,11.2957,
SHR,2014,2014-06-26 12:00:00,52.766,5.2078,0,11.29594,
SHR,2014,2014-06-26 12:00:00,52.784,5.2077,0,11.30189,
SHR,2014,2014-06-26 12:00:00,52.802,5.2076,0,11.29835,
SHR,2014,2014-06-26 12:00:00,52.819,5.2075,0,11.30457,
SHR,2014,2014-06-26 12:00:00,52.835,5.2074,0,11.30839,
SHR,2014,2014-06-26 12:00:00,52.855,5.2074,0,11.31071,
SHR,2014,2014-06-26 12:00:00,52.874,5.2075,0,11.32507,
SHR,2014,2014-06-26 12:00:00,52.904,5.2075,0.0357,11.33513,
SHR,2014,2014-06-26 12:00:00,52.944,5.2076,0.0318,11.34194,
SHR,2014,2014-06-26 12:00:00,52.973,5.2078,0.0159,11.33838,
SHR,2014,2014-06-26 12:00:00,52.987,5.2079,0.0199,11.33894,
SHR,2014,2014-06-26 12:00:00,52.993,5.208,0,11.34755,
SHR,2014,2014-06-26 12:00:00,53.004,5.2079,0,11.34847,
SHR,2014,2014-06-26 12:00:00,53.035,5.2076,0,11.35319,
SHR,2014,2014-06-26 12:00:00,53.074,5.2072,0,11.33823,
SHR,2014,2014-06-26 12:00:00,53.106,5.2068,0,11.34695,
SHR,2014,2014-06-26 12:00:00,53.127,5.2065,0,11.34695,
SHR,2014,2014-06-26 12:00:00,53.141,5.2062,0,11.35558,
SHR,2014,2014-06-26 12:00:00,53.152,5.2061,0,11.37524,
SHR,2014,2014-06-26 12:00:00,53.169,5.2061,0.0357,11.36953,
SHR,2014,2014-06-26 12:00:00,53.194,5.2062,0.0278,11.38714,
SHR,2014,2014-06-26 12:00:00,53.217,5.2065,0.0437,11.38917,
SHR,2014,2014-06-26 12:00:00,53.238,5.2068,0.0159,11.39624,
SHR,2014,2014-06-26 12:00:00,53.26,5.2071,0.0278,11.39383,
SHR,2014,2014-06-26 12:00:00,53.284,5.2074,0.0516,11.39865,
SHR,2014,2014-06-26 12:00:00,53.307,5.2076,0.0318,11.4031,
SHR,2014,2014-06-26 12:00:00,53.328,5.2078,0.0199,11.40556,
SHR,2014,2014-06-26 12:00:00,53.346,5.2079,0.0476,11.4057,
SHR,2014,2014-06-26 12:00:00,53.364,5.2081,0.0437,11.40974,
SHR,2014,2014-06-26 12:00:00,53.381,5.2083,0.0199,11.41733,
SHR,2014,2014-06-26 12:00:00,53.403,5.2085,0.0437,11.4204,
SHR,2014,2014-06-26 12:00:00,53.426,5.2086,0.0357,11.41562,
SHR,2014,2014-06-26 12:00:00,53.45,5.2086,0.0318,11.42771,
SHR,2014,2014-06-26 12:00:00,53.481,5.2085,0.0318,11.41683,
SHR,2014,2014-06-26 12:00:00,53.512,5.2082,0.0357,11.42532,
SHR,2014,2014-06-26 12:00:00,53.532,5.2079,0.0397,11.42197,
SHR,2014,2014-06-26 12:00:00,53.551,5.2077,0,11.42736,
SHR,2014,2014-06-26 12:00:00,53.566,5.2076,0,11.41891,
SHR,2014,2014-06-26 12:00:00,53.585,5.2079,0,11.42292,
SHR,2014,2014-06-26 12:00:00,53.615,5.2084,0,11.42556,
SHR,2014,2014-06-26 12:00:00,53.647,5.209,0,11.42617,
SHR,2014,2014-06-26 12:00:00,53.674,5.2095,0,11.43377,
SHR,2014,2014-06-26 12:00:00,53.696,5.2099,0,11.42998,
SHR,2014,2014-06-26 12:00:00,53.718,5.2101,0,11.44057,
SHR,2014,2014-06-26 12:00:00,53.736,5.21,0,11.43854,
SHR,2014,2014-06-26 12:00:00,53.755,5.2099,0,11.4335,
SHR,2014,2014-06-26 12:00:00,53.777,5.2098,0,11.43141,
SHR,2014,2014-06-26 12:00:00,53.797,5.2096,0,11.42556,
SHR,2014,2014-06-26 12:00:00,53.82,5.2094,0,11.41616,
SHR,2014,2014-06-26 12:00:00,53.845,5.2092,0.0238,11.40594,
SHR,2014,2014-06-26 12:00:00,53.87,5.209,0.0278,11.42034,
SHR,2014,2014-06-26 12:00:00,53.89,5.2089,0.0278,11.40596,
SHR,2014,2014-06-26 12:00:00,53.906,5.2087,0.0476,11.41678,
SHR,2014,2014-06-26 12:00:00,53.919,5.2087,0,11.40785,
SHR,2014,2014-06-26 12:00:00,53.936,5.2088,0,11.41674,
SHR,2014,2014-06-26 12:00:00,53.956,5.209,0,11.4185,
SHR,2014,2014-06-26 12:00:00,53.97,5.2092,0,11.41669,
SHR,2014,2014-06-26 12:00:00,53.982,5.2093,0,11.41217,
SHR,2014,2014-06-26 12:00:00,53.999,5.2092,0,11.40655,
SHR,2014,2014-06-26 12:00:00,54.019,5.2091,0,11.40843,
SHR,2014,2014-06-26 12:00:00,54.036,5.2089,0,11.39627,
SHR,2014,2014-06-26 12:00:00,54.051,5.2086,0,11.38509,
SHR,2014,2014-06-26 12:00:00,54.069,5.2084,0,11.39042,
SHR,2014,2014-06-26 12:00:00,54.082,5.2082,0,11.3974,
SHR,2014,2014-06-26 12:00:00,54.093,5.2081,0,11.40044,
SHR,2014,2014-06-26 12:00:00,54.108,5.208,0,11.39717,
SHR,2014,2014-06-26 12:00:00,54.127,5.208,0,11.3999,
SHR,2014,2014-06-26 12:00:00,54.154,5.2079,0,11.40343,
SHR,2014,2014-06-26 12:00:00,54.182,5.2078,0,11.40111,
SHR,2014,2014-06-26 12:00:00,54.21,5.2078,0,11.40227,
SHR,2014,2014-06-26 12:00:00,54.241,5.2079,0,11.3931,
SHR,2014,2014-06-26 12:00:00,54.265,5.2079,0,11.38982,
SHR,2014,2014-06-26 12:00:00,54.284,5.2078,0,11.3895,
SHR,2014,2014-06-26 12:00:00,54.302,5.2078,0,11.39053,
SHR,2014,2014-06-26 12:00:00,54.318,5.2078,0,11.3859,
SHR,2014,2014-06-26 12:00:00,54.329,5.2078,0,11.38526,
SHR,2014,2014-06-26 12:00:00,54.343,5.208,0,11.38967,
SHR,2014,2014-06-26 12:00:00,54.352,5.2081,0,11.39561,
SHR,2014,2014-06-26 12:00:00,54.366,5.2081,0,11.39532,
SHR,2014,2014-06-26 12:00:00,54.388,5.2081,0,11.39416,
SHR,2014,2014-06-26 12:00:00,54.41,5.2081,0,11.39391,
SHR,2014,2014-06-26 12:00:00,54.437,5.208,0,11.38863,
SHR,2014,2014-06-26 12:00:00,54.465,5.2081,0,11.38532,
SHR,2014,2014-06-26 12:00:00,54.486,5.2082,0,11.38671,
SHR,2014,2014-06-26 12:00:00,54.505,5.2084,0,11.3931,
SHR,2014,2014-06-26 12:00:00,54.531,5.2086,0,11.40328,
SHR,2014,2014-06-26 12:00:00,54.561,5.2088,0,11.40703,
SHR,2014,2014-06-26 12:00:00,54.588,5.209,0,11.39995,
SHR,2014,2014-06-26 12:00:00,54.605,5.209,0,11.403,
SHR,2014,2014-06-26 12:00:00,54.621,5.209,0,11.401,
SHR,2014,2014-06-26 12:00:00,54.641,5.209,0,11.40734,
SHR,2014,2014-06-26 12:00:00,54.661,5.2089,0,11.39855,
SHR,2014,2014-06-26 12:00:00,54.685,5.2088,0,11.40281,
SHR,2014,2014-06-26 12:00:00,54.709,5.2088,0,11.40926,
SHR,2014,2014-06-26 12:00:00,54.732,5.2087,0,11.40706,
SHR,2014,2014-06-26 12:00:00,54.754,5.2085,0,11.41734,
SHR,2014,2014-06-26 12:00:00,54.772,5.2084,0,11.42156,
SHR,2014,2014-06-26 12:00:00,54.787,5.2083,0,11.42712,
SHR,2014,2014-06-26 12:00:00,54.804,5.2082,0,11.42663,
SHR,2014,2014-06-26 12:00:00,54.819,5.2081,0,11.41882,
SHR,2014,2014-06-26 12:00:00,54.841,5.208,0,11.4302,
SHR,2014,2014-06-26 12:00:00,54.87,5.2079,0,11.42774,
SHR,2014,2014-06-26 12:00:00,54.895,5.2078,0,11.42539,
SHR,2014,2014-06-26 12:00:00,54.916,5.2077,0,11.4324,
SHR,2014,2014-06-26 12:00:00,54.939,5.2076,0,11.42677,
SHR,2014,2014-06-26 12:00:00,54.962,5.2075,0,11.42811,
SHR,2014,2014-06-26 12:00:00,54.981,5.2074,0,11.43225,
SHR,2014,2014-06-26 12:00:00,55.001,5.2073,0,11.42922,
SHR,2014,2014-06-26 12:00:00,55.021,5.2073,0,11.44105,
SHR,2014,2014-06-26 12:00:00,55.046,5.2072,0,11.43381,
SHR,2014,2014-06-26 12:00:00,55.077,5.2071,0,11.43992,
SHR,2014,2014-06-26 12:00:00,55.104,5.2071,0,11.4389,
SHR,2014,2014-06-26 12:00:00,55.126,5.207,0,11.42403,
SHR,2014,2014-06-26 12:00:00,55.142,5.207,0,11.42902,
SHR,2014,2014-06-26 12:00:00,55.156,5.2069,0,11.4174,
SHR,2014,2014-06-26 12:00:00,55.174,5.2069,0,11.42623,
SHR,2014,2014-06-26 12:00:00,55.191,5.2068,0,11.421,
SHR,2014,2014-06-26 12:00:00,55.209,5.2068,0,11.41596,
SHR,2014,2014-06-26 12:00:00,55.229,5.2067,0,11.41438,
SHR,2014,2014-06-26 12:00:00,55.245,5.2066,0,11.42974,
SHR,2014,2014-06-26 12:00:00,55.259,5.2065,0,11.42066,
SHR,2014,2014-06-26 12:00:00,55.278,5.2064,0,11.41564,
SHR,2014,2014-06-26 12:00:00,55.3,5.2063,0,11.41984,
SHR,2014,2014-06-26 12:00:00,55.318,5.2063,0,11.41468,
SHR,2014,2014-06-26 12:00:00,55.334,5.2063,0,11.42086,
SHR,2014,2014-06-26 12:00:00,55.351,5.2063,0,11.4328,
SHR,2014,2014-06-26 12:00:00,55.368,5.2063,0,11.43677,
SHR,2014,2014-06-26 12:00:00,55.385,5.2063,0,11.43678,
SHR,2014,2014-06-26 12:00:00,55.404,5.2063,0,11.44129,
SHR,2014,2014-06-26 12:00:00,55.422,5.2062,0,11.43781,
SHR,2014,2014-06-26 12:00:00,55.438,5.2061,0,11.43672,
SHR,2014,2014-06-26 12:00:00,55.455,5.206,0,11.41853,
SHR,2014,2014-06-26 12:00:00,55.474,5.2059,0,11.42744,
SHR,2014,2014-06-26 12:00:00,55.488,5.2057,0,11.42188,
SHR,2014,2014-06-26 12:00:00,55.501,5.2055,0,11.42014,
SHR,2014,2014-06-26 12:00:00,55.512,5.2053,0,11.43085,
SHR,2014,2014-06-26 12:00:00,55.525,5.2051,0,11.42699,
SHR,2014,2014-06-26 12:00:00,55.543,5.205,0,11.42635,
SHR,2014,2014-06-26 12:00:00,55.561,5.2049,0,11.42013,
SHR,2014,2014-06-26 12:00:00,55.576,5.2048,0,11.42793,
SHR,2014,2014-06-26 12:00:00,55.592,5.2048,0,11.42447,
SHR,2014,2014-06-26 12:00:00,55.608,5.2048,0,11.43065,
SHR,2014,2014-06-26 12:00:00,55.625,5.2047,0,11.4333,
SHR,2014,2014-06-26 12:00:00,55.645,5.2047,0,11.42942,
SHR,2014,2014-06-26 12:00:00,55.662,5.2046,0,11.42998,
SHR,2014,2014-06-26 12:00:00,55.679,5.2045,0,11.44202,
SHR,2014,2014-06-26 12:00:00,55.698,5.2044,0,11.42149,
SHR,2014,2014-06-26 12:00:00,55.719,5.2041,0,11.40982,
SHR,2014,2014-06-26 12:00:00,55.744,5.2038,0,11.41576,
SHR,2014,2014-06-26 12:00:00,55.768,5.2035,0,11.3999,
SHR,2014,2014-06-26 12:00:00,55.785,5.2033,0,11.40252,
SHR,2014,2014-06-26 12:00:00,55.802,5.2032,0,11.40195,
SHR,2014,2014-06-26 12:00:00,55.821,5.2031,0,11.40294,
SHR,2014,2014-06-26 12:00:00,55.839,5.2031,0,11.40558,
SHR,2014,2014-06-26 12:00:00,55.856,5.2031,0,11.40068,
SHR,2014,2014-06-26 12:00:00,55.874,5.2031,0,11.39592,
SHR,2014,2014-06-26 12:00:00,55.893,5.2031,0,11.40518,
SHR,2014,2014-06-26 12:00:00,55.912,5.2031,0,11.40152,
SHR,2014,2014-06-26 12:00:00,55.933,5.2031,0,11.39988,
SHR,2014,2014-06-26 12:00:00,55.954,5.2031,0,11.39488,
SHR,2014,2014-06-26 12:00:00,55.976,5.2032,0,11.40305,
SHR,2014,2014-06-26 12:00:00,55.999,5.2033,0,11.41022,
SHR,2014,2014-06-26 12:00:00,56.022,5.2034,0,11.39961,
SHR,2014,2014-06-26 12:00:00,56.042,5.2035,0,11.39151,
SHR,2014,2014-06-26 12:00:00,56.067,5.2035,0,11.3903,
SHR,2014,2014-06-26 12:00:00,56.099,5.2035,0,11.38779,
SHR,2014,2014-06-26 12:00:00,56.122,5.2034,0,11.38902,
SHR,2014,2014-06-26 12:00:00,56.136,5.2033,0,11.39628,
SHR,2014,2014-06-26 12:00:00,56.154,5.2031,0,11.38996,
SHR,2014,2014-06-26 12:00:00,56.17,5.2029,0,11.39301,
SHR,2014,2014-06-26 12:00:00,56.187,5.2028,0,11.40117,
SHR,2014,2014-06-26 12:00:00,56.207,5.2027,0,11.3963,
SHR,2014,2014-06-26 12:00:00,56.227,5.2026,0.1032,11.39806,
SHR,2014,2014-06-26 12:00:00,56.244,5.2025,0.0873,11.38947,
SHR,2014,2014-06-26 12:00:00,56.262,5.2023,0.0952,11.38749,
SHR,2014,2014-06-26 12:00:00,56.28,5.2022,0.0794,11.38982,
SHR,2014,2014-06-26 12:00:00,56.306,5.2021,0.0794,11.38283,
SHR,2014,2014-06-26 12:00:00,56.335,5.2019,0,11.38913,
SHR,2014,2014-06-26 12:00:00,56.36,5.2018,0,11.38894,
SHR,2014,2014-06-26 12:00:00,56.379,5.2018,0,11.38889,
SHR,2014,2014-06-26 12:00:00,56.394,5.2017,0,11.38331,
SHR,2014,2014-06-26 12:00:00,56.409,5.2017,0,11.39919,
SHR,2014,2014-06-26 12:00:00,56.424,5.2017,0,11.39909,
SHR,2014,2014-06-26 12:00:00,56.444,5.2018,0,11.39312,
SHR,2014,2014-06-26 12:00:00,56.464,5.2019,0,11.40163,
SHR,2014,2014-06-26 12:00:00,56.485,5.202,0,11.39736,
SHR,2014,2014-06-26 12:00:00,56.507,5.2022,0,11.40088,
SHR,2014,2014-06-26 12:00:00,56.526,5.2024,0,11.38543,
SHR,2014,2014-06-26 12:00:00,56.546,5.2026,0,11.40074,
SHR,2014,2014-06-26 12:00:00,56.565,5.2027,0,11.40312,
SHR,2014,2014-06-26 12:00:00,56.586,5.2029,0,11.40001,
SHR,2014,2014-06-26 12:00:00,56.61,5.203,0,11.40974,
SHR,2014,2014-06-26 12:00:00,56.63,5.2031,0,11.4099,
SHR,2014,2014-06-26 12:00:00,56.65,5.2032,0,11.41325,
SHR,2014,2014-06-26 12:00:00,56.675,5.2032,0,11.41599,
SHR,2014,2014-06-26 12:00:00,56.698,5.2032,0,11.42181,
SHR,2014,2014-06-26 12:00:00,56.72,5.2031,0,11.4107,
SHR,2014,2014-06-26 12:00:00,56.741,5.2029,0,11.41251,
SHR,2014,2014-06-26 12:00:00,56.76,5.2028,0,11.40632,
SHR,2014,2014-06-26 12:00:00,56.777,5.2027,0,11.40499,
SHR,2014,2014-06-26 12:00:00,56.794,5.2026,0,11.40129,
SHR,2014,2014-06-26 12:00:00,56.816,5.2026,0,11.39083,
SHR,2014,2014-06-26 12:00:00,56.838,5.2027,0,11.39348,
SHR,2014,2014-06-26 12:00:00,56.857,5.2029,0,11.388,
SHR,2014,2014-06-26 12:00:00,56.876,5.2032,0,11.39198,
SHR,2014,2014-06-26 12:00:00,56.896,5.2036,0,11.39524,
SHR,2014,2014-06-26 12:00:00,56.922,5.2039,0,11.38706,
SHR,2014,2014-06-26 12:00:00,56.946,5.204,0,11.39264,
SHR,2014,2014-06-26 12:00:00,56.973,5.2041,0,11.38882,
SHR,2014,2014-06-26 12:00:00,57.005,5.2041,0,11.40158,
SHR,2014,2014-06-26 12:00:00,57.036,5.204,0,11.40405,
SHR,2014,2014-06-26 12:00:00,57.062,5.2039,0,11.3974,
SHR,2014,2014-06-26 12:00:00,57.081,5.2039,0,11.40221,
SHR,2014,2014-06-26 12:00:00,57.091,5.2039,0,11.40299,
SHR,2014,2014-06-26 12:00:00,57.092,5.2041,0,11.40558,
SHR,2014,2014-06-26 12:00:00,57.091,5.2043,0,11.40211,
SHR,2014,2014-06-26 12:00:00,57.091,5.2046,0,11.4007,
SHR,2014,2014-06-26 12:00:00,57.092,5.2048,0,11.4032,
SHR,2014,2014-06-26 12:00:00,57.093,5.2049,0,11.38307,
SHR,2014,2014-06-26 12:00:00,57.099,5.205,0,11.38147,
SHR,2014,2014-06-26 12:00:00,57.111,5.2049,0,11.36875,
SHR,2014,2014-06-26 12:00:00,57.128,5.2045,0,11.37449,
SHR,2014,2014-06-26 12:00:00,57.149,5.204,0,11.37337,
SHR,2014,2014-06-26 12:00:00,57.177,5.2035,0,11.35937,
SHR,2014,2014-06-26 12:00:00,57.211,5.2032,0,11.34974,
SHR,2014,2014-06-26 12:00:00,57.231,5.2029,0,11.35626,
SHR,2014,2014-06-26 12:00:00,57.247,5.2027,0,11.36442,
SHR,2014,2014-06-26 12:00:00,57.263,5.2026,0,11.35492,
SHR,2014,2014-06-26 12:00:00,57.279,5.2024,0,11.35607,
SHR,2014,2014-06-26 12:00:00,57.302,5.2021,0,11.35836,
SHR,2014,2014-06-26 12:00:00,57.327,5.2019,0,11.35781,
SHR,2014,2014-06-26 12:00:00,57.351,5.2015,0,11.37046,
SHR,2014,2014-06-26 12:00:00,57.375,5.2012,0,11.37014,
SHR,2014,2014-06-26 12:00:00,57.4,5.2011,0,11.37084,
SHR,2014,2014-06-26 12:00:00,57.417,5.201,0,11.37964,
SHR,2014,2014-06-26 12:00:00,57.434,5.201,0,11.38101,
SHR,2014,2014-06-26 12:00:00,57.453,5.2009,0,11.37695,
SHR,2014,2014-06-26 12:00:00,57.472,5.2009,0,11.37144,
SHR,2014,2014-06-26 12:00:00,57.493,5.2008,0,11.37743,
SHR,2014,2014-06-26 12:00:00,57.525,5.2006,0,11.36981,
SHR,2014,2014-06-26 12:00:00,57.554,5.2003,0,11.37269,
SHR,2014,2014-06-26 12:00:00,57.574,5.2,0,11.36781,
SHR,2014,2014-06-26 12:00:00,57.589,5.1997,0,11.36067,
SHR,2014,2014-06-26 12:00:00,57.601,5.1994,0,11.35491,
SHR,2014,2014-06-26 12:00:00,57.611,5.1992,0,11.3575,
SHR,2014,2014-06-26 12:00:00,57.625,5.1991,0,11.35797,
SHR,2014,2014-06-26 12:00:00,57.645,5.1991,0,11.3412,
SHR,2014,2014-06-26 12:00:00,57.665,5.1991,0,11.33931,
SHR,2014,2014-06-26 12:00:00,57.689,5.1991,0,11.33438,
SHR,2014,2014-06-26 12:00:00,57.711,5.1991,0,11.34418,
SHR,2014,2014-06-26 12:00:00,57.735,5.1992,0,11.3412,
SHR,2014,2014-06-26 12:00:00,57.753,5.1992,0,11.35568,
SHR,2014,2014-06-26 12:00:00,57.768,5.1992,0,11.35511,
SHR,2014,2014-06-26 12:00:00,57.784,5.1992,0,11.37379,
SHR,2014,2014-06-26 12:00:00,57.799,5.1993,0,11.39939,
SHR,2014,2014-06-26 12:00:00,57.818,5.1994,0,11.4042,
SHR,2014,2014-06-26 12:00:00,57.839,5.1995,0,11.41943,
SHR,2014,2014-06-26 12:00:00,57.868,5.1995,0,11.42614,
SHR,2014,2014-06-26 12:00:00,57.889,5.1996,0,11.43544,
SHR,2014,2014-06-26 12:00:00,57.903,5.1996,0,11.42507,
SHR,2014,2014-06-26 12:00:00,57.919,5.1996,0,11.42797,
SHR,2014,2014-06-26 12:00:00,57.937,5.1995,0,11.42213,
SHR,2014,2014-06-26 12:00:00,57.951,5.1993,0,11.41816,
SHR,2014,2014-06-26 12:00:00,57.968,5.1991,0,11.4195,
SHR,2014,2014-06-26 12:00:00,57.984,5.1988,0,11.39358,
SHR,2014,2014-06-26 12:00:00,58.003,5.1985,0,11.39885,
SHR,2014,2014-06-26 12:00:00,58.024,5.1982,0,11.40147,
SHR,2014,2014-06-26 12:00:00,58.046,5.198,0,11.39962,
SHR,2014,2014-06-26 12:00:00,58.069,5.1978,0,11.40455,
SHR,2014,2014-06-26 12:00:00,58.091,5.1978,0,11.41174,
SHR,2014,2014-06-26 12:00:00,58.11,5.1979,0,11.43884,
SHR,2014,2014-06-26 12:00:00,58.129,5.1981,0,11.44752,
SHR,2014,2014-06-26 12:00:00,58.149,5.1983,0,11.46515,
SHR,2014,2014-06-26 12:00:00,58.171,5.1985,0,11.46981,
SHR,2014,2014-06-26 12:00:00,58.197,5.1987,0,11.46383,
SHR,2014,2014-06-26 12:00:00,58.222,5.1987,0,11.47148,
SHR,2014,2014-06-26 12:00:00,58.233,5.1987,0,11.47483,
SHR,2014,2014-06-26 12:00:00,58.241,5.1986,0,11.46434,
SHR,2014,2014-06-26 12:00:00,58.258,5.1984,0,11.4626,
SHR,2014,2014-06-26 12:00:00,58.279,5.1981,0,11.4699,
SHR,2014,2014-06-26 12:00:00,58.299,5.1977,0,11.4526,
SHR,2014,2014-06-26 12:00:00,58.319,5.1972,0,11.44753,
SHR,2014,2014-06-26 12:00:00,58.339,5.1966,0,11.43194,
SHR,2014,2014-06-26 12:00:00,58.355,5.1961,0,11.42733,
SHR,2014,2014-06-26 12:00:00,58.374,5.1957,0,11.42526,
SHR,2014,2014-06-26 12:00:00,58.395,5.1952,0,11.41831,
SHR,2014,2014-06-26 12:00:00,58.415,5.1949,0,11.41881,
SHR,2014,2014-06-26 12:00:00,58.433,5.1948,0,11.42064,
SHR,2014,2014-06-26 12:00:00,58.449,5.1947,0,11.42588,
SHR,2014,2014-06-26 12:00:00,58.466,5.1948,0,11.4256,
SHR,2014,2014-06-26 12:00:00,58.479,5.1949,0,11.43068,
SHR,2014,2014-06-26 12:00:00,58.496,5.1951,0,11.43662,
SHR,2014,2014-06-26 12:00:00,58.519,5.1953,0,11.43276,
SHR,2014,2014-06-26 12:00:00,58.54,5.1955,0,11.45573,
SHR,2014,2014-06-26 12:00:00,58.563,5.1957,0,11.46546,
SHR,2014,2014-06-26 12:00:00,58.586,5.1959,0,11.466,
SHR,2014,2014-06-26 12:00:00,58.603,5.1961,0,11.45609,
SHR,2014,2014-06-26 12:00:00,58.618,5.1962,0,11.46169,
SHR,2014,2014-06-26 12:00:00,58.635,5.1962,0,11.4614,
SHR,2014,2014-06-26 12:00:00,58.655,5.1962,0,11.45377,
SHR,2014,2014-06-26 12:00:00,58.68,5.1962,0,11.44556,
SHR,2014,2014-06-26 12:00:00,58.702,5.1962,0,11.43232,
SHR,2014,2014-06-26 12:00:00,58.725,5.1962,0,11.42051,
SHR,2014,2014-06-26 12:00:00,58.743,5.1964,0,11.42428,
SHR,2014,2014-06-26 12:00:00,58.759,5.1966,0,11.41054,
SHR,2014,2014-06-26 12:00:00,58.777,5.1968,0,11.39926,
SHR,2014,2014-06-26 12:00:00,58.796,5.197,0,11.40348,
SHR,2014,2014-06-26 12:00:00,58.818,5.1971,0,11.39547,
SHR,2014,2014-06-26 12:00:00,58.841,5.1972,0,11.39196,
SHR,2014,2014-06-26 12:00:00,58.865,5.1972,0,11.39153,
SHR,2014,2014-06-26 12:00:00,58.893,5.1973,0,11.39183,
SHR,2014,2014-06-26 12:00:00,58.92,5.1974,0,11.38924,
SHR,2014,2014-06-26 12:00:00,58.94,5.1975,0,11.39804,
SHR,2014,2014-06-26 12:00:00,58.962,5.1976,0,11.39014,
