Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,TURB_ntu,COND_uScm,DO_mgL,PSAT
FCR,2016,2016-06-06 12:00:00,6.544,11.1522,1.7177,1.8723,25.050582,14.85415,135.20097
FCR,2016,2016-06-06 12:00:00,6.552,11.1517,1.7294,1.8749,25.049479,14.8446,135.11247
FCR,2016,2016-06-06 12:00:00,6.563,11.1503,1.7491,1.8806,25.063231,14.83285,135.00111
FCR,2016,2016-06-06 12:00:00,6.572,11.1479,1.7728,1.8817,25.08148,14.82232,134.89783
FCR,2016,2016-06-06 12:00:00,6.58,11.1448,1.7904,1.8797,25.103081,14.81584,134.8292
FCR,2016,2016-06-06 12:00:00,6.591,11.1415,1.8003,1.8821,25.113757,14.81304,134.79345
FCR,2016,2016-06-06 12:00:00,6.606,11.1384,1.8055,1.886,25.084297,14.81114,134.76649
FCR,2016,2016-06-06 12:00:00,6.62,11.1357,1.8052,1.8846,25.042911,14.80963,134.74433
FCR,2016,2016-06-06 12:00:00,6.63,11.1333,1.8001,1.8819,25.020639,14.80279,134.67461
FCR,2016,2016-06-06 12:00:00,6.64,11.1313,1.7901,1.8784,25.009539,14.79711,134.61676
FCR,2016,2016-06-06 12:00:00,6.652,11.1296,1.7709,1.8721,25.024683,14.79178,134.56296
FCR,2016,2016-06-06 12:00:00,6.664,11.1284,1.7456,1.8693,25.074119,14.79279,134.56845
FCR,2016,2016-06-06 12:00:00,6.674,11.1276,1.7258,1.8692,25.122939,14.79767,134.61037
FCR,2016,2016-06-06 12:00:00,6.681,11.1271,1.7165,1.8661,25.148097,14.80664,134.6904
FCR,2016,2016-06-06 12:00:00,6.694,11.127,1.7142,1.8627,25.156301,14.80874,134.70919
FCR,2016,2016-06-06 12:00:00,6.709,11.1272,1.7158,1.8671,25.15575,14.807,134.69402
FCR,2016,2016-06-06 12:00:00,6.716,11.1274,1.7205,1.877,25.152308,14.8099,134.72099
FCR,2016,2016-06-06 12:00:00,6.718,11.1272,1.7301,1.8814,25.149064,14.80519,134.67753
FCR,2016,2016-06-06 12:00:00,6.719,11.1266,1.7486,1.8826,25.133131,14.8031,134.65664
FCR,2016,2016-06-06 12:00:00,6.723,11.1255,1.7813,1.8833,25.106272,14.79525,134.58184
FCR,2016,2016-06-06 12:00:00,6.735,11.1243,1.823,1.8777,25.087372,14.7874,134.50664
FCR,2016,2016-06-06 12:00:00,6.749,11.123,1.8585,1.8726,25.073395,14.7924,134.54815
FCR,2016,2016-06-06 12:00:00,6.762,11.1219,1.8859,1.8723,25.062616,14.79265,134.54696
FCR,2016,2016-06-06 12:00:00,6.772,11.1208,1.9125,1.872,25.0722,14.79635,134.57722
FCR,2016,2016-06-06 12:00:00,6.777,11.1195,1.9368,1.8741,25.082659,14.78329,134.45441
FCR,2016,2016-06-06 12:00:00,6.781,11.1182,1.9497,1.8767,25.070737,14.77802,134.4024
FCR,2016,2016-06-06 12:00:00,6.789,11.117,1.9467,1.8725,25.057297,14.76805,134.30803
FCR,2016,2016-06-06 12:00:00,6.802,11.116,1.925,1.8662,25.054785,14.75919,134.22429
FCR,2016,2016-06-06 12:00:00,6.818,11.1152,1.8912,1.8641,25.060529,14.74944,134.13318
FCR,2016,2016-06-06 12:00:00,6.83,11.1144,1.8623,1.8634,25.064037,14.73891,134.03498
FCR,2016,2016-06-06 12:00:00,6.84,11.1137,1.8422,1.8639,25.054222,14.73296,133.97865
FCR,2016,2016-06-06 12:00:00,6.854,11.1133,1.8263,1.8656,25.036482,14.73146,133.96379
FCR,2016,2016-06-06 12:00:00,6.867,11.1133,1.8117,1.8656,25.032135,14.73495,133.99551
FCR,2016,2016-06-06 12:00:00,6.87,11.1134,1.7961,1.8628,25.042024,14.74171,134.05728
FCR,2016,2016-06-06 12:00:00,6.87,11.1135,1.7821,1.8588,25.042738,14.75925,134.21711
FCR,2016,2016-06-06 12:00:00,6.875,11.1135,1.7734,1.8592,25.046491,14.7682,134.2985
FCR,2016,2016-06-06 12:00:00,6.89,11.1135,1.7702,1.8596,25.050276,14.77811,134.38863
FCR,2016,2016-06-06 12:00:00,6.906,11.1134,1.7707,1.8556,25.031056,14.79065,134.50229
FCR,2016,2016-06-06 12:00:00,6.917,11.1134,1.7739,1.861,25.013764,14.79537,134.54522
FCR,2016,2016-06-06 12:00:00,6.924,11.1135,1.7815,1.8737,25.005809,14.8053,134.63589
FCR,2016,2016-06-06 12:00:00,6.935,11.1136,1.7943,1.879,24.995051,14.81307,134.70682
FCR,2016,2016-06-06 12:00:00,6.947,11.1137,1.8109,1.8792,24.992649,14.81289,134.70545
FCR,2016,2016-06-06 12:00:00,6.957,11.1137,1.8293,1.8803,24.99195,14.80142,134.60117
FCR,2016,2016-06-06 12:00:00,6.96,11.1136,1.8489,1.8789,24.984753,14.79768,134.56684
FCR,2016,2016-06-06 12:00:00,6.96,11.1134,1.8714,1.8737,24.97515,14.78717,134.47065
FCR,2016,2016-06-06 12:00:00,6.965,11.1131,1.8967,1.869,24.954569,14.77577,134.36608
FCR,2016,2016-06-06 12:00:00,6.977,11.1128,1.9174,1.8623,24.937558,14.76472,134.26463
FCR,2016,2016-06-06 12:00:00,6.989,11.1123,1.9286,1.8507,24.953643,14.75963,134.21677
FCR,2016,2016-06-06 12:00:00,6.997,11.1114,1.9338,1.8426,24.991086,14.76002,134.21757
FCR,2016,2016-06-06 12:00:00,7.001,11.1097,1.9377,1.8416,25.017793,14.76308,134.24014
FCR,2016,2016-06-06 12:00:00,7.002,11.1073,1.9401,1.8417,25.036879,14.76188,134.22177
FCR,2016,2016-06-06 12:00:00,7.007,11.1048,1.9385,1.8416,25.061448,14.75957,134.19306
FCR,2016,2016-06-06 12:00:00,7.022,11.1025,1.9334,1.8438,25.082023,14.75365,134.1321
FCR,2016,2016-06-06 12:00:00,7.04,11.1006,1.9238,1.8454,25.104089,14.75554,134.1434
FCR,2016,2016-06-06 12:00:00,7.048,11.0988,1.9107,1.8445,25.123513,14.75416,134.12526
FCR,2016,2016-06-06 12:00:00,7.049,11.097,1.9003,1.8419,25.119427,14.74226,134.01148
FCR,2016,2016-06-06 12:00:00,7.052,11.0954,1.8957,1.836,25.10076,14.7363,133.95233
FCR,2016,2016-06-06 12:00:00,7.066,11.0942,1.8952,1.8319,25.078563,14.72917,133.88383
FCR,2016,2016-06-06 12:00:00,7.083,11.0932,1.8965,1.8389,25.04291,14.72067,133.80348
FCR,2016,2016-06-06 12:00:00,7.091,11.0924,1.9001,1.8497,24.998318,14.71041,133.7077
FCR,2016,2016-06-06 12:00:00,7.09,11.0918,1.9074,1.8534,24.958945,14.71376,133.73629
FCR,2016,2016-06-06 12:00:00,7.091,11.0914,1.9184,1.8544,24.940339,14.71456,133.74234
FCR,2016,2016-06-06 12:00:00,7.1,11.0914,1.9316,1.8587,24.95557,14.72286,133.8178
FCR,2016,2016-06-06 12:00:00,7.111,11.0917,1.9425,1.864,24.978645,14.73032,133.88652
FCR,2016,2016-06-06 12:00:00,7.122,11.0922,1.9496,1.8649,24.981655,14.74321,134.00521
FCR,2016,2016-06-06 12:00:00,7.133,11.0928,1.9565,1.8594,24.975422,14.75529,134.11687
FCR,2016,2016-06-06 12:00:00,7.138,11.0931,1.9684,1.8528,24.978319,14.76399,134.19685
FCR,2016,2016-06-06 12:00:00,7.14,11.0932,1.9825,1.8492,25.003142,14.76236,134.18237
FCR,2016,2016-06-06 12:00:00,7.142,11.0929,1.9919,1.8498,25.052502,14.76271,134.18462
FCR,2016,2016-06-06 12:00:00,7.146,11.0922,1.9963,1.856,25.087467,14.75121,134.07795
FCR,2016,2016-06-06 12:00:00,7.154,11.0913,1.9972,1.8602,25.067267,14.74057,133.97844
FCR,2016,2016-06-06 12:00:00,7.166,11.0904,1.9937,1.8589,25.018577,14.7163,133.75508
FCR,2016,2016-06-06 12:00:00,7.18,11.0896,1.9863,1.8588,24.990524,14.69825,133.58851
FCR,2016,2016-06-06 12:00:00,7.198,11.0889,1.9738,1.8598,24.985648,14.68598,133.47482
FCR,2016,2016-06-06 12:00:00,7.212,11.0882,1.952,1.8586,24.992631,14.68456,133.45976
FCR,2016,2016-06-06 12:00:00,7.216,11.0875,1.9246,1.8574,25.007322,14.67789,133.39703
FCR,2016,2016-06-06 12:00:00,7.219,11.0867,1.9021,1.8569,25.019614,14.67589,133.37635
FCR,2016,2016-06-06 12:00:00,7.227,11.0859,1.8851,1.8523,25.038795,14.68048,133.41563
FCR,2016,2016-06-06 12:00:00,7.243,11.0851,1.8683,1.8459,25.053951,14.68098,133.41772
FCR,2016,2016-06-06 12:00:00,7.26,11.0843,1.8533,1.8441,25.031054,14.68968,133.49433
FCR,2016,2016-06-06 12:00:00,7.275,11.0835,1.8447,1.8394,24.996057,14.69282,133.52032
FCR,2016,2016-06-06 12:00:00,7.286,11.0828,1.8424,1.8284,24.981704,14.69322,133.52179
FCR,2016,2016-06-06 12:00:00,7.295,11.0821,1.8448,1.8206,24.974149,14.68672,133.46059
FCR,2016,2016-06-06 12:00:00,7.304,11.0815,1.8527,1.8185,24.973382,14.6786,133.38493
FCR,2016,2016-06-06 12:00:00,7.319,11.081,1.864,1.8183,24.971183,14.67357,133.33773
FCR,2016,2016-06-06 12:00:00,7.335,11.0805,1.8728,1.822,24.948933,14.66706,133.27698
FCR,2016,2016-06-06 12:00:00,7.346,11.0801,1.8779,1.8319,24.924741,14.66575,133.26383
FCR,2016,2016-06-06 12:00:00,7.35,11.0797,1.881,1.8392,24.92021,14.6729,133.32754
FCR,2016,2016-06-06 12:00:00,7.355,11.0793,1.8828,1.8388,24.946152,14.67257,133.32337
FCR,2016,2016-06-06 12:00:00,7.365,11.0789,1.886,1.841,24.985441,14.67517,133.34574
FCR,2016,2016-06-06 12:00:00,7.382,11.0785,1.8912,1.8464,25.010484,14.68033,133.39145
FCR,2016,2016-06-06 12:00:00,7.399,11.078,1.8982,1.8462,25.019945,14.6784,133.37236
FCR,2016,2016-06-06 12:00:00,7.409,11.0776,1.9057,1.8449,25.006328,14.66401,133.24034
FCR,2016,2016-06-06 12:00:00,7.416,11.0772,1.9087,1.8466,24.980028,14.66162,133.21736
FCR,2016,2016-06-06 12:00:00,7.423,11.0767,1.9043,1.8484,24.964087,14.65589,133.16379
FCR,2016,2016-06-06 12:00:00,7.433,11.0763,1.8902,1.8508,24.970284,14.65156,133.12326
FCR,2016,2016-06-06 12:00:00,7.448,11.0759,1.8692,1.8522,25.004277,14.65144,133.12087
FCR,2016,2016-06-06 12:00:00,7.462,11.0756,1.8525,1.8483,25.029047,14.63912,133.00811
FCR,2016,2016-06-06 12:00:00,7.474,11.0751,1.845,1.8427,25.025152,14.62546,132.88239
FCR,2016,2016-06-06 12:00:00,7.484,11.0744,1.8452,1.8396,25.011589,14.59931,132.6427
FCR,2016,2016-06-06 12:00:00,7.492,11.0733,1.8537,1.8369,24.974724,14.57485,132.41703
FCR,2016,2016-06-06 12:00:00,7.501,11.0721,1.8696,1.8341,24.922759,14.54961,132.18406
FCR,2016,2016-06-06 12:00:00,7.512,11.0708,1.8889,1.8338,24.889924,14.5237,131.94464
FCR,2016,2016-06-06 12:00:00,7.523,11.0698,1.9117,1.8371,24.877483,14.49653,131.6948
FCR,2016,2016-06-06 12:00:00,7.534,11.069,1.9442,1.8379,24.88412,14.47277,131.47654
FCR,2016,2016-06-06 12:00:00,7.544,11.0685,1.9822,1.8364,24.89157,14.45262,131.29189
FCR,2016,2016-06-06 12:00:00,7.553,11.068,2.0109,1.8381,24.887794,14.44192,131.19319
FCR,2016,2016-06-06 12:00:00,7.561,11.0676,2.0249,1.8377,24.889816,14.43589,131.13722
FCR,2016,2016-06-06 12:00:00,7.569,11.067,2.026,1.835,24.898176,14.43055,131.08689
FCR,2016,2016-06-06 12:00:00,7.578,11.0663,2.0182,1.835,24.921115,14.43319,131.10878
FCR,2016,2016-06-06 12:00:00,7.588,11.0656,2.0086,1.8332,24.956736,14.43899,131.15935
FCR,2016,2016-06-06 12:00:00,7.597,11.0651,1.9976,1.8257,24.978471,14.43702,131.13991
FCR,2016,2016-06-06 12:00:00,7.606,11.0647,1.9825,1.8184,24.972079,14.43006,131.07549
FCR,2016,2016-06-06 12:00:00,7.615,11.0644,1.966,1.8162,24.955892,14.42122,130.99429
FCR,2016,2016-06-06 12:00:00,7.624,11.0643,1.9529,1.8118,24.96166,14.41284,130.91789
FCR,2016,2016-06-13 12:00:00,0.18,23.5991,1.1682,116.6509,32.88241,8.01972,94.57797
FCR,2016,2016-06-13 12:00:00,0.289,23.5845,1.1596,109.3838,32.847665,8.04716,94.8755
FCR,2016,2016-06-13 12:00:00,0.359,23.5738,1.147,97.2721,32.80539,8.10113,95.4925
FCR,2016,2016-06-13 12:00:00,0.418,23.5677,1.1261,77.0905,32.760348,8.17769,96.38394
FCR,2016,2016-06-13 12:00:00,0.473,23.565,1.0986,51.8744,32.722574,8.2895,97.6968
FCR,2016,2016-06-13 12:00:00,0.518,23.5639,1.0763,31.7113,32.696026,8.24529,97.17365
FCR,2016,2016-06-13 12:00:00,0.557,23.563,1.0624,19.6141,32.683646,8.17685,96.36544
FCR,2016,2016-06-13 12:00:00,0.585,23.5613,1.0529,12.3533,32.690149,8.12539,95.75598
FCR,2016,2016-06-13 12:00:00,0.602,23.5582,1.0461,7.9975,32.707245,8.10524,95.51295
FCR,2016,2016-06-13 12:00:00,0.615,23.5535,1.04,5.3793,32.723461,8.10626,95.51652
FCR,2016,2016-06-13 12:00:00,0.636,23.5472,1.0308,3.8041,32.733098,8.11971,95.66362
FCR,2016,2016-06-13 12:00:00,0.658,23.5397,1.016,2.8608,32.742735,8.14753,95.97791
FCR,2016,2016-06-13 12:00:00,0.674,23.5319,0.9967,2.2933,32.756945,8.17584,96.29722
FCR,2016,2016-06-13 12:00:00,0.704,23.5242,0.9771,1.9468,32.763484,8.17956,96.32702
FCR,2016,2016-06-13 12:00:00,0.744,23.5173,0.9572,1.7371,32.754074,8.15661,96.04427
FCR,2016,2016-06-13 12:00:00,0.767,23.5113,0.9326,1.6128,32.734223,8.09649,95.32562
FCR,2016,2016-06-13 12:00:00,0.779,23.5058,0.9049,1.5394,32.716675,8.01148,94.31493
FCR,2016,2016-06-13 12:00:00,0.785,23.5004,0.8823,1.4987,32.706773,7.91941,93.22157
FCR,2016,2016-06-13 12:00:00,0.788,23.4946,0.8679,1.4787,32.701876,7.82409,92.08947
FCR,2016,2016-06-13 12:00:00,0.789,23.4884,0.86,1.4671,32.694665,7.74369,91.13254
FCR,2016,2016-06-13 12:00:00,0.785,23.4822,0.8569,1.4586,32.685221,7.67403,90.30216
FCR,2016,2016-06-13 12:00:00,0.782,23.4765,0.8562,1.4566,32.683051,7.6164,89.61443
FCR,2016,2016-06-13 12:00:00,0.778,23.4721,0.8577,1.4593,32.679559,7.57832,89.15903
FCR,2016,2016-06-13 12:00:00,0.776,23.4693,0.8626,1.4631,32.661789,7.56557,89.0043
FCR,2016,2016-06-13 12:00:00,0.778,23.468,0.8721,1.4688,32.637026,7.58206,89.19614
FCR,2016,2016-06-13 12:00:00,0.779,23.4678,0.8846,1.4769,32.618712,7.62555,89.70741
FCR,2016,2016-06-13 12:00:00,0.778,23.4683,0.8952,1.4873,32.611983,7.69428,90.51676
FCR,2016,2016-06-13 12:00:00,0.774,23.4693,0.9019,1.5049,32.611036,7.79051,91.65057
FCR,2016,2016-06-13 12:00:00,0.77,23.4707,0.9056,1.5437,32.603594,7.90738,93.02792
FCR,2016,2016-06-13 12:00:00,0.769,23.4725,0.9077,1.5969,32.58767,8.06524,94.88836
FCR,2016,2016-06-13 12:00:00,0.771,23.4743,0.9099,1.6316,32.575054,8.23173,96.85032
FCR,2016,2016-06-13 12:00:00,0.769,23.4758,0.9145,1.6365,32.574406,8.43347,99.22673
FCR,2016,2016-06-13 12:00:00,0.766,23.4765,0.9244,1.6129,32.581547,8.67291,102.04528
FCR,2016,2016-06-13 12:00:00,0.765,23.4764,0.9366,1.5672,32.586353,8.8776,104.45351
FCR,2016,2016-06-13 12:00:00,0.769,23.4762,0.944,1.5296,32.584094,9.00283,105.92652
FCR,2016,2016-06-13 12:00:00,0.776,23.4765,0.9452,1.5185,32.584189,9.04945,106.47563
FCR,2016,2016-06-13 12:00:00,0.783,23.4779,0.9423,1.5287,32.592677,9.04243,106.39588
FCR,2016,2016-06-13 12:00:00,0.787,23.4803,0.9337,1.5585,32.601799,9.01038,106.02354
FCR,2016,2016-06-13 12:00:00,0.783,23.483,0.9217,1.6043,32.613988,8.97189,105.57598
FCR,2016,2016-06-13 12:00:00,0.773,23.486,0.9127,1.6507,32.64452,8.94353,105.24825
FCR,2016,2016-06-13 12:00:00,0.771,23.4889,0.9068,1.6851,32.693521,8.9187,104.96185
FCR,2016,2016-06-13 12:00:00,0.773,23.4914,0.9021,1.7064,32.745995,8.90568,104.81355
FCR,2016,2016-06-13 12:00:00,0.775,23.493,0.8989,1.7201,32.795892,8.89887,104.73651
FCR,2016,2016-06-13 12:00:00,0.77,23.4937,0.8971,1.7254,32.83447,8.9063,104.82534
FCR,2016,2016-06-13 12:00:00,0.765,23.4941,0.8938,1.7214,32.84997,8.91247,104.89877
FCR,2016,2016-06-13 12:00:00,0.764,23.4951,0.8868,1.7138,32.834497,8.92083,104.99921
FCR,2016,2016-06-13 12:00:00,0.764,23.4974,0.8796,1.6996,32.787935,8.92489,105.0515
FCR,2016,2016-06-13 12:00:00,0.768,23.501,0.8771,1.675,32.713902,8.92512,105.06129
FCR,2016,2016-06-13 12:00:00,0.773,23.5053,0.8818,1.6436,32.634748,8.92523,105.07105
FCR,2016,2016-06-13 12:00:00,0.769,23.5091,0.8968,1.6004,32.595507,8.92145,105.03406
FCR,2016,2016-06-13 12:00:00,0.749,23.5115,0.9182,1.5524,32.603756,8.90675,104.86575
FCR,2016,2016-06-13 12:00:00,0.737,23.5119,0.9354,1.5245,32.661693,8.88808,104.6468
FCR,2016,2016-06-13 12:00:00,0.733,23.5099,0.947,1.5206,32.762721,8.87215,104.45527
FCR,2016,2016-06-13 12:00:00,0.735,23.5058,0.9558,1.5329,32.831559,8.87049,104.42769
FCR,2016,2016-06-13 12:00:00,0.738,23.4998,0.9606,1.5693,32.824427,8.87423,104.45995
FCR,2016,2016-06-13 12:00:00,0.739,23.4929,0.9623,1.6245,32.777508,8.87544,104.46054
FCR,2016,2016-06-13 12:00:00,0.74,23.4857,0.9639,1.6687,32.710361,8.88079,104.50938
FCR,2016,2016-06-13 12:00:00,0.741,23.4792,0.9648,1.6918,32.639153,8.88393,104.53351
FCR,2016,2016-06-13 12:00:00,0.743,23.4736,0.9643,1.707,32.605026,8.87865,104.46028
FCR,2016,2016-06-13 12:00:00,0.756,23.4693,0.9639,1.7205,32.618923,8.87982,104.46564
FCR,2016,2016-06-13 12:00:00,0.771,23.466,0.9632,1.7291,32.658493,8.87179,104.36472
FCR,2016,2016-06-13 12:00:00,0.784,23.4636,0.9598,1.7317,32.690192,8.86175,104.24185
FCR,2016,2016-06-13 12:00:00,0.793,23.4617,0.9531,1.7336,32.680382,8.84489,104.03983
FCR,2016,2016-06-13 12:00:00,0.802,23.4604,0.9473,1.7351,32.624442,8.83528,103.9242
FCR,2016,2016-06-13 12:00:00,0.819,23.4594,0.9486,1.7323,32.575601,8.82915,103.85014
FCR,2016,2016-06-13 12:00:00,0.838,23.4587,0.9623,1.7276,32.599005,8.81995,103.74052
FCR,2016,2016-06-13 12:00:00,0.85,23.4583,0.9931,1.7257,32.676842,8.8136,103.66516
FCR,2016,2016-06-13 12:00:00,0.862,23.4581,1.0332,1.726,32.73366,8.80705,103.58766
FCR,2016,2016-06-13 12:00:00,0.87,23.4581,1.067,1.7262,32.722476,8.80411,103.55316
FCR,2016,2016-06-13 12:00:00,0.876,23.4581,1.094,1.7254,32.642311,8.80695,103.58656
FCR,2016,2016-06-13 12:00:00,0.879,23.4583,1.1216,1.721,32.561985,8.80575,103.57273
FCR,2016,2016-06-13 12:00:00,0.881,23.4586,1.1552,1.7106,32.564303,8.80564,103.57203
FCR,2016,2016-06-13 12:00:00,0.884,23.4589,1.1916,1.695,32.647878,8.80723,103.59132
FCR,2016,2016-06-13 12:00:00,0.886,23.4591,1.2165,1.6746,32.734779,8.80596,103.57683
FCR,2016,2016-06-13 12:00:00,0.886,23.4594,1.2232,1.6461,32.751972,8.79781,103.48162
FCR,2016,2016-06-13 12:00:00,0.885,23.4595,1.2136,1.6043,32.702038,8.7941,103.4381
FCR,2016,2016-06-13 12:00:00,0.885,23.4596,1.1941,1.5587,32.643818,8.79121,103.40429
FCR,2016,2016-06-13 12:00:00,0.885,23.4596,1.1748,1.5303,32.621916,8.78601,103.3431
FCR,2016,2016-06-13 12:00:00,0.886,23.4595,1.1577,1.5299,32.634502,8.78873,103.37498
FCR,2016,2016-06-13 12:00:00,0.886,23.4595,1.1399,1.5606,32.662883,8.79912,103.49713
FCR,2016,2016-06-13 12:00:00,0.886,23.4595,1.1222,1.609,32.684563,8.80999,103.62497
FCR,2016,2016-06-13 12:00:00,0.886,23.4595,1.1082,1.648,32.677263,8.82652,103.81941
FCR,2016,2016-06-13 12:00:00,0.886,23.4597,1.0996,1.6707,32.649057,8.82983,103.85878
FCR,2016,2016-06-13 12:00:00,0.886,23.4599,1.0944,1.6856,32.626498,8.83199,103.88454
FCR,2016,2016-06-13 12:00:00,0.887,23.46,1.09,1.6953,32.619604,8.8369,103.94245
FCR,2016,2016-06-13 12:00:00,0.888,23.4601,1.0854,1.7026,32.624533,8.8472,104.0638
FCR,2016,2016-06-13 12:00:00,0.887,23.4601,1.0811,1.7071,32.628568,8.85385,104.1421
FCR,2016,2016-06-13 12:00:00,0.888,23.4601,1.0765,1.7054,32.608735,8.86443,104.26652
FCR,2016,2016-06-13 12:00:00,0.888,23.4601,1.0689,1.705,32.583795,8.87382,104.37694
FCR,2016,2016-06-13 12:00:00,0.89,23.4602,1.0593,1.7094,32.595202,8.88869,104.55203
FCR,2016,2016-06-13 12:00:00,0.886,23.4605,1.0539,1.7081,32.633973,8.89913,104.67546
FCR,2016,2016-06-13 12:00:00,0.876,23.4609,1.0554,1.6999,32.676372,8.90053,104.69276
FCR,2016,2016-06-13 12:00:00,0.868,23.4613,1.0629,1.6949,32.699633,8.89567,104.6363
FCR,2016,2016-06-13 12:00:00,0.852,23.4616,1.0754,1.692,32.675883,8.89232,104.59751
FCR,2016,2016-06-13 12:00:00,0.839,23.4617,1.0882,1.6799,32.634868,8.89297,104.60534
FCR,2016,2016-06-13 12:00:00,0.82,23.4617,1.0992,1.6545,32.631794,8.88725,104.53811
FCR,2016,2016-06-13 12:00:00,0.803,23.4615,1.1123,1.6122,32.677867,8.89328,104.60862
FCR,2016,2016-06-13 12:00:00,0.788,23.4613,1.1289,1.5602,32.725242,8.8896,104.565
FCR,2016,2016-06-13 12:00:00,0.776,23.461,1.1448,1.519,32.718405,8.88362,104.49408
FCR,2016,2016-06-13 12:00:00,0.775,23.4607,1.1591,1.4969,32.679585,8.86949,104.32723
FCR,2016,2016-06-13 12:00:00,0.775,23.4603,1.1747,1.4881,32.662571,8.85922,104.20568
FCR,2016,2016-06-13 12:00:00,0.776,23.46,1.189,1.4845,32.684872,8.84967,104.09277
FCR,2016,2016-06-13 12:00:00,0.783,23.4597,1.1982,1.4852,32.716357,8.84642,104.05386
FCR,2016,2016-06-13 12:00:00,0.791,23.4595,1.2051,1.4938,32.699278,8.84841,104.07696
FCR,2016,2016-06-13 12:00:00,0.791,23.4595,1.2116,1.5148,32.631086,8.85299,104.1308
FCR,2016,2016-06-13 12:00:00,0.79,23.4597,1.2162,1.562,32.577778,8.86352,104.25498
FCR,2016,2016-06-13 12:00:00,0.787,23.4601,1.2199,1.6237,32.587273,8.87548,104.39653
FCR,2016,2016-06-13 12:00:00,0.794,23.4607,1.224,1.6616,32.646068,8.89303,104.60407
FCR,2016,2016-06-13 12:00:00,0.802,23.4614,1.2284,1.6754,32.699691,8.9148,104.86152
FCR,2016,2016-06-13 12:00:00,0.803,23.4623,1.235,1.6849,32.702311,8.93458,105.09602
FCR,2016,2016-06-13 12:00:00,0.799,23.4638,1.2441,1.6857,32.65663,8.95267,105.3118
FCR,2016,2016-06-13 12:00:00,0.796,23.4663,1.2492,1.6734,32.628636,8.96922,105.51137
FCR,2016,2016-06-13 12:00:00,0.783,23.4707,1.2461,1.6517,32.673,8.97645,105.60517
FCR,2016,2016-06-13 12:00:00,0.756,23.4774,1.2351,1.6136,32.759459,8.98962,105.7735
FCR,2016,2016-06-13 12:00:00,0.724,23.4861,1.2194,1.5616,32.812858,9.00334,105.9524
FCR,2016,2016-06-13 12:00:00,0.676,23.496,1.2022,1.5229,32.783295,9.00671,106.01175
FCR,2016,2016-06-13 12:00:00,0.601,23.5064,1.1834,1.5078,32.694958,9.01658,106.14874
FCR,2016,2016-06-13 12:00:00,0.519,23.5167,1.1599,1.5021,32.632524,9.01901,106.19786
FCR,2016,2016-06-13 12:00:00,0.454,23.5263,1.132,1.5019,32.653506,9.01512,106.17121
FCR,2016,2016-06-13 12:00:00,0.408,23.5346,1.1072,1.5151,32.727422,9.01192,106.15016
FCR,2016,2016-06-13 12:00:00,0.356,23.5406,1.0879,1.5454,32.791803,9.00441,106.07377
FCR,2016,2016-06-13 12:00:00,0.326,23.5434,1.0692,1.5927,32.801685,9.01031,106.1488
FCR,2016,2016-06-13 12:00:00,0.323,23.5431,1.0451,1.6685,32.76371,9.01519,106.20572
FCR,2016,2016-06-13 12:00:00,0.343,23.5414,1.0186,1.761,32.749932,9.02058,106.26576
FCR,2016,2016-06-13 12:00:00,0.397,23.54,0.9979,1.8194,32.790751,9.02337,106.29587
FCR,2016,2016-06-13 12:00:00,0.466,23.5397,0.9843,1.8283,32.834918,9.02921,106.36405
FCR,2016,2016-06-13 12:00:00,0.506,23.5403,0.9774,1.8038,32.81203,9.02807,106.35182
FCR,2016,2016-06-13 12:00:00,0.517,23.5411,0.9776,1.7577,32.724002,9.02445,106.31077
FCR,2016,2016-06-13 12:00:00,0.518,23.5416,0.9826,1.7119,32.645574,9.0202,106.26163
FCR,2016,2016-06-13 12:00:00,0.512,23.5417,0.992,1.6762,32.625982,9.01353,106.18336
FCR,2016,2016-06-13 12:00:00,0.506,23.5413,1.0102,1.6305,32.664012,9.00553,106.08831
FCR,2016,2016-06-13 12:00:00,0.507,23.5404,1.0344,1.5675,32.709674,9.00742,106.10879
FCR,2016,2016-06-13 12:00:00,0.509,23.5391,1.0538,1.5136,32.711006,9.01381,106.18147
FCR,2016,2016-06-13 12:00:00,0.513,23.5378,1.0669,1.4832,32.680389,9.01289,106.16803
FCR,2016,2016-06-13 12:00:00,0.517,23.5367,1.0763,1.4671,32.663776,9.01046,106.13717
FCR,2016,2016-06-13 12:00:00,0.521,23.5361,1.0817,1.4597,32.678786,9.01204,106.1546
FCR,2016,2016-06-13 12:00:00,0.527,23.5359,1.0854,1.4614,32.709376,9.01287,106.16394
FCR,2016,2016-06-13 12:00:00,0.533,23.536,1.0895,1.4658,32.717605,9.00853,106.11301
FCR,2016,2016-06-13 12:00:00,0.534,23.536,1.0947,1.4672,32.677606,9.00688,106.09359
FCR,2016,2016-06-13 12:00:00,0.536,23.5359,1.1034,1.4683,32.612785,9.01337,106.16986
FCR,2016,2016-06-13 12:00:00,0.539,23.5359,1.1155,1.4647,32.592045,9.02349,106.28901
FCR,2016,2016-06-13 12:00:00,0.54,23.5359,1.1271,1.4556,32.657958,9.03582,106.43427
FCR,2016,2016-06-13 12:00:00,0.541,23.5362,1.135,1.4522,32.749933,9.0444,106.53596
FCR,2016,2016-06-13 12:00:00,0.536,23.5368,1.1404,1.4581,32.772233,9.04282,106.51852
