Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,TURB_ntu,COND_uScm,DO_mgL,PSAT
SHR,2015,2015-06-26 12:00:00,16.431,11.6734,1.7496,1.5844,53.908,11.23467,103.57782
SHR,2015,2015-06-26 12:00:00,16.448,11.6723,1.6981,1.2926,53.963,11.23122,103.54337
SHR,2015,2015-06-26 12:00:00,16.458,11.6709,1.71,1.2926,53.996,11.2328,103.55465
SHR,2015,2015-06-26 12:00:00,16.465,11.6695,1.706,1.2582,54.02,11.23528,103.57421
SHR,2015,2015-06-26 12:00:00,16.475,11.6682,1.6862,1.2582,54.053,11.23418,103.56091
SHR,2015,2015-06-26 12:00:00,16.489,11.6671,1.6901,1.2926,54.097,11.2336,103.55295
SHR,2015,2015-06-26 12:00:00,16.503,11.6661,1.7139,1.3269,54.145,11.23662,103.57846
SHR,2015,2015-06-26 12:00:00,16.51,11.6652,1.702,1.2411,54.166,11.24784,103.67968
SHR,2015,2015-06-26 12:00:00,16.513,11.6644,1.6862,1.2926,54.176,11.25109,103.70779
SHR,2015,2015-06-26 12:00:00,16.521,11.6636,1.7576,1.3269,54.202,11.26224,103.80869
SHR,2015,2015-06-26 12:00:00,16.531,11.6626,1.7695,1.2582,54.234,11.2692,103.87044
SHR,2015,2015-06-26 12:00:00,16.545,11.6614,1.7615,1.2582,54.28,11.27102,103.88442
SHR,2015,2015-06-26 12:00:00,16.559,11.6599,1.7496,1.3612,54.328,11.27724,103.93812
SHR,2015,2015-06-26 12:00:00,16.567,11.6583,1.7853,1.5329,54.353,11.27889,103.94951
SHR,2015,2015-06-26 12:00:00,16.571,11.6569,1.7734,1.5329,54.368,11.28005,103.95686
SHR,2015,2015-06-26 12:00:00,16.58,11.6556,1.7457,1.6016,54.396,11.27541,103.91102
SHR,2015,2015-06-26 12:00:00,16.596,11.6543,1.7655,1.5329,54.449,11.2766,103.91888
SHR,2015,2015-06-26 12:00:00,16.608,11.6529,1.7615,1.4986,54.487,11.27047,103.85902
SHR,2015,2015-06-26 12:00:00,16.609,11.6513,1.702,1.3441,54.49,11.26594,103.81351
SHR,2015,2015-06-26 12:00:00,16.613,11.6494,1.702,1.3612,54.505,11.26143,103.76741
SHR,2015,2015-06-26 12:00:00,16.63,11.6476,1.71,1.2926,54.559,11.25954,103.74573
SHR,2015,2015-06-26 12:00:00,16.651,11.6459,1.6743,1.2582,54.628,11.24853,103.6402
SHR,2015,2015-06-26 12:00:00,16.671,11.6443,1.702,1.3441,54.696,11.2404,103.56152
SHR,2015,2015-06-26 12:00:00,16.687,11.6426,1.702,1.2926,54.747,11.22968,103.4588
SHR,2015,2015-06-26 12:00:00,16.691,11.6408,1.6862,1.2582,54.761,11.22181,103.38202
SHR,2015,2015-06-26 12:00:00,16.693,11.639,1.6981,1.2582,54.765,11.21263,103.29317
SHR,2015,2015-06-26 12:00:00,16.705,11.6375,1.6981,1.3269,54.807,11.20738,103.24126
SHR,2015,2015-06-26 12:00:00,16.729,11.6362,1.702,1.1896,54.884,11.20037,103.17359
SHR,2015,2015-06-26 12:00:00,16.757,11.6351,1.6862,1.1552,54.979,11.20771,103.23866
SHR,2015,2015-06-26 12:00:00,16.792,11.6343,1.6981,1.2926,55.093,11.20967,103.25485
SHR,2015,2015-06-26 12:00:00,16.824,11.6334,1.7814,1.2411,55.196,11.20701,103.22828
SHR,2015,2015-06-26 12:00:00,16.844,11.6326,1.7536,1.2582,55.262,11.21839,103.33127
SHR,2015,2015-06-26 12:00:00,16.854,11.6315,1.7496,1.3269,55.295,11.22083,103.35123
SHR,2015,2015-06-26 12:00:00,16.867,11.6303,1.7774,1.2926,55.336,11.22663,103.40179
SHR,2015,2015-06-26 12:00:00,16.884,11.6291,1.7655,1.2582,55.395,11.23399,103.46678
SHR,2015,2015-06-26 12:00:00,16.903,11.6279,1.7536,1.5672,55.456,11.24168,103.5348
SHR,2015,2015-06-26 12:00:00,16.92,11.6265,1.7655,1.6531,55.51,11.24948,103.60328
SHR,2015,2015-06-26 12:00:00,16.927,11.6248,1.7615,1.5501,55.535,11.25879,103.68494
SHR,2015,2015-06-26 12:00:00,16.928,11.6227,1.7615,1.5672,55.538,11.26606,103.74692
SHR,2015,2015-06-26 12:00:00,16.935,11.6206,1.9044,1.3441,55.56,11.2786,103.85737
SHR,2015,2015-06-26 12:00:00,16.947,11.6184,1.9004,1.2239,55.601,11.28242,103.88732
SHR,2015,2015-06-26 12:00:00,16.966,11.6161,1.8806,1.2582,55.663,11.28652,103.91959
SHR,2015,2015-06-26 12:00:00,16.987,11.614,1.8845,1.1896,55.733,11.28866,103.93424
SHR,2015,2015-06-26 12:00:00,17.006,11.6125,1.8925,1.2754,55.794,11.29452,103.98462
SHR,2015,2015-06-26 12:00:00,17.019,11.6116,1.8885,1.1896,55.837,11.29443,103.98162
SHR,2015,2015-06-26 12:00:00,17.031,11.6111,1.8766,1.2926,55.875,11.29606,103.99541
SHR,2015,2015-06-26 12:00:00,17.046,11.6103,1.9004,1.2926,55.925,11.30269,104.0545
SHR,2015,2015-06-26 12:00:00,17.067,11.6092,1.7734,1.8419,55.993,11.30683,104.08994
SHR,2015,2015-06-26 12:00:00,17.085,11.6081,1.7536,1.8076,56.052,11.30668,104.08597
SHR,2015,2015-06-26 12:00:00,17.101,11.607,1.7615,1.8076,56.107,11.31151,104.12774
SHR,2015,2015-06-26 12:00:00,17.12,11.6059,1.7814,1.8591,56.169,11.32123,104.21465
SHR,2015,2015-06-26 12:00:00,17.137,11.6049,1.7496,1.7561,56.225,11.3251,104.2479
SHR,2015,2015-06-26 12:00:00,17.152,11.6039,1.8726,1.5501,56.272,11.32272,104.22361
SHR,2015,2015-06-26 12:00:00,17.162,11.6034,1.8925,1.5157,56.307,11.32307,104.22556
SHR,2015,2015-06-26 12:00:00,17.174,11.6039,1.8845,1.5844,56.345,11.31504,104.15289
SHR,2015,2015-06-26 12:00:00,17.186,11.6064,1.8964,1.5157,56.384,11.30441,104.06096
SHR,2015,2015-06-26 12:00:00,17.196,11.6121,1.9599,1.2926,56.418,11.2978,104.01369
SHR,2015,2015-06-26 12:00:00,17.209,11.6211,1.9718,1.1896,56.461,11.28397,103.90776
SHR,2015,2015-06-26 12:00:00,17.221,11.6324,1.9678,1.2582,56.499,11.27315,103.83495
SHR,2015,2015-06-26 12:00:00,17.234,11.6436,1.9639,1.3784,56.54,11.25961,103.73684
SHR,2015,2015-06-26 12:00:00,17.248,11.6524,1.702,1.1896,56.586,11.24738,103.64503
SHR,2015,2015-06-26 12:00:00,17.26,11.6585,1.71,1.1724,56.626,11.24518,103.63924
SHR,2015,2015-06-26 12:00:00,17.27,11.6625,1.6862,1.3269,56.661,11.23596,103.56381
SHR,2015,2015-06-26 12:00:00,17.282,11.6652,1.6981,1.2926,56.701,11.23892,103.5975
SHR,2015,2015-06-26 12:00:00,17.293,11.6665,1.8329,1.5329,56.737,11.24832,103.68724
SHR,2015,2015-06-26 12:00:00,17.308,11.6662,1.825,1.5844,56.785,11.26564,103.84622
SHR,2015,2015-06-26 12:00:00,17.328,11.6642,1.8052,1.5501,56.85,11.28945,104.06093
SHR,2015,2015-06-26 12:00:00,17.344,11.6596,1.825,1.5329,56.902,11.31664,104.30065
SHR,2015,2015-06-26 12:00:00,17.349,11.6509,1.8171,1.4986,56.919,11.33829,104.47935
SHR,2015,2015-06-26 12:00:00,17.35,11.6377,1.7972,1.2582,56.922,11.36203,104.66654
SHR,2015,2015-06-26 12:00:00,17.353,11.6222,1.825,1.3269,56.932,11.38279,104.8206
SHR,2015,2015-06-26 12:00:00,17.364,11.6074,1.829,1.2411,56.969,11.39738,104.91941
SHR,2015,2015-06-26 12:00:00,17.382,11.5951,1.821,1.3269,57.029,11.40833,104.99055
SHR,2015,2015-06-26 12:00:00,17.403,11.5857,1.829,1.2582,57.097,11.41185,105.00026
SHR,2015,2015-06-26 12:00:00,17.42,11.5787,1.829,1.2239,57.151,11.41418,105.00483
SHR,2015,2015-06-26 12:00:00,17.433,11.5738,1.8131,1.2239,57.195,11.41348,104.98651
SHR,2015,2015-06-26 12:00:00,17.444,11.5702,1.8171,1.2926,57.23,11.41555,104.9969
SHR,2015,2015-06-26 12:00:00,17.454,11.5675,1.8171,1.8419,57.262,11.41478,104.98324
SHR,2015,2015-06-26 12:00:00,17.465,11.5656,1.8171,1.7732,57.299,11.40589,104.89692
SHR,2015,2015-06-26 12:00:00,17.478,11.5641,1.825,1.8419,57.343,11.40787,104.91149
SHR,2015,2015-06-26 12:00:00,17.495,11.563,1.8409,1.8076,57.399,11.40813,104.91129
SHR,2015,2015-06-26 12:00:00,17.512,11.5621,1.8131,1.5157,57.453,11.4029,104.86101
SHR,2015,2015-06-26 12:00:00,17.522,11.5613,1.8131,1.6359,57.486,11.40616,104.88906
SHR,2015,2015-06-26 12:00:00,17.535,11.5606,1.825,1.5501,57.529,11.39831,104.81511
SHR,2015,2015-06-26 12:00:00,17.551,11.5599,1.8409,1.5844,57.583,11.39896,104.81943
SHR,2015,2015-06-26 12:00:00,17.565,11.5591,1.8012,1.5157,57.629,11.39506,104.78159
SHR,2015,2015-06-26 12:00:00,17.578,11.5584,1.8171,1.5672,57.67,11.40066,104.83139
SHR,2015,2015-06-26 12:00:00,17.592,11.5577,1.8369,1.4986,57.716,11.3971,104.797
SHR,2015,2015-06-26 12:00:00,17.614,11.557,1.8171,1.4299,57.788,11.40189,104.8394
SHR,2015,2015-06-26 12:00:00,17.634,11.5564,1.8091,1.5844,57.856,11.40055,104.82561
SHR,2015,2015-06-26 12:00:00,17.649,11.5558,1.8766,1.5672,57.904,11.39896,104.80957
SHR,2015,2015-06-26 12:00:00,17.661,11.5552,1.8885,1.4986,57.942,11.39336,104.75664
SHR,2015,2015-06-26 12:00:00,17.673,11.5547,1.8806,1.5157,57.981,11.39202,104.74317
SHR,2015,2015-06-26 12:00:00,17.683,11.5541,1.8806,1.5672,58.015,11.39063,104.72893
SHR,2015,2015-06-26 12:00:00,17.698,11.5536,1.9004,1.4986,58.063,11.39291,104.74868
SHR,2015,2015-06-26 12:00:00,17.716,11.5531,1.8806,1.4642,58.123,11.3953,104.76942
SHR,2015,2015-06-26 12:00:00,17.732,11.5526,1.8726,1.5501,58.177,11.39903,104.80259
SHR,2015,2015-06-26 12:00:00,17.744,11.5523,1.8925,1.5672,58.216,11.4045,104.85213
SHR,2015,2015-06-26 12:00:00,17.75,11.552,1.821,1.1896,58.236,11.41024,104.90414
SHR,2015,2015-06-26 12:00:00,17.753,11.5518,1.8171,1.2926,58.244,11.41278,104.92705
SHR,2015,2015-06-26 12:00:00,17.757,11.5517,1.8171,1.2582,58.257,11.41253,104.9245
SHR,2015,2015-06-26 12:00:00,17.766,11.5518,1.825,1.2926,58.288,11.41646,104.96079
SHR,2015,2015-06-26 12:00:00,17.775,11.5523,1.8171,1.2926,58.317,11.4179,104.9753
SHR,2015,2015-06-26 12:00:00,17.787,11.5534,1.829,1.3269,58.355,11.42006,104.99779
SHR,2015,2015-06-26 12:00:00,17.801,11.5553,1.821,1.2411,58.401,11.42021,105.00367
SHR,2015,2015-06-26 12:00:00,17.811,11.5576,1.8171,1.2582,58.436,11.41958,105.00345
SHR,2015,2015-06-26 12:00:00,17.823,11.5596,1.825,1.2926,58.473,11.41668,104.98162
SHR,2015,2015-06-26 12:00:00,17.836,11.5608,1.8845,1.5672,58.516,11.41589,104.97724
SHR,2015,2015-06-26 12:00:00,17.85,11.5613,1.8885,1.5672,58.564,11.41938,105.0106
SHR,2015,2015-06-26 12:00:00,17.862,11.562,1.8885,1.4814,58.603,11.42132,105.03011
SHR,2015,2015-06-26 12:00:00,17.875,11.563,1.8885,1.5501,58.644,11.42143,105.03349
SHR,2015,2015-06-26 12:00:00,17.895,11.5637,1.825,1.5501,58.711,11.42494,105.06753
SHR,2015,2015-06-26 12:00:00,17.919,11.5633,1.821,1.5672,58.791,11.41395,104.96546
SHR,2015,2015-06-26 12:00:00,17.94,11.5618,1.8171,1.6016,58.858,11.40572,104.88615
SHR,2015,2015-06-26 12:00:00,17.957,11.56,1.8329,1.5672,58.915,11.39626,104.7949
SHR,2015,2015-06-26 12:00:00,17.971,11.5593,1.8131,1.5157,58.96,11.38717,104.70959
SHR,2015,2015-06-26 12:00:00,17.985,11.5601,1.8131,1.5157,59.007,11.38646,104.70499
SHR,2015,2015-06-26 12:00:00,17.999,11.562,1.829,1.5329,59.053,11.38732,104.71744
SHR,2015,2015-06-26 12:00:00,18.013,11.5637,1.8448,1.5501,59.099,11.39775,104.81743
SHR,2015,2015-06-26 12:00:00,18.031,11.5641,1.821,1.5501,59.155,11.40259,104.86296
SHR,2015,2015-06-26 12:00:00,18.046,11.5623,1.9044,1.6187,59.206,11.40848,104.91282
SHR,2015,2015-06-26 12:00:00,18.058,11.558,1.9004,1.4986,59.246,11.41572,104.96902
SHR,2015,2015-06-26 12:00:00,18.071,11.5518,1.8806,1.5157,59.287,11.41886,104.983
SHR,2015,2015-06-26 12:00:00,18.085,11.5447,1.8925,1.5672,59.333,11.4234,105.00772
SHR,2015,2015-06-26 12:00:00,18.101,11.5377,1.9163,1.5672,59.387,11.42923,105.04444
SHR,2015,2015-06-26 12:00:00,18.119,11.5311,1.8845,1.5329,59.445,11.42954,105.03128
SHR,2015,2015-06-26 12:00:00,18.137,11.5251,1.8845,1.5672,59.503,11.43069,105.02745
SHR,2015,2015-06-26 12:00:00,18.145,11.5199,1.9004,1.6187,59.531,11.42758,104.98631
SHR,2015,2015-06-26 12:00:00,18.156,11.5155,1.948,1.5329,59.566,11.42848,104.98399
SHR,2015,2015-06-26 12:00:00,18.169,11.5116,1.948,1.5672,59.611,11.43052,104.99327
SHR,2015,2015-06-26 12:00:00,18.185,11.5075,1.948,1.6359,59.663,11.42264,104.91102
SHR,2015,2015-06-26 12:00:00,18.202,11.5029,1.9678,1.6016,59.718,11.41376,104.81843
SHR,2015,2015-06-26 12:00:00,18.217,11.4974,1.944,1.4986,59.766,11.40753,104.74797
SHR,2015,2015-06-26 12:00:00,18.23,11.4913,1.952,1.6016,59.809,11.40395,104.70041
SHR,2015,2015-06-26 12:00:00,18.245,11.4852,1.9718,1.5672,59.86,11.40081,104.65696
SHR,2015,2015-06-26 12:00:00,18.262,11.4794,1.948,1.4986,59.916,11.39743,104.61193
SHR,2015,2015-06-26 12:00:00,18.281,11.4741,1.9361,1.5672,59.976,11.40194,104.64063
SHR,2015,2015-06-26 12:00:00,18.297,11.4693,1.9599,1.5672,60.03,11.39996,104.61093
SHR,2015,2015-06-26 12:00:00,18.318,11.465,1.9599,1.5501,60.097,11.4033,104.63124
SHR,2015,2015-06-26 12:00:00,18.337,11.4612,1.948,1.5157,60.16,11.40154,104.60595
SHR,2015,2015-06-26 12:00:00,18.353,11.4577,1.948,1.5157,60.214,11.40284,104.60947
SHR,2015,2015-06-26 12:00:00,18.37,11.4545,1.8964,1.2239,60.27,11.40289,104.60227
SHR,2015,2015-06-26 12:00:00,18.387,11.4512,1.8845,1.1896,60.324,11.40106,104.57754
SHR,2015,2015-06-26 12:00:00,18.4,11.4476,1.8607,1.2926,60.367,11.40105,104.56881
SHR,2015,2015-06-26 12:00:00,18.413,11.4435,1.8806,1.3441,60.41,11.39412,104.4954
SHR,2015,2015-06-26 12:00:00,18.425,11.439,1.9639,1.4814,60.45,11.39142,104.45984
SHR,2015,2015-06-26 12:00:00,18.439,11.4343,1.9282,1.4986,60.495,11.38377,104.37844
SHR,2015,2015-06-26 12:00:00,18.453,11.4302,1.952,1.5501,60.54,11.38133,104.34627
SHR,2015,2015-06-26 12:00:00,18.465,11.4268,1.9678,1.5672,60.579,11.38138,104.33852
SHR,2015,2015-06-26 12:00:00,18.478,11.4244,2.071,1.5329,60.624,11.3815,104.33389
SHR,2015,2015-06-26 12:00:00,18.494,11.4226,2.071,1.6359,60.675,11.38236,104.33744
SHR,2015,2015-06-26 12:00:00,18.508,11.4207,2.0789,1.5844,60.721,11.38101,104.32051
SHR,2015,2015-06-26 12:00:00,18.522,11.4186,2.067,1.4986,60.769,11.38588,104.3601
SHR,2015,2015-06-26 12:00:00,18.54,11.4167,2.067,1.5501,60.825,11.38049,104.30612
SHR,2015,2015-06-26 12:00:00,18.557,11.4157,2.1543,1.5672,60.884,11.38325,104.32907
SHR,2015,2015-06-26 12:00:00,18.577,11.4157,2.1464,1.5157,60.949,11.38115,104.30981
SHR,2015,2015-06-26 12:00:00,18.595,11.4159,2.1464,1.5672,61.006,11.37847,104.28571
SHR,2015,2015-06-26 12:00:00,18.603,11.4154,2.1384,1.5844,61.033,11.37729,104.27368
SHR,2015,2015-06-26 12:00:00,18.608,11.4138,2.0035,1.5501,61.049,11.37426,104.24204
SHR,2015,2015-06-26 12:00:00,18.618,11.4113,2.0075,1.5329,61.083,11.36731,104.17237
SHR,2015,2015-06-26 12:00:00,18.633,11.4086,1.9996,1.6187,61.133,11.3651,104.14563
SHR,2015,2015-06-26 12:00:00,18.652,11.4062,2.0194,1.5672,61.193,11.35855,104.07994
SHR,2015,2015-06-26 12:00:00,18.669,11.4043,2.0273,1.4986,61.249,11.35534,104.04593
SHR,2015,2015-06-26 12:00:00,18.679,11.4026,1.9996,1.5501,61.282,11.35771,104.06362
SHR,2015,2015-06-26 12:00:00,18.684,11.4011,2.0273,1.6016,61.299,11.35802,104.0629
SHR,2015,2015-06-26 12:00:00,18.694,11.3996,2.0273,1.5501,61.331,11.35476,104.02938
SHR,2015,2015-06-26 12:00:00,18.71,11.3981,2.0154,1.4986,61.384,11.35763,104.05213
SHR,2015,2015-06-26 12:00:00,18.727,11.3963,1.9877,1.6531,61.439,11.36551,104.11996
SHR,2015,2015-06-26 12:00:00,18.74,11.3943,2.0234,1.5329,61.484,11.36753,104.13372
SHR,2015,2015-06-26 12:00:00,18.757,11.392,2.0075,1.5329,61.538,11.36155,104.0734
SHR,2015,2015-06-26 12:00:00,18.773,11.3896,2.0035,1.6187,61.592,11.36732,104.1205
SHR,2015,2015-06-26 12:00:00,18.787,11.388,2.0908,1.6016,61.638,11.36856,104.12805
SHR,2015,2015-06-26 12:00:00,18.804,11.3874,2.0789,1.5157,61.692,11.3679,104.12055
SHR,2015,2015-06-26 12:00:00,18.818,11.3878,2.071,1.4986,61.739,11.36444,104.08975
SHR,2015,2015-06-26 12:00:00,18.83,11.3888,2.071,1.5501,61.779,11.35888,104.04124
SHR,2015,2015-06-26 12:00:00,18.841,11.3904,2.0273,1.5329,61.815,11.35668,104.02495
SHR,2015,2015-06-26 12:00:00,18.856,11.3925,1.9956,1.4642,61.863,11.3515,103.9825
SHR,2015,2015-06-26 12:00:00,18.869,11.395,2.0154,1.6359,61.905,11.35355,104.0072
SHR,2015,2015-06-26 12:00:00,18.877,11.3975,2.0194,1.5672,61.932,11.35236,104.00229
SHR,2015,2015-06-26 12:00:00,18.886,11.3992,2.0115,1.5501,61.962,11.35643,104.04359
SHR,2015,2015-06-26 12:00:00,18.898,11.4003,2.0194,1.5672,62.001,11.36109,104.08897
SHR,2015,2015-06-26 12:00:00,18.91,11.4015,2.0154,1.5501,62.041,11.36802,104.15535
SHR,2015,2015-06-26 12:00:00,18.921,11.403,2.0154,1.5329,62.078,11.36908,104.16866
SHR,2015,2015-06-26 12:00:00,18.928,11.4051,2.0115,1.5329,62.099,11.36782,104.16213
SHR,2015,2015-06-26 12:00:00,18.934,11.4073,1.9956,1.5501,62.119,11.36991,104.18652
SHR,2015,2015-06-26 12:00:00,18.936,11.4089,2.0313,1.5157,62.127,11.36119,104.11049
SHR,2015,2015-06-26 12:00:00,18.942,11.4097,2.0115,1.4986,62.145,11.35616,104.06629
SHR,2015,2015-06-26 12:00:00,18.953,11.4096,2.0115,1.6187,62.181,11.35167,104.02488
SHR,2015,2015-06-26 12:00:00,18.976,11.4085,2.0948,1.5157,62.257,11.35042,104.01078
SHR,2015,2015-06-26 12:00:00,19.001,11.4063,2.067,1.5329,62.338,11.35264,104.02587
SHR,2015,2015-06-26 12:00:00,19.021,11.403,2.067,1.5157,62.406,11.35868,104.07336
SHR,2015,2015-06-26 12:00:00,19.03,11.3979,2.0631,1.5672,62.434,11.3708,104.17224
SHR,2015,2015-06-26 12:00:00,19.032,11.3908,2.0194,1.5329,62.44,11.37248,104.1706
SHR,2015,2015-06-26 12:00:00,19.036,11.3827,2.0194,1.4127,62.453,11.3788,104.20909
SHR,2015,2015-06-26 12:00:00,19.051,11.3751,1.9956,1.6016,62.503,11.38469,104.24479
SHR,2015,2015-06-26 12:00:00,19.075,11.3693,2.0154,1.5501,62.583,11.38035,104.1912
SHR,2015,2015-06-26 12:00:00,19.102,11.3669,2.075,1.5157,62.67,11.37771,104.16124
SHR,2015,2015-06-26 12:00:00,19.119,11.3685,2.075,1.5672,62.725,11.37708,104.15931
SHR,2015,2015-06-26 12:00:00,19.129,11.3733,2.0988,1.6187,62.758,11.36825,104.08985
SHR,2015,2015-06-26 12:00:00,19.132,11.3803,2.0908,1.5501,62.77,11.36225,104.05166
SHR,2015,2015-06-26 12:00:00,19.14,11.3884,1.9401,1.5501,62.794,11.35802,104.03229
SHR,2015,2015-06-26 12:00:00,19.159,11.3965,1.9559,1.5157,62.858,11.357,104.04229
SHR,2015,2015-06-26 12:00:00,19.188,11.4027,1.9718,1.5501,62.954,11.35419,104.03145
SHR,2015,2015-06-26 12:00:00,19.211,11.4059,1.9361,1.4642,63.029,11.35116,104.01135
SHR,2015,2015-06-26 12:00:00,19.23,11.4061,1.9321,1.6187,63.091,11.34985,103.99984
SHR,2015,2015-06-26 12:00:00,19.252,11.4048,1.8925,1.5501,63.164,11.35567,104.05008
SHR,2015,2015-06-26 12:00:00,19.283,11.4032,1.8925,1.5672,63.265,11.352,104.01265
SHR,2015,2015-06-26 12:00:00,19.314,11.4017,1.8806,1.5672,63.367,11.35168,104.00612
SHR,2015,2015-06-26 12:00:00,19.33,11.4002,1.8964,1.6187,63.419,11.35324,104.0169
SHR,2015,2015-06-26 12:00:00,19.332,11.398,1.8806,1.4642,63.425,11.34903,103.97307
SHR,2015,2015-06-26 12:00:00,19.332,11.3954,1.8806,1.5329,63.426,11.35422,104.01437
SHR,2015,2015-06-26 12:00:00,19.341,11.3927,1.8806,1.6016,63.454,11.35792,104.04182
SHR,2015,2015-06-26 12:00:00,19.363,11.3906,1.8806,1.5844,63.528,11.36102,104.0652
SHR,2015,2015-06-26 12:00:00,19.387,11.3892,1.8845,1.5157,63.607,11.36306,104.08053
SHR,2015,2015-06-26 12:00:00,19.404,11.388,1.8766,1.6874,63.66,11.37077,104.1483
SHR,2015,2015-06-26 12:00:00,19.412,11.3866,1.9044,1.6187,63.687,11.37217,104.1577
SHR,2015,2015-06-26 12:00:00,19.419,11.3849,1.9004,1.5157,63.712,11.37294,104.16074
SHR,2015,2015-06-26 12:00:00,19.428,11.3835,2.075,1.6016,63.741,11.37425,104.16933
SHR,2015,2015-06-26 12:00:00,19.444,11.3827,2.0948,1.5844,63.793,11.37152,104.14237
SHR,2015,2015-06-26 12:00:00,19.463,11.3828,2.075,1.4986,63.854,11.3704,104.13242
SHR,2015,2015-06-26 12:00:00,19.479,11.3837,2.0829,1.5329,63.909,11.37375,104.16526
SHR,2015,2015-06-26 12:00:00,19.492,11.3852,2.0154,1.6359,63.95,11.3689,104.1244
SHR,2015,2015-06-26 12:00:00,19.507,11.3874,1.9639,1.5157,63.999,11.36773,104.11894
SHR,2015,2015-06-26 12:00:00,19.52,11.39,1.952,1.5844,64.041,11.36473,104.09769
SHR,2015,2015-06-26 12:00:00,19.531,11.3928,1.9321,1.6016,64.079,11.35833,104.04579
SHR,2015,2015-06-26 12:00:00,19.54,11.3952,1.9321,1.6016,64.108,11.35054,103.98009
SHR,2015,2015-06-26 12:00:00,19.544,11.3967,2.0789,1.4471,64.121,11.35655,104.03874
SHR,2015,2015-06-26 12:00:00,19.549,11.3967,2.0869,1.4986,64.138,11.3563,104.03649
SHR,2015,2015-06-26 12:00:00,19.558,11.3949,2.0829,1.5501,64.166,11.36691,104.12937
SHR,2015,2015-06-26 12:00:00,19.567,11.3907,2.0869,1.5672,64.197,11.37215,104.16734
SHR,2015,2015-06-26 12:00:00,19.574,11.3836,2.0551,1.5501,64.219,11.37535,104.1797
SHR,2015,2015-06-26 12:00:00,19.581,11.3729,2.0631,1.6187,64.242,11.36854,104.09169
SHR,2015,2015-06-26 12:00:00,19.585,11.3606,2.0829,1.5844,64.256,11.3645,104.0253
SHR,2015,2015-06-26 12:00:00,19.598,11.3508,2.0908,1.4642,64.297,11.3616,103.97538
SHR,2015,2015-06-26 12:00:00,19.615,11.3476,1.9163,1.5672,64.353,11.34777,103.8411
SHR,2015,2015-06-26 12:00:00,19.63,11.3529,1.952,1.6187,64.402,11.34684,103.84522
SHR,2015,2015-06-26 12:00:00,19.642,11.3633,1.9639,1.4814,64.444,11.33361,103.74886
SHR,2015,2015-06-26 12:00:00,19.657,11.3736,1.948,1.4471,64.491,11.32624,103.70589
SHR,2015,2015-06-26 12:00:00,19.678,11.3805,1.9916,1.5844,64.56,11.32881,103.74595
SHR,2015,2015-06-26 12:00:00,19.7,11.3831,2.0273,1.6016,64.633,11.32944,103.75793
SHR,2015,2015-06-26 12:00:00,19.722,11.3796,1.9916,1.4814,64.705,11.33746,103.8231
SHR,2015,2015-06-26 12:00:00,19.737,11.368,2.0035,1.6016,64.754,11.33875,103.80727
SHR,2015,2015-06-26 12:00:00,19.752,11.3488,2.0234,1.5672,64.803,11.33841,103.75836
SHR,2015,2015-06-26 12:00:00,19.763,11.3259,1.8885,1.5329,64.839,11.35246,103.8323
SHR,2015,2015-06-26 12:00:00,19.774,11.3038,1.8845,1.4986,64.875,11.35149,103.77061
SHR,2015,2015-06-26 12:00:00,19.783,11.2847,1.8925,1.6359,64.905,11.35598,103.76598
SHR,2015,2015-06-26 12:00:00,19.791,11.2696,1.8845,1.5672,64.931,11.35862,103.75393
SHR,2015,2015-06-26 12:00:00,19.799,11.2588,1.8964,1.4986,64.959,11.35775,103.72007
SHR,2015,2015-06-26 12:00:00,19.811,11.2518,1.8806,1.6016,64.998,11.35523,103.68021
SHR,2015,2015-06-26 12:00:00,19.827,11.2479,1.8885,1.5844,65.05,11.35383,103.65808
SHR,2015,2015-06-26 12:00:00,19.845,11.2452,1.8964,1.5672,65.108,11.35437,103.65646
SHR,2015,2015-06-26 12:00:00,19.859,11.2415,1.948,1.6359,65.155,11.35108,103.61762
SHR,2015,2015-06-26 12:00:00,19.867,11.2357,1.9599,1.6187,65.18,11.35041,103.59761
SHR,2015,2015-06-26 12:00:00,19.873,11.2281,1.9599,1.6016,65.199,11.34865,103.56342
SHR,2015,2015-06-26 12:00:00,19.883,11.22,1.9401,1.5329,65.234,11.35075,103.56331
SHR,2015,2015-06-26 12:00:00,19.902,11.2132,1.9401,1.5672,65.296,11.3518,103.55664
SHR,2015,2015-06-26 12:00:00,19.924,11.209,1.9401,1.4986,65.366,11.34757,103.50806
SHR,2015,2015-06-26 12:00:00,19.944,11.207,1.9321,1.5329,65.432,11.34546,103.48401
SHR,2015,2015-06-26 12:00:00,19.959,11.2059,1.9321,1.5329,65.482,11.351,103.53193
SHR,2015,2015-06-26 12:00:00,19.97,11.2047,1.948,1.6359,65.518,11.35786,103.59164
SHR,2015,2015-06-26 12:00:00,19.98,11.2027,1.8687,1.5501,65.552,11.3654,103.65562
SHR,2015,2015-06-26 12:00:00,19.994,11.1999,1.8687,1.5672,65.596,11.37309,103.71901
SHR,2015,2015-06-26 12:00:00,20.008,11.1964,1.8925,1.5844,65.642,11.37126,103.69397
SHR,2015,2015-06-26 12:00:00,20.023,11.1928,1.8964,1.5329,65.693,11.36553,103.63311
