Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,TURB_ntu,COND_uScm,DO_mgL,PSAT
SHR,2015,2015-07-10 12:00:00,56.375,5.0262,0.0357,1.2926,184.956,10.50035,82.36456
SHR,2015,2015-07-10 12:00:00,56.381,5.0262,0.0357,1.1896,184.979,10.50358,82.38991
SHR,2015,2015-07-10 12:00:00,56.385,5.0262,0.0199,1.2582,184.989,10.50278,82.38362
SHR,2015,2015-07-10 12:00:00,56.393,5.0261,0.0397,1.2926,185.016,10.50202,82.37744
SHR,2015,2015-07-10 12:00:00,56.405,5.0261,0.0357,1.2411,185.057,10.51409,82.4721
SHR,2015,2015-07-10 12:00:00,56.424,5.0261,0,1.1896,185.117,10.5091,82.433
SHR,2015,2015-07-10 12:00:00,56.445,5.026,0,1.2926,185.187,10.50822,82.42583
SHR,2015,2015-07-10 12:00:00,56.467,5.026,0,1.1896,185.26,10.51288,82.46238
SHR,2015,2015-07-10 12:00:00,56.487,5.0259,0,1.1896,185.325,10.51537,82.48177
SHR,2015,2015-07-10 12:00:00,56.502,5.0259,0,1.2926,185.375,10.51771,82.50009
SHR,2015,2015-07-10 12:00:00,56.515,5.0259,0.0357,1.2926,185.418,10.51455,82.47534
SHR,2015,2015-07-10 12:00:00,56.527,5.0259,0.0318,1.1896,185.456,10.51997,82.51787
SHR,2015,2015-07-10 12:00:00,56.533,5.0258,0.004,1.2582,185.475,10.51818,82.50361
SHR,2015,2015-07-10 12:00:00,56.543,5.0258,0.0159,1.2926,185.507,10.51977,82.5161
SHR,2015,2015-07-10 12:00:00,56.559,5.0258,0.0516,1.2239,185.56,10.52247,82.53727
SHR,2015,2015-07-10 12:00:00,56.574,5.0258,0.0397,1.1724,185.61,10.51884,82.50878
SHR,2015,2015-07-10 12:00:00,56.593,5.0257,0.0397,1.2239,185.671,10.52627,82.56689
SHR,2015,2015-07-10 12:00:00,56.605,5.0257,0.0397,1.2582,185.713,10.52023,82.51951
SHR,2015,2015-07-10 12:00:00,56.615,5.0256,0.0278,1.4127,185.745,10.51757,82.49838
SHR,2015,2015-07-10 12:00:00,56.627,5.0255,0.0278,1.5157,185.784,10.52179,82.53127
SHR,2015,2015-07-10 12:00:00,56.641,5.0254,0.0476,1.6187,185.831,10.52778,82.57804
SHR,2015,2015-07-10 12:00:00,56.657,5.0254,0.0397,1.5501,185.883,10.53063,82.60043
SHR,2015,2015-07-10 12:00:00,56.677,5.0253,0.0238,1.2582,185.948,10.52575,82.56196
SHR,2015,2015-07-10 12:00:00,56.698,5.0253,0.0556,1.2411,186.016,10.5308,82.60157
SHR,2015,2015-07-10 12:00:00,56.715,5.0252,0.0357,1.2411,186.073,10.52628,82.5659
SHR,2015,2015-07-10 12:00:00,56.729,5.0251,0.0199,1.1724,186.118,10.52375,82.54586
SHR,2015,2015-07-10 12:00:00,56.744,5.0251,0.0318,1.2582,186.17,10.5275,82.57525
SHR,2015,2015-07-10 12:00:00,56.754,5.0251,0.0318,1.2926,186.202,10.52886,82.58595
SHR,2015,2015-07-10 12:00:00,56.759,5.025,0.0397,1.2411,186.218,10.52856,82.58333
SHR,2015,2015-07-10 12:00:00,56.774,5.025,0.0238,1.2926,186.266,10.52632,82.5658
SHR,2015,2015-07-10 12:00:00,56.795,5.025,0.0278,1.2926,186.337,10.53067,82.59988
SHR,2015,2015-07-10 12:00:00,56.811,5.025,0.0238,1.1896,186.389,10.52835,82.58169
SHR,2015,2015-07-10 12:00:00,56.826,5.0249,0.0318,1.2582,186.436,10.5294,82.58977
SHR,2015,2015-07-10 12:00:00,56.838,5.0249,0.0159,1.2926,186.475,10.5273,82.57325
SHR,2015,2015-07-10 12:00:00,56.856,5.0248,0.0437,1.2582,186.537,10.52612,82.56377
SHR,2015,2015-07-10 12:00:00,56.887,5.0248,0.0159,1.2582,186.638,10.52384,82.54589
SHR,2015,2015-07-10 12:00:00,56.927,5.0248,0.0119,1.2411,186.769,10.52783,82.57719
SHR,2015,2015-07-10 12:00:00,56.959,5.0248,0.0238,1.3269,186.874,10.52,82.51575
SHR,2015,2015-07-10 12:00:00,56.973,5.0249,0.0278,1.2239,186.918,10.52056,82.52035
SHR,2015,2015-07-10 12:00:00,56.975,5.025,0.0159,1.2754,186.924,10.52259,82.53649
SHR,2015,2015-07-10 12:00:00,56.972,5.025,0.0397,1.2926,186.915,10.52177,82.53001
SHR,2015,2015-07-10 12:00:00,56.974,5.0249,0.0476,1.2582,186.922,10.51592,82.4839
SHR,2015,2015-07-10 12:00:00,56.987,5.0248,0.0238,1.1896,186.964,10.51123,82.44698
SHR,2015,2015-07-10 12:00:00,56.996,5.0247,0.0397,1.2926,186.994,10.50969,82.43463
SHR,2015,2015-07-10 12:00:00,57,5.0245,0.0397,1.2926,187.006,10.51291,82.45944
SHR,2015,2015-07-10 12:00:00,57.009,5.0244,0.0199,1.2239,187.039,10.51428,82.47002
SHR,2015,2015-07-10 12:00:00,57.03,5.0242,0.0278,1.2926,187.107,10.50893,82.42763
SHR,2015,2015-07-10 12:00:00,57.051,5.0241,0.0476,1.2926,187.176,10.51364,82.46439
SHR,2015,2015-07-10 12:00:00,57.066,5.024,0.0318,1.4986,187.224,10.51645,82.48626
SHR,2015,2015-07-10 12:00:00,57.079,5.0239,0.0238,1.4986,187.266,10.52125,82.52371
SHR,2015,2015-07-10 12:00:00,57.092,5.0238,0.0357,1.5844,187.31,10.5274,82.57169
SHR,2015,2015-07-10 12:00:00,57.103,5.0238,0.0357,1.5329,187.347,10.53056,82.59649
SHR,2015,2015-07-10 12:00:00,57.122,5.0237,0.0357,1.2582,187.408,10.53051,82.59588
SHR,2015,2015-07-10 12:00:00,57.148,5.0237,0.0318,1.2926,187.494,10.53246,82.6112
SHR,2015,2015-07-10 12:00:00,57.169,5.0236,0.0397,1.2754,187.562,10.5279,82.5752
SHR,2015,2015-07-10 12:00:00,57.179,5.0236,0.0318,1.2582,187.596,10.53265,82.61241
SHR,2015,2015-07-10 12:00:00,57.188,5.0236,0.0119,1.2926,187.626,10.53525,82.6328
SHR,2015,2015-07-10 12:00:00,57.206,5.0236,0.0476,1.2411,187.683,10.52898,82.58363
SHR,2015,2015-07-10 12:00:00,57.226,5.0236,0.0397,1.2411,187.75,10.52396,82.54427
SHR,2015,2015-07-10 12:00:00,57.24,5.0236,0.0238,1.1552,187.794,10.52507,82.55297
SHR,2015,2015-07-10 12:00:00,57.255,5.0236,0.0397,1.3269,187.845,10.52616,82.56147
SHR,2015,2015-07-10 12:00:00,57.272,5.0236,0.0199,1.2411,187.9,10.52955,82.58808
SHR,2015,2015-07-10 12:00:00,57.286,5.0237,0.0238,1.2411,187.947,10.52475,82.55065
SHR,2015,2015-07-10 12:00:00,57.302,5.0237,0.0199,1.2926,187.998,10.52515,82.5538
SHR,2015,2015-07-10 12:00:00,57.319,5.0238,0.0357,1.2754,188.054,10.51604,82.48257
SHR,2015,2015-07-10 12:00:00,57.339,5.024,0.0238,1.2582,188.121,10.52017,82.51533
SHR,2015,2015-07-10 12:00:00,57.356,5.0243,0.0318,1.2926,188.174,10.51663,82.48825
SHR,2015,2015-07-10 12:00:00,57.365,5.0249,0.0278,1.2582,188.207,10.50486,82.39719
SHR,2015,2015-07-10 12:00:00,57.379,5.0257,0.0357,1.2411,188.253,10.48888,82.27359
SHR,2015,2015-07-10 12:00:00,57.399,5.027,0.0278,1.1896,188.318,10.47316,82.15301
SHR,2015,2015-07-10 12:00:00,57.419,5.0285,0.008,1.2411,188.382,10.45572,82.0194
SHR,2015,2015-07-10 12:00:00,57.435,5.0298,0.0357,1.1896,188.435,10.43355,81.84826
SHR,2015,2015-07-10 12:00:00,57.448,5.0309,0.0318,1.2239,188.479,10.41652,81.717
SHR,2015,2015-07-10 12:00:00,57.461,5.0318,0.0119,1.2926,188.519,10.39089,81.51783
SHR,2015,2015-07-10 12:00:00,57.471,5.0331,0.0397,1.2926,188.552,10.36743,81.33649
SHR,2015,2015-07-10 12:00:00,57.48,5.0348,0.0357,1.2582,188.582,10.34099,81.1326
SHR,2015,2015-07-10 12:00:00,57.491,5.0369,0.0159,1.2926,188.618,10.30538,80.85765
SHR,2015,2015-07-10 12:00:00,57.503,5.0393,0,1.2926,188.659,10.275,80.62432
SHR,2015,2015-07-10 12:00:00,57.517,5.0418,0,1.2239,188.704,10.23344,80.30339
SHR,2015,2015-07-10 12:00:00,57.54,5.0444,0,1.1896,188.779,10.19953,80.04261
SHR,2015,2015-07-10 12:00:00,57.565,5.047,0,1.2754,188.862,10.16745,79.79628
SHR,2015,2015-07-10 12:00:00,57.584,5.0496,0,1.3612,188.922,10.12816,79.49322
SHR,2015,2015-07-10 12:00:00,57.598,5.0521,0.0159,1.1896,188.969,10.09776,79.25977
SHR,2015,2015-07-10 12:00:00,57.611,5.0544,0.0159,1.2411,189.012,10.07439,79.08105
SHR,2015,2015-07-10 12:00:00,57.618,5.0561,0.0437,1.2754,189.036,10.05868,78.96117
SHR,2015,2015-07-10 12:00:00,57.62,5.0571,0.0318,1.2239,189.044,10.04799,78.87924
SHR,2015,2015-07-10 12:00:00,57.634,5.0574,0.0159,1.2239,189.087,10.04197,78.83268
SHR,2015,2015-07-10 12:00:00,57.656,5.0572,0.0318,1.2926,189.159,10.03744,78.79673
SHR,2015,2015-07-10 12:00:00,57.676,5.057,0.0318,1.2239,189.225,10.03335,78.76427
SHR,2015,2015-07-10 12:00:00,57.689,5.0568,0.0318,1.2411,189.27,10.03771,78.7981
SHR,2015,2015-07-10 12:00:00,57.703,5.0564,0.0159,1.5157,189.314,10.03875,78.80542
SHR,2015,2015-07-10 12:00:00,57.712,5.0557,0.0238,1.5844,189.345,10.02716,78.71302
SHR,2015,2015-07-10 12:00:00,57.722,5.0549,0.0357,1.4471,189.376,10.03324,78.75914
SHR,2015,2015-07-10 12:00:00,57.738,5.0541,0.0238,1.4471,189.429,10.03194,78.74736
SHR,2015,2015-07-10 12:00:00,57.758,5.0534,0.0278,1.2754,189.496,10.02897,78.72259
SHR,2015,2015-07-10 12:00:00,57.776,5.053,0.0437,1.1896,189.553,10.03154,78.74197
SHR,2015,2015-07-10 12:00:00,57.793,5.0526,0.0199,1.2411,189.608,10.02411,78.68284
SHR,2015,2015-07-10 12:00:00,57.804,5.0524,0.0357,1.2926,189.647,10.02179,78.66423
SHR,2015,2015-07-10 12:00:00,57.814,5.0524,0.0437,1.2926,189.679,10.01961,78.64713
SHR,2015,2015-07-10 12:00:00,57.826,5.0524,0,1.4471,189.718,10.01119,78.58099
SHR,2015,2015-07-10 12:00:00,57.837,5.0524,0,1.5501,189.755,10.00413,78.52557
SHR,2015,2015-07-10 12:00:00,57.851,5.0525,0,1.6016,189.8,9.9998,78.49178
SHR,2015,2015-07-10 12:00:00,57.867,5.0527,0,1.4642,189.853,9.98941,78.41066
SHR,2015,2015-07-10 12:00:00,57.888,5.0528,0.0278,1.2582,189.921,9.97927,78.33122
SHR,2015,2015-07-10 12:00:00,57.905,5.0529,0.0318,1.2926,189.977,9.98176,78.35096
SHR,2015,2015-07-10 12:00:00,57.917,5.0531,0.0357,1.2411,190.018,9.97392,78.28985
SHR,2015,2015-07-10 12:00:00,57.935,5.0533,0.0119,1.2926,190.074,9.96878,78.24989
SHR,2015,2015-07-10 12:00:00,57.951,5.0534,0,1.5672,190.128,9.95627,78.1519
SHR,2015,2015-07-10 12:00:00,57.961,5.0536,0,1.5501,190.161,9.95108,78.11156
SHR,2015,2015-07-10 12:00:00,57.974,5.0537,0,1.5501,190.203,9.94726,78.08177
SHR,2015,2015-07-10 12:00:00,57.987,5.0539,0,1.4642,190.247,9.94342,78.05208
SHR,2015,2015-07-10 12:00:00,57.997,5.054,0.0397,1.6016,190.28,9.9347,77.98377
SHR,2015,2015-07-10 12:00:00,58.008,5.0541,0.0238,1.4471,190.316,9.92868,77.93677
SHR,2015,2015-07-10 12:00:00,58.023,5.0543,0.0119,1.5501,190.363,9.92172,77.88254
SHR,2015,2015-07-10 12:00:00,58.04,5.0544,0.0357,1.5672,190.421,9.92388,77.89968
SHR,2015,2015-07-10 12:00:00,58.059,5.0545,0.0397,1.6016,190.483,9.91926,77.86362
SHR,2015,2015-07-10 12:00:00,58.085,5.0545,0.0159,1.4814,190.568,9.91306,77.81491
SHR,2015,2015-07-10 12:00:00,58.111,5.0546,0.0199,1.6187,190.654,9.90544,77.75529
SHR,2015,2015-07-10 12:00:00,58.129,5.0547,0.0238,1.4814,190.711,9.90472,77.74988
SHR,2015,2015-07-10 12:00:00,58.14,5.0548,0.0278,1.4986,190.749,9.90346,77.74022
SHR,2015,2015-07-10 12:00:00,58.149,5.0549,0.0199,1.5329,190.777,9.90702,77.76833
SHR,2015,2015-07-10 12:00:00,58.154,5.055,0.0357,1.5672,190.793,9.90743,77.77174
SHR,2015,2015-07-10 12:00:00,58.165,5.0551,0.0397,1.5672,190.831,9.90023,77.7155
SHR,2015,2015-07-10 12:00:00,58.182,5.0552,0.0159,1.4986,190.885,9.90231,77.73206
SHR,2015,2015-07-10 12:00:00,58.188,5.0554,0.0238,1.6359,190.904,9.90025,77.71624
SHR,2015,2015-07-10 12:00:00,58.189,5.0555,0.0397,1.5501,190.909,9.89834,77.70145
SHR,2015,2015-07-10 12:00:00,58.199,5.0556,0.0278,1.5157,190.943,9.88927,77.63046
SHR,2015,2015-07-10 12:00:00,58.214,5.0557,0.0238,1.5157,190.991,9.88449,77.59314
SHR,2015,2015-07-10 12:00:00,58.228,5.0557,0.0278,1.5844,191.038,9.88225,77.57557
SHR,2015,2015-07-10 12:00:00,58.248,5.0558,0.0199,1.4986,191.103,9.87566,77.52399
SHR,2015,2015-07-10 12:00:00,58.264,5.056,0.0238,1.5501,191.156,9.87507,77.51979
SHR,2015,2015-07-10 12:00:00,58.272,5.0561,0.008,1.4986,191.181,9.86924,77.47415
SHR,2015,2015-07-10 12:00:00,58.279,5.0562,0.0476,1.6016,191.203,9.86934,77.47519
SHR,2015,2015-07-10 12:00:00,58.294,5.0562,0,1.5329,191.255,9.87303,77.50413
SHR,2015,2015-07-10 12:00:00,58.311,5.0563,0,1.6187,191.309,9.86309,77.42633
SHR,2015,2015-07-10 12:00:00,58.318,5.0563,0,1.5501,191.332,9.86297,77.42539
SHR,2015,2015-07-10 12:00:00,58.326,5.0564,0,1.4814,191.36,9.84656,77.29675
SHR,2015,2015-07-10 12:00:00,58.342,5.0564,0,1.5672,191.409,9.84029,77.2475
SHR,2015,2015-07-10 12:00:00,58.356,5.0564,0,1.6016,191.455,9.83734,77.22437
SHR,2015,2015-07-10 12:00:00,58.361,5.0564,0,1.5329,191.474,9.82796,77.15075
SHR,2015,2015-07-10 12:00:00,58.366,5.0564,0,1.4986,191.491,9.82574,77.13333
SHR,2015,2015-07-10 12:00:00,58.376,5.0564,0.0199,1.5672,191.523,9.81656,77.0613
SHR,2015,2015-07-10 12:00:00,58.391,5.0564,0.0437,1.6016,191.573,9.81643,77.06029
SHR,2015,2015-07-10 12:00:00,58.409,5.0563,0.0159,1.5329,191.63,9.81598,77.05652
SHR,2015,2015-07-10 12:00:00,58.429,5.0563,0.0159,1.4986,191.695,9.82497,77.12705
SHR,2015,2015-07-10 12:00:00,58.445,5.0564,0.0397,1.5672,191.75,9.81598,77.05673
SHR,2015,2015-07-10 12:00:00,58.451,5.0564,0.0357,1.5157,191.77,9.81124,77.01948
SHR,2015,2015-07-10 12:00:00,58.45,5.0564,0.0278,1.5157,191.764,9.81734,77.0674
SHR,2015,2015-07-10 12:00:00,58.455,5.0565,0.0278,1.5329,191.782,9.81476,77.04734
SHR,2015,2015-07-10 12:00:00,58.486,5.0567,0.0318,1.4642,191.882,9.81585,77.05631
SHR,2015,2015-07-10 12:00:00,58.536,5.0569,0.0318,1.5672,192.049,9.81129,77.02093
SHR,2015,2015-07-10 12:00:00,58.57,5.0571,0.0238,1.5329,192.16,9.8086,77.00018
SHR,2015,2015-07-10 12:00:00,58.571,5.0571,0.0318,1.5501,192.163,9.81238,77.02987
SHR,2015,2015-07-10 12:00:00,58.558,5.057,0.0278,1.5672,192.118,9.80544,76.97514
SHR,2015,2015-07-10 12:00:00,58.551,5.0568,0.0199,1.4986,192.097,9.80016,76.93332
SHR,2015,2015-07-10 12:00:00,58.558,5.0566,0.0318,1.5329,192.118,9.79248,76.87262
SHR,2015,2015-07-10 12:00:00,58.584,5.0565,0.0357,1.4986,192.203,9.79683,76.90663
SHR,2015,2015-07-10 12:00:00,58.628,5.0566,0.0357,1.5329,192.35,9.79236,76.8717
SHR,2015,2015-07-10 12:00:00,58.669,5.0567,0,1.5844,192.484,9.79263,76.87404
SHR,2015,2015-07-10 12:00:00,58.693,5.057,0,1.5501,192.564,9.78838,76.84125
SHR,2015,2015-07-10 12:00:00,58.695,5.0572,0,1.5157,192.569,9.78664,76.82799
SHR,2015,2015-07-10 12:00:00,58.677,5.0573,0,1.5501,192.509,9.78379,76.80579
SHR,2015,2015-07-10 12:00:00,58.644,5.0573,0.0516,1.5157,192.403,9.78381,76.80599
SHR,2015,2015-07-10 12:00:00,58.636,5.0572,0.0278,1.4986,192.375,9.78972,76.8522
SHR,2015,2015-07-10 12:00:00,58.668,5.0572,0.004,1.5844,192.48,9.78584,76.82178
SHR,2015,2015-07-10 12:00:00,58.716,5.0573,0.008,1.5157,192.639,9.7915,76.8664
SHR,2015,2015-07-10 12:00:00,58.748,5.0574,0.0357,1.5157,192.742,9.78767,76.83653
SHR,2015,2015-07-10 12:00:00,58.754,5.0574,0.0278,1.5157,192.761,9.78616,76.82469
SHR,2015,2015-07-10 12:00:00,58.741,5.0574,0.0357,1.6359,192.72,9.79151,76.86668
SHR,2015,2015-07-10 12:00:00,58.732,5.0573,0.0278,1.5501,192.69,9.77881,76.76675
SHR,2015,2015-07-10 12:00:00,58.739,5.0573,0.0397,1.5157,192.714,9.77648,76.74842
SHR,2015,2015-07-10 12:00:00,58.76,5.0573,0,1.5501,192.783,9.77287,76.7201
SHR,2015,2015-07-10 12:00:00,58.783,5.0574,0,1.5672,192.859,9.77459,76.73379
SHR,2015,2015-07-10 12:00:00,58.795,5.0575,0,1.5501,192.897,9.77118,76.70721
SHR,2015,2015-07-10 12:00:00,58.799,5.0577,0,1.5501,192.91,9.77206,76.71447
SHR,2015,2015-07-10 12:00:00,58.806,5.0578,0.0278,1.5501,192.933,9.7588,76.61062
SHR,2015,2015-07-10 12:00:00,58.809,5.0578,0.0357,1.5157,192.943,9.76308,76.64421
SHR,2015,2015-07-10 12:00:00,58.806,5.0578,0.008,1.4986,192.932,9.759,76.61212
SHR,2015,2015-07-10 12:00:00,58.802,5.0578,0.0199,1.5672,192.919,9.75457,76.57744
SHR,2015,2015-07-10 12:00:00,58.81,5.0579,0.0516,1.5672,192.945,9.74774,76.52404
SHR,2015,2015-07-10 12:00:00,58.83,5.058,0.0238,1.5501,193.013,9.74968,76.5395
SHR,2015,2015-07-10 12:00:00,58.857,5.0581,0.0238,1.5157,193.101,9.73799,76.44789
SHR,2015,2015-07-10 12:00:00,58.878,5.0583,0.0318,1.5672,193.169,9.74127,76.47395
SHR,2015,2015-07-10 12:00:00,58.893,5.0586,0.0278,1.5672,193.219,9.73951,76.46073
SHR,2015,2015-07-10 12:00:00,58.9,5.0589,0.0318,1.5329,193.242,9.73329,76.4125
SHR,2015,2015-07-10 12:00:00,58.909,5.0594,0.0238,1.5501,193.27,9.72594,76.35579
SHR,2015,2015-07-10 12:00:00,58.921,5.0599,0.0318,1.4986,193.31,9.71608,76.27944
SHR,2015,2015-07-10 12:00:00,58.937,5.0603,0.0278,1.4814,193.364,9.71231,76.2506
SHR,2015,2015-07-10 12:00:00,58.964,5.0606,0.008,1.6016,193.451,9.70569,76.19916
SHR,2015,2015-07-10 12:00:00,58.993,5.0609,0.0238,1.6187,193.545,9.69878,76.14551
SHR,2015,2015-07-10 12:00:00,59.003,5.0613,0.0437,1.5329,193.58,9.68914,76.07069
SHR,2015,2015-07-10 12:00:00,59.008,5.0616,0.0159,1.5501,193.596,9.68503,76.039
SHR,2015,2015-07-10 12:00:00,59.018,5.0619,0.0278,1.5501,193.628,9.67745,75.98012
SHR,2015,2015-07-10 12:00:00,59.025,5.0621,0.0159,1.5157,193.65,9.66941,75.91738
SHR,2015,2015-07-10 12:00:00,59.032,5.0623,0.0238,1.5501,193.674,9.66678,75.89715
SHR,2015,2015-07-10 12:00:00,59.048,5.0625,0.0159,1.5672,193.728,9.65828,75.83074
SHR,2015,2015-07-10 12:00:00,59.067,5.0628,0.0397,1.5844,193.788,9.65761,75.82611
SHR,2015,2015-07-10 12:00:00,59.075,5.0631,0.0199,1.5501,193.814,9.65413,75.79937
SHR,2015,2015-07-10 12:00:00,59.082,5.0634,0.008,1.6016,193.84,9.6525,75.78719
SHR,2015,2015-07-10 12:00:00,59.088,5.0637,0.0437,1.5672,193.858,9.65021,75.76979
SHR,2015,2015-07-10 12:00:00,59.094,5.064,0.0318,1.5501,193.878,9.64833,75.75554
SHR,2015,2015-07-10 12:00:00,59.111,5.0642,0.0238,1.5501,193.934,9.6467,75.74318
SHR,2015,2015-07-10 12:00:00,59.128,5.0644,0.0437,1.5844,193.989,9.64845,75.75732
SHR,2015,2015-07-10 12:00:00,59.15,5.0645,0.0318,1.5672,194.061,9.647,75.74612
SHR,2015,2015-07-10 12:00:00,59.167,5.0646,0.0318,1.4642,194.116,9.64669,75.74381
SHR,2015,2015-07-10 12:00:00,59.17,5.0647,0.0318,1.5844,194.126,9.63502,75.65235
SHR,2015,2015-07-10 12:00:00,59.174,5.065,0.0357,1.5672,194.14,9.62838,75.60084
SHR,2015,2015-07-10 12:00:00,59.18,5.0654,0.0238,1.4814,194.159,9.61791,75.51939
SHR,2015,2015-07-10 12:00:00,59.184,5.0658,0.0199,1.5157,194.175,9.61124,75.46778
SHR,2015,2015-07-10 12:00:00,59.199,5.0663,0.0318,1.6187,194.223,9.6013,75.39076
SHR,2015,2015-07-10 12:00:00,59.213,5.0669,0.0238,1.5157,194.27,9.59714,75.35926
SHR,2015,2015-07-10 12:00:00,59.229,5.0674,0.0278,1.4814,194.322,9.59724,75.361
SHR,2015,2015-07-10 12:00:00,59.251,5.0678,0.0199,1.5157,194.392,9.59354,75.33281
SHR,2015,2015-07-10 12:00:00,59.272,5.0681,0.0397,1.5157,194.461,9.59832,75.37093
SHR,2015,2015-07-10 12:00:00,59.285,5.0683,0.0199,1.4986,194.506,9.59072,75.31164
SHR,2015,2015-07-10 12:00:00,59.3,5.0684,0.0119,1.5501,194.553,9.58419,75.26063
SHR,2015,2015-07-10 12:00:00,59.312,5.0685,0.0238,1.6359,194.594,9.57365,75.17799
SHR,2015,2015-07-10 12:00:00,59.32,5.0686,0.0318,1.5329,194.62,9.57213,75.16623
SHR,2015,2015-07-10 12:00:00,59.333,5.0687,0.0238,1.5672,194.663,9.55772,75.05324
SHR,2015,2015-07-10 12:00:00,59.342,5.0688,0.0318,1.5501,194.691,9.55323,75.01815
SHR,2015,2015-07-10 12:00:00,59.342,5.069,0.0357,1.4986,194.691,9.54283,74.93686
SHR,2015,2015-07-10 12:00:00,59.347,5.0691,0.0238,1.5157,194.708,9.53972,74.91265
SHR,2015,2015-07-10 12:00:00,59.363,5.0693,0.0318,1.5844,194.761,9.54162,74.92795
SHR,2015,2015-07-10 12:00:00,59.373,5.0695,0.0318,1.5157,194.792,9.53898,74.90753
SHR,2015,2015-07-10 12:00:00,59.389,5.0698,0.0238,1.5672,194.846,9.53495,74.87644
SHR,2015,2015-07-10 12:00:00,59.41,5.0701,0.0318,1.5672,194.916,9.5354,74.88062
SHR,2015,2015-07-10 12:00:00,59.426,5.0704,0.0357,1.4986,194.967,9.53934,74.91215
SHR,2015,2015-07-10 12:00:00,59.442,5.0706,0.0397,1.4986,195.019,9.54133,74.92821
SHR,2015,2015-07-10 12:00:00,59.457,5.0707,0.0318,1.4642,195.07,9.54405,74.9498
SHR,2015,2015-07-10 12:00:00,59.469,5.0708,0.0199,1.6187,195.11,9.54179,74.93221
SHR,2015,2015-07-10 12:00:00,59.481,5.0708,0.0318,1.4986,195.149,9.54169,74.93141
SHR,2015,2015-07-10 12:00:00,59.498,5.0708,0.0199,1.5501,195.204,9.54044,74.92159
SHR,2015,2015-07-10 12:00:00,59.517,5.0709,0.0199,1.6016,195.264,9.52958,74.83646
SHR,2015,2015-07-10 12:00:00,59.527,5.071,0.0318,1.6187,195.298,9.52921,74.83384
SHR,2015,2015-07-10 12:00:00,59.537,5.0713,0.0357,1.4814,195.331,9.52237,74.78068
SHR,2015,2015-07-10 12:00:00,59.554,5.0716,0.0278,1.4986,195.386,9.51619,74.73277
SHR,2015,2015-07-10 12:00:00,59.563,5.0721,0.0437,1.5501,195.416,9.50729,74.66376
SHR,2015,2015-07-10 12:00:00,59.568,5.0727,0.0437,1.4986,195.433,9.49027,74.53124
SHR,2015,2015-07-10 12:00:00,59.584,5.0736,0.0357,1.5157,195.485,9.4698,74.37221
SHR,2015,2015-07-10 12:00:00,59.598,5.0746,0.0199,1.5844,195.532,9.45139,74.22958
SHR,2015,2015-07-10 12:00:00,59.608,5.0758,0.0199,1.5157,195.565,9.42852,74.0523
SHR,2015,2015-07-10 12:00:00,59.622,5.0773,0.0199,1.4986,195.609,9.40292,73.85413
SHR,2015,2015-07-10 12:00:00,59.636,5.0792,0.0238,1.4642,195.657,9.38616,73.72607
SHR,2015,2015-07-10 12:00:00,59.645,5.0815,0.0278,1.5672,195.685,9.35203,73.46239
SHR,2015,2015-07-10 12:00:00,59.653,5.0838,0.0278,1.4986,195.713,9.32995,73.29326
SHR,2015,2015-07-10 12:00:00,59.663,5.086,0.0278,1.5501,195.746,9.29501,73.02293
SHR,2015,2015-07-10 12:00:00,59.677,5.088,0.0159,1.5329,195.791,9.28396,72.93987
SHR,2015,2015-07-10 12:00:00,59.692,5.0896,0.0357,1.5157,195.84,9.26733,72.81226
SHR,2015,2015-07-10 12:00:00,59.706,5.091,0.0199,1.5501,195.887,9.24824,72.66488
SHR,2015,2015-07-10 12:00:00,59.727,5.0919,0.0278,1.5844,195.953,9.24609,72.64969
SHR,2015,2015-07-10 12:00:00,59.751,5.0925,0.0437,1.6359,196.034,9.257,72.73651
SHR,2015,2015-07-10 12:00:00,59.767,5.0927,0.0199,1.4986,196.084,9.25733,72.73952
SHR,2015,2015-07-10 12:00:00,59.779,5.0925,0.0159,1.4986,196.125,9.26693,72.8146
SHR,2015,2015-07-10 12:00:00,59.792,5.092,0.0437,1.5844,196.168,9.2669,72.81343
SHR,2015,2015-07-10 12:00:00,59.795,5.0912,0.0397,1.4814,196.178,9.26864,72.82558
SHR,2015,2015-07-10 12:00:00,59.795,5.0904,0.0119,1.4471,196.178,9.27557,72.87858
SHR,2015,2015-07-10 12:00:00,59.809,5.0894,0.0199,1.6359,196.223,9.28565,72.9559
SHR,2015,2015-07-10 12:00:00,59.822,5.0884,0.0397,1.5672,196.268,9.29171,73.00162
SHR,2015,2015-07-10 12:00:00,59.827,5.0875,0.0238,1.4642,196.284,9.29972,73.06291
SHR,2015,2015-07-10 12:00:00,59.835,5.0866,0.0238,1.5501,196.308,9.30625,73.1125
SHR,2015,2015-07-10 12:00:00,59.845,5.086,0.0238,1.4986,196.342,9.31298,73.16422
SHR,2015,2015-07-10 12:00:00,59.853,5.0855,0.0318,1.5329,196.368,9.31623,73.18881
SHR,2015,2015-07-10 12:00:00,59.864,5.0852,0.0318,1.5672,196.404,9.3215,73.2296
SHR,2015,2015-07-10 12:00:00,59.875,5.0849,0.0278,1.6187,196.439,9.33354,73.32368
SHR,2015,2015-07-10 12:00:00,59.88,5.0847,0.0238,1.4642,196.455,9.33728,73.35263
