Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,TURB_ntu,COMD_uScm,DO_mgL,PSAT,
FCR,2016,2016-06-28 08:27:00,0.35,23.0344,3.8974,2.043,31.891436,8.62885,100.68197,
FCR,2016,2016-06-28 08:27:00,0.346,23.0375,3.8864,2.0392,31.881225,8.63511,100.76092,
FCR,2016,2016-06-28 08:27:00,0.348,23.0406,3.8691,2.0354,31.860299,8.64685,100.9039,
FCR,2016,2016-06-28 08:27:00,0.362,23.0438,3.8494,2.0316,31.847128,8.65522,101.00761,
FCR,2016,2016-06-28 08:27:00,0.387,23.047,3.8389,2.0293,31.854235,8.65446,101.00486,
FCR,2016,2016-06-28 08:27:00,0.405,23.0506,3.8442,2.03,31.883515,8.6754,101.25616,
FCR,2016,2016-06-28 08:27:00,0.415,23.055,3.8682,2.0327,31.914717,8.68271,101.35,
FCR,2016,2016-06-28 08:27:00,0.424,23.0607,3.9041,2.0326,31.932109,8.68969,101.44239,
FCR,2016,2016-06-28 08:27:00,0.434,23.0679,3.9333,2.0319,31.94033,8.69416,101.50845,
FCR,2016,2016-06-28 08:27:00,0.446,23.0762,3.9499,2.0371,31.939567,8.69351,101.51682,
FCR,2016,2016-06-28 08:27:00,0.455,23.0851,3.9605,2.0441,31.931623,8.69636,101.56722,
FCR,2016,2016-06-28 08:27:00,0.462,23.0937,3.9682,2.0489,31.918386,8.70027,101.62942,
FCR,2016,2016-06-28 08:27:00,0.468,23.1014,3.9734,2.0563,31.906348,8.70341,101.68101,
FCR,2016,2016-06-28 08:27:00,0.477,23.1077,3.9787,2.0693,31.902322,8.70664,101.7309,
FCR,2016,2016-06-28 08:27:00,0.499,23.1127,3.9871,2.0915,31.903228,8.71209,101.80412,
FCR,2016,2016-06-28 08:27:00,0.522,23.1167,4.0002,2.13,31.903297,8.71634,101.86151,
FCR,2016,2016-06-28 08:27:00,0.533,23.1199,4.0162,2.1788,31.898538,8.7234,101.95026,
FCR,2016,2016-06-28 08:27:00,0.536,23.1224,4.0304,2.2123,31.893695,8.73043,102.03726,
FCR,2016,2016-06-28 08:27:00,0.533,23.1246,4.0425,2.213,31.89349,8.74101,102.16514,
FCR,2016,2016-06-28 08:27:00,0.53,23.1262,4.0549,2.1821,31.895865,8.7501,102.27451,
FCR,2016,2016-06-28 08:27:00,0.532,23.1269,4.0667,2.1355,31.895439,8.76471,102.44659,
FCR,2016,2016-06-28 08:27:00,0.542,23.1266,4.0724,2.094,31.894103,8.77554,102.57261,
FCR,2016,2016-06-28 08:27:00,0.549,23.1254,4.0688,2.0625,31.897515,8.7874,102.70892,
FCR,2016,2016-06-28 08:27:00,0.552,23.1236,4.0555,2.0418,31.894559,8.79822,102.83188,
FCR,2016,2016-06-28 08:27:00,0.552,23.1221,4.0375,2.0297,31.882442,8.81098,102.97803,
FCR,2016,2016-06-28 08:27:00,0.554,23.1216,4.0254,2.0219,31.875971,8.81966,103.07848,
FCR,2016,2016-06-28 08:27:00,0.562,23.1224,4.0259,2.0232,31.881437,8.82312,103.12055,
FCR,2016,2016-06-28 08:27:00,0.573,23.1242,4.0414,2.0294,31.890278,8.80762,102.94287,
FCR,2016,2016-06-28 08:27:00,0.586,23.1265,4.0662,2.0319,31.888817,8.77469,102.56252,
FCR,2016,2016-06-28 08:27:00,0.597,23.1291,4.0882,2.0323,31.88468,8.71231,101.83836,
FCR,2016,2016-06-28 08:27:00,0.609,23.1316,4.1073,2.0298,31.882777,8.62586,100.83264,
FCR,2016,2016-06-28 08:27:00,0.622,23.134,4.1295,2.0236,31.880597,8.48238,99.15992,
FCR,2016,2016-06-28 08:27:00,0.635,23.1361,4.1609,2.0189,31.887579,8.29463,96.96889,
FCR,2016,2016-06-28 08:27:00,0.645,23.138,4.1987,2.0213,31.897569,8.11255,94.8437,
FCR,2016,2016-06-28 08:27:00,0.653,23.1397,4.2267,2.0282,31.905214,7.94646,92.90494,
FCR,2016,2016-06-28 08:27:00,0.664,23.1412,4.2366,2.0298,31.908543,7.78591,91.03046,
FCR,2016,2016-06-28 08:27:00,0.676,23.1428,4.2294,2.0277,31.900428,7.63316,89.24734,
FCR,2016,2016-06-28 08:27:00,0.689,23.1442,4.2119,2.0259,31.894739,7.48909,87.5652,
FCR,2016,2016-06-28 08:27:00,0.705,23.1455,4.1958,2.0206,31.899979,7.35752,86.02887,
FCR,2016,2016-06-28 08:27:00,0.72,23.1466,4.1854,2.0115,31.90953,7.24974,84.77038,
FCR,2016,2016-06-28 08:27:00,0.739,23.1476,4.1805,2.0052,31.925937,7.15229,83.63259,
FCR,2016,2016-06-28 08:27:00,0.757,23.1486,4.1817,2.0013,31.943555,7.06435,82.60579,
FCR,2016,2016-06-28 08:27:00,0.776,23.1496,4.1887,1.9953,31.951049,6.98626,81.6942,
FCR,2016,2016-06-28 08:27:00,0.787,23.1506,4.204,1.9924,31.946407,6.91667,80.88197,
FCR,2016,2016-06-28 08:27:00,0.795,23.1514,4.2326,1.9953,31.942421,6.8504,80.10833,
FCR,2016,2016-06-28 08:27:00,0.803,23.152,4.2686,1.9991,31.950056,6.79669,79.48113,
FCR,2016,2016-06-28 08:27:00,0.812,23.1527,4.2941,2.0001,31.957316,6.74228,78.84589,
FCR,2016,2016-06-28 08:27:00,0.825,23.1533,4.3033,1.9998,31.958121,6.69914,78.34222,
FCR,2016,2016-06-28 08:27:00,0.841,23.1538,4.2993,1.9993,31.962706,6.65587,77.83705,
FCR,2016,2016-06-28 08:27:00,0.855,23.1543,4.2809,1.9984,31.976304,6.61461,77.35518,
FCR,2016,2016-06-28 08:27:00,0.869,23.1547,4.2577,2.0003,31.992519,6.58227,76.97756,
FCR,2016,2016-06-28 08:27:00,0.879,23.155,4.2495,2.0044,32.001644,6.54798,76.57705,
FCR,2016,2016-06-28 08:27:00,0.89,23.1555,4.2641,2.0038,32.004109,6.51798,76.22695,
FCR,2016,2016-06-28 08:27:00,0.903,23.156,4.3042,1.9995,32.010593,6.4824,75.81148,
FCR,2016,2016-06-28 08:27:00,0.915,23.1565,4.3607,1.9982,32.02082,6.46065,75.55785,
FCR,2016,2016-06-28 08:27:00,0.928,23.1569,4.4061,1.9963,32.027496,6.43447,75.25231,
FCR,2016,2016-06-28 08:27:00,0.946,23.1575,4.4302,1.9921,32.030397,6.40902,74.95547,
FCR,2016,2016-06-28 08:27:00,0.967,23.1581,4.4407,1.9948,32.030297,6.3861,74.6883,
FCR,2016,2016-06-28 08:27:00,0.985,23.1588,4.442,2.0039,32.033183,6.3659,74.453,
FCR,2016,2016-06-28 08:27:00,1.001,23.1596,4.4334,2.0103,32.041827,6.34231,74.1782,
FCR,2016,2016-06-28 08:27:00,1.011,23.1602,4.4128,2.0125,32.046509,6.32649,73.99404,
FCR,2016,2016-06-28 08:27:00,1.025,23.1606,4.3769,2.011,32.040461,6.30869,73.78641,
FCR,2016,2016-06-28 08:27:00,1.039,23.1609,4.3325,2.0054,32.028082,6.2864,73.52613,
FCR,2016,2016-06-28 08:27:00,1.047,23.161,4.2988,2.0011,32.018098,6.2674,73.30398,
FCR,2016,2016-06-28 08:27:00,1.055,23.1611,4.2824,2.0025,32.015863,6.24602,73.05414,
FCR,2016,2016-06-28 08:27:00,1.064,23.1611,4.2808,2.0033,32.020781,6.22507,72.80903,
FCR,2016,2016-06-28 08:27:00,1.076,23.1611,4.2967,2.0025,32.020134,6.20579,72.58354,
FCR,2016,2016-06-28 08:27:00,1.086,23.1611,4.3264,2.0114,32.001723,6.18313,72.31857,
FCR,2016,2016-06-28 08:27:00,1.093,23.1611,4.3584,2.0323,31.978678,6.15378,71.97531,
FCR,2016,2016-06-28 08:27:00,1.099,23.161,4.3908,2.0638,31.970908,6.12441,71.63157,
FCR,2016,2016-06-28 08:27:00,1.106,23.1611,4.4324,2.1145,31.970328,6.08844,71.21102,
FCR,2016,2016-06-28 08:27:00,1.114,23.1612,4.4785,2.1749,31.962755,6.05731,70.84704,
FCR,2016,2016-06-28 08:27:00,1.125,23.1613,4.5079,2.2178,31.95619,6.02849,70.51013,
FCR,2016,2016-06-28 08:27:00,1.133,23.1615,4.5107,2.2396,31.964917,6.00035,70.18125,
FCR,2016,2016-06-28 08:27:00,1.143,23.1616,4.4874,2.2507,31.989258,5.97519,69.88713,
FCR,2016,2016-06-28 08:27:00,1.157,23.1617,4.4505,2.2506,32.007644,5.95128,69.60764,
FCR,2016,2016-06-28 08:27:00,1.168,23.1617,4.4229,2.2371,32.016962,5.93298,69.39359,
FCR,2016,2016-06-28 08:27:00,1.177,23.1616,4.4125,2.21,32.037734,5.91342,69.16466,
FCR,2016,2016-06-28 08:27:00,1.188,23.1614,4.4179,2.1655,32.057461,5.89977,69.00479,
FCR,2016,2016-06-28 08:27:00,1.198,23.1612,4.4334,2.1088,32.047331,5.88499,68.83159,
FCR,2016,2016-06-28 08:27:00,1.206,23.161,4.4457,2.0604,32.020677,5.87953,68.76745,
FCR,2016,2016-06-28 08:27:00,1.213,23.1608,4.4501,2.0336,32.008473,5.87032,68.65954,
FCR,2016,2016-06-28 08:27:00,1.223,23.1606,4.4495,2.0224,32.003455,5.86839,68.63661,
FCR,2016,2016-06-28 08:27:00,1.233,23.1603,4.4435,2.0159,31.988251,5.86752,68.62605,
FCR,2016,2016-06-28 08:27:00,1.244,23.16,4.4344,2.0157,31.972836,5.86278,68.57024,
FCR,2016,2016-06-28 08:27:00,1.256,23.1596,4.4277,2.0218,31.969134,5.86061,68.54432,
FCR,2016,2016-06-28 08:27:00,1.268,23.1592,4.4244,2.021,31.978163,5.86395,68.5829,
FCR,2016,2016-06-28 08:27:00,1.281,23.1587,4.4228,2.0095,31.998322,5.86769,68.62599,
FCR,2016,2016-06-28 08:27:00,1.292,23.1581,4.4232,2.0004,32.018952,5.87216,68.67752,
FCR,2016,2016-06-28 08:27:00,1.3,23.1575,4.4262,1.9992,32.029519,5.86864,68.63553,
FCR,2016,2016-06-28 08:27:00,1.31,23.1567,4.4321,2,32.032843,5.86483,68.58994,
FCR,2016,2016-06-28 08:27:00,1.322,23.1558,4.443,2.0005,32.033817,5.8607,68.54051,
FCR,2016,2016-06-28 08:27:00,1.334,23.1548,4.4588,2.0021,32.026689,5.85238,68.44184,
FCR,2016,2016-06-28 08:27:00,1.347,23.1537,4.4753,2.0018,32.021584,5.84004,68.29611,
FCR,2016,2016-06-28 08:27:00,1.361,23.1523,4.4905,1.9995,32.03117,5.82103,68.07203,
FCR,2016,2016-06-28 08:27:00,1.373,23.1506,4.5073,1.998,32.043973,5.8064,67.89879,
FCR,2016,2016-06-28 08:27:00,1.388,23.1483,4.5256,1.9958,32.053386,5.79073,67.71256,
FCR,2016,2016-06-28 08:27:00,1.402,23.1453,4.5398,1.9947,32.05791,5.7797,67.57978,
FCR,2016,2016-06-28 08:27:00,1.418,23.141,4.5491,1.9965,32.054744,5.76084,67.35379,
FCR,2016,2016-06-28 08:27:00,1.435,23.1354,4.5572,1.9949,32.039035,5.75169,67.23966,
FCR,2016,2016-06-28 08:27:00,1.452,23.1284,4.5686,1.9884,32.012606,5.7416,67.11279,
FCR,2016,2016-06-28 08:27:00,1.465,23.1202,4.5797,1.9877,31.99647,5.73443,67.01855,
FCR,2016,2016-06-28 08:27:00,1.48,23.111,4.5773,1.9939,31.998348,5.72134,66.85391,
FCR,2016,2016-06-28 08:27:00,1.494,23.1009,4.5505,1.9983,31.994691,5.70745,66.67883,
FCR,2016,2016-06-28 08:27:00,1.503,23.0891,4.489,1.9986,31.986528,5.69517,66.52056,
FCR,2016,2016-06-28 08:27:00,1.511,23.075,4.4066,1.9994,31.999741,5.68186,66.34739,
FCR,2016,2016-06-28 08:27:00,1.521,23.0594,4.3434,2.0056,32.02182,5.66702,66.15452,
FCR,2016,2016-06-28 08:27:00,1.529,23.0437,4.3123,2.012,32.034599,5.6553,65.99805,
FCR,2016,2016-06-28 08:27:00,1.538,23.0286,4.3015,2.0146,32.041488,5.64572,65.86735,
FCR,2016,2016-06-28 08:27:00,1.545,23.0144,4.3025,2.014,32.036306,5.63384,65.71108,
FCR,2016,2016-06-28 08:27:00,1.554,23.0019,4.3093,2.0101,32.019675,5.62837,65.63172,
FCR,2016,2016-06-28 08:27:00,1.562,22.9914,4.32,2.0064,32.009207,5.62065,65.52859,
FCR,2016,2016-06-28 08:27:00,1.57,22.9824,4.3374,2.0076,32.014135,5.61445,65.44516,
FCR,2016,2016-06-28 08:27:00,1.58,22.9737,4.3594,2.0164,32.023747,5.61818,65.47791,
FCR,2016,2016-06-28 08:27:00,1.588,22.9644,4.3759,2.0305,32.030585,5.62599,65.55727,
FCR,2016,2016-06-28 08:27:00,1.596,22.9545,4.3825,2.0503,32.036471,5.63632,65.66534,
FCR,2016,2016-06-28 08:27:00,1.604,22.9446,4.3821,2.0799,32.034958,5.64437,65.74673,
FCR,2016,2016-06-28 08:27:00,1.615,22.9346,4.3767,2.1226,32.01963,5.64354,65.7246,
FCR,2016,2016-06-28 08:27:00,1.624,22.924,4.3681,2.1704,31.998423,5.64883,65.77294,
FCR,2016,2016-06-28 08:27:00,1.634,22.9128,4.3592,2.2005,31.991738,5.65697,65.8538,
FCR,2016,2016-06-28 08:27:00,1.645,22.9019,4.3511,2.2026,32.003806,5.66305,65.91085,
FCR,2016,2016-06-28 08:27:00,1.656,22.8923,4.3414,2.1784,32.023814,5.66119,65.87718,
FCR,2016,2016-06-28 08:27:00,1.667,22.8836,4.3309,2.1444,32.045072,5.65247,65.7649,
FCR,2016,2016-06-28 08:27:00,1.678,22.8743,4.3263,2.1258,32.061223,5.64096,65.61936,
FCR,2016,2016-06-28 08:27:00,1.691,22.8634,4.3313,2.1223,32.060539,5.62656,65.4383,
FCR,2016,2016-06-28 08:27:00,1.705,22.8512,4.3453,2.134,32.030811,5.61344,65.27058,
FCR,2016,2016-06-28 08:27:00,1.719,22.8383,4.3669,2.1641,31.992171,5.6002,65.10059,
FCR,2016,2016-06-28 08:27:00,1.728,22.825,4.3935,2.1862,31.980414,5.5937,65.00865,
FCR,2016,2016-06-28 08:27:00,1.741,22.8115,4.4273,2.1811,31.996412,5.59095,64.95995,
FCR,2016,2016-06-28 08:27:00,1.753,22.7982,4.4799,2.1544,32.02439,5.59752,65.0199,
FCR,2016,2016-06-28 08:27:00,1.763,22.7854,4.5473,2.1171,32.051765,5.6054,65.09554,
FCR,2016,2016-06-28 08:27:00,1.774,22.773,4.6045,2.0823,32.061785,5.62259,65.27979,
FCR,2016,2016-06-28 08:27:00,1.786,22.7612,4.6441,2.0567,32.057121,5.63892,65.45468,
FCR,2016,2016-06-28 08:27:00,1.796,22.75,4.678,2.0426,32.062586,5.65232,65.59617,
FCR,2016,2016-06-28 08:27:00,1.803,22.739,4.7164,2.0408,32.093665,5.66501,65.72973,
FCR,2016,2016-06-28 08:27:00,1.815,22.7281,4.7576,2.0497,32.138604,5.67202,65.79744,
FCR,2016,2016-06-28 08:27:00,1.825,22.7172,4.7884,2.0683,32.177318,5.68275,65.90819,
FCR,2016,2016-06-28 08:27:00,1.834,22.7066,4.8059,2.0957,32.20209,5.68897,65.96704,
FCR,2016,2016-06-28 08:27:00,1.847,22.697,4.8167,2.1371,32.213513,5.69675,66.04511,
FCR,2016,2016-06-28 08:27:00,1.857,22.6888,4.8233,2.1907,32.22666,5.69772,66.04611,
FCR,2016,2016-06-28 08:27:00,1.866,22.6815,4.8272,2.2367,32.251048,5.69649,66.02262,
FCR,2016,2016-06-28 08:27:00,1.876,22.6748,4.8298,2.2633,32.269129,5.69833,66.03556,
FCR,2016,2016-06-28 08:27:00,1.887,22.6688,4.8301,2.2786,32.267685,5.70056,66.05375,
FCR,2016,2016-06-28 08:27:00,1.902,22.6637,4.8272,2.2936,32.26437,5.69973,66.03778,
FCR,2016,2016-06-28 08:27:00,1.916,22.6595,4.8214,2.3067,32.270326,5.69453,65.97228,
FCR,2016,2016-06-28 08:27:00,1.927,22.6558,4.8128,2.3087,32.275115,5.68103,65.81117,
FCR,2016,2016-06-28 08:27:00,1.935,22.6523,4.7997,2.3024,32.274,5.66442,65.61443,
FCR,2016,2016-06-28 08:27:00,1.945,22.6484,4.7837,2.2953,32.266684,5.64931,65.43448,
FCR,2016,2016-06-28 08:27:00,1.953,22.644,4.7683,2.2844,32.257229,5.62975,65.20246,
FCR,2016,2016-06-28 08:27:00,1.96,22.6394,4.7514,2.2714,32.249126,5.61082,64.97757,
FCR,2016,2016-06-28 08:27:00,1.966,22.6354,4.7286,2.2653,32.246227,5.59396,64.77732,
FCR,2016,2016-06-28 08:27:00,1.97,22.6326,4.695,2.2633,32.259785,5.57713,64.57898,
FCR,2016,2016-06-28 08:27:00,1.975,22.6315,4.6561,2.2605,32.287403,5.5688,64.48121,
FCR,2016,2016-06-28 08:27:00,1.983,22.6321,4.6305,2.2617,32.308385,5.55569,64.33007,
FCR,2016,2016-06-28 08:27:00,1.99,22.634,4.6276,2.2661,32.312291,5.54256,64.18043,
FCR,2016,2016-06-28 08:27:00,1.998,22.6366,4.6462,2.2647,32.306176,5.53686,64.11757,
FCR,2016,2016-06-28 08:27:00,2.005,22.6397,4.6769,2.2571,32.300434,5.52583,63.99361,
FCR,2016,2016-06-28 08:27:00,2.013,22.643,4.7024,2.248,32.291531,5.51716,63.89721,
FCR,2016,2016-06-28 08:27:00,2.021,22.6463,4.7183,2.2316,32.279096,5.50524,63.7632,
FCR,2016,2016-06-28 08:27:00,2.028,22.6494,4.7303,2.1944,32.28186,5.49653,63.66608,
FCR,2016,2016-06-28 08:27:00,2.034,22.6523,4.74,2.1459,32.302566,5.49153,63.61165,
FCR,2016,2016-06-28 08:27:00,2.042,22.6548,4.7439,2.1155,32.324687,5.48293,63.51515,
FCR,2016,2016-06-28 08:27:00,2.05,22.6572,4.738,2.1147,32.33007,5.48896,63.5879,
FCR,2016,2016-06-28 08:27:00,2.058,22.6592,4.7202,2.1453,32.320151,5.49834,63.69902,
FCR,2016,2016-06-28 08:27:00,2.065,22.661,4.6952,2.1974,32.316338,5.50914,63.82624,
FCR,2016,2016-06-28 08:27:00,2.073,22.6622,4.671,2.2378,32.325631,5.51945,63.94717,
FCR,2016,2016-06-28 08:27:00,2.081,22.6629,4.644,2.2534,32.3465,5.52717,64.03753,
FCR,2016,2016-06-28 08:27:00,2.088,22.6625,4.6059,2.2608,32.376491,5.53692,64.14998,
FCR,2016,2016-06-28 08:27:00,2.095,22.6606,4.5494,2.2746,32.401555,5.54717,64.2664,
FCR,2016,2016-06-28 08:27:00,2.102,22.6576,4.4813,2.2951,32.414347,5.55226,64.32164,
FCR,2016,2016-06-28 08:27:00,2.108,22.6537,4.4246,2.3198,32.422285,5.55651,64.3662,
FCR,2016,2016-06-28 08:27:00,2.114,22.6491,4.3859,2.3528,32.427486,5.56707,64.48287,
FCR,2016,2016-06-28 08:27:00,2.123,22.6442,4.3554,2.3997,32.425325,5.57617,64.58217,
FCR,2016,2016-06-28 08:27:00,2.133,22.6392,4.3291,2.4512,32.415225,5.5827,64.65159,
FCR,2016,2016-06-28 08:27:00,2.142,22.6341,4.3102,2.49,32.414537,5.58222,64.63984,
FCR,2016,2016-06-28 08:27:00,2.149,22.6284,4.2992,2.5128,32.435101,5.57306,64.52673,
FCR,2016,2016-06-28 08:27:00,2.156,22.6214,4.2917,2.5234,32.448329,5.55879,64.35294,
FCR,2016,2016-06-28 08:27:00,2.163,22.6133,4.2834,2.5281,32.443716,5.55722,64.32478,
FCR,2016,2016-06-28 08:27:00,2.171,22.6047,4.2713,2.535,32.446091,5.54974,64.22766,
FCR,2016,2016-06-28 08:27:00,2.177,22.5964,4.2524,2.5424,32.462097,5.5358,64.05616,
FCR,2016,2016-06-28 08:27:00,2.182,22.5891,4.2213,2.5444,32.47997,5.52606,63.93454,
FCR,2016,2016-06-28 08:27:00,2.189,22.5833,4.1824,2.5449,32.490445,5.51072,63.75008,
FCR,2016,2016-06-28 08:27:00,2.196,22.579,4.1518,2.5451,32.500324,5.5007,63.62895,
FCR,2016,2016-06-28 08:27:00,2.2,22.5758,4.1335,2.543,32.51625,5.48815,63.4799,
FCR,2016,2016-06-28 08:27:00,2.205,22.5738,4.1239,2.5458,32.528438,5.47953,63.37775,
FCR,2016,2016-06-28 08:27:00,2.211,22.5728,4.1216,2.5567,32.540138,5.47221,63.29185,
FCR,2016,2016-06-28 08:27:00,2.217,22.5725,4.1252,2.5705,32.558479,5.47013,63.26741,
FCR,2016,2016-06-28 08:27:00,2.222,22.5725,4.1341,2.5876,32.570312,5.46225,63.17631,
FCR,2016,2016-06-28 08:27:00,2.227,22.5725,4.1494,2.6158,32.568772,5.4575,63.12142,
FCR,2016,2016-06-28 08:27:00,2.234,22.5723,4.1756,2.6604,32.565473,5.45559,63.09899,
FCR,2016,2016-06-28 08:27:00,2.241,22.5712,4.2087,2.7126,32.57557,5.45695,63.11342,
FCR,2016,2016-06-28 08:27:00,2.247,22.5694,4.2316,2.7591,32.591735,5.45658,63.10702,
FCR,2016,2016-06-28 08:27:00,2.255,22.5671,4.2369,2.7937,32.606252,5.45967,63.13997,
FCR,2016,2016-06-28 08:27:00,2.262,22.5643,4.2267,2.8144,32.624997,5.46287,63.17355,
FCR,2016,2016-06-28 08:27:00,2.27,22.5607,4.2075,2.8301,32.64495,5.46617,63.20746,
FCR,2016,2016-06-28 08:27:00,2.277,22.5563,4.1911,2.8496,32.659407,5.46379,63.17458,
FCR,2016,2016-06-28 08:27:00,2.283,22.5512,4.1821,2.8688,32.66621,5.46314,63.16096,
FCR,2016,2016-06-28 08:27:00,2.289,22.5456,4.178,2.8929,32.681202,5.4648,63.17334,
FCR,2016,2016-06-28 08:27:00,2.294,22.5396,4.1773,2.9238,32.714396,5.47167,63.24554,
FCR,2016,2016-06-28 08:27:00,2.301,22.5337,4.1785,2.9479,32.742573,5.4768,63.29768,
FCR,2016,2016-06-28 08:27:00,2.306,22.5285,4.1796,2.959,32.753203,5.47764,63.30112,
FCR,2016,2016-06-28 08:27:00,2.313,22.5236,4.1821,2.9568,32.765155,5.48154,63.34022,
FCR,2016,2016-06-28 08:27:00,2.321,22.5183,4.1894,2.9384,32.779613,5.48936,63.42418,
FCR,2016,2016-06-28 08:27:00,2.329,22.5123,4.199,2.9068,32.780388,5.5053,63.60109,
FCR,2016,2016-06-28 08:27:00,2.337,22.5061,4.2033,2.8753,32.767687,5.51404,63.69451,
FCR,2016,2016-06-28 08:27:00,2.347,22.4996,4.2006,2.8561,32.754158,5.53335,63.90963,
FCR,2016,2016-06-28 08:27:00,2.355,22.4928,4.1929,2.8499,32.752226,5.57945,64.43371,
FCR,2016,2016-06-28 08:27:00,2.362,22.4862,4.1803,2.8481,32.757368,5.65224,65.26601,
FCR,2016,2016-06-28 08:27:00,2.37,22.4798,4.1652,2.848,32.762939,5.71819,66.01947,
FCR,2016,2016-06-28 08:27:00,2.379,22.4731,4.1481,2.8519,32.784453,5.78551,66.78814,
FCR,2016,2016-06-28 08:27:00,2.387,22.4653,4.1237,2.854,32.815621,5.87402,67.7998,
FCR,2016,2016-06-28 08:27:00,2.395,22.4552,4.0931,2.8512,32.828676,5.98791,69.10105,
FCR,2016,2016-06-28 08:27:00,2.404,22.442,4.067,2.8555,32.825096,6.09399,70.30743,
FCR,2016,2016-06-28 08:27:00,2.409,22.4274,4.0481,2.8748,32.817954,6.21441,71.67677,
FCR,2016,2016-06-28 08:27:00,2.414,22.4152,4.029,2.9019,32.815369,6.34848,73.20603,
FCR,2016,2016-06-28 08:27:00,2.418,22.408,4.0072,2.9323,32.832686,6.46941,74.59026,
FCR,2016,2016-06-28 08:27:00,2.423,22.4056,3.989,2.9617,32.866506,6.56269,75.66223,
FCR,2016,2016-06-28 08:27:00,2.428,22.4079,3.9773,2.9831,32.893776,6.6407,76.56497,
FCR,2016,2016-06-28 08:27:00,2.433,22.4157,3.9673,2.994,32.919765,6.6747,76.96849,
FCR,2016,2016-06-28 08:27:00,2.438,22.4279,3.9527,2.9986,32.951402,6.70787,77.36908,
FCR,2016,2016-06-28 08:27:00,2.443,22.4403,3.9345,3.0016,32.969061,6.74084,77.76785,
FCR,2016,2016-06-28 08:27:00,2.447,22.4504,3.9182,2.9956,32.961417,6.77595,78.18799,
FCR,2016,2016-06-28 08:27:00,2.451,22.4588,3.9048,2.9768,32.948478,6.80122,78.49219,
FCR,2016,2016-06-28 08:27:00,2.458,22.4672,3.892,2.9437,32.960868,6.79984,78.48885,
FCR,2016,2016-06-28 08:27:00,2.466,22.4754,3.8794,2.9023,32.983853,6.79634,78.46071,
FCR,2016,2016-06-28 08:27:00,2.474,22.4818,3.8706,2.8769,32.987484,6.79567,78.46256,
FCR,2016,2016-06-28 08:27:00,2.48,22.4843,3.8677,2.8781,32.978742,6.79045,78.40607,
FCR,2016,2016-06-28 08:27:00,2.488,22.4826,3.87,2.9004,32.973337,6.77963,78.27865,
FCR,2016,2016-06-28 08:27:00,2.493,22.4787,3.8767,2.9327,32.977846,6.77025,78.16445,
FCR,2016,2016-06-28 08:27:00,2.5,22.4749,3.8892,2.9605,32.983448,6.76907,78.14513,
FCR,2016,2016-06-28 08:27:00,2.507,22.4716,3.9115,2.9799,32.98362,6.7546,77.97323,
FCR,2016,2016-06-28 08:27:00,2.514,22.468,3.9496,2.9914,32.966382,6.75021,77.91715,
FCR,2016,2016-06-28 08:27:00,2.52,22.4632,3.9967,3.0017,32.935154,6.73496,77.73405,
FCR,2016,2016-06-28 08:27:00,2.527,22.4569,4.0333,3.0135,32.933723,6.72897,77.65545,
FCR,2016,2016-06-28 08:27:00,2.532,22.45,4.0525,3.0183,32.965716,6.70943,77.41975,
FCR,2016,2016-06-28 08:27:00,2.54,22.4433,4.0583,3.0164,32.999577,6.68287,77.10346,
FCR,2016,2016-06-28 08:27:00,2.548,22.4365,4.0526,3.0153,33.022286,6.64735,76.68369,
FCR,2016,2016-06-28 08:27:00,2.555,22.4287,4.0395,3.0159,33.037896,6.59623,76.08255,
FCR,2016,2016-06-28 08:27:00,2.56,22.4185,4.0236,3.0159,33.056583,6.54293,75.45307,
FCR,2016,2016-06-28 08:27:00,2.567,22.4047,4.0045,3.0201,33.079319,6.49533,74.88433,
FCR,2016,2016-06-28 08:27:00,2.574,22.3864,3.9778,3.0316,33.100142,6.45267,74.36655,
FCR,2016,2016-06-28 08:27:00,2.583,22.3645,3.9478,3.048,33.11859,6.42005,73.95954,
FCR,2016,2016-06-28 08:27:00,2.591,22.3422,3.9301,3.0667,33.143593,6.40209,73.72116,
FCR,2016,2016-06-28 08:27:00,2.599,22.3227,3.9333,3.0894,33.171795,6.39364,73.59632,
FCR,2016,2016-06-28 08:27:00,2.604,22.3073,3.9592,3.1254,33.180651,6.38287,73.45066,
FCR,2016,2016-06-28 08:27:00,2.61,22.2956,3.9969,3.1741,33.172522,6.3714,73.30225,
FCR,2016,2016-06-28 08:27:00,2.616,22.2862,4.0221,3.2267,33.171298,6.35558,73.10709,
FCR,2016,2016-06-28 08:27:00,2.624,22.2767,4.0262,3.2847,33.178654,6.34098,72.9258,
FCR,2016,2016-06-28 08:27:00,2.634,22.264,4.0108,3.3497,33.184526,6.32656,72.74227,
FCR,2016,2016-06-28 08:27:00,2.643,22.2463,3.9834,3.4185,33.198496,6.31942,72.63552,
FCR,2016,2016-06-28 08:27:00,2.652,22.2243,3.9627,3.4821,33.222285,6.3366,72.80225,
FCR,2016,2016-06-28 08:27:00,2.661,22.2015,3.9556,3.5333,33.242191,6.36395,73.08445,
FCR,2016,2016-06-28 08:27:00,2.67,22.181,3.9583,3.5778,33.265528,6.38719,73.32249,
FCR,2016,2016-06-28 08:27:00,2.68,22.1642,3.9727,3.6297,33.288496,6.41926,73.66682,
