Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,TURB_ntu,COMD_uScm,DO_mgL,PSAT,
FCR,2016,2016-05-30 08:16:00,0.523,20.8183,2.4243,1.8758,28.311596,9.5661,106.94725,
FCR,2016,2016-05-30 08:16:00,0.512,20.817,2.421,1.8795,28.351241,9.57479,107.04168,
FCR,2016,2016-05-30 08:16:00,0.508,20.8135,2.4119,1.891,28.358673,9.57745,107.06404,
FCR,2016,2016-05-30 08:16:00,0.508,20.8086,2.4034,1.9086,28.325853,9.58582,107.14731,
FCR,2016,2016-05-30 08:16:00,0.519,20.8029,2.3974,1.9395,28.272086,9.58323,107.10637,
FCR,2016,2016-05-30 08:16:00,0.541,20.7972,2.3938,1.9861,28.227119,9.57773,107.03291,
FCR,2016,2016-05-30 08:16:00,0.555,20.7928,2.3932,2.038,28.199002,9.57643,107.0091,
FCR,2016,2016-05-30 08:16:00,0.556,20.7909,2.3938,2.0815,28.190256,9.57446,106.98309,
FCR,2016,2016-05-30 08:16:00,0.565,20.7917,2.3941,2.11,28.208568,9.57237,106.96148,
FCR,2016,2016-05-30 08:16:00,0.581,20.7941,2.3938,2.1264,28.248802,9.57525,106.99869,
FCR,2016,2016-05-30 08:16:00,0.597,20.7963,2.3932,2.1385,28.295635,9.58789,107.14458,
FCR,2016,2016-05-30 08:16:00,0.615,20.7965,2.3935,2.1462,28.321477,9.59284,107.20029,
FCR,2016,2016-05-30 08:16:00,0.636,20.7932,2.3968,2.147,28.313179,9.60932,107.37759,
FCR,2016,2016-05-30 08:16:00,0.658,20.786,2.4039,2.1445,28.290572,9.63128,107.60774,
FCR,2016,2016-05-30 08:16:00,0.684,20.776,2.4139,2.1414,28.277688,9.64802,107.7736,
FCR,2016,2016-05-30 08:16:00,0.714,20.7646,2.423,2.1369,28.279106,9.66409,107.92899,
FCR,2016,2016-05-30 08:16:00,0.742,20.7532,2.4281,2.1321,28.291196,9.68298,108.11571,
FCR,2016,2016-05-30 08:16:00,0.762,20.7426,2.4279,2.1327,28.315179,9.70426,108.33073,
FCR,2016,2016-05-30 08:16:00,0.778,20.7322,2.4211,2.1364,28.339415,9.74431,108.7556,
FCR,2016,2016-05-30 08:16:00,0.798,20.7213,2.4103,2.1374,28.354334,9.81186,109.48615,
FCR,2016,2016-05-30 08:16:00,0.824,20.7086,2.4014,2.1371,28.349887,9.91578,110.61806,
FCR,2016,2016-05-30 08:16:00,0.849,20.6921,2.3957,2.14,28.332904,10.05528,112.13801,
FCR,2016,2016-05-30 08:16:00,0.867,20.6708,2.3919,2.1446,28.332922,10.2117,113.83475,
FCR,2016,2016-05-30 08:16:00,0.888,20.6462,2.3898,2.1475,28.345938,10.35524,115.37894,
FCR,2016,2016-05-30 08:16:00,0.911,20.6201,2.3889,2.1529,28.365403,10.44724,116.3443,
FCR,2016,2016-05-30 08:16:00,0.937,20.5919,2.389,2.1589,28.414544,10.51687,117.05479,
FCR,2016,2016-05-30 08:16:00,0.967,20.5595,2.389,2.1614,28.506465,10.52967,117.12247,
FCR,2016,2016-05-30 08:16:00,0.994,20.5205,2.3875,2.1666,28.641629,10.47389,116.41261,
FCR,2016,2016-05-30 08:16:00,1.019,20.4738,2.3856,2.1782,28.811992,10.35449,114.97964,
FCR,2016,2016-05-30 08:16:00,1.042,20.4207,2.3835,2.1949,29.000861,10.2445,113.63919,
FCR,2016,2016-05-30 08:16:00,1.07,20.3638,2.3787,2.221,29.182448,10.21047,113.13465,
FCR,2016,2016-05-30 08:16:00,1.098,20.3073,2.3688,2.267,29.296959,10.26875,113.65335,
FCR,2016,2016-05-30 08:16:00,1.123,20.2559,2.3563,2.3188,29.298774,10.39198,114.90046,
FCR,2016,2016-05-30 08:16:00,1.149,20.2126,2.3469,2.3433,29.180362,10.5375,116.40955,
FCR,2016,2016-05-30 08:16:00,1.175,20.1773,2.3417,2.3367,28.96225,10.67492,117.84513,
FCR,2016,2016-05-30 08:16:00,1.203,20.1479,2.3395,2.3076,28.744588,10.77487,118.87912,
FCR,2016,2016-05-30 08:16:00,1.231,20.1211,2.3393,2.2631,28.673738,10.84543,119.59401,
FCR,2016,2016-05-30 08:16:00,1.251,20.0943,2.3414,2.2244,28.766875,10.87589,119.86619,
FCR,2016,2016-05-30 08:16:00,1.27,20.0655,2.3465,2.203,28.914572,10.87437,119.78102,
FCR,2016,2016-05-30 08:16:00,1.287,20.0323,2.3563,2.1968,29.068037,10.84305,119.35729,
FCR,2016,2016-05-30 08:16:00,1.309,19.9926,2.3705,2.2016,29.238136,10.77292,118.49195,
FCR,2016,2016-05-30 08:16:00,1.334,19.9459,2.3844,2.2153,29.39808,10.68995,117.47031,
FCR,2016,2016-05-30 08:16:00,1.355,19.8922,2.3949,2.2428,29.510361,10.61761,116.55071,
FCR,2016,2016-05-30 08:16:00,1.377,19.8325,2.401,2.288,29.602915,10.58534,116.05846,
FCR,2016,2016-05-30 08:16:00,1.404,19.7694,2.4015,2.3423,29.742508,10.59174,115.98267,
FCR,2016,2016-05-30 08:16:00,1.434,19.7048,2.397,2.3892,29.978388,10.64082,116.37011,
FCR,2016,2016-05-30 08:16:00,1.467,19.6399,2.3874,2.4208,30.381472,10.69833,116.84762,
FCR,2016,2016-05-30 08:16:00,1.494,19.5755,2.3678,2.4385,30.932987,10.74397,117.19529,
FCR,2016,2016-05-30 08:16:00,1.519,19.5125,2.3306,2.4517,31.431276,10.76486,117.27527,
FCR,2016,2016-05-30 08:16:00,1.547,19.4515,2.283,2.4673,31.740647,10.77761,117.27083,
FCR,2016,2016-05-30 08:16:00,1.573,19.3939,2.2475,2.4825,31.863426,10.7934,117.30707,
FCR,2016,2016-05-30 08:16:00,1.596,19.3416,2.2297,2.5015,31.862416,10.81963,117.46883,
FCR,2016,2016-05-30 08:16:00,1.623,19.2961,2.2211,2.5396,31.8556,10.86392,117.84193,
FCR,2016,2016-05-30 08:16:00,1.651,19.2567,2.2177,2.5921,31.891268,10.92031,118.35977,
FCR,2016,2016-05-30 08:16:00,1.678,19.2229,2.2167,2.6351,31.938844,10.97639,118.88674,
FCR,2016,2016-05-30 08:16:00,1.698,19.1944,2.214,2.6654,31.956896,11.03597,119.46353,
FCR,2016,2016-05-30 08:16:00,1.717,19.1707,2.205,2.6876,31.914158,11.08884,119.97857,
FCR,2016,2016-05-30 08:16:00,1.735,19.1506,2.19,2.7007,31.811259,11.13745,120.45569,
FCR,2016,2016-05-30 08:16:00,1.751,19.1304,2.1745,2.7139,31.690907,11.17439,120.80603,
FCR,2016,2016-05-30 08:16:00,1.772,19.1034,2.159,2.7353,31.585146,11.17705,120.76896,
FCR,2016,2016-05-30 08:16:00,1.793,19.0641,2.1371,2.7581,31.489822,11.13523,120.22181,
FCR,2016,2016-05-30 08:16:00,1.811,19.0119,2.1107,2.7756,31.401562,11.05873,119.27006,
FCR,2016,2016-05-30 08:16:00,1.827,18.9494,2.0924,2.7927,31.318877,10.98954,118.37429,
FCR,2016,2016-05-30 08:16:00,1.847,18.8815,2.0865,2.8173,31.253788,10.95319,117.82083,
FCR,2016,2016-05-30 08:16:00,1.867,18.8132,2.0887,2.8605,31.227021,10.97201,117.86026,
FCR,2016,2016-05-30 08:16:00,1.893,18.7483,2.099,2.9374,31.277532,11.03799,118.41316,
FCR,2016,2016-05-30 08:16:00,1.925,18.6883,2.117,3.0351,31.448854,11.10784,119.01762,
FCR,2016,2016-05-30 08:16:00,1.949,18.6334,2.1381,3.1203,31.706501,11.13627,119.18939,
FCR,2016,2016-05-30 08:16:00,1.97,18.5834,2.1612,3.194,31.956833,11.08315,118.50041,
FCR,2016,2016-05-30 08:16:00,1.992,18.5387,2.1933,3.278,32.138327,10.943,116.89571,
FCR,2016,2016-05-30 08:16:00,2.014,18.4993,2.2333,3.3684,32.215197,10.73339,114.56471,
FCR,2016,2016-05-30 08:16:00,2.038,18.4629,2.2667,3.4448,32.16184,10.49857,111.97526,
FCR,2016,2016-05-30 08:16:00,2.068,18.4266,2.2882,3.5092,32.00812,10.3225,110.01593,
FCR,2016,2016-05-30 08:16:00,2.094,18.3893,2.3036,3.5775,31.857355,10.24851,109.14419,
FCR,2016,2016-05-30 08:16:00,2.117,18.3515,2.3155,3.6475,31.777573,10.26516,109.23728,
FCR,2016,2016-05-30 08:16:00,2.142,18.3135,2.3262,3.7069,31.799609,10.33225,109.8659,
FCR,2016,2016-05-30 08:16:00,2.17,18.2751,2.3409,3.7509,31.94537,10.39148,110.40911,
FCR,2016,2016-05-30 08:16:00,2.195,18.2369,2.3641,3.7776,32.1475,10.36579,110.05024,
FCR,2016,2016-05-30 08:16:00,2.217,18.1989,2.3922,3.7916,32.317593,10.22705,108.49303,
FCR,2016,2016-05-30 08:16:00,2.24,18.1613,2.417,3.8049,32.426846,10.02219,106.23801,
FCR,2016,2016-05-30 08:16:00,2.261,18.1241,2.4365,3.8209,32.476331,9.83224,104.14518,
FCR,2016,2016-05-30 08:16:00,2.282,18.0875,2.4525,3.8463,32.455189,9.69388,102.60261,
FCR,2016,2016-05-30 08:16:00,2.305,18.0508,2.4686,3.898,32.389852,9.6376,101.93017,
FCR,2016,2016-05-30 08:16:00,2.33,18.0119,2.4858,3.9705,32.345074,9.68972,102.39971,
FCR,2016,2016-05-30 08:16:00,2.358,17.97,2.4995,4.0418,32.369045,9.84088,103.90769,
FCR,2016,2016-05-30 08:16:00,2.386,17.9262,2.5093,4.1161,32.442096,10.06491,106.17767,
FCR,2016,2016-05-30 08:16:00,2.407,17.8816,2.5202,4.2155,32.489504,10.34697,109.05316,
FCR,2016,2016-05-30 08:16:00,2.433,17.8372,2.5329,4.3459,32.491841,10.62753,111.90787,
FCR,2016,2016-05-30 08:16:00,2.459,17.7932,2.5402,4.5031,32.477791,10.87556,114.41595,
FCR,2016,2016-05-30 08:16:00,2.484,17.7497,2.5391,4.7119,32.42356,11.07324,116.39121,
FCR,2016,2016-05-30 08:16:00,2.515,17.7067,2.5309,5.0235,32.282615,11.22833,117.91674,
FCR,2016,2016-05-30 08:16:00,2.548,17.6637,2.5163,5.403,32.071489,11.33684,118.95064,
FCR,2016,2016-05-30 08:16:00,2.583,17.6197,2.4982,5.7365,31.814054,11.37334,119.22517,
FCR,2016,2016-05-30 08:16:00,2.615,17.573,2.4765,6.011,31.541876,11.3329,118.68654,
FCR,2016,2016-05-30 08:16:00,2.639,17.5219,2.444,6.2964,31.298622,11.23867,117.57528,
FCR,2016,2016-05-30 08:16:00,2.658,17.4664,2.402,6.5943,31.067525,11.08374,115.82121,
FCR,2016,2016-05-30 08:16:00,2.673,17.4068,2.3662,6.8491,30.83105,10.88376,113.59109,
FCR,2016,2016-05-30 08:16:00,2.691,17.3413,2.3412,7.0659,30.614322,10.64154,110.91221,
FCR,2016,2016-05-30 08:16:00,2.71,17.2683,2.3171,7.3024,30.44773,10.35757,107.78899,
FCR,2016,2016-05-30 08:16:00,2.733,17.1902,2.2844,7.6207,30.363006,10.02672,104.17662,
FCR,2016,2016-05-30 08:16:00,2.759,17.1107,2.2466,7.9944,30.349582,9.64904,100.08669,
FCR,2016,2016-05-30 08:16:00,2.787,17.0319,2.2181,8.3026,30.38183,9.21355,95.41264,
FCR,2016,2016-05-30 08:16:00,2.816,16.9549,2.2007,8.5219,30.452315,8.69804,89.92955,
FCR,2016,2016-05-30 08:16:00,2.846,16.8801,2.19,8.711,30.543757,8.09593,83.57364,
FCR,2016,2016-05-30 08:16:00,2.874,16.8069,2.1848,8.8595,30.636446,7.40325,76.30623,
FCR,2016,2016-05-30 08:16:00,2.896,16.7341,2.1837,8.9042,30.741067,6.62685,68.19965,
FCR,2016,2016-05-30 08:16:00,2.919,16.66,2.1868,8.8111,30.895539,5.79199,59.5152,
FCR,2016,2016-05-30 08:16:00,2.944,16.5837,2.1948,8.5485,31.098964,4.94611,50.74211,
FCR,2016,2016-05-30 08:16:00,2.972,16.5053,2.2054,8.1482,31.347464,4.12247,42.22274,
FCR,2016,2016-05-30 08:16:00,3.004,16.4267,2.2143,7.7198,31.657198,3.32894,34.03897,
FCR,2016,2016-05-30 08:16:00,3.037,16.3502,2.2201,7.2567,32.024577,2.60111,26.55391,
FCR,2016,2016-05-30 08:16:00,3.068,16.2778,2.2228,6.6366,32.463386,1.98313,20.21424,
FCR,2016,2016-05-30 08:16:00,3.095,16.2106,2.2227,5.9148,33.012471,1.48258,15.09067,
FCR,2016,2016-05-30 08:16:00,3.119,16.1491,2.2201,5.3384,33.655897,1.09528,11.134,
FCR,2016,2016-05-30 08:16:00,3.143,16.0928,2.2129,4.9689,34.378832,0.80968,8.22097,
FCR,2016,2016-05-30 08:16:00,3.17,16.0403,2.1977,4.6997,35.23374,0.60754,6.1617,
FCR,2016,2016-05-30 08:16:00,3.195,15.9901,2.1735,4.4601,36.171959,0.47315,4.79361,
FCR,2016,2016-05-30 08:16:00,3.217,15.9428,2.1444,4.2435,37.132958,0.39371,3.98485,
FCR,2016,2016-05-30 08:16:00,3.241,15.9,2.1184,4.0963,38.238686,0.35071,3.5464,
FCR,2016,2016-05-30 08:16:00,3.269,15.8616,2.0992,4.0375,39.625621,0.33715,3.40651,
FCR,2016,2016-05-30 08:16:00,3.296,15.8267,2.0844,4.0515,41.447084,0.34165,3.44943,
FCR,2016,2016-05-30 08:16:00,3.317,15.7942,2.0684,4.1065,43.930151,0.33637,3.39375,
FCR,2016,2016-05-30 08:16:00,3.34,15.7621,2.0458,4.1807,46.936837,0.33894,3.41743,
FCR,2016,2016-05-30 08:16:00,3.36,15.7259,2.0126,4.2925,49.867006,0.33334,3.3584,
FCR,2016,2016-05-30 08:16:00,3.384,15.6806,1.9604,4.4742,52.318548,0.32892,3.31067,
FCR,2016,2016-05-30 08:16:00,3.411,15.6234,1.8955,4.6953,54.319244,0.32072,3.22428,
FCR,2016,2016-05-30 08:16:00,3.436,15.555,1.8449,4.8739,56.101637,0.31699,3.18206,
FCR,2016,2016-05-30 08:16:00,3.46,15.4795,1.8184,4.9867,57.972473,0.31502,3.15729,
FCR,2016,2016-05-30 08:16:00,3.485,15.4021,1.8079,5.058,59.934942,0.31383,3.14017,
FCR,2016,2016-05-30 08:16:00,3.506,15.3248,1.8053,5.131,61.657383,0.31045,3.10121,
FCR,2016,2016-05-30 08:16:00,3.529,15.2476,1.8032,5.2662,63.002989,0.3057,3.04869,
FCR,2016,2016-05-30 08:16:00,3.553,15.1724,1.7979,5.5157,64.107766,0.30369,3.02379,
FCR,2016,2016-05-30 08:16:00,3.577,15.1014,1.787,5.9496,65.051512,0.29626,2.94533,
FCR,2016,2016-05-30 08:16:00,3.598,15.0353,1.7679,6.6869,65.65223,0.2902,2.88092,
FCR,2016,2016-05-30 08:16:00,3.617,14.9763,1.7451,7.6507,65.636436,0.28444,2.82014,
FCR,2016,2016-05-30 08:16:00,3.639,14.9253,1.7304,8.5533,65.017987,0.28185,2.79137,
FCR,2016,2016-05-30 08:16:00,3.664,14.8798,1.7285,9.3654,64.029492,0.28171,2.78727,
FCR,2016,2016-05-30 08:16:00,3.687,14.8355,1.7393,10.3011,63.063802,0.28504,2.81753,
FCR,2016,2016-05-30 08:16:00,3.71,14.7893,1.7608,11.3332,62.527835,0.29594,2.92226,
FCR,2016,2016-05-30 08:16:00,3.731,14.7393,1.7889,12.1976,62.375031,0.3123,3.08051,
FCR,2016,2016-05-30 08:16:00,3.752,14.6793,1.8289,12.863,62.343845,0.34711,3.41941,
FCR,2016,2016-05-30 08:16:00,3.772,14.6008,1.8934,13.5079,62.383807,0.39182,3.85328,
FCR,2016,2016-05-30 08:16:00,3.792,14.5043,1.9813,14.16,62.54371,0.44222,4.33977,
FCR,2016,2016-05-30 08:16:00,3.809,14.4026,2.0817,14.714,62.820026,0.49995,4.89547,
FCR,2016,2016-05-30 08:16:00,3.828,14.3094,2.2063,15.1711,63.206146,0.57255,5.59503,
FCR,2016,2016-05-30 08:16:00,3.848,14.2315,2.3888,15.6361,63.511941,0.64315,6.27426,
FCR,2016,2016-05-30 08:16:00,3.87,14.1694,2.6055,16.1255,63.260861,0.70831,6.90053,
FCR,2016,2016-05-30 08:16:00,3.89,14.119,2.7727,16.5659,62.241404,0.76582,7.4525,
FCR,2016,2016-05-30 08:16:00,3.913,14.075,2.8654,16.9718,60.715709,0.8231,8.00221,
FCR,2016,2016-05-30 08:16:00,3.939,14.0331,2.9068,17.4561,59.009601,0.8756,8.50472,
FCR,2016,2016-05-30 08:16:00,3.968,13.991,2.906,18.1514,57.22811,0.93393,9.06281,
FCR,2016,2016-05-30 08:16:00,3.994,13.9493,2.8808,19.0061,55.431999,0.9842,9.54182,
FCR,2016,2016-05-30 12:24:00,0.551,21.3856,1.0807,1.9612,28.885444,7.50399,84.82803,
FCR,2016,2016-05-30 12:24:00,0.546,21.372,1.0776,1.9756,28.869507,7.5721,85.57528,
FCR,2016,2016-05-30 12:24:00,0.538,21.3597,1.0734,1.9809,28.853367,7.65,86.43505,
FCR,2016,2016-05-30 12:24:00,0.533,21.3502,1.0646,1.9765,28.842739,7.74466,87.48834,
FCR,2016,2016-05-30 12:24:00,0.536,21.3452,1.0518,1.9689,28.8408,8.24875,93.1738,
FCR,2016,2016-05-30 12:24:00,0.541,21.3451,1.0418,1.9621,28.84102,8.36714,94.5109,
FCR,2016,2016-05-30 12:24:00,0.546,21.3486,1.0351,1.9495,28.837447,8.45688,95.53106,
FCR,2016,2016-05-30 12:24:00,0.548,21.3539,1.0291,1.9211,28.835139,8.51456,96.19251,
FCR,2016,2016-05-30 12:24:00,0.544,21.359,1.0246,1.8828,28.845504,8.57002,96.82872,
FCR,2016,2016-05-30 12:24:00,0.541,21.3624,1.0222,1.8578,28.865293,8.65572,97.80348,
FCR,2016,2016-05-30 12:24:00,0.541,21.3628,1.0207,1.8644,28.881748,8.72182,98.55107,
FCR,2016,2016-05-30 12:24:00,0.537,21.3599,1.0193,1.916,28.893244,8.75209,98.8876,
FCR,2016,2016-05-30 12:24:00,0.53,21.3543,1.018,1.9954,28.896836,8.7339,98.67127,
FCR,2016,2016-05-30 12:24:00,0.532,21.3466,1.0146,2.0527,28.893482,8.66831,97.91558,
FCR,2016,2016-05-30 12:24:00,0.546,21.3378,1.0071,2.0713,28.894312,8.58219,96.9262,
FCR,2016,2016-05-30 12:24:00,0.556,21.3294,0.9961,2.0584,28.899546,8.48383,95.79975,
FCR,2016,2016-05-30 12:24:00,0.55,21.3223,0.9832,2.0231,28.898558,8.3886,94.71123,
FCR,2016,2016-05-30 12:24:00,0.533,21.3168,0.9711,1.9892,28.891083,8.29023,93.59063,
FCR,2016,2016-05-30 12:24:00,0.52,21.3125,0.9638,1.9717,28.887151,8.20085,92.57384,
FCR,2016,2016-05-30 12:24:00,0.52,21.3092,0.9615,1.967,28.891727,8.12254,91.68392,
FCR,2016,2016-05-30 12:24:00,0.529,21.3069,0.9616,1.9681,28.896009,8.06989,91.08563,
FCR,2016,2016-05-30 12:24:00,0.535,21.3053,0.9643,1.9709,28.885107,8.03979,90.74298,
FCR,2016,2016-05-30 12:24:00,0.535,21.3045,0.9712,1.9692,28.860122,8.05111,90.86937,
FCR,2016,2016-05-30 12:24:00,0.53,21.3044,0.9837,1.9602,28.840444,8.08059,91.20191,
FCR,2016,2016-05-30 12:24:00,0.525,21.305,1.0051,1.9484,28.842868,8.14078,91.88232,
FCR,2016,2016-05-30 12:24:00,0.525,21.3061,1.034,1.9341,28.858021,8.22877,92.87742,
FCR,2016,2016-05-30 12:24:00,0.527,21.3076,1.0609,1.9135,28.873912,8.33112,94.03541,
FCR,2016,2016-05-30 12:24:00,0.529,21.309,1.083,1.8834,28.894778,8.45222,95.40486,
FCR,2016,2016-05-30 12:24:00,0.53,21.3102,1.1069,1.8381,28.91416,8.57849,96.83247,
FCR,2016,2016-05-30 12:24:00,0.53,21.3111,1.1312,1.7848,28.925202,8.71192,98.34024,
FCR,2016,2016-05-30 12:24:00,0.53,21.3121,1.1438,1.7472,28.926841,8.83724,99.75681,
FCR,2016,2016-05-30 12:24:00,0.528,21.3133,1.1391,1.7428,28.915505,9.02029,101.82555,
FCR,2016,2016-05-30 12:24:00,0.527,21.315,1.1177,1.7726,28.892181,9.27251,104.67614,
FCR,2016,2016-05-30 12:24:00,0.529,21.3171,1.087,1.817,28.86668,9.51916,107.465,
FCR,2016,2016-05-30 12:24:00,0.53,21.3197,1.0635,1.8537,28.85625,9.71452,109.67601,
FCR,2016,2016-05-30 12:24:00,0.531,21.3223,1.055,1.8764,28.85811,9.83853,111.08162,
FCR,2016,2016-05-30 12:24:00,0.531,21.3247,1.0592,1.8889,28.860731,9.90154,111.79829,
FCR,2016,2016-05-30 12:24:00,0.53,21.3262,1.0745,1.8989,28.864813,9.93314,112.15837,
FCR,2016,2016-05-30 12:24:00,0.532,21.3252,1.097,1.9071,28.865433,9.96293,112.4925,
FCR,2016,2016-05-30 12:24:00,0.534,21.3198,1.1174,1.9074,28.868767,10.00207,112.92265,
FCR,2016,2016-05-30 12:24:00,0.534,21.3081,1.1324,1.9045,28.881716,10.05263,113.46761,
FCR,2016,2016-05-30 12:24:00,0.531,21.2898,1.1473,1.9046,28.90573,10.09356,113.88903,
FCR,2016,2016-05-30 12:24:00,0.526,21.267,1.1626,1.9019,28.941201,10.11919,114.12748,
FCR,2016,2016-05-30 12:24:00,0.524,21.2429,1.1719,1.8936,28.9535,10.1382,114.28821,
FCR,2016,2016-05-30 12:24:00,0.527,21.2207,1.1726,1.8875,28.909834,10.14645,114.3318,
FCR,2016,2016-05-30 12:24:00,0.529,21.2026,1.166,1.888,28.840643,10.13964,114.21464,
FCR,2016,2016-05-30 12:24:00,0.527,21.1891,1.1552,1.8915,28.79962,10.12727,114.04527,
FCR,2016,2016-05-30 12:24:00,0.523,21.1802,1.1451,1.8979,28.799872,10.11251,113.85935,
FCR,2016,2016-05-30 12:24:00,0.524,21.1756,1.1373,1.909,28.833451,10.09835,113.68966,
FCR,2016,2016-05-30 12:24:00,0.526,21.1731,1.1324,1.9174,28.871233,10.08148,113.49429,
FCR,2016,2016-05-30 12:24:00,0.528,21.1705,1.1294,1.9162,28.877202,10.06771,113.33345,
FCR,2016,2016-05-30 12:24:00,0.527,21.1675,1.1274,1.912,28.874992,10.05836,113.22157,
FCR,2016,2016-05-30 12:24:00,0.526,21.1641,1.1272,1.9092,28.910106,10.05056,113.12636,
FCR,2016,2016-05-30 12:24:00,0.525,21.1602,1.1282,1.9038,28.987899,10.05334,113.14899,
FCR,2016,2016-05-30 12:24:00,0.524,21.1557,1.1296,1.8932,29.064988,10.06164,113.23256,
FCR,2016,2016-05-30 12:24:00,0.524,21.1505,1.1326,1.8792,29.103814,10.07239,113.34199,
FCR,2016,2016-05-30 12:24:00,0.525,21.1457,1.1381,1.8613,29.116735,10.07598,113.37178,
FCR,2016,2016-05-30 12:24:00,0.526,21.1426,1.1464,1.8349,29.103189,10.07095,113.30833,
FCR,2016,2016-05-30 12:24:00,0.527,21.1416,1.1589,1.7951,29.07359,10.06177,113.20279,
FCR,2016,2016-05-30 12:24:00,0.526,21.1427,1.1745,1.752,29.070146,10.04352,112.99998,
FCR,2016,2016-05-30 12:24:00,0.526,21.1456,1.1885,1.7261,29.101959,10.0271,112.82154,
FCR,2016,2016-05-30 12:24:00,0.525,21.1498,1.201,1.7232,29.155467,10.00798,112.6157,
FCR,2016,2016-05-30 12:24:00,0.526,21.1546,1.2166,1.7481,29.206865,9.99686,112.50114,
FCR,2016,2016-05-30 12:24:00,0.527,21.1594,1.2356,1.795,29.225767,9.98505,112.37869,
FCR,2016,2016-05-30 12:24:00,0.526,21.1632,1.2539,1.834,29.211204,9.98307,112.36479,
FCR,2016,2016-05-30 12:24:00,0.526,21.1658,1.2725,1.8559,29.187348,9.97819,112.31555,
FCR,2016,2016-05-30 12:24:00,0.526,21.1671,1.2965,1.8701,29.181906,9.97359,112.26663,
FCR,2016,2016-05-30 12:24:00,0.527,21.1676,1.3239,1.8816,29.201443,9.96526,112.174,
FCR,2016,2016-05-30 12:24:00,0.526,21.1679,1.3454,1.8921,29.217101,9.9602,112.11762,
FCR,2016,2016-05-30 12:24:00,0.527,21.1684,1.3583,1.899,29.221031,9.96086,112.12623,
FCR,2016,2016-05-30 12:24:00,0.527,21.1686,1.3657,1.9015,29.220294,9.9722,112.25428,
FCR,2016,2016-05-30 12:24:00,0.528,21.1679,1.3686,1.904,29.190645,9.98822,112.43306,
FCR,2016,2016-05-30 12:24:00,0.529,21.166,1.3692,1.9058,29.136202,10.00403,112.60683,
FCR,2016,2016-05-30 12:24:00,0.529,21.1633,1.3692,1.9007,29.11459,10.02028,112.78381,
FCR,2016,2016-05-30 12:24:00,0.527,21.1606,1.3678,1.8895,29.138082,10.03207,112.91061,
FCR,2016,2016-05-30 12:24:00,0.525,21.1591,1.3649,1.8796,29.172862,10.02981,112.88183,
FCR,2016,2016-05-30 12:24:00,0.527,21.1596,1.3609,1.8752,29.212175,10.02011,112.77381,
FCR,2016,2016-05-30 12:24:00,0.527,21.1617,1.354,1.8739,29.234438,10.00426,112.59998,
FCR,2016,2016-05-30 12:24:00,0.527,21.1644,1.3419,1.872,29.223545,9.98588,112.39901,
FCR,2016,2016-05-30 12:24:00,0.526,21.1666,1.3221,1.8724,29.204647,9.97116,112.23813,
FCR,2016,2016-05-30 12:24:00,0.525,21.1673,1.2976,1.8729,29.174708,9.96471,112.16711,
FCR,2016,2016-05-30 12:24:00,0.525,21.1661,1.2768,1.868,29.139771,9.96767,112.19783,
FCR,2016,2016-05-30 12:24:00,0.526,21.1631,1.263,1.8631,29.126594,9.98768,112.41637,
FCR,2016,2016-05-30 12:24:00,0.527,21.1586,1.2546,1.8628,29.115631,10.01941,112.76362,
FCR,2016,2016-05-30 12:24:00,0.527,21.1533,1.2478,1.8635,29.111973,10.04466,113.03619,
FCR,2016,2016-05-30 12:24:00,0.526,21.1481,1.2383,1.8665,29.130677,10.06106,113.20917,
FCR,2016,2016-05-30 12:24:00,0.523,21.1437,1.227,1.8715,29.138657,10.06801,113.27766,
FCR,2016,2016-05-30 12:24:00,0.52,21.1404,1.2137,1.873,29.132026,10.06676,113.2563,
FCR,2016,2016-05-30 12:24:00,0.519,21.1381,1.1934,1.8736,29.121041,10.06295,113.20843,
FCR,2016,2016-05-30 12:24:00,0.518,21.1367,1.17,1.8758,29.096761,10.06132,113.18692,
FCR,2016,2016-05-30 12:24:00,0.519,21.1362,1.1531,1.8744,29.066738,10.05471,113.11144,
FCR,2016,2016-05-30 12:24:00,0.523,21.1365,1.143,1.8725,29.043008,10.05112,113.07176,
FCR,2016,2016-05-30 12:24:00,0.526,21.1374,1.1372,1.8764,29.035273,10.04976,113.05846,
FCR,2016,2016-05-30 12:24:00,0.528,21.1381,1.1356,1.8782,29.037462,10.04213,112.97415,
FCR,2016,2016-05-30 12:24:00,0.523,21.138,1.137,1.8724,29.042144,10.04522,113.00866,
FCR,2016,2016-05-30 12:24:00,0.517,21.1374,1.1421,1.8667,29.060588,10.04931,113.05338,
FCR,2016,2016-05-30 12:24:00,0.518,21.137,1.1525,1.8665,29.07767,10.06459,113.22436,
FCR,2016,2016-05-30 12:24:00,0.524,21.1375,1.1666,1.8694,29.083919,10.07024,113.28906,
FCR,2016,2016-05-30 12:24:00,0.531,21.1386,1.1787,1.8704,29.109056,10.07304,113.32301,
FCR,2016,2016-05-30 12:24:00,0.53,21.1398,1.1885,1.8688,29.153774,10.06308,113.21364,
FCR,2016,2016-05-30 12:24:00,0.525,21.1414,1.2004,1.8629,29.185909,10.04206,112.98069,
FCR,2016,2016-05-30 12:24:00,0.523,21.1437,1.2151,1.8569,29.200002,10.01553,112.68729,
FCR,2016,2016-05-30 12:24:00,0.533,21.1472,1.2292,1.8606,29.195803,9.98193,112.31691,
