Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,DO_mgL
CCR,2014,2014-06-12 12:00:00,5.443,17.4405,2.0829,10.11473
CCR,2014,2014-06-12 12:00:00,5.475,17.264,2.075,10.15334
CCR,2014,2014-06-12 12:00:00,5.51,17.0839,2.1583,10.18035
CCR,2014,2014-06-12 12:00:00,5.549,16.9088,2.1543,10.22221
CCR,2014,2014-06-12 12:00:00,5.574,16.7461,2.1503,10.27446
CCR,2014,2014-06-12 12:00:00,5.593,16.5961,2.1265,10.32501
CCR,2014,2014-06-12 12:00:00,5.613,16.4547,2.1265,10.3719
CCR,2014,2014-06-12 12:00:00,5.639,16.3179,1.8885,10.40221
CCR,2014,2014-06-12 12:00:00,5.67,16.1835,1.8964,10.42425
CCR,2014,2014-06-12 12:00:00,5.704,16.0514,1.8964,10.43609
CCR,2014,2014-06-12 12:00:00,5.739,15.9232,1.8925,10.43836
CCR,2014,2014-06-12 12:00:00,5.772,15.8005,1.944,10.43408
CCR,2014,2014-06-12 12:00:00,5.8,15.6844,1.9599,10.4251
CCR,2014,2014-06-12 12:00:00,5.821,15.5745,1.9559,10.42438
CCR,2014,2014-06-12 12:00:00,5.839,15.4683,1.9559,10.43093
CCR,2014,2014-06-12 12:00:00,5.856,15.3611,1.8845,10.4489
CCR,2014,2014-06-12 12:00:00,5.877,15.2478,1.9083,10.46947
CCR,2014,2014-06-12 12:00:00,5.915,15.1244,1.8964,10.49179
CCR,2014,2014-06-12 12:00:00,5.962,14.99,1.8845,10.4998
CCR,2014,2014-06-12 12:00:00,6.008,14.849,2.0908,10.51682
CCR,2014,2014-06-12 12:00:00,6.045,14.7107,2.071,10.52432
CCR,2014,2014-06-12 12:00:00,6.072,14.5841,2.0631,10.52961
CCR,2014,2014-06-12 12:00:00,6.088,14.4725,2.075,10.52302
CCR,2014,2014-06-12 12:00:00,6.1,14.3727,2.071,10.50817
CCR,2014,2014-06-12 12:00:00,6.117,14.2786,2.2019,10.49668
CCR,2014,2014-06-12 12:00:00,6.151,14.1854,2.194,10.48389
CCR,2014,2014-06-12 12:00:00,6.191,14.0927,2.2376,10.46494
CCR,2014,2014-06-12 12:00:00,6.229,14.002,2.2098,10.46883
CCR,2014,2014-06-12 12:00:00,6.263,13.9153,2.1543,10.46738
CCR,2014,2014-06-12 12:00:00,6.291,13.8343,2.1503,10.47369
CCR,2014,2014-06-12 12:00:00,6.315,13.7599,2.1702,10.47975
CCR,2014,2014-06-12 12:00:00,6.343,13.692,2.1384,10.47761
CCR,2014,2014-06-12 12:00:00,6.368,13.6307,2.3447,10.46667
CCR,2014,2014-06-12 12:00:00,6.389,13.5757,2.3447,10.45566
CCR,2014,2014-06-12 12:00:00,6.406,13.526,2.3408,10.42788
CCR,2014,2014-06-12 12:00:00,6.423,13.4799,2.3289,10.39583
CCR,2014,2014-06-12 12:00:00,6.442,13.4353,2.6621,10.35777
CCR,2014,2014-06-12 12:00:00,6.47,13.391,2.6661,10.31753
CCR,2014,2014-06-12 12:00:00,6.509,13.3471,2.6423,10.28896
CCR,2014,2014-06-12 12:00:00,6.54,13.3048,2.6423,10.24611
CCR,2014,2014-06-12 12:00:00,6.56,13.2649,2.6661,10.21605
CCR,2014,2014-06-12 12:00:00,6.574,13.2267,2.7137,10.1686
CCR,2014,2014-06-12 12:00:00,6.59,13.1886,2.7177,10.10315
CCR,2014,2014-06-12 12:00:00,6.611,13.1496,2.7296,10.02958
CCR,2014,2014-06-12 12:00:00,6.635,13.1099,2.7375,9.94985
CCR,2014,2014-06-12 12:00:00,6.653,13.07,2.9676,9.85921
CCR,2014,2014-06-12 12:00:00,6.666,13.029,2.9795,9.75848
CCR,2014,2014-06-12 12:00:00,6.69,12.985,2.9795,9.65448
CCR,2014,2014-06-12 12:00:00,6.727,12.9372,2.9557,9.53588
CCR,2014,2014-06-12 12:00:00,6.759,12.8868,3.162,9.42853
CCR,2014,2014-06-12 12:00:00,6.779,12.8351,3.1779,9.31949
CCR,2014,2014-06-12 12:00:00,6.795,12.7819,3.1541,9.2262
CCR,2014,2014-06-12 12:00:00,6.812,12.7254,3.1699,9.14076
CCR,2014,2014-06-12 12:00:00,6.84,12.6645,3.3009,9.11748
CCR,2014,2014-06-12 12:00:00,6.874,12.6003,3.2929,9.12903
CCR,2014,2014-06-12 12:00:00,6.912,12.535,3.281,9.20038
CCR,2014,2014-06-12 12:00:00,6.948,12.4712,3.289,9.32955
CCR,2014,2014-06-12 12:00:00,6.98,12.4108,3.2691,9.52878
CCR,2014,2014-06-12 12:00:00,7.003,12.355,3.5944,9.77244
CCR,2014,2014-06-12 12:00:00,7.02,12.3031,3.6063,10.02555
CCR,2014,2014-06-12 12:00:00,7.037,12.253,3.6024,10.26539
CCR,2014,2014-06-12 12:00:00,7.066,12.2029,3.6024,10.46107
CCR,2014,2014-06-12 12:00:00,7.097,12.1524,4.2372,10.60699
CCR,2014,2014-06-12 12:00:00,7.131,12.1016,4.2292,10.67297
CCR,2014,2014-06-12 12:00:00,7.171,12.0512,4.257,10.68529
CCR,2014,2014-06-12 12:00:00,7.205,12.0024,4.2292,10.65486
CCR,2014,2014-06-12 12:00:00,7.226,11.9561,4.3641,10.58768
CCR,2014,2014-06-12 12:00:00,7.242,11.9112,4.3641,10.51275
CCR,2014,2014-06-12 12:00:00,7.265,11.8657,4.3562,10.43253
CCR,2014,2014-06-12 12:00:00,7.299,11.8181,4.3363,10.37949
CCR,2014,2014-06-12 12:00:00,7.339,11.7681,4.6617,10.34225
CCR,2014,2014-06-12 12:00:00,7.376,11.7163,4.6894,10.3327
CCR,2014,2014-06-12 12:00:00,7.409,11.6633,4.6696,10.32959
CCR,2014,2014-06-12 12:00:00,7.438,11.6092,4.6815,10.32668
CCR,2014,2014-06-12 12:00:00,7.466,11.554,4.6617,10.31228
CCR,2014,2014-06-12 12:00:00,7.498,11.4972,4.618,10.28115
CCR,2014,2014-06-12 12:00:00,7.535,11.4389,4.6061,10.24783
CCR,2014,2014-06-12 12:00:00,7.57,11.3801,4.6101,10.20351
CCR,2014,2014-06-12 12:00:00,7.598,11.322,4.622,10.1813
CCR,2014,2014-06-12 12:00:00,7.624,11.2657,4.6696,10.16369
CCR,2014,2014-06-12 12:00:00,7.648,11.2115,4.6696,10.16208
CCR,2014,2014-06-12 12:00:00,7.671,11.1591,4.6894,10.17575
CCR,2014,2014-06-12 12:00:00,7.691,11.1077,4.6815,10.20161
CCR,2014,2014-06-12 12:00:00,7.716,11.0556,5.0227,10.22572
CCR,2014,2014-06-12 12:00:00,7.752,11.0013,5.0386,10.26612
CCR,2014,2014-06-12 12:00:00,7.799,10.9448,5.0227,10.31337
CCR,2014,2014-06-12 12:00:00,7.847,10.8881,5.0267,10.36551
CCR,2014,2014-06-12 12:00:00,7.884,10.8336,5.2052,10.41943
CCR,2014,2014-06-12 12:00:00,7.905,10.7826,5.2211,10.46972
CCR,2014,2014-06-12 12:00:00,7.919,10.733,5.2092,10.51095
CCR,2014,2014-06-12 12:00:00,7.939,10.6818,5.2012,10.5462
CCR,2014,2014-06-12 12:00:00,7.975,10.6284,5.2092,10.57063
CCR,2014,2014-06-12 12:00:00,8.018,10.5759,5.959,10.62116
CCR,2014,2014-06-12 12:00:00,8.054,10.528,5.9391,10.6991
CCR,2014,2014-06-12 12:00:00,8.076,10.4875,5.9352,10.81344
CCR,2014,2014-06-12 12:00:00,8.086,10.4542,5.963,10.9708
CCR,2014,2014-06-12 12:00:00,8.089,10.423,5.8876,11.16224
CCR,2014,2014-06-12 12:00:00,8.1,10.3876,5.8955,11.39315
CCR,2014,2014-06-12 12:00:00,8.133,10.3457,5.9114,11.62051
CCR,2014,2014-06-12 12:00:00,8.183,10.299,5.8836,11.84007
CCR,2014,2014-06-12 12:00:00,8.239,10.2508,5.9431,12.02023
CCR,2014,2014-06-12 12:00:00,8.287,10.2048,5.9431,12.15409
CCR,2014,2014-06-12 12:00:00,8.318,10.1638,5.9669,12.24845
CCR,2014,2014-06-12 12:00:00,8.339,10.1289,5.9431,12.31076
CCR,2014,2014-06-12 12:00:00,8.357,10.0997,6.2486,12.33986
CCR,2014,2014-06-12 12:00:00,8.379,10.0754,6.2645,12.32534
CCR,2014,2014-06-12 12:00:00,8.403,10.0546,6.2526,12.30344
CCR,2014,2014-06-12 12:00:00,8.437,10.0358,6.2565,12.25169
CCR,2014,2014-06-12 12:00:00,8.481,10.0173,6.2645,12.20945
CCR,2014,2014-06-12 12:00:00,8.522,9.9982,5.4631,12.16389
CCR,2014,2014-06-12 12:00:00,8.55,9.9783,5.4393,12.16495
CCR,2014,2014-06-12 12:00:00,8.569,9.9581,5.4591,12.16625
CCR,2014,2014-06-12 12:00:00,8.586,9.9373,5.4631,12.19739
CCR,2014,2014-06-12 12:00:00,8.606,9.9156,3.6698,12.24328
CCR,2014,2014-06-12 12:00:00,8.637,9.8928,3.654,12.30351
CCR,2014,2014-06-12 12:00:00,8.673,9.8693,3.654,12.37227
CCR,2014,2014-06-12 12:00:00,8.712,9.8461,3.6738,12.43239
CCR,2014,2014-06-12 12:00:00,8.744,9.8239,2.9557,12.46908
CCR,2014,2014-06-12 12:00:00,8.767,9.8033,2.9755,12.48718
CCR,2014,2014-06-12 12:00:00,8.786,9.7844,2.9795,12.47668
CCR,2014,2014-06-12 12:00:00,8.803,9.7666,2.9636,12.44433
CCR,2014,2014-06-12 12:00:00,8.822,9.7495,2.9636,12.38146
CCR,2014,2014-06-12 12:00:00,8.847,9.7331,2.9874,12.32051
CCR,2014,2014-06-12 12:00:00,8.88,9.7174,2.9597,12.2462
CCR,2014,2014-06-12 12:00:00,8.919,9.7024,2.9755,12.17499
CCR,2014,2014-06-12 12:00:00,8.954,9.6878,2.9716,12.11179
CCR,2014,2014-06-12 12:00:00,8.988,9.6736,2.6661,12.05101
CCR,2014,2014-06-12 12:00:00,9.018,9.6595,2.6542,11.99259
CCR,2014,2014-06-12 12:00:00,9.047,9.6459,2.6542,11.93356
CCR,2014,2014-06-12 12:00:00,9.078,9.6327,2.6621,11.85948
CCR,2014,2014-06-12 12:00:00,9.111,9.6199,2.5431,11.78046
CCR,2014,2014-06-12 12:00:00,9.143,9.6073,2.5233,11.70713
CCR,2014,2014-06-12 12:00:00,9.179,9.595,2.5431,11.64848
CCR,2014,2014-06-12 12:00:00,9.214,9.5829,2.5471,11.59324
CCR,2014,2014-06-12 12:00:00,9.247,9.5707,2.8327,11.56578
CCR,2014,2014-06-12 12:00:00,9.279,9.558,2.8327,11.54701
CCR,2014,2014-06-12 12:00:00,9.314,9.5448,2.8526,11.55025
CCR,2014,2014-06-12 12:00:00,9.348,9.5314,2.8327,11.58699
CCR,2014,2014-06-12 12:00:00,9.385,9.5181,2.9081,11.63462
CCR,2014,2014-06-12 12:00:00,9.42,9.5052,2.9041,11.69466
CCR,2014,2014-06-12 12:00:00,9.446,9.493,2.9319,11.74727
CCR,2014,2014-06-12 12:00:00,9.468,9.4811,2.9041,11.78617
CCR,2014,2014-06-12 12:00:00,9.493,9.4694,2.9081,11.82392
CCR,2014,2014-06-12 12:00:00,9.526,9.4574,3.0351,11.84033
CCR,2014,2014-06-12 12:00:00,9.565,9.4451,3.0231,11.8555
CCR,2014,2014-06-12 12:00:00,9.604,9.4329,3.0231,11.8657
CCR,2014,2014-06-12 12:00:00,9.639,9.4208,3.0351,11.8635
CCR,2014,2014-06-12 12:00:00,9.673,9.4091,3.0231,11.85661
CCR,2014,2014-06-12 12:00:00,9.704,9.3981,3.0351,11.84735
CCR,2014,2014-06-12 12:00:00,9.732,9.3877,3.0351,11.84343
CCR,2014,2014-06-12 12:00:00,9.76,9.3779,3.043,11.83876
CCR,2014,2014-06-12 12:00:00,9.794,9.3682,2.8407,11.83876
CCR,2014,2014-06-12 12:00:00,9.83,9.3588,2.8486,11.84398
CCR,2014,2014-06-12 12:00:00,9.862,9.3496,2.8565,11.85194
CCR,2014,2014-06-12 12:00:00,9.888,9.3407,2.8645,11.85914
CCR,2014,2014-06-12 12:00:00,9.906,9.3322,2.4519,11.87462
CCR,2014,2014-06-12 12:00:00,9.92,9.3243,2.4717,11.88284
CCR,2014,2014-06-12 12:00:00,9.938,9.317,2.4717,11.90845
CCR,2014,2014-06-12 12:00:00,9.972,9.3099,2.4638,11.93606
CCR,2014,2014-06-12 12:00:00,10.024,9.3027,2.4638,11.95806
CCR,2014,2014-06-12 12:00:00,10.076,9.2955,2.4677,11.98509
CCR,2014,2014-06-12 12:00:00,10.111,9.2885,2.4717,12.00461
CCR,2014,2014-06-12 12:00:00,10.137,9.2818,2.4479,12.01908
CCR,2014,2014-06-12 12:00:00,10.162,9.2753,2.4677,12.03228
CCR,2014,2014-06-12 12:00:00,10.195,9.269,2.3289,12.04437
CCR,2014,2014-06-12 12:00:00,10.235,9.2629,2.3249,12.04783
CCR,2014,2014-06-12 12:00:00,10.277,9.257,2.3408,12.06007
CCR,2014,2014-06-12 12:00:00,10.32,9.2513,2.3606,12.08833
CCR,2014,2014-06-12 12:00:00,10.358,9.2461,2.2733,12.11487
CCR,2014,2014-06-12 12:00:00,10.382,9.2415,2.2852,12.13967
CCR,2014,2014-06-12 12:00:00,10.395,9.2378,2.2813,12.1789
CCR,2014,2014-06-12 12:00:00,10.407,9.2348,2.2733,12.19948
CCR,2014,2014-06-12 12:00:00,10.431,9.2324,2.2019,12.21305
CCR,2014,2014-06-12 12:00:00,10.462,9.2302,2.2217,12.23259
CCR,2014,2014-06-12 12:00:00,10.5,9.2274,2.2098,12.23235
CCR,2014,2014-06-12 12:00:00,10.533,9.2236,2.194,12.23217
CCR,2014,2014-06-12 12:00:00,10.561,9.2191,2.194,12.23336
CCR,2014,2014-06-12 12:00:00,10.585,9.2144,2.1622,12.23982
CCR,2014,2014-06-12 12:00:00,10.613,9.2098,2.1345,12.2371
CCR,2014,2014-06-12 12:00:00,10.65,9.2054,2.1464,12.24863
CCR,2014,2014-06-12 12:00:00,10.691,9.2014,2.1464,12.25058
CCR,2014,2014-06-12 12:00:00,10.726,9.1977,2.1464,12.24581
CCR,2014,2014-06-12 12:00:00,10.754,9.1941,2.1622,12.25656
CCR,2014,2014-06-12 12:00:00,10.776,9.1907,2.1583,12.26502
CCR,2014,2014-06-12 12:00:00,10.804,9.1874,2.1662,12.26764
CCR,2014,2014-06-12 12:00:00,10.837,9.1843,1.9599,12.27327
CCR,2014,2014-06-12 12:00:00,10.877,9.1813,1.9718,12.26639
CCR,2014,2014-06-12 12:00:00,10.916,9.1784,1.9639,12.26929
CCR,2014,2014-06-12 12:00:00,10.951,9.1756,1.948,12.26832
CCR,2014,2014-06-12 12:00:00,10.978,9.1731,1.9559,12.26369
CCR,2014,2014-06-12 12:00:00,11.003,9.1707,1.9678,12.26505
CCR,2014,2014-06-12 12:00:00,11.024,9.1684,1.944,12.26977
CCR,2014,2014-06-12 12:00:00,11.053,9.1661,1.9401,12.26008
CCR,2014,2014-06-12 12:00:00,11.095,9.1637,1.9559,12.26481
CCR,2014,2014-06-12 12:00:00,11.138,9.1613,2.0789,12.26234
CCR,2014,2014-06-12 12:00:00,11.17,9.1587,2.0869,12.25113
CCR,2014,2014-06-12 12:00:00,11.195,9.156,2.0869,12.22833
CCR,2014,2014-06-12 12:00:00,11.217,9.1531,2.0908,12.20452
CCR,2014,2014-06-12 12:00:00,11.244,9.1502,2.0075,12.16273
CCR,2014,2014-06-12 12:00:00,11.286,9.1471,2.0035,12.12546
CCR,2014,2014-06-12 12:00:00,11.332,9.1439,2.0313,12.08724
CCR,2014,2014-06-12 12:00:00,11.373,9.1408,2.0273,12.04757
CCR,2014,2014-06-12 12:00:00,11.406,9.1379,2.0115,12.02681
CCR,2014,2014-06-12 12:00:00,11.436,9.1352,2.0075,11.98949
CCR,2014,2014-06-12 12:00:00,11.464,9.1328,2.0273,11.95538
CCR,2014,2014-06-12 12:00:00,11.493,9.1306,2.0273,11.93225
CCR,2014,2014-06-12 12:00:00,11.521,9.1286,1.9559,11.90389
CCR,2014,2014-06-12 12:00:00,11.556,9.1266,1.9758,11.88565
CCR,2014,2014-06-12 12:00:00,11.599,9.1245,1.9559,11.88256
CCR,2014,2014-06-12 12:00:00,11.638,9.1225,1.944,11.85244
CCR,2014,2014-06-12 12:00:00,11.665,9.1205,1.9401,11.84209
CCR,2014,2014-06-12 12:00:00,11.685,9.1186,2.0313,11.83146
CCR,2014,2014-06-12 12:00:00,11.704,9.1167,2.0035,11.82771
CCR,2014,2014-06-12 12:00:00,11.734,9.1149,2.0273,11.80185
CCR,2014,2014-06-12 12:00:00,11.772,9.113,2.0154,11.78633
CCR,2014,2014-06-12 12:00:00,11.803,9.111,2.0789,11.7674
CCR,2014,2014-06-12 12:00:00,11.832,9.1089,2.0789,11.75801
CCR,2014,2014-06-12 12:00:00,11.86,9.1066,2.0948,11.74991
CCR,2014,2014-06-12 12:00:00,11.887,9.1044,2.1067,11.74865
CCR,2014,2014-06-12 12:00:00,11.918,9.1021,2.1345,11.74268
CCR,2014,2014-06-12 12:00:00,11.95,9.0998,2.1702,11.742
CCR,2014,2014-06-12 12:00:00,11.986,9.0976,2.1702,11.73937
CCR,2014,2014-06-12 12:00:00,12.015,9.0955,2.1464,11.73973
CCR,2014,2014-06-12 12:00:00,12.038,9.0935,2.0313,11.74276
CCR,2014,2014-06-12 12:00:00,12.059,9.0914,2.0432,11.74887
CCR,2014,2014-06-12 12:00:00,12.078,9.0893,2.0035,11.75402
CCR,2014,2014-06-12 12:00:00,12.098,9.087,2.0115,11.77561
CCR,2014,2014-06-12 12:00:00,12.126,9.0846,2.0115,11.79153
CCR,2014,2014-06-12 12:00:00,12.161,9.0819,2.1543,11.82028
CCR,2014,2014-06-12 12:00:00,12.196,9.079,2.1384,11.84578
CCR,2014,2014-06-12 12:00:00,12.23,9.076,2.1464,11.87044
CCR,2014,2014-06-12 12:00:00,12.262,9.0733,2.1503,11.90539
CCR,2014,2014-06-12 12:00:00,12.291,9.071,2.2694,11.92779
CCR,2014,2014-06-12 12:00:00,12.315,9.0689,2.2733,11.94759
CCR,2014,2014-06-12 12:00:00,12.338,9.0672,2.2813,11.96198
CCR,2014,2014-06-12 12:00:00,12.367,9.0658,2.2813,11.98362
CCR,2014,2014-06-12 12:00:00,12.408,9.0645,2.2098,12.00392
CCR,2014,2014-06-12 12:00:00,12.453,9.0631,2.2098,12.01681
CCR,2014,2014-06-12 12:00:00,12.491,9.0616,2.2138,12.02419
CCR,2014,2014-06-12 12:00:00,12.516,9.06,2.2138,12.03657
CCR,2014,2014-06-12 12:00:00,12.533,9.0583,2.1027,12.03314
CCR,2014,2014-06-12 12:00:00,12.55,9.0564,2.0908,12.0392
CCR,2014,2014-06-12 12:00:00,12.575,9.0544,2.0988,12.04286
CCR,2014,2014-06-12 12:00:00,12.61,9.0522,2.0789,12.03606
CCR,2014,2014-06-12 12:00:00,12.651,9.0497,2.0789,12.03702
CCR,2014,2014-06-12 12:00:00,12.693,9.047,2.0869,12.02423
CCR,2014,2014-06-12 12:00:00,12.728,9.0444,2.0869,12.01489
CCR,2014,2014-06-12 12:00:00,12.758,9.0419,2.0869,11.99162
CCR,2014,2014-06-12 12:00:00,12.781,9.0398,2.0948,11.97829
CCR,2014,2014-06-12 12:00:00,12.806,9.0378,1.8766,11.9526
CCR,2014,2014-06-12 12:00:00,12.84,9.0359,1.9004,11.93017
CCR,2014,2014-06-12 12:00:00,12.883,9.034,1.9083,11.91843
CCR,2014,2014-06-12 12:00:00,12.929,9.032,1.8925,11.89456
CCR,2014,2014-06-12 12:00:00,12.967,9.0302,1.8329,11.89738
CCR,2014,2014-06-12 12:00:00,12.994,9.0284,1.829,11.9056
CCR,2014,2014-06-12 12:00:00,13.014,9.0267,1.825,11.9311
CCR,2014,2014-06-12 12:00:00,13.038,9.0252,1.825,11.96197
CCR,2014,2014-06-12 12:00:00,13.071,9.0238,1.9163,11.98288
CCR,2014,2014-06-12 12:00:00,13.103,9.0225,1.9004,12.01482
CCR,2014,2014-06-12 12:00:00,13.137,9.0212,1.8766,12.04416
CCR,2014,2014-06-12 12:00:00,13.171,9.02,1.9004,12.05993
CCR,2014,2014-06-12 12:00:00,13.202,9.0189,1.8964,12.07485
CCR,2014,2014-06-12 12:00:00,13.226,9.0181,1.821,12.08665
CCR,2014,2014-06-12 12:00:00,13.246,9.0173,1.825,12.09181
CCR,2014,2014-06-12 12:00:00,13.27,9.0166,1.8528,12.09044
CCR,2014,2014-06-12 12:00:00,13.299,9.0159,1.8369,12.11533
CCR,2014,2014-06-12 12:00:00,13.33,9.0152,1.8964,12.10138
CCR,2014,2014-06-12 12:00:00,13.365,9.0145,1.8964,12.10389
CCR,2014,2014-06-12 12:00:00,13.398,9.0137,1.9004,12.10451
CCR,2014,2014-06-12 12:00:00,13.42,9.0128,1.9083,12.1033
CCR,2014,2014-06-12 12:00:00,13.438,9.012,1.8885,12.10853
CCR,2014,2014-06-12 12:00:00,13.461,9.0111,1.9123,12.1106
CCR,2014,2014-06-12 12:00:00,13.491,9.0101,1.8964,12.09896
CCR,2014,2014-06-12 12:00:00,13.531,9.0091,1.8885,12.10774
CCR,2014,2014-06-12 12:00:00,13.568,9.008,1.8369,12.09908
CCR,2014,2014-06-12 12:00:00,13.6,9.007,1.8528,12.10457
CCR,2014,2014-06-12 12:00:00,13.628,9.0058,1.829,12.10335
CCR,2014,2014-06-12 12:00:00,13.653,9.0046,1.8329,12.09399
CCR,2014,2014-06-12 12:00:00,13.678,9.0035,1.825,12.08991
CCR,2014,2014-06-12 12:00:00,13.71,9.0024,1.825,12.08467
CCR,2014,2014-06-12 12:00:00,13.752,9.0013,1.8171,12.07193
CCR,2014,2014-06-12 12:00:00,13.787,9,1.8369,12.05353
CCR,2014,2014-06-12 12:00:00,13.814,8.9986,1.8409,12.04406
CCR,2014,2014-06-12 12:00:00,13.834,8.9973,1.7655,12.01871
CCR,2014,2014-06-12 12:00:00,13.853,8.996,1.7734,12.00902
CCR,2014,2014-06-12 12:00:00,13.879,8.9947,1.7655,11.98648
CCR,2014,2014-06-12 12:00:00,13.906,8.9934,1.7576,11.98002
CCR,2014,2014-06-12 12:00:00,13.942,8.9921,1.829,11.96281
CCR,2014,2014-06-12 12:00:00,13.99,8.9908,1.8409,11.96907
CCR,2014,2014-06-12 12:00:00,14.039,8.9896,1.8329,11.95227
CCR,2014,2014-06-12 12:00:00,14.078,8.9882,1.825,11.96817
CCR,2014,2014-06-12 12:00:00,14.106,8.9868,1.8012,11.96243
CCR,2014,2014-06-12 12:00:00,14.125,8.9853,1.7814,11.96199
CCR,2014,2014-06-12 12:00:00,14.148,8.9838,1.7536,11.97523
CCR,2014,2014-06-12 12:00:00,14.183,8.9822,1.7695,11.97185
CCR,2014,2014-06-12 12:00:00,14.223,8.9806,1.7655,11.9737
CCR,2014,2014-06-12 12:00:00,14.263,8.979,1.7576,11.97574
CCR,2014,2014-06-12 12:00:00,14.3,8.9776,1.7536,11.96837
CCR,2014,2014-06-12 12:00:00,14.329,8.9763,1.7853,11.9712
CCR,2014,2014-06-12 12:00:00,14.351,8.9751,1.7814,11.96659
CCR,2014,2014-06-12 12:00:00,14.38,8.974,1.825,11.96069
CCR,2014,2014-06-12 12:00:00,14.415,8.973,1.8409,11.9571
CCR,2014,2014-06-12 12:00:00,14.449,8.972,1.8409,11.95144
CCR,2014,2014-06-12 12:00:00,14.488,8.9709,1.8448,11.95464
CCR,2014,2014-06-12 12:00:00,14.519,8.9699,1.7179,11.95281
CCR,2014,2014-06-12 12:00:00,14.546,8.9691,1.71,11.94575
CCR,2014,2014-06-12 12:00:00,14.575,8.9683,1.702,11.94011
CCR,2014,2014-06-12 12:00:00,14.607,8.9676,1.6981,11.94346
CCR,2014,2014-06-12 12:00:00,14.642,8.9669,1.7219,11.93995
CCR,2014,2014-06-12 12:00:00,14.681,8.9662,1.706,11.94141
CCR,2014,2014-06-12 12:00:00,14.718,8.9657,1.6901,11.93429
CCR,2014,2014-06-12 12:00:00,14.751,8.9652,1.706,11.92637
CCR,2014,2014-06-12 12:00:00,14.779,8.9647,1.6901,11.93305
CCR,2014,2014-06-12 12:00:00,14.8,8.9642,1.6862,11.92231
CCR,2014,2014-06-12 12:00:00,14.822,8.9637,1.702,11.92851
CCR,2014,2014-06-12 12:00:00,14.853,8.9633,1.7179,11.92203
CCR,2014,2014-06-12 12:00:00,14.892,8.9629,1.7139,11.92168
CCR,2014,2014-06-12 12:00:00,14.931,8.9624,1.7536,11.92464
CCR,2014,2014-06-12 12:00:00,14.968,8.962,1.7774,11.92532
CCR,2014,2014-06-12 12:00:00,14.998,8.9615,1.7695,11.92399
CCR,2014,2014-06-12 12:00:00,15.023,8.961,1.7536,11.9224
CCR,2014,2014-06-12 12:00:00,15.057,8.9603,1.8409,11.91759
CCR,2014,2014-06-12 12:00:00,15.099,8.9596,1.8369,11.90892
CCR,2014,2014-06-12 12:00:00,15.136,8.9588,1.829,11.9168
CCR,2014,2014-06-12 12:00:00,15.173,8.9579,1.821,11.91626
CCR,2014,2014-06-12 12:00:00,15.207,8.957,1.8448,11.91298
CCR,2014,2014-06-12 12:00:00,15.233,8.9561,1.8369,11.91276
CCR,2014,2014-06-12 12:00:00,15.259,8.9551,1.821,11.9068
CCR,2014,2014-06-12 12:00:00,15.293,8.9541,1.829,11.91395
CCR,2014,2014-06-12 12:00:00,15.325,8.9531,1.8329,11.90212
CCR,2014,2014-06-12 12:00:00,15.349,8.9521,1.829,11.89717
CCR,2014,2014-06-12 12:00:00,15.369,8.9511,1.8369,11.88664
CCR,2014,2014-06-12 12:00:00,15.392,8.9501,1.8409,11.88534
CCR,2014,2014-06-12 12:00:00,15.417,8.9491,1.821,11.88992
CCR,2014,2014-06-12 12:00:00,15.449,8.9479,2.0234,11.89119
CCR,2014,2014-06-12 12:00:00,15.478,8.9466,2.0273,11.88081
CCR,2014,2014-06-12 12:00:00,15.505,8.9451,2.0234,11.87802
CCR,2014,2014-06-12 12:00:00,15.531,8.9436,2.0194,11.877
CCR,2014,2014-06-12 12:00:00,15.557,8.9421,1.7615,11.87294
CCR,2014,2014-06-12 12:00:00,15.587,8.9406,1.7655,11.85778
CCR,2014,2014-06-12 12:00:00,15.615,8.9392,1.7417,11.85355
CCR,2014,2014-06-12 12:00:00,15.644,8.9379,1.7695,11.83477
CCR,2014,2014-06-12 12:00:00,15.668,8.9365,1.8448,11.83296
CCR,2014,2014-06-12 12:00:00,15.695,8.9349,1.821,11.82963
CCR,2014,2014-06-12 12:00:00,15.732,8.9332,1.821,11.81466
CCR,2014,2014-06-12 12:00:00,15.781,8.9316,1.8448,11.79622
CCR,2014,2014-06-12 12:00:00,15.823,8.9302,1.8171,11.77797
CCR,2014,2014-06-12 12:00:00,15.855,8.9289,1.7536,11.76003
CCR,2014,2014-06-12 12:00:00,15.884,8.9276,1.7695,11.74903
CCR,2014,2014-06-12 12:00:00,15.911,8.9265,1.7695,11.72822
CCR,2014,2014-06-12 12:00:00,15.944,8.9255,1.7655,11.71414
CCR,2014,2014-06-12 12:00:00,15.981,8.9247,1.829,11.69996
CCR,2014,2014-06-12 12:00:00,16.014,8.924,1.8448,11.69143
CCR,2014,2014-06-12 12:00:00,16.04,8.9233,1.8329,11.67848
CCR,2014,2014-06-12 12:00:00,16.062,8.9228,1.8171,11.67311
CCR,2014,2014-06-12 12:00:00,16.086,8.9223,1.9004,11.66215
CCR,2014,2014-06-12 12:00:00,16.115,8.922,1.9044,11.66102
CCR,2014,2014-06-12 12:00:00,16.145,8.9216,1.8806,11.65729
CCR,2014,2014-06-12 12:00:00,16.18,8.9211,1.8806,11.65246
CCR,2014,2014-06-12 12:00:00,16.221,8.9207,1.9004,11.647
