Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,DO_mgL,TURB_ntu
FCR,2014,2014-01-15 12:00:00,1.833,3.2087,0.9482,11.4202,0
FCR,2014,2014-01-15 12:00:00,1.876,3.2144,0.9601,11.42084,0
FCR,2014,2014-01-15 12:00:00,1.911,3.2188,0.9403,11.42153,0
FCR,2014,2014-01-15 12:00:00,1.938,3.2216,0.9601,11.41907,0
FCR,2014,2014-01-15 12:00:00,1.972,3.2234,0.9522,11.41897,0
FCR,2014,2014-01-15 12:00:00,2.017,3.2251,0.976,11.41486,0
FCR,2014,2014-01-15 12:00:00,2.067,3.2268,1.0752,11.4334,0
FCR,2014,2014-01-15 12:00:00,2.111,3.2285,1.0871,11.40782,0
FCR,2014,2014-01-15 12:00:00,2.147,3.2301,1.095,11.40691,0
FCR,2014,2014-01-15 12:00:00,2.186,3.2317,1.0752,11.40053,0
FCR,2014,2014-01-15 12:00:00,2.229,3.2335,1.0672,11.40073,0
FCR,2014,2014-01-15 12:00:00,2.27,3.2354,1.1466,11.38813,0
FCR,2014,2014-01-15 12:00:00,2.309,3.2372,1.1545,11.3908,0
FCR,2014,2014-01-15 12:00:00,2.342,3.2381,1.1307,11.38931,0
FCR,2014,2014-01-15 12:00:00,2.369,3.2377,1.1387,11.37941,0
FCR,2014,2014-01-15 12:00:00,2.398,3.2362,1.0236,11.40008,0
FCR,2014,2014-01-15 12:00:00,2.43,3.2344,1.0157,11.40303,0
FCR,2014,2014-01-15 12:00:00,2.464,3.2324,1.0038,11.39389,0
FCR,2014,2014-01-15 12:00:00,2.505,3.2304,1.0276,11.40263,0
FCR,2014,2014-01-15 12:00:00,2.548,3.2286,1.1307,11.40113,0
FCR,2014,2014-01-15 12:00:00,2.583,3.2271,1.1466,11.39662,0
FCR,2014,2014-01-15 12:00:00,2.616,3.2261,1.1506,11.40593,0
FCR,2014,2014-01-15 12:00:00,2.648,3.2255,1.1545,11.41305,0
FCR,2014,2014-01-15 12:00:00,2.679,3.2253,1.2101,11.40405,0
FCR,2014,2014-01-15 12:00:00,2.719,3.2254,1.2259,11.42042,0
FCR,2014,2014-01-15 12:00:00,2.76,3.2257,1.2299,11.41387,0
FCR,2014,2014-01-15 12:00:00,2.795,3.2262,1.214,11.41242,0
FCR,2014,2014-01-15 12:00:00,2.825,3.2267,1.2021,11.41617,0
FCR,2014,2014-01-15 12:00:00,2.854,3.2275,1.0791,11.41395,0
FCR,2014,2014-01-15 12:00:00,2.889,3.2284,1.0871,11.40739,0
FCR,2014,2014-01-15 12:00:00,2.925,3.2291,1.0752,11.40273,0
FCR,2014,2014-01-15 12:00:00,2.964,3.2296,1.0791,11.40288,0
FCR,2014,2014-01-15 12:00:00,3.011,3.2301,1.0791,11.40201,0
FCR,2014,2014-01-15 12:00:00,3.057,3.2307,1.0791,11.41208,0
FCR,2014,2014-01-15 12:00:00,3.093,3.2314,1.0712,11.40762,0
FCR,2014,2014-01-15 12:00:00,3.13,3.2322,1.1069,11.40097,0
FCR,2014,2014-01-15 12:00:00,3.178,3.233,1.1307,11.40077,0
FCR,2014,2014-01-15 12:00:00,3.224,3.2337,1.1466,11.39908,0
FCR,2014,2014-01-15 12:00:00,3.261,3.2341,1.1545,11.38577,0
FCR,2014,2014-01-15 12:00:00,3.291,3.2345,1.1545,11.39259,0
FCR,2014,2014-01-15 12:00:00,3.314,3.2349,1.0911,11.37564,0
FCR,2014,2014-01-15 12:00:00,3.341,3.2353,1.0871,11.38136,0
FCR,2014,2014-01-15 12:00:00,3.383,3.2355,1.095,11.38306,0
FCR,2014,2014-01-15 12:00:00,3.428,3.2354,1.0791,11.39225,0
FCR,2014,2014-01-15 12:00:00,3.465,3.2348,1.0712,11.40187,0
FCR,2014,2014-01-15 12:00:00,3.5,3.2339,1.218,11.41042,0
FCR,2014,2014-01-15 12:00:00,3.532,3.2328,1.2061,11.41843,0
FCR,2014,2014-01-15 12:00:00,3.57,3.232,1.214,11.4263,0
FCR,2014,2014-01-15 12:00:00,3.619,3.2314,1.2259,11.4283,0
FCR,2014,2014-01-15 12:00:00,3.673,3.2313,1.214,11.42993,0
FCR,2014,2014-01-15 12:00:00,3.717,3.2314,1.2021,11.43425,0
FCR,2014,2014-01-15 12:00:00,3.748,3.2316,1.2259,11.43278,0
FCR,2014,2014-01-15 12:00:00,3.774,3.2319,1.1982,11.43223,0
FCR,2014,2014-01-15 12:00:00,3.804,3.232,1.214,11.43143,0
FCR,2014,2014-01-15 12:00:00,3.835,3.2319,1.1982,11.4458,0
FCR,2014,2014-01-15 12:00:00,3.874,3.2317,1.214,11.42683,0
FCR,2014,2014-01-15 12:00:00,3.914,3.2314,1.222,11.42892,0
FCR,2014,2014-01-15 12:00:00,3.946,3.231,1.1307,11.42462,0
FCR,2014,2014-01-15 12:00:00,3.98,3.2305,1.1545,11.42872,0
FCR,2014,2014-01-15 12:00:00,4.022,3.2297,1.1466,11.41707,0
FCR,2014,2014-01-15 12:00:00,4.069,3.2287,1.1387,11.41504,0
FCR,2014,2014-01-15 12:00:00,4.114,3.2278,1.1506,11.42922,0
FCR,2014,2014-01-15 12:00:00,4.156,3.2271,1.1466,11.42824,0
FCR,2014,2014-01-15 12:00:00,4.195,3.2268,1.1307,11.43204,0
FCR,2014,2014-01-15 12:00:00,4.227,3.2267,1.1307,11.42788,0
FCR,2014,2014-01-15 12:00:00,4.256,3.2268,1.1545,11.42077,0
FCR,2014,2014-01-15 12:00:00,4.289,3.227,1.1545,11.41691,0
FCR,2014,2014-01-15 12:00:00,4.327,3.2271,1.1387,11.42257,0
FCR,2014,2014-01-15 12:00:00,4.366,3.2271,1.1585,11.42333,0
FCR,2014,2014-01-15 12:00:00,4.402,3.2268,1.1506,11.42804,0
FCR,2014,2014-01-15 12:00:00,4.437,3.2262,1.2101,11.42876,0
FCR,2014,2014-01-15 12:00:00,4.468,3.2256,1.222,11.43463,0
FCR,2014,2014-01-15 12:00:00,4.5,3.2251,1.218,11.42969,0
FCR,2014,2014-01-15 12:00:00,4.532,3.225,1.218,11.43502,0
FCR,2014,2014-01-15 12:00:00,4.567,3.2255,1.2775,11.42597,0
FCR,2014,2014-01-15 12:00:00,4.607,3.2265,1.2855,11.43401,0
FCR,2014,2014-01-15 12:00:00,4.644,3.2276,1.2735,11.42267,0
FCR,2014,2014-01-15 12:00:00,4.677,3.2289,1.2696,11.41907,0
FCR,2014,2014-01-15 12:00:00,4.71,3.2302,1.2577,11.41997,0
FCR,2014,2014-01-15 12:00:00,4.744,3.2315,1.2101,11.41177,0
FCR,2014,2014-01-15 12:00:00,4.782,3.2327,1.2101,11.42297,0
FCR,2014,2014-01-15 12:00:00,4.83,3.2335,1.214,11.40422,0
FCR,2014,2014-01-15 12:00:00,4.874,3.234,1.2259,11.41494,0
FCR,2014,2014-01-15 12:00:00,4.906,3.2342,1.1268,11.41281,0
FCR,2014,2014-01-15 12:00:00,4.933,3.2339,1.1506,11.42059,0
FCR,2014,2014-01-15 12:00:00,4.971,3.2335,1.1545,11.41657,0
FCR,2014,2014-01-15 12:00:00,5.013,3.233,1.1466,11.40827,0
FCR,2014,2014-01-15 12:00:00,5.057,3.2326,1.2101,11.40356,0
FCR,2014,2014-01-15 12:00:00,5.099,3.2322,1.1982,11.41866,0
FCR,2014,2014-01-15 12:00:00,5.134,3.232,1.218,11.39851,0
FCR,2014,2014-01-15 12:00:00,5.167,3.2319,1.1942,11.40585,0
FCR,2014,2014-01-15 12:00:00,5.198,3.232,1.095,11.41773,0
FCR,2014,2014-01-15 12:00:00,5.238,3.2323,1.095,11.41824,0
FCR,2014,2014-01-15 12:00:00,5.288,3.2326,1.0752,11.4183,0
FCR,2014,2014-01-15 12:00:00,5.33,3.2329,1.0791,11.42418,0
FCR,2014,2014-01-15 12:00:00,5.362,3.2331,1.0712,11.44956,0
FCR,2014,2014-01-15 12:00:00,5.392,3.2332,1.1426,11.44604,0
FCR,2014,2014-01-15 12:00:00,5.426,3.2333,1.1506,11.44268,0
FCR,2014,2014-01-15 12:00:00,5.466,3.2332,1.1426,11.43762,0
FCR,2014,2014-01-15 12:00:00,5.517,3.2331,1.1466,11.42544,0
FCR,2014,2014-01-15 12:00:00,5.557,3.2329,1.1902,11.42803,0
FCR,2014,2014-01-15 12:00:00,5.584,3.2327,1.2061,11.4181,0
FCR,2014,2014-01-15 12:00:00,5.606,3.2324,1.2259,11.42477,0
FCR,2014,2014-01-15 12:00:00,5.639,3.2322,1.218,11.43761,0
FCR,2014,2014-01-15 12:00:00,5.682,3.2321,1.2061,11.43144,0
FCR,2014,2014-01-15 12:00:00,5.724,3.2321,1.2101,11.42288,0
FCR,2014,2014-01-15 12:00:00,5.759,3.2323,1.222,11.40553,0
FCR,2014,2014-01-15 12:00:00,5.789,3.2325,1.2101,11.40607,0
FCR,2014,2014-01-15 12:00:00,5.819,3.2327,1.214,11.38921,0
FCR,2014,2014-01-15 12:00:00,5.858,3.2331,1.218,11.40097,0
FCR,2014,2014-01-15 12:00:00,5.912,3.2338,1.1982,11.39382,0
FCR,2014,2014-01-15 12:00:00,5.966,3.2343,1.214,11.39953,0
FCR,2014,2014-01-15 12:00:00,6.009,3.2345,1.214,11.40457,0
FCR,2014,2014-01-15 12:00:00,6.039,3.2344,1.1545,11.40147,0
FCR,2014,2014-01-15 12:00:00,6.067,3.2341,1.1426,11.41605,0
FCR,2014,2014-01-15 12:00:00,6.106,3.2338,1.1387,11.40497,0
FCR,2014,2014-01-15 12:00:00,6.157,3.2337,1.1545,11.40621,0
FCR,2014,2014-01-15 12:00:00,6.205,3.2339,1.2815,11.40536,0
FCR,2014,2014-01-15 12:00:00,6.241,3.2344,1.2815,11.40933,0
FCR,2014,2014-01-15 12:00:00,6.27,3.2353,1.2815,11.39418,0
FCR,2014,2014-01-15 12:00:00,6.303,3.2364,1.2735,11.39773,0
FCR,2014,2014-01-15 12:00:00,6.341,3.2378,1.1426,11.39962,0
FCR,2014,2014-01-15 12:00:00,6.382,3.239,1.1545,11.4074,0
FCR,2014,2014-01-15 12:00:00,6.421,3.24,1.1545,11.39988,0
FCR,2014,2014-01-15 12:00:00,6.453,3.2407,1.1506,11.39131,0
FCR,2014,2014-01-15 12:00:00,6.483,3.2415,1.214,11.39705,0
FCR,2014,2014-01-15 12:00:00,6.515,3.2427,1.2061,11.39828,0
FCR,2014,2014-01-15 12:00:00,6.55,3.2443,1.2021,11.39493,0
FCR,2014,2014-01-15 12:00:00,6.593,3.2458,1.214,11.38623,0
FCR,2014,2014-01-15 12:00:00,6.643,3.2469,1.214,11.39604,0
FCR,2014,2014-01-15 12:00:00,6.685,3.2479,1.222,11.40215,0
FCR,2014,2014-01-15 12:00:00,6.715,3.2489,1.1902,11.39936,0
FCR,2014,2014-01-15 12:00:00,6.744,3.2498,1.214,11.39838,0
FCR,2014,2014-01-15 12:00:00,6.782,3.2505,1.222,11.39641,0
FCR,2014,2014-01-15 12:00:00,6.821,3.251,1.2021,11.40046,0
FCR,2014,2014-01-15 12:00:00,6.863,3.2514,1.2061,11.39641,0
FCR,2014,2014-01-15 12:00:00,6.903,3.2517,1.218,11.40249,0
FCR,2014,2014-01-15 12:00:00,6.936,3.2521,1.2259,11.40486,0
FCR,2014,2014-01-15 12:00:00,6.965,3.2525,1.2101,11.39516,0
FCR,2014,2014-01-15 12:00:00,6.998,3.2527,1.218,11.41441,0
FCR,2014,2014-01-15 12:00:00,7.039,3.2527,1.2299,11.41103,0
FCR,2014,2014-01-15 12:00:00,7.083,3.2525,1.1942,11.40878,0
FCR,2014,2014-01-15 12:00:00,7.12,3.2521,1.1506,11.40767,0
FCR,2014,2014-01-15 12:00:00,7.152,3.2515,1.1387,11.40799,0
FCR,2014,2014-01-15 12:00:00,7.186,3.2507,1.1307,11.40676,0
FCR,2014,2014-01-15 12:00:00,7.232,3.2499,1.1307,11.39822,0
FCR,2014,2014-01-15 12:00:00,7.282,3.2494,1.1585,11.40771,0
FCR,2014,2014-01-15 12:00:00,7.325,3.2489,1.1545,11.39593,0
FCR,2014,2014-01-15 12:00:00,7.362,3.2484,1.1426,11.39998,0
FCR,2014,2014-01-15 12:00:00,7.399,3.2479,1.1585,11.39071,0
FCR,2014,2014-01-15 12:00:00,7.437,3.2476,1.1545,11.38485,0
FCR,2014,2014-01-15 12:00:00,7.473,3.2474,1.1387,11.38422,0
FCR,2014,2014-01-15 12:00:00,7.512,3.2471,1.1466,11.38317,0
FCR,2014,2014-01-15 12:00:00,7.545,3.2468,1.1545,11.39593,0
FCR,2014,2014-01-15 12:00:00,7.573,3.2465,1.1307,11.4041,0
FCR,2014,2014-01-15 12:00:00,7.605,3.246,1.1387,11.4052,0
FCR,2014,2014-01-15 12:00:00,7.644,3.2455,1.1625,11.40935,0
FCR,2014,2014-01-15 12:00:00,7.684,3.2453,1.1545,11.41751,0
FCR,2014,2014-01-15 12:00:00,7.719,3.2454,1.1307,11.41832,0
FCR,2014,2014-01-15 12:00:00,7.754,3.2458,1.1506,11.42076,0
FCR,2014,2014-01-15 12:00:00,7.792,3.2459,1.1506,11.41641,0
FCR,2014,2014-01-15 12:00:00,7.822,3.2456,1.1426,11.41423,0
FCR,2014,2014-01-15 12:00:00,7.851,3.2452,1.1307,11.41217,0
FCR,2014,2014-01-15 12:00:00,7.889,3.2451,1.1426,11.42022,0
FCR,2014,2014-01-15 12:00:00,7.934,3.2454,1.2616,11.42278,0
FCR,2014,2014-01-15 12:00:00,7.981,3.2459,1.2735,11.41467,0
FCR,2014,2014-01-15 12:00:00,8.021,3.2464,1.2775,11.41666,0
FCR,2014,2014-01-15 12:00:00,8.058,3.2468,1.2735,11.40585,0
FCR,2014,2014-01-15 12:00:00,8.089,3.2471,1.3331,11.41957,0
FCR,2014,2014-01-15 12:00:00,8.122,3.2473,1.337,11.42154,0
FCR,2014,2014-01-15 12:00:00,8.169,3.2472,1.345,11.41632,0
FCR,2014,2014-01-15 12:00:00,8.212,3.2469,1.3291,11.4165,0
FCR,2014,2014-01-15 12:00:00,8.247,3.2467,1.1426,11.42135,0
FCR,2014,2014-01-15 12:00:00,8.277,3.2466,1.1585,11.41701,0
FCR,2014,2014-01-15 12:00:00,8.298,3.2466,1.1387,11.41197,0
FCR,2014,2014-01-15 12:00:00,8.324,3.2467,1.1426,11.40613,0
FCR,2014,2014-01-15 12:00:00,8.373,3.2468,1.1585,11.41979,0
FCR,2014,2014-01-15 12:00:00,8.425,3.2469,1.1625,11.42704,0
FCR,2014,2014-01-15 12:00:00,8.469,3.2472,1.1387,11.43095,0
FCR,2014,2014-01-15 12:00:00,8.505,3.2476,1.1426,11.4272,0
FCR,2014,2014-01-15 12:00:00,8.54,3.2481,1.1387,11.4373,0
FCR,2014,2014-01-15 12:00:00,8.574,3.2484,1.214,11.43167,0
FCR,2014,2014-01-15 12:00:00,8.607,3.2487,1.1942,11.43383,0
FCR,2014,2014-01-15 12:00:00,8.642,3.2487,1.2101,11.43112,0
FCR,2014,2014-01-15 12:00:00,8.677,3.2485,1.2101,11.42091,0
FCR,2014,2014-01-15 12:00:00,8.707,3.2483,1.2735,11.41276,0
FCR,2014,2014-01-15 12:00:00,8.733,3.2481,1.2815,11.43216,0
FCR,2014,2014-01-15 12:00:00,8.761,3.2481,1.2775,11.42985,0
FCR,2014,2014-01-15 12:00:00,8.797,3.2482,1.2855,11.42836,0
FCR,2014,2014-01-15 12:00:00,8.836,3.2485,1.2101,11.42919,0
FCR,2014,2014-01-15 12:00:00,8.877,3.2492,1.2101,11.42571,0
FCR,2014,2014-01-15 12:00:00,8.919,3.2504,1.1982,11.40814,0
FCR,2014,2014-01-15 12:00:00,8.957,3.2522,1.2101,11.41811,0
FCR,2014,2014-01-15 12:00:00,8.992,3.2542,1.2259,11.42135,0
FCR,2014,2014-01-15 12:00:00,9.026,3.2562,1.2378,11.417,0
FCR,2014,2014-01-15 12:00:00,9.061,3.2579,1.1942,11.43476,0
FCR,2014,2014-01-15 12:00:00,9.1,3.2595,1.2101,11.4245,0
FCR,2014,2014-01-15 12:00:00,9.134,3.2609,1.2101,11.42824,0
FCR,2014,2014-01-15 12:00:00,9.16,3.262,1.2775,11.42602,0
FCR,2014,2014-01-15 12:00:00,9.18,3.2625,1.2775,11.41123,0
FCR,2014,2014-01-15 12:00:00,9.199,3.2624,1.2894,11.41088,0
FCR,2014,2014-01-15 12:00:00,9.215,3.2622,1.2815,11.41064,0
FCR,2014,2014-01-15 12:00:00,9.227,3.2621,1.1545,11.41042,0
FCR,2014,2014-01-15 12:00:00,9.3,3.2621,1.1545,11.41042,0
FCR,2014,2014-02-24 12:00:00,0.106,5.2578,0.5039,11.89598,0
FCR,2014,2014-02-24 12:00:00,0.139,5.2567,0.4959,11.88927,0
FCR,2014,2014-02-24 12:00:00,0.182,5.256,0.4721,11.90963,0
FCR,2014,2014-02-24 12:00:00,0.222,5.2555,0.5475,11.90647,0
FCR,2014,2014-02-24 12:00:00,0.254,5.2551,0.5713,11.89795,0
FCR,2014,2014-02-24 12:00:00,0.277,5.2549,0.5436,11.89951,0
FCR,2014,2014-02-24 12:00:00,0.311,5.2548,0.5555,11.88962,0
FCR,2014,2014-02-24 12:00:00,0.345,5.2549,0.5039,11.90825,0
FCR,2014,2014-02-24 12:00:00,0.372,5.2552,0.492,11.91031,0
FCR,2014,2014-02-24 12:00:00,0.394,5.2556,0.4959,11.90417,0
FCR,2014,2014-02-24 12:00:00,0.409,5.2562,0.4959,11.90706,0
FCR,2014,2014-02-24 12:00:00,0.411,5.2569,0.5594,11.89551,0
FCR,2014,2014-02-24 12:00:00,0.4,5.2575,0.5594,11.9019,0
FCR,2014,2014-02-24 12:00:00,0.385,5.2583,0.5674,11.89404,0
FCR,2014,2014-02-24 12:00:00,0.377,5.2592,0.5594,11.88164,0
FCR,2014,2014-02-24 12:00:00,0.384,5.2601,0.488,11.89329,0
FCR,2014,2014-02-24 12:00:00,0.396,5.2608,0.492,11.88972,0
FCR,2014,2014-02-24 12:00:00,0.401,5.2611,0.5079,11.89876,0
FCR,2014,2014-02-24 12:00:00,0.398,5.2609,0.4959,11.91681,0
FCR,2014,2014-02-24 12:00:00,0.394,5.2603,0.492,11.90772,0
FCR,2014,2014-02-24 12:00:00,0.389,5.2595,0.4959,11.89965,0
FCR,2014,2014-02-24 12:00:00,0.393,5.2588,0.492,11.91658,0
FCR,2014,2014-02-24 12:00:00,0.411,5.2582,0.4721,11.9031,0
FCR,2014,2014-02-24 12:00:00,0.436,5.2574,0.4959,11.89637,0
FCR,2014,2014-02-24 12:00:00,0.457,5.2562,0.5594,11.89589,0
FCR,2014,2014-02-24 12:00:00,0.478,5.2546,0.5555,11.90219,0
FCR,2014,2014-02-24 12:00:00,0.5,5.253,0.5436,11.90574,0
FCR,2014,2014-02-24 12:00:00,0.535,5.2513,0.5634,11.91359,0
FCR,2014,2014-02-24 12:00:00,0.576,5.2497,0.6229,11.91087,0
FCR,2014,2014-02-24 12:00:00,0.614,5.248,0.6189,11.89879,0
FCR,2014,2014-02-24 12:00:00,0.645,5.2459,0.6229,11.8934,0
FCR,2014,2014-02-24 12:00:00,0.674,5.2434,0.615,11.90873,0
FCR,2014,2014-02-24 12:00:00,0.702,5.2408,0.6189,11.90079,0
FCR,2014,2014-02-24 12:00:00,0.731,5.2383,0.611,11.89288,0
FCR,2014,2014-02-24 12:00:00,0.772,5.2361,0.6229,11.90958,0
FCR,2014,2014-02-24 12:00:00,0.815,5.2342,0.5991,11.9067,0
FCR,2014,2014-02-24 12:00:00,0.85,5.2328,0.611,11.90441,0
FCR,2014,2014-02-24 12:00:00,0.887,5.232,0.6745,11.90544,0
FCR,2014,2014-02-24 12:00:00,0.92,5.2313,0.6665,11.89756,0
FCR,2014,2014-02-24 12:00:00,0.953,5.2304,0.6626,11.89259,0
FCR,2014,2014-02-24 12:00:00,0.987,5.2292,0.6586,11.90127,0
FCR,2014,2014-02-24 12:00:00,1.024,5.2275,0.7895,11.89456,0
FCR,2014,2014-02-24 12:00:00,1.062,5.2257,0.7737,11.9067,0
FCR,2014,2014-02-24 12:00:00,1.094,5.2238,0.7697,11.90156,0
FCR,2014,2014-02-24 12:00:00,1.123,5.2221,0.8014,11.89974,0
FCR,2014,2014-02-24 12:00:00,1.148,5.2206,0.9006,11.89994,0
FCR,2014,2014-02-24 12:00:00,1.176,5.2193,0.9046,11.89785,0
FCR,2014,2014-02-24 12:00:00,1.211,5.2181,0.9165,11.89271,0
FCR,2014,2014-02-24 12:00:00,1.249,5.2172,0.9046,11.89212,0
FCR,2014,2014-02-24 12:00:00,1.287,5.2164,1.0474,11.88736,0
FCR,2014,2014-02-24 12:00:00,1.326,5.2159,1.0434,11.89973,0
FCR,2014,2014-02-24 12:00:00,1.364,5.2157,1.0395,11.90185,0
FCR,2014,2014-02-24 12:00:00,1.399,5.2156,1.0196,11.89214,0
FCR,2014,2014-02-24 12:00:00,1.436,5.2155,1.0276,11.90156,0
FCR,2014,2014-02-24 12:00:00,1.479,5.2153,1.103,11.91071,0
FCR,2014,2014-02-24 12:00:00,1.521,5.2151,1.103,11.89953,0
FCR,2014,2014-02-24 12:00:00,1.553,5.2149,1.099,11.91062,0
FCR,2014,2014-02-24 12:00:00,1.578,5.2146,1.1069,11.90116,0
FCR,2014,2014-02-24 12:00:00,1.603,5.2143,1.1744,11.89825,0
FCR,2014,2014-02-24 12:00:00,1.632,5.2141,1.1664,11.90264,0
FCR,2014,2014-02-24 12:00:00,1.671,5.214,1.1545,11.89746,0
FCR,2014,2014-02-24 12:00:00,1.708,5.2137,1.1704,11.90076,0
FCR,2014,2014-02-24 12:00:00,1.74,5.2134,1.2299,11.90191,0
FCR,2014,2014-02-24 12:00:00,1.77,5.213,1.214,11.90448,0
FCR,2014,2014-02-24 12:00:00,1.801,5.2125,1.2418,11.90635,0
FCR,2014,2014-02-24 12:00:00,1.83,5.212,1.2339,11.90948,0
FCR,2014,2014-02-24 12:00:00,1.861,5.2115,1.3489,11.909,0
FCR,2014,2014-02-24 12:00:00,1.889,5.2113,1.3688,11.90335,0
FCR,2014,2014-02-24 12:00:00,1.924,5.2112,1.3688,11.89558,0
FCR,2014,2014-02-24 12:00:00,1.963,5.211,1.3489,11.89012,0
FCR,2014,2014-02-24 12:00:00,2.002,5.2106,1.3331,11.89902,0
FCR,2014,2014-02-24 12:00:00,2.036,5.2097,1.4322,11.89544,0
FCR,2014,2014-02-24 12:00:00,2.063,5.208,1.4164,11.90468,0
FCR,2014,2014-02-24 12:00:00,2.086,5.2054,1.3965,11.90773,0
FCR,2014,2014-02-24 12:00:00,2.111,5.2023,1.4322,11.89331,0
FCR,2014,2014-02-24 12:00:00,2.144,5.1991,1.4918,11.88912,0
FCR,2014,2014-02-24 12:00:00,2.178,5.196,1.4799,11.88571,0
FCR,2014,2014-02-24 12:00:00,2.209,5.1932,1.4957,11.8992,0
FCR,2014,2014-02-24 12:00:00,2.238,5.1907,1.5116,11.87885,0
FCR,2014,2014-02-24 12:00:00,2.269,5.1882,1.5473,11.89106,0
FCR,2014,2014-02-24 12:00:00,2.309,5.1857,1.5433,11.88892,0
FCR,2014,2014-02-24 12:00:00,2.358,5.1833,1.5473,11.89754,0
FCR,2014,2014-02-24 12:00:00,2.408,5.1812,1.5632,11.89877,0
FCR,2014,2014-02-24 12:00:00,2.447,5.1793,1.8607,11.89867,0
