
Advanced Calibration Data
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7, coef 8, coef 9
,Temperature(degC),unknown,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
,Pressure(psi),unknown,0.000001,-0.000219,1.003133,-0.000022,0.001997,0.421111,0.000000,1.000000,0.000000
,Power(V),unknown,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DO(ppm),19-Feb-18 12:42,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DO Temp(degC),unknown,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

Field Calibration Data
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7
,Temperature(degC),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,Pressure(psi),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,Power(V),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,DO(ppm),19-Feb-18 12:42,1.000000,0.560000,0.000000,0.000000,0.000000,1.000000,0.000000
,DO Temp(degC),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000

Sensor/File information
Sensor SN, 21230023 ,,Modbus Addr., 3 
Sensor Type,DO2,,Initialized w/fw Rev,"2. 131"
Sensor Name,FCR DO 1m  (3),,Uploaded,"Aqua4Plus 1.9.10"
File Name,FCR DO_1m 2018-02-19,,Exported,"Aqua4Plus 1.9.10"
# Records,  2682 
Statistical Data,,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC),
,Sensor Range,Custom,Custom,Custom,Custom,Custom,
,Minimum,5.313,14.765,12.639,10.790,4.860,
,Maximum,12.375,15.338,13.980,13.110,11.400,
,Mean,8.143,15.055,13.248,11.517,7.531,
,Variance,3.7919,0.0146,0.2104,0.2689,3.4245,
,Std Deviation,1.9473,0.1209,0.4587,0.5186,1.8505,
,,,,,,,
,,,,,,,
Rec #,Date/Time,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC)
156,21-Feb-18 03:45:00,8.500,15.295,12.877,12.580,8.020
157,21-Feb-18 04:00:00,8.500,15.302,12.877,12.520,8.020
158,21-Feb-18 04:15:00,8.500,15.304,12.877,12.550,8.020
159,21-Feb-18 04:30:00,8.500,15.293,12.907,12.570,8.040
160,21-Feb-18 04:45:00,8.563,15.297,12.907,12.550,8.040
161,21-Feb-18 05:00:00,8.563,15.298,12.847,12.580,8.050
162,21-Feb-18 05:15:00,8.563,15.302,12.907,12.550,8.050
163,21-Feb-18 05:30:00,8.563,15.303,12.907,12.540,8.040
164,21-Feb-18 05:45:00,8.563,15.300,12.907,12.540,8.040
165,21-Feb-18 06:00:00,8.500,15.294,12.877,12.540,8.040
166,21-Feb-18 06:15:00,8.500,15.298,12.907,12.530,8.040
167,21-Feb-18 06:30:00,8.500,15.298,12.877,12.530,8.030
168,21-Feb-18 06:45:00,8.500,15.301,12.907,12.550,8.030
169,21-Feb-18 07:00:00,8.563,15.305,12.847,12.480,8.030
170,21-Feb-18 07:15:00,8.563,15.301,12.877,12.510,8.030
171,21-Feb-18 07:30:00,8.563,15.297,12.847,12.550,8.040
172,21-Feb-18 07:45:00,8.563,15.301,12.907,12.520,8.040
173,21-Feb-18 08:00:00,8.563,15.307,12.847,12.550,8.030
174,21-Feb-18 08:15:00,8.625,15.308,12.966,12.530,7.990
175,21-Feb-18 08:30:00,8.688,15.302,13.056,12.530,7.960
176,21-Feb-18 08:45:00,8.688,15.310,13.384,12.520,7.900
177,21-Feb-18 09:00:00,8.750,15.313,13.771,12.550,7.780
178,21-Feb-18 09:15:00,8.750,15.310,13.771,12.620,7.720
179,21-Feb-18 09:30:00,8.750,15.314,13.771,12.620,7.640
180,21-Feb-18 09:45:00,8.750,15.311,13.682,12.630,7.540
181,21-Feb-18 10:00:00,8.688,15.311,13.563,12.640,7.420
182,21-Feb-18 10:15:00,8.563,15.316,13.712,12.680,7.360
183,21-Feb-18 10:30:00,8.500,15.312,13.741,12.650,7.370
184,21-Feb-18 10:45:00,8.438,15.316,13.712,12.650,7.380
185,21-Feb-18 11:00:00,8.375,15.306,13.861,12.710,7.360
186,21-Feb-18 11:15:00,8.438,15.304,13.801,12.690,7.380
187,21-Feb-18 11:30:00,8.438,15.309,13.801,12.700,7.350
188,21-Feb-18 11:45:00,8.438,15.307,13.831,12.690,7.350
189,21-Feb-18 12:00:00,8.313,15.303,13.831,12.710,7.220
190,21-Feb-18 12:15:00,8.313,15.300,13.831,12.750,6.890
191,21-Feb-18 12:30:00,8.188,15.294,13.861,12.740,6.600
192,21-Feb-18 12:45:00,8.000,15.298,13.861,12.770,6.290
193,21-Feb-18 13:00:00,7.750,15.292,13.712,12.730,6.330
194,21-Feb-18 13:15:00,7.500,15.292,13.741,12.720,6.540
195,21-Feb-18 13:30:00,7.375,15.283,13.682,12.710,6.490
196,21-Feb-18 13:45:00,7.313,15.278,13.682,12.750,6.490
197,21-Feb-18 14:00:00,7.250,15.275,13.741,12.690,6.550
198,21-Feb-18 14:15:00,7.438,15.279,13.831,12.690,6.670
199,21-Feb-18 14:30:00,7.625,15.275,13.831,12.650,6.710
200,21-Feb-18 14:45:00,7.625,15.271,13.891,12.660,6.660
201,21-Feb-18 15:00:00,7.688,15.265,13.861,12.660,6.610
202,21-Feb-18 15:15:00,7.688,15.267,13.801,12.620,6.570
203,21-Feb-18 15:30:00,7.688,15.258,13.712,12.630,6.770
204,21-Feb-18 15:45:00,7.750,15.258,13.801,12.570,6.870
205,21-Feb-18 16:00:00,7.750,15.258,13.831,12.610,6.970
206,21-Feb-18 16:15:00,7.938,15.251,13.801,12.590,7.250
207,21-Feb-18 16:30:00,7.938,15.257,13.861,12.610,7.350
208,21-Feb-18 16:45:00,8.063,15.256,13.771,12.610,7.480
209,21-Feb-18 17:00:00,8.188,15.256,13.324,12.560,7.760
210,21-Feb-18 17:15:00,8.375,15.256,13.265,12.540,7.960
211,21-Feb-18 17:30:00,8.500,15.254,13.145,12.560,8.020
212,21-Feb-18 17:45:00,8.625,15.259,13.086,12.540,8.030
213,21-Feb-18 18:00:00,8.625,15.262,12.996,12.510,8.120
214,21-Feb-18 18:15:00,8.750,15.259,12.996,12.570,8.010
215,21-Feb-18 18:30:00,8.688,15.266,12.996,12.520,8.000
216,21-Feb-18 18:45:00,8.688,15.265,12.966,12.530,7.960
217,21-Feb-18 19:00:00,8.813,15.263,12.937,12.520,8.120
218,21-Feb-18 19:15:00,8.875,15.279,12.996,12.580,8.060
219,21-Feb-18 19:30:00,8.875,15.279,12.996,12.550,8.010
220,21-Feb-18 19:45:00,8.875,15.274,12.966,12.580,8.070
221,21-Feb-18 20:00:00,9.000,15.279,12.877,12.540,8.130
222,21-Feb-18 20:15:00,9.000,15.281,12.966,12.530,8.130
223,21-Feb-18 20:30:00,9.063,15.281,12.937,12.540,8.140
224,21-Feb-18 20:45:00,9.063,15.288,12.966,12.520,8.170
225,21-Feb-18 21:00:00,9.125,15.289,12.937,12.530,8.220
226,21-Feb-18 21:15:00,9.313,15.281,12.966,12.520,8.220
227,21-Feb-18 21:30:00,9.313,15.286,12.937,12.500,8.320
228,21-Feb-18 21:45:00,9.188,15.282,12.937,12.460,8.380
229,21-Feb-18 22:00:00,9.250,15.279,12.847,12.440,8.440
230,21-Feb-18 22:15:00,9.313,15.286,12.907,12.470,8.370
231,21-Feb-18 22:30:00,9.250,15.284,12.907,12.400,8.620
232,21-Feb-18 22:45:00,9.188,15.283,12.907,12.400,8.640
233,21-Feb-18 23:00:00,9.250,15.284,12.877,12.400,8.580
234,21-Feb-18 23:15:00,9.250,15.284,12.877,12.400,8.650
235,21-Feb-18 23:30:00,9.313,15.276,12.937,12.340,8.730
236,21-Feb-18 23:45:00,9.375,15.279,12.877,12.320,8.730
237,22-Feb-18 00:00:00,9.438,15.275,12.877,12.370,8.650
238,22-Feb-18 00:15:00,9.500,15.279,12.907,12.340,8.750
239,22-Feb-18 00:30:00,9.500,15.285,12.907,12.350,8.800
240,22-Feb-18 00:45:00,9.563,15.284,12.907,12.370,8.850
241,22-Feb-18 01:00:00,9.563,15.280,12.877,12.330,8.920
242,22-Feb-18 01:15:00,9.625,15.279,12.847,12.260,8.960
243,22-Feb-18 01:30:00,9.688,15.275,12.877,12.260,9.050
244,22-Feb-18 01:45:00,9.688,15.273,12.877,12.290,9.110
245,22-Feb-18 02:00:00,9.688,15.278,12.877,12.290,9.150
246,22-Feb-18 02:15:00,9.688,15.278,12.907,12.270,9.160
247,22-Feb-18 02:30:00,9.688,15.277,12.907,12.260,9.150
248,22-Feb-18 02:45:00,9.688,15.289,12.877,12.230,9.160
249,22-Feb-18 03:00:00,9.688,15.303,12.847,12.270,9.160
250,22-Feb-18 03:15:00,9.625,15.293,12.817,12.230,9.160
251,22-Feb-18 03:30:00,9.625,15.281,12.907,12.230,9.150
252,22-Feb-18 03:45:00,9.625,15.283,12.817,12.270,9.150
253,22-Feb-18 04:00:00,9.625,15.283,12.847,12.220,9.160
254,22-Feb-18 04:15:00,9.625,15.286,12.877,12.240,9.160
255,22-Feb-18 04:30:00,9.625,15.291,12.877,12.230,9.160
256,22-Feb-18 04:45:00,9.688,15.285,12.847,12.240,9.170
257,22-Feb-18 05:00:00,9.625,15.282,12.847,12.220,9.180
258,22-Feb-18 05:15:00,9.688,15.281,12.817,12.180,9.190
259,22-Feb-18 05:30:00,9.688,15.280,12.817,12.190,9.190
260,22-Feb-18 05:45:00,9.688,15.276,12.847,12.220,9.160
261,22-Feb-18 06:00:00,9.750,15.276,12.847,12.220,9.150
262,22-Feb-18 06:15:00,9.813,15.282,12.877,12.230,9.130
263,22-Feb-18 06:30:00,9.813,15.289,12.877,12.220,9.070
264,22-Feb-18 06:45:00,9.750,15.289,12.788,12.240,9.060
265,22-Feb-18 07:00:00,9.750,15.294,12.788,12.210,9.020
266,22-Feb-18 07:15:00,9.750,15.292,12.847,12.290,8.890
267,22-Feb-18 07:30:00,9.750,15.295,12.877,12.240,8.890
268,22-Feb-18 07:45:00,9.750,15.296,12.966,12.270,8.840
269,22-Feb-18 08:00:00,9.750,15.302,12.907,12.320,8.910
270,22-Feb-18 08:15:00,9.813,15.298,13.175,12.330,8.870
271,22-Feb-18 08:30:00,9.875,15.300,13.414,12.300,8.890
272,22-Feb-18 08:45:00,9.875,15.304,13.533,12.290,8.890
273,22-Feb-18 09:00:00,9.938,15.301,13.712,12.290,8.900
274,22-Feb-18 09:15:00,9.938,15.302,13.712,12.320,8.900
275,22-Feb-18 09:30:00,9.875,15.306,13.712,12.270,8.960
276,22-Feb-18 09:45:00,9.813,15.301,13.652,12.250,8.950
277,22-Feb-18 10:00:00,9.813,15.305,13.801,12.300,8.890
278,22-Feb-18 10:15:00,9.813,15.302,13.831,12.380,8.810
279,22-Feb-18 10:30:00,9.813,15.301,13.831,12.380,8.700
280,22-Feb-18 10:45:00,9.750,15.294,13.831,12.490,8.500
281,22-Feb-18 11:00:00,9.688,15.294,13.831,12.500,8.410
282,22-Feb-18 11:15:00,9.625,15.297,13.861,12.520,8.330
283,22-Feb-18 11:30:00,9.438,15.292,13.741,12.500,8.070
284,22-Feb-18 11:45:00,9.313,15.283,13.771,12.510,7.850
285,22-Feb-18 12:00:00,9.188,15.286,13.801,12.520,7.900
286,22-Feb-18 12:15:00,9.063,15.273,13.801,12.570,7.600
287,22-Feb-18 12:30:00,9.063,15.279,13.831,12.580,7.580
288,22-Feb-18 12:45:00,8.938,15.274,13.741,12.500,7.870
289,22-Feb-18 13:00:00,9.000,15.263,13.831,12.490,8.120
290,22-Feb-18 13:15:00,9.063,15.252,13.861,12.550,7.790
291,22-Feb-18 13:30:00,9.063,15.247,13.801,12.520,7.800
292,22-Feb-18 13:45:00,9.125,15.246,13.741,12.540,7.890
293,22-Feb-18 14:00:00,9.188,15.241,13.831,12.470,8.020
294,22-Feb-18 14:15:00,9.500,15.236,13.741,12.500,7.980
295,22-Feb-18 14:30:00,9.625,15.237,13.771,12.500,8.070
296,22-Feb-18 14:45:00,9.500,15.241,13.771,12.550,7.830
297,22-Feb-18 15:00:00,9.375,15.240,13.831,12.520,7.740
298,22-Feb-18 15:15:00,9.313,15.237,13.712,12.450,8.170
299,22-Feb-18 15:30:00,9.313,15.233,13.831,12.430,8.450
300,22-Feb-18 15:45:00,9.438,15.236,13.831,12.460,8.500
301,22-Feb-18 16:00:00,9.563,15.235,13.831,12.390,8.690
302,22-Feb-18 16:15:00,9.813,15.237,13.712,12.410,8.690
303,22-Feb-18 16:30:00,9.938,15.238,13.682,12.340,8.920
304,22-Feb-18 16:45:00,10.000,15.240,13.592,12.370,8.980
305,22-Feb-18 17:00:00,10.188,15.237,13.473,12.350,9.050
306,22-Feb-18 17:15:00,10.438,15.240,13.443,12.310,9.230
307,22-Feb-18 17:30:00,10.563,15.242,13.294,12.290,9.400
308,22-Feb-18 17:45:00,10.563,15.247,13.086,12.270,9.360
309,22-Feb-18 18:00:00,10.750,15.248,13.026,12.210,9.540
310,22-Feb-18 18:15:00,11.313,15.253,12.996,12.310,9.370
311,22-Feb-18 18:30:00,11.563,15.255,12.996,12.310,9.440
312,22-Feb-18 18:45:00,11.625,15.260,12.966,12.250,9.540
313,22-Feb-18 19:00:00,12.125,15.267,12.966,12.250,9.650
314,22-Feb-18 19:15:00,12.125,15.268,12.966,12.220,9.720
315,22-Feb-18 19:30:00,11.750,15.265,12.996,12.220,9.800
316,22-Feb-18 19:45:00,11.813,15.288,12.937,12.260,9.840
317,22-Feb-18 20:00:00,11.625,15.271,12.907,12.260,9.880
318,22-Feb-18 20:15:00,11.375,15.271,12.877,12.250,9.900
319,22-Feb-18 20:30:00,11.250,15.282,12.937,12.260,9.900
320,22-Feb-18 20:45:00,11.250,15.279,12.907,12.210,10.160
321,22-Feb-18 21:00:00,11.250,15.277,12.877,12.190,10.160
322,22-Feb-18 21:15:00,11.313,15.282,12.907,12.180,10.190
323,22-Feb-18 21:30:00,11.250,15.286,12.907,12.130,10.410
324,22-Feb-18 21:45:00,11.313,15.280,12.907,12.100,10.390
325,22-Feb-18 22:00:00,11.313,15.286,12.877,12.050,10.510
326,22-Feb-18 22:15:00,11.438,15.278,12.877,12.010,10.740
327,22-Feb-18 22:30:00,11.500,15.290,12.907,11.980,10.920
328,22-Feb-18 22:45:00,11.563,15.283,12.847,11.940,11.010
329,22-Feb-18 23:00:00,11.625,15.285,12.847,11.950,11.000
