
Advanced Calibration Data
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7, coef 8, coef 9
,Temperature(degC),unknown,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
,Pressure(psi),unknown,0.000001,-0.000219,1.003133,-0.000022,0.001997,0.421111,0.000000,1.000000,0.000000
,Power(V),unknown,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DO(ppm),19-Feb-18 12:42,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DO Temp(degC),unknown,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

Field Calibration Data
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7
,Temperature(degC),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,Pressure(psi),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,Power(V),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,DO(ppm),19-Feb-18 12:42,1.000000,0.560000,0.000000,0.000000,0.000000,1.000000,0.000000
,DO Temp(degC),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000

Sensor/File information
Sensor SN, 21230023 ,,Modbus Addr., 3 
Sensor Type,DO2,,Initialized w/fw Rev,"2. 131"
Sensor Name,FCR DO 1m  (3),,Uploaded,"Aqua4Plus 1.9.10"
File Name,FCR_DO_1m_20181008,,Exported,"Aqua4Plus 1.9.10"
# Records,  2023 
Statistical Data,,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC),
,Sensor Range,Custom,Custom,Custom,Custom,Custom,
,Minimum,12.000,13.480,12.579,4.690,11.630,
,Maximum,24.000,15.092,13.950,7.900,23.450,
,Mean,16.856,14.888,13.188,6.106,16.436,
,Variance,11.4237,0.0123,0.2051,0.5364,11.4619,
,Std Deviation,3.3799,0.1107,0.4529,0.7324,3.3855,
,,,,,,,
,,,,,,,
Rec #,Date/Time,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC)
60,9-Oct-18 02:45:00,23.250,14.859,12.847,7.310,23.020
61,9-Oct-18 03:00:00,23.250,14.859,12.847,7.390,23.000
62,9-Oct-18 03:15:00,23.250,14.848,12.817,7.370,22.980
63,9-Oct-18 03:30:00,23.188,14.856,12.847,7.480,22.970
64,9-Oct-18 03:45:00,23.188,14.861,12.847,7.430,22.960
65,9-Oct-18 04:00:00,23.188,14.858,12.817,7.470,22.940
66,9-Oct-18 04:15:00,23.188,14.871,12.817,7.510,22.930
67,9-Oct-18 04:30:00,23.188,14.877,12.817,7.480,22.930
68,9-Oct-18 04:45:00,23.188,14.869,12.847,7.440,22.930
69,9-Oct-18 05:00:00,23.125,14.872,12.847,7.400,22.910
70,9-Oct-18 05:15:00,23.125,14.875,12.817,7.370,22.900
71,9-Oct-18 05:30:00,23.188,14.873,12.817,7.330,22.890
72,9-Oct-18 05:45:00,23.125,14.879,12.817,7.290,22.870
73,9-Oct-18 06:00:00,23.125,14.875,12.817,7.320,22.850
74,9-Oct-18 06:15:00,23.063,14.874,12.817,7.360,22.820
75,9-Oct-18 06:30:00,23.063,14.871,12.817,7.370,22.820
76,9-Oct-18 06:45:00,23.063,14.874,12.788,7.370,22.800
77,9-Oct-18 07:00:00,23.063,14.867,12.788,7.360,22.790
78,9-Oct-18 07:15:00,23.000,14.870,12.758,7.370,22.780
79,9-Oct-18 07:30:00,23.000,14.870,12.758,7.320,22.760
80,9-Oct-18 07:45:00,23.000,14.876,12.788,7.330,22.740
81,9-Oct-18 08:00:00,23.000,14.881,12.788,7.330,22.720
82,9-Oct-18 08:15:00,23.000,14.885,12.847,7.300,22.720
83,9-Oct-18 08:30:00,23.000,14.877,12.937,7.300,22.710
84,9-Oct-18 08:45:00,22.938,14.876,13.056,7.320,22.690
85,9-Oct-18 09:00:00,22.938,14.881,13.294,7.320,22.690
86,9-Oct-18 09:15:00,23.000,14.874,13.473,7.350,22.680
87,9-Oct-18 09:30:00,22.938,14.879,13.443,7.330,22.680
88,9-Oct-18 09:45:00,22.938,14.885,13.503,7.340,22.670
89,9-Oct-18 10:00:00,22.938,14.878,13.801,7.330,22.660
90,9-Oct-18 10:15:00,23.000,14.884,13.861,7.330,22.670
91,9-Oct-18 10:30:00,23.000,14.878,13.831,7.360,22.680
92,9-Oct-18 10:45:00,23.000,14.879,13.801,7.340,22.690
93,9-Oct-18 11:00:00,23.063,14.880,13.861,7.360,22.710
94,9-Oct-18 11:15:00,23.063,14.871,13.831,7.380,22.730
95,9-Oct-18 11:30:00,23.063,14.842,13.861,7.350,22.750
96,9-Oct-18 11:45:00,23.125,14.852,13.771,7.390,22.730
97,9-Oct-18 12:00:00,23.125,14.862,13.771,7.410,22.710
98,9-Oct-18 12:15:00,23.188,14.856,13.861,7.440,22.720
99,9-Oct-18 12:30:00,23.188,14.857,13.861,7.510,22.730
100,9-Oct-18 12:45:00,23.250,14.866,13.861,7.530,22.730
101,9-Oct-18 13:00:00,23.313,14.853,13.861,7.510,22.740
102,9-Oct-18 13:15:00,23.375,14.858,13.801,7.550,22.710
103,9-Oct-18 13:30:00,23.313,14.855,13.861,7.570,22.650
104,9-Oct-18 13:45:00,23.250,14.855,13.771,7.580,22.630
105,9-Oct-18 14:00:00,23.250,14.848,13.861,7.570,22.630
106,9-Oct-18 14:15:00,23.313,14.828,13.861,7.600,22.690
107,9-Oct-18 14:30:00,23.375,14.847,13.861,7.660,22.710
108,9-Oct-18 14:45:00,23.438,14.832,13.861,7.680,22.710
109,9-Oct-18 15:00:00,23.438,14.830,13.861,7.730,22.650
110,9-Oct-18 15:15:00,23.500,14.833,13.831,7.760,22.740
111,9-Oct-18 15:30:00,23.438,14.836,13.861,7.830,22.820
112,9-Oct-18 15:45:00,23.500,14.825,13.891,7.780,22.890
113,9-Oct-18 16:00:00,23.625,14.826,13.563,7.630,22.920
114,9-Oct-18 16:15:00,23.563,14.826,13.563,7.630,22.890
115,9-Oct-18 16:30:00,23.563,14.822,13.473,7.740,22.900
116,9-Oct-18 16:45:00,23.563,14.820,13.443,7.710,22.950
117,9-Oct-18 17:00:00,23.563,14.804,13.443,7.680,23.010
118,9-Oct-18 17:15:00,23.500,14.817,13.294,7.700,23.090
119,9-Oct-18 17:30:00,23.438,14.819,13.205,7.700,23.120
120,9-Oct-18 17:45:00,23.375,14.814,13.145,7.670,23.130
121,9-Oct-18 18:00:00,23.438,14.813,13.056,7.680,23.130
122,9-Oct-18 18:15:00,23.438,14.822,12.996,7.660,23.130
123,9-Oct-18 18:30:00,23.438,14.816,12.966,7.680,23.130
124,9-Oct-18 18:45:00,23.438,14.825,12.937,7.670,23.130
125,9-Oct-18 19:00:00,23.438,14.815,12.937,7.650,23.160
126,9-Oct-18 19:15:00,23.438,14.818,12.907,7.660,23.170
127,9-Oct-18 19:30:00,23.375,14.817,12.907,7.680,23.150
128,9-Oct-18 19:45:00,23.375,14.814,12.907,7.650,23.130
129,9-Oct-18 20:00:00,23.375,14.823,12.907,7.640,23.120
130,9-Oct-18 20:15:00,23.375,14.819,12.877,7.640,23.120
131,9-Oct-18 20:30:00,23.313,14.823,12.877,7.630,23.090
132,9-Oct-18 20:45:00,23.313,14.824,12.877,7.630,23.080
133,9-Oct-18 21:00:00,23.313,14.826,12.877,7.620,23.050
134,9-Oct-18 21:15:00,23.250,14.824,12.877,7.630,23.040
135,9-Oct-18 21:30:00,23.250,14.819,12.877,7.630,23.010
136,9-Oct-18 21:45:00,23.250,14.823,12.877,7.600,22.990
137,9-Oct-18 22:00:00,23.250,14.822,12.877,7.610,22.970
138,9-Oct-18 22:15:00,23.250,14.826,12.877,7.590,22.960
139,9-Oct-18 22:30:00,23.188,14.825,12.877,7.580,22.930
140,9-Oct-18 22:45:00,23.188,14.828,12.877,7.570,22.920
141,9-Oct-18 23:00:00,23.188,14.819,12.847,7.540,22.910
142,9-Oct-18 23:15:00,23.125,14.818,12.817,7.560,22.890
143,9-Oct-18 23:30:00,23.125,14.812,12.847,7.540,22.880
144,9-Oct-18 23:45:00,23.125,14.828,12.847,7.530,22.880
145,10-Oct-18 00:00:00,23.125,14.822,12.847,7.510,22.850
146,10-Oct-18 00:15:00,23.063,14.821,12.788,7.500,22.840
147,10-Oct-18 00:30:00,23.063,14.814,12.847,7.510,22.830
148,10-Oct-18 00:45:00,23.063,14.809,12.847,7.480,22.820
149,10-Oct-18 01:00:00,23.063,14.818,12.817,7.470,22.810
150,10-Oct-18 01:15:00,23.000,14.806,12.817,7.480,22.810
151,10-Oct-18 01:30:00,23.063,14.810,12.817,7.500,22.790
152,10-Oct-18 01:45:00,23.000,14.795,12.817,7.480,22.780
153,10-Oct-18 02:00:00,23.000,14.806,12.817,7.450,22.770
154,10-Oct-18 02:15:00,23.000,14.810,12.817,7.440,22.750
155,10-Oct-18 02:30:00,22.938,14.811,12.817,7.420,22.730
156,10-Oct-18 02:45:00,22.938,14.808,12.817,7.400,22.720
157,10-Oct-18 03:00:00,22.938,14.798,12.817,7.390,22.700
158,10-Oct-18 03:15:00,22.938,14.790,12.817,7.330,22.680
159,10-Oct-18 03:30:00,22.938,14.794,12.817,7.330,22.670
160,10-Oct-18 03:45:00,22.875,14.792,12.817,7.360,22.630
161,10-Oct-18 04:00:00,22.875,14.790,12.817,7.340,22.630
162,10-Oct-18 04:15:00,22.875,14.784,12.817,7.290,22.580
163,10-Oct-18 04:30:00,22.875,14.787,12.817,7.290,22.580
164,10-Oct-18 04:45:00,22.813,14.787,12.817,7.250,22.550
165,10-Oct-18 05:00:00,22.813,14.785,12.817,7.250,22.530
166,10-Oct-18 05:15:00,22.813,14.782,12.788,7.230,22.500
167,10-Oct-18 05:30:00,22.750,14.775,12.788,7.160,22.490
168,10-Oct-18 05:45:00,22.750,14.777,12.788,7.120,22.470
169,10-Oct-18 06:00:00,22.750,14.782,12.758,7.080,22.460
170,10-Oct-18 06:15:00,22.750,14.780,12.788,7.000,22.460
171,10-Oct-18 06:30:00,22.750,14.782,12.788,7.110,22.440
172,10-Oct-18 06:45:00,22.688,14.771,12.758,7.140,22.420
173,10-Oct-18 07:00:00,22.688,14.780,12.758,7.140,22.400
174,10-Oct-18 07:15:00,22.625,14.784,12.758,7.160,22.390
175,10-Oct-18 07:30:00,22.625,14.783,12.788,7.160,22.380
176,10-Oct-18 07:45:00,22.625,14.783,12.758,7.160,22.350
177,10-Oct-18 08:00:00,22.625,14.780,12.728,7.110,22.320
178,10-Oct-18 08:15:00,22.563,14.781,12.728,7.070,22.320
179,10-Oct-18 08:30:00,22.563,14.783,12.758,7.090,22.310
180,10-Oct-18 08:45:00,22.563,14.789,12.758,7.090,22.300
181,10-Oct-18 09:00:00,22.563,14.787,12.817,7.060,22.290
182,10-Oct-18 09:15:00,22.563,14.781,13.026,7.080,22.280
183,10-Oct-18 09:30:00,22.563,14.774,13.145,7.090,22.280
184,10-Oct-18 09:45:00,22.563,14.783,13.175,7.110,22.280
185,10-Oct-18 10:00:00,22.563,14.784,13.145,7.100,22.280
186,10-Oct-18 10:15:00,22.563,14.787,13.205,7.100,22.270
187,10-Oct-18 10:30:00,22.563,14.790,13.354,7.080,22.260
188,10-Oct-18 10:45:00,22.563,14.785,13.384,7.100,22.270
189,10-Oct-18 11:00:00,22.563,14.783,13.414,7.090,22.270
190,10-Oct-18 11:15:00,22.563,14.779,13.563,7.070,22.270
191,10-Oct-18 11:30:00,22.563,14.776,13.592,7.100,22.270
192,10-Oct-18 11:45:00,22.563,14.780,13.473,7.100,22.270
193,10-Oct-18 12:00:00,22.563,14.773,13.652,7.080,22.270
194,10-Oct-18 12:15:00,22.563,14.778,13.563,7.090,22.270
195,10-Oct-18 12:30:00,22.563,14.771,13.682,7.050,22.260
196,10-Oct-18 12:45:00,22.563,14.775,13.712,7.060,22.260
197,10-Oct-18 13:00:00,22.563,14.769,13.771,7.070,22.260
198,10-Oct-18 13:15:00,22.563,14.755,13.771,7.020,22.270
199,10-Oct-18 13:30:00,22.563,14.752,13.801,7.030,22.270
200,10-Oct-18 13:45:00,22.563,14.747,13.712,7.080,22.260
201,10-Oct-18 14:00:00,22.563,14.744,13.682,7.080,22.260
202,10-Oct-18 14:15:00,22.563,14.740,13.682,7.090,22.260
203,10-Oct-18 14:30:00,22.563,14.727,13.652,7.100,22.260
204,10-Oct-18 14:45:00,22.500,14.730,13.592,7.090,22.260
205,10-Oct-18 15:00:00,22.500,14.714,13.473,7.060,22.250
206,10-Oct-18 15:15:00,22.563,14.734,13.622,7.060,22.250
207,10-Oct-18 15:30:00,22.563,14.729,13.592,7.050,22.250
208,10-Oct-18 15:45:00,22.500,14.727,13.592,7.060,22.250
209,10-Oct-18 16:00:00,22.563,14.726,13.533,7.060,22.260
210,10-Oct-18 16:15:00,22.500,14.724,13.533,7.080,22.250
211,10-Oct-18 16:30:00,22.500,14.720,13.503,7.070,22.250
212,10-Oct-18 16:45:00,22.500,14.721,13.354,7.060,22.250
213,10-Oct-18 17:00:00,22.500,14.715,13.265,7.080,22.240
214,10-Oct-18 17:15:00,22.500,14.716,13.145,7.060,22.230
215,10-Oct-18 17:30:00,22.500,14.721,13.056,7.030,22.220
216,10-Oct-18 17:45:00,22.500,14.720,12.966,7.080,22.210
217,10-Oct-18 18:00:00,22.438,14.716,12.937,7.060,22.210
218,10-Oct-18 18:15:00,22.500,14.716,12.877,7.030,22.200
219,10-Oct-18 18:30:00,22.438,14.712,12.937,7.030,22.200
220,10-Oct-18 18:45:00,22.438,14.714,12.937,7.030,22.190
221,10-Oct-18 19:00:00,22.438,14.715,12.907,7.000,22.180
222,10-Oct-18 19:15:00,22.438,14.711,12.877,6.990,22.170
223,10-Oct-18 19:30:00,22.438,14.707,12.877,6.990,22.170
224,10-Oct-18 19:45:00,22.375,14.707,12.877,6.960,22.160
225,10-Oct-18 20:00:00,22.438,14.708,12.907,6.970,22.160
226,10-Oct-18 20:15:00,22.438,14.703,12.877,6.970,22.150
227,10-Oct-18 20:30:00,22.375,14.711,12.877,6.930,22.150
228,10-Oct-18 20:45:00,22.375,14.708,12.907,6.900,22.140
229,10-Oct-18 21:00:00,22.375,14.690,12.877,6.890,22.140
230,10-Oct-18 21:15:00,22.375,14.690,12.847,6.860,22.140
231,10-Oct-18 21:30:00,22.375,14.702,12.877,6.800,22.130
232,10-Oct-18 21:45:00,22.375,14.711,12.877,6.810,22.120
233,10-Oct-18 22:00:00,22.375,14.706,12.847,6.800,22.110
234,10-Oct-18 22:15:00,22.375,14.702,12.847,6.810,22.100
235,10-Oct-18 22:30:00,22.375,14.700,12.877,6.780,22.090
236,10-Oct-18 22:45:00,22.375,14.691,12.877,6.770,22.090
237,10-Oct-18 23:00:00,22.375,14.690,12.847,6.750,22.090
238,10-Oct-18 23:15:00,22.313,14.699,12.817,6.750,22.080
239,10-Oct-18 23:30:00,22.313,14.695,12.817,6.770,22.080
240,10-Oct-18 23:45:00,22.313,14.690,12.877,6.760,22.070
241,11-Oct-18 00:00:00,22.313,14.683,12.847,6.760,22.060
242,11-Oct-18 00:15:00,22.313,14.682,12.817,6.750,22.050
243,11-Oct-18 00:30:00,22.313,14.672,12.788,6.690,22.050
244,11-Oct-18 00:45:00,22.313,14.679,12.817,6.710,22.040
245,11-Oct-18 01:00:00,22.250,14.669,12.847,6.660,22.030
246,11-Oct-18 01:15:00,22.250,14.671,12.817,6.670,22.020
247,11-Oct-18 01:30:00,22.313,14.677,12.788,6.640,22.020
248,11-Oct-18 01:45:00,22.250,14.675,12.817,6.670,21.990
249,11-Oct-18 02:00:00,22.250,14.700,12.847,6.670,21.970
250,11-Oct-18 02:15:00,22.250,14.699,12.788,6.690,21.970
251,11-Oct-18 02:30:00,22.250,14.698,12.817,6.650,21.970
252,11-Oct-18 02:45:00,22.250,14.702,12.758,6.670,21.960
253,11-Oct-18 03:00:00,22.188,14.695,12.817,6.610,21.960
254,11-Oct-18 03:15:00,22.188,14.702,12.758,6.560,21.950
255,11-Oct-18 03:30:00,22.188,14.705,12.788,6.540,21.950
256,11-Oct-18 03:45:00,22.188,14.707,12.817,6.510,21.940
257,11-Oct-18 04:00:00,22.188,14.701,12.788,6.520,21.930
258,11-Oct-18 04:15:00,22.188,14.695,12.758,6.480,21.930
259,11-Oct-18 04:30:00,22.188,14.694,12.817,6.420,21.910
260,11-Oct-18 04:45:00,22.188,14.704,12.758,6.330,21.900
261,11-Oct-18 05:00:00,22.188,14.701,12.758,6.350,21.900
262,11-Oct-18 05:15:00,22.188,14.700,12.788,6.360,21.900
263,11-Oct-18 05:30:00,22.188,14.694,12.728,6.350,21.890
264,11-Oct-18 05:45:00,22.125,14.706,12.788,6.320,21.900
265,11-Oct-18 06:00:00,22.125,14.694,12.698,6.340,21.900
266,11-Oct-18 06:15:00,22.125,14.697,12.758,6.390,21.890
267,11-Oct-18 06:30:00,22.125,14.703,12.758,6.380,21.890
268,11-Oct-18 06:45:00,22.125,14.693,12.758,6.380,21.890
269,11-Oct-18 07:00:00,22.125,14.696,12.728,6.360,21.880
270,11-Oct-18 07:15:00,22.125,14.485,12.698,6.340,21.890
271,11-Oct-18 07:30:00,22.125,14.683,12.758,6.300,21.880
272,11-Oct-18 07:45:00,22.125,14.684,12.728,6.320,21.880
273,11-Oct-18 08:00:00,22.125,14.690,12.758,6.300,21.880
274,11-Oct-18 08:15:00,22.125,14.691,12.788,6.270,21.860
275,11-Oct-18 08:30:00,22.125,14.692,12.817,6.240,21.860
276,11-Oct-18 08:45:00,22.125,14.688,12.877,6.220,21.870
277,11-Oct-18 09:00:00,22.188,14.695,13.086,6.250,21.880
278,11-Oct-18 09:15:00,22.188,14.691,13.145,6.250,21.880
279,11-Oct-18 09:30:00,22.125,14.688,12.937,6.270,21.890
280,11-Oct-18 09:45:00,22.188,14.681,12.937,6.280,21.880
281,11-Oct-18 10:00:00,22.188,14.680,12.847,6.260,21.880
282,11-Oct-18 10:15:00,22.125,14.682,12.758,6.320,21.870
283,11-Oct-18 10:30:00,22.125,14.689,12.728,6.340,21.870
284,11-Oct-18 10:45:00,22.125,14.688,12.758,6.360,21.870
285,11-Oct-18 11:00:00,22.125,14.691,12.788,6.350,21.860
286,11-Oct-18 11:15:00,22.125,14.683,12.728,6.340,21.860
287,11-Oct-18 11:30:00,22.125,14.699,12.758,6.360,21.860
288,11-Oct-18 11:45:00,22.125,14.688,12.817,6.370,21.870
289,11-Oct-18 12:00:00,22.125,14.695,12.966,6.400,21.870
290,11-Oct-18 12:15:00,22.125,14.701,13.145,6.400,21.880
291,11-Oct-18 12:30:00,22.188,14.697,13.294,6.420,21.880
292,11-Oct-18 12:45:00,22.125,14.718,13.086,6.430,21.870
293,11-Oct-18 13:00:00,22.125,14.730,12.966,6.450,21.850
294,11-Oct-18 13:15:00,22.063,14.750,12.907,6.470,21.830
295,11-Oct-18 13:30:00,22.063,14.682,12.907,6.480,21.800
296,11-Oct-18 13:45:00,22.063,14.776,12.996,6.500,21.750
297,11-Oct-18 14:00:00,22.000,14.690,12.937,6.400,21.720
298,11-Oct-18 14:15:00,22.000,14.824,12.996,6.390,21.710
299,11-Oct-18 14:30:00,22.000,14.841,13.056,6.290,21.700
300,11-Oct-18 14:45:00,21.938,14.859,13.026,6.330,21.690
301,11-Oct-18 15:00:00,21.938,14.877,12.907,6.310,21.660
302,11-Oct-18 15:15:00,21.938,14.875,12.877,6.340,21.640
303,11-Oct-18 15:30:00,21.875,14.884,12.847,6.330,21.610
304,11-Oct-18 15:45:00,21.875,14.883,12.758,6.320,21.600
305,11-Oct-18 16:00:00,21.875,14.893,12.728,6.340,21.580
306,11-Oct-18 16:15:00,21.813,14.905,12.698,6.300,21.570
307,11-Oct-18 16:30:00,21.813,14.910,12.698,6.240,21.550
308,11-Oct-18 16:45:00,21.813,14.915,12.758,6.230,21.530
309,11-Oct-18 17:00:00,21.813,14.920,12.728,6.240,21.520
310,11-Oct-18 17:15:00,21.750,14.919,12.728,6.200,21.510
311,11-Oct-18 17:30:00,21.813,14.923,12.728,6.200,21.480
312,11-Oct-18 17:45:00,21.750,14.925,12.639,6.160,21.450
313,11-Oct-18 18:00:00,21.688,14.929,12.668,6.090,21.440
314,11-Oct-18 18:15:00,21.688,14.941,12.728,6.060,21.420
315,11-Oct-18 18:30:00,21.688,14.942,12.728,6.040,21.400
316,11-Oct-18 18:45:00,21.625,14.941,12.728,6.020,21.390
317,11-Oct-18 19:00:00,21.625,14.942,12.728,6.030,21.360
318,11-Oct-18 19:15:00,21.563,14.935,12.728,6.020,21.350
319,11-Oct-18 19:30:00,21.563,14.940,12.698,6.000,21.330
320,11-Oct-18 19:45:00,21.563,14.946,12.698,5.960,21.320
321,11-Oct-18 20:00:00,21.563,14.910,12.758,5.950,21.300
322,11-Oct-18 20:15:00,21.563,14.945,12.698,5.940,21.280
323,11-Oct-18 20:30:00,21.563,14.949,12.698,5.940,21.260
324,11-Oct-18 20:45:00,21.500,14.954,12.758,5.950,21.220
325,11-Oct-18 21:00:00,21.438,14.966,12.698,5.940,21.190
326,11-Oct-18 21:15:00,21.438,14.957,12.698,5.900,21.130
327,11-Oct-18 21:30:00,21.375,14.924,12.698,5.920,21.100
328,11-Oct-18 21:45:00,21.375,14.960,12.698,5.890,21.110
329,11-Oct-18 22:00:00,21.313,14.962,12.728,5.830,21.090
