Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,TURB_ntu,DO_mgL
BVR,2015,2015-07-20 16:59:57,6.924,9.0587,2.6463,7.6956,0.17751
BVR,2015,2015-07-20 16:59:57,6.942,9.0082,2.6542,7.8501,0.17617
BVR,2015,2015-07-20 16:59:57,6.965,8.9588,2.6423,7.7986,0.17324
BVR,2015,2015-07-20 16:59:57,6.987,8.9109,2.6423,7.6956,0.16471
BVR,2015,2015-07-20 16:59:57,7.012,8.8651,2.8367,9.1376,0.16837
BVR,2015,2015-07-20 16:59:57,7.036,8.8225,2.8526,9.1548,0.16536
BVR,2015,2015-07-20 16:59:57,7.06,8.7844,2.8526,9.0518,0.16288
BVR,2015,2015-07-20 16:59:57,7.082,8.7515,2.8287,9.1548,0.16026
BVR,2015,2015-07-20 16:59:57,7.109,8.7234,5.3401,10.2363,0.1583
BVR,2015,2015-07-20 16:59:57,7.139,8.6993,5.344,10.1848,0.14824
BVR,2015,2015-07-20 16:59:57,7.171,8.6781,5.3401,10.1848,0.14393
BVR,2015,2015-07-20 16:59:57,7.208,8.6583,5.3282,10.3049,0.14891
BVR,2015,2015-07-20 16:59:57,7.243,8.639,8.9067,13.1717,0.13971
BVR,2015,2015-07-20 16:59:57,7.273,8.6198,8.9147,13.1717,0.13107
BVR,2015,2015-07-20 16:59:57,7.299,8.6009,8.8948,13.103,0.12922
BVR,2015,2015-07-20 16:59:57,7.326,8.5829,8.8948,13.2575,0.12385
BVR,2015,2015-07-20 16:59:57,7.355,8.5662,8.9226,13.206,0.12453
BVR,2015,2015-07-20 16:59:57,7.383,8.5511,8.8353,11.0431,0.1198
BVR,2015,2015-07-20 16:59:57,7.411,8.5373,8.8393,11.0431,0.12472
BVR,2015,2015-07-20 16:59:57,7.436,8.5244,8.8551,11.0431,0.11907
BVR,2015,2015-07-20 16:59:57,7.459,8.5119,8.8313,11.0087,0.12065
BVR,2015,2015-07-20 16:59:57,7.481,8.4992,8.8472,9.9616,0.1224
BVR,2015,2015-07-20 16:59:57,7.503,8.4864,8.8512,9.9788,0.11925
BVR,2015,2015-07-20 16:59:57,7.523,8.4739,8.8512,9.9616,0.12114
BVR,2015,2015-07-20 16:59:57,7.542,8.4619,8.8313,9.9273,0.1178
BVR,2015,2015-07-20 16:59:57,7.562,8.4504,8.8869,9.7041,0.11214
BVR,2015,2015-07-20 16:59:57,7.584,8.4392,8.9107,9.7728,0.11343
BVR,2015,2015-07-20 16:59:57,7.61,8.428,8.8909,9.7041,0.10946
BVR,2015,2015-07-20 16:59:57,7.637,8.4169,8.9067,9.6526,0.11261
BVR,2015,2015-07-20 16:59:57,7.666,8.406,9.2876,8.8458,0.10999
BVR,2015,2015-07-20 16:59:57,7.693,8.3955,9.2916,8.8973,0.11362
BVR,2015,2015-07-20 16:59:57,7.717,8.3853,9.2678,8.8114,0.11257
BVR,2015,2015-07-20 16:59:57,7.737,8.3751,9.3035,8.9488,0.11001
BVR,2015,2015-07-20 16:59:57,7.759,8.3652,9.2916,8.8973,0.1051
BVR,2015,2015-07-20 16:59:57,7.783,8.3556,8.9702,7.9875,0.10711
BVR,2015,2015-07-20 16:59:57,7.809,8.3462,8.9623,8.1076,0.10191
BVR,2015,2015-07-20 16:59:57,7.83,8.3369,8.9781,8.1076,0.104
BVR,2015,2015-07-20 16:59:57,7.852,8.3275,8.994,8.039,0.10299
BVR,2015,2015-07-20 16:59:57,7.872,8.3179,8.5457,7.8158,0.10346
BVR,2015,2015-07-20 16:59:57,7.893,8.3084,8.5536,7.833,0.09458
BVR,2015,2015-07-20 16:59:57,7.916,8.2988,8.5497,7.7815,0.1048
BVR,2015,2015-07-20 16:59:57,7.938,8.2885,8.5695,7.7815,0.09112
BVR,2015,2015-07-20 16:59:57,7.959,8.2771,8.2442,6.6828,0.10361
BVR,2015,2015-07-20 16:59:57,7.98,8.2648,8.2561,6.6656,0.09591
BVR,2015,2015-07-20 16:59:57,8.004,8.252,8.2402,6.7,0.09317
BVR,2015,2015-07-20 16:59:57,8.028,8.2397,8.2442,6.6656,0.10026
BVR,2015,2015-07-20 16:59:57,8.056,8.2282,8.1886,7.009,0.10075
BVR,2015,2015-07-20 16:59:57,8.088,8.2177,8.1847,6.9575,0.09817
BVR,2015,2015-07-20 16:59:57,8.123,8.2079,8.1767,6.9918,0.09985
BVR,2015,2015-07-20 16:59:57,8.151,8.199,8.1847,6.9918,0.09021
BVR,2015,2015-07-20 16:59:57,8.173,8.1908,8.1847,6.9918,0.09146
BVR,2015,2015-07-20 16:59:57,8.196,8.1836,7.1174,6.9231,0.09694
BVR,2015,2015-07-20 16:59:57,8.221,8.1772,7.1135,6.9231,0.0912
BVR,2015,2015-07-20 16:59:57,8.246,8.1716,7.1294,7.0433,0.08978
BVR,2015,2015-07-20 16:59:57,8.277,8.1666,7.1333,6.8716,0.0865
BVR,2015,2015-07-20 16:59:57,8.308,8.1619,6.3041,6.3566,0.09306
BVR,2015,2015-07-20 16:59:57,8.33,8.1568,6.316,6.4768,0.09613
BVR,2015,2015-07-20 16:59:57,8.352,8.1513,6.316,6.391,0.09348
BVR,2015,2015-07-20 16:59:57,8.373,8.1452,6.32,6.3738,0.08854
BVR,2015,2015-07-20 16:59:57,8.394,8.1386,5.5226,6.1678,0.08572
BVR,2015,2015-07-20 16:59:57,8.418,8.1316,5.5146,6.185,0.08822
BVR,2015,2015-07-20 16:59:57,8.443,8.1243,5.5265,6.1335,0.08878
BVR,2015,2015-07-20 16:59:57,8.47,8.117,5.4948,6.1678,0.08463
BVR,2015,2015-07-20 16:59:57,8.498,8.1095,5.225,6.5455,0.08578
BVR,2015,2015-07-20 16:59:57,8.525,8.1019,5.1536,6.391,0.08414
BVR,2015,2015-07-20 16:59:57,8.553,8.0942,5.1258,6.4253,0.08284
BVR,2015,2015-07-20 16:59:57,8.583,8.0866,5.1298,6.4768,0.09002
BVR,2015,2015-07-20 16:59:57,8.611,8.0792,5.1536,6.5111,0.07957
BVR,2015,2015-07-20 16:59:57,8.636,8.0723,4.5426,5.7902,0.08729
BVR,2015,2015-07-20 16:59:57,8.661,8.0661,4.5228,5.8588,0.08571
BVR,2015,2015-07-20 16:59:57,8.689,8.0606,4.5426,5.9447,0.08176
BVR,2015,2015-07-20 16:59:57,8.713,8.0557,4.5387,5.876,0.08742
BVR,2015,2015-07-20 16:59:57,8.734,8.0513,4.2173,5.3095,0.08436
BVR,2015,2015-07-20 16:59:57,8.761,8.0474,4.2332,5.3953,0.08416
BVR,2015,2015-07-20 16:59:57,8.79,8.0438,4.2411,5.3267,0.08639
BVR,2015,2015-07-20 16:59:57,8.816,8.0401,4.2292,5.361,0.08715
BVR,2015,2015-07-20 16:59:57,8.842,8.0362,3.8563,5.052,0.08458
BVR,2015,2015-07-20 16:59:57,8.868,8.0321,3.8563,5.0692,0.08477
BVR,2015,2015-07-20 16:59:57,8.894,8.0279,3.8563,5.0692,0.08263
BVR,2015,2015-07-20 16:59:57,8.922,8.0234,3.8404,5.0348,0.08345
BVR,2015,2015-07-20 16:59:57,8.95,8.0188,3.769,5.0863,0.08231
BVR,2015,2015-07-20 16:59:57,8.98,8.0143,3.5389,5.1378,0.08722
BVR,2015,2015-07-20 16:59:57,9.012,8.0097,3.5468,5.0348,0.08664
BVR,2015,2015-07-20 16:59:57,9.041,8.0053,3.523,5.052,0.08574
BVR,2015,2015-07-20 16:59:57,9.066,8.0009,3.5389,5.1035,0.08159
BVR,2015,2015-07-20 16:59:57,9.085,7.9967,3.0271,5.2923,0.08151
BVR,2015,2015-07-20 16:59:57,9.104,7.9926,3.0271,5.3095,0.07894
BVR,2015,2015-07-20 16:59:57,9.128,7.9887,3.0271,5.361,0.08229
BVR,2015,2015-07-20 16:59:57,9.154,7.9848,3.043,5.3953,0.08486
BVR,2015,2015-07-20 16:59:57,9.177,7.9809,2.9557,5.0177,0.08117
BVR,2015,2015-07-20 16:59:57,9.195,7.9768,2.9557,5.0863,0.07674
BVR,2015,2015-07-20 16:59:57,9.215,7.9724,2.9478,5.1207,0.07823
BVR,2015,2015-07-20 16:59:57,9.236,7.9678,2.9716,5.0348,0.07832
BVR,2015,2015-07-20 16:59:57,9.258,7.9633,2.8248,4.8117,0.07736
BVR,2015,2015-07-20 16:59:57,9.279,7.9587,2.8526,4.7258,0.07923
BVR,2015,2015-07-20 16:59:57,9.306,7.9542,2.8446,4.8288,0.07942
BVR,2015,2015-07-20 16:59:57,9.331,7.9496,2.8327,4.7258,0.07789
BVR,2015,2015-07-20 16:59:57,9.358,7.9453,2.8049,5.0692,0.07795
BVR,2015,2015-07-20 16:59:57,9.385,7.9412,2.6463,5.1378,0.0798
BVR,2015,2015-07-20 16:59:57,9.412,7.9373,2.6383,4.9662,0.07962
BVR,2015,2015-07-20 16:59:57,9.44,7.9333,2.6423,5.1207,0.07952
BVR,2015,2015-07-20 16:59:57,9.469,7.9292,2.6463,5.1207,0.07752
BVR,2015,2015-07-20 16:59:57,9.497,7.9249,2.5233,5.155,0.07823
BVR,2015,2015-07-20 16:59:57,9.518,7.9205,2.5233,5.0348,0.07955
BVR,2015,2015-07-20 16:59:57,9.539,7.916,2.5312,5.1722,0.0781
BVR,2015,2015-07-20 16:59:57,9.566,7.9114,2.5272,5.0692,0.07448
BVR,2015,2015-07-20 16:59:57,9.591,7.9067,2.3328,5.052,0.07465
BVR,2015,2015-07-20 16:59:57,9.618,7.9019,2.3328,5.1378,0.07664
BVR,2015,2015-07-20 16:59:57,9.644,7.8972,2.317,5.0692,0.0779
BVR,2015,2015-07-20 16:59:57,9.666,7.8925,2.3368,5.0692,0.07737
BVR,2015,2015-07-20 16:59:57,9.689,7.8881,2.3249,4.537,0.07095
BVR,2015,2015-07-20 16:59:57,9.713,7.884,2.3368,4.5713,0.07799
BVR,2015,2015-07-20 16:59:57,9.741,7.8803,2.3408,4.5198,0.07595
BVR,2015,2015-07-20 16:59:57,9.769,7.8768,2.3328,4.537,0.07097
BVR,2015,2015-07-20 16:59:57,9.792,7.8731,2.3249,4.8632,0.07514
BVR,2015,2015-07-20 16:59:57,9.816,7.8691,2.3249,4.846,0.06993
BVR,2015,2015-07-20 16:59:57,9.842,7.8649,2.3289,4.7602,0.07865
BVR,2015,2015-07-20 16:59:57,9.871,7.8608,2.3408,4.8975,0.08213
BVR,2015,2015-07-20 16:59:57,9.901,7.857,2.3368,4.846,0.07619
BVR,2015,2015-07-20 16:59:57,9.931,7.8537,2.0988,4.7602,0.07238
BVR,2015,2015-07-20 16:59:57,9.956,7.8509,2.071,4.846,0.0782
BVR,2015,2015-07-20 16:59:57,9.978,7.8486,2.0829,4.846,0.07754
BVR,2015,2015-07-20 16:59:57,10.003,7.8466,2.075,4.8288,0.07925
BVR,2015,2015-07-20 16:59:57,10.033,7.8447,2.071,4.9662,0.07483
BVR,2015,2015-07-20 16:59:57,10.065,7.8425,2.0789,5.0863,0.07607
BVR,2015,2015-07-20 16:59:57,10.091,7.8401,2.0829,5.052,0.07771
BVR,2015,2015-07-20 16:59:57,10.114,7.8375,2.0908,5.0348,0.07685
BVR,2015,2015-07-20 16:59:57,10.136,7.8345,2.071,4.7945,0.07743
BVR,2015,2015-07-20 18:00:00,0.162,27.0944,1.3331,2.477,7.19132
BVR,2015,2015-07-20 18:00:00,0.164,27.0956,1.3053,2.4599,7.19008
BVR,2015,2015-07-20 18:00:00,0.166,27.0967,1.3251,2.4942,7.19121
BVR,2015,2015-07-20 18:00:00,0.172,27.0975,1.3013,2.4599,7.19168
BVR,2015,2015-07-20 18:00:00,0.174,27.098,1.3093,2.4255,7.18845
BVR,2015,2015-07-20 18:00:00,0.176,27.0985,1.3132,2.4084,7.18444
BVR,2015,2015-07-20 18:00:00,0.183,27.0993,1.3807,2.4084,7.18294
BVR,2015,2015-07-20 18:00:00,0.198,27.1004,1.3767,2.4255,7.18219
BVR,2015,2015-07-20 18:00:00,0.209,27.1016,1.3608,2.4255,7.186
BVR,2015,2015-07-20 18:00:00,0.219,27.1027,1.3688,2.4942,7.18006
BVR,2015,2015-07-20 18:00:00,0.232,27.1038,1.4441,2.4427,7.1755
BVR,2015,2015-07-20 18:00:00,0.243,27.1047,1.4283,2.4255,7.17677
BVR,2015,2015-07-20 18:00:00,0.259,27.1054,1.4362,2.5114,7.18069
BVR,2015,2015-07-20 18:00:00,0.275,27.1058,1.4441,2.5114,7.18539
BVR,2015,2015-07-20 18:00:00,0.291,27.1062,1.3688,2.4427,7.19136
BVR,2015,2015-07-20 18:00:00,0.309,27.1066,1.3688,2.4942,7.19779
BVR,2015,2015-07-20 18:00:00,0.328,27.1069,1.3807,2.5114,7.19457
BVR,2015,2015-07-20 18:00:00,0.348,27.1073,1.3886,2.374,7.1905
BVR,2015,2015-07-20 18:00:00,0.375,27.1076,1.3132,2.4255,7.1943
BVR,2015,2015-07-20 18:00:00,0.401,27.1078,1.3132,2.5114,7.2001
BVR,2015,2015-07-20 18:00:00,0.425,27.1081,1.3132,2.4084,7.2059
BVR,2015,2015-07-20 18:00:00,0.451,27.1083,1.3093,2.4255,7.20656
BVR,2015,2015-07-20 18:00:00,0.472,27.1085,1.3053,2.4427,7.20324
BVR,2015,2015-07-20 18:00:00,0.484,27.1085,1.464,2.5114,7.20025
BVR,2015,2015-07-20 18:00:00,0.498,27.1085,1.4362,2.4084,7.19939
BVR,2015,2015-07-20 18:00:00,0.518,27.1084,1.4481,2.5114,7.19632
BVR,2015,2015-07-20 18:00:00,0.541,27.1082,1.4402,2.4599,7.18727
BVR,2015,2015-07-20 18:00:00,0.568,27.108,1.4957,2.374,7.17892
BVR,2015,2015-07-20 18:00:00,0.591,27.108,1.4918,2.477,7.17293
BVR,2015,2015-07-20 18:00:00,0.606,27.108,1.4957,2.5457,7.16789
BVR,2015,2015-07-20 18:00:00,0.622,27.108,1.5195,2.477,7.16613
BVR,2015,2015-07-20 18:00:00,0.64,27.1082,1.4997,2.4084,7.16565
BVR,2015,2015-07-20 18:00:00,0.663,27.1084,1.4997,2.5114,7.16898
BVR,2015,2015-07-20 18:00:00,0.686,27.1087,1.5195,2.4942,7.1714
BVR,2015,2015-07-20 18:00:00,0.703,27.109,1.5116,2.4599,7.17639
BVR,2015,2015-07-20 18:00:00,0.72,27.1092,1.3688,2.4599,7.18083
BVR,2015,2015-07-20 18:00:00,0.738,27.1094,1.3886,2.5285,7.18349
BVR,2015,2015-07-20 18:00:00,0.755,27.1096,1.4045,2.4084,7.18472
BVR,2015,2015-07-20 18:00:00,0.772,27.1096,1.3807,2.4084,7.18705
BVR,2015,2015-07-20 18:00:00,0.792,27.1097,1.3688,2.4255,7.18616
BVR,2015,2015-07-20 18:00:00,0.813,27.1098,1.4957,2.4427,7.18341
BVR,2015,2015-07-20 18:00:00,0.838,27.11,1.5037,2.4942,7.17485
BVR,2015,2015-07-20 18:00:00,0.87,27.1102,1.4878,2.5114,7.17558
BVR,2015,2015-07-20 18:00:00,0.903,27.1102,1.5156,2.5114,7.17468
BVR,2015,2015-07-20 18:00:00,0.931,27.1102,1.4481,2.4255,7.17254
BVR,2015,2015-07-20 18:00:00,0.952,27.11,1.4402,2.3912,7.16947
BVR,2015,2015-07-20 18:00:00,0.965,27.1097,1.4481,2.4084,7.16683
BVR,2015,2015-07-20 18:00:00,0.977,27.1095,1.4441,2.4942,7.16701
BVR,2015,2015-07-20 18:00:00,0.989,27.1093,1.4957,2.4255,7.16734
BVR,2015,2015-07-20 18:00:00,1.003,27.1091,1.5037,2.4255,7.17494
BVR,2015,2015-07-20 18:00:00,1.021,27.109,1.5116,2.477,7.1857
BVR,2015,2015-07-20 18:00:00,1.038,27.1089,1.5116,2.4599,7.19271
BVR,2015,2015-07-20 18:00:00,1.056,27.1088,1.4918,2.5114,7.19601
BVR,2015,2015-07-20 18:00:00,1.084,27.1089,1.5156,2.4942,7.1957
BVR,2015,2015-07-20 18:00:00,1.122,27.1092,1.5116,2.4599,7.19293
BVR,2015,2015-07-20 18:00:00,1.154,27.1093,1.5116,2.4255,7.19078
BVR,2015,2015-07-20 18:00:00,1.173,27.1093,1.4997,2.4255,7.18904
BVR,2015,2015-07-20 18:00:00,1.186,27.1091,1.456,2.374,7.18454
BVR,2015,2015-07-20 18:00:00,1.196,27.1091,1.4402,2.4255,7.17964
BVR,2015,2015-07-20 18:00:00,1.211,27.1092,1.4283,2.477,7.17788
BVR,2015,2015-07-20 18:00:00,1.24,27.1095,1.4322,2.5629,7.18379
BVR,2015,2015-07-20 18:00:00,1.269,27.1098,1.3688,2.374,7.18745
BVR,2015,2015-07-20 18:00:00,1.291,27.11,1.3727,2.4599,7.19308
BVR,2015,2015-07-20 18:00:00,1.313,27.11,1.3965,2.5285,7.20601
BVR,2015,2015-07-20 18:00:00,1.349,27.1097,1.3846,2.4599,7.23342
BVR,2015,2015-07-20 18:00:00,1.383,27.109,1.3727,2.4427,7.26189
BVR,2015,2015-07-20 18:00:00,1.41,27.1076,1.3926,2.4599,7.2827
BVR,2015,2015-07-20 18:00:00,1.429,27.1052,1.3965,2.4255,7.29767
BVR,2015,2015-07-20 18:00:00,1.442,27.1017,1.3688,2.3912,7.29821
BVR,2015,2015-07-20 18:00:00,1.456,27.0968,1.456,2.4084,7.29637
BVR,2015,2015-07-20 18:00:00,1.477,27.0908,1.4362,2.477,7.28958
BVR,2015,2015-07-20 18:00:00,1.493,27.0834,1.4362,2.4084,7.28472
BVR,2015,2015-07-20 18:00:00,1.51,27.0739,1.4362,2.477,7.28685
BVR,2015,2015-07-20 18:00:00,1.54,27.0604,1.4322,2.4942,7.30162
BVR,2015,2015-07-20 18:00:00,1.578,27.0401,1.5195,2.4942,7.34304
BVR,2015,2015-07-20 18:00:00,1.613,27.0095,1.4918,2.3569,7.41224
BVR,2015,2015-07-20 18:00:00,1.638,26.9665,1.4918,2.477,7.48412
BVR,2015,2015-07-20 18:00:00,1.652,26.9129,1.5076,2.5285,7.56152
BVR,2015,2015-07-20 18:00:00,1.66,26.8554,1.4203,2.4427,7.63915
BVR,2015,2015-07-20 18:00:00,1.667,26.8018,1.4362,2.4427,7.70179
BVR,2015,2015-07-20 18:00:00,1.68,26.7563,1.4362,2.5114,7.76318
BVR,2015,2015-07-20 18:00:00,1.707,26.7185,1.4521,2.4427,7.81046
BVR,2015,2015-07-20 18:00:00,1.74,26.685,1.4878,2.4427,7.85339
BVR,2015,2015-07-20 18:00:00,1.776,26.6496,1.4918,2.4084,7.90388
BVR,2015,2015-07-20 18:00:00,1.808,26.6044,1.4957,2.4427,7.95228
BVR,2015,2015-07-20 18:00:00,1.831,26.5423,1.5037,2.4084,7.99694
BVR,2015,2015-07-20 18:00:00,1.85,26.4619,1.4957,2.4942,8.03335
BVR,2015,2015-07-20 18:00:00,1.868,26.367,1.5195,2.4084,8.06002
BVR,2015,2015-07-20 18:00:00,1.884,26.2636,1.5195,2.4255,8.07827
BVR,2015,2015-07-20 18:00:00,1.898,26.1563,1.5076,2.4427,8.09427
BVR,2015,2015-07-20 18:00:00,1.909,26.0491,1.4759,2.4084,8.10329
BVR,2015,2015-07-20 18:00:00,1.918,25.9441,1.5116,2.4084,8.10351
BVR,2015,2015-07-20 18:00:00,1.932,25.8401,1.4918,2.4599,8.10497
BVR,2015,2015-07-20 18:00:00,1.957,25.7337,1.4997,2.3397,8.10614
BVR,2015,2015-07-20 18:00:00,1.993,25.6221,1.5076,2.4599,8.11441
BVR,2015,2015-07-20 18:00:00,2.031,25.5047,1.6901,2.4084,8.12678
BVR,2015,2015-07-20 18:00:00,2.058,25.3842,1.6941,2.3912,8.139
BVR,2015,2015-07-20 18:00:00,2.081,25.2665,1.702,2.4599,8.15717
BVR,2015,2015-07-20 18:00:00,2.102,25.1577,1.706,2.3912,8.16762
BVR,2015,2015-07-20 18:00:00,2.117,25.0614,2.2575,2.4084,8.168
BVR,2015,2015-07-20 18:00:00,2.129,24.9786,2.2733,2.4599,8.1589
BVR,2015,2015-07-20 18:00:00,2.144,24.9086,2.2773,2.374,8.14631
BVR,2015,2015-07-20 18:00:00,2.161,24.85,2.2694,2.4084,8.11959
BVR,2015,2015-07-20 18:00:00,2.188,24.7999,2.3289,2.7345,8.09327
BVR,2015,2015-07-20 18:00:00,2.225,24.7532,2.3368,2.7174,8.06645
BVR,2015,2015-07-20 18:00:00,2.258,24.7036,2.313,2.683,8.04958
BVR,2015,2015-07-20 18:00:00,2.279,24.6462,2.3289,2.7517,8.02365
BVR,2015,2015-07-20 18:00:00,2.295,24.5819,2.3209,2.6659,7.99474
BVR,2015,2015-07-20 18:00:00,2.309,24.5145,2.5986,2.7689,7.96625
BVR,2015,2015-07-20 18:00:00,2.324,24.4473,2.5788,2.683,7.93913
BVR,2015,2015-07-20 18:00:00,2.338,24.3818,2.5709,2.7174,7.90938
BVR,2015,2015-07-20 18:00:00,2.355,24.319,2.5947,2.7174,7.88443
BVR,2015,2015-07-20 18:00:00,2.377,24.2589,2.8327,2.786,7.85403
BVR,2015,2015-07-20 18:00:00,2.395,24.2009,2.8327,2.786,7.81659
BVR,2015,2015-07-20 18:00:00,2.42,24.1451,2.8367,2.8032,7.77902
BVR,2015,2015-07-20 18:00:00,2.448,24.0918,2.8446,2.7517,7.74523
BVR,2015,2015-07-20 18:00:00,2.472,24.0397,3.1541,2.7345,7.71667
BVR,2015,2015-07-20 18:00:00,2.497,23.986,3.166,2.7689,7.6897
BVR,2015,2015-07-20 18:00:00,2.518,23.9294,3.166,2.7174,7.67218
BVR,2015,2015-07-20 18:00:00,2.532,23.8702,3.1541,2.683,7.66008
BVR,2015,2015-07-20 18:00:00,2.544,23.8089,3.2771,2.7689,7.64449
BVR,2015,2015-07-20 18:00:00,2.555,23.7481,3.281,2.7517,7.6411
BVR,2015,2015-07-20 18:00:00,2.572,23.693,3.2691,2.7002,7.64089
BVR,2015,2015-07-20 18:00:00,2.589,23.6461,3.281,2.7345,7.62647
BVR,2015,2015-07-20 18:00:00,2.611,23.6047,3.2771,2.7517,7.61164
BVR,2015,2015-07-20 18:00:00,2.642,23.5606,3.9118,2.7002,7.59765
BVR,2015,2015-07-20 18:00:00,2.673,23.506,3.9198,2.6659,7.57555
BVR,2015,2015-07-20 18:00:00,2.693,23.4406,3.9079,2.7517,7.54025
BVR,2015,2015-07-20 18:00:00,2.712,23.37,3.9118,2.7517,7.49322
BVR,2015,2015-07-20 18:00:00,2.739,23.3004,5.6971,2.8375,7.44101
BVR,2015,2015-07-20 18:00:00,2.761,23.2358,5.6813,2.9577,7.37371
BVR,2015,2015-07-20 18:00:00,2.773,23.178,5.713,2.9577,7.29891
BVR,2015,2015-07-20 18:00:00,2.781,23.1255,5.709,2.9062,7.22326
BVR,2015,2015-07-20 18:00:00,2.793,23.0766,5.8241,2.8204,7.15763
BVR,2015,2015-07-20 18:00:00,2.807,23.0334,5.836,2.9062,7.09877
BVR,2015,2015-07-20 18:00:00,2.827,23.0013,5.836,2.9062,7.03934
BVR,2015,2015-07-20 18:00:00,2.853,22.9802,5.832,2.9062,6.99524
BVR,2015,2015-07-20 18:00:00,2.878,22.9605,5.8122,2.8547,6.94863
BVR,2015,2015-07-20 18:00:00,2.905,22.9328,5.8201,2.9405,6.89852
BVR,2015,2015-07-20 18:00:00,2.927,22.8983,5.8281,2.9062,6.85569
BVR,2015,2015-07-20 18:00:00,2.944,22.8592,5.8082,2.889,6.81587
BVR,2015,2015-07-20 18:00:00,2.958,22.8065,5.8043,2.889,6.78556
BVR,2015,2015-07-20 18:00:00,2.972,22.7293,5.1536,2.8547,6.75566
BVR,2015,2015-07-20 18:00:00,2.984,22.6316,5.1258,2.8547,6.72663
BVR,2015,2015-07-20 18:00:00,2.993,22.5276,5.1417,2.9234,6.69204
BVR,2015,2015-07-20 18:00:00,3,22.4278,5.1576,2.8547,6.65571
BVR,2015,2015-07-20 18:00:00,3.012,22.336,4.9513,2.6659,6.60524
BVR,2015,2015-07-20 18:00:00,3.031,22.2521,4.9632,2.7002,6.55405
BVR,2015,2015-07-20 18:00:00,3.048,22.1729,4.9751,2.683,6.48701
BVR,2015,2015-07-20 18:00:00,3.064,22.093,4.9632,2.7345,6.43068
BVR,2015,2015-07-20 18:00:00,3.084,22.0098,5.0148,2.8375,6.37935
BVR,2015,2015-07-20 18:00:00,3.112,21.9267,5.0068,2.9749,6.32674
BVR,2015,2015-07-20 18:00:00,3.137,21.8489,5.0267,2.9405,6.29783
BVR,2015,2015-07-20 18:00:00,3.162,21.7787,5.0068,2.8375,6.25763
BVR,2015,2015-07-20 18:00:00,3.184,21.7163,4.5982,2.8547,6.23092
BVR,2015,2015-07-20 18:00:00,3.207,21.6609,4.6141,2.9062,6.19924
BVR,2015,2015-07-20 18:00:00,3.223,21.6094,4.6101,2.9062,6.16724
BVR,2015,2015-07-20 18:00:00,3.234,21.5546,4.6101,2.8204,6.12232
BVR,2015,2015-07-20 18:00:00,3.246,21.4903,4.6061,2.889,6.07545
BVR,2015,2015-07-20 18:00:00,3.262,21.4152,4.2491,2.8375,6.01644
BVR,2015,2015-07-20 18:00:00,3.272,21.33,4.2094,2.8375,5.95234
BVR,2015,2015-07-20 18:00:00,3.28,21.2363,4.2253,2.9234,5.87673
BVR,2015,2015-07-20 18:00:00,3.289,21.1383,4.2292,2.9577,5.80945
BVR,2015,2015-07-20 18:00:00,3.296,21.0371,4.1062,2.8719,5.74732
BVR,2015,2015-07-20 18:00:00,3.301,20.932,4.0983,2.8375,5.7025
BVR,2015,2015-07-20 18:00:00,3.31,20.8277,4.1142,2.9062,5.65554
BVR,2015,2015-07-20 18:00:00,3.326,20.7343,4.1023,2.9405,5.61453
BVR,2015,2015-07-20 18:00:00,3.343,20.6624,3.7849,2.889,5.57631
BVR,2015,2015-07-20 18:00:00,3.359,20.6172,3.773,2.8719,5.53532
BVR,2015,2015-07-20 18:00:00,3.373,20.5884,3.7928,2.992,5.48996
BVR,2015,2015-07-20 18:00:00,3.386,20.5497,3.8007,2.889,5.4523
BVR,2015,2015-07-20 18:00:00,3.402,20.476,3.7174,2.8547,5.41661
BVR,2015,2015-07-20 18:00:00,3.418,20.3594,3.7293,2.9405,5.39154
BVR,2015,2015-07-20 18:00:00,3.434,20.2104,3.7293,2.9234,5.3629
BVR,2015,2015-07-20 18:00:00,3.451,20.0449,3.7214,2.889,5.34087
BVR,2015,2015-07-20 18:00:00,3.463,19.8747,3.7095,2.889,5.32841
BVR,2015,2015-07-20 18:00:00,3.466,19.707,3.9277,2.9405,5.3159
BVR,2015,2015-07-20 18:00:00,3.466,19.548,3.9118,2.8547,5.29945
BVR,2015,2015-07-20 18:00:00,3.466,19.4038,3.9079,2.9234,5.28257
BVR,2015,2015-07-20 18:00:00,3.471,19.2757,3.9118,2.9577,5.26683
BVR,2015,2015-07-20 18:00:00,3.486,19.159,3.9793,2.889,5.249
BVR,2015,2015-07-20 18:00:00,3.512,19.0467,3.9634,2.8547,5.22472
BVR,2015,2015-07-20 18:00:00,3.544,18.9335,3.9634,2.9749,5.20382
BVR,2015,2015-07-20 18:00:00,3.574,18.8172,3.9832,2.9577,5.17748
BVR,2015,2015-07-20 18:00:00,3.608,18.7002,3.7769,2.6315,5.14848
BVR,2015,2015-07-20 18:00:00,3.642,18.5879,3.7849,2.7689,5.12211
BVR,2015,2015-07-20 18:00:00,3.665,18.4855,3.7968,2.7517,5.09883
BVR,2015,2015-07-20 18:00:00,3.677,18.3968,3.7968,2.7345,5.07867
BVR,2015,2015-07-20 18:00:00,3.687,18.3236,3.2691,2.889,5.05161
BVR,2015,2015-07-20 18:00:00,3.702,18.2657,3.2691,2.889,5.0307
BVR,2015,2015-07-20 18:00:00,3.723,18.2208,3.289,2.8719,5.00802
BVR,2015,2015-07-20 18:00:00,3.747,18.1844,3.289,2.8719,4.98343
