Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,TURB_ntu,DO_mgL
BVR,2015,2015-07-20 04:59:57,2.438,24.9872,2.9279,2.1509,8.51075
BVR,2015,2015-07-20 04:59:57,2.457,24.9577,2.916,2.2195,8.50177
BVR,2015,2015-07-20 04:59:57,2.479,24.9319,2.9438,2.168,8.48093
BVR,2015,2015-07-20 04:59:57,2.501,24.9086,2.7494,2.1509,8.45699
BVR,2015,2015-07-20 04:59:57,2.519,24.8855,2.7256,2.2024,8.42449
BVR,2015,2015-07-20 04:59:57,2.533,24.8604,2.7534,2.2195,8.38969
BVR,2015,2015-07-20 04:59:57,2.549,24.8308,2.7573,2.1337,8.34634
BVR,2015,2015-07-20 04:59:57,2.565,24.7955,2.7454,2.1509,8.30422
BVR,2015,2015-07-20 04:59:57,2.578,24.7545,2.7573,2.2024,8.25481
BVR,2015,2015-07-20 04:59:57,2.592,24.7073,2.7534,2.0822,8.19511
BVR,2015,2015-07-20 04:59:57,2.607,24.6519,2.7296,2.1509,8.11894
BVR,2015,2015-07-20 04:59:57,2.622,24.5852,2.7256,2.1509,8.03472
BVR,2015,2015-07-20 04:59:57,2.639,24.5063,2.9874,2.1337,7.93988
BVR,2015,2015-07-20 04:59:57,2.658,24.4172,2.9954,2.0307,7.84794
BVR,2015,2015-07-20 04:59:57,2.675,24.3212,2.9914,2.168,7.76275
BVR,2015,2015-07-20 04:59:57,2.693,24.2215,2.9954,2.2024,7.6891
BVR,2015,2015-07-20 04:59:57,2.71,24.1224,4.4593,2.168,7.63085
BVR,2015,2015-07-20 04:59:57,2.724,24.0284,4.4355,2.1337,7.58693
BVR,2015,2015-07-20 04:59:57,2.739,23.9423,4.4474,2.168,7.55263
BVR,2015,2015-07-20 04:59:57,2.755,23.8629,4.4673,2.1337,7.52476
BVR,2015,2015-07-20 04:59:57,2.767,23.782,7.1373,2.4084,7.50227
BVR,2015,2015-07-20 04:59:57,2.778,23.6888,7.1651,2.4599,7.47061
BVR,2015,2015-07-20 04:59:57,2.792,23.5802,7.1611,2.4599,7.43581
BVR,2015,2015-07-20 04:59:57,2.805,23.4603,7.1651,2.3912,7.3958
BVR,2015,2015-07-20 04:59:57,2.817,23.3337,7.8355,2.7174,7.34799
BVR,2015,2015-07-20 04:59:57,2.829,23.2036,7.8435,2.7689,7.28741
BVR,2015,2015-07-20 04:59:57,2.841,23.0743,7.8474,2.7002,7.21651
BVR,2015,2015-07-20 04:59:57,2.85,22.9506,7.8355,2.7002,7.14586
BVR,2015,2015-07-20 04:59:57,2.863,22.838,7.8355,2.683,7.07969
BVR,2015,2015-07-20 04:59:57,2.881,22.741,7.5459,2.4255,7.02203
BVR,2015,2015-07-20 04:59:57,2.897,22.661,7.534,2.4084,6.97013
BVR,2015,2015-07-20 04:59:57,2.911,22.5943,7.5142,2.374,6.91455
BVR,2015,2015-07-20 04:59:57,2.926,22.5345,7.5301,2.4942,6.86783
BVR,2015,2015-07-20 04:59:57,2.938,22.4772,6.9072,2.374,6.82942
BVR,2015,2015-07-20 04:59:57,2.95,22.4177,6.927,2.4255,6.79228
BVR,2015,2015-07-20 04:59:57,2.967,22.3466,6.8953,2.5114,6.75429
BVR,2015,2015-07-20 04:59:57,2.98,22.2581,6.9191,2.4084,6.71051
BVR,2015,2015-07-20 04:59:57,2.989,22.1563,6.4628,2.4427,6.67061
BVR,2015,2015-07-20 04:59:57,2.997,22.0473,6.4628,2.4599,6.62922
BVR,2015,2015-07-20 04:59:57,3.006,21.9321,6.4827,2.4942,6.57601
BVR,2015,2015-07-20 04:59:57,3.02,21.8098,6.4946,2.4599,6.52964
BVR,2015,2015-07-20 04:59:57,3.033,21.6858,6.2248,2.4427,6.4849
BVR,2015,2015-07-20 04:59:57,3.048,21.5719,6.2169,2.4427,6.43979
BVR,2015,2015-07-20 04:59:57,3.065,21.4795,6.2288,2.4427,6.38929
BVR,2015,2015-07-20 04:59:57,3.081,21.4119,6.2367,2.4427,6.33902
BVR,2015,2015-07-20 04:59:57,3.096,21.3594,6.2327,2.4427,6.28981
BVR,2015,2015-07-20 04:59:57,3.108,21.311,5.3837,2.4427,6.24235
BVR,2015,2015-07-20 04:59:57,3.122,21.2648,5.3679,2.4084,6.19617
BVR,2015,2015-07-20 04:59:57,3.138,21.2196,5.344,2.4084,6.15092
BVR,2015,2015-07-20 04:59:57,3.16,21.1695,5.3559,2.4427,6.09872
BVR,2015,2015-07-20 04:59:57,3.185,21.1088,4.5387,2.1509,6.04391
BVR,2015,2015-07-20 04:59:57,3.205,21.0355,4.499,2.065,5.98954
BVR,2015,2015-07-20 04:59:57,3.22,20.9477,4.503,2.1509,5.94413
BVR,2015,2015-07-20 04:59:57,3.236,20.8417,4.5188,2.2024,5.89856
BVR,2015,2015-07-20 04:59:57,3.249,20.7205,4.0705,2.1165,5.85705
BVR,2015,2015-07-20 04:59:57,3.26,20.599,4.0586,2.1852,5.82524
BVR,2015,2015-07-20 04:59:57,3.27,20.4869,4.0824,2.2367,5.80375
BVR,2015,2015-07-20 04:59:57,3.281,20.3776,4.0943,2.1509,5.77297
BVR,2015,2015-07-20 04:59:57,3.292,20.2637,3.8761,2.1509,5.73656
BVR,2015,2015-07-20 04:59:57,3.302,20.147,3.8761,2.2024,5.70576
BVR,2015,2015-07-20 04:59:57,3.314,20.0309,3.8841,2.1852,5.67638
BVR,2015,2015-07-20 04:59:57,3.326,19.9165,3.888,2.1165,5.64087
BVR,2015,2015-07-20 04:59:57,3.342,19.805,3.8722,2.0994,5.60066
BVR,2015,2015-07-20 04:59:57,3.358,19.6969,4.0071,2.2195,5.56196
BVR,2015,2015-07-20 04:59:57,3.37,19.5911,4.0031,2.1165,5.53068
BVR,2015,2015-07-20 04:59:57,3.384,19.4847,3.9951,2.1165,5.5029
BVR,2015,2015-07-20 04:59:57,3.404,19.3748,4.011,2.1337,5.47981
BVR,2015,2015-07-20 04:59:57,3.421,19.2614,2.7494,2.2024,5.45402
BVR,2015,2015-07-20 04:59:57,3.435,19.1493,2.7494,2.168,5.42269
BVR,2015,2015-07-20 04:59:57,3.451,19.0462,2.7415,2.2195,5.39564
BVR,2015,2015-07-20 04:59:57,3.467,18.9504,2.7534,2.1852,5.36429
BVR,2015,2015-07-20 04:59:57,3.484,18.8486,2.5629,2.1509,5.3285
BVR,2015,2015-07-20 04:59:57,3.5,18.737,2.551,2.1337,5.28469
BVR,2015,2015-07-20 04:59:57,3.515,18.6277,2.5352,2.1337,5.23504
BVR,2015,2015-07-20 04:59:57,3.529,18.5335,2.5391,2.168,5.17421
BVR,2015,2015-07-20 04:59:57,3.545,18.4554,2.4796,2.1337,5.11686
BVR,2015,2015-07-20 04:59:57,3.565,18.386,2.4796,2.1852,5.06141
BVR,2015,2015-07-20 04:59:57,3.585,18.3227,2.4915,2.1337,5.00692
BVR,2015,2015-07-20 04:59:57,3.6,18.2683,2.4995,2.168,4.96725
BVR,2015,2015-07-20 04:59:57,3.615,18.2215,2.4796,2.1165,4.93291
BVR,2015,2015-07-20 04:59:57,3.637,18.1714,2.5074,1.9277,4.90158
BVR,2015,2015-07-20 04:59:57,3.66,18.1023,2.5074,1.8247,4.86936
BVR,2015,2015-07-20 04:59:57,3.675,18.0067,2.4836,1.8419,4.84471
BVR,2015,2015-07-20 04:59:57,3.689,17.8935,2.4876,1.8762,4.82184
BVR,2015,2015-07-20 04:59:57,3.706,17.775,2.6859,1.9277,4.80504
BVR,2015,2015-07-20 04:59:57,3.722,17.6579,2.6661,1.8591,4.78488
BVR,2015,2015-07-20 04:59:57,3.735,17.5439,2.6582,1.8591,4.77004
BVR,2015,2015-07-20 04:59:57,3.745,17.4294,2.6899,1.8762,4.75574
BVR,2015,2015-07-20 04:59:57,3.756,17.3099,2.7415,1.9449,4.74527
BVR,2015,2015-07-20 04:59:57,3.768,17.1874,2.7415,1.8419,4.7377
BVR,2015,2015-07-20 04:59:57,3.78,17.068,2.7454,1.9106,4.71583
BVR,2015,2015-07-20 04:59:57,3.791,16.9571,2.7494,1.9449,4.69456
BVR,2015,2015-07-20 04:59:57,3.804,16.8571,2.678,1.8419,4.67266
BVR,2015,2015-07-20 04:59:57,3.82,16.7681,2.682,1.9106,4.65319
BVR,2015,2015-07-20 04:59:57,3.839,16.6886,2.6701,1.8419,4.63404
BVR,2015,2015-07-20 04:59:57,3.861,16.6164,2.678,1.8247,4.6164
BVR,2015,2015-07-20 04:59:57,3.885,16.5496,2.6701,1.8076,4.60738
BVR,2015,2015-07-20 04:59:57,3.905,16.4868,2.6978,2.1509,4.59598
BVR,2015,2015-07-20 04:59:57,3.923,16.4266,2.6939,2.1509,4.58014
BVR,2015,2015-07-20 04:59:57,3.937,16.3674,2.674,2.1337,4.56665
BVR,2015,2015-07-20 04:59:57,3.953,16.3086,2.674,2.2024,4.55388
BVR,2015,2015-07-20 04:59:57,3.969,16.2504,2.8049,1.8419,4.54209
BVR,2015,2015-07-20 04:59:57,3.983,16.1947,2.797,1.8247,4.5222
BVR,2015,2015-07-20 04:59:57,3.998,16.1435,2.793,1.8934,4.51557
BVR,2015,2015-07-20 04:59:57,4.013,16.0983,2.8168,1.8934,4.50351
BVR,2015,2015-07-20 04:59:57,4.027,16.0598,2.555,2.0994,4.49134
BVR,2015,2015-07-20 04:59:57,4.042,16.0279,2.5391,2.1509,4.47974
BVR,2015,2015-07-20 04:59:57,4.06,16.0009,2.5431,2.065,4.45751
BVR,2015,2015-07-20 04:59:57,4.082,15.9759,2.5471,2.0994,4.43681
BVR,2015,2015-07-20 04:59:57,4.107,15.951,2.4241,1.8419,4.4117
BVR,2015,2015-07-20 04:59:57,4.127,15.9253,2.4201,1.9277,4.38572
BVR,2015,2015-07-20 04:59:57,4.143,15.8988,2.4479,1.8762,4.35076
BVR,2015,2015-07-20 04:59:57,4.156,15.8724,2.4161,1.8762,4.31959
BVR,2015,2015-07-20 04:59:57,4.169,15.8468,2.4241,1.7904,4.27874
BVR,2015,2015-07-20 04:59:57,4.182,15.8198,2.5034,1.9277,4.23634
BVR,2015,2015-07-20 04:59:57,4.194,15.7876,2.4836,1.8419,4.20508
BVR,2015,2015-07-20 04:59:57,4.205,15.7471,2.4796,1.8934,4.17293
BVR,2015,2015-07-20 04:59:57,4.217,15.698,2.4836,1.8762,4.15118
BVR,2015,2015-07-20 04:59:57,4.227,15.6438,2.6343,1.7904,4.1315
BVR,2015,2015-07-20 04:59:57,4.239,15.5879,2.6185,1.8591,4.11927
BVR,2015,2015-07-20 04:59:57,4.253,15.531,2.6026,1.9621,4.10434
BVR,2015,2015-07-20 04:59:57,4.271,15.4727,2.6264,1.9449,4.09292
BVR,2015,2015-07-20 04:59:57,4.289,15.4133,2.674,1.7904,4.07806
BVR,2015,2015-07-20 04:59:57,4.306,15.3523,2.6701,1.8762,4.05999
BVR,2015,2015-07-20 04:59:57,4.329,15.2892,2.6978,1.8762,4.03992
BVR,2015,2015-07-20 04:59:57,4.355,15.2241,2.6701,1.8247,4.01228
BVR,2015,2015-07-20 04:59:57,4.371,15.1579,2.9835,1.9106,3.99354
BVR,2015,2015-07-20 04:59:57,4.381,15.0918,2.9835,1.8762,3.97414
BVR,2015,2015-07-20 04:59:57,4.395,15.0265,3.0112,1.8934,3.95618
BVR,2015,2015-07-20 04:59:57,4.412,14.9624,2.9954,1.8762,3.94087
BVR,2015,2015-07-20 04:59:57,4.429,14.8996,2.9835,1.8247,3.91837
BVR,2015,2015-07-20 04:59:57,4.447,14.8382,2.9795,1.8591,3.90335
BVR,2015,2015-07-20 04:59:57,4.464,14.7787,3.0033,1.8591,3.87416
BVR,2015,2015-07-20 04:59:57,4.483,14.7216,2.9954,1.8591,3.84096
BVR,2015,2015-07-20 04:59:57,4.503,14.6674,2.9874,1.9277,3.80809
BVR,2015,2015-07-20 04:59:57,4.523,14.616,3.0628,1.8762,3.77467
BVR,2015,2015-07-20 04:59:57,4.543,14.5673,3.043,1.8934,3.7418
BVR,2015,2015-07-20 04:59:57,4.564,14.5213,3.0589,1.9449,3.71672
BVR,2015,2015-07-20 04:59:57,4.582,14.4774,3.0668,1.9621,3.69519
BVR,2015,2015-07-20 04:59:57,4.598,14.4343,3.4953,1.8762,3.68078
BVR,2015,2015-07-20 04:59:57,4.619,14.3912,3.4992,1.8934,3.66863
BVR,2015,2015-07-20 04:59:57,4.635,14.348,3.5191,1.9277,3.65485
BVR,2015,2015-07-20 04:59:57,4.649,14.3059,3.523,1.8762,3.63842
BVR,2015,2015-07-20 04:59:57,4.663,14.2658,3.3881,1.8591,3.62217
BVR,2015,2015-07-20 04:59:57,4.679,14.2278,3.3643,1.8934,3.60372
BVR,2015,2015-07-20 04:59:57,4.691,14.191,3.4,1.8934,3.57388
BVR,2015,2015-07-20 04:59:57,4.702,14.1551,3.3881,1.7904,3.54585
BVR,2015,2015-07-20 04:59:57,4.716,14.1198,3.3723,1.8934,3.5242
BVR,2015,2015-07-20 04:59:57,4.735,14.0843,3.3802,1.9277,3.49505
BVR,2015,2015-07-20 04:59:57,4.755,14.0488,3.3881,1.9106,3.46822
BVR,2015,2015-07-20 04:59:57,4.773,14.014,3.3643,1.8076,3.43126
BVR,2015,2015-07-20 04:59:57,4.784,13.9799,3.3683,1.8934,3.39398
BVR,2015,2015-07-20 04:59:57,4.796,13.9464,3.4477,1.8762,3.35746
BVR,2015,2015-07-20 04:59:57,4.811,13.9142,3.4318,1.8762,3.31583
BVR,2015,2015-07-20 04:59:57,4.826,13.884,3.4199,1.8076,3.26818
BVR,2015,2015-07-20 04:59:57,4.838,13.8544,3.4556,1.9449,3.22833
BVR,2015,2015-07-20 04:59:57,4.854,13.8234,3.6936,1.7904,3.18662
BVR,2015,2015-07-20 04:59:57,4.87,13.7883,3.6857,1.8419,3.14324
BVR,2015,2015-07-20 04:59:57,4.883,13.747,3.6936,1.9449,3.10644
BVR,2015,2015-07-20 04:59:57,4.896,13.7002,3.7016,1.8591,3.07631
BVR,2015,2015-07-20 04:59:57,4.912,13.6474,3.8801,1.8762,3.04656
BVR,2015,2015-07-20 04:59:57,4.93,13.5864,3.888,1.9964,3.01323
BVR,2015,2015-07-20 04:59:57,4.946,13.5186,3.888,1.8934,2.9894
BVR,2015,2015-07-20 04:59:57,4.959,13.449,3.9039,1.8934,2.95957
BVR,2015,2015-07-20 04:59:57,4.971,13.382,3.8722,1.8762,2.93338
BVR,2015,2015-07-20 04:59:57,4.987,13.3195,4.3998,1.9106,2.90504
BVR,2015,2015-07-20 04:59:57,5.003,13.2618,4.38,1.8762,2.87851
BVR,2015,2015-07-20 04:59:57,5.02,13.2083,4.3879,1.8762,2.85675
BVR,2015,2015-07-20 04:59:57,5.039,13.1593,4.38,1.9449,2.82089
BVR,2015,2015-07-20 04:59:57,5.059,13.116,4.5783,1.9106,2.78776
BVR,2015,2015-07-20 04:59:57,5.08,13.0796,4.5783,1.8419,2.76176
BVR,2015,2015-07-20 04:59:57,5.094,13.0489,4.5664,1.8934,2.72589
BVR,2015,2015-07-20 04:59:57,5.104,13.0193,4.5942,1.8934,2.69225
BVR,2015,2015-07-20 04:59:57,5.116,12.9857,4.5704,2.1165,2.66506
BVR,2015,2015-07-20 04:59:57,5.127,12.947,4.5704,2.1337,2.63209
BVR,2015,2015-07-20 04:59:57,5.139,12.9057,4.5704,2.2024,2.60493
BVR,2015,2015-07-20 04:59:57,5.15,12.8645,4.5823,2.1852,2.57828
BVR,2015,2015-07-20 04:59:57,5.158,12.8245,4.3284,2.1852,2.55924
BVR,2015,2015-07-20 04:59:57,5.166,12.7843,4.3125,2.168,2.54543
BVR,2015,2015-07-20 04:59:57,5.176,12.7426,4.3363,2.2024,2.52602
BVR,2015,2015-07-20 04:59:57,5.19,12.7001,4.3244,2.1165,2.51624
BVR,2015,2015-07-20 04:59:57,5.209,12.6598,4.3363,2.1165,2.49845
BVR,2015,2015-07-20 04:59:57,5.226,12.6233,4.138,2.2024,2.48691
BVR,2015,2015-07-20 04:59:57,5.246,12.5893,4.1459,2.168,2.47354
BVR,2015,2015-07-20 04:59:57,5.268,12.5558,4.13,2.1337,2.45501
BVR,2015,2015-07-20 04:59:57,5.283,12.5204,4.1261,2.065,2.43767
BVR,2015,2015-07-20 04:59:57,5.295,12.4804,4.1935,2.477,2.41727
BVR,2015,2015-07-20 04:59:57,5.314,12.4362,4.2015,2.4427,2.39659
BVR,2015,2015-07-20 04:59:57,5.339,12.3893,4.1856,2.4084,2.37784
BVR,2015,2015-07-20 04:59:57,5.364,12.3399,4.1895,2.5114,2.35668
BVR,2015,2015-07-20 04:59:57,5.387,12.2903,3.7571,2.4255,2.3333
BVR,2015,2015-07-20 04:59:57,5.404,12.2449,3.7531,2.3912,2.30656
BVR,2015,2015-07-20 04:59:57,5.415,12.2065,3.7452,2.4084,2.28219
BVR,2015,2015-07-20 04:59:57,5.426,12.1751,3.7611,2.5457,2.252
BVR,2015,2015-07-20 04:59:57,5.441,12.1482,2.9319,2.6487,2.22571
BVR,2015,2015-07-20 04:59:57,5.458,12.1243,2.924,2.7002,2.19663
BVR,2015,2015-07-20 04:59:57,5.476,12.1034,2.9121,2.7345,2.16552
BVR,2015,2015-07-20 04:59:57,5.498,12.0853,2.92,2.7345,2.13631
BVR,2015,2015-07-20 04:59:57,5.519,12.0669,2.924,2.683,2.11686
BVR,2015,2015-07-20 04:59:57,5.534,12.0438,2.8565,2.6659,2.09605
BVR,2015,2015-07-20 04:59:57,5.545,12.014,2.8843,2.7174,2.07145
BVR,2015,2015-07-20 04:59:57,5.559,11.979,2.8724,2.6659,2.04252
BVR,2015,2015-07-20 04:59:57,5.574,11.9399,2.8605,2.7174,2.02742
BVR,2015,2015-07-20 04:59:57,5.591,11.895,3.0112,2.9234,2.00487
BVR,2015,2015-07-20 04:59:57,5.604,11.8441,3.0033,2.8375,1.98822
BVR,2015,2015-07-20 04:59:57,5.613,11.7907,2.9954,2.8547,1.96809
BVR,2015,2015-07-20 04:59:57,5.623,11.7391,2.9874,2.9062,1.94513
BVR,2015,2015-07-20 04:59:57,5.632,11.6919,3.4953,2.8547,1.91988
BVR,2015,2015-07-20 04:59:57,5.645,11.6499,3.4913,2.8719,1.89998
BVR,2015,2015-07-20 04:59:57,5.663,11.6132,3.4834,2.9062,1.88207
BVR,2015,2015-07-20 04:59:57,5.685,11.5818,3.4953,2.9062,1.86917
BVR,2015,2015-07-20 04:59:57,5.708,11.5562,3.5587,3.1465,1.86152
BVR,2015,2015-07-20 04:59:57,5.725,11.5356,3.5587,3.0779,1.85243
BVR,2015,2015-07-20 04:59:57,5.74,11.5176,3.5746,3.1637,1.84392
BVR,2015,2015-07-20 04:59:57,5.756,11.4982,3.5746,3.198,1.84518
BVR,2015,2015-07-20 04:59:57,5.769,11.4745,3.5865,3.1465,1.8378
BVR,2015,2015-07-20 04:59:57,5.782,11.4466,3.4318,3.1637,1.82831
BVR,2015,2015-07-20 04:59:57,5.803,11.4181,3.4437,3.1465,1.82249
BVR,2015,2015-07-20 04:59:57,5.822,11.3919,3.4556,3.1465,1.81445
BVR,2015,2015-07-20 04:59:57,5.835,11.3679,3.4477,3.0607,1.80344
BVR,2015,2015-07-20 04:59:57,5.843,11.345,3.6421,3.7302,1.7902
BVR,2015,2015-07-20 04:59:57,5.855,11.3232,3.6381,3.6615,1.78025
BVR,2015,2015-07-20 04:59:57,5.874,11.3045,3.6143,3.6959,1.76585
BVR,2015,2015-07-20 04:59:57,5.901,11.2905,3.6302,3.7645,1.75447
BVR,2015,2015-07-20 04:59:57,5.931,11.2808,4.38,3.9877,1.74014
BVR,2015,2015-07-20 04:59:57,5.951,11.2729,4.3959,3.919,1.72676
BVR,2015,2015-07-20 04:59:57,5.964,11.2639,4.3641,3.9877,1.70681
BVR,2015,2015-07-20 04:59:57,5.981,11.2523,4.3919,3.9877,1.6924
BVR,2015,2015-07-20 04:59:57,6.004,11.2373,4.2015,3.6615,1.66859
BVR,2015,2015-07-20 04:59:57,6.02,11.2174,4.1856,3.713,1.649
BVR,2015,2015-07-20 04:59:57,6.032,11.1918,4.1856,3.6959,1.61912
BVR,2015,2015-07-20 04:59:57,6.043,11.162,4.2054,3.6959,1.60016
BVR,2015,2015-07-20 04:59:57,6.054,11.1308,4.2054,3.6787,1.57029
BVR,2015,2015-07-20 04:59:57,6.068,11.1007,4.13,3.6615,1.54782
BVR,2015,2015-07-20 04:59:57,6.078,11.0726,4.134,3.713,1.51837
BVR,2015,2015-07-20 04:59:57,6.088,11.0465,4.1419,3.5929,1.50282
BVR,2015,2015-07-20 04:59:57,6.099,11.0213,4.1102,3.6615,1.48938
BVR,2015,2015-07-20 04:59:57,6.112,10.9952,4.0745,3.9877,1.46823
BVR,2015,2015-07-20 04:59:57,6.126,10.9657,4.0785,3.9534,1.44886
BVR,2015,2015-07-20 04:59:57,6.143,10.9322,4.0626,3.9362,1.42101
BVR,2015,2015-07-20 04:59:57,6.161,10.8964,4.0547,3.9019,1.41128
BVR,2015,2015-07-20 04:59:57,6.177,10.8603,4.7172,3.6959,1.39294
BVR,2015,2015-07-20 04:59:57,6.187,10.8245,4.7172,3.7302,1.37571
BVR,2015,2015-07-20 04:59:57,6.191,10.7893,4.6934,3.6444,1.35463
BVR,2015,2015-07-20 04:59:57,6.203,10.7555,4.7053,3.713,1.33156
BVR,2015,2015-07-20 04:59:57,6.228,10.7244,4.6934,3.6444,1.30922
BVR,2015,2015-07-20 04:59:57,6.261,10.6968,4.6974,3.6444,1.28514
BVR,2015,2015-07-20 04:59:57,6.289,10.6731,4.7093,3.6959,1.25033
BVR,2015,2015-07-20 04:59:57,6.304,10.6536,4.7132,3.713,1.22519
BVR,2015,2015-07-20 04:59:57,6.317,10.6381,4.6974,3.713,1.19899
BVR,2015,2015-07-20 04:59:57,6.336,10.6245,5.0465,3.61,1.17302
BVR,2015,2015-07-20 04:59:57,6.359,10.609,5.0505,3.7645,1.15568
BVR,2015,2015-07-20 04:59:57,6.379,10.5882,5.0544,3.6444,1.13194
BVR,2015,2015-07-20 04:59:57,6.399,10.5605,5.0386,3.6787,1.11334
BVR,2015,2015-07-20 04:59:57,6.421,10.5264,4.991,3.9534,1.09596
BVR,2015,2015-07-20 04:59:57,6.444,10.4885,4.9989,3.9019,1.07389
BVR,2015,2015-07-20 04:59:57,6.466,10.4506,4.991,3.8675,1.05373
BVR,2015,2015-07-20 04:59:57,6.483,10.4156,4.9671,3.919,1.0351
BVR,2015,2015-07-20 04:59:57,6.498,10.3847,4.5903,4.0049,1.008
BVR,2015,2015-07-20 04:59:57,6.512,10.3575,4.5863,3.9534,0.98553
BVR,2015,2015-07-20 04:59:57,6.525,10.3325,4.5625,3.919,0.95921
BVR,2015,2015-07-20 04:59:57,6.542,10.3084,4.5704,3.9705,0.93893
BVR,2015,2015-07-20 04:59:57,6.564,10.2838,5.2845,4.0049,0.92773
BVR,2015,2015-07-20 04:59:57,6.587,10.2577,5.3044,3.9019,0.91548
BVR,2015,2015-07-20 04:59:57,6.616,10.2297,5.2964,3.9534,0.90543
BVR,2015,2015-07-20 04:59:57,6.645,10.1997,5.3242,4.0564,0.9107
BVR,2015,2015-07-20 04:59:57,6.662,10.1674,5.3044,3.9019,0.91682
BVR,2015,2015-07-20 04:59:57,6.672,10.133,5.4869,3.6272,0.93169
BVR,2015,2015-07-20 04:59:57,6.687,10.0971,5.4829,3.7302,0.95877
BVR,2015,2015-07-20 04:59:57,6.705,10.0608,5.4988,3.6959,0.98537
BVR,2015,2015-07-20 04:59:57,6.725,10.0258,5.4908,3.6444,1.02265
BVR,2015,2015-07-20 04:59:57,6.746,9.9939,5.348,3.9877,1.07454
BVR,2015,2015-07-20 04:59:57,6.764,9.966,5.3639,3.9877,1.12665
BVR,2015,2015-07-20 04:59:57,6.785,9.9421,5.3599,3.9362,1.1862
BVR,2015,2015-07-20 04:59:57,6.807,9.9213,5.3321,3.9362,1.24964
BVR,2015,2015-07-20 04:59:57,6.83,9.9025,5.0624,3.9534,1.32333
BVR,2015,2015-07-20 04:59:57,6.854,9.8849,5.0544,3.9705,1.39471
BVR,2015,2015-07-20 04:59:57,6.881,9.8678,5.0584,3.9705,1.45007
BVR,2015,2015-07-20 04:59:57,6.908,9.8504,5.0386,3.9362,1.51149
BVR,2015,2015-07-20 04:59:57,6.927,9.8319,4.864,4.7945,1.56662
BVR,2015,2015-07-20 04:59:57,6.939,9.8121,4.868,4.64,1.59492
BVR,2015,2015-07-20 04:59:57,6.95,9.7911,4.8402,4.7773,1.62192
BVR,2015,2015-07-20 04:59:57,6.96,9.7693,4.86,4.7773,1.62209
BVR,2015,2015-07-20 04:59:57,6.973,9.7474,4.8759,4.743,1.59967
BVR,2015,2015-07-20 04:59:57,6.986,9.7257,5.598,5.2237,1.55837
BVR,2015,2015-07-20 04:59:57,6.999,9.7038,5.6019,5.4125,1.48254
BVR,2015,2015-07-20 04:59:57,7.013,9.6812,5.6257,5.3095,1.38505
BVR,2015,2015-07-20 04:59:57,7.033,9.6577,5.6178,5.3438,1.27402
BVR,2015,2015-07-20 04:59:57,7.056,9.6335,5.4115,5.3095,1.15817
BVR,2015,2015-07-20 04:59:57,7.081,9.6095,5.4353,5.3095,1.04094
BVR,2015,2015-07-20 04:59:57,7.102,9.5862,5.4234,5.2752,0.93884
BVR,2015,2015-07-20 04:59:57,7.116,9.5639,5.4194,5.361,0.84797
BVR,2015,2015-07-20 04:59:57,7.131,9.5423,4.745,4.2967,0.76806
BVR,2015,2015-07-20 04:59:57,7.145,9.5211,4.7489,4.1765,0.70226
BVR,2015,2015-07-20 04:59:57,7.158,9.5009,4.7489,4.1593,0.65063
BVR,2015,2015-07-20 04:59:57,7.171,9.4822,4.745,4.2623,0.60946
BVR,2015,2015-07-20 04:59:57,7.183,9.4639,5.11,4.537,0.57924
BVR,2015,2015-07-20 04:59:57,7.195,9.4439,5.1258,4.5027,0.5548
BVR,2015,2015-07-20 04:59:57,7.209,9.4212,5.11,4.4168,0.54723
BVR,2015,2015-07-20 04:59:57,7.226,9.3963,5.11,4.4683,0.53089
BVR,2015,2015-07-20 04:59:57,7.242,9.3704,5.1298,4.537,0.52078
BVR,2015,2015-07-20 04:59:57,7.256,9.345,4.6855,5.052,0.51843
BVR,2015,2015-07-20 04:59:57,7.268,9.321,4.6974,5.1035,0.50119
BVR,2015,2015-07-20 04:59:57,7.283,9.2987,4.7053,5.1378,0.49374
BVR,2015,2015-07-20 04:59:57,7.299,9.2783,4.7132,4.9833,0.47931
BVR,2015,2015-07-20 04:59:57,7.318,9.2598,4.6061,5.0348,0.46393
BVR,2015,2015-07-20 04:59:57,7.337,9.2435,4.6379,5.1035,0.44813
BVR,2015,2015-07-20 04:59:57,7.354,9.2297,4.6498,5.052,0.42887
BVR,2015,2015-07-20 04:59:57,7.37,9.2178,4.6141,4.9662,0.41096
BVR,2015,2015-07-20 04:59:57,7.385,9.207,5.2964,5.567,0.39615
BVR,2015,2015-07-20 04:59:57,7.398,9.1953,5.3083,5.5498,0.38102
BVR,2015,2015-07-20 04:59:57,7.41,9.1803,5.3004,5.567,0.36726
BVR,2015,2015-07-20 04:59:57,7.422,9.1606,5.2766,5.5498,0.3533
BVR,2015,2015-07-20 04:59:57,7.433,9.1367,5.0029,5.3267,0.34722
BVR,2015,2015-07-20 04:59:57,7.445,9.111,4.9791,5.3095,0.34329
BVR,2015,2015-07-20 04:59:57,7.459,9.086,4.9751,5.2752,0.32683
BVR,2015,2015-07-20 04:59:57,7.472,9.0627,4.987,5.361,0.3178
BVR,2015,2015-07-20 04:59:57,7.486,9.0415,5.0029,5.361,0.31187
BVR,2015,2015-07-20 04:59:57,7.501,9.0227,4.9275,6.3051,0.29446
