Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,TURB_ntu,COND_uScm,DO_mgL,PSAT,
FCR,2016,2016-05-30 17:48:00,0.459,21.8131,3.0657,2.3835,29.678449,10.46106,119.23985,
FCR,2016,2016-05-30 17:48:00,0.456,21.7791,3.049,2.369,29.671394,10.51498,119.77585,
FCR,2016,2016-05-30 17:48:00,0.456,21.7482,3.0309,2.3624,29.655535,10.56094,120.22747,
FCR,2016,2016-05-30 17:48:00,0.457,21.7244,3.0127,2.3595,29.660713,10.59245,120.53076,
FCR,2016,2016-05-30 17:48:00,0.457,21.7077,2.9989,2.3573,29.692317,10.60006,120.57832,
FCR,2016,2016-05-30 17:48:00,0.457,21.6974,2.9906,2.3597,29.698652,10.59409,120.48639,
FCR,2016,2016-05-30 17:48:00,0.457,21.6936,2.9873,2.3653,29.667379,10.58017,120.31928,
FCR,2016,2016-05-30 17:48:00,0.457,21.6953,2.9872,2.3685,29.6623,10.56913,120.19768,
FCR,2016,2016-05-30 17:48:00,0.458,21.7002,2.9886,2.3714,29.700099,10.56952,120.21354,
FCR,2016,2016-05-30 17:48:00,0.458,21.7047,2.9935,2.3782,29.746765,10.57567,120.29393,
FCR,2016,2016-05-30 17:48:00,0.457,21.7052,3.0035,2.3849,29.792697,10.59034,120.46201,
FCR,2016,2016-05-30 17:48:00,0.455,21.6989,3.0148,2.3854,29.834112,10.59954,120.552,
FCR,2016,2016-05-30 17:48:00,0.456,21.6853,3.0226,2.3821,29.843974,10.61096,120.65014,
FCR,2016,2016-05-30 17:48:00,0.457,21.6657,3.0263,2.3809,29.800865,10.62334,120.74497,
FCR,2016,2016-05-30 17:48:00,0.457,21.6422,3.0266,2.3803,29.739384,10.63014,120.76736,
FCR,2016,2016-05-30 17:48:00,0.458,21.6178,3.0215,2.3792,29.691233,10.63464,120.76129,
FCR,2016,2016-05-30 17:48:00,0.457,21.5961,3.0124,2.383,29.653595,10.64034,120.77522,
FCR,2016,2016-05-30 17:48:00,0.457,21.5792,3.0065,2.3891,29.642484,10.65519,120.90418,
FCR,2016,2016-05-30 17:48:00,0.458,21.5672,3.0069,2.3912,29.687001,10.66246,120.95862,
FCR,2016,2016-05-30 17:48:00,0.459,21.5591,3.0134,2.3921,29.762945,10.67432,121.07409,
FCR,2016,2016-05-30 17:48:00,0.459,21.5554,3.0254,2.3922,29.804391,10.66968,121.01282,
FCR,2016,2016-05-30 17:48:00,0.46,21.5568,3.0379,2.3891,29.796338,10.65868,120.89129,
FCR,2016,2016-05-30 17:48:00,0.459,21.5618,3.0498,2.3878,29.774714,10.63717,120.65909,
FCR,2016,2016-05-30 17:48:00,0.458,21.5681,3.0651,2.3879,29.755797,10.62655,120.55327,
FCR,2016,2016-05-30 17:48:00,0.457,21.5741,3.084,2.3836,29.724524,10.62156,120.51072,
FCR,2016,2016-05-30 17:48:00,0.457,21.5774,3.1032,2.3762,29.664537,10.62203,120.52375,
FCR,2016,2016-05-30 17:48:00,0.458,21.575,3.1236,2.3729,29.589901,10.63336,120.64667,
FCR,2016,2016-05-30 17:48:00,0.458,21.5658,3.1497,2.3749,29.522799,10.65846,120.90989,
FCR,2016,2016-05-30 17:48:00,0.458,21.5515,3.1799,2.3737,29.493434,10.69101,121.24543,
FCR,2016,2016-05-30 17:48:00,0.457,21.5366,3.2074,2.3701,29.530047,10.71535,121.48642,
FCR,2016,2016-05-30 17:48:00,0.457,21.5248,3.2325,2.3713,29.596311,10.73508,121.68223,
FCR,2016,2016-05-30 17:48:00,0.457,21.5153,3.2593,2.3751,29.673824,10.7414,121.73146,
FCR,2016,2016-05-30 17:48:00,0.457,21.5067,3.2926,2.3804,29.763214,10.74253,121.72395,
FCR,2016,2016-05-30 17:48:00,0.457,21.4992,3.3309,2.3862,29.824189,10.75202,121.81384,
FCR,2016,2016-05-30 17:48:00,0.457,21.4938,3.3597,2.3885,29.852967,10.74979,121.77574,
FCR,2016,2016-05-30 17:48:00,0.457,21.492,3.3717,2.3877,29.87125,10.73307,121.58218,
FCR,2016,2016-05-30 17:48:00,0.457,21.4936,3.3713,2.3871,29.863872,10.71667,121.40013,
FCR,2016,2016-05-30 17:48:00,0.457,21.4957,3.366,2.3866,29.832874,10.71028,121.33267,
FCR,2016,2016-05-30 17:48:00,0.457,21.4947,3.3613,2.3849,29.812075,10.70188,121.23518,
FCR,2016,2016-05-30 17:48:00,0.457,21.4893,3.3575,2.3838,29.789917,10.70086,121.21089,
FCR,2016,2016-05-30 17:48:00,0.458,21.4803,3.3544,2.3831,29.748465,10.70549,121.24216,
FCR,2016,2016-05-30 17:48:00,0.457,21.4707,3.3531,2.3813,29.718752,10.71238,121.29753,
FCR,2016,2016-05-30 17:48:00,0.457,21.4646,3.3516,2.3792,29.716904,10.72742,121.45343,
FCR,2016,2016-05-30 17:48:00,0.457,21.4634,3.3495,2.3773,29.72439,10.73501,121.53655,
FCR,2016,2016-05-30 17:48:00,0.457,21.4658,3.3491,2.3786,29.727176,10.74296,121.63227,
FCR,2016,2016-05-30 17:48:00,0.456,21.4692,3.3499,2.3822,29.728008,10.74537,121.66762,
FCR,2016,2016-05-30 17:48:00,0.457,21.4704,3.3499,2.3846,29.759173,10.74636,121.68165,
FCR,2016,2016-05-30 17:48:00,0.456,21.4676,3.3494,2.3863,29.824971,10.74551,121.66537,
FCR,2016,2016-05-30 17:48:00,0.458,21.461,3.3482,2.3867,29.878818,10.74473,121.64094,
FCR,2016,2016-05-30 17:48:00,0.458,21.4515,3.3449,2.3871,29.907018,10.75134,121.69333,
FCR,2016,2016-05-30 17:48:00,0.457,21.44,3.3386,2.391,29.923101,10.75964,121.76015,
FCR,2016,2016-05-30 17:48:00,0.458,21.4276,3.3277,2.3926,29.915325,10.76789,121.82412,
FCR,2016,2016-05-30 17:48:00,0.457,21.4155,3.3093,2.3889,29.879612,10.77705,121.89909,
FCR,2016,2016-05-30 17:48:00,0.457,21.4043,3.2782,2.3879,29.848524,10.7868,121.98283,
FCR,2016,2016-05-30 17:48:00,0.458,21.3944,3.24,2.393,29.815776,10.7961,122.06441,
FCR,2016,2016-05-30 17:48:00,0.457,21.3863,3.2113,2.3951,29.774637,10.80202,122.1122,
FCR,2016,2016-05-30 17:48:00,0.458,21.3804,3.1957,2.3925,29.754218,10.7993,122.0674,
FCR,2016,2016-05-30 17:48:00,0.458,21.376,3.1872,2.3959,29.735047,10.80464,122.1173,
FCR,2016,2016-05-30 17:48:00,0.457,21.3728,3.1833,2.3995,29.697981,10.80413,122.10388,
FCR,2016,2016-05-30 17:48:00,0.456,21.3709,3.1828,2.3904,29.661193,10.79972,122.04958,
FCR,2016,2016-05-30 17:48:00,0.456,21.3714,3.1855,2.3754,29.64293,10.79188,121.96217,
FCR,2016,2016-05-30 17:48:00,0.457,21.376,3.1928,2.3641,29.638321,10.80428,122.11316,
FCR,2016,2016-05-30 17:48:00,0.457,21.3859,3.2035,2.357,29.634114,10.78474,121.9158,
FCR,2016,2016-05-30 17:48:00,0.456,21.3992,3.2126,2.3569,29.635197,10.7771,121.86091,
FCR,2016,2016-05-30 17:48:00,0.457,21.4128,3.2186,2.3648,29.647873,10.77372,121.85493,
FCR,2016,2016-05-30 17:48:00,0.457,21.4251,3.223,2.3714,29.67552,10.74711,121.583,
FCR,2016,2016-05-30 17:48:00,0.457,21.4347,3.2259,2.3704,29.713488,10.76048,121.75707,
FCR,2016,2016-05-30 17:48:00,0.457,21.4404,3.2287,2.365,29.759876,10.75837,121.74664,
FCR,2016,2016-05-30 17:48:00,0.457,21.4418,3.234,2.3594,29.803006,10.75471,121.70852,
FCR,2016,2016-05-30 17:48:00,0.457,21.4397,3.2413,2.3546,29.82031,10.7481,121.62878,
FCR,2016,2016-05-30 17:48:00,0.457,21.4354,3.2509,2.3537,29.824421,10.74175,121.54676,
FCR,2016,2016-05-30 17:48:00,0.456,21.4305,3.2636,2.3623,29.832468,10.74076,121.52407,
FCR,2016,2016-05-30 17:48:00,0.457,21.4261,3.2746,2.3746,29.846596,10.74274,121.53607,
FCR,2016,2016-05-30 17:48:00,0.457,21.4226,3.2802,2.3779,29.872578,10.7334,121.42216,
FCR,2016,2016-05-30 17:48:00,0.457,21.4201,3.2813,2.3732,29.897301,10.72193,121.28642,
FCR,2016,2016-05-30 17:48:00,0.457,21.418,3.2802,2.3682,29.901303,10.71633,121.21817,
FCR,2016,2016-05-30 17:48:00,0.456,21.416,3.2764,2.3616,29.897678,10.71961,121.2506,
FCR,2016,2016-05-30 17:48:00,0.456,21.4136,3.2685,2.3551,29.897483,10.71856,121.23301,
FCR,2016,2016-05-30 17:48:00,0.457,21.4106,3.2569,2.3561,29.882628,10.7173,121.21174,
FCR,2016,2016-05-30 17:48:00,0.457,21.4061,3.2432,2.3626,29.86719,10.72441,121.28149,
FCR,2016,2016-05-30 17:48:00,0.456,21.3998,3.2304,2.3696,29.871099,10.7369,121.40791,
FCR,2016,2016-05-30 17:48:00,0.456,21.3918,3.2203,2.3754,29.877361,10.74169,121.44317,
FCR,2016,2016-05-30 17:48:00,0.456,21.3828,3.2104,2.3747,29.891656,10.74847,121.49853,
FCR,2016,2016-05-30 17:48:00,0.46,21.3736,3.1968,2.3672,29.899757,10.74921,121.48524,
FCR,2016,2016-05-30 17:48:00,0.464,21.3634,3.179,2.366,29.879775,10.75146,121.48654,
FCR,2016,2016-05-30 17:48:00,0.467,21.3482,3.1607,2.3774,29.852436,10.75909,121.53679,
FCR,2016,2016-05-30 17:48:00,0.466,21.3216,3.1412,2.3874,29.824478,10.78663,121.78486,
FCR,2016,2016-05-30 17:48:00,0.461,21.2798,3.1144,2.3873,29.806482,10.83414,122.22176,
FCR,2016,2016-05-30 17:48:00,0.459,21.2234,3.0815,2.3816,29.807676,10.8975,122.80143,
FCR,2016,2016-05-30 17:48:00,0.472,21.1548,3.0522,2.3722,29.812347,10.99467,123.73085,
FCR,2016,2016-05-30 17:48:00,0.493,21.0773,3.0275,2.3612,29.799697,11.0927,124.64518,
FCR,2016,2016-05-30 17:48:00,0.507,20.9969,3,2.3571,29.762342,11.20346,125.69213,
FCR,2016,2016-05-30 17:48:00,0.521,20.9199,2.9708,2.3678,29.722387,11.31725,126.77745,
FCR,2016,2016-05-30 17:48:00,0.543,20.8479,2.9483,2.3907,29.699238,11.42911,127.84997,
FCR,2016,2016-05-30 17:48:00,0.563,20.7798,2.9337,2.4271,29.702752,11.52783,128.78214,
FCR,2016,2016-05-30 17:48:00,0.581,20.7163,2.9237,2.4834,29.743884,11.59725,129.39624,
FCR,2016,2016-05-30 17:48:00,0.601,20.6583,2.9168,2.5472,29.811556,11.6328,129.64499,
FCR,2016,2016-05-30 17:48:00,0.624,20.6047,2.9109,2.5976,29.881724,11.64439,129.63748,
FCR,2016,2016-05-30 17:48:00,0.654,20.553,2.9044,2.6287,29.947046,11.63777,129.43193,
FCR,2016,2016-05-30 17:48:00,0.683,20.5015,2.8967,2.6452,29.992873,11.61714,129.07141,
FCR,2016,2016-05-30 17:48:00,0.712,20.4511,2.8873,2.654,30.011382,11.58843,128.6246,
FCR,2016,2016-05-30 17:48:00,0.738,20.4048,2.8747,2.662,30.01352,11.56629,128.26157,
FCR,2016,2016-05-30 17:48:00,0.76,20.3646,2.8548,2.67,29.98783,11.54378,127.91028,
FCR,2016,2016-05-30 17:48:00,0.786,20.3284,2.8202,2.6722,29.961531,11.52874,127.65231,
FCR,2016,2016-05-30 17:48:00,0.81,20.2928,2.7602,2.6658,29.95767,11.53499,127.6316,
FCR,2016,2016-05-30 17:48:00,0.836,20.256,2.6806,2.6503,29.947158,11.56085,127.82468,
FCR,2016,2016-05-30 17:48:00,0.869,20.2178,2.6036,2.6202,29.925187,11.60558,128.22219,
FCR,2016,2016-05-30 17:48:00,0.901,20.1797,2.5314,2.5746,29.883892,11.6492,128.60703,
FCR,2016,2016-05-30 17:48:00,0.925,20.1433,2.4468,2.5184,29.830297,11.68596,128.91974,
FCR,2016,2016-05-30 17:48:00,0.948,20.1093,2.3516,2.4583,29.814241,11.69461,128.92826,
FCR,2016,2016-05-30 17:48:00,0.975,20.078,2.2691,2.4092,29.847474,11.68019,128.68932,
FCR,2016,2016-05-30 17:48:00,1.004,20.0489,2.2031,2.3809,29.880737,11.63733,128.14306,
FCR,2016,2016-05-30 17:48:00,1.036,20.0214,2.1375,2.3694,29.910877,11.57955,127.43722,
FCR,2016,2016-05-30 17:48:00,1.064,19.9948,2.0714,2.3681,29.967973,11.50489,126.5487,
FCR,2016,2016-05-30 17:48:00,1.095,19.9689,2.0192,2.3697,30.027168,11.44232,125.79571,
FCR,2016,2016-05-30 17:48:00,1.133,19.9439,1.9827,2.3714,30.054145,11.39633,125.22781,
FCR,2016,2016-05-30 17:48:00,1.167,19.9199,1.9521,2.3734,30.040064,11.36676,124.84324,
FCR,2016,2016-05-30 17:48:00,1.196,19.8973,1.9186,2.3742,30.009225,11.35055,124.6091,
FCR,2016,2016-05-30 17:48:00,1.223,19.876,1.8818,2.3715,30.015533,11.34494,124.49478,
FCR,2016,2016-05-30 17:48:00,1.253,19.8562,1.8495,2.3568,30.104759,11.34496,124.44595,
FCR,2016,2016-05-30 17:48:00,1.291,19.8376,1.8224,2.3248,30.254602,11.34683,124.42044,
FCR,2016,2016-05-30 17:48:00,1.332,19.8197,1.7936,2.2797,30.386774,11.3479,124.38775,
FCR,2016,2016-05-30 17:48:00,1.361,19.802,1.764,2.2312,30.470386,11.35979,124.47424,
FCR,2016,2016-05-30 17:48:00,1.383,19.7836,1.7425,2.195,30.563808,11.39548,124.81952,
FCR,2016,2016-05-30 17:48:00,1.407,19.7639,1.7305,2.1763,30.724019,11.45845,125.46001,
FCR,2016,2016-05-30 17:48:00,1.435,19.7424,1.7247,2.1702,30.975703,11.53483,126.24222,
FCR,2016,2016-05-30 17:48:00,1.469,19.7192,1.7233,2.168,31.329859,11.62382,127.15742,
FCR,2016,2016-05-30 17:48:00,1.501,19.6945,1.7239,2.1647,31.692529,11.70417,127.97336,
FCR,2016,2016-05-30 17:48:00,1.537,19.6683,1.7273,2.1616,31.935948,11.78616,128.80256,
FCR,2016,2016-05-30 17:48:00,1.572,19.641,1.7365,2.1603,32.044856,11.86409,129.58356,
FCR,2016,2016-05-30 17:48:00,1.607,19.6131,1.7492,2.1627,32.062325,11.9152,130.06918,
FCR,2016,2016-05-30 17:48:00,1.646,19.5847,1.7581,2.1716,32.005039,11.94272,130.29561,
FCR,2016,2016-05-30 17:48:00,1.684,19.5562,1.762,2.1929,31.88979,11.94674,130.26504,
FCR,2016,2016-05-30 17:48:00,1.72,19.5276,1.7626,2.2288,31.766016,11.92458,129.94903,
FCR,2016,2016-05-30 17:48:00,1.761,19.4989,1.7578,2.2832,31.656831,11.8725,129.30707,
FCR,2016,2016-05-30 17:48:00,1.802,19.4694,1.7503,2.3558,31.561178,11.79252,128.36,
FCR,2016,2016-05-30 17:48:00,1.829,19.4387,1.7511,2.4259,31.497642,11.69366,127.20569,
FCR,2016,2016-05-30 17:48:00,1.851,19.4064,1.7663,2.4845,31.499385,11.58682,125.96182,
FCR,2016,2016-05-30 17:48:00,1.878,19.372,1.7968,2.552,31.580901,11.49316,124.85746,
FCR,2016,2016-05-30 17:48:00,1.906,19.3344,1.8362,2.6373,31.715824,11.4429,124.21761,
FCR,2016,2016-05-30 17:48:00,1.934,19.2928,1.8704,2.7206,31.867982,11.44009,124.08345,
FCR,2016,2016-05-30 17:48:00,1.966,19.2469,1.8961,2.7945,32.019823,11.45921,124.17623,
FCR,2016,2016-05-30 17:48:00,2.007,19.1963,1.9198,2.8821,32.189791,11.49198,124.40465,
FCR,2016,2016-05-30 17:48:00,2.054,19.1408,1.9437,2.9827,32.37711,11.51407,124.50467,
FCR,2016,2016-05-30 17:48:00,2.091,19.0798,1.9636,3.0602,32.511471,11.50244,124.22608,
FCR,2016,2016-05-30 17:48:00,2.121,19.0134,1.9807,3.1078,32.572578,11.44246,123.41289,
FCR,2016,2016-05-30 17:48:00,2.15,18.9434,2.0033,3.1429,32.630845,11.36653,122.42073,
FCR,2016,2016-05-30 17:48:00,2.181,18.8727,2.0322,3.1747,32.695795,11.22209,120.6924,
FCR,2016,2016-05-30 17:48:00,2.221,18.8044,2.063,3.214,32.724616,10.97447,117.86613,
FCR,2016,2016-05-30 17:48:00,2.269,18.7392,2.1009,3.2724,32.74704,10.62962,114.01165,
FCR,2016,2016-05-30 17:48:00,2.309,18.6756,2.1568,3.3599,32.79911,10.18853,109.13967,
FCR,2016,2016-05-30 17:48:00,2.334,18.6106,2.2424,3.495,32.856626,9.52528,101.90038,
FCR,2016,2016-05-30 17:48:00,2.354,18.5403,2.3473,3.6613,32.936928,8.64226,92.32183,
FCR,2016,2016-05-30 17:48:00,2.382,18.4594,2.436,3.7944,33.073454,7.7097,82.22416,
FCR,2016,2016-05-30 17:48:00,2.415,18.363,2.4993,3.8748,33.282565,6.84947,72.9064,
FCR,2016,2016-05-30 17:48:00,2.449,18.2475,2.5522,3.9273,33.630044,6.03349,64.06979,
FCR,2016,2016-05-30 17:48:00,2.49,18.1113,2.5996,3.9672,34.156436,5.17648,54.81627,
FCR,2016,2016-05-30 17:48:00,2.543,17.9585,2.6363,4.0073,34.855787,4.25686,44.93702,
FCR,2016,2016-05-30 17:48:00,2.585,17.7983,2.6628,4.0664,35.543732,3.35497,35.29987,
FCR,2016,2016-05-30 17:48:00,2.622,17.6416,2.686,4.167,35.896537,2.56712,26.92329,
FCR,2016,2016-05-30 17:48:00,2.659,17.4982,2.7134,4.3144,36.020314,1.90219,19.89061,
FCR,2016,2016-05-30 17:48:00,2.689,17.3753,2.752,4.5019,36.33498,1.1564,12.06134,
FCR,2016,2016-05-30 17:48:00,2.726,17.275,2.8113,4.7637,36.928453,0.83222,8.66208,
FCR,2016,2016-05-30 17:48:00,2.766,17.1957,2.9071,5.1695,37.632221,0.27438,2.85115,
FCR,2016,2016-05-31 12:00:00,0.394,20.7538,1.2551,2.6818,29.235911,8.59852,96.00854,
FCR,2016,2016-05-31 12:00:00,0.38,20.7504,1.2568,2.6809,29.243154,8.58942,95.90051,
FCR,2016,2016-05-31 12:00:00,0.355,20.7453,1.2621,2.6784,29.245607,8.58182,95.80601,
FCR,2016,2016-05-31 12:00:00,0.344,20.7397,1.2724,2.6759,29.243924,8.56986,95.66199,
FCR,2016,2016-05-31 12:00:00,0.35,20.7358,1.2846,2.6771,29.235652,8.58356,95.80758,
FCR,2016,2016-05-31 12:00:00,0.364,20.7346,1.2929,2.6779,29.222593,8.63543,96.38422,
FCR,2016,2016-05-31 12:00:00,0.372,20.7354,1.2955,2.6762,29.21329,8.69002,96.99505,
FCR,2016,2016-05-31 12:00:00,0.373,20.7369,1.2925,2.6784,29.211273,8.76128,97.79338,
FCR,2016,2016-05-31 12:00:00,0.368,20.7375,1.2885,2.6828,29.211995,8.85853,98.88,
FCR,2016,2016-05-31 12:00:00,0.364,20.7356,1.2912,2.6825,29.21565,8.94057,99.79203,
FCR,2016,2016-05-31 12:00:00,0.364,20.7301,1.3033,2.6786,29.22722,8.97778,100.19655,
FCR,2016,2016-05-31 12:00:00,0.363,20.7208,1.3281,2.6769,29.239769,8.97067,100.09886,
FCR,2016,2016-05-31 12:00:00,0.366,20.709,1.3609,2.6783,29.246625,8.93311,99.6567,
FCR,2016,2016-05-31 12:00:00,0.368,20.697,1.3833,2.6772,29.249615,8.89735,99.23437,
FCR,2016,2016-05-31 12:00:00,0.368,20.6866,1.3872,2.6733,29.247534,8.87941,99.01407,
FCR,2016,2016-05-31 12:00:00,0.365,20.6785,1.3761,2.6692,29.243834,8.86672,98.85675,
FCR,2016,2016-05-31 12:00:00,0.361,20.6723,1.3569,2.666,29.243542,8.88866,99.08926,
FCR,2016,2016-05-31 12:00:00,0.362,20.667,1.3398,2.6663,29.240565,8.93505,99.59602,
FCR,2016,2016-05-31 12:00:00,0.366,20.6618,1.3286,2.6655,29.236114,8.97872,100.07266,
FCR,2016,2016-05-31 12:00:00,0.366,20.6566,1.3192,2.6623,29.241026,8.99783,100.27534,
FCR,2016,2016-05-31 12:00:00,0.365,20.6514,1.3083,2.6604,29.248595,8.9794,100.05975,
FCR,2016,2016-05-31 12:00:00,0.37,20.6462,1.2987,2.6548,29.248814,8.93509,99.55576,
FCR,2016,2016-05-31 12:00:00,0.378,20.6414,1.2985,2.6417,29.247753,8.87182,98.84154,
FCR,2016,2016-05-31 12:00:00,0.376,20.6372,1.311,2.6187,29.247134,8.80105,98.04491,
FCR,2016,2016-05-31 12:00:00,0.367,20.6339,1.3378,2.5831,29.250801,8.72599,97.2024,
FCR,2016,2016-05-31 12:00:00,0.362,20.6313,1.3735,2.5472,29.261733,8.68203,96.70782,
FCR,2016,2016-05-31 12:00:00,0.365,20.6296,1.403,2.5254,29.262807,8.66745,96.54218,
FCR,2016,2016-05-31 12:00:00,0.369,20.6288,1.421,2.5212,29.252304,8.70707,96.98197,
FCR,2016,2016-05-31 12:00:00,0.368,20.6287,1.4326,2.5424,29.251472,8.81678,98.20372,
FCR,2016,2016-05-31 12:00:00,0.365,20.629,1.4414,2.5821,29.266102,8.99157,100.15118,
FCR,2016,2016-05-31 12:00:00,0.366,20.6296,1.449,2.6133,29.276045,9.20607,102.54162,
FCR,2016,2016-05-31 12:00:00,0.366,20.6305,1.4567,2.6292,29.265917,9.46811,105.46215,
FCR,2016,2016-05-31 12:00:00,0.366,20.6317,1.467,2.6366,29.245041,9.7718,108.84742,
FCR,2016,2016-05-31 12:00:00,0.366,20.6332,1.4789,2.6373,29.231899,10.04972,111.9465,
FCR,2016,2016-05-31 12:00:00,0.365,20.635,1.4869,2.6349,29.233006,10.24123,114.08385,
FCR,2016,2016-05-31 12:00:00,0.367,20.637,1.4889,2.6266,29.23463,10.33703,115.15557,
FCR,2016,2016-05-31 12:00:00,0.371,20.6393,1.4854,2.6032,29.231192,10.36848,115.5111,
FCR,2016,2016-05-31 12:00:00,0.371,20.6414,1.4753,2.562,29.227785,10.36766,115.50677,
FCR,2016,2016-05-31 12:00:00,0.366,20.6428,1.4625,2.517,29.225507,10.33765,115.17557,
FCR,2016,2016-05-31 12:00:00,0.361,20.6428,1.4527,2.4908,29.229762,10.31421,114.91439,
FCR,2016,2016-05-31 12:00:00,0.36,20.6407,1.4469,2.4899,29.239681,10.30119,114.76464,
FCR,2016,2016-05-31 12:00:00,0.362,20.6367,1.4449,2.5142,29.257909,10.29494,114.686,
FCR,2016,2016-05-31 12:00:00,0.367,20.6319,1.4474,2.5553,29.277283,10.30007,114.73231,
FCR,2016,2016-05-31 12:00:00,0.372,20.6286,1.4523,2.5887,29.280923,10.31059,114.84199,
FCR,2016,2016-05-31 12:00:00,0.373,20.629,1.4591,2.6084,29.287839,10.32699,115.02557,
FCR,2016,2016-05-31 12:00:00,0.367,20.6341,1.4707,2.6241,29.299873,10.34345,115.22043,
FCR,2016,2016-05-31 12:00:00,0.366,20.6443,1.4862,2.6345,29.292178,10.35074,115.3248,
FCR,2016,2016-05-31 12:00:00,0.367,20.6591,1.5003,2.6399,29.272723,10.3489,115.3379,
FCR,2016,2016-05-31 12:00:00,0.368,20.6782,1.5113,2.6465,29.254355,10.34029,115.28517,
FCR,2016,2016-05-31 12:00:00,0.366,20.7003,1.5232,2.6512,29.238188,10.33441,115.26967,
FCR,2016,2016-05-31 12:00:00,0.364,20.724,1.5365,2.6498,29.217906,10.33084,115.2836,
FCR,2016,2016-05-31 12:00:00,0.364,20.7482,1.5439,2.6475,29.188101,10.33261,115.35818,
FCR,2016,2016-05-31 12:00:00,0.363,20.7714,1.5425,2.6495,29.170887,10.34457,115.54425,
FCR,2016,2016-05-31 12:00:00,0.364,20.7915,1.533,2.6529,29.181713,10.35986,115.76073,
FCR,2016,2016-05-31 12:00:00,0.365,20.8082,1.5122,2.6573,29.209438,10.38217,116.04808,
FCR,2016,2016-05-31 12:00:00,0.363,20.8229,1.4834,2.6652,29.257449,10.40913,116.38301,
FCR,2016,2016-05-31 12:00:00,0.358,20.8376,1.4564,2.6683,29.324521,10.42293,116.57093,
FCR,2016,2016-05-31 12:00:00,0.356,20.8545,1.4318,2.6617,29.384452,10.43937,116.79348,
FCR,2016,2016-05-31 12:00:00,0.358,20.8756,1.4033,2.6541,29.423164,10.43281,116.76839,
FCR,2016,2016-05-31 12:00:00,0.361,20.9004,1.3722,2.6502,29.44096,10.42346,116.72041,
FCR,2016,2016-05-31 12:00:00,0.363,20.9257,1.3473,2.6513,29.438577,10.40084,116.52484,
FCR,2016,2016-05-31 12:00:00,0.362,20.9471,1.3315,2.6553,29.425402,10.38141,116.35592,
FCR,2016,2016-05-31 12:00:00,0.362,20.9615,1.3216,2.6565,29.419965,10.36437,116.19764,
FCR,2016,2016-05-31 12:00:00,0.365,20.9682,1.3149,2.6553,29.43284,10.34745,116.02319,
FCR,2016,2016-05-31 12:00:00,0.37,20.9678,1.308,2.6547,29.455439,10.33882,115.92548,
FCR,2016,2016-05-31 12:00:00,0.369,20.9622,1.2991,2.6567,29.47575,10.33174,115.83344,
FCR,2016,2016-05-31 12:00:00,0.36,20.9539,1.2884,2.6586,29.483161,10.32037,115.68716,
FCR,2016,2016-05-31 12:00:00,0.355,20.9449,1.2765,2.6575,29.475639,10.31557,115.613,
FCR,2016,2016-05-31 12:00:00,0.352,20.9372,1.2673,2.6576,29.473224,10.32169,115.66418,
FCR,2016,2016-05-31 12:00:00,0.356,20.9317,1.2641,2.6577,29.471263,10.32741,115.71585,
FCR,2016,2016-05-31 12:00:00,0.359,20.9286,1.2677,2.6523,29.449192,10.34042,115.85455,
FCR,2016,2016-05-31 12:00:00,0.359,20.9276,1.2763,2.6467,29.427179,10.34917,115.95025,
FCR,2016,2016-05-31 12:00:00,0.357,20.928,1.287,2.6473,29.419393,10.3658,116.13751,
FCR,2016,2016-05-31 12:00:00,0.355,20.9292,1.2948,2.6465,29.423757,10.36511,116.13248,
FCR,2016,2016-05-31 12:00:00,0.356,20.9305,1.2952,2.6393,29.447448,10.38135,116.31744,
FCR,2016,2016-05-31 12:00:00,0.359,20.9314,1.2873,2.6365,29.484759,10.38299,116.33791,
FCR,2016,2016-05-31 12:00:00,0.362,20.9313,1.2756,2.6419,29.51157,10.38547,116.36547,
FCR,2016,2016-05-31 12:00:00,0.361,20.9297,1.2664,2.6432,29.512986,10.38098,116.31147,
FCR,2016,2016-05-31 12:00:00,0.36,20.9266,1.2611,2.6361,29.501409,10.37427,116.22926,
FCR,2016,2016-05-31 12:00:00,0.362,20.9227,1.2585,2.6269,29.485777,10.37003,116.17292,
FCR,2016,2016-05-31 12:00:00,0.366,20.9196,1.257,2.6118,29.489978,10.37999,116.27738,
FCR,2016,2016-05-31 12:00:00,0.368,20.9188,1.2545,2.588,29.515132,10.38956,116.38279,
FCR,2016,2016-05-31 12:00:00,0.368,20.9217,1.2517,2.5594,29.517844,10.39735,116.47668,
FCR,2016,2016-05-31 12:00:00,0.368,20.9272,1.2496,2.5174,29.488819,10.40451,116.56938,
FCR,2016,2016-05-31 12:00:00,0.369,20.9319,1.2476,2.4666,29.458394,10.40261,116.55882,
FCR,2016,2016-05-31 12:00:00,0.369,20.9335,1.2447,2.4383,29.454527,10.39589,116.48715,
FCR,2016,2016-05-31 12:00:00,0.366,20.9321,1.242,2.4373,29.476187,10.39154,116.43528,
FCR,2016,2016-05-31 12:00:00,0.367,20.9292,1.2412,2.4487,29.505101,10.38284,116.33121,
FCR,2016,2016-05-31 12:00:00,0.367,20.9262,1.2421,2.4799,29.512908,10.37374,116.22238,
FCR,2016,2016-05-31 12:00:00,0.366,20.9239,1.2436,2.5314,29.499684,10.36959,116.17071,
