Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,TURB_ntu,COND_uScm,DO_mgL,PSAT,
FCR,2016,2016-05-30 17:22:00,1.32,19.9085,1.8542,1.8717,29.005098,9.65003,105.9637,
FCR,2016,2016-05-30 17:22:00,1.342,19.872,1.8438,1.8256,28.968027,9.63933,105.76933,
FCR,2016,2016-05-30 17:22:00,1.361,19.8364,1.8338,1.7889,28.938953,9.65648,105.88244,
FCR,2016,2016-05-30 17:22:00,1.381,19.8039,1.8265,1.7667,28.942185,9.69521,106.23828,
FCR,2016,2016-05-30 17:22:00,1.409,19.774,1.8195,1.7507,28.97658,9.75694,106.85099,
FCR,2016,2016-05-30 17:22:00,1.439,19.744,1.8093,1.7448,29.00121,9.85127,107.81946,
FCR,2016,2016-05-30 17:22:00,1.464,19.7106,1.7971,1.7542,29.014627,9.98451,109.20496,
FCR,2016,2016-05-30 17:22:00,1.488,19.6713,1.7885,1.7756,29.024413,10.14686,110.8936,
FCR,2016,2016-05-30 17:22:00,1.513,19.6247,1.7869,1.8092,29.025163,10.31307,112.60509,
FCR,2016,2016-05-30 17:22:00,1.538,19.5722,1.7939,1.8603,29.0291,10.47255,114.22647,
FCR,2016,2016-05-30 17:22:00,1.555,19.5175,1.8066,1.9163,29.017231,10.59798,115.46801,
FCR,2016,2016-05-30 17:22:00,1.574,19.4653,1.8168,1.9532,28.984388,10.67931,116.23257,
FCR,2016,2016-05-30 17:22:00,1.599,19.4188,1.8224,1.9729,28.9659,10.70615,116.41604,
FCR,2016,2016-05-30 17:22:00,1.628,19.3782,1.8254,1.9898,28.950825,10.69789,116.23153,
FCR,2016,2016-05-30 17:22:00,1.664,19.3426,1.8268,2.0094,28.925121,10.68376,115.99508,
FCR,2016,2016-05-30 17:22:00,1.694,19.3104,1.8272,2.0383,28.918003,10.67521,115.82725,
FCR,2016,2016-05-30 17:22:00,1.724,19.2807,1.8278,2.0783,28.931581,10.68771,115.89375,
FCR,2016,2016-05-30 17:22:00,1.753,19.2534,1.8285,2.1287,28.935405,10.70437,116.01071,
FCR,2016,2016-05-30 17:22:00,1.778,19.2281,1.8295,2.1847,28.924482,10.7179,116.09821,
FCR,2016,2016-05-30 17:22:00,1.804,19.2037,1.8321,2.2302,28.93197,10.72619,116.13096,
FCR,2016,2016-05-30 17:22:00,1.829,19.1785,1.8372,2.2557,28.951848,10.72299,116.03748,
FCR,2016,2016-05-30 17:22:00,1.858,19.1496,1.8442,2.2657,28.951341,10.7115,115.8456,
FCR,2016,2016-05-30 17:22:00,1.891,19.1155,1.8555,2.2674,28.944341,10.68402,115.46913,
FCR,2016,2016-05-30 17:22:00,1.922,19.0775,1.8711,2.2624,28.943009,10.63375,114.83772,
FCR,2016,2016-05-30 17:22:00,1.95,19.0379,1.8843,2.2471,28.928952,10.55162,113.85981,
FCR,2016,2016-05-30 17:22:00,1.977,18.9975,1.8943,2.2209,28.892411,10.46651,112.84928,
FCR,2016,2016-05-30 17:22:00,2,18.9568,1.9071,2.1789,28.857708,10.40059,112.04644,
FCR,2016,2016-05-30 17:22:00,2.02,18.9172,1.9231,2.1204,28.837633,10.38232,111.76006,
FCR,2016,2016-05-30 17:22:00,2.039,18.8791,1.9363,2.0663,28.82082,10.41814,112.05922,
FCR,2016,2016-05-30 17:22:00,2.061,18.8414,1.9451,2.0321,28.808795,10.50585,112.91649,
FCR,2016,2016-05-30 17:22:00,2.088,18.8004,1.9516,2.013,28.794343,10.62264,114.07698,
FCR,2016,2016-05-30 17:22:00,2.12,18.7535,1.9572,1.9995,28.76359,10.75585,115.39778,
FCR,2016,2016-05-30 17:22:00,2.149,18.7026,1.9641,1.9834,28.724365,10.8708,116.51066,
FCR,2016,2016-05-30 17:22:00,2.173,18.6533,1.9764,1.9582,28.672218,10.93909,117.12526,
FCR,2016,2016-05-30 17:22:00,2.199,18.6108,1.997,1.9159,28.583224,10.97036,117.35871,
FCR,2016,2016-05-30 17:22:00,2.221,18.5773,2.0226,1.8646,28.479742,10.97408,117.31853,
FCR,2016,2016-05-30 17:22:00,2.243,18.5521,2.0434,1.8252,28.39229,10.96157,117.12479,
FCR,2016,2016-05-30 17:22:00,2.268,18.5332,2.0542,1.795,28.335622,10.9249,116.68801,
FCR,2016,2016-05-30 17:22:00,2.291,18.5181,2.0555,1.7638,28.3327,10.87441,116.11306,
FCR,2016,2016-05-30 17:22:00,2.318,18.5043,2.0484,1.7392,28.360699,10.81014,115.39434,
FCR,2016,2016-05-30 17:22:00,2.352,18.4898,2.0374,1.7284,28.393019,10.73519,114.56046,
FCR,2016,2016-05-30 17:22:00,2.381,18.4724,2.028,1.7275,28.426252,10.67559,113.88416,
FCR,2016,2016-05-30 17:22:00,2.411,18.4505,2.0205,1.7293,28.451224,10.64576,113.51523,
FCR,2016,2016-05-30 17:22:00,2.447,18.4232,2.0145,1.7274,28.482611,10.66701,113.6786,
FCR,2016,2016-05-30 17:22:00,2.482,18.3902,2.0102,1.72,28.514754,10.72204,114.1882,
FCR,2016,2016-05-30 17:22:00,2.515,18.3524,2.0044,1.7168,28.52817,10.80945,115.03042,
FCR,2016,2016-05-30 17:22:00,2.547,18.3114,1.9963,1.7214,28.526435,10.90895,115.99207,
FCR,2016,2016-05-30 17:22:00,2.573,18.2688,1.9843,1.7214,28.507083,11.01516,117.01953,
FCR,2016,2016-05-30 17:22:00,2.601,18.2255,1.9677,1.7156,28.493007,11.11312,117.95568,
FCR,2016,2016-05-30 17:22:00,2.634,18.1822,1.9501,1.7162,28.498491,11.19892,118.76114,
FCR,2016,2016-05-30 17:22:00,2.664,18.1387,1.932,1.7233,28.50295,11.25572,119.25727,
FCR,2016,2016-05-30 17:22:00,2.692,18.0945,1.908,1.7308,28.497555,11.28478,119.45694,
FCR,2016,2016-05-30 17:22:00,2.719,18.0494,1.8799,1.7396,28.48888,11.30126,119.52077,
FCR,2016,2016-05-30 17:22:00,2.743,18.0035,1.859,1.7462,28.482628,11.29771,119.37078,
FCR,2016,2016-05-30 17:22:00,2.768,17.9571,1.8478,1.7434,28.465105,11.29027,119.1786,
FCR,2016,2016-05-30 17:22:00,2.795,17.9103,1.8413,1.7373,28.419615,11.27311,118.88303,
FCR,2016,2016-05-30 17:22:00,2.824,17.8631,1.8384,1.7364,28.352061,11.25835,118.61214,
FCR,2016,2016-05-30 17:22:00,2.86,17.8153,1.8383,1.7383,28.292523,11.22184,118.1112,
FCR,2016,2016-05-30 17:22:00,2.894,17.7679,1.839,1.7411,28.271214,11.18957,117.65664,
FCR,2016,2016-05-30 17:22:00,2.923,17.723,1.8408,1.748,28.298481,11.16554,117.29538,
FCR,2016,2016-05-30 17:22:00,2.946,17.6808,1.8471,1.7539,28.371576,11.16565,117.19455,
FCR,2016,2016-05-30 17:22:00,2.972,17.6387,1.8562,1.7512,28.475921,11.1721,117.16042,
FCR,2016,2016-05-30 17:22:00,2.994,17.5927,1.8592,1.7449,28.585235,11.1813,117.14551,
FCR,2016,2016-05-30 17:22:00,3.012,17.5396,1.8516,1.7425,28.676563,11.2026,117.23998,
FCR,2016,2016-05-30 17:22:00,3.033,17.4796,1.8325,1.7421,28.742192,11.25073,117.59758,
FCR,2016,2016-05-30 17:22:00,3.061,17.4153,1.8069,1.7369,28.805636,11.29462,117.8992,
FCR,2016,2016-05-30 17:22:00,3.093,17.3493,1.7852,1.7232,28.86778,11.32653,118.07064,
FCR,2016,2016-05-30 17:22:00,3.124,17.2834,1.7699,1.6973,28.885075,11.34171,118.06721,
FCR,2016,2016-05-30 17:22:00,3.152,17.2184,1.7549,1.6522,28.860126,11.3484,117.97736,
FCR,2016,2016-05-30 17:22:00,3.177,17.1554,1.7395,1.5955,28.846402,11.32505,117.58039,
FCR,2016,2016-05-30 17:22:00,3.202,17.095,1.7304,1.551,28.868295,11.26537,116.81377,
FCR,2016,2016-05-30 17:22:00,3.228,17.0371,1.7288,1.5295,28.883547,11.15822,115.56312,
FCR,2016,2016-05-30 17:22:00,3.258,16.9817,1.7321,1.5289,28.87017,10.98064,113.59255,
FCR,2016,2016-05-30 17:22:00,3.289,16.9282,1.7425,1.557,28.886719,10.75245,111.1077,
FCR,2016,2016-05-30 17:22:00,3.318,16.8763,1.76,1.6052,28.983698,10.53759,108.76955,
FCR,2016,2016-05-30 17:22:00,3.347,16.8252,1.778,1.6384,29.136866,10.38763,107.10706,
FCR,2016,2016-05-30 17:22:00,3.371,16.774,1.7955,1.6414,29.280853,10.33738,106.47478,
FCR,2016,2016-05-30 17:22:00,3.393,16.7218,1.8198,1.6138,29.339822,10.36505,106.64305,
FCR,2016,2016-05-30 17:22:00,3.416,16.669,1.8493,1.5678,29.255345,10.44116,107.30715,
FCR,2016,2016-05-30 17:22:00,3.442,16.6166,1.8754,1.5322,29.071029,10.532,108.12174,
FCR,2016,2016-05-30 17:22:00,3.47,16.5663,1.8986,1.5135,28.888025,10.64389,109.15484,
FCR,2016,2016-05-30 17:22:00,3.499,16.5194,1.9232,1.5023,28.735691,10.73945,110.02626,
FCR,2016,2016-05-30 17:22:00,3.527,16.4762,1.9488,1.4978,28.605466,10.78925,110.43589,
FCR,2016,2016-05-30 17:22:00,3.561,16.4366,1.975,1.5091,28.514725,10.76546,110.10056,
FCR,2016,2016-05-30 17:22:00,3.591,16.4002,2.0049,1.5405,28.475343,10.72577,109.61044,
FCR,2016,2016-05-30 17:22:00,3.617,16.3663,2.0443,1.591,28.516893,10.61571,108.40819,
FCR,2016,2016-05-30 17:22:00,3.64,16.3334,2.0918,1.6535,28.680513,10.48323,106.98114,
FCR,2016,2016-05-30 17:22:00,3.661,16.2995,2.1373,1.7059,28.925668,10.3374,105.41749,
FCR,2016,2016-05-30 17:22:00,3.682,16.2629,2.1802,1.7438,29.177452,10.20425,103.97931,
FCR,2016,2016-05-30 17:22:00,3.708,16.225,2.2305,1.7864,29.36673,10.10532,102.88888,
FCR,2016,2016-05-30 17:22:00,3.735,16.1878,2.3025,1.8486,29.433752,10.0395,102.13832,
FCR,2016,2016-05-30 17:22:00,3.771,16.1519,2.3904,1.9206,29.346285,10.00347,101.69447,
FCR,2016,2016-05-30 17:22:00,3.804,16.1165,2.4656,1.9827,29.083008,9.97695,101.3488,
FCR,2016,2016-05-30 17:22:00,3.827,16.0812,2.5229,2.0423,28.726024,9.96015,101.10238,
FCR,2016,2016-05-30 17:22:00,3.846,16.0455,2.5785,2.1107,28.412604,9.96054,101.02976,
FCR,2016,2016-05-30 17:22:00,3.867,16.0091,2.6332,2.1764,28.207463,9.97321,101.08005,
FCR,2016,2016-05-30 17:22:00,3.888,15.9714,2.6746,2.2261,28.120023,9.98657,101.1345,
FCR,2016,2016-05-30 17:22:00,3.912,15.9318,2.7032,2.258,28.128969,10.01208,101.30761,
FCR,2016,2016-05-30 17:22:00,3.935,15.8898,2.7287,2.275,28.214643,10.02801,101.37828,
FCR,2016,2016-05-30 17:22:00,3.963,15.8455,2.7508,2.2827,28.337768,10.02884,101.29119,
FCR,2016,2016-05-30 17:22:00,3.993,15.7997,2.7655,2.2901,28.445006,10.02648,101.16866,
FCR,2016,2016-05-30 17:22:00,4.021,15.7533,2.7745,2.3002,28.518862,10.01801,100.98336,
FCR,2016,2016-05-30 17:22:00,4.048,15.7071,2.7802,2.309,28.526925,9.99212,100.62318,
FCR,2016,2016-05-30 17:22:00,4.073,15.6615,2.7853,2.3108,28.467337,9.94799,100.08139,
FCR,2016,2016-05-30 17:22:00,4.096,15.6166,2.7926,2.3072,28.430416,9.86509,99.15219,
FCR,2016,2016-05-30 17:22:00,4.118,15.5722,2.8006,2.3051,28.446398,9.74309,97.8332,
FCR,2016,2016-05-30 17:22:00,4.142,15.5285,2.809,2.3053,28.457419,9.58896,96.19552,
FCR,2016,2016-05-30 17:22:00,4.166,15.4858,2.8209,2.3066,28.446377,9.42162,94.43042,
FCR,2016,2016-05-30 17:22:00,4.192,15.4448,2.8354,2.3071,28.412331,9.24821,92.61104,
FCR,2016,2016-05-30 17:22:00,4.227,15.4057,2.8489,2.3035,28.388283,9.06833,90.73368,
FCR,2016,2016-05-30 17:22:00,4.261,15.3678,2.8621,2.3028,28.466013,8.89343,88.91143,
FCR,2016,2016-05-30 17:22:00,4.286,15.3295,2.8795,2.3106,28.662241,8.70928,86.9989,
FCR,2016,2016-05-30 17:22:00,4.307,15.2897,2.8996,2.3244,28.905047,8.48061,84.64233,
FCR,2016,2016-05-30 17:22:00,4.325,15.248,2.9182,2.3444,29.118898,8.21657,81.93369,
FCR,2016,2016-05-30 17:22:00,4.345,15.2028,2.9382,2.3737,29.248591,7.93353,79.03443,
FCR,2016,2016-05-30 17:22:00,4.366,15.1536,2.9648,2.4189,29.294641,7.62841,75.91439,
FCR,2016,2016-05-30 17:22:00,4.387,15.1032,2.996,2.4772,29.315422,7.26104,72.18007,
FCR,2016,2016-05-30 17:22:00,4.41,15.0552,3.0255,2.5311,29.344531,6.81034,67.62971,
FCR,2016,2016-05-30 17:22:00,4.443,15.0114,3.053,2.5695,29.377705,6.32315,62.73242,
FCR,2016,2016-05-30 17:22:00,4.478,14.9722,3.0832,2.5949,29.417778,5.80917,57.58446,
FCR,2016,2016-05-30 17:22:00,4.508,14.9371,3.1154,2.614,29.475435,5.31687,52.66447,
FCR,2016,2016-05-30 17:22:00,4.534,14.9047,3.1423,2.6364,29.580078,4.85956,48.10105,
FCR,2016,2016-05-30 17:22:00,4.556,14.8729,3.1615,2.6726,29.8037,4.48871,44.3998,
FCR,2016,2016-05-30 17:22:00,4.575,14.8392,3.1762,2.7301,30.169856,4.26551,42.16127,
FCR,2016,2016-05-30 17:22:00,4.596,14.8025,3.1914,2.8231,30.5878,4.21821,41.66068,
FCR,2016,2016-05-30 17:22:00,4.618,14.7634,3.2094,2.9476,31.01266,4.35702,42.99527,
FCR,2016,2016-05-30 17:22:00,4.643,14.7241,3.2268,3.0763,31.481571,4.65407,45.88749,
FCR,2016,2016-05-30 17:22:00,4.675,14.6858,3.2451,3.216,31.945203,5.08394,50.08436,
FCR,2016,2016-05-30 17:22:00,4.708,14.6476,3.2696,3.4006,32.282661,5.59571,55.08042,
FCR,2016,2016-05-30 17:22:00,4.735,14.6078,3.2965,3.6187,32.419575,6.09041,59.89803,
FCR,2016,2016-05-30 17:22:00,4.759,14.5658,3.3144,3.8264,32.362387,6.50885,63.95493,
FCR,2016,2016-05-30 17:22:00,4.778,14.5226,3.321,4.0346,32.135935,6.80024,66.75524,
FCR,2016,2016-05-30 17:22:00,4.797,14.4784,3.3175,4.2942,31.71591,6.9543,68.20181,
FCR,2016,2016-05-30 17:22:00,4.817,14.4293,3.3063,4.5909,31.134617,6.94026,67.99119,
FCR,2016,2016-05-30 17:22:00,4.839,14.3705,3.2939,4.8584,30.503619,6.75002,66.04257,
FCR,2016,2016-05-30 17:22:00,4.86,14.3002,3.2826,5.1019,29.9152,6.43431,62.85691,
FCR,2016,2016-05-30 17:22:00,4.882,14.2206,3.2685,5.3884,29.424885,6.08971,59.38699,
FCR,2016,2016-05-30 17:22:00,4.914,14.1342,3.2506,5.7211,29.040205,5.80211,56.47529,
FCR,2016,2016-05-30 17:22:00,4.948,14.0419,3.2319,6.033,28.770804,5.63967,54.78311,
FCR,2016,2016-05-30 17:22:00,4.979,13.9444,3.2118,6.3228,28.653057,5.64037,54.6727,
FCR,2016,2016-05-30 17:22:00,5.01,13.8422,3.1841,6.6825,28.687626,5.7877,55.97474,
FCR,2016,2016-05-30 17:22:00,5.037,13.734,3.1405,7.2333,28.811584,6.03344,58.21231,
FCR,2016,2016-05-30 17:22:00,5.06,13.6188,3.0868,7.9045,28.931731,6.29376,60.56966,
FCR,2016,2016-05-30 17:22:00,5.082,13.4988,3.0417,8.43,28.983912,6.50623,62.44838,
FCR,2016,2016-05-30 17:22:00,5.105,13.3796,3.0104,8.7347,28.941958,6.63984,63.56251,
FCR,2016,2016-05-30 17:22:00,5.137,13.2674,2.9857,8.8989,28.792673,6.69139,63.89641,
FCR,2016,2016-05-30 17:22:00,5.173,13.1663,2.9658,8.9456,28.518292,6.6872,63.71272,
FCR,2016,2016-05-30 17:22:00,5.202,13.0767,2.954,8.8598,28.159873,6.62269,62.97204,
FCR,2016,2016-05-30 17:22:00,5.226,12.9966,2.9522,8.5993,27.816222,6.50849,61.77549,
FCR,2016,2016-05-30 17:22:00,5.247,12.9239,2.9612,8.0853,27.541984,6.36447,60.31034,
FCR,2016,2016-05-30 17:22:00,5.269,12.8573,2.9745,7.4155,27.378247,6.2285,58.93387,
FCR,2016,2016-05-30 17:22:00,5.295,12.795,2.9788,6.8838,27.34547,6.13322,57.95127,
FCR,2016,2016-05-30 17:22:00,5.328,12.7349,2.9672,6.5808,27.370785,6.08187,57.38861,
FCR,2016,2016-05-30 17:22:00,5.368,12.6743,2.9368,6.4234,27.388801,6.07308,57.22774,
FCR,2016,2016-05-30 17:22:00,5.409,12.612,2.895,6.3593,27.402318,6.12613,57.64681,
FCR,2016,2016-05-30 17:22:00,5.437,12.5471,2.864,6.3406,27.42095,6.24319,58.66253,
FCR,2016,2016-05-30 17:22:00,5.461,12.4792,2.853,6.337,27.445656,6.419,60.22229,
FCR,2016,2016-05-30 17:22:00,5.483,12.4069,2.8583,6.3442,27.466993,6.6379,62.17436,
FCR,2016,2016-05-30 17:22:00,5.505,12.327,2.8804,6.3699,27.47662,6.88692,64.39045,
FCR,2016,2016-05-30 17:22:00,5.534,12.2368,2.9126,6.4002,27.435022,7.157,66.77913,
FCR,2016,2016-05-30 17:22:00,5.562,12.1365,2.9368,6.4022,27.297037,7.46776,69.52037,
FCR,2016,2016-05-30 17:22:00,5.592,12.0304,2.9459,6.3636,27.08799,7.64979,71.04347,
FCR,2016,2016-05-30 17:22:00,5.633,11.9253,2.9444,6.2743,26.842309,7.95849,73.73376,
FCR,2016,2016-05-30 17:22:00,5.669,11.8278,2.9375,6.1413,26.592666,8.14685,75.31123,
FCR,2016,2016-05-31 12:00:00,0.366,20.7524,1.0796,1.9696,28.541549,7.61271,84.99875,
FCR,2016,2016-05-31 12:00:00,0.378,20.7568,1.0722,1.9712,28.546802,7.59028,84.75565,
FCR,2016,2016-05-31 12:00:00,0.378,20.7597,1.0602,1.9695,28.545938,7.55921,84.41355,
FCR,2016,2016-05-31 12:00:00,0.376,20.7605,1.0396,1.9709,28.548746,7.53612,84.15699,
FCR,2016,2016-05-31 12:00:00,0.372,20.7592,1.0128,1.9792,28.559984,7.372,82.32215,
FCR,2016,2016-05-31 12:00:00,0.368,20.7564,0.9924,1.9944,28.566615,7.33038,81.85285,
FCR,2016,2016-05-31 12:00:00,0.367,20.7537,0.9814,2.0206,28.564398,7.28728,81.36724,
FCR,2016,2016-05-31 12:00:00,0.372,20.7521,0.9742,2.0657,28.556749,7.24788,80.92483,
FCR,2016,2016-05-31 12:00:00,0.379,20.7514,0.97,2.1248,28.541629,7.21401,80.54555,
FCR,2016,2016-05-31 12:00:00,0.379,20.7507,0.9687,2.1713,28.527029,7.17896,80.15306,
FCR,2016,2016-05-31 12:00:00,0.375,20.7497,0.9686,2.1934,28.523083,7.14885,79.81529,
FCR,2016,2016-05-31 12:00:00,0.372,20.7487,0.9698,2.1982,28.528739,7.11197,79.40198,
FCR,2016,2016-05-31 12:00:00,0.372,20.7482,0.9717,2.1837,28.53749,7.08338,79.08208,
FCR,2016,2016-05-31 12:00:00,0.374,20.7484,0.9737,2.1458,28.539644,7.05157,78.7272,
FCR,2016,2016-05-31 12:00:00,0.378,20.749,0.9775,2.0917,28.535777,7.02673,78.45086,
FCR,2016,2016-05-31 12:00:00,0.376,20.7497,0.9849,2.0115,28.532873,6.99372,78.08335,
FCR,2016,2016-05-31 12:00:00,0.374,20.7504,0.9943,1.9089,28.526151,6.96476,77.76109,
FCR,2016,2016-05-31 12:00:00,0.372,20.7513,1.0002,1.83,28.513816,6.93156,77.39177,
FCR,2016,2016-05-31 12:00:00,0.373,20.7523,0.9991,1.7891,28.504604,6.90322,77.07687,
FCR,2016,2016-05-31 12:00:00,0.374,20.7533,0.9907,1.7742,28.504074,6.86813,76.68654,
FCR,2016,2016-05-31 12:00:00,0.373,20.7543,0.9724,1.7904,28.514089,6.84646,76.44616,
FCR,2016,2016-05-31 12:00:00,0.373,20.7553,0.9479,1.833,28.5273,6.80753,76.01298,
FCR,2016,2016-05-31 12:00:00,0.374,20.7563,0.9284,1.8767,28.537209,6.7792,75.69809,
FCR,2016,2016-05-31 12:00:00,0.374,20.7573,0.9168,1.9067,28.548463,6.7526,75.4025,
FCR,2016,2016-05-31 12:00:00,0.374,20.7583,0.9095,1.93,28.564063,6.72504,75.09631,
FCR,2016,2016-05-31 12:00:00,0.374,20.7593,0.9046,1.9539,28.574142,6.70085,74.82765,
FCR,2016,2016-05-31 12:00:00,0.374,20.7606,0.9004,1.9767,28.575375,6.68986,74.70682,
FCR,2016,2016-05-31 12:00:00,0.376,20.7621,0.896,2.0023,28.574102,6.72787,75.13354,
FCR,2016,2016-05-31 12:00:00,0.376,20.7642,0.8924,2.0421,28.559965,6.87668,76.79845,
FCR,2016,2016-05-31 12:00:00,0.375,20.767,0.8909,2.0861,28.535206,7.13572,79.69576,
FCR,2016,2016-05-31 12:00:00,0.375,20.7709,0.889,2.1093,28.515265,7.47523,83.49407,
FCR,2016,2016-05-31 12:00:00,0.375,20.7768,0.8842,2.1055,28.504846,7.97584,89.09592,
FCR,2016,2016-05-31 12:00:00,0.375,20.786,0.8763,2.069,28.505177,8.63777,96.50751,
FCR,2016,2016-05-31 12:00:00,0.376,20.8008,0.8677,2.0026,28.514344,9.29104,103.83655,
FCR,2016,2016-05-31 12:00:00,0.378,20.8249,0.8644,1.9401,28.530783,9.78862,109.44916,
FCR,2016,2016-05-31 12:00:00,0.378,20.8644,0.8699,1.8947,28.550862,10.07901,112.7835,
FCR,2016,2016-05-31 12:00:00,0.376,20.9282,0.8851,1.8404,28.569915,10.18216,114.08021,
FCR,2016,2016-05-31 12:00:00,0.374,21.0197,0.9127,1.7572,28.595027,10.18186,114.28135,
FCR,2016,2016-05-31 12:00:00,0.375,21.1248,0.9472,1.6708,28.644919,10.14638,114.11718,
FCR,2016,2016-05-31 12:00:00,0.376,21.222,0.9725,1.628,28.736903,10.1033,113.84837,
FCR,2016,2016-05-31 12:00:00,0.377,21.2994,0.9832,1.6461,28.865449,10.06282,113.56339,
FCR,2016,2016-05-31 12:00:00,0.377,21.3557,0.9843,1.7424,28.984675,10.02975,113.31429,
FCR,2016,2016-05-31 12:00:00,0.376,21.3945,0.9832,1.8888,29.050225,9.99942,113.05695,
FCR,2016,2016-05-31 12:00:00,0.374,21.4202,0.9872,2.0009,29.075574,9.97751,112.86561,
FCR,2016,2016-05-31 12:00:00,0.374,21.4371,1.0003,2.0604,29.097547,9.95304,112.62571,
FCR,2016,2016-05-31 12:00:00,0.374,21.4484,1.0269,2.0958,29.113991,9.94449,112.55367,
FCR,2016,2016-05-31 12:00:00,0.374,21.4565,1.0614,2.1142,29.121277,9.9388,112.50706,
FCR,2016,2016-05-31 12:00:00,0.374,21.4627,1.0861,2.1136,29.131369,9.93635,112.49281,
FCR,2016,2016-05-31 12:00:00,0.373,21.4683,1.0957,2.0974,29.156979,9.935,112.48978,
FCR,2016,2016-05-31 12:00:00,0.373,21.4741,1.0949,2.0635,29.222974,9.93139,112.46154,
FCR,2016,2016-05-31 12:00:00,0.375,21.4803,1.0874,2.0132,29.302862,9.92965,112.45548,
FCR,2016,2016-05-31 12:00:00,0.375,21.4864,1.0792,1.9709,29.335782,9.93399,112.51791,
FCR,2016,2016-05-31 12:00:00,0.374,21.4917,1.0738,1.948,29.310474,9.93235,112.51093,
FCR,2016,2016-05-31 12:00:00,0.373,21.4957,1.0674,1.9317,29.258264,9.92843,112.47528,
FCR,2016,2016-05-31 12:00:00,0.374,21.4981,1.0557,1.9142,29.1993,9.92891,112.48595,
FCR,2016,2016-05-31 12:00:00,0.375,21.4994,1.0407,1.9011,29.135892,9.92368,112.42949,
FCR,2016,2016-05-31 12:00:00,0.374,21.5002,1.0268,1.8981,29.09923,9.91987,112.38798,
FCR,2016,2016-05-31 12:00:00,0.374,21.5012,1.0132,1.9021,29.13164,9.92247,112.41965,
FCR,2016,2016-05-31 12:00:00,0.376,21.502,0.9974,1.9106,29.227737,9.9371,112.5872,
FCR,2016,2016-05-31 12:00:00,0.379,21.5019,0.982,1.9169,29.320963,9.94548,112.68202,
FCR,2016,2016-05-31 12:00:00,0.381,21.4996,0.9706,1.9157,29.345997,9.95209,112.75188,
FCR,2016,2016-05-31 12:00:00,0.382,21.4941,0.9622,1.9159,29.313523,9.95664,112.79134,
FCR,2016,2016-05-31 12:00:00,0.381,21.4857,0.9554,1.9197,29.275001,9.95127,112.71215,
FCR,2016,2016-05-31 12:00:00,0.379,21.4767,0.9495,1.9226,29.238196,9.94892,112.66583,
FCR,2016,2016-05-31 12:00:00,0.376,21.4696,0.9429,1.9264,29.187281,9.94112,112.56195,
FCR,2016,2016-05-31 12:00:00,0.37,21.4656,0.9343,1.9368,29.142747,9.92874,112.41299,
FCR,2016,2016-05-31 12:00:00,0.364,21.4642,0.9231,1.9587,29.148832,9.9213,112.32576,
FCR,2016,2016-05-31 12:00:00,0.356,21.4646,0.9117,2.0002,29.209161,9.91238,112.22565,
FCR,2016,2016-05-31 12:00:00,0.341,21.4654,0.9063,2.0726,29.273689,9.90613,112.1566,
FCR,2016,2016-05-31 12:00:00,0.313,21.4657,0.9097,2.1882,29.305516,9.90066,112.09533,
FCR,2016,2016-05-31 12:00:00,0.278,21.4654,0.9206,2.3698,29.307114,9.90577,112.15251,
FCR,2016,2016-05-31 12:00:00,0.244,21.4649,0.9387,2.6658,29.284924,9.91123,112.21328,
FCR,2016,2016-05-31 12:00:00,0.228,21.4642,0.9613,3.0248,29.251064,9.91517,112.25629,
FCR,2016,2016-05-31 12:00:00,0.223,21.4634,0.9787,3.2677,29.220553,9.92008,112.31015,
FCR,2016,2016-05-31 12:00:00,0.222,21.4626,0.985,3.3209,29.203292,9.92973,112.41767,
FCR,2016,2016-05-31 12:00:00,0.223,21.4618,0.982,3.2009,29.218724,9.93712,112.49963,
FCR,2016,2016-05-31 12:00:00,0.23,21.4606,0.9756,2.9753,29.26295,9.94464,112.58217,
FCR,2016,2016-05-31 12:00:00,0.259,21.459,0.9741,2.7841,29.309687,9.94761,112.61224,
FCR,2016,2016-05-31 12:00:00,0.298,21.4575,0.9835,2.6794,29.327308,9.95299,112.66987,
FCR,2016,2016-05-31 12:00:00,0.331,21.4569,1.0063,2.6366,29.304481,9.95678,112.71149,
FCR,2016,2016-05-31 12:00:00,0.353,21.4575,1.0337,2.6238,29.261171,9.95416,112.68307,
FCR,2016,2016-05-31 12:00:00,0.365,21.4586,1.0468,2.6033,29.207873,9.94086,112.53491,
FCR,2016,2016-05-31 12:00:00,0.37,21.4596,1.0365,2.5603,29.14841,9.92889,112.40156,
FCR,2016,2016-05-31 12:00:00,0.37,21.4611,0.9995,2.4823,29.109009,9.90525,112.13729,
FCR,2016,2016-05-31 12:00:00,0.366,21.4636,0.945,2.377,29.133272,9.88692,111.93519,
FCR,2016,2016-05-31 12:00:00,0.358,21.4668,0.9003,2.2828,29.211637,9.87122,111.76444,
FCR,2016,2016-05-31 12:00:00,0.355,21.47,0.8766,2.2078,29.278827,9.86914,111.74778,
FCR,2016,2016-05-31 12:00:00,0.361,21.4727,0.8675,2.1332,29.306669,9.86763,111.73652,
FCR,2016,2016-05-31 12:00:00,0.37,21.4747,0.8688,2.0412,29.324632,9.87356,111.80805,
FCR,2016,2016-05-31 12:00:00,0.375,21.4761,0.8777,1.9497,29.337505,9.87851,111.86721,
