Reservoir,Site,Date,Depth,TEMP_C,CHLA_ugL,TURB_ntu,COND_uScm,DO_mgL,PSAT
CCR,CCR,2016-05-28 12:00:00,9.607,10.1267,1.1015,3.8239,62.751275,8.02539,71.33174
CCR,CCR,2016-05-28 12:00:00,9.64,10.1218,1.0909,3.8227,62.769394,8.03678,71.42475
CCR,CCR,2016-05-28 12:00:00,9.686,10.1174,1.0773,3.8186,62.799246,8.03686,71.41808
CCR,CCR,2016-05-28 12:00:00,9.723,10.1134,1.0659,3.8176,62.812657,8.04151,71.45274
CCR,CCR,2016-05-28 12:00:00,9.748,10.1097,1.0599,3.8238,62.811195,8.04732,71.49815
CCR,CCR,2016-05-28 12:00:00,9.764,10.1061,1.0581,3.8264,62.800492,8.0447,71.46876
CCR,CCR,2016-05-28 12:00:00,9.78,10.1029,1.0581,3.818,62.78171,8.04275,71.44608
CCR,CCR,2016-05-28 12:00:00,9.801,10.1001,1.0589,3.8056,62.77192,8.039,71.4081
CCR,CCR,2016-05-28 12:00:00,9.831,10.0976,1.0606,3.7869,62.77654,8.041,71.4216
CCR,CCR,2016-05-28 12:00:00,9.863,10.0953,1.0624,3.7501,62.790781,8.03772,71.38861
CCR,CCR,2016-05-28 12:00:00,9.887,10.0931,1.0635,3.697,62.804388,8.03939,71.39981
CCR,CCR,2016-05-28 12:00:00,9.906,10.0914,1.0643,3.6395,62.808945,8.03433,71.35201
CCR,CCR,2016-05-28 12:00:00,9.926,10.0903,1.0649,3.5864,62.805668,8.03738,71.37725
CCR,CCR,2016-05-28 12:00:00,9.949,10.0895,1.0659,3.5396,62.795689,8.03265,71.33387
CCR,CCR,2016-05-28 12:00:00,9.969,10.0882,1.0693,3.4877,62.784376,8.03191,71.3251
CCR,CCR,2016-05-28 12:00:00,9.977,10.0859,1.0748,3.4273,62.774736,8.02492,71.2592
CCR,CCR,2016-05-28 12:00:00,9.972,10.0825,1.0807,3.3811,62.774234,8.02224,71.22964
CCR,CCR,2016-05-28 12:00:00,9.974,10.0783,1.087,3.3642,62.780728,8.01958,71.19903
CCR,CCR,2016-05-28 12:00:00,9.998,10.0737,1.0939,3.3688,62.773869,8.01279,71.13104
CCR,CCR,2016-05-28 12:00:00,10.03,10.0687,1.0996,3.3846,62.763872,7.99363,70.95256
CCR,CCR,2016-05-28 12:00:00,10.06,10.0636,1.105,3.4158,62.764131,7.99146,70.92481
CCR,CCR,2016-05-28 12:00:00,10.09,10.0589,1.1125,3.4754,62.756649,7.97516,70.77234
CCR,CCR,2016-05-28 12:00:00,10.123,10.0547,1.1212,3.5711,62.755487,7.96566,70.68103
CCR,CCR,2016-05-28 12:00:00,10.153,10.0513,1.1298,3.685,62.774389,7.9567,70.59589
CCR,CCR,2016-05-28 12:00:00,10.186,10.0486,1.1401,3.7778,62.788282,7.94447,70.48289
CCR,CCR,2016-05-28 12:00:00,10.216,10.0465,1.1533,3.8317,62.788829,7.93852,70.42658
CCR,CCR,2016-05-28 12:00:00,10.238,10.0448,1.17,3.8566,62.778181,7.92737,70.32486
CCR,CCR,2016-05-28 12:00:00,10.253,10.0428,1.1931,3.8695,62.767551,7.91397,70.20273
CCR,CCR,2016-05-28 12:00:00,10.267,10.0406,1.2213,3.8772,62.770162,7.91008,70.16453
CCR,CCR,2016-05-28 12:00:00,10.282,10.0381,1.2437,3.876,62.782696,7.90189,70.08777
CCR,CCR,2016-05-28 12:00:00,10.299,10.0354,1.2552,3.8623,62.794444,7.89496,70.02182
CCR,CCR,2016-05-28 12:00:00,10.317,10.0327,1.2581,3.8277,62.798501,7.8822,69.90427
CCR,CCR,2016-05-28 12:00:00,10.336,10.0301,1.2553,3.779,62.789926,7.87332,69.82122
CCR,CCR,2016-05-28 12:00:00,10.356,10.0275,1.2518,3.7433,62.764427,7.85978,69.69684
CCR,CCR,2016-05-28 12:00:00,10.374,10.0249,1.251,3.7271,62.731261,7.8534,69.63598
CCR,CCR,2016-05-28 12:00:00,10.391,10.0222,1.2527,3.7193,62.693629,7.84403,69.54847
CCR,CCR,2016-05-28 12:00:00,10.414,10.0194,1.2566,3.7154,62.663577,7.82686,69.39169
CCR,CCR,2016-05-28 12:00:00,10.442,10.0166,1.263,3.7145,62.651157,7.81257,69.26037
CCR,CCR,2016-05-28 12:00:00,10.468,10.0137,1.2725,3.7163,62.641012,7.79245,69.07732
CCR,CCR,2016-05-28 12:00:00,10.49,10.0106,1.2856,3.7201,62.638466,7.77058,68.87845
CCR,CCR,2016-05-28 12:00:00,10.51,10.0072,1.3006,3.7235,62.648863,7.74474,68.64386
CCR,CCR,2016-05-28 12:00:00,10.524,10.0032,1.3134,3.724,62.658915,7.71862,68.40591
CCR,CCR,2016-05-28 12:00:00,10.54,9.9986,1.3222,3.7228,62.661266,7.69409,68.1811
CCR,CCR,2016-05-28 12:00:00,10.555,9.9938,1.3255,3.7242,62.646506,7.68285,68.07382
CCR,CCR,2016-05-28 12:00:00,10.572,9.9892,1.3214,3.7263,62.620735,7.66947,67.94792
CCR,CCR,2016-05-28 12:00:00,10.597,9.9849,1.3129,3.725,62.597156,7.66168,67.87197
CCR,CCR,2016-05-28 12:00:00,10.627,9.9804,1.3053,3.7236,62.573495,7.65007,67.76197
CCR,CCR,2016-05-28 12:00:00,10.655,9.9758,1.3012,3.7226,62.555487,7.64065,67.67119
CCR,CCR,2016-05-28 12:00:00,10.673,9.9713,1.3005,3.7185,62.54435,7.62878,67.55888
CCR,CCR,2016-05-28 12:00:00,10.688,9.9675,1.3019,3.7101,62.5331,7.6196,67.4715
CCR,CCR,2016-05-28 12:00:00,10.703,9.9642,1.3035,3.6997,62.524758,7.61156,67.39506
CCR,CCR,2016-05-28 12:00:00,10.718,9.9615,1.3056,3.6893,62.521116,7.60905,67.36857
CCR,CCR,2016-05-28 12:00:00,10.738,9.9592,1.3089,3.6736,62.527222,7.61042,67.37702
CCR,CCR,2016-05-28 12:00:00,10.76,9.9569,1.3116,3.652,62.538684,7.62573,67.50892
CCR,CCR,2016-05-28 12:00:00,10.779,9.9544,1.3138,3.6337,62.542498,7.65677,67.77974
CCR,CCR,2016-05-28 12:00:00,10.793,9.9517,1.3177,3.6113,62.529644,7.69534,68.11683
CCR,CCR,2016-05-28 12:00:00,10.803,9.9488,1.3239,3.5663,62.502717,7.7515,68.60919
CCR,CCR,2016-05-28 12:00:00,10.818,9.9461,1.3306,3.5097,62.476617,7.81331,69.15191
CCR,CCR,2016-05-28 12:00:00,10.845,9.9435,1.3356,3.4675,62.454421,7.87546,69.69768
CCR,CCR,2016-05-28 12:00:00,10.874,9.9408,1.3366,3.4422,62.440246,7.93522,70.22202
CCR,CCR,2016-05-28 12:00:00,10.893,9.9379,1.3313,3.426,62.44637,7.98242,70.63491
CCR,CCR,2016-05-28 12:00:00,10.91,9.9345,1.3202,3.4145,62.484465,8.00868,70.86161
CCR,CCR,2016-05-28 12:00:00,10.933,9.9305,1.3066,3.3978,62.544614,8.02001,70.95515
CCR,CCR,2016-05-28 12:00:00,10.961,9.9262,1.2927,3.369,62.590665,8.02256,70.97054
CCR,CCR,2016-05-28 12:00:00,10.99,9.9219,1.2773,3.3321,62.606796,8.01683,70.91266
CCR,CCR,2016-05-28 12:00:00,11.021,9.9179,1.2589,3.2806,62.601323,8.00744,70.8229
CCR,CCR,2016-05-28 12:00:00,11.054,9.9143,1.2395,3.2145,62.588846,8.00368,70.78366
CCR,CCR,2016-05-28 12:00:00,11.086,9.9114,1.2225,3.1585,62.57808,7.99491,70.70128
CCR,CCR,2016-05-28 12:00:00,11.111,9.9091,1.2083,3.1194,62.566156,7.99067,70.65985
CCR,CCR,2016-05-28 12:00:00,11.126,9.9073,1.1941,3.0811,62.559929,7.97837,70.54812
CCR,CCR,2016-05-28 12:00:00,11.137,9.906,1.1809,3.0402,62.561754,7.96729,70.448
CCR,CCR,2016-05-28 12:00:00,11.146,9.9054,1.1748,3.0053,62.562079,7.95933,70.37661
CCR,CCR,2016-05-28 12:00:00,11.159,9.906,1.178,2.9796,62.55497,7.95254,70.31758
CCR,CCR,2016-05-28 12:00:00,11.176,9.9077,1.191,2.9655,62.548566,7.94807,70.28089
CCR,CCR,2016-05-28 12:00:00,11.191,9.9093,1.2097,2.9627,62.549191,7.93528,70.17045
CCR,CCR,2016-05-28 12:00:00,11.196,9.9094,1.2234,2.9589,62.546973,7.93718,70.18739
CCR,CCR,2016-05-28 12:00:00,11.192,9.9076,1.2268,2.9486,62.545337,7.93318,70.14908
CCR,CCR,2016-05-28 12:00:00,11.19,9.9046,1.2209,2.9428,62.547859,7.93547,70.16431
CCR,CCR,2016-05-28 12:00:00,11.194,9.901,1.2054,2.9455,62.545176,7.93433,70.14828
CCR,CCR,2016-05-28 12:00:00,11.2,9.8974,1.1854,2.9496,62.530551,7.93324,70.13264
CCR,CCR,2016-05-28 12:00:00,11.212,9.8942,1.1709,2.9572,62.51012,7.93291,70.1244
CCR,CCR,2016-05-28 12:00:00,11.231,9.8914,1.1649,2.9808,62.502525,7.93037,70.09739
CCR,CCR,2016-05-28 12:00:00,11.255,9.889,1.1671,3.0207,62.505738,7.92128,70.01305
CCR,CCR,2016-05-28 12:00:00,11.279,9.887,1.1754,3.0672,62.504559,7.91923,69.99164
CCR,CCR,2016-05-28 12:00:00,11.298,9.8851,1.1846,3.1143,62.504693,7.9086,69.89455
CCR,CCR,2016-05-28 12:00:00,11.315,9.8833,1.195,3.1607,62.510192,7.91163,69.91832
CCR,CCR,2016-05-28 12:00:00,11.334,9.8815,1.2095,3.2144,62.510478,7.90964,69.89777
CCR,CCR,2016-05-28 12:00:00,11.357,9.8797,1.2259,3.2771,62.499603,7.90886,69.88788
CCR,CCR,2016-05-28 12:00:00,11.387,9.8781,1.2405,3.3345,62.484706,7.8968,69.77871
CCR,CCR,2016-05-28 12:00:00,11.417,9.8765,1.2526,3.3837,62.489916,7.90858,69.88017
CCR,CCR,2016-05-28 12:00:00,11.437,9.8751,1.2642,3.4355,62.514615,7.90279,69.82668
CCR,CCR,2016-05-28 12:00:00,11.446,9.8739,1.2764,3.4854,62.531264,7.90143,69.81271
CCR,CCR,2016-05-28 12:00:00,11.455,9.8728,1.2886,3.5123,62.536274,7.89602,69.7631
CCR,CCR,2016-05-28 12:00:00,11.467,9.8718,1.2997,3.5097,62.53098,7.89922,69.7897
CCR,CCR,2016-05-28 12:00:00,11.483,9.871,1.3099,3.4838,62.507949,7.8946,69.74758
CCR,CCR,2016-05-28 12:00:00,11.499,9.8703,1.3219,3.4437,62.481112,7.89085,69.71326
CCR,CCR,2016-05-28 12:00:00,11.517,9.8698,1.3359,3.4061,62.4674,7.88969,69.7022
CCR,CCR,2016-05-28 12:00:00,11.536,9.8695,1.3477,3.3816,62.461151,7.89345,69.73491
CCR,CCR,2016-05-28 12:00:00,11.552,9.8693,1.3576,3.3718,62.460696,7.89321,69.73245
CCR,CCR,2016-05-28 12:00:00,11.564,9.8691,1.3693,3.3682,62.465916,7.89515,69.74924
CCR,CCR,2016-05-28 12:00:00,11.57,9.8689,1.3803,3.3631,62.474187,7.89606,69.757
CCR,CCR,2016-05-28 12:00:00,11.575,9.8687,1.3836,3.3643,62.487716,7.9026,69.81446
CCR,CCR,2016-05-28 12:00:00,11.584,9.8683,1.3765,3.3732,62.496058,7.89805,69.77362
CCR,CCR,2016-05-28 12:00:00,11.598,9.8677,1.3583,3.3774,62.49943,7.90522,69.83599
CCR,CCR,2016-05-28 12:00:00,11.611,9.8669,1.3325,3.3755,62.51479,7.91619,69.9315
CCR,CCR,2016-05-28 12:00:00,11.621,9.8658,1.3105,3.3752,62.536198,7.91864,69.95139
CCR,CCR,2016-05-28 12:00:00,11.632,9.8643,1.296,3.3763,62.547281,7.93103,70.05832
CCR,CCR,2016-05-28 12:00:00,11.643,9.8627,1.2827,3.3815,62.54698,7.93813,70.11845
CCR,CCR,2016-05-28 12:00:00,11.659,9.861,1.2684,3.3955,62.535215,7.9473,70.19656
CCR,CCR,2016-05-28 12:00:00,11.684,9.8593,1.2576,3.4118,62.512863,7.952,70.23524
CCR,CCR,2016-05-28 12:00:00,11.711,9.8576,1.2523,3.429,62.492029,7.95032,70.21759
CCR,CCR,2016-05-28 12:00:00,11.734,9.8561,1.2526,3.4654,62.479203,7.95367,70.2447
CCR,CCR,2016-05-28 12:00:00,11.756,9.8548,1.2601,3.5194,62.466949,7.94875,70.19911
CCR,CCR,2016-05-28 12:00:00,11.777,9.8537,1.272,3.5606,62.456014,7.95325,70.23701
CCR,CCR,2016-05-28 12:00:00,11.797,9.8528,1.2831,3.5817,62.457533,7.94313,70.14611
CCR,CCR,2016-05-28 12:00:00,11.817,9.8522,1.2933,3.5941,62.467896,7.94033,70.12043
CCR,CCR,2016-05-28 12:00:00,11.834,9.8516,1.3057,3.6012,62.473808,7.94079,70.12351
CCR,CCR,2016-05-28 12:00:00,11.852,9.8512,1.3186,3.6048,62.48086,7.93953,70.1117
CCR,CCR,2016-05-28 12:00:00,11.87,9.8508,1.3269,3.607,62.494947,7.94441,70.15414
CCR,CCR,2016-05-28 12:00:00,11.887,9.8505,1.3291,3.6095,62.505774,7.94875,70.19194
CCR,CCR,2016-05-28 12:00:00,11.899,9.8502,1.3259,3.6129,62.502177,7.95282,70.22737
CCR,CCR,2016-05-28 12:00:00,11.907,9.8499,1.3209,3.6172,62.489219,7.95354,70.2333
CCR,CCR,2016-05-28 12:00:00,11.917,9.8496,1.3205,3.6199,62.491546,7.95394,70.2363
CCR,CCR,2016-05-28 12:00:00,11.929,9.8494,1.3274,3.6161,62.507772,7.95543,70.24911
CCR,CCR,2016-05-28 12:00:00,11.942,9.8491,1.3423,3.607,62.520144,7.95167,70.21542
CCR,CCR,2016-05-28 12:00:00,11.952,9.8488,1.3621,3.596,62.537982,7.95185,70.21649
CCR,CCR,2016-05-28 12:00:00,11.957,9.8484,1.3756,3.579,62.564036,7.95133,70.21125
CCR,CCR,2016-05-28 12:00:00,11.955,9.848,1.3772,3.5514,62.577151,7.94265,70.13401
CCR,CCR,2016-05-28 12:00:00,11.954,9.8475,1.3683,3.5127,62.576808,7.93894,70.10041
CCR,CCR,2016-05-28 12:00:00,11.962,9.847,1.3514,3.4675,62.574961,7.93806,70.0918
CCR,CCR,2016-05-28 12:00:00,11.978,9.8464,1.3328,3.4277,62.563088,7.93631,70.07533
CCR,CCR,2016-05-28 12:00:00,11.997,9.8459,1.3197,3.4023,62.536015,7.93816,70.09086
CCR,CCR,2016-05-28 12:00:00,12.016,9.8454,1.3151,3.3913,62.508604,7.92743,69.99526
CCR,CCR,2016-05-28 12:00:00,12.034,9.8449,1.3191,3.3873,62.495625,7.92067,69.93473
CCR,CCR,2016-05-28 12:00:00,12.047,9.8443,1.3272,3.381,62.495626,7.91168,69.85435
CCR,CCR,2016-05-28 12:00:00,12.055,9.8436,1.3321,3.3743,62.49857,7.90729,69.81442
CCR,CCR,2016-05-28 12:00:00,12.056,9.8428,1.3305,3.3689,62.495205,7.8954,69.70813
CCR,CCR,2016-05-28 12:00:00,12.054,9.8417,1.3227,3.3597,62.478612,7.88216,69.58946
CCR,CCR,2016-05-28 12:00:00,12.062,9.8405,1.3113,3.3502,62.454401,7.86762,69.45906
CCR,CCR,2016-05-28 12:00:00,12.086,9.8392,1.3021,3.3459,62.440205,7.85668,69.36038
CCR,CCR,2016-05-28 12:00:00,12.113,9.838,1.2976,3.3455,62.438262,7.84508,69.25605
CCR,CCR,2016-05-28 12:00:00,12.134,9.8368,1.2952,3.3466,62.431992,7.8271,69.09532
CCR,CCR,2016-05-28 12:00:00,12.15,9.8356,1.293,3.3484,62.407682,7.81723,69.00627
CCR,CCR,2016-05-28 12:00:00,12.164,9.8344,1.2907,3.3491,62.380928,7.80403,68.88776
CCR,CCR,2016-05-28 12:00:00,12.181,9.8333,1.2867,3.3489,62.372698,7.80404,68.88605
CCR,CCR,2016-05-28 12:00:00,12.195,9.832,1.2791,3.3523,62.378792,7.79302,68.78664
CCR,CCR,2016-05-28 12:00:00,12.206,9.8307,1.2678,3.3568,62.390797,7.78331,68.6988
CCR,CCR,2016-05-28 12:00:00,12.224,9.8293,1.2554,3.3556,62.401877,7.76914,68.57155
CCR,CCR,2016-05-28 12:00:00,12.253,9.828,1.2454,3.3505,62.398929,7.75861,68.4765
CCR,CCR,2016-05-28 12:00:00,12.284,9.8267,1.2399,3.3484,62.379158,7.74283,68.3351
CCR,CCR,2016-05-28 12:00:00,12.31,9.8254,1.2381,3.3486,62.369411,7.72899,68.2108
CCR,CCR,2016-05-28 12:00:00,12.327,9.824,1.2384,3.3511,62.375117,7.70976,68.03889
CCR,CCR,2016-05-28 12:00:00,12.338,9.8224,1.2387,3.3625,62.375716,7.69739,67.92716
CCR,CCR,2016-05-28 12:00:00,12.348,9.8207,1.2381,3.3787,62.379398,7.68601,67.82396
CCR,CCR,2016-05-28 12:00:00,12.363,9.8191,1.2366,3.3917,62.393166,7.68505,67.81293
CCR,CCR,2016-05-28 12:00:00,12.384,9.8177,1.2344,3.4014,62.394597,7.68178,67.78185
CCR,CCR,2016-05-28 12:00:00,12.406,9.8167,1.2337,3.4115,62.37002,7.67686,67.73679
CCR,CCR,2016-05-28 12:00:00,12.431,9.816,1.2341,3.4271,62.334963,7.67547,67.72348
CCR,CCR,2016-05-28 12:00:00,12.455,9.8157,1.2331,3.4579,62.30818,7.6736,67.70645
CCR,CCR,2016-05-28 12:00:00,12.472,9.8156,1.2317,3.502,62.298586,7.67792,67.74436
CCR,CCR,2016-05-28 12:00:00,12.478,9.8155,1.2302,3.5321,62.303624,7.67564,67.72414
CCR,CCR,2016-05-28 12:00:00,12.474,9.8149,1.2257,3.5312,62.318615,7.67378,67.70676
CCR,CCR,2016-05-28 12:00:00,12.466,9.8136,1.2168,3.5023,62.335512,7.67789,67.74095
CCR,CCR,2016-05-28 12:00:00,12.463,9.812,1.2063,3.4585,62.33674,7.69116,67.85542
CCR,CCR,2016-05-28 12:00:00,12.475,9.8104,1.198,3.42,62.324635,7.70553,67.97969
CCR,CCR,2016-05-28 12:00:00,12.501,9.809,1.1942,3.396,62.306004,7.72887,68.1833
CCR,CCR,2016-05-28 12:00:00,12.524,9.8078,1.1967,3.3837,62.285918,7.75911,68.44814
CCR,CCR,2016-05-28 12:00:00,12.54,9.8067,1.2067,3.3752,62.289128,7.78976,68.71674
CCR,CCR,2016-05-28 12:00:00,12.552,9.8054,1.2201,3.3658,62.318499,7.82745,69.04707
CCR,CCR,2016-05-28 12:00:00,12.564,9.8038,1.2309,3.3623,62.347737,7.86636,69.38775
CCR,CCR,2016-05-28 12:00:00,12.575,9.802,1.2396,3.3659,62.364566,7.90055,69.68633
CCR,CCR,2016-05-28 12:00:00,12.593,9.7999,1.2496,3.3697,62.36946,7.9406,70.03609
CCR,CCR,2016-05-28 12:00:00,12.619,9.7978,1.2587,3.3735,62.373758,7.96266,70.22716
CCR,CCR,2016-05-28 12:00:00,12.658,9.7956,1.262,3.3783,62.390652,7.98331,70.4057
CCR,CCR,2016-05-28 12:00:00,12.697,9.7936,1.2559,3.3762,62.412603,8.00561,70.59899
CCR,CCR,2016-05-28 12:00:00,12.727,9.7918,1.237,3.3678,62.43342,8.01291,70.66036
CCR,CCR,2016-05-28 12:00:00,12.75,9.79,1.2099,3.3646,62.446611,8.01849,70.70656
CCR,CCR,2016-05-28 12:00:00,12.768,9.7882,1.1848,3.3646,62.445655,8.01826,70.70156
CCR,CCR,2016-05-28 12:00:00,12.782,9.7864,1.1625,3.3622,62.436319,8.0117,70.64068
CCR,CCR,2016-05-28 12:00:00,12.793,9.7844,1.1371,3.3611,62.420129,8.00776,70.60261
CCR,CCR,2016-05-28 12:00:00,12.81,9.7822,1.1083,3.3612,62.408826,8.00552,70.57919
CCR,CCR,2016-05-28 12:00:00,12.84,9.7797,1.0843,3.3579,62.40341,7.9992,70.51922
CCR,CCR,2016-05-28 12:00:00,12.877,9.7773,1.0708,3.3526,62.388385,7.99293,70.45994
CCR,CCR,2016-05-28 12:00:00,12.91,9.775,1.0676,3.3508,62.37179,7.9948,70.47266
CCR,CCR,2016-05-28 12:00:00,12.933,9.773,1.0736,3.3555,62.357227,7.98512,70.38397
CCR,CCR,2016-05-28 12:00:00,12.949,9.7712,1.0845,3.3609,62.344828,7.98367,70.36816
CCR,CCR,2016-05-28 12:00:00,12.966,9.7696,1.0957,3.3605,62.341323,7.97938,70.32772
CCR,CCR,2016-05-28 12:00:00,12.988,9.7682,1.1062,3.3543,62.333732,7.98298,70.35706
CCR,CCR,2016-05-28 12:00:00,13.008,9.7669,1.1177,3.3497,62.316018,7.97322,70.26892
CCR,CCR,2016-05-28 12:00:00,13.026,9.7659,1.1291,3.358,62.291485,7.96543,70.19855
CCR,CCR,2016-05-28 12:00:00,13.047,9.7651,1.1363,3.3793,62.263627,7.96567,70.19938
CCR,CCR,2016-05-28 12:00:00,13.077,9.7645,1.1366,3.4089,62.247097,7.95934,70.1426
CCR,CCR,2016-05-28 12:00:00,13.113,9.7638,1.1295,3.4557,62.243508,7.95235,70.0798
CCR,CCR,2016-05-28 12:00:00,13.151,9.763,1.1197,3.5175,62.245882,7.94671,70.02877
CCR,CCR,2016-05-28 12:00:00,13.182,9.7619,1.1141,3.5638,62.260873,7.94024,69.96999
CCR,CCR,2016-05-28 12:00:00,13.199,9.7607,1.1136,3.5816,62.284448,7.93667,69.93653
CCR,CCR,2016-05-28 12:00:00,13.214,9.7594,1.1186,3.5851,62.296801,7.94022,69.96566
CCR,CCR,2016-05-28 12:00:00,13.243,9.7581,1.1277,3.583,62.299216,7.93985,69.96024
CCR,CCR,2016-05-28 12:00:00,13.281,9.7569,1.1348,3.5817,62.296354,7.92971,69.86889
CCR,CCR,2016-05-28 12:00:00,13.315,9.7556,1.1384,3.5889,62.285443,7.92837,69.85496
CCR,CCR,2016-05-28 12:00:00,13.34,9.7543,1.1419,3.5984,62.275617,7.92131,69.79061
CCR,CCR,2016-05-28 12:00:00,13.358,9.7529,1.1465,3.598,62.266264,7.91144,69.70132
CCR,CCR,2016-05-28 12:00:00,13.374,9.7515,1.1505,3.5898,62.248868,7.90528,69.64478
CCR,CCR,2016-05-28 12:00:00,13.393,9.7502,1.1538,3.5807,62.230832,7.89491,69.5512
CCR,CCR,2016-05-28 12:00:00,13.411,9.7491,1.1589,3.5604,62.233444,7.89593,69.55843
CCR,CCR,2016-05-28 12:00:00,13.425,9.7481,1.1679,3.5166,62.253384,7.89612,69.55845
CCR,CCR,2016-05-28 12:00:00,13.437,9.7473,1.178,3.465,62.273889,7.90105,69.60051
CCR,CCR,2016-05-28 12:00:00,13.447,9.7465,1.1823,3.4252,62.294405,7.90347,69.6206
CCR,CCR,2016-05-28 12:00:00,13.453,9.7458,1.1757,3.3956,62.306352,7.90359,69.62045
CCR,CCR,2016-05-28 12:00:00,13.465,9.7452,1.1568,3.3763,62.304885,7.91491,69.71918
CCR,CCR,2016-05-28 12:00:00,13.482,9.7447,1.1325,3.369,62.299651,7.9192,69.75617
CCR,CCR,2016-05-28 12:00:00,13.5,9.7441,1.1152,3.3639,62.293269,7.91949,69.75774
CCR,CCR,2016-05-28 12:00:00,13.508,9.7436,1.1064,3.3561,62.278014,7.93036,69.85266
CCR,CCR,2016-05-28 12:00:00,13.514,9.7431,1.1018,3.3527,62.257848,7.9323,69.86892
CCR,CCR,2016-05-28 12:00:00,13.529,9.7426,1.0997,3.3539,62.239437,7.93375,69.88079
CCR,CCR,2016-05-28 12:00:00,13.552,9.7422,1.0984,3.359,62.223893,7.94343,69.96542
CCR,CCR,2016-05-28 12:00:00,13.575,9.7417,1.0977,3.3737,62.22313,7.93916,69.92701
CCR,CCR,2016-05-28 12:00:00,13.598,9.7414,1.1004,3.401,62.246981,7.93867,69.92215
CCR,CCR,2016-05-28 12:00:00,13.631,9.7411,1.1082,3.4412,62.283741,7.93599,69.89807
CCR,CCR,2016-05-28 12:00:00,13.666,9.741,1.118,3.4822,62.305071,7.93301,69.87171
CCR,CCR,2016-05-28 12:00:00,13.692,9.741,1.1246,3.5028,62.30261,7.92584,69.80854
CCR,CCR,2016-05-28 12:00:00,13.704,9.741,1.1263,3.4983,62.291758,7.92034,69.76012
CCR,CCR,2016-05-28 12:00:00,13.708,9.7409,1.1209,3.4719,62.273639,7.92134,69.76868
CCR,CCR,2016-05-28 12:00:00,13.708,9.7409,1.1091,3.4316,62.247433,7.91521,69.71469
CCR,CCR,2016-05-28 12:00:00,13.712,9.7409,1.0984,3.3999,62.234256,7.91951,69.75256
CCR,CCR,2016-05-28 12:00:00,13.723,9.7411,1.0924,3.3853,62.236616,7.91883,69.74689
CCR,CCR,2016-05-28 12:00:00,13.738,9.7414,1.0904,3.3805,62.243098,7.90949,69.66518
CCR,CCR,2016-05-28 12:00:00,13.752,9.7418,1.0917,3.3821,62.261452,7.89469,69.5355
CCR,CCR,2016-05-28 12:00:00,13.766,9.7419,1.0942,3.3802,62.278507,7.87564,69.36784
CCR,CCR,2016-05-28 12:00:00,13.777,9.7415,1.0978,3.3628,62.274722,7.8494,69.13611
CCR,CCR,2016-05-28 12:00:00,13.786,9.7403,1.1057,3.3252,62.273178,7.8137,68.81965
CCR,CCR,2016-05-28 12:00:00,13.797,9.7384,1.1171,3.2735,62.293534,7.78109,68.52936
CCR,CCR,2016-05-28 12:00:00,13.815,9.736,1.126,3.2316,62.313117,7.74507,68.20832
CCR,CCR,2016-05-28 12:00:00,13.837,9.7333,1.1302,3.2215,62.303024,7.71201,67.91275
CCR,CCR,2016-05-28 12:00:00,13.863,9.7307,1.1313,3.2486,62.274614,7.69724,67.77853
CCR,CCR,2016-05-28 12:00:00,13.891,9.7284,1.1258,3.3132,62.258452,7.67408,67.57087
CCR,CCR,2016-05-28 12:00:00,13.92,9.7263,1.1141,3.3948,62.248221,7.66102,67.4526
CCR,CCR,2016-05-28 12:00:00,13.941,9.7247,1.1052,3.4533,62.231154,7.65029,67.35557
CCR,CCR,2016-05-28 12:00:00,13.957,9.7235,1.1008,3.4724,62.218759,7.64133,67.27471
CCR,CCR,2016-05-28 12:00:00,13.969,9.7226,1.0971,3.457,62.211745,7.62631,67.14109
CCR,CCR,2016-05-28 12:00:00,13.984,9.7214,1.0938,3.4282,62.196197,7.62121,67.09429
CCR,CCR,2016-05-28 12:00:00,14,9.7199,1.0919,3.4139,62.167971,7.6188,67.0706
CCR,CCR,2016-05-28 12:00:00,14.017,9.7184,1.0906,3.4195,62.143625,7.62097,67.08733
CCR,CCR,2016-05-28 12:00:00,14.04,9.7172,1.0878,3.4451,62.134734,7.62088,67.08462
CCR,CCR,2016-05-28 12:00:00,14.068,9.7163,1.0839,3.4817,62.132905,7.62601,67.12835
CCR,CCR,2016-05-28 12:00:00,14.097,9.7158,1.0792,3.5058,62.131629,7.63245,67.18427
CCR,CCR,2016-05-28 12:00:00,14.121,9.7154,1.0724,3.5158,62.124542,7.65228,67.35814
CCR,CCR,2016-05-28 12:00:00,14.136,9.7144,1.0627,3.5191,62.109755,7.64211,67.26709
CCR,CCR,2016-05-28 12:00:00,14.144,9.7129,1.0508,3.5153,62.099382,7.65394,67.36876
CCR,CCR,2016-05-28 12:00:00,14.151,9.7111,1.0392,3.5068,62.094674,7.64953,67.32715
CCR,CCR,2016-05-28 12:00:00,14.162,9.7097,1.0307,3.4902,62.088351,7.66714,67.47989
CCR,CCR,2016-05-28 12:00:00,14.183,9.7088,1.0256,3.452,62.08475,7.65672,67.38671
CCR,CCR,2016-05-28 12:00:00,14.211,9.7081,1.0227,3.3693,62.084917,7.64675,67.29782
CCR,CCR,2016-05-28 12:00:00,14.238,9.7076,1.0201,3.2567,62.088898,7.64763,67.30478
