Reservoir,Site,Date,Depth,TEMP_C,CHLA_ugL,TURB_ntu,COND_uScm,DO_mgL,PSAT
CCR,CCR,2016-08-12 12:36:00,15.141,12.2165,0.8331,4.5405,68.942498,5.7149,53.3072
CCR,CCR,2016-08-12 12:36:00,15.139,12.2178,0.8219,4.5182,68.948349,5.71166,53.27849
CCR,CCR,2016-08-12 12:36:00,15.131,12.2174,0.8077,4.507,68.945383,5.70817,53.24551
CCR,CCR,2016-08-12 12:36:00,15.131,12.2152,0.7962,4.4924,68.936825,5.69926,53.15974
CCR,CCR,2016-08-12 12:36:00,15.14,12.2122,0.787,4.475,68.942481,5.69624,53.12798
CCR,CCR,2016-08-12 12:36:00,15.157,12.2091,0.7801,4.4651,68.953819,5.68821,53.04934
CCR,CCR,2016-08-12 12:36:00,15.172,12.2062,0.7756,4.4634,68.9578,5.68856,53.0491
CCR,CCR,2016-08-12 12:36:00,15.184,12.2035,0.7706,4.4662,68.949462,5.68376,53.00112
CCR,CCR,2016-08-12 12:36:00,15.195,12.2011,0.7627,4.4719,68.920557,5.68093,52.97185
CCR,CCR,2016-08-12 12:36:00,15.206,12.1992,0.7521,4.4762,68.887472,5.68016,52.96238
CCR,CCR,2016-08-12 12:36:00,15.222,12.1978,0.7408,4.4747,68.859457,5.68128,52.97109
CCR,CCR,2016-08-12 12:36:00,15.236,12.197,0.7315,4.4714,68.816991,5.68003,52.95845
CCR,CCR,2016-08-12 12:36:00,15.25,12.1969,0.7256,4.4734,68.7608,5.68389,52.99436
CCR,CCR,2016-08-12 12:36:00,15.266,12.1974,0.7219,4.4757,68.708025,5.6846,53.00154
CCR,CCR,2016-08-12 12:36:00,15.284,12.1986,0.719,4.4685,68.682744,5.68739,53.02899
CCR,CCR,2016-08-12 12:36:00,15.299,12.2003,0.7173,4.4568,68.69227,5.68736,53.03079
CCR,CCR,2016-08-12 12:36:00,15.307,12.2021,0.7184,4.4431,68.70501,5.68363,52.99812
CCR,CCR,2016-08-12 12:36:00,15.307,12.2035,0.7208,4.4193,68.708296,5.68069,52.97237
CCR,CCR,2016-08-12 12:36:00,15.306,12.2041,0.7229,4.3836,68.719068,5.67621,52.93139
CCR,CCR,2016-08-12 12:36:00,15.308,12.2038,0.7257,4.3447,68.736183,5.675,52.91975
CCR,CCR,2016-08-12 12:36:00,15.316,12.2027,0.7302,4.3209,68.742118,5.66799,52.85306
CCR,CCR,2016-08-12 12:36:00,15.328,12.2012,0.7361,4.323,68.734439,5.66285,52.8033
CCR,CCR,2016-08-12 12:36:00,15.339,12.1996,0.745,4.355,68.72114,5.66708,52.84084
CCR,CCR,2016-08-12 12:36:00,15.343,12.198,0.7562,4.4071,68.708713,5.66494,52.81895
CCR,CCR,2016-08-12 12:36:00,15.345,12.1967,0.7647,4.4543,68.703885,5.66374,52.80623
CCR,CCR,2016-08-12 12:36:00,15.359,12.1957,0.7686,4.4967,68.715406,5.6653,52.81959
CCR,CCR,2016-08-12 12:36:00,15.383,12.195,0.7707,4.5477,68.740327,5.66378,52.80458
CCR,CCR,2016-08-12 12:36:00,15.399,12.1945,0.7722,4.597,68.749149,5.6627,52.79385
CCR,CCR,2016-08-12 12:36:00,15.404,12.1938,0.7731,4.6245,68.7382,5.66625,52.82615
CCR,CCR,2016-08-12 12:36:00,15.407,12.193,0.7736,4.6273,68.73468,5.66122,52.77835
CCR,CCR,2016-08-12 12:36:00,15.414,12.1922,0.7741,4.6027,68.739657,5.66013,52.76717
CCR,CCR,2016-08-12 12:36:00,15.429,12.1916,0.7745,4.5556,68.750444,5.65769,52.74371
CCR,CCR,2016-08-12 12:36:00,15.451,12.1915,0.7751,4.5146,68.765902,5.65276,52.69766
CCR,CCR,2016-08-12 12:36:00,15.472,12.1917,0.7765,4.4905,68.774088,5.65327,52.70267
CCR,CCR,2016-08-12 12:36:00,15.487,12.192,0.7782,4.4711,68.781201,5.64672,52.6419
CCR,CCR,2016-08-12 12:36:00,15.5,12.1922,0.7795,4.4524,68.799178,5.64605,52.63595
CCR,CCR,2016-08-12 12:36:00,15.511,12.192,0.7816,4.4376,68.82478,5.63782,52.55895
CCR,CCR,2016-08-12 12:36:00,15.518,12.1915,0.7833,4.4271,68.844756,5.63213,52.50538
CCR,CCR,2016-08-12 12:36:00,15.521,12.1905,0.7816,4.4125,68.852384,5.62763,52.46219
CCR,CCR,2016-08-12 12:36:00,15.526,12.1894,0.778,4.3784,68.849698,5.62221,52.41037
CCR,CCR,2016-08-12 12:36:00,15.535,12.1883,0.7745,4.333,68.835983,5.62201,52.40722
CCR,CCR,2016-08-12 12:36:00,15.548,12.1874,0.7683,4.3064,68.80758,5.62582,52.44163
CCR,CCR,2016-08-12 12:36:00,15.564,12.1866,0.7589,4.318,68.760933,5.62408,52.42443
CCR,CCR,2016-08-12 12:36:00,15.579,12.186,0.7473,4.3775,68.70569,5.62384,52.4215
CCR,CCR,2016-08-12 12:36:00,15.59,12.1856,0.7346,4.4598,68.655229,5.62762,52.45621
CCR,CCR,2016-08-12 12:36:00,15.598,12.1851,0.7242,4.5123,68.618181,5.62664,52.44651
CCR,CCR,2016-08-12 12:36:00,15.604,12.1845,0.7193,4.5182,68.606755,5.62397,52.42086
CCR,CCR,2016-08-12 12:36:00,15.614,12.1838,0.7178,4.4722,68.609872,5.62855,52.46278
CCR,CCR,2016-08-12 12:36:00,15.628,12.1832,0.7158,4.3905,68.604268,5.62995,52.47511
CCR,CCR,2016-08-12 12:36:00,15.643,12.1827,0.7134,4.3201,68.590455,5.63173,52.49113
CCR,CCR,2016-08-12 12:36:00,15.656,12.1823,0.7115,4.2709,68.584831,5.63012,52.47558
CCR,CCR,2016-08-12 12:36:00,15.665,12.1818,0.7093,4.2331,68.597942,5.63232,52.49555
CCR,CCR,2016-08-12 12:36:00,15.672,12.1811,0.7071,4.2069,68.615214,5.63005,52.47353
CCR,CCR,2016-08-12 12:36:00,15.678,12.1802,0.7056,4.1889,68.627196,5.62656,52.43994
CCR,CCR,2016-08-12 12:36:00,15.687,12.1791,0.7035,4.1696,68.641101,5.62341,52.40931
CCR,CCR,2016-08-12 12:36:00,15.699,12.1778,0.698,4.1393,68.654612,5.62405,52.41368
CCR,CCR,2016-08-12 12:36:00,15.709,12.1766,0.6868,4.0922,68.661292,5.62739,52.44341
CCR,CCR,2016-08-12 12:36:00,15.722,12.1757,0.6733,4.0318,68.64686,5.62033,52.37657
CCR,CCR,2016-08-12 12:36:00,15.736,12.1747,0.6631,3.9797,68.595418,5.62256,52.39615
CCR,CCR,2016-08-12 12:36:00,15.751,12.1735,0.6563,3.9484,68.523368,5.61765,52.3489
CCR,CCR,2016-08-12 12:36:00,15.765,12.1723,0.6521,3.9284,68.457679,5.62206,52.38862
CCR,CCR,2016-08-12 12:36:00,15.777,12.1715,0.6506,3.9097,68.406937,5.62095,52.37729
CCR,CCR,2016-08-12 12:36:00,15.791,12.171,0.6506,3.8874,68.37769,5.61969,52.36494
CCR,CCR,2016-08-12 12:36:00,15.809,12.1709,0.6517,3.8578,68.362139,5.61985,52.36633
CCR,CCR,2016-08-12 12:36:00,15.824,12.1709,0.6529,3.8095,68.35212,5.62563,52.4202
CCR,CCR,2016-08-12 12:36:00,15.836,12.171,0.6528,3.7469,68.361025,5.62712,52.43415
CCR,CCR,2016-08-12 12:36:00,15.844,12.1712,0.6516,3.6933,68.39123,5.62581,52.4222
CCR,CCR,2016-08-12 12:36:00,15.853,12.1714,0.6497,3.6517,68.430708,5.62923,52.45436
CCR,CCR,2016-08-12 12:36:00,15.861,12.1715,0.6456,3.6085,68.463885,5.6169,52.33957
CCR,CCR,2016-08-12 12:36:00,15.869,12.1715,0.6381,3.5546,68.471497,5.61692,52.33974
CCR,CCR,2016-08-12 12:36:00,15.881,12.1715,0.6294,3.4997,68.469629,5.61443,52.31654
CCR,CCR,2016-08-12 12:36:00,15.894,12.1716,0.6227,3.4588,68.48991,5.61796,52.34953
CCR,CCR,2016-08-12 12:36:00,15.908,12.1719,0.6186,3.428,68.509637,5.61367,52.30994
CCR,CCR,2016-08-12 12:36:00,15.917,12.1721,0.6168,3.4013,68.505959,5.6182,52.35239
CCR,CCR,2016-08-12 12:36:00,15.92,12.1718,0.6159,3.3841,68.495968,5.62128,52.38075
CCR,CCR,2016-08-12 12:36:00,15.922,12.1712,0.6143,3.3788,68.472983,5.60969,52.27203
CCR,CCR,2016-08-12 12:36:00,15.931,12.1703,0.6118,3.3782,68.426858,5.6123,52.29528
CCR,CCR,2016-08-12 12:36:00,15.945,12.1695,0.6097,3.3753,68.383445,5.60492,52.22554
CCR,CCR,2016-08-12 12:36:00,15.958,12.1686,0.6085,3.3694,68.36731,5.60883,52.26092
CCR,CCR,2016-08-12 12:36:00,15.966,12.1676,0.6073,3.3679,68.378165,5.605,52.22398
CCR,CCR,2016-08-12 12:36:00,15.969,12.1665,0.6063,3.3751,68.412881,5.60173,52.19223
CCR,CCR,2016-08-12 12:36:00,15.973,12.1652,0.6064,3.3837,68.458629,5.60143,52.18793
CCR,CCR,2016-08-12 12:36:00,15.98,12.1638,0.6072,3.3926,68.483433,5.59584,52.13417
CCR,CCR,2016-08-12 12:36:00,15.99,12.1627,0.6086,3.4053,68.483869,5.59063,52.08439
CCR,CCR,2016-08-12 12:36:00,16.004,12.1619,0.6105,3.4183,68.484148,5.58564,52.03697
CCR,CCR,2016-08-12 12:36:00,16.019,12.1613,0.6119,3.4352,68.486351,5.58294,52.01103
CCR,CCR,2016-08-12 12:36:00,16.034,12.161,0.6125,3.4683,68.46898,5.58603,52.03948
CCR,CCR,2016-08-12 12:36:00,16.046,12.1607,0.6126,3.5117,68.431419,5.5873,52.05095
CCR,CCR,2016-08-12 12:36:00,16.057,12.1604,0.6111,3.5404,68.395776,5.59035,52.07899
CCR,CCR,2016-08-12 12:36:00,16.066,12.1602,0.6078,3.5437,68.372627,5.59133,52.0879
CCR,CCR,2016-08-12 12:36:00,16.071,12.1601,0.6058,3.5189,68.359814,5.59179,52.09207
CCR,CCR,2016-08-12 12:36:00,16.075,12.16,0.6061,3.4733,68.353921,5.59302,52.10344
CCR,CCR,2016-08-12 12:36:00,16.082,12.1598,0.6075,3.4301,68.3594,5.5928,52.10114
CCR,CCR,2016-08-12 12:36:00,16.09,12.1594,0.6088,3.403,68.383735,5.58543,52.03199
CCR,CCR,2016-08-12 12:36:00,16.096,12.1587,0.6102,3.3905,68.423376,5.58416,52.01932
CCR,CCR,2016-08-12 12:36:00,16.103,12.1578,0.6117,3.3847,68.468815,5.583,52.00749
CCR,CCR,2016-08-12 12:36:00,16.108,12.1571,0.6115,3.3853,68.498033,5.5785,51.96477
CCR,CCR,2016-08-12 12:36:00,16.117,12.1568,0.611,3.3911,68.494729,5.57636,51.94446
CCR,CCR,2016-08-12 12:36:00,16.132,12.157,0.6112,3.3912,68.482114,5.58231,52.00016
CCR,CCR,2016-08-12 12:36:00,16.148,12.1577,0.611,3.3833,68.480922,5.58121,51.9907
CCR,CCR,2016-08-12 12:36:00,16.157,12.1581,0.6114,3.3745,68.484809,5.58612,52.0369
CCR,CCR,2016-08-12 12:36:00,16.155,12.158,0.6129,3.3669,68.482766,5.59499,52.11944
CCR,CCR,2016-08-12 12:36:00,16.147,12.157,0.6135,3.3574,68.478262,5.59248,52.09484
CCR,CCR,2016-08-12 12:36:00,16.143,12.1551,0.613,3.3469,68.492184,5.59601,52.12554
CCR,CCR,2016-08-12 12:36:00,16.148,12.1527,0.6128,3.3383,68.524229,5.59912,52.15165
CCR,CCR,2016-08-12 12:36:00,16.162,12.1505,0.6128,3.3339,68.554831,5.60554,52.20883
CCR,CCR,2016-08-12 12:36:00,16.184,12.1488,0.6117,3.3395,68.576088,5.60291,52.18235
CCR,CCR,2016-08-12 12:36:00,16.206,12.1477,0.6102,3.3473,68.583627,5.60188,52.17147
CCR,CCR,2016-08-12 12:36:00,16.225,12.147,0.609,3.3434,68.571429,5.6053,52.20245
CCR,CCR,2016-08-12 12:36:00,16.239,12.1468,0.6072,3.3302,68.536239,5.60536,52.20274
CCR,CCR,2016-08-12 12:36:00,16.251,12.1469,0.6066,3.3088,68.488752,5.60293,52.18029
CCR,CCR,2016-08-12 12:36:00,16.264,12.1474,0.608,3.2654,68.454456,5.59967,52.1505
CCR,CCR,2016-08-12 12:36:00,16.28,12.148,0.6094,3.2045,68.444285,5.59956,52.15012
CCR,CCR,2016-08-12 12:36:00,16.295,12.1488,0.6104,3.1579,68.46155,5.60015,52.15662
CCR,CCR,2016-08-12 12:36:00,16.307,12.1498,0.6112,3.1349,68.492782,5.59931,52.14995
CCR,CCR,2016-08-12 12:36:00,16.312,12.1509,0.6115,3.1203,68.512177,5.59593,52.1198
CCR,CCR,2016-08-12 12:36:00,16.312,12.1517,0.6114,3.1102,68.526914,5.5955,52.11671
CCR,CCR,2016-08-12 12:36:00,16.31,12.1522,0.6107,3.1052,68.5349,5.59253,52.08967
CCR,CCR,2016-08-12 12:36:00,16.31,12.1526,0.6092,3.1006,68.526216,5.58697,52.03835
CCR,CCR,2016-08-12 12:36:00,16.311,12.1527,0.6074,3.0964,68.516618,5.59056,52.07191
CCR,CCR,2016-08-12 12:36:00,16.312,12.1525,0.6067,3.0972,68.503546,5.58089,51.98163
CCR,CCR,2016-08-12 12:36:00,16.312,12.1514,0.6073,3.0996,68.477492,5.57837,51.95682
CCR,CCR,2016-08-12 12:36:00,16.315,12.1497,0.6071,3.0999,68.459619,5.57207,51.89613
CCR,CCR,2016-08-12 12:36:00,16.321,12.1477,0.6057,3.1049,68.471262,5.57309,51.90326
CCR,CCR,2016-08-12 12:36:00,16.333,12.1459,0.6047,3.116,68.50348,5.57118,51.88344
CCR,CCR,2016-08-12 12:36:00,16.347,12.1443,0.6041,3.1304,68.522697,5.57218,51.89087
CCR,CCR,2016-08-12 12:36:00,16.357,12.1429,0.6027,3.1531,68.507935,5.56845,51.85448
CCR,CCR,2016-08-12 12:36:00,16.363,12.1416,0.602,3.1843,68.471322,5.57089,51.87558
CCR,CCR,2016-08-12 12:36:00,16.371,12.1406,0.6037,3.2268,68.435219,5.57012,51.86726
CCR,CCR,2016-08-12 12:36:00,16.382,12.1401,0.6064,3.2828,68.406063,5.56549,51.82352
CCR,CCR,2016-08-12 12:36:00,16.402,12.1402,0.6081,3.3396,68.382103,5.56146,51.78614
CCR,CCR,2016-08-12 12:36:00,16.425,12.141,0.6091,3.3894,68.379036,5.55368,51.71466
CCR,CCR,2016-08-12 12:36:00,16.448,12.1422,0.6095,3.4434,68.406084,5.54978,51.6797
CCR,CCR,2016-08-12 12:36:00,16.461,12.1431,0.6095,3.5067,68.448373,5.54283,51.61605
CCR,CCR,2016-08-12 12:36:00,16.462,12.1432,0.6102,3.562,68.485052,5.54123,51.6013
CCR,CCR,2016-08-12 12:36:00,16.461,12.1426,0.6106,3.5952,68.503815,5.52983,51.49448
CCR,CCR,2016-08-12 12:36:00,16.462,12.1417,0.6097,3.6096,68.497619,5.52555,51.45351
CCR,CCR,2016-08-12 12:36:00,16.472,12.1409,0.6089,3.6159,68.470834,5.51538,51.35791
CCR,CCR,2016-08-12 12:36:00,16.49,12.1403,0.6091,3.6202,68.446438,5.50395,51.25076
CCR,CCR,2016-08-12 12:36:00,16.512,12.1399,0.609,3.6227,68.429973,5.48915,51.11245
CCR,CCR,2016-08-12 12:36:00,16.527,12.1395,0.6084,3.6264,68.421063,5.47599,50.98945
CCR,CCR,2016-08-12 12:36:00,16.532,12.139,0.6085,3.6286,68.437412,5.46348,50.87245
CCR,CCR,2016-08-12 12:36:00,16.536,12.1384,0.6094,3.6244,68.471331,5.45248,50.76934
CCR,CCR,2016-08-12 12:36:00,16.544,12.1379,0.6105,3.6148,68.487691,5.44301,50.68052
CCR,CCR,2016-08-12 12:36:00,16.561,12.1374,0.6133,3.5939,68.480816,5.43211,50.57853
CCR,CCR,2016-08-12 12:36:00,16.579,12.1371,0.6205,3.5481,68.472967,5.42405,50.50308
CCR,CCR,2016-08-12 12:36:00,16.59,12.1368,0.6291,3.487,68.468074,5.41023,50.3741
CCR,CCR,2016-08-12 12:36:00,16.594,12.1365,0.6341,3.4399,68.45881,5.38904,50.17641
CCR,CCR,2016-08-12 12:36:00,16.598,12.1358,0.6346,3.4128,68.448728,5.37653,50.05918
CCR,CCR,2016-08-12 12:36:00,16.607,12.1349,0.6301,3.3936,68.447186,5.36293,49.93149
CCR,CCR,2016-08-12 12:36:00,16.619,12.134,0.6218,3.3797,68.459797,5.34823,49.79362
CCR,CCR,2016-08-12 12:36:00,16.635,12.1331,0.6155,3.3719,68.489923,5.349,49.79976
CCR,CCR,2016-08-12 12:36:00,16.654,12.1322,0.6128,3.367,68.529535,5.34595,49.77038
CCR,CCR,2016-08-12 12:36:00,16.672,12.1313,0.6108,3.3636,68.543014,5.34695,49.77869
CCR,CCR,2016-08-12 12:36:00,16.691,12.1304,0.6092,3.3643,68.513874,5.34278,49.73886
CCR,CCR,2016-08-12 12:36:00,16.713,12.1297,0.6085,3.3658,68.47852,5.3497,49.80249
CCR,CCR,2016-08-12 12:36:00,16.735,12.1294,0.6068,3.3652,68.461659,5.34188,49.72936
CCR,CCR,2016-08-12 12:36:00,16.75,12.1297,0.6043,3.3669,68.448754,5.34236,49.73411
CCR,CCR,2016-08-12 12:36:00,16.761,12.1305,0.6034,3.3712,68.436364,5.34569,49.766
CCR,CCR,2016-08-12 12:36:00,16.768,12.1318,0.6031,3.3736,68.441264,5.34218,49.73484
CCR,CCR,2016-08-12 12:36:00,16.773,12.1332,0.6017,3.3759,68.458737,5.33893,49.70618
CCR,CCR,2016-08-12 12:36:00,16.774,12.1345,0.6008,3.3786,68.467339,5.3404,49.7213
CCR,CCR,2016-08-12 12:36:00,16.773,12.1351,0.6009,3.3758,68.471373,5.33796,49.69932
CCR,CCR,2016-08-12 12:36:00,16.775,12.1349,0.6015,3.3699,68.471913,5.33361,49.65854
CCR,CCR,2016-08-12 12:36:00,16.786,12.1342,0.6028,3.3698,68.461072,5.33476,49.66851
CCR,CCR,2016-08-12 12:36:00,16.8,12.1333,0.6042,3.3731,68.445999,5.32931,49.61674
CCR,CCR,2016-08-12 12:36:00,16.814,12.132,0.605,3.3751,68.434722,5.33011,49.62272
CCR,CCR,2016-08-12 12:36:00,16.825,12.1306,0.6049,3.3797,68.436281,5.32872,49.60821
CCR,CCR,2016-08-12 12:36:00,16.833,12.1297,0.6047,3.3859,68.441054,5.32472,49.56991
CCR,CCR,2016-08-12 12:36:00,16.839,12.1296,0.6045,3.3883,68.434249,5.32421,49.56503
CCR,CCR,2016-08-12 12:36:00,16.844,12.1302,0.6035,3.3876,68.424092,5.3205,49.53119
CCR,CCR,2016-08-12 12:36:00,16.849,12.1313,0.6029,3.3849,68.417912,5.31205,49.45379
CCR,CCR,2016-08-12 12:36:00,16.851,12.1323,0.6031,3.3793,68.410047,5.30835,49.42042
CCR,CCR,2016-08-12 12:36:00,16.848,12.1323,0.6026,3.3728,68.404422,5.30459,49.38546
CCR,CCR,2016-08-12 12:36:00,16.839,12.1309,0.6019,3.374,68.413593,5.30249,49.36435
CCR,CCR,2016-08-12 12:36:00,16.835,12.1285,0.6031,3.3844,68.433981,5.29654,49.30625
CCR,CCR,2016-08-12 12:36:00,16.84,12.1263,0.6047,3.3987,68.44492,5.28565,49.20243
CCR,CCR,2016-08-12 12:36:00,16.862,12.1248,0.6052,3.4218,68.433264,5.28413,49.18658
CCR,CCR,2016-08-12 12:36:00,16.891,12.1243,0.606,3.4543,68.407954,5.27998,49.14736
CCR,CCR,2016-08-12 12:36:00,16.922,12.1243,0.6073,3.491,68.38031,5.27744,49.12377
CCR,CCR,2016-08-12 12:36:00,16.941,12.1242,0.6081,3.528,68.353,5.26873,49.04258
CCR,CCR,2016-08-12 12:36:00,16.941,12.1235,0.6091,3.5488,68.342837,5.26382,48.99604
CCR,CCR,2016-08-12 12:36:00,16.935,12.1225,0.61,3.5384,68.35715,5.26364,48.99329
CCR,CCR,2016-08-12 12:36:00,16.933,12.1217,0.6092,3.501,68.369635,5.26015,48.95989
CCR,CCR,2016-08-12 12:36:00,16.954,12.1214,0.6077,3.4551,68.369569,5.26274,48.98367
CCR,CCR,2016-08-12 12:36:00,16.984,12.1216,0.6077,3.4181,68.356932,5.25644,48.92529
CCR,CCR,2016-08-12 12:36:00,17.007,12.1219,0.6092,3.3941,68.326347,5.25848,48.9446
CCR,CCR,2016-08-12 12:36:00,17.014,12.1218,0.6105,3.3823,68.295761,5.25698,48.9305
CCR,CCR,2016-08-12 12:36:00,17.014,12.1211,0.6114,3.3808,68.279104,5.24761,48.84248
CCR,CCR,2016-08-12 12:36:00,17.017,12.12,0.6114,3.3822,68.265911,5.24557,48.82233
CCR,CCR,2016-08-12 12:36:00,17.023,12.1188,0.6098,3.3824,68.252664,5.24587,48.8238
CCR,CCR,2016-08-12 12:36:00,17.033,12.1177,0.6088,3.3813,68.241853,5.25001,48.86111
CCR,CCR,2016-08-12 12:36:00,17.046,12.1169,0.6098,3.3754,68.230596,5.24844,48.84557
CCR,CCR,2016-08-12 12:36:00,17.061,12.1163,0.6121,3.3629,68.219908,5.26003,48.95281
CCR,CCR,2016-08-12 12:36:00,17.075,12.116,0.6152,3.3474,68.216978,5.26876,49.03369
CCR,CCR,2016-08-12 12:36:00,17.087,12.1159,0.62,3.3272,68.23307,5.27771,49.11684
CCR,CCR,2016-08-12 12:36:00,17.098,12.116,0.6261,3.2898,68.266453,5.29246,49.25423
CCR,CCR,2016-08-12 12:36:00,17.105,12.1162,0.6317,3.237,68.297918,5.30819,49.40088
CCR,CCR,2016-08-12 12:36:00,17.112,12.1162,0.6363,3.1911,68.309753,5.31553,49.46922
CCR,CCR,2016-08-12 12:36:00,17.118,12.116,0.6401,3.157,68.301098,5.32326,49.54091
CCR,CCR,2016-08-12 12:36:00,17.124,12.1155,0.6428,3.1326,68.295747,5.32538,49.56002
CCR,CCR,2016-08-12 12:36:00,17.133,12.1149,0.6438,3.1205,68.30633,5.31987,49.50809
CCR,CCR,2016-08-12 12:36:00,17.145,12.114,0.6441,3.1095,68.319604,5.31348,49.44764
CCR,CCR,2016-08-12 12:36:00,17.157,12.1128,0.6432,3.0885,68.329071,5.30249,49.34401
CCR,CCR,2016-08-12 12:36:00,17.166,12.1113,0.6402,3.0578,68.333238,5.28212,49.15281
CCR,CCR,2016-08-12 12:36:00,17.174,12.1095,0.635,3.0161,68.319162,5.27307,49.06657
CCR,CCR,2016-08-12 12:36:00,17.182,12.1078,0.6272,2.9659,68.283089,5.25711,48.91614
CCR,CCR,2016-08-12 12:36:00,17.193,12.1062,0.6193,2.9259,68.241502,5.24672,48.81775
CCR,CCR,2016-08-12 12:36:00,17.209,12.1051,0.6141,2.9014,68.211423,5.23918,48.74634
CCR,CCR,2016-08-12 12:36:00,17.228,12.1044,0.6121,2.8826,68.196877,5.23751,48.73004
CCR,CCR,2016-08-12 12:36:00,17.243,12.1041,0.6118,2.8735,68.200008,5.22109,48.57695
CCR,CCR,2016-08-12 12:36:00,17.259,12.1039,0.6112,2.8739,68.221653,5.23218,48.67988
CCR,CCR,2016-08-12 12:36:00,17.272,12.1037,0.6106,2.8726,68.233447,5.22441,48.60735
CCR,CCR,2016-08-12 12:36:00,17.28,12.1035,0.6104,2.8658,68.21645,5.21755,48.54329
CCR,CCR,2016-08-12 12:36:00,17.285,12.1033,0.6104,2.8574,68.192231,5.2155,48.52399
CCR,CCR,2016-08-12 12:36:00,17.287,12.103,0.6123,2.8531,68.186459,5.21067,48.47873
CCR,CCR,2016-08-12 12:36:00,17.293,12.1025,0.6163,2.8473,68.199601,5.20926,48.46511
CCR,CCR,2016-08-12 12:36:00,17.304,12.1018,0.6213,2.8372,68.217092,5.20318,48.40772
CCR,CCR,2016-08-12 12:36:00,17.32,12.1011,0.6279,2.8327,68.22954,5.20586,48.43188
CCR,CCR,2016-08-12 12:36:00,17.34,12.1007,0.6351,2.8304,68.224202,5.20658,48.43821
CCR,CCR,2016-08-12 12:36:00,17.359,12.1005,0.6401,2.825,68.207686,5.20605,48.43302
CCR,CCR,2016-08-12 12:36:00,17.372,12.1005,0.6424,2.8232,68.203698,5.20389,48.41297
CCR,CCR,2016-08-12 12:36:00,17.38,12.1002,0.6441,2.8278,68.209167,5.2063,48.43505
CCR,CCR,2016-08-12 12:36:00,17.382,12.0997,0.6459,2.8355,68.209487,5.20428,48.4157
CCR,CCR,2016-08-12 12:36:00,17.384,12.0989,0.6458,2.8427,68.200729,5.20076,48.38204
CCR,CCR,2016-08-12 12:36:00,17.392,12.0979,0.6429,2.8524,68.18658,5.19852,48.36014
CCR,CCR,2016-08-12 12:36:00,17.405,12.0964,0.6367,2.866,68.173306,5.19163,48.29441
CCR,CCR,2016-08-12 12:36:00,17.417,12.0946,0.6288,2.8781,68.161385,5.19232,48.29879
CCR,CCR,2016-08-12 12:36:00,17.427,12.0927,0.6238,2.8919,68.155668,5.18923,48.26799
CCR,CCR,2016-08-12 12:36:00,17.44,12.0912,0.6235,2.9133,68.15664,5.18962,48.26996
CCR,CCR,2016-08-12 12:36:00,17.461,12.0904,0.6289,2.9445,68.15251,5.17992,48.17889
CCR,CCR,2016-08-12 12:36:00,17.485,12.0901,0.639,2.9792,68.140172,5.1808,48.18677
CCR,CCR,2016-08-12 12:36:00,17.503,12.0897,0.6508,2.9966,68.126373,5.17891,48.16875
CCR,CCR,2016-08-12 12:36:00,17.511,12.0887,0.6627,2.9878,68.123496,5.17286,48.11131
CCR,CCR,2016-08-12 12:36:00,17.514,12.0872,0.6743,2.9596,68.134791,5.17299,48.11088
CCR,CCR,2016-08-12 12:36:00,17.516,12.0855,0.6851,2.9261,68.155237,5.16796,48.06229
CCR,CCR,2016-08-12 12:36:00,17.522,12.0839,0.6924,2.898,68.172216,5.16452,48.02854
CCR,CCR,2016-08-12 12:36:00,17.537,12.0825,0.6942,2.8734,68.162145,5.16122,47.99634
CCR,CCR,2016-08-12 12:36:00,17.557,12.0812,0.6906,2.8537,68.134385,5.15676,47.95346
CCR,CCR,2016-08-12 12:36:00,17.572,12.0802,0.6818,2.8417,68.123699,5.15004,47.88987
CCR,CCR,2016-08-12 12:36:00,17.587,12.0794,0.6697,2.8321,68.143302,5.14318,47.8252
CCR,CCR,2016-08-12 12:36:00,17.601,12.0786,0.6598,2.8221,68.182358,5.13713,47.76804
CCR,CCR,2016-08-12 12:36:00,17.614,12.0779,0.6549,2.8171,68.219154,5.12874,47.68927
CCR,CCR,2016-08-12 12:36:00,17.627,12.0772,0.6527,2.8158,68.231377,5.12339,47.63878
CCR,CCR,2016-08-12 12:36:00,17.643,12.0766,0.6508,2.8134,68.226301,5.12472,47.65048
CCR,CCR,2016-08-12 12:36:00,17.66,12.0761,0.6493,2.8068,68.230684,5.12004,47.60646
CCR,CCR,2016-08-12 12:36:00,17.68,12.0757,0.6484,2.7851,68.24971,5.11668,47.57483
CCR,CCR,2016-08-12 12:36:00,17.7,12.0755,0.6477,2.7392,68.272389,5.11634,47.57139
CCR,CCR,2016-08-12 12:36:00,17.714,12.0754,0.6472,2.683,68.278666,5.11232,47.53398
CCR,CCR,2016-08-12 12:36:00,17.727,12.0753,0.6479,2.6416,68.258167,5.10686,47.48307
CCR,CCR,2016-08-12 12:36:00,17.737,12.0751,0.6489,2.6213,68.223497,5.105,47.46556
CCR,CCR,2016-08-12 12:36:00,17.747,12.0749,0.6485,2.6154,68.197539,5.10167,47.43437
CCR,CCR,2016-08-12 12:36:00,17.754,12.0745,0.6485,2.6144,68.199471,5.09437,47.36602
CCR,CCR,2016-08-12 12:36:00,17.755,12.074,0.6518,2.6099,68.225793,5.09209,47.34437
