Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,TURB_ntu,,COND_uScm,DO_mgL,PSAT
GWR,2016,2016-09-05 07:07:00,11.729,12.2986,1.6572,1.4165,38.491,56.171194,0.05693,0.53202
GWR,2016,2016-09-05 07:07:00,11.743,12.2818,1.6528,1.4105,38.532,56.267184,0.05796,0.54143
GWR,2016,2016-09-05 07:07:00,11.758,12.268,1.6499,1.4028,38.575,56.419334,0.0574,0.53603
GWR,2016,2016-09-05 07:07:00,11.774,12.2567,1.6482,1.397,38.617,56.614036,0.05721,0.53413
GWR,2016,2016-09-05 07:07:00,11.786,12.247,1.649,1.394,38.657,56.806885,0.05076,0.47379
GWR,2016,2016-09-05 07:07:00,11.793,12.2389,1.6507,1.3813,38.696,56.942947,0.056,0.52261
GWR,2016,2016-09-05 07:07:00,11.805,12.2329,1.6502,1.3442,38.734,57.016361,0.05791,0.54036
GWR,2016,2016-09-05 07:07:00,11.821,12.229,1.648,1.2946,38.771,57.09888,0.06204,0.57884
GWR,2016,2016-09-05 07:07:00,11.835,12.2266,1.6467,1.2626,38.807,57.232576,0.06039,0.56339
GWR,2016,2016-09-05 07:07:00,11.84,12.2247,1.6468,1.2605,38.838,57.356773,0.05611,0.52347
GWR,2016,2016-09-05 07:07:00,11.847,12.2226,1.6476,1.2921,38.867,57.450407,0.05504,0.51349
GWR,2016,2016-09-05 07:07:00,11.854,12.2202,1.6481,1.3442,38.896,57.54848,0.05615,0.52382
GWR,2016,2016-09-05 07:07:00,11.864,12.2172,1.6472,1.3802,38.925,57.657076,0.05557,0.51835
GWR,2016,2016-09-05 07:07:00,11.873,12.2134,1.6436,1.3904,38.955,57.779065,0.05377,0.50154
GWR,2016,2016-09-05 07:07:00,11.88,12.2088,1.6365,1.3947,38.985,57.936942,0.05962,0.556
GWR,2016,2016-09-05 07:07:00,11.886,12.2033,1.6271,1.4067,39.017,58.170803,0.05449,0.50811
GWR,2016,2016-09-05 07:07:00,11.896,12.1974,1.6183,1.4229,39.054,58.538995,0.05642,0.52606
GWR,2016,2016-09-05 07:07:00,11.911,12.1917,1.6126,1.4348,39.098,59.133683,0.06058,0.56473
GWR,2016,2016-09-05 07:07:00,11.927,12.1864,1.6117,1.4401,39.146,60.02113,0.05967,0.5562
GWR,2016,2016-09-05 07:07:00,11.945,12.1818,1.6175,1.4424,39.199,61.048622,0.05944,0.55401
GWR,2016,2016-09-05 07:07:00,11.968,12.1781,1.6276,1.4457,39.253,61.928157,0.06049,0.56372
GWR,2016,2016-09-05 07:07:00,11.987,12.1752,1.635,1.4487,39.305,62.553045,0.05588,0.52077
GWR,2016,2016-09-05 07:07:00,11.999,12.1731,1.6359,1.4464,39.352,62.973496,0.05976,0.55687
GWR,2016,2016-09-05 07:07:00,12.008,12.1716,1.6281,1.437,39.396,63.239398,0.05945,0.55398
GWR,2016,2016-09-05 07:07:00,12.022,12.1706,1.6152,1.425,39.439,63.403592,0.05609,0.52264
GWR,2016,2016-09-05 07:07:00,12.038,12.1693,1.605,1.4082,39.48,63.501833,0.06013,0.56024
GWR,2016,2016-09-05 07:07:00,12.048,12.1669,1.5987,1.3776,39.518,63.548272,0.05342,0.49768
GWR,2016,2016-09-05 07:07:00,12.053,12.1634,1.5938,1.3284,39.554,63.561318,0.05755,0.53612
GWR,2016,2016-09-05 07:07:00,12.057,12.1595,1.59,1.2717,39.593,63.59664,0.05509,0.51321
GWR,2016,2016-09-05 07:07:00,12.072,12.1562,1.5856,1.2265,39.639,63.745963,0.05706,0.53152
GWR,2016,2016-09-05 07:07:00,12.098,12.1541,1.5783,1.1992,39.69,64.03907,0.0477,0.44434
GWR,2016,2016-09-05 07:07:00,12.124,12.1529,1.5666,1.187,39.742,64.383487,0.05394,0.50242
GWR,2016,2016-09-05 07:07:00,12.139,12.1523,1.5531,1.181,39.786,64.650232,0.05064,0.47166
GWR,2016,2016-09-05 07:07:00,12.145,12.1518,1.5432,1.1727,39.821,64.791994,0.05419,0.50475
GWR,2016,2016-09-05 07:07:00,12.15,12.151,1.5393,1.1633,39.849,64.854604,0.05485,0.5109
GWR,2016,2016-09-05 07:07:00,12.153,12.1497,1.541,1.1538,39.875,64.900932,0.06043,0.56284
GWR,2016,2016-09-05 07:07:00,12.157,12.148,1.5487,1.144,39.902,64.931288,0.06201,0.57752
GWR,2016,2016-09-05 07:07:00,12.162,12.1463,1.5611,1.1404,39.933,64.967818,0.05968,0.55575
GWR,2016,2016-09-05 07:07:00,12.172,12.1449,1.5726,1.1465,39.971,65.074469,0.05762,0.53663
GWR,2016,2016-09-05 07:07:00,12.189,12.1441,1.5803,1.1537,40.017,65.241538,0.05529,0.51483
GWR,2016,2016-09-05 07:07:00,12.216,12.1436,1.5835,1.1605,40.069,65.423234,0.06081,0.56624
GWR,2016,2016-09-05 07:07:00,12.242,12.1434,1.5827,1.1732,40.118,65.569637,0.05445,0.50702
GWR,2016,2016-09-05 07:07:00,12.252,12.143,1.5788,1.1908,40.158,65.637473,0.05979,0.55679
GWR,2016,2016-09-05 07:07:00,12.25,12.1426,1.5706,1.2156,40.19,65.652862,0.05979,0.5568
GWR,2016,2016-09-05 07:07:00,12.254,12.1423,1.5568,1.2633,40.221,65.6701,0.05617,0.52307
GWR,2016,2016-09-05 07:07:00,12.268,12.1423,1.5396,1.3283,40.255,65.699806,0.05637,0.52492
GWR,2016,2016-09-05 07:07:00,12.287,12.1425,1.5238,1.3766,40.289,65.737856,0.05172,0.48165
GWR,2016,2016-09-05 07:07:00,12.299,12.1426,1.51,1.4015,40.318,65.782351,0.04998,0.46539
GWR,2016,2016-09-05 07:07:00,12.299,12.1423,1.4963,1.4166,40.341,65.821063,0.05774,0.53767
GWR,2016,2016-09-05 07:07:00,12.296,12.1415,1.4832,1.4213,40.362,65.850264,0.05065,0.47166
GWR,2016,2016-09-05 07:07:00,12.3,12.1405,1.4721,1.4192,40.387,65.859669,0.05402,0.50302
GWR,2016,2016-09-05 07:07:00,12.31,12.1395,1.4635,1.4233,40.42,65.845765,0.05947,0.55371
GWR,2016,2016-09-05 07:07:00,12.33,12.1384,1.4574,1.4325,40.459,65.849012,0.0545,0.50745
GWR,2016,2016-09-05 07:07:00,12.349,12.1371,1.4543,1.4367,40.499,65.904406,0.05523,0.51423
GWR,2016,2016-09-05 07:07:00,12.361,12.1359,1.4537,1.4381,40.538,65.992589,0.05448,0.50724
GWR,2016,2016-09-05 07:07:00,12.368,12.1351,1.454,1.4372,40.573,66.072831,0.05644,0.52544
GWR,2016,2016-09-05 07:07:00,12.374,12.1353,1.4548,1.429,40.607,66.128384,0.05512,0.51321
GWR,2016,2016-09-05 07:07:00,12.391,12.1357,1.4553,1.4195,40.642,66.172053,0.06116,0.56945
GWR,2016,2016-09-05 07:07:00,12.41,12.1348,1.4548,1.4198,40.672,66.205446,0.05603,0.52164
GWR,2016,2016-09-05 07:07:00,12.405,12.1318,1.4527,1.4266,40.697,66.203335,0.05315,0.4948
GWR,2016,2016-09-05 07:07:00,12.39,12.128,1.4472,1.4268,40.723,66.165157,0.06291,0.58561
GWR,2016,2016-09-05 07:07:00,12.402,12.1243,1.4389,1.425,40.764,66.146987,0.05454,0.50766
GWR,2016,2016-09-05 07:07:00,12.441,12.1209,1.4308,1.431,40.819,66.180116,0.06077,0.56557
GWR,2016,2016-09-05 07:07:00,12.475,12.117,1.4255,1.4408,40.875,66.225195,0.05645,0.52535
GWR,2016,2016-09-05 07:07:00,12.484,12.1128,1.4245,1.4489,40.922,66.258107,0.05356,0.49838
GWR,2016,2016-09-05 07:07:00,12.478,12.1087,1.4301,1.4541,40.963,66.287628,0.05345,0.49737
GWR,2016,2016-09-05 07:07:00,12.493,12.1047,1.4401,1.4555,41.007,66.309584,0.05866,0.54582
GWR,2016,2016-09-05 07:07:00,12.523,12.0999,1.447,1.4546,41.052,66.305735,0.05493,0.51098
GWR,2016,2016-09-05 07:07:00,12.54,12.0927,1.4473,1.4533,41.091,66.301157,0.05474,0.50915
GWR,2016,2016-09-05 07:07:00,12.537,12.0816,1.4417,1.4469,41.122,66.350844,0.0575,0.53466
GWR,2016,2016-09-05 07:07:00,12.532,12.0671,1.4312,1.4336,41.149,66.449977,0.06027,0.56027
GWR,2016,2016-09-05 07:07:00,12.536,12.0511,1.4203,1.4213,41.184,66.558735,0.05994,0.55704
GWR,2016,2016-09-05 07:07:00,12.555,12.0354,1.4143,1.4158,41.231,66.686044,0.06045,0.56159
GWR,2016,2016-09-05 07:07:00,12.585,12.0204,1.4125,1.4157,41.286,66.887938,0.05474,0.50835
GWR,2016,2016-09-05 07:07:00,12.608,12.0057,1.4108,1.4175,41.342,67.154006,0.05528,0.51313
GWR,2016,2016-09-05 07:07:00,12.616,11.9918,1.4082,1.4183,41.395,67.38253,0.05323,0.49399
GWR,2016,2016-09-05 07:07:00,12.625,11.98,1.406,1.4148,41.448,67.538073,0.05789,0.53705
GWR,2016,2016-09-05 07:07:00,12.648,11.9705,1.4037,1.4097,41.507,67.682191,0.05845,0.54213
GWR,2016,2016-09-05 07:07:00,12.674,11.963,1.4015,1.4082,41.568,67.827213,0.05197,0.48199
GWR,2016,2016-09-05 07:07:00,12.694,11.957,1.4009,1.4067,41.626,67.949567,0.05383,0.4992
GWR,2016,2016-09-05 07:07:00,12.708,11.9519,1.4001,1.4013,41.68,68.069831,0.05742,0.53244
GWR,2016,2016-09-05 07:07:00,12.722,11.9477,1.3982,1.4021,41.731,68.193974,0.06037,0.55965
GWR,2016,2016-09-05 07:07:00,12.737,11.9441,1.3968,1.4137,41.779,68.318957,0.05775,0.53532
GWR,2016,2016-09-05 07:07:00,12.75,11.9413,1.3956,1.4256,41.826,68.478108,0.0543,0.5033
GWR,2016,2016-09-05 07:07:00,12.767,11.939,1.3939,1.4317,41.871,68.675717,0.05487,0.50857
GWR,2016,2016-09-05 07:07:00,12.783,11.9367,1.3929,1.4338,41.913,68.904241,0.05498,0.50961
GWR,2016,2016-09-05 07:07:00,12.792,11.9338,1.392,1.4288,41.949,69.138276,0.05334,0.49432
GWR,2016,2016-09-05 07:07:00,12.794,11.9303,1.3895,1.4202,41.981,69.337823,0.05428,0.503
GWR,2016,2016-09-05 07:07:00,12.797,11.9268,1.3874,1.417,42.014,69.554089,0.05917,0.54833
GWR,2016,2016-09-05 07:07:00,12.809,11.9237,1.3854,1.4161,42.054,69.8588,0.05777,0.53528
GWR,2016,2016-09-05 07:07:00,12.83,11.9214,1.3814,1.4126,42.1,70.31715,0.06375,0.59071
GWR,2016,2016-09-05 07:07:00,12.854,11.9197,1.3735,1.4126,42.148,70.872642,0.0575,0.53276
GWR,2016,2016-09-05 07:07:00,12.87,11.9178,1.362,1.4182,42.191,71.336042,0.0604,0.55961
GWR,2016,2016-09-05 07:07:00,12.878,11.9149,1.3526,1.4185,42.226,71.642156,0.05345,0.49514
GWR,2016,2016-09-05 07:07:00,12.881,11.9106,1.347,1.4122,42.256,71.822406,0.05753,0.5329
GWR,2016,2016-09-05 07:07:00,12.882,11.9058,1.3431,1.4138,42.286,71.944942,0.05198,0.48149
GWR,2016,2016-09-05 07:07:00,12.889,11.9018,1.3412,1.4203,42.32,72.110721,0.0563,0.5214
GWR,2016,2016-09-05 07:07:00,12.907,11.8992,1.3396,1.4185,42.36,72.369976,0.05321,0.49278
GWR,2016,2016-09-05 07:07:00,12.93,11.898,1.3373,1.4148,42.403,72.693434,0.0588,0.54449
GWR,2016,2016-09-05 07:07:00,12.946,11.898,1.3358,1.4174,42.443,72.962502,0.05986,0.55432
GWR,2016,2016-09-05 07:07:00,12.955,11.8986,1.3346,1.42,42.477,73.090268,0.0555,0.51401
GWR,2016,2016-09-05 07:07:00,12.961,11.8991,1.3314,1.4246,42.504,73.11683,0.05676,0.52566
GWR,2016,2016-09-05 07:07:00,12.964,11.8993,1.3265,1.4358,42.527,73.097472,0.05613,0.51978
GWR,2016,2016-09-05 07:07:00,12.97,11.8992,1.3198,1.4428,42.547,73.049125,0.05973,0.55312
GWR,2016,2016-09-05 07:07:00,12.975,11.8993,1.3091,1.4407,42.567,72.982995,0.05843,0.54111
GWR,2016,2016-09-05 07:07:00,12.981,11.9,1.2959,1.4403,42.585,72.931659,0.05723,0.52997
GWR,2016,2016-09-05 07:07:00,12.987,11.9014,1.2863,1.4438,42.602,72.907535,0.06028,0.55832
GWR,2016,2016-09-05 07:07:00,12.991,11.9029,1.281,1.443,42.619,72.876073,0.06148,0.56945
GWR,2016,2016-09-05 07:07:00,12.995,11.9036,1.2776,1.4412,42.635,72.824866,0.05955,0.5515
GWR,2016,2016-09-05 07:07:00,13,11.9031,1.2774,1.4412,42.65,72.762352,0.05993,0.55505
GWR,2016,2016-09-05 07:07:00,13.005,11.9015,1.2809,1.4362,42.666,72.691943,0.06039,0.55927
GWR,2016,2016-09-05 07:07:00,13.01,11.8996,1.287,1.4295,42.681,72.663146,0.05945,0.55058
GWR,2016,2016-09-05 07:07:00,13.015,11.8979,1.2974,1.4296,42.696,72.734558,0.05885,0.54502
GWR,2016,2016-09-05 07:07:00,13.021,11.8966,1.3112,1.4307,42.709,72.868988,0.05282,0.4891
GWR,2016,2016-09-05 07:07:00,13.024,11.8963,1.3206,1.4274,42.72,72.995844,0.05549,0.51381
GWR,2016,2016-09-05 07:07:00,13.026,11.897,1.3237,1.4292,42.728,73.070626,0.05473,0.50681
GWR,2016,2016-09-05 07:07:00,13.027,11.8986,1.326,1.4389,42.735,73.069092,0.0543,0.50284
GWR,2016,2016-09-05 07:07:00,13.029,11.9001,1.3274,1.4452,42.741,73.012925,0.04947,0.45814
GWR,2016,2016-09-05 07:07:00,13.03,11.9012,1.3257,1.4453,42.746,72.931332,0.05194,0.481
GWR,2016,2016-09-05 11:18:00,0.546,24.6256,1.6004,1.298,1.799,57.387703,7.12048,85.60221
GWR,2016,2016-09-05 11:18:00,0.548,24.6275,1.6283,1.352,1.808,57.381193,7.12096,85.61101
GWR,2016,2016-09-05 11:18:00,0.55,24.6293,1.6524,1.3738,1.819,57.379359,7.11118,85.49637
GWR,2016,2016-09-05 11:18:00,0.558,24.6308,1.6683,1.3565,1.833,57.381713,7.10026,85.36745
GWR,2016,2016-09-05 11:18:00,0.566,24.6319,1.6802,1.3174,1.847,57.390887,7.08705,85.2103
GWR,2016,2016-09-05 11:18:00,0.569,24.6324,1.6881,1.27,1.861,57.399295,7.07524,85.06911
GWR,2016,2016-09-05 11:18:00,0.57,24.6323,1.6841,1.228,1.873,57.407173,7.06823,84.98464
GWR,2016,2016-09-05 11:18:00,0.574,24.6316,1.6645,1.202,1.885,57.416622,7.07128,85.02024
GWR,2016,2016-09-05 11:18:00,0.576,24.6301,1.628,1.1907,1.897,57.420126,7.07743,85.09184
GWR,2016,2016-09-05 11:18:00,0.584,24.6282,1.582,1.1866,1.91,57.428656,7.08506,85.18053
GWR,2016,2016-09-05 11:18:00,0.587,24.6259,1.5466,1.192,1.923,57.460539,7.08968,85.23249
GWR,2016,2016-09-05 11:18:00,0.587,24.623,1.5306,1.2084,1.936,57.502204,7.09757,85.32277
GWR,2016,2016-09-05 11:18:00,0.589,24.6195,1.53,1.2286,1.95,57.518604,7.10258,85.37744
GWR,2016,2016-09-05 11:18:00,0.59,24.6152,1.5425,1.2592,1.97,57.500067,7.10582,85.4096
GWR,2016,2016-09-05 11:18:00,0.595,24.6103,1.563,1.3015,1.998,57.477771,7.10405,85.38056
GWR,2016,2016-09-05 11:18:00,0.611,24.6054,1.5808,1.3324,2.036,57.471858,7.10771,85.41674
GWR,2016,2016-09-05 11:18:00,0.636,24.6007,1.5917,1.3351,2.081,57.474731,7.10726,85.40392
GWR,2016,2016-09-05 11:18:00,0.657,24.5965,1.5981,1.3091,2.125,57.475116,7.10207,85.33492
GWR,2016,2016-09-05 11:18:00,0.666,24.5926,1.6026,1.2692,2.163,57.471108,7.09858,85.28684
GWR,2016,2016-09-05 11:18:00,0.673,24.5888,1.6071,1.2345,2.197,57.473678,7.09222,85.20438
GWR,2016,2016-09-05 11:18:00,0.68,24.5851,1.6111,1.2094,2.227,57.479499,7.0889,85.15872
GWR,2016,2016-09-05 11:18:00,0.688,24.5817,1.6144,1.1943,2.256,57.472061,7.08611,85.11982
GWR,2016,2016-09-05 11:18:00,0.696,24.5792,1.6171,1.1873,2.284,57.449381,7.08704,85.12705
GWR,2016,2016-09-05 11:18:00,0.709,24.5778,1.6191,1.1854,2.311,57.421464,7.0897,85.15679
GWR,2016,2016-09-05 11:18:00,0.717,24.5775,1.6222,1.1892,2.335,57.40294,7.09777,85.25318
GWR,2016,2016-09-05 11:18:00,0.721,24.5779,1.6308,1.1929,2.355,57.40091,7.10137,85.29706
GWR,2016,2016-09-05 11:18:00,0.722,24.5786,1.6437,1.1906,2.373,57.410818,7.09606,85.23447
GWR,2016,2016-09-05 11:18:00,0.726,24.5796,1.6551,1.1863,2.391,57.419252,7.09472,85.21986
GWR,2016,2016-09-05 11:18:00,0.733,24.5807,1.6647,1.1834,2.411,57.420434,7.08187,85.06729
GWR,2016,2016-09-05 11:18:00,0.742,24.5818,1.6756,1.18,2.432,57.418692,7.06918,84.91656
GWR,2016,2016-09-05 11:18:00,0.75,24.5825,1.6889,1.1786,2.452,57.407543,7.0603,84.81108
GWR,2016,2016-09-05 11:18:00,0.755,24.5829,1.7029,1.1834,2.472,57.390034,7.05938,84.80059
GWR,2016,2016-09-05 11:18:00,0.759,24.5833,1.7127,1.1889,2.49,57.385575,7.06318,84.8469
GWR,2016,2016-09-05 11:18:00,0.766,24.5839,1.7148,1.1908,2.507,57.394986,7.06966,84.92563
GWR,2016,2016-09-05 11:18:00,0.773,24.5852,1.709,1.1942,2.522,57.398701,7.07031,84.93555
GWR,2016,2016-09-05 11:18:00,0.775,24.5871,1.7002,1.1999,2.535,57.395705,7.06885,84.92101
GWR,2016,2016-09-05 11:18:00,0.773,24.5895,1.6954,1.2015,2.546,57.385198,7.06123,84.83318
GWR,2016,2016-09-05 11:18:00,0.775,24.5924,1.6957,1.2006,2.56,57.360365,7.06322,84.86169
GWR,2016,2016-09-05 11:18:00,0.782,24.5955,1.7019,1.2015,2.576,57.342679,7.06388,84.87452
GWR,2016,2016-09-05 11:18:00,0.791,24.5982,1.7129,1.1998,2.596,57.349498,7.07123,84.96698
GWR,2016,2016-09-05 11:18:00,0.797,24.6001,1.721,1.2008,2.615,57.376619,7.07683,85.03731
GWR,2016,2016-09-05 11:18:00,0.801,24.6013,1.7241,1.2231,2.635,57.409201,7.08508,85.13835
GWR,2016,2016-09-05 11:18:00,0.808,24.6023,1.7255,1.2728,2.657,57.439878,7.09899,85.30709
GWR,2016,2016-09-05 11:18:00,0.822,24.6028,1.7255,1.3263,2.678,57.460778,7.10938,85.43269
GWR,2016,2016-09-05 11:18:00,0.826,24.603,1.7232,1.3625,2.697,57.455398,7.12198,85.58443
GWR,2016,2016-09-05 11:18:00,0.822,24.6029,1.7179,1.3795,2.714,57.438359,7.129,85.66861
GWR,2016,2016-09-05 11:18:00,0.828,24.6027,1.7068,1.3717,2.733,57.427191,7.12871,85.66487
GWR,2016,2016-09-05 11:18:00,0.839,24.6027,1.6869,1.3358,2.755,57.42293,7.12239,85.58886
GWR,2016,2016-09-05 11:18:00,0.851,24.6028,1.6638,1.2909,2.777,57.434473,7.11762,85.53176
GWR,2016,2016-09-05 11:18:00,0.86,24.6026,1.6487,1.2603,2.796,57.4649,7.1131,85.47709
GWR,2016,2016-09-05 11:18:00,0.86,24.602,1.6445,1.251,2.81,57.490214,7.10457,85.37366
GWR,2016,2016-09-05 11:18:00,0.857,24.6011,1.6507,1.2705,2.822,57.485059,7.10321,85.35592
GWR,2016,2016-09-05 11:18:00,0.86,24.6002,1.6654,1.3094,2.835,57.462107,7.09736,85.2842
GWR,2016,2016-09-05 11:18:00,0.87,24.5995,1.6822,1.3344,2.849,57.447346,7.09834,85.29484
GWR,2016,2016-09-05 11:18:00,0.876,24.5989,1.7009,1.334,2.863,57.448881,7.10029,85.31733
GWR,2016,2016-09-05 11:18:00,0.877,24.5985,1.7272,1.308,2.875,57.451065,7.09758,85.2841
GWR,2016,2016-09-05 11:18:00,0.879,24.5981,1.7595,1.262,2.886,57.444449,7.10175,85.33366
GWR,2016,2016-09-05 11:18:00,0.883,24.5974,1.7885,1.2216,2.897,57.443321,7.10156,85.33022
GWR,2016,2016-09-05 11:18:00,0.885,24.5962,1.8134,1.2001,2.908,57.447381,7.1038,85.35521
GWR,2016,2016-09-05 11:18:00,0.885,24.5942,1.8415,1.1883,2.921,57.453698,7.09982,85.30429
GWR,2016,2016-09-05 11:18:00,0.886,24.5915,1.8716,1.1807,2.939,57.469976,7.09615,85.25587
GWR,2016,2016-09-05 11:18:00,0.893,24.5881,1.8952,1.1822,2.963,57.482496,7.09609,85.24981
GWR,2016,2016-09-05 11:18:00,0.907,24.584,1.9112,1.192,2.995,57.474528,7.08833,85.15013
GWR,2016,2016-09-05 11:18:00,0.921,24.5795,1.9243,1.198,3.033,57.449969,7.08021,85.04546
GWR,2016,2016-09-05 11:18:00,0.936,24.5746,1.9396,1.2027,3.073,57.422336,7.07466,84.97108
GWR,2016,2016-09-05 11:18:00,0.949,24.5694,1.9579,1.2178,3.113,57.406336,7.07417,84.95698
GWR,2016,2016-09-05 11:18:00,0.962,24.5638,1.973,1.237,3.154,57.413755,7.07552,84.96436
GWR,2016,2016-09-05 11:18:00,0.971,24.5578,1.9816,1.2597,3.194,57.436538,7.0728,84.92229
GWR,2016,2016-09-05 11:18:00,0.978,24.5522,1.987,1.3023,3.238,57.446645,7.07674,84.96073
GWR,2016,2016-09-05 11:18:00,0.993,24.5473,1.993,1.36,3.288,57.438743,7.08519,85.05449
GWR,2016,2016-09-05 11:18:00,1.018,24.5433,1.9991,1.4014,3.343,57.432801,7.08533,85.04986
GWR,2016,2016-09-05 11:18:00,1.046,24.5403,2.0055,1.4204,3.399,57.433252,7.0865,85.05913
GWR,2016,2016-09-05 11:18:00,1.064,24.5385,2.0168,1.4299,3.449,57.424164,7.08767,85.07037
GWR,2016,2016-09-05 11:18:00,1.071,24.5381,2.0319,1.4326,3.489,57.399099,7.08035,84.98185
GWR,2016,2016-09-05 11:18:00,1.079,24.539,2.045,1.4325,3.523,57.367426,7.07405,84.90774
GWR,2016,2016-09-05 11:18:00,1.094,24.5402,2.0572,1.432,3.55,57.336754,7.06968,84.85708
GWR,2016,2016-09-05 11:18:00,1.097,24.5406,2.0723,1.4308,3.57,57.316963,7.062,84.76557
GWR,2016,2016-09-05 11:18:00,1.086,24.5399,2.0867,1.4311,3.586,57.310803,7.06026,84.74359
GWR,2016,2016-09-05 11:18:00,1.084,24.5387,2.096,1.4386,3.606,57.300577,7.05708,84.70357
GWR,2016,2016-09-05 11:18:00,1.096,24.5374,2.1025,1.4495,3.636,57.281551,7.05935,84.72877
GWR,2016,2016-09-05 11:18:00,1.115,24.5361,2.1071,1.4518,3.675,57.27474,7.06572,84.80309
GWR,2016,2016-09-05 11:18:00,1.137,24.5347,2.1084,1.4497,3.717,57.294381,7.06891,84.83917
GWR,2016,2016-09-05 11:18:00,1.149,24.533,2.1085,1.4495,3.758,57.335679,7.07533,84.91362
GWR,2016,2016-09-05 11:18:00,1.161,24.531,2.1097,1.4443,3.797,57.393591,7.07163,84.86606
GWR,2016,2016-09-05 11:18:00,1.171,24.5287,2.1106,1.4337,3.832,57.451454,7.06653,84.80123
GWR,2016,2016-09-05 11:18:00,1.177,24.5263,2.1107,1.4264,3.866,57.468508,7.0647,84.77556
GWR,2016,2016-09-05 11:18:00,1.186,24.5239,2.1113,1.4215,3.899,57.439265,7.05455,84.65
GWR,2016,2016-09-05 11:18:00,1.198,24.5218,2.1123,1.4179,3.934,57.412119,7.05234,84.62006
GWR,2016,2016-09-05 11:18:00,1.212,24.5199,2.1137,1.4191,3.969,57.40391,7.05522,84.6517
GWR,2016,2016-09-05 11:18:00,1.225,24.5182,2.1164,1.422,4.002,57.390375,7.05197,84.60999
GWR,2016,2016-09-05 11:18:00,1.229,24.5168,2.1205,1.4181,4.033,57.369913,7.04974,84.58105
GWR,2016,2016-09-05 11:18:00,1.236,24.516,2.1263,1.4077,4.063,57.359139,7.04461,84.51825
GWR,2016,2016-09-05 11:18:00,1.249,24.5157,2.1379,1.3926,4.094,57.365216,7.03627,84.41773
GWR,2016,2016-09-05 11:18:00,1.26,24.516,2.1591,1.3572,4.125,57.371702,7.03785,84.43722
GWR,2016,2016-09-05 11:18:00,1.267,24.5162,2.1846,1.3024,4.155,57.358254,7.02702,84.30751
GWR,2016,2016-09-05 11:18:00,1.273,24.5161,2.2042,1.257,4.184,57.329311,7.05033,84.5871
GWR,2016,2016-09-05 11:18:00,1.28,24.5155,2.2145,1.2309,4.216,57.299229,7.05385,84.62832
GWR,2016,2016-09-05 11:18:00,1.292,24.514,2.2155,1.2157,4.25,57.280054,7.0611,84.71296
GWR,2016,2016-09-05 11:18:00,1.305,24.5118,2.2077,1.2086,4.288,57.282726,7.07929,84.92774
GWR,2016,2016-09-05 11:18:00,1.317,24.5091,2.1961,1.2089,4.328,57.303946,7.0678,84.78568
GWR,2016,2016-09-05 11:18:00,1.324,24.5065,2.187,1.2155,4.372,57.327296,7.07163,84.8275
GWR,2016,2016-09-05 11:18:00,1.34,24.5044,2.182,1.2324,4.421,57.342951,7.07353,84.84701
GWR,2016,2016-09-05 11:18:00,1.369,24.503,2.1808,1.2675,4.474,57.351071,7.07688,84.88499
GWR,2016,2016-09-05 11:18:00,1.396,24.5021,2.1824,1.3075,4.523,57.363855,7.08455,84.97551
GWR,2016,2016-09-05 11:18:00,1.408,24.5014,2.1855,1.3285,4.559,57.384712,7.08954,85.03423
GWR,2016,2016-09-05 11:18:00,1.402,24.5009,2.191,1.3305,4.584,57.391109,7.08592,84.99013
GWR,2016,2016-09-05 11:18:00,1.398,24.5001,2.2021,1.3105,4.605,57.382744,7.0878,85.01131
GWR,2016,2016-09-05 11:18:00,1.402,24.4989,2.2173,1.2724,4.628,57.373441,7.08552,84.98215
GWR,2016,2016-09-05 11:18:00,1.411,24.4971,2.2307,1.2496,4.657,57.354699,7.08401,84.96123
GWR,2016,2016-09-05 11:18:00,1.419,24.4949,2.2426,1.2566,4.694,57.333561,7.07744,84.87895
GWR,2016,2016-09-05 11:18:00,1.429,24.4923,2.2563,1.2872,4.74,57.31643,7.07325,84.82455
GWR,2016,2016-09-05 11:18:00,1.447,24.4893,2.2705,1.3324,4.797,57.292718,7.07297,84.81641
GWR,2016,2016-09-05 11:18:00,1.471,24.4865,2.2824,1.3687,4.866,57.268143,7.07328,84.81576
GWR,2016,2016-09-05 11:18:00,1.511,24.4841,2.2906,1.3772,4.942,57.260231,7.06768,84.74485
GWR,2016,2016-09-05 11:18:00,1.546,24.4819,2.2953,1.359,5.015,57.272892,7.07188,84.79177
GWR,2016,2016-09-05 11:18:00,1.567,24.4799,2.2979,1.3231,5.075,57.291443,7.07718,84.8521
GWR,2016,2016-09-05 11:18:00,1.571,24.4778,2.2998,1.2794,5.122,57.304777,7.08544,84.94788
GWR,2016,2016-09-05 11:18:00,1.571,24.4756,2.3014,1.2401,5.161,57.306414,7.08343,84.92025
GWR,2016,2016-09-05 11:18:00,1.577,24.4734,2.3026,1.2131,5.201,57.294784,7.08169,84.89594
GWR,2016,2016-09-05 11:18:00,1.594,24.4714,2.3047,1.2016,5.245,57.27682,7.08831,84.97213
GWR,2016,2016-09-05 11:18:00,1.61,24.4697,2.3082,1.2047,5.293,57.253752,7.0974,85.07848
GWR,2016,2016-09-05 11:18:00,1.628,24.4684,2.3123,1.2175,5.344,57.223441,7.1024,85.13637
GWR,2016,2016-09-05 11:18:00,1.647,24.4673,2.3181,1.24,5.395,57.193859,7.09877,85.09102
