Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,TURB_ntu,,COND_uScm,DO_mgL,PSAT
GWR,2016,2016-09-04 13:45:00,0.332,25.8786,20.6189,1093.4697,1.184,59.553777,6.03181,74.20215
GWR,2016,2016-09-04 13:45:00,0.34,25.8776,20.6249,1093.4724,1.181,59.742019,6.02768,74.14996
GWR,2016,2016-09-04 13:45:00,0.351,25.8646,20.6158,1093.4734,1.196,59.90228,6.01877,74.02296
GWR,2016,2016-09-04 13:45:00,0.356,25.8431,20.5985,1093.4775,1.223,59.954872,6.01804,73.98493
GWR,2016,2016-09-04 13:45:00,0.371,25.818,20.5842,1093.4869,1.263,59.887731,6.03311,74.13629
GWR,2016,2016-09-04 13:45:00,0.399,25.7931,20.5757,1093.4928,1.311,59.79334,6.05318,74.34917
GWR,2016,2016-09-04 13:45:00,0.417,25.771,20.5713,1093.4942,1.363,59.730824,6.07274,74.55939
GWR,2016,2016-09-04 13:45:00,0.421,25.7525,20.5719,1093.4963,1.416,59.68351,6.06885,74.48652
GWR,2016,2016-09-04 13:45:00,0.433,25.7373,20.5767,1093.5042,1.476,59.626739,6.04456,74.16784
GWR,2016,2016-09-04 13:45:00,0.46,25.7246,20.5854,1093.5165,1.549,59.561426,6.00392,73.65208
GWR,2016,2016-09-04 13:45:00,0.497,25.7139,20.6016,1093.5296,1.63,59.508284,5.96134,73.11546
GWR,2016,2016-09-04 13:45:00,0.528,25.7045,20.6257,1093.5287,1.712,59.479229,5.91692,72.55822
GWR,2016,2016-09-04 13:45:00,0.556,25.6963,20.6492,1093.5113,1.789,59.460493,5.87618,72.04791
GWR,2016,2016-09-04 13:45:00,0.579,25.6891,20.6658,1093.5049,1.857,59.43303,5.85319,71.75652
GWR,2016,2016-09-04 13:45:00,0.594,25.6824,20.6784,1093.5088,1.916,59.395536,5.86715,71.91891
GWR,2016,2016-09-04 13:45:00,0.61,25.676,20.6904,1093.5035,1.966,59.358081,5.90285,72.34804
GWR,2016,2016-09-04 13:45:00,0.621,25.6699,20.7017,1093.4898,2.008,59.326733,5.94164,72.81542
GWR,2016,2016-09-04 13:45:00,0.625,25.6638,20.7102,1093.4756,2.044,59.299152,5.983,73.31401
GWR,2016,2016-09-04 13:45:00,0.632,25.6569,20.7154,1093.4651,2.079,59.267984,6.01326,73.67557
GWR,2016,2016-09-04 13:45:00,0.64,25.6486,20.7184,1093.4599,2.114,59.240972,6.01111,73.63809
GWR,2016,2016-09-04 13:45:00,0.656,25.639,20.7186,1093.4612,2.151,59.239009,5.98579,73.31506
GWR,2016,2016-09-04 13:45:00,0.671,25.629,20.7163,1093.4634,2.188,59.257558,5.94415,72.79168
GWR,2016,2016-09-04 13:45:00,0.676,25.6198,20.7133,1093.4637,2.224,59.263433,5.90366,72.28374
GWR,2016,2016-09-04 13:45:00,0.677,25.612,20.7072,1093.4634,2.262,59.242144,5.86954,71.85571
GWR,2016,2016-09-04 13:45:00,0.689,25.6056,20.6979,1093.4624,2.309,59.214106,5.84496,71.54652
GWR,2016,2016-09-04 13:45:00,0.718,25.6,20.6905,1093.4638,2.364,59.209972,5.82616,71.30899
GWR,2016,2016-09-04 13:45:00,0.741,25.5946,20.6868,1093.4681,2.423,59.230647,5.83504,71.41065
GWR,2016,2016-09-04 13:45:00,0.751,25.5889,20.684,1093.4718,2.483,59.237489,5.9111,72.33403
GWR,2016,2016-09-04 13:45:00,0.769,25.5825,20.6817,1093.4689,2.546,59.216268,6.03327,73.82035
GWR,2016,2016-09-04 13:45:00,0.795,25.5754,20.6814,1093.4577,2.614,59.183401,6.15019,75.24113
GWR,2016,2016-09-04 13:45:00,0.819,25.5672,20.6827,1093.4487,2.683,59.146179,6.31929,77.29837
GWR,2016,2016-09-04 13:45:00,0.84,25.5572,20.6831,1093.4443,2.752,59.11073,6.61639,80.91769
GWR,2016,2016-09-04 13:45:00,0.861,25.5446,20.6823,1093.434,2.821,59.083656,6.91148,84.50715
GWR,2016,2016-09-04 13:45:00,0.881,25.5292,20.6822,1093.4232,2.888,59.065767,7.11643,86.98859
GWR,2016,2016-09-04 13:45:00,0.899,25.5109,20.6839,1093.4204,2.955,59.04627,7.21143,88.12027
GWR,2016,2016-09-04 13:45:00,0.916,25.4885,20.6879,1093.4227,3.025,59.005916,7.21518,88.13002
GWR,2016,2016-09-04 13:45:00,0.939,25.4593,20.6957,1093.4282,3.099,58.94398,7.18693,87.73803
GWR,2016,2016-09-04 13:45:00,0.97,25.4233,20.7065,1093.4339,3.176,58.878061,7.16061,87.35916
GWR,2016,2016-09-04 13:45:00,0.999,25.3856,20.7154,1093.4367,3.251,58.806636,7.14194,87.07114
GWR,2016,2016-09-04 13:45:00,1.023,25.352,20.72,1093.4385,3.321,58.710659,7.1376,86.96467
GWR,2016,2016-09-04 13:45:00,1.039,25.3251,20.7229,1093.4398,3.382,58.582596,7.13933,86.94286
GWR,2016,2016-09-04 13:45:00,1.054,25.304,20.7252,1093.4421,3.437,58.470578,7.14878,87.02425
GWR,2016,2016-09-04 13:45:00,1.066,25.2857,20.7266,1093.4494,3.487,58.422998,7.15712,87.09641
GWR,2016,2016-09-04 13:45:00,1.076,25.267,20.7294,1093.4614,3.534,58.399072,7.16527,87.16571
GWR,2016,2016-09-04 13:45:00,1.086,25.2464,20.7351,1093.4768,3.583,58.356291,7.17168,87.21072
GWR,2016,2016-09-04 13:45:00,1.097,25.2248,20.745,1093.4916,3.636,58.311343,7.17199,87.17993
GWR,2016,2016-09-04 13:45:00,1.112,25.205,20.759,1093.5006,3.699,58.282341,7.16826,87.10281
GWR,2016,2016-09-04 13:45:00,1.144,25.1887,20.7732,1093.505,3.772,58.267573,7.1675,87.06757
GWR,2016,2016-09-04 13:45:00,1.178,25.1756,20.7864,1093.5049,3.85,58.257079,7.17065,87.08477
GWR,2016,2016-09-04 13:45:00,1.207,25.1644,20.8013,1093.5014,3.925,58.23602,7.16918,87.04905
GWR,2016,2016-09-04 13:45:00,1.228,25.1544,20.8177,1093.5004,3.992,58.218846,7.16556,86.98907
GWR,2016,2016-09-04 13:45:00,1.241,25.1447,20.8311,1093.5005,4.051,58.219038,7.17523,87.09098
GWR,2016,2016-09-04 13:45:00,1.254,25.135,20.8394,1093.4916,4.105,58.216577,7.17642,87.08984
GWR,2016,2016-09-04 13:45:00,1.269,25.1256,20.8434,1093.4734,4.155,58.202779,7.16864,86.98037
GWR,2016,2016-09-04 13:45:00,1.28,25.1168,20.8451,1093.4572,4.205,58.177978,7.15661,86.82033
GWR,2016,2016-09-04 13:45:00,1.298,25.1081,20.8463,1093.4488,4.254,58.151614,7.1654,86.91312
GWR,2016,2016-09-04 13:45:00,1.312,25.0999,20.8472,1093.4473,4.304,58.134718,7.17262,86.98757
GWR,2016,2016-09-04 13:45:00,1.328,25.0938,20.8478,1093.4454,4.353,58.118771,7.1755,87.01277
GWR,2016,2016-09-04 13:45:00,1.347,25.0908,20.8491,1093.4356,4.4,58.093499,7.18761,87.1547
GWR,2016,2016-09-04 13:45:00,1.367,25.0903,20.8515,1093.4246,4.442,58.058182,7.18806,87.15933
GWR,2016,2016-09-04 13:45:00,1.379,25.0916,20.8559,1093.4242,4.474,58.025477,7.19355,87.22807
GWR,2016,2016-09-04 13:45:00,1.381,25.0942,20.8627,1093.4333,4.494,58.008738,7.19459,87.24478
GWR,2016,2016-09-04 13:45:00,1.379,25.097,20.874,1093.4417,4.505,58.009519,7.19807,87.29146
GWR,2016,2016-09-04 13:45:00,1.378,25.0988,20.8883,1093.4435,4.511,58.02201,7.2057,87.38697
GWR,2016,2016-09-04 13:45:00,1.377,25.099,20.9009,1093.4393,4.515,58.043519,7.21451,87.49414
GWR,2016,2016-09-04 13:45:00,1.378,25.0979,20.9126,1093.4292,4.517,58.079784,7.21507,87.49915
GWR,2016,2016-09-04 13:45:00,1.38,25.0962,20.9277,1093.4206,4.519,58.122414,7.21234,87.46328
GWR,2016,2016-09-04 13:45:00,1.38,25.0944,20.9443,1093.4216,4.518,58.146653,7.21228,87.45973
GWR,2016,2016-09-04 13:45:00,1.377,25.0926,20.9578,1093.4233,4.516,58.152946,7.21116,87.44316
GWR,2016,2016-09-04 13:45:00,1.375,25.0912,20.9681,1093.4192,4.513,58.155012,7.20519,87.36853
GWR,2016,2016-09-04 13:45:00,1.374,25.0903,20.9788,1093.421,4.511,58.143367,7.20316,87.34251
GWR,2016,2016-09-04 13:45:00,1.375,25.0901,20.9883,1093.4314,4.509,58.122934,7.20177,87.32528
GWR,2016,2016-09-04 13:45:00,1.373,25.0907,20.9914,1093.437,4.506,58.116358,7.19853,87.28701
GWR,2016,2016-09-04 13:45:00,1.371,25.0917,20.9862,1093.4407,4.504,58.131921,7.19445,87.23911
GWR,2016,2016-09-04 13:45:00,1.371,25.0927,20.97,1093.4489,4.504,58.155711,7.19161,87.20632
GWR,2016,2016-09-04 13:45:00,1.371,25.0938,20.9471,1093.4561,4.505,58.159956,7.18498,87.12763
GWR,2016,2016-09-04 13:45:00,1.372,25.0948,20.9294,1093.4639,4.507,58.147795,7.17767,87.04059
GWR,2016,2016-09-04 13:45:00,1.373,25.0953,20.9196,1093.4758,4.511,58.138059,7.17732,87.03716
GWR,2016,2016-09-04 13:45:00,1.374,25.0949,20.9132,1093.4857,4.516,58.126147,7.18335,87.10972
GWR,2016,2016-09-04 13:45:00,1.379,25.0939,20.9087,1093.4928,4.523,58.114901,7.18709,87.15335
GWR,2016,2016-09-04 13:45:00,1.385,25.0928,20.9073,1093.5014,4.529,58.10935,7.19239,87.21594
GWR,2016,2016-09-04 13:45:00,1.386,25.0921,20.9094,1093.5079,4.531,58.104001,7.19856,87.28962
GWR,2016,2016-09-04 13:45:00,1.382,25.0919,20.9146,1093.5038,4.531,58.087393,7.19237,87.21419
GWR,2016,2016-09-04 13:45:00,1.379,25.092,20.9243,1093.4891,4.529,58.061117,7.18679,87.14669
GWR,2016,2016-09-04 13:45:00,1.377,25.0919,20.9364,1093.4726,4.528,58.054289,7.18145,87.08178
GWR,2016,2016-09-04 13:45:00,1.378,25.0912,20.9452,1093.459,4.53,58.069103,7.18121,87.07777
GWR,2016,2016-09-04 13:45:00,1.382,25.0905,20.9506,1093.4492,4.534,58.087434,7.17736,87.02995
GWR,2016,2016-09-04 13:45:00,1.385,25.0899,20.9549,1093.4451,4.537,58.102128,7.17321,86.97865
GWR,2016,2016-09-04 13:45:00,1.385,25.0894,20.9571,1093.4493,4.539,58.099043,7.17159,86.95822
GWR,2016,2016-09-04 13:45:00,1.382,25.0884,20.9555,1093.4627,4.541,58.077355,7.17326,86.97685
GWR,2016,2016-09-04 13:45:00,1.385,25.0873,20.9504,1093.4809,4.543,58.067406,7.17832,87.03646
GWR,2016,2016-09-04 13:45:00,1.387,25.0864,20.9418,1093.4927,4.545,58.084602,7.1875,87.14636
GWR,2016,2016-09-04 13:45:00,1.388,25.0861,20.9306,1093.4922,4.545,58.115467,7.19251,87.20664
GWR,2016,2016-09-04 13:45:00,1.386,25.0862,20.9218,1093.4872,4.544,58.144151,7.19526,87.24008
GWR,2016,2016-09-04 13:45:00,1.384,25.0865,20.9187,1093.4822,4.542,58.160242,7.19496,87.23697
GWR,2016,2016-09-04 13:45:00,1.384,25.0868,20.9218,1093.4733,4.54,58.157996,7.20195,87.3222
GWR,2016,2016-09-04 13:45:00,1.383,25.087,20.9307,1093.4664,4.537,58.1328,7.20052,87.30514
GWR,2016,2016-09-04 13:45:00,1.381,25.0867,20.9422,1093.4665,4.535,58.093989,7.19668,87.25815
GWR,2016,2016-09-04 13:45:00,1.38,25.0858,20.9514,1093.4666,4.533,58.069344,7.19677,87.25776
GWR,2016,2016-09-04 13:45:00,1.38,25.0843,20.9571,1093.4634,4.533,58.068348,7.19422,87.22442
GWR,2016,2016-09-04 13:45:00,1.381,25.0826,20.9606,1093.4653,4.533,58.07468,7.18834,87.15038
GWR,2016,2016-09-04 13:45:00,1.382,25.0813,20.9626,1093.4716,4.533,58.079994,7.18139,87.06414
GWR,2016,2016-09-04 13:45:00,1.382,25.0808,20.9632,1093.4701,4.534,58.079689,7.16996,86.92467
GWR,2016,2016-09-04 13:45:00,1.381,25.0812,20.9628,1093.4651,4.535,58.079703,7.17549,86.99239
GWR,2016,2016-09-04 13:45:00,1.379,25.0816,20.9616,1093.4644,4.536,58.092079,7.18092,87.05888
GWR,2016,2016-09-04 13:45:00,1.38,25.0814,20.9614,1093.4599,4.54,58.108079,7.18926,87.15972
GWR,2016,2016-09-04 13:45:00,1.385,25.0804,20.9629,1093.4583,4.547,58.125947,7.19471,87.22415
GWR,2016,2016-09-04 13:45:00,1.39,25.0787,20.9636,1093.4695,4.554,58.146434,7.20276,87.31904
GWR,2016,2016-09-04 13:45:00,1.389,25.0766,20.9628,1093.4817,4.562,58.158949,7.20335,87.32284
GWR,2016,2016-09-04 13:45:00,1.388,25.0742,20.9623,1093.4865,4.57,58.16081,7.20255,87.30929
GWR,2016,2016-09-04 13:45:00,1.395,25.0718,20.9632,1093.4831,4.582,58.152512,7.20153,87.29296
GWR,2016,2016-09-04 13:45:00,1.408,25.0697,20.9639,1093.4773,4.593,58.135856,7.19323,87.18902
GWR,2016,2016-09-04 13:45:00,1.411,25.068,20.9648,1093.4722,4.6,58.110415,7.19017,87.1492
GWR,2016,2016-09-04 13:45:00,1.405,25.0663,20.9675,1093.4653,4.601,58.075424,7.18756,87.11482
GWR,2016,2016-09-04 13:45:00,1.402,25.0648,20.9719,1093.4616,4.599,58.043628,7.18685,87.10377
GWR,2016,2016-09-04 13:45:00,1.402,25.0639,20.9764,1093.4613,4.596,58.034643,7.18222,87.04624
GWR,2016,2016-09-04 13:45:00,1.402,25.0642,20.9817,1093.4563,4.592,58.042059,7.17115,86.9126
GWR,2016,2016-09-04 13:45:00,1.4,25.0653,20.9902,1093.4509,4.587,58.039757,7.17545,86.96644
GWR,2016,2016-09-04 13:45:00,1.394,25.0665,21.0016,1093.4563,4.58,58.027125,7.18783,87.1184
GWR,2016,2016-09-04 13:45:00,1.39,25.0673,21.0118,1093.4694,4.575,58.018854,7.192,87.1702
GWR,2016,2016-09-04 13:45:00,1.397,25.0679,21.0185,1093.4799,4.571,58.018761,7.19071,87.15558
GWR,2016,2016-09-04 13:45:00,1.401,25.0693,21.0217,1093.4884,4.564,58.020798,7.19111,87.16273
GWR,2016,2016-09-04 13:45:00,1.4,25.0727,21.0221,1093.504,4.55,58.007448,7.18791,87.12938
GWR,2016,2016-09-04 13:45:00,1.398,25.0782,21.0223,1093.517,4.524,57.985186,7.19203,87.18811
GWR,2016,2016-09-04 13:45:00,1.388,25.0846,21.0231,1093.5162,4.484,57.97617,7.201,87.30714
GWR,2016,2016-09-04 13:45:00,1.367,25.0904,21.0234,1093.5082,4.428,57.973983,7.2048,87.36253
GWR,2016,2016-09-04 13:45:00,1.325,25.0945,21.024,1093.4942,4.361,57.978041,7.20008,87.31181
GWR,2016,2016-09-04 13:45:00,1.271,25.0963,21.0258,1093.4728,4.3,57.99344,7.19138,87.20929
GWR,2016,2016-09-04 13:45:00,1.259,25.0957,21.0269,1093.4567,4.265,58.008233,7.17881,87.05584
GWR,2016,2016-09-04 13:45:00,1.275,25.0934,21.0259,1093.4518,4.26,58.026363,7.17455,87.00048
GWR,2016,2016-09-04 13:45:00,1.294,25.0902,21.0239,1093.4464,4.274,58.05066,7.17314,86.97831
GWR,2016,2016-09-04 13:45:00,1.312,25.0866,21.0234,1093.4381,4.296,58.065528,7.17644,87.01252
GWR,2016,2016-09-04 13:45:00,1.322,25.0834,21.0244,1093.4361,4.318,58.064899,7.18353,87.09335
GWR,2016,2016-09-04 13:45:00,1.324,25.0807,21.0255,1093.4432,4.337,58.054625,7.19301,87.20396
GWR,2016,2016-09-04 13:45:00,1.326,25.0786,21.0273,1093.4488,4.354,58.056047,7.1982,87.26359
GWR,2016,2016-09-04 13:45:00,1.33,25.0772,21.0307,1093.4509,4.371,58.069546,7.2036,87.32672
GWR,2016,2016-09-04 13:45:00,1.34,25.0763,21.0357,1093.4603,4.389,58.080658,7.20393,87.32936
GWR,2016,2016-09-04 13:45:00,1.347,25.0755,21.042,1093.4717,4.406,58.098368,7.19713,87.24561
GWR,2016,2016-09-04 13:45:00,1.352,25.0747,21.052,1093.4754,4.42,58.117364,7.18914,87.14749
GWR,2016,2016-09-04 13:45:00,1.356,25.0737,21.0654,1093.4747,4.43,58.120637,7.18289,87.07009
GWR,2016,2016-09-04 13:45:00,1.355,25.0724,21.077,1093.4752,4.436,58.113072,7.17038,86.91637
GWR,2016,2016-09-04 13:45:00,1.353,25.071,21.086,1093.4838,4.439,58.104693,7.17336,86.95023
GWR,2016,2016-09-04 13:45:00,1.354,25.0697,21.0957,1093.5006,4.441,58.095273,7.17054,86.91395
GWR,2016,2016-09-04 13:45:00,1.357,25.0687,21.1076,1093.5105,4.443,58.092334,7.1581,86.76161
GWR,2016,2016-09-04 13:45:00,1.358,25.0677,21.1206,1093.5059,4.442,58.093084,7.15656,86.74133
GWR,2016,2016-09-04 13:45:00,1.351,25.0668,21.1314,1093.4891,4.438,58.085684,7.16058,86.78863
GWR,2016,2016-09-04 13:45:00,1.347,25.066,21.1385,1093.4704,4.436,58.080201,7.16801,86.87737
GWR,2016,2016-09-04 13:45:00,1.351,25.0652,21.1424,1093.4642,4.437,58.087212,7.1854,87.08694
GWR,2016,2016-09-04 13:45:00,1.355,25.0646,21.1442,1093.4645,4.438,58.098555,7.19043,87.14693
GWR,2016,2016-09-04 13:45:00,1.354,25.0641,21.1453,1093.4631,4.439,58.095177,7.18953,87.13518
GWR,2016,2016-09-04 13:45:00,1.352,25.0639,21.1462,1093.4621,4.44,58.080194,7.1905,87.14658
GWR,2016,2016-09-04 13:45:00,1.352,25.064,21.1484,1093.4578,4.441,58.071683,7.19306,87.17784
GWR,2016,2016-09-04 13:45:00,1.354,25.0643,21.1527,1093.4489,4.443,58.061355,7.19105,87.1539
GWR,2016,2016-09-04 13:45:00,1.355,25.065,21.1581,1093.4457,4.445,58.046456,7.18686,87.10427
GWR,2016,2016-09-04 13:45:00,1.354,25.0656,21.165,1093.4565,4.448,58.047094,7.18372,87.06723
GWR,2016,2016-09-04 13:45:00,1.356,25.066,21.1761,1093.4761,4.452,58.063439,7.1781,86.99971
GWR,2016,2016-09-04 13:45:00,1.358,25.066,21.1902,1093.4882,4.457,58.081788,7.17598,86.97398
GWR,2016,2016-09-04 13:45:00,1.363,25.0657,21.2005,1093.4855,4.461,58.094995,7.18354,87.06515
GWR,2016,2016-09-04 13:45:00,1.365,25.0653,21.2058,1093.4823,4.464,58.10056,7.19158,87.16199
GWR,2016,2016-09-04 13:45:00,1.362,25.0651,21.2086,1093.4834,4.463,58.105987,7.19825,87.24253
GWR,2016,2016-09-04 13:45:00,1.36,25.065,21.21,1093.4811,4.46,58.112724,7.20127,87.27894
GWR,2016,2016-09-04 13:45:00,1.36,25.065,21.2113,1093.476,4.457,58.110527,7.20364,87.30763
GWR,2016,2016-09-04 13:45:00,1.358,25.0653,21.2123,1093.4735,4.454,58.104829,7.20399,87.3124
GWR,2016,2016-09-04 13:45:00,1.357,25.0659,21.2124,1093.4718,4.449,58.10816,7.20644,87.34302
GWR,2016,2016-09-04 13:45:00,1.356,25.0669,21.2118,1093.4706,4.444,58.111374,7.21473,87.44507
GWR,2016,2016-09-04 13:45:00,1.354,25.0681,21.2104,1093.4797,4.438,58.1073,7.21441,87.44317
GWR,2016,2016-09-04 13:45:00,1.35,25.0695,21.2088,1093.4981,4.431,58.098866,7.21422,87.44308
GWR,2016,2016-09-04 13:45:00,1.347,25.0709,21.2077,1093.5113,4.425,58.089843,7.21036,87.39861
GWR,2016,2016-09-04 13:45:00,1.346,25.0722,21.2076,1093.5124,4.42,58.095885,7.20724,87.36284
GWR,2016,2016-09-04 13:45:00,1.344,25.0731,21.2069,1093.5122,4.416,58.118606,7.20399,87.32495
GWR,2016,2016-09-04 13:45:00,1.341,25.0737,21.2061,1093.5163,4.414,58.139981,7.19714,87.24291
GWR,2016,2016-09-04 13:45:00,1.342,25.0741,21.2067,1093.5154,4.416,58.147648,7.19702,87.24202
GWR,2016,2016-09-04 13:45:00,1.347,25.0746,21.2082,1093.5082,4.42,58.149674,7.19928,87.27027
GWR,2016,2016-09-04 13:45:00,1.351,25.0754,21.2113,1093.4997,4.425,58.152619,7.20246,87.31002
GWR,2016,2016-09-04 13:45:00,1.35,25.0767,21.2174,1093.4887,4.43,58.145228,7.20255,87.31323
GWR,2016,2016-09-04 13:45:00,1.351,25.0782,21.2264,1093.4757,4.434,58.13757,7.20455,87.33992
GWR,2016,2016-09-04 13:45:00,1.355,25.0796,21.2392,1093.4686,4.437,58.139645,7.20782,87.38179
GWR,2016,2016-09-04 13:45:00,1.356,25.0806,21.2594,1093.468,4.439,58.145986,7.21013,87.41146
GWR,2016,2016-09-04 13:45:00,1.353,25.0812,21.2853,1093.4633,4.439,58.152261,7.21257,87.44192
GWR,2016,2016-09-04 13:45:00,1.348,25.0814,21.3071,1093.4532,4.439,58.154126,7.21133,87.42725
GWR,2016,2016-09-04 13:45:00,1.345,25.0815,21.3205,1093.4455,4.443,58.154083,7.21343,87.45286
GWR,2016,2016-09-04 13:45:00,1.35,25.0816,21.3281,1093.4426,4.454,58.148109,7.22135,87.54901
GWR,2016,2016-09-04 13:45:00,1.364,25.0818,21.3324,1093.4448,4.469,58.138623,7.22682,87.61568
GWR,2016,2016-09-04 13:45:00,1.375,25.0822,21.3343,1093.4505,4.484,58.139151,7.22342,87.57511
GWR,2016,2016-09-04 13:45:00,1.376,25.0825,21.3338,1093.459,4.493,58.1398,7.21743,87.50294
GWR,2016,2016-09-04 13:45:00,1.374,25.0825,21.3336,1093.4667,4.498,58.118667,7.21514,87.47516
GWR,2016,2016-09-04 13:45:00,1.371,25.0822,21.3356,1093.4688,4.501,58.08015,7.21331,87.45255
GWR,2016,2016-09-04 13:45:00,1.371,25.0815,21.3366,1093.4739,4.504,58.048096,7.20571,87.35927
GWR,2016,2016-09-04 13:45:00,1.377,25.0805,21.3357,1093.4812,4.508,58.038037,7.20019,87.29072
GWR,2016,2016-09-04 13:45:00,1.379,25.0792,21.3362,1093.4776,4.51,58.053313,7.19985,87.28454
GWR,2016,2016-09-04 13:45:00,1.377,25.0781,21.3378,1093.4667,4.509,58.079935,7.20113,87.29825
GWR,2016,2016-09-04 13:45:00,1.375,25.0776,21.3384,1093.4629,4.507,58.10092,7.19536,87.22752
GWR,2016,2016-09-04 13:45:00,1.375,25.0781,21.3392,1093.4674,4.503,58.117852,7.18315,87.08029
GWR,2016,2016-09-04 13:45:00,1.375,25.0794,21.3403,1093.4664,4.497,58.125211,7.16928,86.91421
GWR,2016,2016-09-04 13:45:00,1.374,25.0813,21.3393,1093.4576,4.487,58.112917,7.15231,86.71157
GWR,2016,2016-09-04 13:45:00,1.373,25.0839,21.3366,1093.4534,4.472,58.095756,7.12516,86.3865
GWR,2016,2016-09-04 13:45:00,1.374,25.0879,21.335,1093.4549,4.448,58.097244,7.09156,85.98546
GWR,2016,2016-09-04 13:45:00,1.374,25.0944,21.3355,1093.4546,4.409,58.115773,7.07499,85.79478
GWR,2016,2016-09-04 13:45:00,1.369,25.1044,21.3375,1093.4512,4.345,58.132201,7.07156,85.76908
GWR,2016,2016-09-04 13:45:00,1.362,25.1185,21.3418,1093.4439,4.243,58.138869,7.09004,86.0155
GWR,2016,2016-09-04 13:45:00,1.346,25.137,21.349,1093.4386,4.082,58.143576,7.11693,86.37109
GWR,2016,2016-09-04 13:45:00,1.265,25.1599,21.3585,1093.4431,3.845,58.153596,7.14241,86.71683
GWR,2016,2016-09-04 13:45:00,1.114,25.1867,21.3702,1093.4507,3.543,58.177622,7.15664,86.93236
GWR,2016,2016-09-04 13:45:00,0.955,25.2158,21.3849,1093.4495,3.213,58.210022,7.15908,87.00859
GWR,2016,2016-09-04 13:45:00,0.835,25.2449,21.4006,1093.4416,2.895,58.235353,7.14036,86.82736
GWR,2016,2016-09-04 13:45:00,0.747,25.2729,21.4157,1093.4433,2.613,58.272412,7.11627,86.57894
GWR,2016,2016-09-04 13:45:00,0.67,25.3,21.4321,1093.4594,2.371,58.33911,7.09099,86.31435
GWR,2016,2016-09-04 13:45:00,0.622,25.3264,21.4539,1093.4669,2.168,58.407076,7.07831,86.20174
GWR,2016,2016-09-04 13:45:00,0.603,25.3514,21.4787,1093.454,1.993,58.444266,7.07205,86.16497
GWR,2016,2016-09-04 13:45:00,0.558,25.3746,21.4978,1093.4424,1.828,58.468627,7.06788,86.15084
GWR,2016,2016-09-04 13:45:00,0.472,25.3974,21.5097,1093.4371,1.671,58.514752,7.05407,86.01846
GWR,2016,2016-09-04 13:45:00,0.412,25.421,21.5176,1093.4355,1.54,58.56484,7.04713,85.97094
GWR,2016,2016-09-04 13:45:00,0.397,25.4458,21.5221,1093.4452,1.45,58.584084,7.05879,86.15238
GWR,2016,2016-09-04 13:45:00,0.402,25.4707,21.5244,1093.4608,1.394,58.585646,7.06751,86.29808
GWR,2016,2016-09-04 13:45:00,0.412,25.4953,21.5268,1093.4669,1.358,58.606066,7.0761,86.4419
GWR,2016,2016-09-04 13:45:00,0.42,25.521,21.5308,1093.4607,1.325,58.656812,7.0735,86.45082
GWR,2016,2016-09-04 13:45:00,0.418,25.5508,21.5354,1093.4565,1.279,58.699238,7.06407,86.38257
GWR,2016,2016-09-04 13:45:00,0.409,25.5868,21.5409,1093.4543,1.211,58.706527,7.03419,86.07383
GWR,2016,2016-09-04 13:45:00,0.392,25.6292,21.5515,1093.45,1.11,58.694673,7.00377,85.76803
GWR,2016,2016-09-04 13:45:00,0.345,25.6761,21.5707,1093.4507,0.968,58.686607,6.9787,85.53416
GWR,2016,2016-09-04 13:45:00,0.268,25.7246,21.593,1093.4564,0.79,58.718309,6.95507,85.32005
GWR,2016,2016-09-04 13:45:00,0.15,25.7727,21.6064,1093.4595,0.597,58.804255,6.91191,84.86495
GWR,2016,2016-09-04 13:45:00,0.067,25.8182,21.6066,1093.4608,0.425,58.91117,6.86244,84.32745
GWR,2016,2016-09-04 13:45:00,0.038,25.8573,21.5929,1093.4698,0.295,59.007362,6.8303,83.99237
GWR,2016,2016-09-04 13:45:00,0.033,25.8871,21.5606,1093.4799,0.205,59.086375,6.8045,83.72052
GWR,2016,2016-09-04 13:45:00,0.053,25.9066,21.5184,1093.4753,0.136,59.14319,6.76898,83.31307
GWR,2016,2016-09-04 13:45:00,0.079,25.9167,21.4894,1093.4618,0.055,59.158844,6.70687,82.56379
GWR,2016,2016-09-04 13:45:00,0.048,25.9193,21.483,1093.4574,-0.068,59.095369,6.62493,81.55891
GWR,2016,2016-09-04 13:45:00,-0.039,25.9165,21.4995,1093.4643,-0.239,58.917777,6.52925,80.37683
GWR,2016,2016-09-04 13:45:00,-0.139,25.9102,21.5389,1093.472,-0.437,58.586742,6.42798,79.12103
GWR,2016,2016-09-04 13:45:00,-0.251,25.902,21.6006,1093.4721,-0.628,58.034058,6.34131,78.04243
GWR,2016,2016-09-04 13:45:00,-0.312,25.8929,21.6959,1093.4669,-0.777,57.124387,6.2758,77.22327
GWR,2016,2016-09-04 13:45:00,-0.312,25.883,21.8513,1093.462,-0.875,55.611136,6.22911,76.63476
GWR,2016,2016-09-04 13:45:00,-0.311,25.8725,22.0721,1093.4583,-0.933,53.074716,6.19528,76.20348
GWR,2016,2016-09-04 13:45:00,-0.311,25.8616,22.3425,1093.4604,-0.968,50.850195,6.16206,75.77951
GWR,2016,2016-09-04 13:45:00,-0.311,25.8506,22.6975,1093.468,-0.988,51.435161,6.13364,75.41499
GWR,2016,2016-09-04 13:45:00,-0.311,25.8397,23.2321,1093.4783,-1.001,54.001315,6.12432,75.28582
