Reservoir,Year,Date,Depth,TN_ugL,TP_ugL,SRP_ugL,NH4_ugL,NO3NO2_ugL,DOC_mgL,DIC_mgL,TOC_mgL,TIC_mgL,DRSI_mgL,CO2_ppm,CH4_ppm,Notes
FCR,2015,2015-11-09 12:00:00,8,173,14.9,3.82,2.8,,,,,,,2154.964666,13.3143145,
FCR,2015,2015-11-09 12:00:00,9,199,16.8,3.98,3.06,,,,,,,1684.290217,12.86763647,
FCR,2015,2015-11-09 12:00:00,999,122,8.69,8.39,5.28,13.3,,,,,,,,
FCR,2015,2015-12-07 12:00:00,0.1,156,13.8,5.79,3.68,4.63,,,,,,759.4844868,16.7951652,
FCR,2015,2015-12-07 12:00:00,1.6,163,13.6,8.54,4.13,0.487,,,,,,762.0323384,17.15598049,
FCR,2015,2015-12-07 12:00:00,3.8,162,13.8,6.11,2.9,0.622,,,,,,770.5590645,16.8721388,
FCR,2015,2015-12-07 12:00:00,5,164,13.9,6.32,2.89,1,,,,,,793.0758909,16.65987,
FCR,2015,2015-12-07 12:00:00,6.2,197,17.7,4.58,2.47,,,,,,,788.3038211,16.90922549,
FCR,2015,2015-12-07 12:00:00,8,162,13.9,5.94,2.82,,,,,,,751.9446177,17.45568,
FCR,2015,2015-12-07 12:00:00,9,158,13.3,3.23,3.87,,,,,,,17.9252,16.9252,
FCR,2015,2015-12-07 12:00:00,999,163,12.6,.,3.25,7.35,,,,,,,,
