Reservoir,Year,Date,Depth,TN_ugL,TP_ugL,SRP_ugL,NH4_ugL,NO3NO2_ugL,DOC_mgL,DIC_mgL,TOC_mgL,TIC_mgL,DRSI_mgL,CO2_ppm,CH4_ppm,infTPloads_g,Notes
FCR,2013,2013-12-04 12:00:00,0.8,,,3.73,7.09,2.25,,,,,,,,,
FCR,2013,2013-12-04 12:00:00,1.6,,,2.16,6.51,3.1,,,,,,,,,
FCR,2013,2013-12-04 12:00:00,2.8,,,2.46,6.61,1.94,,,,,,,,,
FCR,2013,2013-12-04 12:00:00,3.8,,,1.79,9.3,1.09,,,,,,,,,
FCR,2013,2013-12-04 12:00:00,5,,,2.79,7.89,1.03,,,,,,,,,
FCR,2013,2013-12-04 12:00:00,6.2,,,4.52,10.3,1.94,,,,,,,,,
FCR,2013,2013-12-04 12:00:00,8,,,2.63,0,1.29,,,,,,,,,
FCR,2013,2013-05-16 12:00:00,999,,49.9,,,,,,,,,,,64.07245518,
FCR,2013,2013-05-17 12:00:00,999,,,,,,,,,,,,,57.81710739,
FCR,2013,2013-05-18 12:00:00,999,,,,,,,,,,,,,65.24137867,
FCR,2013,2013-05-19 12:00:00,999,,,,,,,,,,,,,87.07833602,
FCR,2013,2013-05-20 12:00:00,999,,,,,,,,,,,,,131.1653956,
FCR,2013,2013-05-21 12:00:00,999,,,,,,,,,,,,,84.21642899,
FCR,2013,2013-05-22 12:00:00,999,,,,,,,,,,,,,61.05871242,
FCR,2013,2013-05-23 12:00:00,999,,32.3,,,,,,,,,,,54.53927072,
FCR,2013,2013-05-24 12:00:00,999,,,,,,,,,,,,,52.36044248,
FCR,2013,2013-05-25 12:00:00,999,,,,,,,,,,,,,46.5450645,
FCR,2013,2013-05-26 12:00:00,999,,,,,,,,,,,,,43.62037926,
FCR,2013,2013-05-27 12:00:00,999,,,,,,,,,,,,,41.98532143,
FCR,2013,2013-05-28 12:00:00,999,,,,,,,,,,,,,42.7337437,
FCR,2013,2013-05-29 12:00:00,999,,,,,,,,,,,,,42.97539944,
FCR,2013,2013-05-30 12:00:00,999,,36.5,,,,,,,,,,,41.31853167,
FCR,2013,2013-05-31 12:00:00,999,,,,,,,,,,,,,44.69512487,
FCR,2013,2013-06-01 12:00:00,999,,,,,,,,,,,,,42.76078386,
FCR,2013,2013-06-02 12:00:00,999,,,,,,,,,,,,,54.06197944,
FCR,2013,2013-06-03 12:00:00,999,,,,,,,,,,,,,47.74103458,
FCR,2013,2013-06-04 12:00:00,999,,,,,,,,,,,,,41.40579195,
FCR,2013,2013-06-05 12:00:00,999,,,,,,,,,,,,,37.86359102,
FCR,2013,2013-06-06 12:00:00,999,,,,,,,,,,,,,174.6862447,
FCR,2013,2013-06-07 12:00:00,999,,,,,,,,,,,,,139.5794965,
FCR,2013,2013-06-08 12:00:00,999,,,,,,,,,,,,,101.0866454,
FCR,2013,2013-06-09 12:00:00,999,,,,,,,,,,,,,74.36222618,
FCR,2013,2013-06-10 12:00:00,999,,,,,,,,,,,,,82.87587876,
FCR,2013,2013-06-13 12:00:00,999,,35.1,,,,,,,,,,,67.44708235,*6/11 & 6/12 missing from TPloads data
FCR,2013,2013-06-14 12:00:00,999,,,,,,,,,,,,,55.54123487,
FCR,2013,2013-06-15 12:00:00,999,,,,,,,,,,,,,49.29333696,
FCR,2013,2013-06-16 12:00:00,999,,,,,,,,,,,,,47.46778329,
FCR,2013,2013-06-17 12:00:00,999,,,,,,,,,,,,,47.79281179,
FCR,2013,2013-06-18 12:00:00,999,,,,,,,,,,,,,56.2729457,
FCR,2013,2013-06-19 12:00:00,999,,,,,,,,,,,,,48.919536,
FCR,2013,2013-06-20 12:00:00,999,,,,,,,,,,,,,44.75136101,
FCR,2013,2013-06-21 12:00:00,999,,,,,,,,,,,,,42.62913392,
FCR,2013,2013-06-22 12:00:00,999,,,,,,,,,,,,,42.14815262,
FCR,2013,2013-06-23 12:00:00,999,,,,,,,,,,,,,41.57985383,
FCR,2013,2013-06-24 12:00:00,999,,,,,,,,,,,,,40.17485662,
FCR,2013,2013-06-25 12:00:00,999,,,,,,,,,,,,,40.26714417,
FCR,2013,2013-06-26 12:00:00,999,,,,,,,,,,,,,54.37144782,
FCR,2013,2013-06-27 12:00:00,999,,41.4,14.6,0.3,90.7,,,,,,,,45.30202354,
FCR,2013,2013-06-28 12:00:00,999,,,,,,,,,,,,,47.10543268,
FCR,2013,2013-06-29 12:00:00,999,,,,,,,,,,,,,49.38035885,
FCR,2013,2013-06-30 12:00:00,999,,,,,,,,,,,,,53.59325533,
FCR,2013,2013-07-01 12:00:00,999,,,,,,,,,,,,,56.53282612,
FCR,2013,2013-07-02 12:00:00,999,,,,,,,,,,,,,222.4806709,
FCR,2013,2013-07-03 12:00:00,999,,68.9,10.6,11.5,29.7,,,,,,,,476.2407683,
FCR,2013,2013-07-04 12:00:00,999,,,,,,,,,,,,,531.707881,
FCR,2013,2013-07-05 12:00:00,999,,,,,,,,,,,,,317.8670377,
FCR,2013,2013-07-06 12:00:00,999,,,,,,,,,,,,,196.2329234,
FCR,2013,2013-07-07 12:00:00,999,,,,,,,,,,,,,151.5561381,
FCR,2013,2013-07-08 12:00:00,999,,,,,,,,,,,,,126.5725741,
FCR,2013,2013-07-09 12:00:00,999,,,,,,,,,,,,,102.5409151,
FCR,2013,2013-07-10 12:00:00,999,,,,,,,,,,,,,328.430348,
FCR,2013,2013-07-11 12:00:00,999,,48.8,10.2,10.7,31.1,,,,,,,,309.665429,
FCR,2013,2013-07-12 12:00:00,999,,,,,,,,,,,,,227.3935196,
FCR,2013,2013-07-13 12:00:00,999,,,,,,,,,,,,,156.5023018,
FCR,2013,2013-07-14 12:00:00,999,,,,,,,,,,,,,138.9543373,
FCR,2013,2013-07-15 12:00:00,999,,35,,,,,,,,,,,104.0752262,
FCR,2013,2013-07-16 12:00:00,999,,,,,,,,,,,,,94.80784825,
FCR,2013,2013-07-17 12:00:00,999,,,,,,,,,,,,,90.33712715,
FCR,2013,2013-07-18 12:00:00,999,,,11.2,20.8,129,,,,,,,,90.97610981,
FCR,2013,2013-07-19 12:00:00,999,,44.8,,,,,,,,,,,90.42980492,
FCR,2013,2013-07-20 12:00:00,999,,,,,,,,,,,,,89.71835325,
FCR,2013,2013-07-21 12:00:00,999,,,,,,,,,,,,,93.99927379,
FCR,2013,2013-07-22 12:00:00,999,,,,,,,,,,,,,94.25767853,
FCR,2013,2013-07-23 12:00:00,999,,,,,,,,,,,,,93.87374129,
FCR,2013,2013-07-24 12:00:00,999,,,,,,,,,,,,,91.14485587,
FCR,2013,2013-07-25 12:00:00,999,,59.8,12.2,12.8,58.3,,,,,,,,87.43026257,
FCR,2013,2013-07-26 12:00:00,999,,,,,,,,,,,,,81.54650318,
FCR,2013,2013-07-27 12:00:00,999,,,,,,,,,,,,,86.20925076,
FCR,2013,2013-07-28 12:00:00,999,,,,,,,,,,,,,79.16111414,
FCR,2013,2013-07-29 12:00:00,999,,52.6,13.4,0,65.9,,,,,,,,69.10923438,
FCR,2013,2013-07-30 12:00:00,999,,,,,,,,,,,,,74.43751322,
FCR,2013,2013-07-31 12:00:00,999,,,,,,,,,,,,,83.88278454,
FCR,2013,2013-08-01 12:00:00,999,,79.3,13.2,7.4,56.3,,,,,,,,101.3330481,
FCR,2013,2013-08-02 12:00:00,999,,,,,,,,,,,,,79.40440107,
FCR,2013,2013-08-03 12:00:00,999,,,,,,,,,,,,,63.4804443,
FCR,2013,2013-08-04 12:00:00,999,,,,,,,,,,,,,50.252951,
FCR,2013,2013-08-05 12:00:00,999,,36.4,13.9,16.9,70.2,,,,,,,,35.38711138,
FCR,2013,2013-08-06 12:00:00,999,,,,,,,,,,,,,47.00366591,
FCR,2013,2013-08-07 12:00:00,999,,,,,,,,,,,,,56.66917915,
FCR,2013,2013-08-08 12:00:00,999,,61.7,15.5,7.3,65.7,,,,,,,,113.5526144,
FCR,2013,2013-08-09 12:00:00,999,,,,,,,,,,,,,80.00296201,
FCR,2013,2013-08-10 12:00:00,999,,,,,,,,,,,,,56.60348309,
FCR,2013,2013-08-11 12:00:00,999,,,,,,,,,,,,,54.68877857,
FCR,2013,2013-08-12 12:00:00,999,,36.6,,,,,,,,,,,43.92027169,
FCR,2013,2013-08-13 12:00:00,999,,,,,,,,,,,,,47.67358602,
FCR,2013,2013-08-14 12:00:00,999,,,15.6,17.1,77.9,,,,,,,,46.76458338,
FCR,2013,2013-08-15 12:00:00,999,,52.2,15.3,7.8,62.1,,,,,,,,45.6521079,
FCR,2013,2013-08-16 12:00:00,999,,,,,,,,,,,,,43.94486913,
FCR,2013,2013-08-17 12:00:00,999,,,,,,,,,,,,,44.66164078,
FCR,2013,2013-08-18 12:00:00,999,,,,,,,,,,,,,83.02441663,
FCR,2013,2013-08-19 12:00:00,999,,,,,,,,,,,,,57.57658311,
FCR,2013,2013-08-20 12:00:00,999,,,,,,,,,,,,,48.39770891,
FCR,2013,2013-08-21 12:00:00,999,,44.9,14.1,24.5,62,,,,,,,,43.29365671,
FCR,2013,2013-08-22 12:00:00,999,,,,,,,,,,,,,43.40919275,
FCR,2013,2013-08-23 12:00:00,999,,,,,,,,,,,,,39.02237655,
FCR,2013,2013-08-24 12:00:00,999,,,,,,,,,,,,,36.87676592,
FCR,2013,2013-08-25 12:00:00,999,,,,,,,,,,,,,33.81148802,
FCR,2013,2013-08-26 12:00:00,999,,,,,,,,,,,,,32.77643887,
FCR,2013,2013-08-27 12:00:00,999,,,,,,,,,,,,,33.94033042,
FCR,2013,2013-08-28 12:00:00,999,,,,,,,,,,,,,35.71528175,
FCR,2013,2013-08-29 12:00:00,999,,,,,,,,,,,,,33.91846633,
FCR,2013,2013-08-30 12:00:00,999,,,,,,,,,,,,,30.53513536,
FCR,2013,2013-08-31 12:00:00,999,,,,,,,,,,,,,33.55486048,
FCR,2013,2013-09-01 12:00:00,999,,,,,,,,,,,,,32.54933532,
FCR,2013,2013-09-02 12:00:00,999,,,,,,,,,,,,,30.64219768,
FCR,2013,2013-09-03 12:00:00,999,,,,,,,,,,,,,28.93968191,
FCR,2013,2013-09-04 12:00:00,999,,42.7,17.5,10.7,80.2,,,,,,,,25.48402302,
FCR,2013,2013-09-05 12:00:00,999,,,,,,,,,,,,,27.88199128,
FCR,2013,2013-09-06 12:00:00,999,,,,,,,,,,,,,27.02514473,
FCR,2013,2013-09-07 12:00:00,999,,,,,,,,,,,,,28.82368999,
FCR,2013,2013-09-08 12:00:00,999,,,,,,,,,,,,,32.56406087,
FCR,2013,2013-09-09 12:00:00,999,,,,,,,,,,,,,33.42051979,
FCR,2013,2013-09-10 12:00:00,999,,,,,,,,,,,,,70.17737668,
FCR,2013,2013-09-11 12:00:00,999,,68.7,13.9,6.8,25.6,,,,,,,,140.6665453,
FCR,2013,2013-09-12 12:00:00,999,,,,,,,,,,,,,123.1394827,
FCR,2013,2013-09-13 12:00:00,999,,,,,,,,,,,,,110.4881501,
FCR,2013,2013-09-14 12:00:00,999,,,,,,,,,,,,,100.8441998,
FCR,2013,2013-09-15 12:00:00,999,,,,,,,,,,,,,92.15904626,
FCR,2013,2013-09-16 12:00:00,999,,,,,,,,,,,,,86.95193259,
FCR,2013,2013-09-17 12:00:00,999,,,,,,,,,,,,,77.94907775,
FCR,2013,2013-09-18 12:00:00,999,,40.8,10.2,7.2,18.2,,,,,,,,69.27909364,
FCR,2013,2013-09-19 12:00:00,999,,,,,,,,,,,,,70.48480868,
FCR,2013,2013-09-20 12:00:00,999,,,,,,,,,,,,,78.68792845,
FCR,2013,2013-09-21 12:00:00,999,,,,,,,,,,,,,91.46718878,
FCR,2013,2013-09-22 12:00:00,999,,,,,,,,,,,,,86.29337974,
FCR,2013,2013-09-23 12:00:00,999,,,,,,,,,,,,,80.2072579,
FCR,2013,2013-09-24 12:00:00,999,,,,,,,,,,,,,78.51693516,
FCR,2013,2013-09-25 12:00:00,999,,46.7,,,,,,,,,,,79.79553018,
FCR,2013,2013-09-28 12:00:00,999,,,10,11.9,22.7,,,,,,,,,
FCR,2013,2013-10-09 12:00:00,999,,,10.1,21.2,18.6,,,,,,,,,
FCR,2013,2013-10-16 12:00:00,999,,,8.9,7.8,4.5,,,,,,,,,
FCR,2013,2013-10-23 12:00:00,999,,,9.4,8.9,4.2,,,,,,,,,
FCR,2013,2013-10-30 12:00:00,999,,,15.9,13.5,8.1,,,,,,,,,
FCR,2013,2013-11-06 12:00:00,999,,,9.9,8.4,10.7,,,,,,,,,
