"Reservoir","Site","DateTime","Depth_m","Temp_C","DO_mgL","DOSat","Cond_uScm","PAR_umolm2s","ORP","pH","Notes"
"CCR",50,2016-05-27 13:00:00,8,NA,NA,NA,NA,22.82,NA,NA,NA
"CCR",50,2016-05-27 13:00:00,9,NA,NA,NA,NA,11.54,NA,NA,NA
"CCR",50,2016-05-27 13:00:00,10,NA,NA,NA,NA,5.49,NA,NA,NA
"CCR",50,2016-05-27 13:00:00,11,NA,NA,NA,NA,2.52,NA,NA,NA
"CCR",50,2016-05-27 13:00:00,12,NA,NA,NA,NA,1.15,NA,NA,NA
"CCR",50,2016-05-27 13:00:00,13,NA,NA,NA,NA,0.51,NA,NA,NA
"CCR",50,2016-05-27 13:00:00,14,NA,NA,NA,NA,0.22,NA,NA,NA
"CCR",50,2016-05-27 13:00:00,15,NA,NA,NA,NA,0.1,NA,NA,NA
"CCR",50,2016-05-27 13:00:00,16,NA,NA,NA,NA,0.05,NA,NA,NA
"CCR",50,2016-05-27 13:00:00,17,NA,NA,NA,NA,0.02,NA,NA,NA
"CCR",50,2016-05-27 13:00:00,18,NA,NA,NA,NA,0.01,NA,NA,NA
"CCR",50,2016-05-27 20:30:00,-0.1,NA,NA,NA,NA,5.72,NA,NA,NA
"CCR",50,2016-05-27 20:30:00,0.1,NA,NA,NA,NA,4.34,NA,NA,NA
"CCR",50,2016-05-27 20:30:00,1,NA,NA,NA,NA,2.51,NA,NA,NA
"CCR",50,2016-05-27 20:30:00,2,NA,NA,NA,NA,1.52,NA,NA,NA
"CCR",50,2016-05-27 20:30:00,3,NA,NA,NA,NA,0.81,NA,NA,NA
"CCR",50,2016-05-27 20:30:00,4,NA,NA,NA,NA,0.49,NA,NA,NA
"CCR",50,2016-05-27 20:30:00,5,NA,NA,NA,NA,0.22,NA,NA,NA
"CCR",50,2016-05-27 20:30:00,6,NA,NA,NA,NA,0.11,NA,NA,NA
"CCR",50,2016-05-27 20:30:00,7,NA,NA,NA,NA,0.37,NA,NA,NA
"CCR",50,2016-05-27 20:30:00,8,NA,NA,NA,NA,0.03,NA,NA,NA
"CCR",50,2016-05-27 20:30:00,9,NA,NA,NA,NA,0.01,NA,NA,NA
"CCR",50,2016-05-27 20:30:00,10,NA,NA,NA,NA,0.01,NA,NA,NA
"CCR",50,2016-05-27 20:30:00,11,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-27 20:30:00,12,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-27 20:30:00,13,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-27 20:30:00,14,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-27 20:30:00,15,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-27 20:30:00,16,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-27 20:30:00,17,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-27 20:30:00,18,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 00:30:00,-0.1,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 00:30:00,0.1,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 00:30:00,1,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 00:30:00,2,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 00:30:00,3,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 00:30:00,4,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 00:30:00,5,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 00:30:00,6,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 00:30:00,7,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 00:30:00,8,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 00:30:00,9,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 00:30:00,10,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 00:30:00,11,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 00:30:00,12,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 00:30:00,13,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 00:30:00,14,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 00:30:00,15,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 00:30:00,16,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 00:30:00,17,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 00:30:00,18,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 01:30:00,-0.1,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 01:30:00,0.1,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 01:30:00,1,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 01:30:00,2,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 01:30:00,3,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 01:30:00,4,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 01:30:00,5,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 01:30:00,6,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 01:30:00,7,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 01:30:00,8,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 01:30:00,9,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 01:30:00,10,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 01:30:00,11,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 01:30:00,12,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 01:30:00,13,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 01:30:00,14,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 01:30:00,15,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 01:30:00,16,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 01:30:00,17,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 01:30:00,18,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 06:00:00,-0.1,NA,NA,NA,NA,5.7,NA,NA,NA
"CCR",50,2016-05-28 06:00:00,0.1,NA,NA,NA,NA,3.7,NA,NA,NA
"CCR",50,2016-05-28 06:00:00,1,NA,NA,NA,NA,2.3,NA,NA,NA
"CCR",50,2016-05-28 06:00:00,2,NA,NA,NA,NA,1.2,NA,NA,NA
"CCR",50,2016-05-28 06:00:00,3,NA,NA,NA,NA,0.8,NA,NA,NA
"CCR",50,2016-05-28 06:00:00,4,NA,NA,NA,NA,0.5,NA,NA,NA
"CCR",50,2016-05-28 06:00:00,5,NA,NA,NA,NA,0.3,NA,NA,NA
"CCR",50,2016-05-28 06:00:00,6,NA,NA,NA,NA,0.2,NA,NA,NA
"CCR",50,2016-05-28 06:00:00,7,NA,NA,NA,NA,0.1,NA,NA,NA
"CCR",50,2016-05-28 06:00:00,8,NA,NA,NA,NA,0.06,NA,NA,NA
"CCR",50,2016-05-28 06:00:00,9,NA,NA,NA,NA,0.04,NA,NA,NA
"CCR",50,2016-05-28 06:00:00,10,NA,NA,NA,NA,0.02,NA,NA,NA
"CCR",50,2016-05-28 06:00:00,11,NA,NA,NA,NA,0.01,NA,NA,NA
"CCR",50,2016-05-28 06:00:00,12,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 06:00:00,13,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 06:00:00,14,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 06:00:00,15,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 06:00:00,16,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 06:00:00,17,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 06:00:00,18,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 06:45:00,-0.1,NA,NA,NA,NA,127,NA,NA,NA
"CCR",50,2016-05-28 06:45:00,0.1,NA,NA,NA,NA,68,NA,NA,NA
"CCR",50,2016-05-28 06:45:00,1,NA,NA,NA,NA,28.3,NA,NA,NA
"CCR",50,2016-05-28 06:45:00,2,NA,NA,NA,NA,21.4,NA,NA,NA
"CCR",50,2016-05-28 06:45:00,3,NA,NA,NA,NA,13.85,NA,NA,NA
"CCR",50,2016-05-28 06:45:00,4,NA,NA,NA,NA,8.22,NA,NA,NA
"CCR",50,2016-05-28 06:45:00,5,NA,NA,NA,NA,5.12,NA,NA,NA
"CCR",50,2016-05-28 06:45:00,6,NA,NA,NA,NA,2.91,NA,NA,NA
"CCR",50,2016-05-28 06:45:00,7,NA,NA,NA,NA,1.64,NA,NA,NA
"CCR",50,2016-05-28 06:45:00,8,NA,NA,NA,NA,0.9,NA,NA,NA
"CCR",50,2016-05-28 06:45:00,9,NA,NA,NA,NA,0.45,NA,NA,NA
"CCR",50,2016-05-28 06:45:00,10,NA,NA,NA,NA,0.2,NA,NA,NA
"CCR",50,2016-05-28 06:45:00,11,NA,NA,NA,NA,0.08,NA,NA,NA
"CCR",50,2016-05-28 06:45:00,12,NA,NA,NA,NA,0.05,NA,NA,NA
"CCR",50,2016-05-28 06:45:00,13,NA,NA,NA,NA,0.02,NA,NA,NA
"CCR",50,2016-05-28 06:45:00,14,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 06:45:00,15,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 06:45:00,16,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 06:45:00,17,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 06:45:00,18,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-05-28 11:30:00,-0.1,NA,NA,NA,NA,739.5,NA,NA,NA
"CCR",50,2016-05-28 11:30:00,0.1,NA,NA,NA,NA,426.1,NA,NA,NA
"CCR",50,2016-05-28 11:30:00,1,NA,NA,NA,NA,223,NA,NA,NA
"CCR",50,2016-05-28 11:30:00,2,NA,NA,NA,NA,132.7,NA,NA,NA
"CCR",50,2016-05-28 11:30:00,3,NA,NA,NA,NA,71.13,NA,NA,NA
"CCR",50,2016-05-28 11:30:00,4,NA,NA,NA,NA,48.69,NA,NA,NA
"CCR",50,2016-05-28 11:30:00,5,NA,NA,NA,NA,31.39,NA,NA,NA
"CCR",50,2016-05-28 11:30:00,6,NA,NA,NA,NA,6.97,NA,NA,NA
"CCR",50,2016-05-28 11:30:00,7,NA,NA,NA,NA,8.78,NA,NA,NA
"CCR",50,2016-05-28 11:30:00,8,NA,NA,NA,NA,4.71,NA,NA,NA
"CCR",50,2016-05-28 11:30:00,9,NA,NA,NA,NA,2.63,NA,NA,NA
"CCR",50,2016-05-28 11:30:00,10,NA,NA,NA,NA,7.57,NA,NA,NA
"CCR",50,2016-05-28 11:30:00,11,NA,NA,NA,NA,0.42,NA,NA,NA
"CCR",50,2016-05-28 11:30:00,12,NA,NA,NA,NA,0.19,NA,NA,NA
"CCR",50,2016-05-28 11:30:00,13,NA,NA,NA,NA,0.09,NA,NA,NA
"CCR",50,2016-05-28 11:30:00,14,NA,NA,NA,NA,0.04,NA,NA,NA
"BVR",50,2016-05-29 12:00:00,0.1,23.2,8.63,NA,32.1,500,240.9,7.24,NA
"BVR",50,2016-05-29 12:00:00,1,23,8.6,NA,32,143.4,233.9,7.19,NA
"BVR",50,2016-05-29 12:00:00,2,20.7,9.4,NA,31.7,75.05,229.6,7.17,NA
"BVR",50,2016-05-29 12:00:00,3,18.4,9.22,NA,31.6,50.07,236,7.09,NA
"BVR",50,2016-05-29 12:00:00,4,17.5,8.9,NA,32.1,32.1,241.1,7.06,NA
"BVR",50,2016-05-29 12:00:00,5,15.1,8.2,NA,33.4,15.17,246.7,6.85,NA
"BVR",50,2016-05-29 12:00:00,6,11.6,8.82,NA,35.3,7.08,248.1,6.78,NA
"BVR",50,2016-05-29 12:00:00,7,10.3,6.58,NA,34.9,3.14,252,6.62,NA
"BVR",50,2016-05-29 12:00:00,8,9.4,3.2,NA,35.9,1.32,230,6.37,NA
"BVR",50,2016-05-29 12:00:00,9,8.5,0.52,NA,43.7,0.32,64.6,6.15,NA
"BVR",50,2016-05-29 12:00:00,10,8.1,0.33,NA,56.5,0.61,-57.3,6.22,NA
"BVR",50,2016-05-29 12:00:00,11,7.8,0.3,NA,73.6,0.17,-108.1,6.47,NA
"FCR",50,2016-05-30 09:04:00,0.1,21.4,9.11,109.3,37.5,946,184,6.99,"Sed trap um 0850, secchi=2.59 @1203"
"FCR",50,2016-05-30 09:04:00,0.8,21.3,9.14,108.4,37.2,380,184.5,6.97,NA
"FCR",50,2016-05-30 09:04:00,1.6,20.9,9.6,113.3,37.7,223.9,183.6,7.02,NA
"FCR",50,2016-05-30 09:04:00,2.8,17.8,10.54,118.1,38.7,72.86,186.3,7.03,NA
"FCR",50,2016-05-30 09:04:00,3.8,16.1,9.62,103.1,41.4,29.52,195.2,6.98,NA
"FCR",50,2016-05-30 09:04:00,5,13.1,8.43,85.7,41.4,11.34,202.8,6.72,NA
"FCR",50,2016-05-30 09:04:00,6.2,11,13.21,126.8,41.2,3.91,210.8,6.43,NA
"FCR",50,2016-05-30 09:04:00,8,10.8,13.71,130.4,40.6,0.8,216.5,6.27,NA
"FCR",50,2016-05-30 09:04:00,9,10.6,13.71,130.4,40.6,0.32,217.7,6.2,NA
"FCR",100,2016-05-30 09:04:00,999,20.8,7.68,91,33.7,NA,-2.4,7.06,NA
"FCR",50,2016-05-30 10:56:00,0.1,22.2,8.22,100.6,37.4,NA,173,7.17,NA
"FCR",50,2016-05-30 10:56:00,0.8,21.8,8.28,99.9,37.4,NA,173,7.18,NA
"FCR",50,2016-05-30 10:56:00,1.6,19.9,9.02,105.6,37.2,NA,181.8,7.09,NA
"FCR",50,2016-05-30 10:56:00,2.8,18,9.71,108.5,38.1,NA,176.1,7.08,NA
"FCR",50,2016-05-30 10:56:00,3.8,15.9,8.86,94.9,41.6,NA,188.1,6.92,NA
"FCR",50,2016-05-30 10:56:00,5,12.8,7.82,78.5,41.1,NA,198.3,6.52,NA
"FCR",50,2016-05-30 10:56:00,6.2,10.6,11.9,116.1,40.2,NA,207.8,6.26,NA
"FCR",50,2016-05-30 10:56:00,8,10.5,12.57,118.6,38.4,NA,211.7,6.14,NA
"FCR",50,2016-05-30 10:56:00,9,10.5,12.55,118.4,38,NA,215.7,6.12,NA
"FCR",50,2016-05-30 13:23:00,0.1,23.4,8.32,102.9,37.7,NA,137.9,7.19,NA
"FCR",50,2016-05-30 13:23:00,0.8,21.4,9.06,108.3,38,NA,142.8,7.15,NA
"FCR",50,2016-05-30 13:23:00,1.6,19.9,9.2,106.7,37.8,NA,149.7,6.99,NA
"FCR",50,2016-05-30 13:23:00,2.8,18.2,9.95,112.1,38.3,NA,141,7.04,NA
"FCR",50,2016-05-30 13:23:00,3.8,16.2,9.47,102.4,41.3,NA,153.7,6.97,NA
"FCR",50,2016-05-30 13:23:00,5,13.6,8.08,82.8,40.8,NA,166.1,6.68,NA
"FCR",50,2016-05-30 13:23:00,6.2,11.2,10.27,100.8,40,NA,180.3,6.35,NA
"FCR",50,2016-05-30 13:23:00,8,10.6,12.63,120.4,38,NA,188.6,6.19,NA
"FCR",50,2016-05-30 13:23:00,9,10.6,12.75,121.9,38.2,NA,193,6.15,NA
"FCR",50,2016-05-30 15:24:00,0.1,22.9,9.26,113.3,37.4,NA,169.2,7.18,NA
"FCR",50,2016-05-30 15:24:00,0.8,20.4,9.54,111.8,37.8,NA,179.6,6.99,NA
"FCR",50,2016-05-30 15:24:00,1.6,20,9.55,110.7,37.6,NA,180.9,6.83,NA
"FCR",50,2016-05-30 15:24:00,2.8,18.3,9.86,111.8,37.9,NA,177.8,6.79,NA
"FCR",50,2016-05-30 15:24:00,3.8,16.6,10.21,111.6,40.4,NA,181.3,6.74,NA
"FCR",50,2016-05-30 15:24:00,5,14.7,9.75,103.4,40.5,NA,189.8,6.58,NA
"FCR",50,2016-05-30 15:24:00,6.2,11.6,8.67,86.1,38.6,NA,199.7,6.29,NA
"FCR",50,2016-05-30 15:24:00,8,10.6,13,124.3,38.1,NA,206.7,6.16,NA
"FCR",50,2016-05-30 15:24:00,9,10.6,13.27,126.2,37.4,NA,209.5,6.12,NA
"FCR",50,2016-05-30 16:40:00,0.1,23.2,9.31,115.6,36.5,716.4,172,7.1,NA
"FCR",50,2016-05-30 16:40:00,0.8,20.6,9.6,114.2,36.7,446.8,180,6.88,NA
"FCR",50,2016-05-30 16:40:00,1.6,19.7,9.6,111.6,36.7,244.9,191,6.61,NA
"FCR",50,2016-05-30 16:40:00,2.8,18.2,9.86,111,37.5,102,178.2,6.77,NA
"FCR",50,2016-05-30 16:40:00,3.8,16.1,10.14,111,38.9,44.72,190.4,6.63,NA
"FCR",50,2016-05-30 16:40:00,5,14.9,9.96,111,38.8,13.12,194.2,6.49,NA
"FCR",50,2016-05-30 16:40:00,6.2,11.1,9.3,104.8,38,4.29,204,6.25,NA
"FCR",50,2016-05-30 16:40:00,8,10.6,13.15,93.6,37.6,0.85,213.7,6.09,NA
"FCR",50,2016-05-30 16:40:00,9,10.6,13.35,126.4,38.3,0.22,215.5,6.11,NA
"FCR",100,2016-05-30 16:40:00,999,22.2,7.92,58.6,33.1,NA,90.5,7.09,NA
"FCR",50,2016-05-31 10:46:00,0.1,22.3,8.88,108.5,37,1300,178.1,7.13,NA
"FCR",50,2016-05-31 10:46:00,0.8,22.2,8.93,108.8,36.7,610,177.5,7.11,NA
"FCR",50,2016-05-31 10:46:00,1.6,20.1,9.62,113.2,37.6,254,138.1,6.91,NA
"FCR",50,2016-05-31 10:46:00,2.8,18.1,9.97,110.6,37.9,116,101.3,6.75,NA
"FCR",50,2016-05-31 10:46:00,3.8,16.9,9.97,108.7,38.7,52,197.3,6.63,NA
"FCR",50,2016-05-31 10:46:00,5,15,9.79,102.6,39.7,23.9,203.1,6.46,NA
"FCR",50,2016-05-31 10:46:00,6.2,11.4,12.61,120.7,38.9,9.9,213.3,6.3,NA
"FCR",50,2016-05-31 10:46:00,8,10.6,13.38,127.1,37.7,3,220.7,6.14,NA
"FCR",50,2016-05-31 10:46:00,9,10.6,13.36,127,37.5,1.1,223.7,6.11,NA
"FCR",100,2016-05-31 10:46:00,999,22.5,7.58,92.4,32.4,NA,116.1,7,NA
"BVR",50,2016-05-31 12:00:00,0.1,24.7,8.43,NA,32.2,493.4,125,7.34,NA
"BVR",50,2016-05-31 12:00:00,1,24,8.37,NA,31.9,234.4,127,7.34,NA
"BVR",50,2016-05-31 12:00:00,2,21,9.42,NA,32,127.21,125.9,7.44,NA
"BVR",50,2016-05-31 12:00:00,3,19.1,9.05,NA,32.1,72.81,131.7,7.35,NA
"BVR",50,2016-05-31 12:00:00,4,17.5,8.63,NA,32.4,38.28,141.7,7.15,NA
"BVR",50,2016-05-31 12:00:00,5,15.8,7.77,NA,33.3,16.02,153.3,6.93,NA
"BVR",50,2016-05-31 12:00:00,6,12,8.52,NA,32.4,7.92,162.3,6.7,NA
"BVR",50,2016-05-31 12:00:00,7,10.4,6.04,NA,31.5,3.31,166.2,6.66,NA
"BVR",50,2016-05-31 12:00:00,8,9.6,3.33,NA,31.9,1.29,174.5,6.48,NA
"BVR",50,2016-05-31 12:00:00,9,8.7,0.5,NA,34.9,0.3,186.3,6.29,NA
"BVR",50,2016-05-31 12:00:00,10,8.1,0.39,NA,56.1,0.06,-43,6.27,NA
"BVR",50,2016-05-31 12:00:00,11,7.7,0.35,NA,81.2,0.01,-104.4,6.58,NA
"BVR",50,2016-06-02 12:00:00,0.1,25,8.12,NA,32.5,1322,112.3,6.72,NA
"BVR",50,2016-06-02 12:00:00,1,24.1,8.18,NA,32.3,675.7,114.9,6.9,NA
"BVR",50,2016-06-02 12:00:00,2,21.5,9.46,NA,32.1,362.9,112.5,7.1,NA
"BVR",50,2016-06-02 12:00:00,3,19.7,9.28,NA,32,179.3,118.8,7.16,NA
"BVR",50,2016-06-02 12:00:00,4,18.5,9.11,NA,32.2,164.4,126.9,7.17,NA
"BVR",50,2016-06-02 12:00:00,5,15.8,7.87,NA,33.5,59.92,188.1,6.55,NA
"BVR",50,2016-06-02 12:00:00,6,12.3,7.73,NA,32.5,32.04,198.8,6.31,NA
"BVR",50,2016-06-02 12:00:00,7,10.6,5.6,NA,31.5,15.84,208.4,6.13,NA
"BVR",50,2016-06-02 12:00:00,8,9.4,2.01,NA,33,6.76,220.8,5.89,NA
"BVR",50,2016-06-02 12:00:00,9,8.7,0.68,NA,37.7,0.85,146.5,5.72,NA
"BVR",50,2016-06-02 12:00:00,10,8.2,0.42,NA,54.4,0.18,50.6,5.67,NA
"BVR",50,2016-06-02 12:00:00,11,7.9,0.39,NA,68,0.04,-6,5.81,NA
"FCR",50,2016-06-02 12:00:00,0.1,24.2,9.56,120.5,36.6,498.7,616,NA,"Time for light:223, thunderstorm coming in, variable clouds, time for YSI:230"
"FCR",50,2016-06-02 12:00:00,0.8,23.2,10.19,125.9,36.6,464.3,661.8,NA,NA
"FCR",50,2016-06-02 12:00:00,1.6,21.8,10.77,130,37.4,452.4,644.7,NA,NA
"FCR",50,2016-06-02 12:00:00,2.8,19.5,10.64,123.3,37.7,72.33,636.7,NA,NA
"FCR",50,2016-06-02 12:00:00,3.8,17.1,10.53,114.8,38.8,34.48,633.7,NA,NA
"FCR",50,2016-06-02 12:00:00,5,14.8,9.04,94.1,40.2,13.2,634.4,NA,NA
"FCR",50,2016-06-02 12:00:00,6.2,12.7,7.14,71.5,40.4,4.3,633.1,NA,NA
"FCR",50,2016-06-02 12:00:00,8,11,13.63,129.7,38.2,0.97,632.8,NA,NA
"FCR",50,2016-06-02 12:00:00,9,10.8,13.7,130.5,38.1,0.39,625.9,NA,NA
"FCR",100,2016-06-02 12:00:00,999,22.5,8.14,100.1,33.1,NA,176.8,6.87,NA
"FCR",50,2016-06-06 12:00:00,0.1,24.3,9.37,120,37.5,3444,131.8,7.37,"Zoops in different bottles, Sed traps 1156, YSI at 1145, CMAX @ 3.8 + 5m"
"FCR",50,2016-06-06 12:00:00,0.8,23.8,9.72,120.8,37.7,845.4,147.2,7.41,NA
"FCR",50,2016-06-06 12:00:00,1.6,22.6,12.04,148.6,38.2,109.2,176.5,7.04,NA
"FCR",50,2016-06-06 12:00:00,2.8,19.7,11.74,137,38.6,83.1,192.2,6.88,NA
"FCR",50,2016-06-06 12:00:00,3.8,16.9,11.34,125.6,39.6,63.18,214.4,6.41,NA
"FCR",50,2016-06-06 12:00:00,5,14.7,8.35,87.5,41.5,7.69,229.8,5.86,NA
"FCR",50,2016-06-06 12:00:00,6.2,11.4,12.42,122.5,40.1,2.63,240.7,5.62,NA
"FCR",50,2016-06-06 12:00:00,8,11.1,14.42,138.5,38.7,0.52,244.9,5.6,NA
"FCR",50,2016-06-06 12:00:00,9,11,14.45,140.1,38.9,0.15,255.5,5.49,NA
"FCR",100,2016-06-06 12:00:00,999,22.5,8.14,100.1,33.1,NA,176.8,6.87,NA
"BVR",50,2016-06-08 12:00:00,0.1,22.6,8.75,NA,31.7,1633,30.3,7.11,NA
"BVR",50,2016-06-08 12:00:00,1,22.7,8.75,NA,31.7,912,30.3,7.16,NA
"BVR",50,2016-06-08 12:00:00,2,22.7,8.75,NA,31.7,438,30.3,7.16,NA
"BVR",50,2016-06-08 12:00:00,3,22.7,8.75,NA,31.6,290,32.3,7.19,NA
"BVR",50,2016-06-08 12:00:00,4,22.7,8.74,NA,31.6,134,33.4,7.16,NA
"BVR",50,2016-06-08 12:00:00,5,17.1,8.06,NA,32.1,74,45.9,7.17,NA
"BVR",50,2016-06-08 12:00:00,6,14.1,8.39,NA,32.7,50,58.7,7.17,NA
"BVR",50,2016-06-08 12:00:00,7,11.2,6,NA,32.1,20,62.9,7.02,NA
"BVR",50,2016-06-08 12:00:00,8,9.7,2.06,NA,34.3,8.1,62.6,6.54,NA
"BVR",50,2016-06-08 12:00:00,9,8.9,0.66,NA,51.5,0.8,-63.4,6.22,NA
"BVR",50,2016-06-08 12:00:00,10,8.3,0.51,NA,64,0.2,-76.2,6.15,NA
"BVR",50,2016-06-08 12:00:00,11,8.1,0.49,NA,77.1,NA,-72.8,6.2,NA
"GWR",50,2016-06-10 11:30:00,-0.1,NA,NA,NA,NA,2552,NA,NA,NA
"GWR",50,2016-06-10 11:30:00,0.1,22.8,8.03,99.6,NA,1770,NA,NA,NA
"GWR",50,2016-06-10 11:30:00,1,22.4,8.08,99.7,NA,674,NA,NA,NA
"GWR",50,2016-06-10 11:30:00,2,22,8.01,98.2,NA,310,NA,NA,NA
"GWR",50,2016-06-10 11:30:00,3,21,8.63,103.3,NA,205,NA,NA,NA
"GWR",50,2016-06-10 11:30:00,4,19.1,7.86,90.4,NA,86.8,NA,NA,NA
"GWR",50,2016-06-10 11:30:00,5,17.4,6.45,71.9,NA,36.7,NA,NA,NA
"GWR",50,2016-06-10 11:30:00,6,16.2,5.32,58,NA,15.2,NA,NA,NA
"GWR",50,2016-06-10 11:30:00,7,14.9,4.1,43.4,NA,6.8,NA,NA,NA
"GWR",50,2016-06-10 11:30:00,8,12.8,3.12,31.5,NA,3.68,NA,NA,NA
"GWR",50,2016-06-10 11:30:00,9,11.9,2.9,28.7,NA,1.9,NA,NA,NA
"GWR",50,2016-06-10 11:30:00,10,11.4,2.74,27,NA,1.1,NA,NA,NA
"GWR",50,2016-06-10 11:30:00,11,11,3.08,29.8,NA,0.67,NA,NA,NA
"GWR",50,2016-06-10 11:30:00,12,10.6,2.59,25,NA,0.38,NA,NA,NA
"GWR",50,2016-06-10 11:30:00,13,10.4,1.11,10.7,NA,0.17,NA,NA,NA
"GWR",50,2016-06-10 11:30:00,13.5,10.2,0.63,6,NA,NA,NA,NA,NA
"GWR",50,2016-06-10 11:30:00,14,10.1,0.45,4.3,NA,0.04,NA,NA,NA
"FCR",50,2016-06-13 10:00:00,0.1,23.6,8.85,109.3,38.8,1200,150.1,7.42,"Phytoplankton samples @1.6,3.8,5.0, CMAX~5.0+about 25ug/l: mostly changes (~13-15ug/L)"
"FCR",50,2016-06-13 10:00:00,0.8,23.6,8.73,108.7,38.8,717,148.4,7.43,NA
"FCR",50,2016-06-13 10:00:00,1.6,23.4,8.71,108.2,38.7,530,149.1,7.44,NA
"FCR",50,2016-06-13 10:00:00,2.8,20.1,13.09,153.7,39.6,157.4,145,7.58,NA
"FCR",50,2016-06-13 10:00:00,3.8,18.3,13.22,150.3,39.5,75.3,151.8,7.54,NA
"FCR",50,2016-06-13 10:00:00,5,15.7,7.98,84.5,41.2,32.3,166.9,7.26,NA
"FCR",50,2016-06-13 10:00:00,6.2,12,12.75,125.8,40.9,17.5,185.3,6.9,NA
"FCR",50,2016-06-13 10:00:00,8,11.5,13.5,130.5,38.6,2.4,192.9,6.5,NA
"FCR",50,2016-06-13 10:00:00,9,11.5,13.52,130.8,39,1,195,6.4,NA
"FCR",100,2016-06-13 10:00:00,999,20,8.46,55.5,33.9,NA,158.5,7.3,NA
