"Reservoir","Site","DateTime","Depth_m","Temp_C","DO_mgL","DOSat","Cond_uScm","PAR_umolm2s","ORP","pH","Notes"
"BVR",50,2016-06-16 12:00:00,0.1,24.3,8.05,NA,32.2,1308,110.8,7.26,NA
"BVR",50,2016-06-16 12:00:00,1,24.3,8.1,NA,32.1,831,113.5,7.26,NA
"BVR",50,2016-06-16 12:00:00,2,24.2,8.07,NA,32,311,114.6,7.27,NA
"BVR",50,2016-06-16 12:00:00,3,24.2,8.03,NA,32,133,116.4,7.29,NA
"BVR",50,2016-06-16 12:00:00,4,24.2,8,NA,31.9,94,118.8,7.28,NA
"BVR",50,2016-06-16 12:00:00,5,16.4,7.35,NA,33,84,144.6,6.8,NA
"BVR",50,2016-06-16 12:00:00,6,12.8,6.14,NA,32.5,63,153.8,6.58,NA
"BVR",50,2016-06-16 12:00:00,7,11.3,4.92,NA,31.7,33,157.4,6.48,NA
"BVR",50,2016-06-16 12:00:00,8,9.9,2.35,NA,33,10.5,166.3,6.36,NA
"BVR",50,2016-06-16 12:00:00,9,8.8,0.4,NA,41.3,0.6,54.4,6.27,NA
"BVR",50,2016-06-16 12:00:00,10,8.3,0.31,NA,68.5,0.09,-80.5,6.68,NA
"BVR",50,2016-06-16 12:00:00,11,8,0.31,NA,77.8,0.01,-111,6.81,NA
"FCR",50,2016-06-20 09:00:00,0.1,23.6,8.58,105.2,38.2,1097,173.4,7.36,"Sed traps, HOBO downloads potentially, outflow, inflow, methane ebullition, DO sonde retrieve 0945, phtodepth 3.8+5, CMAX~28ug/l @ 4m; mostly greens + diatoms"
"FCR",50,2016-06-20 09:00:00,0.8,23.5,8.49,104.8,38.1,493,174.8,7.34,NA
"FCR",50,2016-06-20 09:00:00,1.6,23.5,8.4,103.6,38.1,243.1,176.8,7.32,NA
"FCR",50,2016-06-20 09:00:00,2.8,21.7,11.02,131.6,39.4,92.57,179.3,7.33,NA
"FCR",50,2016-06-20 09:00:00,3.8,18.7,12.51,141.1,40.6,36.21,193.4,7.04,NA
"FCR",50,2016-06-20 09:00:00,5,15.3,5.55,57.8,42.5,13.52,210.5,6.5,NA
"FCR",50,2016-06-20 09:00:00,6.2,12.3,11.21,110.6,41.1,3.47,220.7,6.23,NA
"FCR",50,2016-06-20 09:00:00,8,11.9,12.4,120.2,40.1,0.82,225.6,6.08,NA
"FCR",50,2016-06-20 09:00:00,9,11.8,12.43,120.2,39.9,0.33,227.7,6.04,NA
"FCR",100,2016-06-20 09:00:00,999,21.2,9.05,95.1,33.9,NA,177.5,7.14,NA
"BVR",50,2016-06-23 12:00:00,0.1,23.9,10.48,NA,32.2,NA,140.1,7.16,"PAR out of service, refer to secchi."
"BVR",50,2016-06-23 12:00:00,1,23.9,10.5,NA,32.8,NA,140.8,7.15,NA
"BVR",50,2016-06-23 12:00:00,2,23.9,10.45,NA,32.2,NA,162.1,6.84,NA
"BVR",50,2016-06-23 12:00:00,3,23.9,10.4,NA,32.1,NA,168.1,6.78,NA
"BVR",50,2016-06-23 12:00:00,4,23.9,10.33,NA,32,NA,174.3,6.69,NA
"BVR",50,2016-06-23 12:00:00,5,17.6,8.96,NA,33,NA,198.7,6.27,NA
"BVR",50,2016-06-23 12:00:00,6,14.6,8.05,NA,33.2,NA,206.5,5.99,NA
"BVR",50,2016-06-23 12:00:00,7,12.3,5.18,NA,33.6,NA,210.7,5.94,NA
"BVR",50,2016-06-23 12:00:00,8,9.9,3.28,NA,35.2,NA,220.4,5.78,NA
"BVR",50,2016-06-23 12:00:00,9,8.9,0.83,NA,53.1,NA,4,5.62,NA
"BVR",50,2016-06-23 12:00:00,10,8.3,0.39,NA,69.9,NA,-79.1,6.51,NA
"BVR",50,2016-06-23 12:00:00,11,8.1,0.38,NA,83.8,NA,-109.6,6.74,NA
"GWR",50,2016-06-25 13:00:00,0.1,25.6,8.62,112.2,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,0.1,25.6,8.62,112.2,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,1,25.1,8.74,113.1,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,1,25.1,8.74,113.1,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,2,24.7,8.63,111.3,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,2,24.7,8.63,111.3,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,3,24.4,8.74,112.1,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,3,24.4,8.74,112.1,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,4,21.7,9.45,115.1,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,4,21.7,9.45,115.1,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,5,19.1,7.25,84,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,5,19.1,7.25,84,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,6,17.1,5.03,55.8,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,6,17.1,5.03,55.8,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,7,15.2,2.6,28.6,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,7,15.2,2.6,28.6,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,8,13.3,1.78,18.1,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,8,13.3,1.78,18.1,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,9,12.4,1.4,14.2,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,9,12.4,1.4,14.2,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,10,11.4,1.06,10.5,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,10,11.4,1.06,10.5,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,11,11,0.56,4.9,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,11,11,0.56,4.9,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,12,10.8,0.42,4.2,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,12,10.8,0.42,4.2,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,13,10.5,0.32,3.1,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,13,10.5,0.32,3.1,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,14,10.1,0.32,3,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 13:00:00,14,10.1,0.32,3,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 21:00:00,0.1,25.1,8.71,112.9,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 21:00:00,1,25,8.78,113.8,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 21:00:00,2,24.7,8.8,114.2,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 21:00:00,3,24.1,8.97,114.1,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 21:00:00,4,22.5,9.39,116.6,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 21:00:00,5,19.3,7.34,85.4,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 21:00:00,6,16.6,4.06,44.7,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 21:00:00,7,14.9,2.55,27.1,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 21:00:00,8,13.5,1.53,15.6,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 21:00:00,9,12.3,1.57,15.6,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 21:00:00,10,11.4,0.97,9.2,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 21:00:00,11,11,0.59,5.6,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 21:00:00,12,10.8,0.32,3.1,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 21:00:00,13,10.4,0.3,2.8,NA,NA,NA,NA,NA
"GWR",50,2016-06-25 21:00:00,14,10.2,0.29,2.8,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 00:30:00,0.1,24.5,8.15,105,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 00:30:00,1,24.7,8.1,105,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 00:30:00,2,24.7,8.2,105.5,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 00:30:00,3,24.6,8.23,105.8,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 00:30:00,4,22.9,8.59,106.9,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 00:30:00,5,19.7,7.49,87.5,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 00:30:00,6,16.7,3.81,41.8,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 00:30:00,7,14.7,2.24,23.4,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 00:30:00,8,13.4,1.7,17.6,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 00:30:00,9,12.2,1.32,13.2,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 00:30:00,10,11.5,1.07,10.3,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 00:30:00,11,10.9,0.79,7.8,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 00:30:00,12,10.9,0.8,7.8,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 00:30:00,13,10.7,0.32,3,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 00:30:00,14,10.5,0.29,2.9,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 02:00:00,0.1,24.6,8.2,105.8,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 02:00:00,1,24.7,8.17,104.8,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 02:00:00,2,24.7,8.11,104.8,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 02:00:00,3,24.6,8.16,104.5,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 02:00:00,4,22.6,8.59,106.1,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 02:00:00,5,19.1,7.3,83.5,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 02:00:00,6,16.5,3.61,39.5,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 02:00:00,7,14.7,2.3,24.3,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 02:00:00,8,13.4,1.58,16.2,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 02:00:00,9,12.2,1.48,14.8,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 02:00:00,10,11.6,1.26,12.3,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 02:00:00,11,11.2,0.58,5.8,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 02:00:00,12,10.8,0.33,3.2,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 02:00:00,13,10.6,0.32,3.1,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 02:00:00,14,10.4,0.32,3.1,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 06:45:00,0.1,24.6,8.29,106.5,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 06:45:00,1,24.7,8.26,106.3,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 06:45:00,2,24.7,8.22,105.5,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 06:45:00,3,24.4,8.25,105.2,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 06:45:00,4,22.9,8.77,109.2,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 06:45:00,5,18.8,6.96,80.7,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 06:45:00,6,16.6,3.9,42.8,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 06:45:00,7,15,2.59,27.3,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 06:45:00,8,13.5,1.46,15,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 06:45:00,9,12.3,1.54,15.3,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 06:45:00,10,11.7,1.43,14.1,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 06:45:00,11,11.2,0.68,6.5,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 06:45:00,12,10.8,0.86,8.3,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 06:45:00,13,10.6,0.35,3.3,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 06:45:00,14,10.5,0.31,3,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 11:00:00,0.1,25.1,8.21,106.5,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 11:00:00,1,24.8,8.3,107.1,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 11:00:00,2,24.7,8.22,105.8,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 11:00:00,3,24.5,8.19,104.8,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 11:00:00,4,22.1,9.02,110.9,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 11:00:00,5,19,6.5,74.8,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 11:00:00,6,17.3,4.55,51,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 11:00:00,7,15,2.47,26,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 11:00:00,8,13.6,1.82,18.6,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 11:00:00,9,12.3,1.46,14.7,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 11:00:00,10,11.6,1.2,11.8,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 11:00:00,11,11.1,0.8,7.6,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 11:00:00,12,10.8,0.41,4,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 11:00:00,13,10.5,0.33,3.1,NA,NA,NA,NA,NA
"GWR",50,2016-06-26 11:00:00,14,10.3,0.32,2.9,NA,NA,NA,NA,NA
"BVR",50,2016-06-26 12:00:00,0.1,24.8,8.4,NA,31.9,NA,133.9,7.37,NA
"BVR",50,2016-06-26 12:00:00,1,24.4,8.53,NA,31.8,NA,143.6,7.26,NA
"BVR",50,2016-06-26 12:00:00,2,24.1,8.47,NA,31.8,NA,132.1,7.42,NA
"BVR",50,2016-06-26 12:00:00,3,23.7,7.98,NA,31.9,NA,140.6,7.22,NA
"BVR",50,2016-06-26 12:00:00,4,22.1,7,NA,33.1,NA,152.4,6.88,NA
"BVR",50,2016-06-26 12:00:00,5,18.1,6.67,NA,32.5,NA,162.6,6.62,NA
"BVR",50,2016-06-26 12:00:00,6,13.6,4.69,NA,32.6,NA,171.6,6.45,NA
"BVR",50,2016-06-26 12:00:00,7,11.7,3.37,NA,32,NA,175.2,6.38,NA
"BVR",50,2016-06-26 12:00:00,8,10.2,1.82,NA,32.9,NA,179.2,6.27,NA
"BVR",50,2016-06-26 12:00:00,9,9,0.45,NA,48.1,NA,25.6,6.22,NA
"BVR",50,2016-06-26 12:00:00,10,8.4,0.33,NA,69.41,NA,-84.1,6.4,NA
"BVR",50,2016-06-26 12:00:00,11,8.1,0.31,NA,90.6,NA,-113.4,6.7,NA
"FCR",50,2016-06-27 09:30:00,0.1,23.6,8.59,107.1,36.6,NA,161.3,6.79,"VEM on @10:10, Max drop @x hours 15 SCFM"
"FCR",50,2016-06-27 09:30:00,0.8,23.7,8.63,107.6,36.9,NA,161,6.94,NA
"FCR",50,2016-06-27 09:30:00,1.6,23.7,8.58,106.7,36.8,NA,163,7.02,NA
"FCR",50,2016-06-27 09:30:00,2.8,21.5,9.1,108.2,39.5,NA,178.1,6.8,NA
"FCR",50,2016-06-27 09:30:00,3.8,18.3,11.09,123.2,40,NA,228.5,6.15,NA
"FCR",50,2016-06-27 09:30:00,5,14.6,4.05,42,0.3,NA,235.2,6.13,NA
"FCR",50,2016-06-27 09:30:00,6.2,12.4,12.04,118.9,43,NA,255.6,5.82,NA
"FCR",50,2016-06-27 09:30:00,8,12,12.31,120.8,41,NA,260.7,5.6,NA
"FCR",50,2016-06-27 09:30:00,9,11.9,12.38,120.5,41.5,NA,262.2,5.75,NA
"FCR",100,2016-06-27 09:30:00,999,23,7.56,92.6,33,NA,159.1,6.77,NA
"FCR",50,2016-06-27 14:00:00,0.1,25.2,8.12,NA,36.9,NA,119.1,7.29,NA
"FCR",50,2016-06-27 14:00:00,0.8,24.2,8.43,NA,36.5,NA,127.3,7.17,NA
"FCR",50,2016-06-27 14:00:00,1.6,23.4,8.41,NA,38.1,NA,133.9,7.09,NA
"FCR",50,2016-06-27 14:00:00,2.8,21.5,8.44,NA,37.5,NA,141.9,6.9,NA
"FCR",50,2016-06-27 14:00:00,3.8,19.3,10.03,NA,39.9,NA,149.9,6.78,NA
"FCR",50,2016-06-27 14:00:00,5,16.4,5.47,NA,41.7,NA,164.1,6.63,NA
"FCR",50,2016-06-27 14:00:00,6.2,12.7,8.01,NA,42.4,NA,183.5,6.24,NA
"FCR",50,2016-06-27 14:00:00,8,12,11.39,NA,40.3,NA,192.4,6.15,NA
"FCR",50,2016-06-27 14:00:00,9,12,11.5,NA,40.4,NA,198.4,6.1,NA
"FCR",50,2016-06-27 16:00:00,0.1,25.7,8.2,106.1,37.5,NA,179.3,7.24,NA
"FCR",50,2016-06-27 16:00:00,0.4,24.4,8.45,106.8,37.9,NA,178.9,7.24,NA
"FCR",50,2016-06-27 16:00:00,0.7,23.9,8.5,106.8,37.6,NA,181.2,7.18,NA
"FCR",50,2016-06-27 16:00:00,1,23.7,8.5,106.6,37.7,NA,1824,7.12,NA
"FCR",50,2016-06-27 16:00:00,1.3,23.4,8.4,104.8,37.8,NA,183.1,7.09,NA
"FCR",50,2016-06-27 16:00:00,1.6,23.2,8.42,103.4,37.8,NA,184.3,7.04,NA
"FCR",50,2016-06-27 16:00:00,1.9,23.1,8.32,102.6,37.9,NA,184.6,7.01,NA
"FCR",50,2016-06-27 16:00:00,2.3,22.6,8.24,101.4,38,NA,186.4,6.96,NA
"FCR",50,2016-06-27 16:00:00,2.6,22.4,8.29,101.4,38.6,NA,188.3,6.92,NA
"FCR",50,2016-06-27 16:00:00,2.9,21.8,8.38,102.3,39.1,NA,189.9,9.88,NA
"FCR",50,2016-06-27 16:00:00,3.2,20.3,9.6,113.6,40,NA,190.2,6.82,NA
"FCR",50,2016-06-27 16:00:00,3.5,19.8,10.05,116,40.4,NA,191,6.78,NA
"FCR",50,2016-06-27 16:00:00,3.8,18.9,9.66,110.3,40.6,NA,193.9,6.7,NA
"FCR",50,2016-06-27 16:00:00,4.1,18.1,8.16,91.2,40.6,NA,203.5,6.57,NA
"FCR",50,2016-06-27 16:00:00,4.4,17.5,8.32,92.6,40.3,NA,201.5,6.51,NA
"FCR",50,2016-06-27 16:00:00,4.7,16.6,7.3,79.7,41.1,NA,205.7,6.45,NA
"FCR",50,2016-06-27 16:00:00,5,16,6.83,72.6,41.2,NA,212.2,6.34,NA
"FCR",50,2016-06-27 16:00:00,5.3,15.6,6.31,66.4,41.6,NA,214,6.26,NA
"FCR",50,2016-06-27 16:00:00,5.6,15.2,5.44,57.4,42.2,NA,215.2,6.22,NA
"FCR",50,2016-06-27 16:00:00,5.9,14.6,4.61,46.3,42.6,NA,216,6.19,NA
"FCR",50,2016-06-27 16:00:00,6.2,14,4.36,45.2,42.3,NA,216.7,6.17,NA
"FCR",50,2016-06-27 16:00:00,6.5,12.5,8.06,81.3,41.2,NA,22.13,6.11,NA
"FCR",50,2016-06-27 16:00:00,6.8,12.1,10.49,103.6,41,NA,224,6.1,NA
"FCR",50,2016-06-27 16:00:00,7.1,12,11.06,109.7,40.5,NA,224.4,6.07,NA
"FCR",50,2016-06-27 16:00:00,7.4,12,11.29,110.4,40.3,NA,224.7,6.06,NA
"FCR",50,2016-06-27 16:00:00,7.7,12,11.24,110.9,40.3,NA,225.7,6.05,NA
"FCR",50,2016-06-27 16:00:00,8,12,11.33,110.7,40.1,NA,226.7,6.04,NA
"FCR",50,2016-06-27 16:00:00,8.3,12,11.24,110.6,40.6,NA,230.1,6.05,NA
"FCR",50,2016-06-27 16:00:00,8.7,11.9,11.3,110.1,40.2,NA,228.7,6.04,NA
"FCR",50,2016-06-27 16:00:00,9,11.9,11.31,110.4,40.2,NA,229.5,6.04,NA
"FCR",50,2016-06-27 16:00:00,9.3,11.9,11.27,110.2,40.7,NA,228.8,6.08,NA
"BVR",50,2016-06-28 12:00:00,0.1,24.9,7.52,NA,30.4,177,191,7.17,"PAR back in service."
"BVR",50,2016-06-28 12:00:00,1,24.9,7.5,NA,30.4,82.3,192.3,7.3,NA
"BVR",50,2016-06-28 12:00:00,2,24.9,7.52,NA,30.3,37.48,191.1,7.28,NA
"BVR",50,2016-06-28 12:00:00,3,24.8,7.49,NA,30.3,25.43,190.3,7.36,NA
"BVR",50,2016-06-28 12:00:00,4,22.3,6.41,NA,32.1,14.94,207.4,7.08,NA
"BVR",50,2016-06-28 12:00:00,5,17.7,6.03,NA,31.6,9.16,216.8,6.85,NA
"BVR",50,2016-06-28 12:00:00,6,14.5,4.74,NA,31.4,5.88,226.9,6.58,NA
"BVR",50,2016-06-28 12:00:00,7,12,3.22,NA,31.1,3.62,231.6,6.44,NA
"BVR",50,2016-06-28 12:00:00,8,10.3,1.83,NA,32.2,1.85,234.8,6.36,NA
"BVR",50,2016-06-28 12:00:00,9,8.9,0.42,NA,55.3,0.1,-42.6,6.3,NA
"BVR",50,2016-06-28 12:00:00,10,8.4,0.31,NA,70.6,0.01,-75.4,6.66,NA
"BVR",50,2016-06-28 12:00:00,11,8.1,0.3,NA,86.9,0,-108.9,6.7,NA
"FCR",50,2016-06-28 14:20:00,0.1,25.9,7.96,103.4,37.7,NA,114.2,6.86,"VEM off @ 10:11"
"FCR",50,2016-06-28 14:20:00,0.8,24.2,8.14,102.5,37.5,NA,116.1,6.87,NA
"FCR",50,2016-06-28 14:20:00,1.6,23.3,8.14,101.1,37.8,NA,119.2,6.85,NA
"FCR",50,2016-06-28 14:20:00,2.8,21.9,7.89,95.4,38.4,NA,135.1,6.7,NA
"FCR",50,2016-06-28 14:20:00,3.8,20.5,8.02,94.5,39.2,NA,143.3,6.56,NA
"FCR",50,2016-06-28 14:20:00,5,18.5,7.67,87.3,40.2,NA,154.5,6.43,NA
"FCR",50,2016-06-28 14:20:00,6.2,15.6,6.44,70.1,41.8,NA,164.4,6.26,NA
"FCR",50,2016-06-28 14:20:00,8,12.2,10.97,109.5,41.5,NA,182.2,6.1,NA
"FCR",50,2016-06-28 14:20:00,9,12.1,11.38,112.1,41.5,NA,158.8,6.04,NA
"FCR",100,2016-06-28 14:20:00,999,23.8,7.49,94.1,33.2,NA,147.2,6.97,NA
"CCR",50,2016-06-29 10:00:00,-0.1,NA,NA,NA,NA,447,NA,NA,NA
"CCR",50,2016-06-29 10:00:00,0.1,NA,NA,NA,NA,250,NA,NA,NA
"CCR",50,2016-06-29 10:00:00,1,NA,NA,NA,NA,460,NA,NA,NA
"CCR",50,2016-06-29 10:00:00,2,NA,NA,NA,NA,180,NA,NA,"partly cloudy; sun going in and out."
"CCR",50,2016-06-29 10:00:00,3,NA,NA,NA,NA,180,NA,NA,"partly cloudy; sun going in and out."
"CCR",50,2016-06-29 10:00:00,4,NA,NA,NA,NA,33,NA,NA,"partly cloudy; sun going in and out."
"CCR",50,2016-06-29 10:00:00,5,NA,NA,NA,NA,18,NA,NA,"partly cloudy; sun going in and out."
"CCR",50,2016-06-29 10:00:00,6,NA,NA,NA,NA,9.8,NA,NA,"partly cloudy; sun going in and out."
"CCR",50,2016-06-29 10:00:00,7,NA,NA,NA,NA,6.2,NA,NA,"partly cloudy; sun going in and out."
"CCR",50,2016-06-29 10:00:00,8,NA,NA,NA,NA,3.4,NA,NA,"partly cloudy; sun going in and out."
"CCR",50,2016-06-29 10:00:00,9,NA,NA,NA,NA,1.8,NA,NA,"partly cloudy; sun going in and out."
"CCR",50,2016-06-29 10:00:00,10,NA,NA,NA,NA,0.7,NA,NA,"partly cloudy; sun going in and out."
"CCR",50,2016-06-29 10:00:00,11,NA,NA,NA,NA,0.25,NA,NA,"partly cloudy; sun going in and out."
"CCR",50,2016-06-29 10:00:00,12,NA,NA,NA,NA,0.08,NA,NA,"partly cloudy; sun going in and out."
"CCR",50,2016-06-29 10:00:00,13,NA,NA,NA,NA,0.04,NA,NA,"partly cloudy; sun going in and out."
"CCR",50,2016-06-29 10:00:00,14,NA,NA,NA,NA,0.02,NA,NA,"partly cloudy; sun going in and out."
"CCR",50,2016-06-29 10:00:00,15,NA,NA,NA,NA,0.01,NA,NA,"partly cloudy; sun going in and out."
"CCR",50,2016-06-29 10:00:00,16,NA,NA,NA,NA,0,NA,NA,"partly cloudy; sun going in and out."
"SHR",50,2016-06-29 13:00:00,-0.1,NA,NA,NA,NA,1450,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,0.1,NA,NA,NA,NA,950,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,1,NA,NA,NA,NA,600,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,2,NA,NA,NA,NA,560,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,3,NA,NA,NA,NA,350,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,4,NA,NA,NA,NA,122,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,5,NA,NA,NA,NA,93,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,6,NA,NA,NA,NA,73,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,7,NA,NA,NA,NA,57,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,8,NA,NA,NA,NA,43,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,9,NA,NA,NA,NA,33,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,10,NA,NA,NA,NA,25,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,11,NA,NA,NA,NA,19,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,12,NA,NA,NA,NA,14,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,13,NA,NA,NA,NA,10,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,14,NA,NA,NA,NA,7.5,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,15,NA,NA,NA,NA,5.8,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,16,NA,NA,NA,NA,5.8,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,17,NA,NA,NA,NA,4.3,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,18,NA,NA,NA,NA,3.5,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,19,NA,NA,NA,NA,2.9,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,20,NA,NA,NA,NA,2.4,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,21,NA,NA,NA,NA,2.4,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,22,NA,NA,NA,NA,7.3,NA,NA,"sun out of clouds"
"SHR",50,2016-06-29 13:00:00,23,NA,NA,NA,NA,4.9,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,24,NA,NA,NA,NA,4.8,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,25,NA,NA,NA,NA,3.7,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,26,NA,NA,NA,NA,3.2,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,27,NA,NA,NA,NA,2.8,NA,NA,NA
"SHR",50,2016-06-29 13:00:00,28,NA,NA,NA,NA,2.8,NA,NA,NA
"BVR",50,2016-06-30 12:00:00,0.1,25.8,8.16,NA,31.2,900.5,133.7,7.45,NA
"BVR",50,2016-06-30 12:00:00,1,25.2,8.35,NA,31.2,221.3,140.7,7.58,NA
