"Reservoir","Site","DateTime","Depth_m","TN_ugL","TP_ugL","infTPloads_g","NH4_ugL","NO3NO2_ugL","SRP_ugL","DOC_mgL","Notes"
"FCR",50,2014-05-26 12:00:00,0.8,152,11.6,NA,6.1,4.36,3.84,152,NA
"FCR",50,2014-05-26 12:00:00,1.6,NA,NA,NA,7.04,1.97,3.43,NA,NA
"FCR",50,2014-05-26 12:00:00,2.8,163,14.1,NA,7.2,1.21,2.01,163,NA
"FCR",50,2014-05-26 12:00:00,3.8,173,11.5,NA,5.51,2.13,2.64,173,NA
"FCR",50,2014-05-26 12:00:00,5,159,11.1,NA,8.6,1.3,2.67,159,NA
"FCR",50,2014-05-26 12:00:00,6.2,157,10.5,NA,11.4,2.19,3.24,157,NA
"FCR",50,2014-05-26 12:00:00,8,142,10.5,NA,6.68,2.38,2.44,142,NA
"FCR",50,2014-05-26 12:00:00,9,161,10.8,NA,8.79,3.22,3.06,161,NA
"FCR",100,2014-05-26 12:00:00,100,NA,NA,NA,8.09,15.7,4.11,NA,NA
"CCR",50,2014-05-27 11:00:00,0,152,6.83,NA,5.84,5.56,0.82,3,NA
"CCR",50,2014-05-27 11:00:00,6,163,8.6,NA,4.89,5.48,0.42,2.8,NA
"CCR",50,2014-05-27 11:00:00,14,165,9.12,NA,4.88,17.65,1.05,2.63,NA
"BVR",50,2014-05-29 12:00:00,0,199,5.92,NA,3.18,3.38,3,NA,NA
"BVR",50,2014-05-29 12:00:00,4,192,6.51,NA,6.27,3.75,2.68,2.21,NA
"BVR",50,2014-05-29 12:00:00,8,160,5.76,NA,5.07,4.35,3.81,NA,NA
"BVR",50,2014-05-29 12:00:00,12,378,26.8,NA,58,1.69,4.88,2.92,NA
"SHR",50,2014-05-30 11:00:00,0,415,7.27,NA,9.8,276,4.5,1.84,NA
"SHR",50,2014-05-30 11:00:00,8,455,6.15,NA,7.7,367,3.7,1.58,NA
"SHR",50,2014-05-30 11:00:00,25,406,3.22,NA,12.2,321,3.4,1.57,NA
"FCR",50,2014-06-02 12:00:00,0.1,203,10.9,NA,4.84,3.64,3.65,203,NA
"FCR",50,2014-06-02 12:00:00,0.8,178,15.2,NA,13.1,4.11,5.57,178,NA
"FCR",50,2014-06-02 12:00:00,1.6,184,12.1,NA,12.3,3.17,3.98,184,NA
"FCR",50,2014-06-02 12:00:00,2.8,177,18.2,NA,9.92,2.49,4.14,177,NA
"FCR",50,2014-06-02 12:00:00,3.8,183,15.3,NA,5.73,2.07,4.03,183,NA
"FCR",50,2014-06-02 12:00:00,5,166,11.3,NA,7.13,2.93,3.67,166,NA
"FCR",50,2014-06-02 12:00:00,6.2,159,12.7,NA,12.2,4.2,3.78,159,NA
"FCR",50,2014-06-02 12:00:00,8,135,9.43,NA,7.48,2.66,3.62,135,NA
"FCR",50,2014-06-02 12:00:00,9,178,17.2,NA,8.77,1.97,3.08,178,NA
"FCR",100,2014-06-02 12:00:00,100,NA,NA,NA,11.6,24.6,4.87,NA,NA
"CCR",50,2014-06-04 09:15:00,0,118,3.32,NA,0.04,6.78,1.09,2.83,NA
"CCR",50,2014-06-04 09:15:00,6,277,6.87,NA,7.99,7.23,1.25,3.06,NA
"CCR",50,2014-06-04 09:15:00,20,297,16.2,NA,39.4,38.3,2.27,2.78,NA
"BVR",50,2014-06-04 12:00:00,0,171,4.75,NA,4.79,2.88,119,2.31,NA
"BVR",50,2014-06-04 12:00:00,4,166,5.24,NA,7.01,3.19,2.68,2.37,NA
"BVR",50,2014-06-04 12:00:00,8,169,4.26,NA,5.77,3.02,6.76,2.54,NA
"BVR",50,2014-06-04 12:00:00,12,696,30.5,NA,377,3.91,NA,3.81,NA
"GWR",50,2014-06-04 18:00:00,0,47.3,1.97,NA,3.48,6.88,1.76,2.93,NA
"GWR",50,2014-06-04 18:00:00,5,170,6.63,NA,6.16,6.13,1.66,2.69,NA
"GWR",50,2014-06-04 18:00:00,12,201,5.45,NA,14.6,87.1,2.09,2.36,NA
"FCR",50,2014-06-09 12:00:00,0.1,166,15.3,NA,6.18,2.11,4.77,166,NA
"FCR",50,2014-06-09 12:00:00,0.8,194,12.6,NA,10.1,3.36,21.2,194,NA
"FCR",50,2014-06-09 12:00:00,1.6,203,11.4,NA,1.38,3.51,5.57,203,NA
"FCR",50,2014-06-09 12:00:00,2.8,187,13,NA,8.27,2.72,3.73,187,NA
"FCR",50,2014-06-09 12:00:00,3.8,182,11.3,NA,5.18,1.49,2.95,182,NA
"FCR",50,2014-06-09 12:00:00,5,171,9.51,NA,33.8,4.95,6.11,171,NA
"FCR",50,2014-06-09 12:00:00,6.2,193,11.1,NA,27.9,4.14,6.02,193,NA
"FCR",50,2014-06-09 12:00:00,8,261,17.3,NA,70.9,5.45,3.56,261,NA
"FCR",50,2014-06-09 12:00:00,9,286,24.8,NA,46.7,74.2,2.8,286,NA
"FCR",100,2014-06-09 12:00:00,100,NA,NA,NA,13.6,49.4,9.77,NA,NA
"CCR",50,2014-06-12 09:30:00,0,132,3.83,NA,3.75,7.53,0.8,2.58,NA
"CCR",50,2014-06-12 09:30:00,6,223,9.38,NA,5.23,6.83,1.48,3.08,NA
"CCR",50,2014-06-12 09:30:00,20,144,5.72,NA,3.72,8.29,1.3,2.8,NA
"SHR",50,2014-06-12 15:00:00,0,326,1.84,NA,7.2,247,1.79,1.73,NA
"SHR",50,2014-06-12 15:00:00,8,429,6.95,NA,11.95,317,2.16,1.56,NA
"SHR",50,2014-06-12 15:00:00,28,400.67,1.77,NA,12,320,2.16,2.01,NA
"FCR",50,2014-06-16 12:00:00,0.1,214.91,14.9,NA,34.2,3.12,4.51,214.91,NA
"FCR",50,2014-06-16 12:00:00,0.8,134.72,12.9,NA,17.2,3.14,45.7,134.72,NA
"FCR",50,2014-06-16 12:00:00,1.6,137.66,14.5,NA,12.8,3.98,4.19,137.66,NA
"FCR",50,2014-06-16 12:00:00,2.8,134.72,11.7,NA,6.24,1.62,3.39,134.72,NA
"FCR",50,2014-06-16 12:00:00,3.8,154.57,16.7,NA,7.88,3.67,3.95,154.57,NA
"FCR",50,2014-06-16 12:00:00,5,133.74,8.93,NA,27.1,3.71,18.8,133.74,NA
"FCR",50,2014-06-16 12:00:00,6.2,161.63,13.2,NA,41.8,3.83,3.85,161.63,NA
"FCR",50,2014-06-16 12:00:00,8,213.83,13.5,NA,115,4.96,3.96,213.83,NA
"FCR",50,2014-06-16 12:00:00,9,252.19,15.1,NA,124,5.66,3.73,252.19,NA
"FCR",100,2014-06-16 12:00:00,100,NA,NA,NA,9.36,36.3,5.93,NA,NA
"GWR",50,2014-06-16 13:30:00,0,155,4.47,NA,2.18,7.6,1.57,2.73,NA
"GWR",50,2014-06-16 13:30:00,5,176,7.6,NA,2,2.72,2.87,2.6,NA
"GWR",50,2014-06-16 13:30:00,12,192,5.94,NA,3.33,56.9,1.24,2.4,NA
"BVR",50,2014-06-18 12:00:00,0,150.56,8.49,NA,6.43,3.95,2.3,2.26,NA
"BVR",50,2014-06-18 12:00:00,4,136.68,7.63,NA,5.41,2.66,2.01,2.48,NA
"BVR",50,2014-06-18 12:00:00,8,125.94,8.83,NA,8.52,3.05,2.26,NA,NA
"BVR",50,2014-06-18 12:00:00,12,1304.6,37.2,NA,1040,3.23,13.2,4.35,NA
"FCR",50,2014-06-23 12:00:00,0.1,151.56,13.9,NA,9.09,3.54,4.61,151.56,NA
"FCR",50,2014-06-23 12:00:00,0.8,162.65,15.9,NA,7.66,3.37,5.92,162.65,NA
"FCR",50,2014-06-23 12:00:00,1.6,225,20.7,NA,8.15,1.04,3.63,225,NA
"FCR",50,2014-06-23 12:00:00,2.8,182.14,31.2,NA,10,3.47,5.39,182.14,NA
"FCR",50,2014-06-23 12:00:00,3.8,231,22.4,NA,6.57,1.68,4.12,231,NA
"FCR",50,2014-06-23 12:00:00,5,195,21.2,NA,5.77,2.11,3.43,195,NA
"FCR",50,2014-06-23 12:00:00,6.2,204,20.3,NA,36.2,6.36,3.98,204,NA
"FCR",50,2014-06-23 12:00:00,8,235.57,14.1,NA,126,7.88,3.95,235.57,NA
"FCR",50,2014-06-23 12:00:00,9,311.95,17.4,NA,177,9.12,8.66,311.95,NA
"FCR",100,2014-06-23 12:00:00,100,NA,NA,NA,7.54,29.1,5.45,NA,NA
"BVR",50,2014-06-25 12:00:00,0,231,13.6,NA,2.91,2.55,3.43,2.27,NA
"BVR",50,2014-06-25 12:00:00,4,253,15.5,NA,4.43,3.33,3.44,2.53,NA
"BVR",50,2014-06-25 12:00:00,8,221,21.3,NA,4.17,1.65,2.46,NA,NA
"BVR",50,2014-06-25 12:00:00,12,NA,NA,NA,1780,2.59,13.1,5.83,NA
"CCR",50,2014-06-26 09:45:00,0,127,3.39,NA,4.39,2.09,1.02,2.65,NA
"CCR",50,2014-06-26 09:45:00,6,167,9.14,NA,2.83,5.24,0.93,2.66,NA
"CCR",50,2014-06-26 09:45:00,20,247.5,31.45,NA,45.1,16.4,1.73,2.7,NA
"SHR",50,2014-06-26 12:15:00,0,293,0,NA,8.76,222,2.22,1.74,NA
"SHR",50,2014-06-26 12:15:00,7,393,2.54,NA,9.24,304,2.6,1.61,NA
"SHR",50,2014-06-26 12:15:00,28,406,1.74,NA,19.2,319,1.63,2.05,NA
"FCR",50,2014-06-29 12:00:00,0.1,282,23.8,NA,3.88,0.43,7.37,282,NA
"FCR",50,2014-06-29 12:00:00,0.8,225,20.9,NA,7.96,1.31,8.99,225,NA
"FCR",50,2014-06-29 12:00:00,1.6,330,18.8,NA,13,1.55,7.89,330,NA
"FCR",50,2014-06-29 12:00:00,2.8,205,23.5,NA,9.98,1.2,6.17,205,NA
"FCR",50,2014-06-29 12:00:00,3.8,284,22.5,NA,9,0.81,8.52,284,NA
"FCR",50,2014-06-29 12:00:00,5,212,20.3,NA,21.9,1.44,8.57,212,NA
"FCR",50,2014-06-29 12:00:00,6.2,220,17.3,NA,55.7,1.83,7.66,220,NA
"FCR",50,2014-06-29 12:00:00,8,213,19.8,NA,97.2,2.09,7.13,213,NA
"FCR",50,2014-06-29 12:00:00,9,350,20.6,NA,202,1.5,8.61,350,NA
"FCR",100,2014-06-29 12:00:00,100,NA,NA,NA,7.09,25.6,6.36,NA,NA
"GWR",50,2014-06-29 14:15:00,0,174,6.76,NA,2.66,6.53,1.34,2.88,NA
"GWR",50,2014-06-29 14:15:00,5,326,9.42,NA,6.53,7.3,0.97,3.17,NA
"GWR",50,2014-06-29 14:15:00,12,163,3.7,NA,4.15,40.3,1.82,2.3,NA
"FCR",50,2014-06-30 12:00:00,0.1,220,18.9,NA,4.53,0.67,7.97,220,NA
"FCR",50,2014-06-30 12:00:00,0.8,257,18.4,NA,10.1,1.23,7.47,257,NA
"FCR",50,2014-06-30 12:00:00,1.6,216,17,NA,8.39,1.39,8.99,216,NA
"FCR",50,2014-06-30 12:00:00,2.8,211,16.9,NA,10.6,0.68,7.75,211,NA
"FCR",50,2014-06-30 12:00:00,3.8,220,23,NA,7.87,1.07,8.64,220,NA
"FCR",50,2014-06-30 12:00:00,5,211,22,NA,13.8,2.03,5.66,211,NA
"FCR",50,2014-06-30 12:00:00,6.2,197,16.9,NA,40.6,3.85,7.23,197,NA
"FCR",50,2014-06-30 12:00:00,8,197,21,NA,54.3,1.54,5.9,197,NA
"FCR",50,2014-06-30 12:00:00,9,263,11,NA,58.4,1.66,4.5,263,NA
"FCR",100,2014-06-30 12:00:00,100,NA,NA,NA,5.45,24.1,7.85,NA,NA
"BVR",50,2014-07-02 12:00:00,0,266,13.7,NA,6.2,1.22,6.51,2.45,NA
"BVR",50,2014-07-02 12:00:00,4,215,12.2,NA,11.9,1.36,5.19,2.57,NA
"BVR",50,2014-07-02 12:00:00,8,538,62.3,NA,10.3,0.7,5.22,2.79,NA
"BVR",50,2014-07-02 12:00:00,12,1710,49,NA,1380,5.26,24.2,5.77,NA
"CCR",50,2014-07-03 09:00:00,0,118,3.69,NA,2.9,5.6,2.5,2.54,NA
"CCR",50,2014-07-03 09:00:00,6,178,11.7,NA,3.2,1.8,1.7,2.78,NA
"CCR",50,2014-07-03 09:00:00,20,179,16.7,NA,22.9,13.3,1.5,2.85,NA
"FCR",50,2014-07-07 12:00:00,0.1,311,20.2,NA,5.2,0.56,7.82,311,NA
"FCR",50,2014-07-07 12:00:00,0.8,196,17.1,NA,4.39,1.45,8.17,196,NA
"FCR",50,2014-07-07 12:00:00,1.6,217,15.7,NA,6.12,0.65,7.92,217,NA
"FCR",50,2014-07-07 12:00:00,2.8,218,21.1,NA,5.79,1.23,9.88,218,NA
"FCR",50,2014-07-07 12:00:00,3.8,163,7.99,NA,5.29,0.47,8.1,163,NA
"FCR",50,2014-07-07 12:00:00,5,183,13.3,NA,9.93,0.91,7.34,183,NA
"FCR",50,2014-07-07 12:00:00,6.2,180,18.1,NA,22.1,0.92,6.35,180,NA
"FCR",50,2014-07-07 12:00:00,8,183,22.3,NA,28.4,1.83,6.06,183,NA
"FCR",50,2014-07-07 12:00:00,9,252,23.5,NA,31.5,1.49,6.58,252,NA
"FCR",100,2014-07-07 12:00:00,100,NA,NA,NA,10.9,23.8,7.64,NA,NA
"BVR",50,2014-07-09 12:00:00,0,247,13.1,NA,3.41,0.84,7,2.37,NA
"BVR",50,2014-07-09 12:00:00,4,209,12.9,NA,4.06,1.41,8.53,2.48,NA
"BVR",50,2014-07-09 12:00:00,8,419,40.4,NA,4.68,0.64,7.43,2.87,NA
"BVR",50,2014-07-09 12:00:00,12,1720,50.2,NA,1340,6.53,31.8,5.28,NA
"GWR",50,2014-07-09 17:00:00,0,163.5,3.63,NA,4.6,2.3,2.8,3.04,NA
"GWR",50,2014-07-09 17:00:00,5,182,10.5,NA,3.5,2.8,3.7,2.49,NA
"GWR",50,2014-07-09 17:00:00,12,171,8.09,NA,3.6,8.2,2.7,3.16,NA
"SHR",50,2014-07-10 00:00:00,0,277,2.41,NA,9.7,192,3.5,1.59,NA
"SHR",50,2014-07-10 00:00:00,7,414,2.82,NA,13.5,253,3.7,1.25,NA
"SHR",50,2014-07-10 00:00:00,28,302,3.23,NA,17.3,315,4.2,1.46,NA
"CCR",50,2014-07-10 10:00:00,0,128,2.52,NA,4.7,6.1,3.3,2.89,NA
"CCR",50,2014-07-10 10:00:00,6,192.5,12.05,NA,6.9,2.2,2.4,2.68,NA
"CCR",50,2014-07-10 10:00:00,20,310,32,NA,88.1,17.1,4.6,2.57,NA
"FCR",50,2014-07-14 12:00:00,0.1,224,15.1,NA,5.25,1.05,7.26,224,NA
"FCR",50,2014-07-14 12:00:00,0.8,251,19.3,NA,5.59,1.35,8.94,251,NA
"FCR",50,2014-07-14 12:00:00,1.6,194,24.4,NA,5.91,1.11,6.89,194,NA
"FCR",50,2014-07-14 12:00:00,2.8,256,21.1,NA,5.7,0.75,8.4,256,NA
"FCR",50,2014-07-14 12:00:00,3.8,274,21.3,NA,8.98,1.27,7,274,NA
"FCR",50,2014-07-14 12:00:00,5,235,24.1,NA,9.85,2.11,6.86,235,NA
"FCR",50,2014-07-14 12:00:00,6.2,233,24.2,NA,38.7,2.38,6.62,233,NA
"FCR",50,2014-07-14 12:00:00,8,156,25.6,NA,38.1,1.82,6.87,156,NA
"FCR",50,2014-07-14 12:00:00,9,214,27.7,NA,38.2,1.92,5.89,214,NA
"FCR",100,2014-07-14 12:00:00,100,NA,NA,NA,13.2,29.6,9.45,NA,NA
"BVR",50,2014-07-16 12:00:00,0,254.43,13,NA,1.94,1.47,6.54,1.95,NA
"BVR",50,2014-07-16 12:00:00,4,205.27,13.7,NA,4.82,1.24,4.06,2.62,NA
"BVR",50,2014-07-16 12:00:00,8,320.25,29.7,NA,1.69,1.77,5.8,3.17,NA
"BVR",50,2014-07-16 12:00:00,12,950.04,32.3,NA,658,3.41,17,4.6,NA
"FCR",50,2014-07-21 12:00:00,0.1,139.63,11.1,NA,0.48,1.43,13.4,139.63,NA
"FCR",50,2014-07-21 12:00:00,0.8,167.73,14.2,NA,11.5,0.75,6.4,167.73,NA
"FCR",50,2014-07-21 12:00:00,1.6,167.73,13.3,NA,2.3,2.62,6.69,167.73,NA
"FCR",50,2014-07-21 12:00:00,2.8,189.44,32.5,NA,5,4.93,5.47,189.44,NA
"FCR",50,2014-07-21 12:00:00,3.8,186.31,16.1,NA,4.3,3.73,13.4,186.31,NA
"FCR",50,2014-07-21 12:00:00,5,188.39,17.1,NA,4.42,3.5,NA,188.39,NA
"FCR",50,2014-07-21 12:00:00,6.2,167.73,15.4,NA,5.96,3.8,4.66,167.73,NA
"FCR",50,2014-07-21 12:00:00,8,168.76,15,NA,9.46,2.62,3.92,168.76,NA
"FCR",50,2014-07-21 12:00:00,9,207,17,NA,10.4,5.55,4.82,207,NA
"FCR",100,2014-07-21 12:00:00,100,NA,NA,NA,23.7,52.2,4.8,NA,NA
"BVR",50,2014-07-23 12:00:00,0,248,12.6,NA,3.88,-0.21,6.8,NA,NA
"BVR",50,2014-07-23 12:00:00,4,240,15.8,NA,5.15,1.03,6.45,NA,NA
"BVR",50,2014-07-23 12:00:00,8,338,33,NA,6.9,1.48,6.95,NA,NA
"BVR",NA,2014-07-23 12:00:00,NA,2160,68.4,NA,NA,NA,NA,NA,NA
"CCR",50,2014-07-24 10:30:00,0,139,4.78,NA,2.8,4.1,8,2.58,NA
"CCR",50,2014-07-24 10:30:00,6,181,9.29,NA,2.8,4.1,8,2.68,NA
"CCR",50,2014-07-24 10:30:00,20,405,46.1,NA,130,19.2,4.4,2.62,NA
"SHR",50,2014-07-24 12:45:00,0,261,1.34,NA,8.9,159,4.8,1.53,NA
"SHR",50,2014-07-24 12:45:00,7,357,1.68,NA,10.6,282,4.1,1.52,NA
"SHR",50,2014-07-24 12:45:00,28,434,2.87,NA,14.3,325,4,1.39,NA
"GWR",50,2014-07-25 18:00:00,0,189,7.9,NA,4.2,1.1,3.1,2.86,NA
"GWR",50,2014-07-25 18:00:00,5,145,6.44,NA,17.2,2.4,2.2,2.53,NA
"GWR",50,2014-07-25 18:00:00,12,198,7.41,NA,3.8,2.3,2.6,2.92,NA
"FCR",50,2014-07-28 12:00:00,0.1,165.69,13.8,NA,14.6,2.07,5.92,165.69,NA
"FCR",50,2014-07-28 12:00:00,0.8,165.69,14.1,NA,12.5,2.62,6.59,165.69,NA
"FCR",50,2014-07-28 12:00:00,1.6,162.65,13.4,NA,5,2.66,5.63,162.65,NA
"FCR",50,2014-07-28 12:00:00,2.8,174.91,16,NA,1.41,2.81,5.49,174.91,NA
"FCR",50,2014-07-28 12:00:00,3.8,184.22,15.5,NA,5.66,1.77,5.31,184.22,NA
"FCR",50,2014-07-28 12:00:00,5,169.78,15.5,NA,7.54,4.91,4.06,169.78,NA
"FCR",50,2014-07-28 12:00:00,6.2,167.73,20.5,NA,15.1,1.4,4.19,167.73,NA
"FCR",50,2014-07-28 12:00:00,8,150.56,17.6,NA,7.65,4.14,3.48,150.56,NA
"FCR",50,2014-07-28 12:00:00,9,174.91,18.8,NA,9.98,3.91,4.32,174.91,NA
"FCR",100,2014-07-28 12:00:00,100,NA,NA,NA,8.21,34,7.3,NA,NA
"BVR",50,2014-07-30 12:00:00,0,NA,NA,NA,37.6,4.64,4.42,NA,NA
"BVR",50,2014-07-30 12:00:00,4,157.59,10.4,NA,11.9,3.49,3.85,2.65,NA
"BVR",50,2014-07-30 12:00:00,8,313.13,26.3,NA,24.2,1.91,4,3.63,NA
"BVR",50,2014-07-30 12:00:00,12,845.79,26.7,NA,543,2.95,9.34,4.96,NA
"FCR",50,2014-08-04 12:00:00,0.1,171.83,14.8,NA,2.31,3.33,4.78,171.83,NA
"FCR",50,2014-08-04 12:00:00,0.8,166.71,12.9,NA,4.08,1.8,4.67,166.71,NA
"FCR",50,2014-08-04 12:00:00,1.6,155.57,13.3,NA,18.7,0.75,5.8,155.57,NA
"FCR",50,2014-08-04 12:00:00,2.8,163.66,15.9,NA,4.1,3.22,6.21,163.66,NA
"FCR",50,2014-08-04 12:00:00,3.8,190.49,18.2,NA,6.11,3.54,5.3,190.49,NA
"FCR",50,2014-08-04 12:00:00,5,165.69,24.8,NA,13.5,5.03,4.95,165.69,NA
"FCR",50,2014-08-04 12:00:00,6.2,145.57,13.6,NA,1.83,0.87,3.05,145.57,NA
"FCR",50,2014-08-04 12:00:00,8,192.58,20.1,NA,24.8,4.57,4.5,192.58,NA
"FCR",50,2014-08-04 12:00:00,9,465.14,40.2,NA,91.1,0.4,6,465.14,NA
"FCR",100,2014-08-04 12:00:00,100,NA,NA,NA,13.9,33.3,8.81,NA,NA
"SHR",50,2014-08-07 10:00:00,0,245,0,NA,18.4,144,3.4,1.72,NA
"SHR",50,2014-08-07 10:00:00,7,326,0,NA,21.1,231,4.5,1.58,NA
"SHR",50,2014-08-07 10:00:00,28,422,0,NA,5.5,380,3.4,1.99,NA
"CCR",50,2014-08-07 13:30:00,0,144,6.58,NA,6.1,1.8,2.1,2.5,NA
"CCR",50,2014-08-07 13:30:00,6,175,11.8,NA,4.8,5,2.6,2.59,NA
"CCR",50,2014-08-07 13:30:00,20,706,63.1,NA,263,10.7,2.3,2.6,NA
"FCR",50,2014-08-11 12:00:00,0.1,153.56,13.2,NA,2.11,5.99,3.6,153.56,NA
"FCR",50,2014-08-11 12:00:00,0.8,194.69,15.9,NA,16.7,3.49,5,194.69,NA
"FCR",50,2014-08-11 12:00:00,1.6,176.97,15.4,NA,3.86,3.64,4.07,176.97,NA
"FCR",50,2014-08-11 12:00:00,2.8,187.35,18,NA,13.8,1.4,6.9,187.35,NA
"FCR",50,2014-08-11 12:00:00,3.8,176.97,16.2,NA,14.4,3.59,3.35,176.97,NA
"FCR",50,2014-08-11 12:00:00,5,219.22,13.6,NA,11.8,3.56,4.04,219.22,NA
"FCR",50,2014-08-11 12:00:00,6.2,188.39,14.9,NA,25.6,2,2.4,188.39,NA
"FCR",50,2014-08-11 12:00:00,8,205.27,18.9,NA,31.8,9.36,4.53,205.27,NA
"FCR",50,2014-08-11 12:00:00,9,279.36,20.8,NA,176,3.69,4.8,279.36,NA
"FCR",100,2014-08-11 12:00:00,100,NA,NA,NA,9.64,41.5,8.38,NA,NA
"GWR",50,2014-08-11 19:30:00,0,191,9.36,NA,3.3,4,2.8,2.71,NA
"GWR",50,2014-08-11 19:30:00,5,199,8.55,NA,10.2,14,3.4,2.76,NA
"GWR",50,2014-08-11 19:30:00,10,126,10.3,NA,4.3,4,3.1,2.12,NA
"BVR",50,2014-08-13 12:00:00,0,166.71,8.46,NA,3.79,4.94,4.69,NA,NA
"BVR",50,2014-08-13 12:00:00,4,162.65,8.66,NA,2.74,2.72,4.36,NA,NA
"BVR",50,2014-08-13 12:00:00,8,NA,NA,NA,46.5,2.48,4.44,NA,NA
"BVR",50,2014-08-13 12:00:00,12,1009.21,21,NA,745,1.8,9.59,NA,NA
"FCR",50,2014-08-18 12:00:00,0.1,169.78,12.9,NA,5.25,4.24,6.63,169.78,NA
"FCR",50,2014-08-18 12:00:00,0.8,171.83,12.9,NA,1.15,6.24,17.5,171.83,NA
"FCR",50,2014-08-18 12:00:00,1.6,208.47,18,NA,3.67,2.08,5.96,208.47,NA
"FCR",50,2014-08-18 12:00:00,2.8,180.07,21.4,NA,1.35,6.21,8.81,180.07,NA
"FCR",50,2014-08-18 12:00:00,3.8,205.27,24.1,NA,8.12,5.35,4.93,205.27,NA
"FCR",50,2014-08-18 12:00:00,5,187.35,17.7,NA,5.58,5.06,9.15,187.35,NA
"FCR",50,2014-08-18 12:00:00,6.2,214.91,16.6,NA,41.1,5.11,4.14,214.91,NA
"FCR",50,2014-08-18 12:00:00,8,321.44,23.8,NA,100,6.71,4.28,321.44,NA
"FCR",50,2014-08-18 12:00:00,9,1084.25,15.1,NA,830,6.25,15.3,1084.25,NA
"FCR",100,2014-08-18 12:00:00,100,NA,NA,NA,7.68,30.5,6.9,NA,NA
"CCR",50,2014-08-21 09:30:00,0,127,0,NA,3.3,4.1,2.3,2.46,NA
"CCR",50,2014-08-21 09:30:00,6,133,4.89,NA,3.6,3.7,4.2,2.52,NA
"CCR",50,2014-08-21 09:30:00,19,328,17.9,NA,130,40.9,3.2,2.79,NA
"GWR",50,2014-08-22 16:30:00,0,187,3.67,NA,4.3,2.2,2.2,2.82,NA
"GWR",50,2014-08-22 16:30:00,5,186,6.66,NA,6,3,6.3,2.9,NA
"GWR",50,2014-08-22 16:30:00,12,129,5.31,NA,6.9,5.3,2.2,2.17,NA
"FCR",50,2014-08-25 12:00:00,0.1,167.73,13,NA,3.83,6.04,5.81,167.73,NA
"FCR",50,2014-08-25 12:00:00,0.8,173.88,12.6,NA,5.01,1.33,4.79,173.88,NA
"FCR",50,2014-08-25 12:00:00,1.6,159.61,6.3,NA,10.2,20.1,8.3,159.61,NA
"FCR",50,2014-08-25 12:00:00,2.8,264.56,27.7,NA,5.38,3.12,7.99,264.56,NA
"FCR",50,2014-08-25 12:00:00,3.8,225.73,21,NA,4.01,2.14,4.28,225.73,NA
"FCR",50,2014-08-25 12:00:00,5,151.56,11.2,NA,2.78,3.03,5,151.56,NA
"FCR",50,2014-08-25 12:00:00,6.2,163.66,17.4,NA,6.93,7.71,3.68,163.66,NA
"FCR",50,2014-08-25 12:00:00,8,173.88,18.2,NA,7.84,2.36,4.41,173.88,NA
"FCR",50,2014-08-25 12:00:00,9,159.61,13.7,NA,6.87,5.08,4.86,159.61,NA
"FCR",100,2014-08-25 12:00:00,100,NA,NA,NA,14.3,33,7.72,NA,NA
"FCR",50,2014-09-03 12:00:00,0.1,162.65,13,NA,4.4,3.2,5.7,162.65,NA
"FCR",50,2014-09-03 12:00:00,0.8,162.65,18.7,NA,7.4,3.4,7.1,162.65,NA
"FCR",50,2014-09-03 12:00:00,1.6,151.56,10.6,NA,4.5,3,6.9,151.56,NA
"FCR",50,2014-09-03 12:00:00,2.8,164.68,19.8,NA,5.8,3.3,7.2,164.68,NA
"FCR",50,2014-09-03 12:00:00,3.8,214.91,21.8,NA,8.3,4.5,5,214.91,NA
"FCR",50,2014-09-03 12:00:00,5,204.21,21.7,NA,9.6,0.6,4.8,204.21,NA
"FCR",50,2014-09-03 12:00:00,6.2,181.11,16.9,NA,6.7,1.8,2.2,181.11,NA
"FCR",50,2014-09-03 12:00:00,8,176.97,1.17,NA,6.8,0.8,3.3,176.97,NA
"FCR",50,2014-09-03 12:00:00,9,162.65,20.9,NA,6.2,0.8,4.9,162.65,NA
"FCR",100,2014-09-03 12:00:00,100,NA,NA,NA,13.1,74.5,12.2,NA,NA
"BVR",50,2014-09-04 12:00:00,0,181,9.8,NA,7.6,3.9,6,2.41,NA
"BVR",50,2014-09-04 12:00:00,4,165,11,NA,23.9,0.2,3.3,2.71,NA
"BVR",50,2014-09-04 12:00:00,8,521,32.6,NA,36,1.9,3.7,4.7,NA
"BVR",50,2014-09-04 12:00:00,12,1570,28.1,NA,1050,3.5,11.6,6.75,NA
"CCR",50,2014-09-05 09:30:00,0,131,0.91,NA,3.9,5.2,5.1,2.53,NA
"CCR",50,2014-09-05 09:30:00,6,170,2.24,NA,5.7,43.1,4.3,2.55,NA
"CCR",50,2014-09-05 09:30:00,19,405,18,NA,181,59.2,4.5,2.37,NA
"SHR",50,2014-09-05 13:30:00,0,171,0,NA,10,97,4.2,1.59,NA
"SHR",50,2014-09-05 13:30:00,7,366,1.34,NA,12.4,305,3.2,1.69,NA
"SHR",50,2014-09-05 13:30:00,28,503,0,NA,13.8,364,5.7,1.4,NA
"GWR",50,2014-09-07 13:00:00,0,178,4.45,NA,3.7,22.8,2.4,3.31,NA
"GWR",50,2014-09-07 13:00:00,5,210,11.8,NA,6.4,1.7,3.5,2.88,NA
"GWR",50,2014-09-07 13:00:00,12,286,9.71,NA,146,1.4,4.9,2.6,NA
