"Reservoir","Site","DateTime","Depth_m","TN_ugL","TP_ugL","infTPloads_g","NH4_ugL","NO3NO2_ugL","SRP_ugL","DOC_mgL","Notes"
"FCR",50,2013-09-05 12:00:00,3.8,NA,NA,NA,242,11.3,4.1,NA,NA
"FCR",50,2013-09-05 12:00:00,6.2,NA,NA,NA,234,12.4,3.2,NA,NA
"FCR",100,2013-09-05 12:00:00,100,NA,NA,27.88,NA,NA,NA,NA,NA
"FCR",100,2013-09-06 12:00:00,100,NA,NA,27.03,NA,NA,NA,NA,NA
"FCR",100,2013-09-07 12:00:00,100,NA,NA,28.82,NA,NA,NA,NA,NA
"FCR",100,2013-09-08 12:00:00,100,NA,NA,32.56,NA,NA,NA,NA,NA
"FCR",100,2013-09-09 12:00:00,100,NA,NA,33.42,NA,NA,NA,NA,NA
"FCR",100,2013-09-10 12:00:00,100,NA,NA,70.18,NA,NA,NA,NA,NA
"FCR",50,2013-09-11 12:00:00,0.1,NA,24.75,NA,5.1,2.9,0.6,NA,NA
"FCR",50,2013-09-11 12:00:00,0.8,NA,59.72,NA,5.5,4.8,4,NA,NA
"FCR",50,2013-09-11 12:00:00,1.6,NA,45.37,NA,4.6,2.2,3.5,NA,NA
"FCR",50,2013-09-11 12:00:00,2.8,NA,25.64,NA,5.6,2.2,3.8,NA,NA
"FCR",50,2013-09-11 12:00:00,3.8,NA,55.24,NA,4.1,4.1,3.9,NA,NA
"FCR",50,2013-09-11 12:00:00,5,NA,28.33,NA,111,13.2,4.3,NA,NA
"FCR",50,2013-09-11 12:00:00,6.2,NA,39.99,NA,209,16.4,3.3,NA,NA
"FCR",50,2013-09-11 12:00:00,8,NA,39.99,NA,202,15.1,3.5,NA,NA
"FCR",100,2013-09-11 12:00:00,100,NA,68.7,140.67,6.8,25.6,13.9,NA,NA
"FCR",100,2013-09-12 12:00:00,100,NA,NA,123.14,NA,NA,NA,NA,NA
"FCR",100,2013-09-13 12:00:00,100,NA,NA,110.49,NA,NA,NA,NA,NA
"FCR",100,2013-09-14 12:00:00,100,NA,NA,100.84,NA,NA,NA,NA,NA
"FCR",100,2013-09-15 12:00:00,100,NA,NA,92.16,NA,NA,NA,NA,NA
"FCR",100,2013-09-16 12:00:00,100,NA,NA,86.95,NA,NA,NA,NA,NA
"GWR",50,2013-09-16 12:00:00,0.1,224,9.6,NA,5.4,2.4,2.1,3.88,NA
"FCR",100,2013-09-17 12:00:00,100,NA,NA,77.95,NA,NA,NA,NA,NA
"FCR",50,2013-09-18 12:00:00,0.1,NA,16.15,NA,5.7,5.7,3.7,NA,NA
"FCR",50,2013-09-18 12:00:00,0.8,NA,16.15,NA,7.2,2.3,3.3,NA,NA
"FCR",50,2013-09-18 12:00:00,1.6,NA,17.06,NA,4.3,2.7,4.4,NA,NA
"FCR",50,2013-09-18 12:00:00,2.8,NA,17.06,NA,3.2,2.1,2.9,NA,NA
"FCR",50,2013-09-18 12:00:00,3.8,NA,28.01,NA,5,4.6,0.7,NA,NA
"FCR",50,2013-09-18 12:00:00,5,NA,19.8,NA,131,14.4,3.7,NA,NA
"FCR",50,2013-09-18 12:00:00,6.2,NA,18.89,NA,211,18.3,3.7,NA,NA
"FCR",50,2013-09-18 12:00:00,8,NA,17.06,NA,220,16.4,4,NA,NA
"FCR",100,2013-09-18 12:00:00,100,NA,40.8,69.28,7.2,18.2,10.2,NA,NA
"FCR",100,2013-09-19 12:00:00,100,NA,NA,70.48,NA,NA,NA,NA,NA
"FCR",100,2013-09-20 12:00:00,100,NA,NA,78.69,NA,NA,NA,NA,NA
"FCR",100,2013-09-21 12:00:00,100,NA,NA,91.47,NA,NA,NA,NA,NA
"FCR",100,2013-09-22 12:00:00,100,NA,NA,86.29,NA,NA,NA,NA,NA
"FCR",100,2013-09-23 12:00:00,100,NA,NA,80.21,NA,NA,NA,NA,NA
"FCR",100,2013-09-24 12:00:00,100,NA,NA,78.52,NA,NA,NA,NA,NA
"FCR",50,2013-09-25 12:00:00,0.1,NA,27.1,NA,12.9,4.3,5.2,NA,NA
"FCR",50,2013-09-25 12:00:00,0.8,NA,17.06,NA,8.2,3.8,4.2,NA,NA
"FCR",50,2013-09-25 12:00:00,1.6,NA,20.71,NA,6.7,4.4,4.8,NA,NA
"FCR",50,2013-09-25 12:00:00,2.8,NA,21.62,NA,8,3.4,5,NA,NA
"FCR",50,2013-09-25 12:00:00,3.8,NA,25.27,NA,7.3,5.9,6.1,NA,NA
"FCR",50,2013-09-25 12:00:00,5,NA,18.89,NA,137,13.5,4,NA,NA
"FCR",50,2013-09-25 12:00:00,6.2,NA,30.75,NA,276,19.1,5,NA,NA
"FCR",50,2013-09-25 12:00:00,8,NA,18.89,NA,282,18.1,0.1,NA,NA
"FCR",100,2013-09-25 12:00:00,100,NA,46.7,79.8,NA,NA,NA,NA,NA
"FCR",100,2013-09-28 12:00:00,100,NA,NA,NA,11.9,22.7,10,NA,NA
"FCR",50,2013-10-09 12:00:00,0.1,NA,42.53,NA,13.1,4,6.6,NA,NA
"FCR",50,2013-10-09 12:00:00,0.8,NA,43.69,NA,10.6,6.4,5.6,NA,NA
"FCR",50,2013-10-09 12:00:00,1.6,NA,44.85,NA,9.8,8.7,4.7,NA,NA
"FCR",50,2013-10-09 12:00:00,2.8,NA,47.18,NA,7.5,4.5,4.8,NA,NA
"FCR",50,2013-10-09 12:00:00,3.8,NA,56.47,NA,6.8,5.5,5.4,NA,NA
"FCR",50,2013-10-09 12:00:00,5,NA,27.42,NA,148,21.7,5.1,NA,NA
"FCR",50,2013-10-09 12:00:00,6.2,NA,34.39,NA,363,27.8,0.7,NA,NA
"FCR",50,2013-10-09 12:00:00,8,NA,32.07,NA,410,35.2,4.7,NA,NA
"FCR",100,2013-10-09 12:00:00,100,NA,NA,NA,21.2,18.6,10.1,NA,NA
"FCR",50,2013-10-16 12:00:00,0.1,NA,24.49,NA,9.9,3.8,4.7,NA,NA
"FCR",50,2013-10-16 12:00:00,0.8,NA,22.62,NA,9.9,5.6,5,NA,NA
"FCR",50,2013-10-16 12:00:00,1.6,NA,20.76,NA,9.3,3.9,0.7,NA,NA
"FCR",50,2013-10-16 12:00:00,2.8,NA,20.76,NA,16.6,6.1,1,NA,NA
"FCR",50,2013-10-16 12:00:00,3.8,NA,21.69,NA,10.9,4.6,5.2,NA,NA
"FCR",50,2013-10-16 12:00:00,5,NA,19.83,NA,93.3,13.8,5.2,NA,NA
"FCR",50,2013-10-16 12:00:00,6.2,NA,16.11,NA,438,36,5.8,NA,NA
"FCR",50,2013-10-16 12:00:00,8,NA,17.97,NA,502,30.5,5,NA,NA
"FCR",100,2013-10-16 12:00:00,100,NA,NA,NA,7.8,4.5,8.9,NA,NA
"FCR",50,2013-10-23 12:00:00,0.1,NA,35.97,NA,8.4,5.3,5.2,NA,NA
"FCR",50,2013-10-23 12:00:00,0.8,NA,NA,NA,6.3,4.1,NA,NA,NA
"FCR",50,2013-10-23 12:00:00,1.6,NA,36.9,NA,7.8,4.3,5,NA,NA
"FCR",50,2013-10-23 12:00:00,2.8,NA,19.21,NA,6.2,0.5,5,NA,NA
"FCR",50,2013-10-23 12:00:00,3.8,NA,16.42,NA,10.9,6.1,5.7,NA,NA
"FCR",50,2013-10-23 12:00:00,5,NA,17.35,NA,89.4,8.6,5.9,NA,NA
"FCR",50,2013-10-23 12:00:00,6.2,NA,15.49,NA,462,32.1,7.2,NA,NA
"FCR",50,2013-10-23 12:00:00,8,NA,13.63,NA,486,39.5,4.9,NA,NA
"FCR",100,2013-10-23 12:00:00,100,NA,NA,NA,8.9,4.2,9.4,NA,NA
"FCR",50,2013-10-30 12:00:00,0.1,NA,27.99,NA,20,7.4,4.2,NA,NA
"FCR",50,2013-10-30 12:00:00,0.8,NA,24.46,NA,23.1,6.8,4.7,NA,NA
"FCR",50,2013-10-30 12:00:00,1.6,NA,25.34,NA,31.1,8.2,4.5,NA,NA
"FCR",50,2013-10-30 12:00:00,2.8,NA,19.17,NA,39.7,9.1,4.1,NA,NA
"FCR",50,2013-10-30 12:00:00,3.8,NA,19.17,NA,43.3,9,4.6,NA,NA
"FCR",50,2013-10-30 12:00:00,5,NA,20.05,NA,53.8,8.3,6,NA,NA
"FCR",50,2013-10-30 12:00:00,6.2,NA,17.4,NA,54.4,8.6,5.6,NA,NA
"FCR",50,2013-10-30 12:00:00,8,NA,20.05,NA,55.7,10.6,4.6,NA,NA
"FCR",100,2013-10-30 12:00:00,100,NA,NA,NA,13.5,8.1,15.9,NA,NA
"FCR",50,2013-11-06 12:00:00,0.1,NA,11.22,NA,46.6,9.7,3.9,NA,NA
"FCR",50,2013-11-06 12:00:00,0.8,NA,12.99,NA,43.1,9.8,3.6,NA,NA
"FCR",50,2013-11-06 12:00:00,1.6,NA,20.93,NA,44.9,11.6,4.2,NA,NA
"FCR",50,2013-11-06 12:00:00,2.8,NA,19.17,NA,48.3,61.2,4.5,NA,NA
"FCR",50,2013-11-06 12:00:00,3.8,NA,12.99,NA,44.5,13.3,5,NA,NA
"FCR",50,2013-11-06 12:00:00,5,NA,12.11,NA,44.6,13.8,4.7,NA,NA
"FCR",50,2013-11-06 12:00:00,6.2,NA,11.22,NA,45.1,13.3,4,NA,NA
"FCR",50,2013-11-06 12:00:00,8,NA,15.64,NA,41.9,12.7,2.7,NA,NA
"FCR",100,2013-11-06 12:00:00,100,NA,NA,NA,8.4,10.7,9.9,NA,NA
"FCR",50,2013-11-20 12:00:00,0.1,NA,NA,NA,32.3,16.5,5.4,NA,NA
"FCR",50,2013-11-20 12:00:00,0.8,NA,NA,NA,26.8,14.3,5.5,NA,NA
"FCR",50,2013-11-20 12:00:00,1.6,NA,NA,NA,26.9,15.6,4.9,NA,NA
"FCR",50,2013-11-20 12:00:00,2.8,NA,NA,NA,31,14.6,4.5,NA,NA
"FCR",50,2013-11-20 12:00:00,3.8,NA,NA,NA,29.2,17.2,3.7,NA,NA
"FCR",50,2013-11-20 12:00:00,5,NA,NA,NA,27.3,14.8,0.6,NA,NA
"FCR",50,2013-11-20 12:00:00,6.2,NA,NA,NA,27,17.5,5.2,NA,NA
"FCR",50,2013-11-20 12:00:00,8,NA,NA,NA,31.1,15.4,5.7,NA,NA
"FCR",50,2013-12-04 12:00:00,0.1,NA,NA,NA,24.4,3.96,3.84,NA,NA
"FCR",50,2013-12-04 12:00:00,0.8,NA,NA,NA,7.09,2.25,3.73,NA,NA
"FCR",50,2013-12-04 12:00:00,1.6,NA,NA,NA,6.51,3.1,2.16,NA,NA
"FCR",50,2013-12-04 12:00:00,2.8,NA,NA,NA,6.61,1.94,2.46,NA,NA
"FCR",50,2013-12-04 12:00:00,3.8,NA,NA,NA,9.3,1.09,1.79,NA,NA
"FCR",50,2013-12-04 12:00:00,5,NA,NA,NA,7.89,1.03,2.79,NA,NA
"FCR",50,2013-12-04 12:00:00,6.2,NA,NA,NA,10.3,1.94,4.52,NA,NA
"FCR",50,2013-12-04 12:00:00,8,NA,NA,NA,0,1.29,2.63,NA,NA
"FCR",50,2014-01-15 12:00:00,0.1,NA,NA,NA,15.2,16.5,1.27,NA,NA
"FCR",50,2014-01-15 12:00:00,0.8,NA,NA,NA,13.9,20.9,1.78,NA,NA
"FCR",50,2014-01-15 12:00:00,1.6,NA,NA,NA,14.5,13.5,2.53,NA,NA
"FCR",50,2014-01-15 12:00:00,2.8,NA,NA,NA,18.9,13.4,1.99,NA,NA
"FCR",50,2014-01-15 12:00:00,3.8,NA,NA,NA,14.3,14.2,3.14,NA,NA
"FCR",50,2014-01-15 12:00:00,5,NA,NA,NA,14.9,16.7,2.58,NA,NA
"FCR",50,2014-01-15 12:00:00,6.2,NA,NA,NA,13.5,13.1,1.64,NA,NA
"FCR",50,2014-01-15 12:00:00,8,NA,NA,NA,12.9,12.9,2.11,NA,NA
"FCR",50,2014-02-24 12:00:00,0.1,NA,NA,NA,28.1,6.59,2.98,NA,NA
"FCR",50,2014-02-24 12:00:00,0.8,NA,NA,NA,14.5,6.13,1.62,NA,NA
"FCR",50,2014-02-24 12:00:00,1.6,NA,NA,NA,13.3,5.16,1.57,NA,NA
"FCR",50,2014-02-24 12:00:00,2.8,NA,NA,NA,9.96,5.12,2.23,NA,NA
"FCR",50,2014-02-24 12:00:00,3.8,NA,NA,NA,9.82,7.47,2.12,NA,NA
"FCR",50,2014-02-24 12:00:00,5,NA,NA,NA,6.23,2.77,0.74,NA,NA
"FCR",50,2014-02-24 12:00:00,6.2,NA,NA,NA,8.44,5.77,2.89,NA,NA
"FCR",50,2014-02-24 12:00:00,8,NA,NA,NA,7.63,5.71,3.35,NA,NA
"FCR",50,2014-02-24 12:00:00,9,NA,NA,NA,8.86,6.36,1.93,NA,NA
"FCR",50,2014-03-07 12:00:00,0.1,NA,NA,NA,14,4.9,3.17,NA,NA
"FCR",50,2014-03-07 12:00:00,0.8,NA,NA,NA,8.33,2.85,2.58,NA,NA
"FCR",50,2014-03-07 12:00:00,1.6,NA,NA,NA,9.39,2.7,1.77,NA,NA
"FCR",50,2014-03-07 12:00:00,2.8,NA,NA,NA,7.06,2.93,1.63,NA,NA
"FCR",50,2014-03-07 12:00:00,3.8,NA,NA,NA,6.31,2.04,2.14,NA,NA
"FCR",50,2014-03-07 12:00:00,5,NA,NA,NA,8.74,1.43,2.03,NA,NA
"FCR",50,2014-03-07 12:00:00,6.2,NA,NA,NA,6.53,2.61,2.37,NA,NA
"FCR",50,2014-03-07 12:00:00,8,NA,NA,NA,11.6,7.27,1.83,NA,NA
"FCR",50,2014-03-07 12:00:00,9,NA,NA,NA,8.32,2.35,1.9,NA,NA
"FCR",50,2014-03-20 12:00:00,0.1,150,21.2,NA,45,3.25,2.83,150,NA
"FCR",50,2014-03-20 12:00:00,0.8,126,8.37,NA,NA,NA,NA,126,NA
"FCR",50,2014-03-20 12:00:00,1.6,162,16.8,NA,12.3,3.15,2.24,162,NA
"FCR",50,2014-03-20 12:00:00,2.8,170,22.2,NA,9.3,2.74,2.35,170,NA
"FCR",50,2014-03-20 12:00:00,3.8,190,16.3,NA,NA,NA,NA,190,NA
"FCR",50,2014-03-20 12:00:00,5,199,21.7,NA,6.22,0.91,1.94,199,NA
"FCR",50,2014-03-20 12:00:00,6.2,205,19.6,NA,6.52,1.79,1.67,205,NA
"FCR",50,2014-03-20 12:00:00,8,161,20.5,NA,7.39,2.85,2.37,161,NA
"FCR",50,2014-03-20 12:00:00,9,196,19.3,NA,7.88,2.42,3.7,196,NA
"FCR",50,2014-04-01 12:00:00,0.1,147,15.6,NA,9.56,2.85,2.32,147,NA
"FCR",50,2014-04-01 12:00:00,0.8,147,15.6,NA,5.79,1.63,2.12,147,NA
"FCR",50,2014-04-01 12:00:00,1.6,161,18.8,NA,4.89,1.25,2.48,161,NA
"FCR",50,2014-04-01 12:00:00,2.8,142,12.3,NA,5.32,1.23,1.73,142,NA
"FCR",50,2014-04-01 12:00:00,3.8,160,17.3,NA,6.5,2.52,3.61,160,NA
"FCR",50,2014-04-01 12:00:00,5,165,18.5,NA,5.34,1.67,0.21,165,NA
"FCR",50,2014-04-01 12:00:00,6.2,175,20.1,NA,5.16,2.59,1.59,175,NA
"FCR",50,2014-04-01 12:00:00,8,172,16.6,NA,6.23,5.53,1.43,172,NA
"FCR",50,2014-04-01 12:00:00,9,182,19.4,NA,9.84,7.84,1.27,182,NA
"FCR",100,2014-04-01 12:00:00,100,NA,NA,NA,8.52,72.8,7.3,NA,NA
"BVR",50,2014-04-04 12:00:00,0,244,16,NA,7.42,4.48,4.15,NA,NA
"BVR",50,2014-04-04 12:00:00,4,225,15.1,NA,8.96,3.75,3.86,NA,NA
"BVR",50,2014-04-04 12:00:00,8,224,12,NA,7.01,4.27,2.81,NA,NA
"BVR",50,2014-04-04 12:00:00,12,211,16.5,NA,6.69,1.23,1.24,NA,NA
"FCR",50,2014-04-08 12:00:00,0.1,190,16.7,NA,4.89,0.94,1.68,190,NA
"FCR",50,2014-04-08 12:00:00,0.8,219,19.8,NA,9.11,2.32,3.02,219,NA
"FCR",50,2014-04-08 12:00:00,1.6,NA,NA,NA,10.1,2.06,2.56,NA,NA
"FCR",50,2014-04-08 12:00:00,2.8,171,14.3,NA,7.43,2.01,2.58,171,NA
"FCR",50,2014-04-08 12:00:00,3.8,293,18.8,NA,7.67,1.7,3.4,293,NA
"FCR",50,2014-04-08 12:00:00,5,184,16.4,NA,7.12,2.12,4.24,184,NA
"FCR",50,2014-04-08 12:00:00,6.2,242,23.4,NA,6.42,0.97,3.64,242,NA
"FCR",50,2014-04-08 12:00:00,8,140,12.7,NA,6.97,1.15,2.95,140,NA
"FCR",50,2014-04-08 12:00:00,9,213,20.7,NA,7.49,1.41,1.98,213,NA
"FCR",100,2014-04-08 12:00:00,100,NA,NA,NA,9.86,61.3,7.44,NA,NA
"BVR",50,2014-04-16 12:00:00,0,347,13.5,NA,7.43,2.8,2.2,NA,NA
"BVR",50,2014-04-16 12:00:00,4,326,15.8,NA,14.3,3.44,2.99,2.24,NA
"BVR",50,2014-04-16 12:00:00,8,279,15.8,NA,14,5.6,3.22,2.22,NA
"BVR",50,2014-04-16 12:00:00,12,295,11,NA,25.1,3.02,2.38,2.33,NA
"FCR",50,2014-04-16 12:00:00,0.1,249,17.6,NA,5.6,2.51,1.99,249,NA
"FCR",50,2014-04-16 12:00:00,0.8,229,14.9,NA,10.3,5.82,2.48,229,NA
"FCR",50,2014-04-16 12:00:00,1.6,386,18.6,NA,20.2,4.28,2.69,386,NA
"FCR",50,2014-04-16 12:00:00,2.8,198,17,NA,15.2,2.76,2.41,198,NA
"FCR",50,2014-04-16 12:00:00,3.8,268,18.4,NA,8.1,2.27,3.21,268,NA
"FCR",50,2014-04-16 12:00:00,5,232,20.8,NA,7.46,1.01,3.21,232,NA
"FCR",50,2014-04-16 12:00:00,6.2,199,16.5,NA,8.5,1.5,2.84,199,NA
"FCR",50,2014-04-16 12:00:00,8,219,13.7,NA,NA,NA,NA,219,NA
"FCR",50,2014-04-16 12:00:00,9,243,20.2,NA,14.6,1.48,3.65,243,NA
"FCR",100,2014-04-16 12:00:00,100,NA,NA,NA,8.3,46.1,6.07,NA,NA
"GWR",50,2014-04-18 12:00:00,0,184,6.21,NA,6.54,58.95,1.03,2.69,NA
"GWR",50,2014-04-18 12:00:00,5,214,5.35,NA,11.3,87.7,0.82,2.63,NA
"GWR",50,2014-04-18 12:00:00,10,221,4.1,NA,18.35,98.35,1.52,2.59,NA
"CCR",50,2014-04-20 13:00:00,0,141,7.3,NA,6.55,5.77,1.16,2.72,NA
"CCR",50,2014-04-20 13:00:00,5,153,6.91,NA,5.67,4.64,0.98,2.74,NA
"CCR",50,2014-04-20 13:00:00,14,175,13.1,NA,11.7,7.13,1.07,2.65,NA
"FCR",50,2014-04-21 12:00:00,0.1,143,13.6,NA,16.1,2.78,2.58,143,NA
"FCR",50,2014-04-21 12:00:00,0.8,292,11.6,NA,12.4,3.06,2.96,292,NA
"FCR",50,2014-04-21 12:00:00,1.6,157,12.9,NA,6.52,1.47,1.3,157,NA
"FCR",50,2014-04-21 12:00:00,2.8,158,11.8,NA,3.11,0.43,1.1,158,NA
"FCR",50,2014-04-21 12:00:00,3.8,180,16.6,NA,6.1,0.01,2.36,180,NA
"FCR",50,2014-04-21 12:00:00,5,224,23,NA,6.64,0.6,2.87,224,NA
"FCR",50,2014-04-21 12:00:00,6.2,220,23.4,NA,10.1,1.07,3.88,220,NA
"FCR",50,2014-04-21 12:00:00,8,215,15.3,NA,11.9,2.21,2.3,215,NA
"FCR",50,2014-04-21 12:00:00,9,255,22,NA,8.85,1.58,2.54,255,NA
"FCR",100,2014-04-21 12:00:00,100,NA,NA,NA,10.5,38,5.95,NA,NA
"FCR",50,2014-04-23 12:00:00,0.1,128,9.29,NA,NA,NA,NA,128,NA
"FCR",50,2014-04-23 12:00:00,0.8,336,12.7,NA,NA,NA,NA,336,NA
"FCR",50,2014-04-23 12:00:00,1.6,190,10.7,NA,NA,NA,NA,190,NA
"FCR",50,2014-04-23 12:00:00,2.8,201,12.5,NA,NA,NA,NA,201,NA
"FCR",50,2014-04-23 12:00:00,3.8,178,9.87,NA,NA,NA,NA,178,NA
"FCR",50,2014-04-23 12:00:00,5,171,12.2,NA,NA,NA,NA,171,NA
"FCR",50,2014-04-23 12:00:00,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"FCR",50,2014-04-23 12:00:00,8,227,12.2,NA,NA,NA,NA,227,NA
"FCR",50,2014-04-23 12:00:00,9,419,15.7,NA,NA,NA,NA,419,NA
"GWR",50,2014-04-26 16:00:00,0,160,7.13,NA,5.24,28,1.48,2.65,NA
"GWR",50,2014-04-26 16:00:00,4,170,6.63,NA,5.11,27,0.63,2.67,NA
"GWR",50,2014-04-26 16:00:00,10,210,3.89,NA,21.1,105,0.64,2.49,NA
"FCR",50,2014-04-28 12:00:00,0.1,164,13,NA,31.6,4.58,2.8,164,NA
"FCR",50,2014-04-28 12:00:00,0.8,361,17.6,NA,25.4,11.5,7.39,361,NA
"FCR",50,2014-04-28 12:00:00,1.6,208,15.2,NA,11.8,8.95,7.75,208,NA
"FCR",50,2014-04-28 12:00:00,2.8,234,16.5,NA,10.3,4.9,2.14,234,NA
"FCR",50,2014-04-28 12:00:00,3.8,240,12.4,NA,NA,NA,NA,240,NA
"FCR",50,2014-04-28 12:00:00,5,222,10.6,NA,12.3,4.57,10.3,222,NA
"FCR",50,2014-04-28 12:00:00,6.2,158,10.1,NA,12.5,5.91,4.79,158,NA
"FCR",50,2014-04-28 12:00:00,8,208,12.5,NA,8.98,8.71,4.48,208,NA
"FCR",50,2014-04-28 12:00:00,9,161,11.3,NA,9.78,5.69,4.16,161,NA
"FCR",100,2014-04-28 12:00:00,100,NA,NA,NA,13.8,49.7,8.86,NA,NA
"BVR",50,2014-04-30 12:00:00,0,195,7.35,NA,49.2,5.85,77.1,0.2,NA
"BVR",50,2014-04-30 12:00:00,4,206,6.14,NA,12.8,6.43,6.12,2,NA
"BVR",50,2014-04-30 12:00:00,8,191,9.22,NA,12.5,8.49,2.07,NA,NA
"BVR",50,2014-04-30 12:00:00,12,320,19.9,NA,77.2,3.21,5.44,NA,NA
"CCR",50,2014-05-02 11:00:00,0,139,6.28,NA,2.56,4.4,2.86,2.7,NA
"CCR",50,2014-05-02 11:00:00,5,36.6,1.13,NA,4.09,5.15,0.94,2.66,NA
"CCR",50,2014-05-02 11:00:00,14,168,12.2,NA,18.9,14.5,1.3,2.65,NA
"SHR",50,2014-05-02 15:00:00,0,415,5.1,NA,11.3,310,0.64,1.99,NA
"SHR",50,2014-05-02 15:00:00,5,440,6.09,NA,10.2,360,0.27,1.56,NA
"SHR",50,2014-05-02 15:00:00,14,437,6.64,NA,8.5,326,0.75,1.54,NA
"FCR",50,2014-05-05 12:00:00,0.1,188,13.7,NA,19.3,5.93,3.07,188,NA
"FCR",50,2014-05-05 12:00:00,0.8,163,16.2,NA,10,1.53,3.17,163,NA
"FCR",50,2014-05-05 12:00:00,1.6,158,13.5,NA,7.21,0.23,2.09,158,NA
"FCR",50,2014-05-05 12:00:00,2.8,147,14.9,NA,10.9,1.17,2.63,147,NA
"FCR",50,2014-05-05 12:00:00,3.8,156,13.6,NA,5.57,1.45,1.84,156,NA
"FCR",50,2014-05-05 12:00:00,5,154,12.8,NA,9.52,1.68,3.87,154,NA
"FCR",50,2014-05-05 12:00:00,6.2,210,14.9,NA,17.8,2.32,3.03,210,NA
"FCR",50,2014-05-05 12:00:00,8,140,9.11,NA,20,3.38,2.1,140,NA
"FCR",50,2014-05-05 12:00:00,9,156,10.8,NA,19.7,2.64,1.73,156,NA
"FCR",100,2014-05-05 12:00:00,100,NA,NA,NA,14.6,12.9,2.11,NA,NA
"CCR",50,2014-05-08 09:30:00,0,132,5.47,NA,2.9,4.77,0.29,2.69,NA
"CCR",50,2014-05-08 09:30:00,6,134,6.92,NA,4.41,5.54,1.27,2.66,NA
"CCR",50,2014-05-08 09:30:00,14,157,9.69,NA,13,0.1,1.4,2.63,NA
"SHR",50,2014-05-08 14:30:00,0,389,1.77,NA,9.58,310,0.61,1.67,NA
"SHR",50,2014-05-08 14:30:00,8,427,8.62,NA,7.52,335,0.84,1.63,NA
"SHR",50,2014-05-08 14:30:00,14,408,4.18,NA,9.41,311,1.19,1.49,NA
"GWR",50,2014-05-09 13:00:00,0,143,6.1,NA,3.55,5.51,0,2.66,NA
"GWR",50,2014-05-09 13:00:00,5,196,3.93,NA,6.06,8.3,0.79,2.41,NA
"GWR",50,2014-05-09 13:00:00,10,167,9.56,NA,20.9,80.7,0.69,2.51,NA
"FCR",50,2014-05-12 12:00:00,0.1,157,12.4,NA,3.59,0.3,1.52,157,NA
"FCR",50,2014-05-12 12:00:00,0.8,154,14.8,NA,7.03,2.22,1.68,154,NA
"FCR",50,2014-05-12 12:00:00,1.6,150,11.7,NA,7.11,2.22,1.59,150,NA
"FCR",50,2014-05-12 12:00:00,2.8,147,11.3,NA,5.59,0.98,1.34,147,NA
"FCR",50,2014-05-12 12:00:00,3.8,156,12.6,NA,8.84,2.48,1.99,156,NA
"FCR",50,2014-05-12 12:00:00,5,153,12.5,NA,12.2,0.82,1.19,153,NA
"FCR",50,2014-05-12 12:00:00,6.2,164,8.98,NA,11.4,1.53,1.45,164,NA
"FCR",50,2014-05-12 12:00:00,8,152,9.39,NA,14.6,5.44,0.91,152,NA
"FCR",50,2014-05-12 12:00:00,9,221,16,NA,9.66,3.06,1.15,221,NA
"FCR",100,2014-05-12 12:00:00,100,NA,NA,NA,5.07,12.8,1.27,NA,NA
"BVR",50,2014-05-14 12:00:00,0,202,9.58,NA,7.71,3.85,2.29,2.13,"*wrong filter size for all solubles taken on this date"
"BVR",50,2014-05-14 12:00:00,4,211,9.1,NA,6.72,-1.76,3.09,2.08,NA
"BVR",50,2014-05-14 12:00:00,8,182,7.56,NA,10.6,3.78,3.06,2.12,NA
"BVR",50,2014-05-14 12:00:00,12,219,6.96,NA,58.3,3.85,2.48,2.08,NA
"CCR",50,2014-05-15 09:15:00,0,146,6.03,NA,4.21,5.7,0.69,2.73,NA
"CCR",50,2014-05-15 09:15:00,6,134.5,7.66,NA,2.75,4.95,0.02,2.62,NA
"CCR",50,2014-05-15 09:15:00,14,157,6.87,NA,10.8,16.3,0.42,2.53,NA
"GWR",50,2014-05-16 16:00:00,0,156,8.21,NA,5.42,7.54,0.98,2.64,NA
"GWR",50,2014-05-16 16:00:00,5,129,7.12,NA,2.9,6.11,0.09,2.6,NA
"GWR",50,2014-05-16 16:00:00,10,191,4.16,NA,13.1,81.1,1.53,2.43,NA
"FCR",50,2014-05-19 12:00:00,0.1,181,11.2,NA,3.74,2.27,2.81,181,NA
"FCR",50,2014-05-19 12:00:00,0.8,212,15.5,NA,4.22,0.96,2.56,212,NA
"FCR",50,2014-05-19 12:00:00,1.6,157,14.5,NA,7.36,2.21,3.16,157,NA
"FCR",50,2014-05-19 12:00:00,2.8,179,17.6,NA,5.76,12,3.3,179,NA
"FCR",50,2014-05-19 12:00:00,3.8,170,11,NA,7.6,2.35,2.85,170,NA
"FCR",50,2014-05-19 12:00:00,5,174,11.6,NA,7.01,0.75,2.9,174,NA
"FCR",50,2014-05-19 12:00:00,6.2,158,10.8,NA,5.57,2.18,3.43,158,NA
"FCR",50,2014-05-19 12:00:00,8,151,10,NA,6.11,1.78,3.39,151,NA
"FCR",50,2014-05-19 12:00:00,9,168,10.6,NA,9.43,2.53,4.15,168,NA
"FCR",100,2014-05-19 12:00:00,100,NA,NA,NA,10.6,14,4.31,NA,NA
"FCR",50,2014-05-26 12:00:00,0.1,145,10.8,NA,7.4,2.44,4.83,145,NA
