
Advanced Calibration Data
,Temperature,Cal Date, Tm, Tzs, Tb
,Pressure,Cal Date,m2,m1,m0,b2,b1,b0,Linear(a),Linear(b)
,Temperature,unknown,0.000000,0.00,0.000000
,Pressure,25-Mar-13 09:51:57,0.000000,-0.000063,1.000679,0.000009,0.000455,0.153440,0.000000,1.000000

Field Calibration Data
,Temperature,Cal Date,m,b
,Pressure,Cal Date,m,b
,Temperature(degC),unknown,1.000000,0.00
,Pressure(psi),unknown,1.000000,0.00

Sensor/Session information
SensorSN, 21309003 ,,Modbus Addr., 2 
Sensor Type,PT2X,,Initialized w/fw Rev,"2. 9"
Sensor Name,INW Smart Sensor,,Uploaded,"Aqua4Plus 1.9.501"
Session Name,FCR INF 2018-01-15,,Exported,"Aqua4Plus 1.9.302"
# Records,  6043 
Statistical Data,,Temperature(degC),Pressure(psi),
,Sensor Range,-40 - +125 degC,30 psia,
,Minimum,0.19,14.033,
,Maximum,15.13,14.557,
,Mean,5.04,14.272,
,Variance,11.289,0.0095,
,Std Deviation,3.360,0.0973,
,,,,
,Field Cal Date,unknown,unknown,
Rec #,Date/Time,Temperature(degC),Pressure(psi)
1,15-Jan-18 12:00:00,0.38,14.407
2,15-Jan-18 12:15:00,0.38,14.396
3,15-Jan-18 12:30:00,0.31,14.387
4,15-Jan-18 12:45:00,0.38,14.380
5,15-Jan-18 13:00:00,0.38,14.380
6,15-Jan-18 13:15:00,0.38,14.376
7,15-Jan-18 13:30:00,0.38,14.372
8,15-Jan-18 13:45:00,0.38,14.373
9,15-Jan-18 14:00:00,0.44,14.373
10,15-Jan-18 14:15:00,0.38,14.368
11,15-Jan-18 14:30:00,0.38,14.367
12,15-Jan-18 14:45:00,0.38,14.366
13,15-Jan-18 15:00:00,0.38,14.366
14,15-Jan-18 15:15:00,0.38,14.369
15,15-Jan-18 15:30:00,0.31,14.366
16,15-Jan-18 15:45:00,0.31,14.366
17,15-Jan-18 16:00:00,0.31,14.364
18,15-Jan-18 16:15:00,0.25,14.365
19,15-Jan-18 16:30:00,0.25,14.364
20,15-Jan-18 16:45:00,0.25,14.364
21,15-Jan-18 17:00:00,0.25,14.367
22,15-Jan-18 17:15:00,0.25,14.369
23,15-Jan-18 17:30:00,0.25,14.375
24,15-Jan-18 17:45:00,0.19,14.376
25,15-Jan-18 18:00:00,0.25,14.376
26,15-Jan-18 18:15:00,0.25,14.379
27,15-Jan-18 18:30:00,0.19,14.378
28,15-Jan-18 18:45:00,0.19,14.379
29,15-Jan-18 19:00:00,0.19,14.375
30,15-Jan-18 19:15:00,0.19,14.381
31,15-Jan-18 19:30:00,0.19,14.377
32,15-Jan-18 19:45:00,0.19,14.380
33,15-Jan-18 20:00:00,0.19,14.379
34,15-Jan-18 20:15:00,0.19,14.379
35,15-Jan-18 20:30:00,0.19,14.380
36,15-Jan-18 20:45:00,0.19,14.384
37,15-Jan-18 21:00:00,0.19,14.380
38,15-Jan-18 21:15:00,0.19,14.383
39,15-Jan-18 21:30:00,0.19,14.382
40,15-Jan-18 21:45:00,0.19,14.381
41,15-Jan-18 22:00:00,0.19,14.382
42,15-Jan-18 22:15:00,0.19,14.386
43,15-Jan-18 22:30:00,0.19,14.382
44,15-Jan-18 22:45:00,0.19,14.380
45,15-Jan-18 23:00:00,0.19,14.379
46,15-Jan-18 23:15:00,0.19,14.379
47,15-Jan-18 23:30:00,0.19,14.377
48,15-Jan-18 23:45:00,0.19,14.381
49,16-Jan-18 00:00:00,0.19,14.379
50,16-Jan-18 00:15:00,0.19,14.375
51,16-Jan-18 00:30:00,0.19,14.374
52,16-Jan-18 00:45:00,0.19,14.372
53,16-Jan-18 01:00:00,0.19,14.370
54,16-Jan-18 01:15:00,0.19,14.370
55,16-Jan-18 01:30:00,0.19,14.371
56,16-Jan-18 01:45:00,0.19,14.370
57,16-Jan-18 02:00:00,0.19,14.371
58,16-Jan-18 02:15:00,0.19,14.373
59,16-Jan-18 02:30:00,0.19,14.377
60,16-Jan-18 02:45:00,0.19,14.376
61,16-Jan-18 03:00:00,0.19,14.375
62,16-Jan-18 03:15:00,0.19,14.373
63,16-Jan-18 03:30:00,0.19,14.375
64,16-Jan-18 03:45:00,0.19,14.375
65,16-Jan-18 04:00:00,0.19,14.373
66,16-Jan-18 04:15:00,0.19,14.372
67,16-Jan-18 04:30:00,0.19,14.368
68,16-Jan-18 04:45:00,0.19,14.372
69,16-Jan-18 05:00:00,0.19,14.371
70,16-Jan-18 05:15:00,0.19,14.372
71,16-Jan-18 05:30:00,0.19,14.372
72,16-Jan-18 05:45:00,0.19,14.375
73,16-Jan-18 06:00:00,0.19,14.374
74,16-Jan-18 06:15:00,0.19,14.375
75,16-Jan-18 06:30:00,0.19,14.375
76,16-Jan-18 06:45:00,0.19,14.376
77,16-Jan-18 07:00:00,0.19,14.379
78,16-Jan-18 07:15:00,0.19,14.379
79,16-Jan-18 07:30:00,0.19,14.380
80,16-Jan-18 07:45:00,0.19,14.384
81,16-Jan-18 08:00:00,0.19,14.385
82,16-Jan-18 08:15:00,0.25,14.383
83,16-Jan-18 08:30:00,0.25,14.383
84,16-Jan-18 08:45:00,0.25,14.384
85,16-Jan-18 09:00:00,0.25,14.383
86,16-Jan-18 09:15:00,0.25,14.382
87,16-Jan-18 09:30:00,0.25,14.380
88,16-Jan-18 09:45:00,0.25,14.384
89,16-Jan-18 10:00:00,0.25,14.386
90,16-Jan-18 10:15:00,0.31,14.385
91,16-Jan-18 10:30:00,0.31,14.381
92,16-Jan-18 10:45:00,0.31,14.379
93,16-Jan-18 11:00:00,0.31,14.378
94,16-Jan-18 11:15:00,0.31,14.374
95,16-Jan-18 11:30:00,0.31,14.368
96,16-Jan-18 11:45:00,0.31,14.365
97,16-Jan-18 12:00:00,0.38,14.359
98,16-Jan-18 12:15:00,0.38,14.357
99,16-Jan-18 12:30:00,0.38,14.348
100,16-Jan-18 12:45:00,0.38,14.344
101,16-Jan-18 13:00:00,0.38,14.339
102,16-Jan-18 13:15:00,0.38,14.335
103,16-Jan-18 13:30:00,0.38,14.332
