
Advanced Calibration Data
,Temperature,Cal Date, Tm, Tzs, Tb
,Pressure,Cal Date,m2,m1,m0,b2,b1,b0,Linear(a),Linear(b)
,Temperature,unknown,0.000000,0.00,0.000000
,Pressure,25-Mar-13 09:51:57,0.000000,-0.000063,1.000679,0.000009,0.000455,0.153440,0.000000,1.000000

Field Calibration Data
,Temperature,Cal Date,m,b
,Pressure,Cal Date,m,b
,Temperature(degC),unknown,1.000000,0.00
,Pressure(psi),unknown,1.000000,0.00

Sensor/Session information
SensorSN, 21309003 ,,Modbus Addr., 2 
Sensor Type,PT2X,,Initialized w/fw Rev,"2. 9"
Sensor Name,INW Smart Sensor,,Uploaded,"Aqua4Plus 1.9.501"
Session Name,New Session,,Exported,"Aqua4Plus 1.9.302"
# Records,  6906 
Statistical Data,,Temperature(degC),Pressure(psi),
,Sensor Range,-40 - +125 degC,30 psia,
,Minimum,0.13,13.933,
,Maximum,15.38,14.479,
,Mean,5.27,14.236,
,Variance,12.133,0.0092,
,Std Deviation,3.483,0.0959,
,,,,
,Field Cal Date,unknown,unknown,
Rec #,Date/Time,Temperature(degC),Pressure(psi)
1,11-Jan-16 13:00:00,4.44,14.232
2,11-Jan-16 13:15:00,4.56,14.235
3,11-Jan-16 13:30:00,4.63,14.231
4,11-Jan-16 13:45:00,4.69,14.233
5,11-Jan-16 14:00:00,4.69,14.235
6,11-Jan-16 14:15:00,4.75,14.230
7,11-Jan-16 14:30:00,4.75,14.232
8,11-Jan-16 14:45:00,4.75,14.234
9,11-Jan-16 15:00:00,4.69,14.232
10,11-Jan-16 15:15:00,4.63,14.233
11,11-Jan-16 15:30:00,4.56,14.234
12,11-Jan-16 15:45:00,4.56,14.233
13,11-Jan-16 16:00:00,4.50,14.233
14,11-Jan-16 16:15:00,4.44,14.237
15,11-Jan-16 16:30:00,4.38,14.239
16,11-Jan-16 16:45:00,4.38,14.239
17,11-Jan-16 17:00:00,4.31,14.236
18,11-Jan-16 17:15:00,4.25,14.242
19,11-Jan-16 17:30:00,4.19,14.240
20,11-Jan-16 17:45:00,4.13,14.243
21,11-Jan-16 18:00:00,4.13,14.246
22,11-Jan-16 18:15:00,4.06,14.244
23,11-Jan-16 18:30:00,4.00,14.246
24,11-Jan-16 18:45:00,4.00,14.244
25,11-Jan-16 19:00:00,4.00,14.241
26,11-Jan-16 19:15:00,3.94,14.243
27,11-Jan-16 19:30:00,3.94,14.243
28,11-Jan-16 19:45:00,3.94,14.244
29,11-Jan-16 20:00:00,3.88,14.249
30,11-Jan-16 20:15:00,3.88,14.248
31,11-Jan-16 20:30:00,3.88,14.248
32,11-Jan-16 20:45:00,3.88,14.245
33,11-Jan-16 21:00:00,3.88,14.243
34,11-Jan-16 21:15:00,3.88,14.243
35,11-Jan-16 21:30:00,3.88,14.244
36,11-Jan-16 21:45:00,3.81,14.243
37,11-Jan-16 22:00:00,3.81,14.241
38,11-Jan-16 22:15:00,3.81,14.244
39,11-Jan-16 22:30:00,3.81,14.243
40,11-Jan-16 22:45:00,3.81,14.243
41,11-Jan-16 23:00:00,3.81,14.241
42,11-Jan-16 23:15:00,3.75,14.234
43,11-Jan-16 23:30:00,3.69,14.232
44,11-Jan-16 23:45:00,3.69,14.231
45,12-Jan-16 00:00:00,3.69,14.229
46,12-Jan-16 00:15:00,3.69,14.229
47,12-Jan-16 00:30:00,3.63,14.228
48,12-Jan-16 00:45:00,3.63,14.228
49,12-Jan-16 01:00:00,3.63,14.223
50,12-Jan-16 01:15:00,3.63,14.222
51,12-Jan-16 01:30:00,3.63,14.222
52,12-Jan-16 01:45:00,3.63,14.223
53,12-Jan-16 02:00:00,3.63,14.219
54,12-Jan-16 02:15:00,3.63,14.216
55,12-Jan-16 02:30:00,3.63,14.216
56,12-Jan-16 02:45:00,3.63,14.216
57,12-Jan-16 03:00:00,3.63,14.212
58,12-Jan-16 03:15:00,3.63,14.208
59,12-Jan-16 03:30:00,3.63,14.206
60,12-Jan-16 03:45:00,3.63,14.203
61,12-Jan-16 04:00:00,3.63,14.198
62,12-Jan-16 04:15:00,3.63,14.197
63,12-Jan-16 04:30:00,3.63,14.188
64,12-Jan-16 04:45:00,3.56,14.197
65,12-Jan-16 05:00:00,3.56,14.191
66,12-Jan-16 05:15:00,3.56,14.187
67,12-Jan-16 05:30:00,3.56,14.188
68,12-Jan-16 05:45:00,3.56,14.189
69,12-Jan-16 06:00:00,3.63,14.185
70,12-Jan-16 06:15:00,3.63,14.183
71,12-Jan-16 06:30:00,3.63,14.185
72,12-Jan-16 06:45:00,3.63,14.182
73,12-Jan-16 07:00:00,3.63,14.180
74,12-Jan-16 07:15:00,3.63,14.178
75,12-Jan-16 07:30:00,3.56,14.175
76,12-Jan-16 07:45:00,3.50,14.173
77,12-Jan-16 08:00:00,3.50,14.173
78,12-Jan-16 08:15:00,3.50,14.171
79,12-Jan-16 08:30:00,3.50,14.171
80,12-Jan-16 08:45:00,3.50,14.170
81,12-Jan-16 09:00:00,3.56,14.165
82,12-Jan-16 09:15:00,3.63,14.163
83,12-Jan-16 09:30:00,3.69,14.160
84,12-Jan-16 09:45:00,3.81,14.161
85,12-Jan-16 10:00:00,3.94,14.154
86,12-Jan-16 10:15:00,4.06,14.155
87,12-Jan-16 10:30:00,4.19,14.151
88,12-Jan-16 10:45:00,4.19,14.148
