Reservoir,Year,Date,Depth,Secchi,Notes
SHR,2014,2014-05-02 15:00:00,NA,8,
SHR,2014,2014-05-08 14:30:00,NA,9.5,
SHR,2014,2014-05-30 11:00:00,NA,9.5,
SHR,2014,2014-06-12 15:00:00,NA,8.5,
SHR,2014,2014-06-26 12:15:00,NA,8.2,
SHR,2014,2014-07-10 12:00:00,NA,NA,
SHR,2014,2014-07-24 12:45:00,NA,11.5,
SHR,2014,2014-08-07 10:00:00,NA,10.3,
SHR,2014,2014-09-05 13:30:00,NA,9.5,
SHR,2014,2014-10-03 13:30:00,NA,8,
SHR,2014,2014-10-24 16:00:00,NA,6.2,
