7/30/2015 12:03:31 PM	2.92	0.67	3.12	0.32	0.00	0.00	0.00	0.05	7.02	100.00	0.35	27.70	1546	670	1402	10	0	0	0	0	3628	302.20	14.67	3.94	13.02	27.96	14.70	34.00	1.03	27.45	23.00
7/30/2015 12:03:34 PM	4.55	0.00	0.00	2.37	0.00	0.00	0.00	0.02	6.92	100.00	0.45	27.72	2414	0	0	71	0	0	0	0	2485	301.13	11.99	2.64	9.20	25.12	18.73	32.39	1.04	27.47	23.03
7/30/2015 12:03:37 PM	3.85	0.63	1.67	1.21	0.00	0.00	0.00	0.07	7.36	100.00	0.59	27.71	2040	630	753	36	0	0	0	0	3459	304.40	13.55	6.12	14.34	28.27	16.35	34.11	1.06	27.48	23.05
7/30/2015 12:03:40 PM	2.24	0.77	3.98	0.00	0.00	0.00	0.00	0.04	6.99	100.00	0.71	27.74	1190	770	1791	0	0	0	0	0	3751	303.55	16.24	1.46	13.46	28.26	14.74	34.52	1.07	27.48	23.07
7/30/2015 12:03:42 PM	2.96	0.38	3.21	0.32	0.00	0.00	0.00	0.13	6.87	100.00	0.84	27.74	1568	385	1443	10	0	0	0	0	3406	302.45	15.05	3.21	11.29	29.95	13.75	35.48	1.08	27.49	23.07
7/30/2015 12:03:45 PM	2.59	0.32	2.38	1.64	0.00	0.00	0.00	0.00	6.93	100.00	0.95	27.73	1373	317	1070	49	0	0	0	0	2809	303.61	15.89	4.66	12.56	25.88	17.08	34.54	1.09	27.51	23.08
7/30/2015 12:03:48 PM	4.22	0.45	1.49	1.18	0.00	0.00	0.00	0.00	7.33	100.00	1.03	27.71	2237	446	671	35	0	0	0	0	3389	303.72	12.76	4.50	12.99	26.28	15.93	34.13	1.10	27.51	23.10
7/30/2015 12:03:51 PM	2.61	0.98	3.46	0.18	0.00	0.00	0.00	0.00	7.23	100.00	1.09	27.72	1381	982	1555	6	0	0	0	0	3924	304.30	15.26	3.66	14.75	26.92	16.12	33.81	1.11	27.52	23.10
7/30/2015 12:03:54 PM	3.85	0.75	3.10	0.00	0.00	0.00	0.00	0.00	7.70	100.00	1.18	27.71	2041	747	1396	0	0	0	0	0	4183	302.65	14.19	2.31	13.97	27.87	14.98	36.92	1.12	27.52	23.11
7/30/2015 12:03:56 PM	2.32	0.70	3.53	0.36	0.00	0.00	0.00	0.00	6.91	100.00	1.28	27.72	1229	695	1588	11	0	0	0	0	3523	305.05	15.60	3.37	13.10	26.39	15.28	33.85	1.13	27.53	23.10
7/30/2015 12:03:59 PM	3.90	0.69	2.17	0.79	0.00	0.00	0.00	0.04	7.54	100.00	1.38	27.72	2066	688	974	24	0	0	0	0	3752	304.73	13.87	4.39	13.99	28.58	16.44	34.90	1.13	27.55	23.10
7/30/2015 12:04:02 PM	4.01	1.13	2.75	0.00	0.00	0.00	0.00	0.00	7.90	100.00	1.50	27.71	2127	1130	1238	0	0	0	0	0	4495	303.61	13.73	2.04	15.86	28.54	16.73	34.76	1.15	27.54	23.11
7/30/2015 12:04:05 PM	3.07	0.52	3.14	0.38	0.00	0.00	0.00	0.00	7.11	100.00	1.59	27.72	1628	520	1413	11	0	0	0	0	3572	303.73	14.80	2.70	12.20	27.02	14.88	34.95	1.16	27.55	23.12
7/30/2015 12:04:08 PM	3.31	0.93	3.30	0.00	0.00	0.00	0.00	0.00	7.55	100.00	1.69	27.71	1755	934	1485	0	0	0	0	0	4174	304.41	14.65	3.08	15.05	27.80	15.15	35.26	1.17	27.56	23.14
7/30/2015 12:04:10 PM	2.80	0.85	3.25	0.13	0.00	0.00	0.00	0.08	7.02	100.00	1.77	27.70	1484	849	1461	4	0	0	0	0	3797	303.97	14.64	4.12	13.85	28.38	14.81	33.65	1.17	27.58	23.12
7/30/2015 12:04:13 PM	4.57	0.68	2.01	0.31	0.00	0.00	0.00	0.00	7.58	100.00	1.83	27.69	2423	684	905	9	0	0	0	0	4022	304.34	12.12	3.00	13.49	26.83	15.04	34.88	1.18	27.59	23.14
7/30/2015 12:04:16 PM	4.34	0.28	1.86	1.17	0.00	0.00	0.00	0.00	7.65	100.00	1.93	27.69	2301	279	836	35	0	0	0	0	3451	305.06	13.93	3.54	12.32	27.94	16.22	36.93	1.19	27.59	23.14
