8/25/2014 1:26:32 PM	4.68	0.57	0.00	0.00	0.00	0.00	0.00	0.16	5.25	95.68	0.78	24.40	2479	570	0	0	0	0	0	0	3049	268.62	4.62	2.67	10.29	21.60	8.90	22.50	1.08	24.86	20.82
8/25/2014 1:26:35 PM	2.63	0.17	2.60	0.93	0.00	0.00	0.00	0.13	6.33	100.00	0.80	24.13	1396	169	1168	28	0	0	0	0	2762	303.10	14.96	-0.70	8.73	27.84	16.34	33.20	1.08	24.90	20.80
8/25/2014 1:26:38 PM	4.11	0.49	2.42	0.00	0.00	0.00	0.00	0.02	7.02	100.00	0.81	24.08	2180	490	1089	0	0	0	0	0	3759	318.25	12.17	0.81	10.77	27.10	13.87	33.16	1.08	24.93	20.83
8/25/2014 1:26:40 PM	0.38	0.79	4.03	0.00	0.00	0.00	0.00	0.45	5.19	100.00	0.90	23.99	200	786	1813	0	0	0	0	0	2799	322.51	16.50	0.37	13.05	31.20	11.86	30.56	1.09	24.96	20.85
8/25/2014 1:26:43 PM	0.00	0.00	5.98	0.15	0.00	0.00	0.00	0.00	6.13	100.00	1.12	23.91	0	0	2690	5	0	0	0	0	2694	322.40	21.66	5.52	9.72	27.79	10.24	36.29	1.11	24.97	20.88
8/25/2014 1:26:46 PM	4.05	0.00	0.00	2.56	0.00	0.00	0.00	0.05	6.61	100.00	1.37	23.85	2146	0	0	77	0	0	0	0	2222	317.92	12.70	5.67	5.54	24.15	18.67	32.58	1.13	25.01	20.87
8/25/2014 1:26:49 PM	4.85	0.20	0.00	1.56	0.00	0.00	0.00	0.40	6.61	100.00	1.57	23.72	2571	204	0	47	0	0	0	0	2821	323.83	10.84	2.15	10.14	32.36	16.56	33.28	1.15	25.03	20.89
8/25/2014 1:26:52 PM	5.10	1.23	2.64	0.02	0.00	0.00	0.00	0.30	8.99	100.00	1.77	23.52	2703	1234	1187	1	0	0	0	0	5125	319.76	15.24	3.15	17.37	38.72	18.97	41.94	1.17	25.07	20.93
8/25/2014 1:26:54 PM	8.27	0.78	2.36	0.34	0.00	0.00	0.00	0.11	11.75	100.00	2.00	23.30	4383	776	1062	10	0	0	0	0	6232	311.32	16.66	5.21	18.83	44.92	19.89	54.22	1.20	25.08	20.91
8/25/2014 1:26:57 PM	4.85	0.24	4.49	1.10	0.00	0.00	0.00	0.22	10.68	100.00	2.19	23.14	2571	243	2019	33	0	0	0	0	4866	321.25	23.54	4.35	15.90	46.76	20.90	56.52	1.21	25.11	20.93
8/25/2014 1:27:00 PM	5.73	0.82	3.82	1.31	0.00	0.00	0.00	0.45	11.68	100.00	2.37	23.04	3035	822	1718	39	0	0	0	0	5614	317.92	24.07	4.91	20.10	53.55	25.17	59.87	1.23	25.14	20.94
