Reservoir,Year,Date,Depth,Secchi,Notes
GWR,2015,2015-05-09 13:00:00,NA,2.2,
GWR,2015,2015-05-20 16:30:00,NA,2.7,
GWR,2015,2015-05-30 18:00:00,NA,2.6,
GWR,2015,2015-06-10 11:00:00,NA,3.1,
GWR,2015,2015-06-22 19:00:00,NA,4.2,
GWR,2015,2015-07-06 17:30:00,NA,3.1,
GWR,2015,2015-07-20 18:30:00,NA,4.1,
GWR,2015,2015-08-03 19:00:00,NA,3.7,
GWR,2015,2015-08-15 11:00:00,NA,4.5,
GWR,2015,2015-08-30 11:30:00,NA,3.4,
GWR,2015,2015-09-17 18:30:00,NA,2.5,
