Reservoir,Year,Date,Depth,Secchi,Notes
SHR,2015,2015-05-08 12:00:00,NA,7.25,NA
SHR,2015,2015-05-22 12:00:00,NA,5.2,NA
SHR,2015,2015-05-29 12:00:00,NA,4.8,NA
SHR,2015,2015-06-12 12:00:00,NA,5.2,NA
SHR,2015,2015-06-26 12:00:00,NA,6,NA
SHR,2015,2015-07-10 12:00:00,NA,10.1,NA
SHR,2015,2015-07-24 12:00:00,NA,13.5,NA
SHR,2015,2015-08-07 12:00:00,NA,11.5,NA
SHR,2015,2015-08-26 12:00:00,NA,11.3,NA
SHR,2015,2015-09-09 12:00:00,NA,8.5,NA
SHR,2015,2015-10-28 12:00:00,NA,12.4,NA
