Reservoir,Year,Date,Depth,Secchi,Notes
BVR,2014,2014-04-30 12:00:00,NA,3,
BVR,2014,2014-05-14 12:00:00,NA,3.5,
BVR,2014,2014-05-29 12:00:00,NA,3.5,
BVR,2014,2014-06-04 12:00:00,NA,4.4,
BVR,2014,2014-06-18 12:00:00,NA,4.2,
BVR,2014,2014-06-25 12:00:00,NA,4.7,
BVR,2014,2014-07-02 12:00:00,NA,3,
BVR,2014,2014-07-09 12:00:00,NA,2.5,
BVR,2014,2014-07-30 12:00:00,NA,2.5,
BVR,2014,2014-08-13 12:00:00,NA,2.6,
BVR,2014,2014-09-04 12:00:00,NA,3.8,
BVR,2014,2014-09-25 12:00:00,NA,3.3,
