Date,Depth_m,Descent Rate (m/s),Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP,PAR,Salinity
2018-05-14T13:35:25Z,-0.052,-0.005,24.6095,0.5627,0.4599,35.713,35.443725,7.9235,95.227,7.391,303.5165,2564.8,1.8903013090644059
2018-05-14T13:35:25Z,-0.052,-0.008,24.6086,0.5647,0.4364,35.704,35.443617,7.9252,95.269,7.393,303.3961,2567.4,1.8898334917746893
2018-05-14T13:35:25Z,-0.055,-0.01,24.6032,0.5808,0.4378,35.696,35.442346,7.9317,95.362,7.394,303.1993,2567.6,1.8896061860096849
2018-05-14T13:35:25Z,-0.059,-0.007,24.6031,0.6203,0.4772,35.679,35.428371,7.9414,95.486,7.393,303.2882,2565.4,1.8886569379333296
2018-05-14T13:35:25Z,-0.065,0,24.6166,0.6378,0.4849,35.655,35.401684,7.9517,95.601,7.388,303.6112,2565.6,1.8867587821526755
2018-05-14T13:35:25Z,-0.07,0.012,24.6328,0.6261,0.4396,35.639,35.373756,7.9581,95.65,7.381,303.7485,2568.6,1.885199880347638
2018-05-14T13:35:25Z,-0.067,0.027,24.6394,0.5981,0.3569,35.626,35.344769,7.9584,95.614,7.373,303.6575,2569.7,1.8842017738490537
2018-05-14T13:35:25Z,-0.056,0.042,24.6458,0.5666,0.2784,35.604,35.305259,7.9564,95.545,7.364,303.286,2567.6,1.8827077425243137
2018-05-14T13:35:25Z,-0.038,0.055,24.6434,0.5575,0.2232,35.599,35.277152,7.9571,95.498,7.356,302.9565,2550,1.8825252157879635
2018-05-14T13:35:25Z,-0.018,0.064,24.6229,0.5619,0.2082,35.61,35.258972,7.9575,95.429,7.351,303.029,2338,1.8839779017609617
2018-05-14T13:35:25Z,0.002,0.068,24.6001,0.5639,0.2799,35.595,35.212445,7.9546,95.315,7.35,303.1297,2024.8,1.8840678962400792
2018-05-14T13:35:25Z,0.02,0.068,24.5768,0.5639,0.3879,35.57,35.15919,7.9532,95.227,7.35,302.9694,1938.2,1.8836173168202852
2018-05-14T13:35:25Z,0.035,0.065,24.5461,0.5616,0.4464,35.562,35.12319,7.9562,95.195,7.353,302.7263,1871.2,1.8844230086928435
2018-05-14T13:35:25Z,0.051,0.062,24.5022,0.5545,0.4369,35.562,35.094731,7.9605,95.177,7.357,302.5126,1756.5,1.886219442701167
2018-05-14T13:35:25Z,0.066,0.061,24.4544,0.5514,0.3964,35.563,35.069145,7.9635,95.147,7.362,302.3641,1860.7,1.8882350361716418
2018-05-14T13:35:25Z,0.081,0.062,24.4155,0.5517,0.3835,35.585,35.067873,7.9655,95.113,7.364,302.3082,1922.6,1.8910707816314236
2018-05-14T13:35:25Z,0.096,0.063,24.3799,0.5492,0.403,35.618,35.079311,7.9675,95.083,7.364,302.4389,1801.9,1.8943948132275052
2018-05-14T13:35:25Z,0.111,0.065,24.3375,0.5587,0.4489,35.641,35.080362,7.9692,95.049,7.364,302.7407,1912.4,1.897440703484912
2018-05-14T13:35:25Z,0.127,0.067,24.2978,0.5744,0.4807,35.66,35.080553,7.9679,94.989,7.364,302.9455,1990.3,1.900154228860662
2018-05-14T13:35:25Z,0.146,0.069,24.2685,0.5647,0.4518,35.672,35.081593,7.9609,94.877,7.365,303.1073,1816.1,1.902045240371678
2018-05-14T13:35:25Z,0.165,0.07,24.239,0.5515,0.4045,35.689,35.092916,7.9529,94.77,7.365,302.9758,1756.3,1.9042293991142871
2018-05-14T13:35:25Z,0.184,0.071,24.2069,0.561,0.3974,35.693,35.090407,7.9518,94.74,7.362,302.5608,1578.8,1.9057889061619624
2018-05-14T13:35:25Z,0.202,0.072,24.1778,0.5595,0.4259,35.665,35.051257,7.9568,94.772,7.357,302.6494,1294.3,1.9054139841404567
2018-05-14T13:35:25Z,0.219,0.072,24.1616,0.5616,0.3839,35.625,35.000652,7.9655,94.845,7.352,303.0151,1301.8,1.9038225627646943
2018-05-14T13:35:25Z,0.236,0.073,24.1611,0.5861,0.2553,35.625,34.986688,7.9772,94.95,7.348,303.4543,1627.5,1.9038430265884074
2018-05-14T13:35:25Z,0.256,0.075,24.1533,0.5999,0.1837,35.662,35.009446,7.9862,95.022,7.346,304.2607,1866.2,1.9062622806783545
2018-05-14T13:35:25Z,0.275,0.078,24.1336,0.6086,0.1897,35.687,35.021711,7.9846,94.974,7.346,304.5903,1778.8,1.9084986064631315
2018-05-14T13:35:25Z,0.295,0.081,24.1184,0.6364,0.2061,35.682,35.007927,7.9696,94.772,7.347,304.3431,1796,1.9088485156005663
2018-05-14T13:35:25Z,0.316,0.085,24.0986,0.6687,0.1987,35.652,34.969816,7.9472,94.486,7.35,304.6276,1960.5,1.9079728247751708
2018-05-14T13:35:25Z,0.337,0.09,24.076,0.6769,0.1612,35.632,34.942014,7.927,94.226,7.353,305.3619,1840,1.907780417220171
2018-05-14T13:35:25Z,0.36,0.095,24.061,0.6723,0.1492,35.626,34.925848,7.9144,94.05,7.355,306.0808,1519.8,1.9080651562138584
2018-05-14T13:35:25Z,0.385,0.099,24.0485,0.6775,0.1759,35.614,34.901368,7.906,93.919,7.355,306.6946,1402.8,1.9079050538696185
2018-05-14T13:35:25Z,0.411,0.102,24.0373,0.6847,0.2098,35.626,34.900088,7.8956,93.763,7.354,306.5888,1513.3,1.9090532339690927
2018-05-14T13:35:25Z,0.44,0.102,24.0267,0.6854,0.2226,35.651,34.910354,7.8836,93.587,7.353,305.9199,1605.1,1.9109150854824348
