Reservoir,Year,Date,FLOWAVG_cmn,FLOWAVG_cms,FLOWMDN_cmn,FLOWMDN_cms,FLOWSUM_cmd,FLOWSE_cmn,FLOWSE_cms,RTIME_days,WTEMP_C
FCR,2013,2013-06-26 12:00:00,0.922050058,0.015367501,0.729782536,0.012163042,1327.752084,0.052235018,0.000870584,267.531354,18.51552083
FCR,2013,2013-06-27 12:00:00,0.759897067,0.012664951,0.759161078,0.012652685,1094.251776,0.004343607,7.24E-05,283.1205027,18.0690625
FCR,2013,2013-06-28 12:00:00,0.71139049,0.011856508,0.713168465,0.011886141,1024.402306,0.006077753,0.000101296,303.5748096,18.80833333
FCR,2013,2013-06-29 12:00:00,0.678152588,0.011302543,0.652000457,0.010866674,976.5397268,0.013397699,0.000223295,323.7081094,18.5846875
FCR,2013,2013-06-30 12:00:00,0.674842039,0.011247367,0.672186764,0.011203113,971.7725355,0.004018447,6.70E-05,318.8722082,18.56625
FCR,2013,2013-07-01 12:00:00,0.657236167,0.010953936,0.656018281,0.010933638,946.4200802,0.004440069,7.40E-05,327.709082,18.653125
FCR,2013,2013-07-02 12:00:00,2.402183973,0.0400364,0.819037274,0.013650621,3459.144921,0.242511974,0.004041866,205.2713126,18.34645833
FCR,2013,2013-07-03 12:00:00,4.800039997,0.080000667,3.938734851,0.065645581,6912.057595,0.196840647,0.003280677,50.23162596,17.18854167
FCR,2013,2013-07-04 12:00:00,5.561914277,0.092698571,5.375655625,0.08959426,8009.156558,0.084297519,0.001404959,39.29846525,17.13041667
FCR,2013,2013-07-05 12:00:00,3.455827764,0.057597129,3.431970816,0.057199514,4976.39198,0.059789556,0.000996493,63.85269409,17.22822917
FCR,2013,2013-07-06 12:00:00,2.220784086,0.037013068,2.292287752,0.038204796,3197.929083,0.021760124,0.000362669,97.50246748,17.57447917
FCR,2013,2013-07-07 12:00:00,1.788399628,0.02980666,1.791683275,0.029861388,2575.295464,0.008852771,0.000147546,120.202009,17.60270833
FCR,2013,2013-07-08 12:00:00,1.560197398,0.02600329,1.583523988,0.026392066,2246.684253,0.011534973,0.00019225,138.1937472,17.48572917
FCR,2013,2013-07-09 12:00:00,1.322972017,0.022049534,1.342978972,0.022382983,1905.079705,0.007760217,0.000129337,162.6673561,18.00572917
FCR,2013,2013-07-10 12:00:00,4.444855163,0.074080919,1.262378051,0.021039634,6400.591435,0.492742246,0.008212371,121.2302505,18.1315625
FCR,2013,2013-07-11 12:00:00,4.406668787,0.07344448,3.971681678,0.066194695,6345.603054,0.145811797,0.002430197,53.91548628,17.1228125
FCR,2013,2013-07-12 12:00:00,3.482076437,0.058034607,3.390773918,0.056512899,5014.190069,0.076525008,0.001275417,63.84356319,16.7646875
FCR,2013,2013-07-13 12:00:00,2.593846157,0.043230769,2.507085542,0.041784759,3735.138467,0.038171856,0.000636198,84.1022108,16.71625
FCR,2013,2013-07-14 12:00:00,2.509650653,0.041827511,2.538268474,0.042304475,3613.89694,0.021173743,0.000352896,86.02906792,17.545
FCR,2013,2013-07-15 12:00:00,2.064984648,0.034416411,2.113170776,0.035219513,2973.577892,0.01203691,0.000200615,104.2114993,17.681875
FCR,2013,2013-07-16 12:00:00,1.758044953,0.029300749,1.791683275,0.029861388,2531.584733,0.010263823,0.000171064,122.4040866,18.12552083
FCR,2013,2013-07-17 12:00:00,1.572283611,0.026204727,1.599656162,0.026660936,2264.0884,0.009676747,0.000161279,136.9189052,18.5190625
FCR,2013,2013-07-18 12:00:00,1.491802929,0.024863382,1.508959162,0.025149319,2148.196217,0.006391228,0.00010652,144.0199075,18.58635417
FCR,2013,2013-07-19 12:00:00,1.401751688,0.023362528,1.394171505,0.023236192,2018.522431,0.007376728,0.000122945,153.406555,18.778125
FCR,2013,2013-07-20 12:00:00,1.317218012,0.021953634,1.312563686,0.021876061,1896.793938,0.006137571,0.000102293,163.1596261,18.7440625
FCR,2013,2013-07-21 12:00:00,1.310788624,0.021846477,1.282375897,0.021372932,1887.535618,0.011717406,0.00019529,164.5211938,18.58083333
FCR,2013,2013-07-22 12:00:00,1.251562547,0.020859376,1.247450159,0.020790836,1802.250067,0.005615782,9.36E-05,171.6873178,18.580625
FCR,2013,2013-07-23 12:00:00,1.189600331,0.019826672,1.193197214,0.01988662,1713.024476,0.007249679,0.000120828,180.9273443,18.66729167
FCR,2013,2013-07-24 12:00:00,1.104625459,0.018410424,1.096599229,0.018276654,1590.660661,0.006439482,0.000107325,194.7704584,18.62177083
FCR,2013,2013-07-25 12:00:00,1.015308698,0.016921812,1.016613548,0.016943559,1462.044525,0.004751799,7.92E-05,211.6733764,17.88197917
FCR,2013,2013-07-26 12:00:00,0.976370967,0.016272849,0.975070817,0.01625118,1405.974193,0.003962553,6.60E-05,220.0038366,17.61166667
FCR,2013,2013-07-27 12:00:00,1.065258634,0.017754311,1.063426732,0.017723779,1533.972434,0.010052201,0.000167537,202.9824681,17.53739583
FCR,2013,2013-07-28 12:00:00,1.010533013,0.016842217,1.011966713,0.016866112,1455.167539,0.005122269,8.54E-05,212.7525824,17.62708333
FCR,2013,2013-07-29 12:00:00,0.912405397,0.015206757,0.920573771,0.015342896,1313.863771,0.006493638,0.000108227,236.2064178,17.28635417
FCR,2013,2013-07-30 12:00:00,0.840531992,0.014008867,0.849525049,0.014158751,1210.366069,0.005079816,8.47E-05,256.0743998,16.71708333
FCR,2013,2013-07-31 12:00:00,0.82744224,0.013790704,0.832056633,0.013867611,1191.516826,0.003849885,6.42E-05,259.72433,16.89291667
FCR,2013,2013-08-01 12:00:00,0.887391832,0.014789864,0.898174534,0.014969576,1277.844239,0.006389802,0.000106497,242.9223653,17.30354167
FCR,2013,2013-08-02 12:00:00,0.804111487,0.013401858,0.806077876,0.013434631,1157.920541,0.00649656,0.000108276,268.3668638,17.48364583
FCR,2013,2013-08-03 12:00:00,0.762033567,0.012700559,0.763384538,0.012723076,1097.328337,0.003962917,6.60E-05,282.1818537,17.403125
FCR,2013,2013-08-04 12:00:00,0.740538624,0.01234231,0.738136492,0.012302275,1066.375618,0.006629013,0.000110484,291.8146474,17.68322917
FCR,2013,2013-08-05 12:00:00,0.534294469,0.008904908,0.660052327,0.011000872,769.3840356,0.020278543,0.000337976,485.3395095,16.97802083
FCR,2013,2013-08-06 12:00:00,0.222212174,0.003703536,0.234747473,0.003912458,319.9855305,0.014153836,0.000235897,1800.059778,17.614375
FCR,2013,2013-08-07 12:00:00,0.62677227,0.010446205,0.588801873,0.009813365,902.5520695,0.01520733,0.000253456,360.8773035,17.79927083
FCR,2013,2013-08-08 12:00:00,0.94541922,0.015756987,0.577145664,0.009619094,1361.403677,0.148151637,0.002469194,384.3958859,18.2040625
FCR,2013,2013-08-09 12:00:00,0.383809808,0.00639683,0.398660587,0.006644343,552.6861242,0.014767756,0.000246129,722.704878,18.6921875
FCR,2013,2013-08-10 12:00:00,0.736720901,0.012278682,0.639979567,0.010666326,1060.878097,0.023583757,0.000393063,319.3753087,19.02541667
FCR,2013,2013-08-11 12:00:00,1.121558908,0.018692648,1.144579324,0.019076322,1615.044827,0.032212661,0.000536878,215.6710855,18.99645833
FCR,2013,2013-08-12 12:00:00,0.502840464,0.008380674,0.676285137,0.011271419,724.0902688,0.037093057,0.000618218,2555.076427,19.02708333
FCR,2013,2013-08-13 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,18.6296875
FCR,2013,2013-08-14 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,17.44625
FCR,2013,2013-08-15 12:00:00,1.412067372,0.023534456,1.332815384,0.02221359,2033.377016,0.034401284,0.000573355,160.7930635,15.83833333
FCR,2013,2013-08-16 12:00:00,1.596909003,0.02661515,1.562100923,0.026035015,2299.548965,0.029485238,0.000491421,138.3575631,15.5865625
FCR,2013,2013-08-17 12:00:00,2.399804195,0.039996737,2.304394583,0.038406576,3455.718041,0.025524269,0.000425404,90.31103136,15.54875
FCR,2013,2013-08-18 12:00:00,3.040789228,0.05067982,2.82447553,0.047074592,4378.736488,0.064428311,0.001073805,73.46896362,16.06864583
FCR,2013,2013-08-19 12:00:00,1.842518367,0.030708639,1.973298814,0.032888314,2653.226448,0.047862918,0.000797715,124.6955113,16.48552083
FCR,2013,2013-08-20 12:00:00,1.906804447,0.031780074,1.9045306,0.031742177,2745.798403,0.041420306,0.000690338,117.780926,17.34458333
FCR,2013,2013-08-21 12:00:00,2.16043196,0.036007199,2.226070598,0.037101177,3111.022023,0.052416767,0.000873613,105.7449557,17.80791667
FCR,2013,2013-08-22 12:00:00,1.03628143,0.017271357,1.287419954,0.021456999,1492.245259,0.056865121,0.000947752,325.8227114,18.051875
FCR,2013,2013-08-23 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,18.065
FCR,2013,2013-08-24 12:00:00,3.07751628,0.051291938,3.295235956,0.054920599,4431.623443,0.086865907,0.001447765,76.80502263,17.05822917
FCR,2013,2013-08-25 12:00:00,4.83595899,0.080599317,4.511512579,0.075191876,6963.780946,0.072291515,0.001204859,45.2559494,16.7040625
FCR,2013,2013-08-26 12:00:00,2.673487087,0.044558118,3.207331585,0.053455526,3849.821405,0.126753734,0.002112562,108.0713436,16.85375
FCR,2013,2013-08-27 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,17.90177083
FCR,2013,2013-08-28 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,18.31458333
FCR,2013,2013-08-29 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,19.04479167
FCR,2013,2013-08-30 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,18.82375
FCR,2013,2013-08-31 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,18.7621875
FCR,2013,2013-09-01 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,18.71635417
FCR,2013,2013-09-02 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,18.98645833
FCR,2013,2013-09-03 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,19.05041667
FCR,2013,2013-09-05 12:00:00,0.41716669,0.006952778,0.415823598,0.006930393,600.7200338,0.004537155,7.56E-05,519.8425857,17.57677083
FCR,2013,2013-09-06 12:00:00,0.374386524,0.006239775,0.374934576,0.00624891,539.1165948,0.003673971,6.12E-05,578.2142598,17.1275
FCR,2013,2013-09-07 12:00:00,0.371756858,0.006195948,0.368256488,0.006137608,535.3298751,0.003001208,5.00E-05,580.4048082,16.55177083
FCR,2013,2013-09-08 12:00:00,0.392895304,0.006548255,0.381652134,0.006360869,565.7692383,0.003110795,5.18E-05,549.1315274,17.47052083
FCR,2013,2013-09-09 12:00:00,0.378784938,0.006313082,0.381652134,0.006360869,545.4503113,0.003440704,5.73E-05,570.831885,17.93875
FCR,2013,2013-09-10 12:00:00,0.749923116,0.012498719,0.465256987,0.007754283,1079.889287,0.042194619,0.000703244,385.3622599,18.59916667
FCR,2013,2013-09-11 12:00:00,1.42190831,0.023698472,1.322676932,0.022044616,2047.547967,0.033943495,0.000565725,155.8014565,20.09375
FCR,2013,2013-09-12 12:00:00,1.321445835,0.022024097,1.322676932,0.022044616,1902.882003,0.006914817,0.000115247,162.7278343,20.46708333
FCR,2013,2013-09-13 12:00:00,1.26354719,0.02105912,1.257397801,0.02095663,1819.507954,0.006060804,0.000101013,170.0945071,19.1359375
FCR,2013,2013-09-14 12:00:00,1.234319287,0.020571988,1.232573773,0.020542896,1777.419773,0.004905475,8.18E-05,174.0175798,16.90364583
FCR,2013,2013-09-15 12:00:00,1.213294762,0.020221579,1.212833457,0.020213891,1747.144457,0.00447926,7.47E-05,176.9961886,16.9534375
FCR,2013,2013-09-16 12:00:00,1.23836531,0.020639422,1.232573773,0.020542896,1783.246046,0.005109632,8.52E-05,173.4646204,17.9103125
FCR,2013,2013-09-17 12:00:00,1.209028144,0.020150469,1.207917872,0.020131965,1741.000528,0.005597535,9.33E-05,177.7435605,16.5175
FCR,2013,2013-09-18 12:00:00,1.179621654,0.019660361,1.173665668,0.019561094,1698.655182,0.00454694,7.58E-05,182.0668395,15.810625
FCR,2013,2013-09-19 12:00:00,1.175727606,0.01959546,1.173665668,0.019561094,1693.047753,0.004236483,7.06E-05,182.6376481,17.0146875
FCR,2013,2013-09-20 12:00:00,1.286381702,0.021439695,1.232573773,0.020542896,1852.38965,0.020209824,0.00033683,169.616245,17.6203125
FCR,2013,2013-09-21 12:00:00,1.466055523,0.024434259,1.282375897,0.021372932,2111.119953,0.038390094,0.000639835,153.5464912,17.57791667
FCR,2013,2013-09-22 12:00:00,1.356600622,0.02261001,1.342978972,0.022382983,1953.504896,0.008276723,0.000137945,158.6479379,16.66447917
FCR,2013,2013-09-23 12:00:00,1.237192954,0.020619883,1.232573773,0.020542896,1781.557853,0.00479841,8.00E-05,173.5986738,15.939375
FCR,2013,2013-09-24 12:00:00,1.188749026,0.019812484,1.183418315,0.019723639,1711.798597,0.004301388,7.17E-05,180.6407321,16.17802083
FCR,2013,2013-09-25 12:00:00,1.186196575,0.019769943,1.183418315,0.019723639,1708.123068,0.005824682,9.71E-05,181.2098737,16.46395833
FCR,2013,2013-09-26 12:00:00,1.203711768,0.020061863,1.198099751,0.019968329,1733.344945,0.003931453,6.55E-05,178.3530471,16.800625
FCR,2013,2013-09-27 12:00:00,1.178690948,0.019644849,1.173665668,0.019561094,1697.314965,0.004398831,7.33E-05,182.1962802,16.13
FCR,2013,2013-09-28 12:00:00,1.136381305,0.018939688,1.134919199,0.01891532,1636.389079,0.004346823,7.24E-05,188.9935118,16.00291667
FCR,2013,2013-09-29 12:00:00,1.154363404,0.01923939,1.154239449,0.019237324,1662.283301,0.004101432,6.84E-05,186.0117596,15.34354167
FCR,2013,2013-09-30 12:00:00,1.10082619,0.018347103,1.096599229,0.018276654,1585.189714,0.003330802,5.55E-05,194.9952353,15.7184375
FCR,2013,2013-10-01 12:00:00,1.107078429,0.018451307,1.106138947,0.018435649,1594.192938,0.004171513,6.95E-05,193.9857514,16.50375
FCR,2013,2013-10-02 12:00:00,1.100113412,0.018335224,1.096599229,0.018276654,1584.163314,0.004106764,6.84E-05,195.2117004,16.8859375
FCR,2013,2013-10-03 12:00:00,1.069158724,0.017819312,1.068142354,0.017802373,1539.588562,0.003975902,6.63E-05,200.8605448,17.45333333
FCR,2013,2013-10-04 12:00:00,1.073754412,0.017895907,1.0728716,0.017881193,1546.206354,0.005213975,8.69E-05,200.1893137,17.97010417
FCR,2013,2013-10-05 12:00:00,1.075157609,0.017919293,1.077600846,0.017960014,1548.226957,0.005385209,8.98E-05,199.9508902,18.47489583
FCR,2013,2013-10-06 12:00:00,1.015855419,0.016930924,1.011966713,0.016866112,1462.831803,0.003743652,6.24E-05,211.3928387,18.5284375
FCR,2013,2013-10-07 12:00:00,1.743058611,0.029050977,1.378751564,0.022979193,2510.0044,0.089972399,0.00149954,147.5346932,17.54427083
FCR,2013,2013-10-08 12:00:00,1.182775267,0.019712921,1.173665668,0.019561094,1703.196384,0.009562759,0.000159379,182.4415504,15.19729167
FCR,2013,2013-10-09 12:00:00,1.099382315,0.018323039,1.096599229,0.018276654,1583.110534,0.004651928,7.75E-05,195.4058242,14.64604167
FCR,2013,2013-10-10 12:00:00,1.248546408,0.020809107,1.203002288,0.020050038,1797.906828,0.013110378,0.000218506,173.4135836,14.56625
FCR,2013,2013-10-11 12:00:00,1.170388243,0.019506471,1.163939353,0.019398989,1685.35907,0.00607329,0.000101222,183.689575,15.84927083
FCR,2013,2013-10-12 12:00:00,1.15326914,0.019221152,1.154239449,0.019237324,1660.707561,0.004228956,7.05E-05,186.205011,16.09604167
FCR,2013,2013-10-13 12:00:00,1.097012447,0.018283541,1.0870865,0.018118108,1579.697924,0.005424495,9.04E-05,195.9529528,16.16083333
FCR,2013,2013-10-14 12:00:00,1.139484939,0.018991416,1.115705571,0.018595093,1640.858313,0.011410519,0.000190175,189.7828232,15.85541667
FCR,2013,2013-10-15 12:00:00,1.061966444,0.017699441,1.05871111,0.017645185,1529.23168,0.005327315,8.88E-05,202.4264786,15.185
FCR,2013,2013-10-16 12:00:00,1.03660809,0.017276802,1.021260384,0.017021006,1492.71565,0.006720408,0.000112007,207.7195187,15.4340625
FCR,2013,2013-10-17 12:00:00,1.039989704,0.017333162,1.039930719,0.017332179,1497.585173,0.006064025,0.000101067,206.8867452,16.0059375
FCR,2013,2013-10-18 12:00:00,1.060407956,0.017673466,1.039930719,0.017332179,1526.987457,0.007530209,0.000125503,203.1872662,14.19770833
FCR,2013,2013-10-19 12:00:00,0.995043089,0.016584051,1.002700827,0.01671168,1432.862049,0.008318358,0.000138639,217.0485823,13.9453125
FCR,2013,2013-10-20 12:00:00,1.029201917,0.017153365,1.03058175,0.017176362,1482.05076,0.006134399,0.00010224,209.083333,12.44229167
FCR,2013,2013-10-21 12:00:00,0.986895922,0.016448265,0.988857803,0.016480963,1421.130127,0.00633289,0.000105548,218.1713061,12.46229167
FCR,2013,2013-10-22 12:00:00,0.978675955,0.016311266,0.965917009,0.016098617,1409.293376,0.006421494,0.000107025,220.0131823,13.39125
FCR,2013,2013-10-23 12:00:00,1.070930346,0.017848839,1.05871111,0.017645185,1542.139698,0.011424224,0.000190404,202.263124,12.30729167
FCR,2013,2013-10-24 12:00:00,1.056418596,0.017606977,1.063426732,0.017723779,1521.242778,0.006096775,0.000101613,203.6762235,10.13208333
FCR,2013,2013-10-25 12:00:00,1.076461842,0.017941031,1.077600846,0.017960014,1550.105052,0.006088001,0.000101467,199.8543215,9.125729167
FCR,2013,2013-10-26 12:00:00,1.015175274,0.016919588,1.021260384,0.017021006,1461.852395,0.007981522,0.000133025,212.5442832,8.846145833
FCR,2013,2013-10-27 12:00:00,1.028166602,0.01713611,1.039930719,0.017332179,1480.559906,0.005741122,9.57E-05,209.2243232,10.6071875
FCR,2013,2013-10-28 12:00:00,1.025872633,0.017097877,1.021260384,0.017021006,1477.256591,0.005986955,9.98E-05,209.7294985,11.3121875
FCR,2013,2013-10-29 12:00:00,1.000258946,0.016670982,1.002700827,0.01671168,1440.372882,0.005376172,8.96E-05,215.0035147,12.59
FCR,2013,2013-10-30 12:00:00,0.987668923,0.016461149,0.975070817,0.01625118,1422.243249,0.006390948,0.000106516,218.0003883,13.15541667
FCR,2013,2013-10-31 12:00:00,0.944035113,0.015733919,0.943159887,0.015719331,1359.410563,0.00727821,0.000121303,228.5030802,13.81375
FCR,2013,2013-11-01 12:00:00,1.060120103,0.017668668,1.068142354,0.017802373,1526.572948,0.01206129,0.000201021,205.0599873,14.64083333
FCR,2013,2013-11-02 12:00:00,1.093157245,0.018219287,1.096599229,0.018276654,1574.146433,0.007589347,0.000126489,197.1109408,12.66020833
FCR,2013,2013-11-03 12:00:00,1.155028905,0.019250482,1.163939353,0.019398989,1663.241623,0.006642301,0.000110705,186.2618589,10.9240625
FCR,2013,2013-11-04 12:00:00,1.119565441,0.018659424,1.115705571,0.018595093,1612.174235,0.009151339,0.000152522,192.8044381,9.453125
FCR,2013,2013-11-05 12:00:00,1.090117211,0.01816862,1.082343673,0.018039061,1569.768783,0.009070846,0.000151181,197.9990382,9.2921875
FCR,2013,2013-11-06 12:00:00,1.056708759,0.017611813,1.054009157,0.017566819,1521.660613,0.004883135,8.14E-05,203.3763131,11.2809375
FCR,2013,2013-11-07 12:00:00,1.153449256,0.019224154,1.149402743,0.019156712,1660.966929,0.008806481,0.000146775,186.9399858,11.25354167
FCR,2013,2013-11-08 12:00:00,1.216808888,0.020280148,1.222690644,0.020378177,1752.204798,0.00548168,9.14E-05,176.601753,8.6040625
FCR,2013,2013-11-09 12:00:00,1.178458578,0.019640976,1.173665668,0.019561094,1696.980353,0.009294528,0.000154909,183.0830454,8.140520833
FCR,2013,2013-11-10 12:00:00,1.20609653,0.020101609,1.193197214,0.01988662,1736.779003,0.010286162,0.000171436,179.0564131,8.991145833
FCR,2013,2013-11-11 12:00:00,1.163540439,0.019392341,1.154239449,0.019237324,1675.498232,0.009957878,0.000165965,185.6241878,8.2778125
FCR,2013,2013-11-12 12:00:00,1.273181314,0.021219689,1.27236419,0.02120607,1833.381092,0.011658921,0.000194315,169.8036621,7.979583333
FCR,2013,2013-11-13 12:00:00,1.265112209,0.021085203,1.262378051,0.021039634,1821.761581,0.011086413,0.000184774,170.7471653,5.575520833
FCR,2013,2013-11-14 12:00:00,1.213152673,0.020219211,1.222690644,0.020378177,1746.939849,0.009000981,0.000150016,177.7253329,6.1878125
FCR,2013,2013-11-15 12:00:00,1.229193262,0.020486554,1.21776205,0.020296034,1770.038297,0.013780103,0.000229668,176.4024328,7.285416667
FCR,2013,2013-11-16 12:00:00,1.361223131,0.022687052,1.297444407,0.021624073,1960.161309,0.021879185,0.000364653,160.8199068,9.419375
FCR,2013,2013-11-17 12:00:00,1.179480653,0.019658011,1.188307765,0.019805129,1698.452141,0.008439704,0.000140662,182.7393534,10.46447917
FCR,2013,2013-11-18 12:00:00,1.355056323,0.022584272,1.348073298,0.022467888,1951.281105,0.012240838,0.000204014,159.4639443,10.3678125
FCR,2013,2013-11-19 12:00:00,1.332747977,0.022212466,1.332815384,0.02221359,1919.157087,0.009166337,0.000152772,161.6773637,7.515729167
FCR,2013,2013-11-20 12:00:00,1.26293216,0.021048869,1.262378051,0.021039634,1818.62231,0.008869233,0.000147821,170.6320994,6.689375
FCR,2013,2013-11-21 12:00:00,1.20429844,0.020071641,1.207917872,0.020131965,1734.189753,0.007223983,0.0001204,178.7237211,7.589895833
FCR,2013,2013-11-22 12:00:00,1.159462228,0.01932437,1.154239449,0.019237324,1669.625608,0.005967758,9.95E-05,185.4441419,9.519375
FCR,2013,2013-11-23 12:00:00,1.290601014,0.021510017,1.282375897,0.021372932,1858.46546,0.012106767,0.000201779,167.5715993,8.5853125
FCR,2013,2013-11-24 12:00:00,1.383514505,0.023058575,1.394171505,0.023236192,1992.260887,0.012143922,0.000202399,156.193659,3.940416667
FCR,2013,2013-11-25 12:00:00,1.286924761,0.021448746,1.292413097,0.021540218,1853.171656,0.012296993,0.00020495,168.142862,3.7225
FCR,2013,2013-11-26 12:00:00,2.260367376,0.03767279,1.551436801,0.02585728,3254.929021,0.127220351,0.002120339,121.6907929,5.255520833
FCR,2013,2013-11-27 12:00:00,2.345295243,0.039088254,2.214118659,0.036901978,3377.22515,0.042809435,0.000713491,94.21869691,5.712916667
FCR,2013,2013-11-28 12:00:00,1.487510486,0.024791841,1.414822054,0.023580368,2142.0151,0.020128705,0.000335478,146.6304112,3.5321875
FCR,2013,2013-11-29 12:00:00,1.246378708,0.020772978,1.252417552,0.020873626,1794.785339,0.010212542,0.000170209,173.2120718,3.93875
FCR,2013,2013-11-30 12:00:00,1.133789715,0.018896495,1.144566037,0.019076101,1632.657189,0.00959002,0.000159834,190.5089388,3.7234375
FCR,2013,2013-12-01 12:00:00,1.119432899,0.018657215,1.144566037,0.019076101,1611.983374,0.008540963,0.000142349,192.707665,4.051770833
FCR,2013,2013-12-02 12:00:00,1.081884547,0.018031409,1.0870865,0.018118108,1557.913748,0.006606727,0.000110112,198.9566986,5.516041667
FCR,2013,2013-12-03 12:00:00,1.088204006,0.018136733,1.096599229,0.018276654,1567.013769,0.007538141,0.000125636,198.0217259,6.367395833
FCR,2013,2013-12-04 12:00:00,1.040050717,0.017334179,1.039930719,0.017332179,1497.673033,0.008106427,0.000135107,207.4664524,7.643229167
FCR,2013,2013-12-05 12:00:00,0.997127962,0.016618799,1.00733377,0.016788896,1435.864265,0.007062597,0.00011771,216.1338284,9.055208333
FCR,2013,2013-12-06 12:00:00,1.290310304,0.021505172,1.159089401,0.019318157,1858.046838,0.04152465,0.000692077,177.9631126,11.24354167
FCR,2013,2013-12-07 12:00:00,1.947038759,0.032450646,1.736112396,0.028935207,2803.735813,0.041597116,0.000693285,114.415152,8.711979167
FCR,2013,2013-12-08 12:00:00,1.437336004,0.0239556,1.425184246,0.023753071,2069.763845,0.013225714,0.000220429,150.4219685,5.590416667
FCR,2013,2013-12-09 12:00:00,1.553510921,0.025891849,1.562100923,0.026035015,2237.055726,0.02094218,0.000349036,140.5734483,5.8421875
FCR,2013,2013-12-10 12:00:00,1.833832441,0.030563874,1.847828637,0.030797144,2640.718715,0.02011295,0.000335216,118.4082127,5.9584375
FCR,2013,2013-12-11 12:00:00,1.594918725,0.026581979,1.540772679,0.025679545,2296.682964,0.017709866,0.000295164,136.0296433,4.214583333
FCR,2013,2013-12-12 12:00:00,1.411597207,0.02352662,1.409653253,0.023494221,2032.699979,0.012586241,0.000209771,153.0912071,3.385625
FCR,2013,2013-12-13 12:00:00,1.277612172,0.021293536,1.27236419,0.02120607,1839.761527,0.012172214,0.00020287,169.3582048,3.211145833
FCR,2013,2013-12-14 12:00:00,1.256008269,0.020933471,1.262378051,0.021039634,1808.651907,0.017158095,0.000285968,173.7784142,4.335416667
FCR,2013,2013-12-15 12:00:00,1.307757921,0.021795965,1.302475717,0.021707929,1883.171407,0.011972845,0.000199547,165.3584964,4.750520833
FCR,2013,2013-12-16 12:00:00,1.226393424,0.02043989,1.21776205,0.020296034,1766.00653,0.009027192,0.000150453,175.7870699,4.292291667
FCR,2013,2013-12-17 12:00:00,1.185101948,0.019751699,1.188307765,0.019805129,1706.546805,0.011699468,0.000194991,182.6612477,4.820520833
FCR,2013,2013-12-18 12:00:00,1.220870646,0.020347844,1.212833457,0.020213891,1758.053731,0.010377762,0.000172963,176.8872923,3.5346875
FCR,2013,2013-12-19 12:00:00,1.133398379,0.018889973,1.134919199,0.01891532,1632.093665,0.005944119,9.91E-05,189.7295729,4.332291667
FCR,2013,2013-12-20 12:00:00,1.106320656,0.018438678,1.106138947,0.018435649,1593.101744,0.00788546,0.000131424,194.820038,5.5809375
