Reservoir,Year,Date,Depth,TN_ugL,TP_ugL,SRP_ugL,NH4_ugL,NO3NO2_ugL,DOC_mgL,DIC_mgL,TOC_mgL,TIC_mgL,DRSI_mgL,CO2_ppm,CH4_ppm,Notes
FCR,2014,2014-08-18 12:00:00,6.2,214.91,16.6,4.14,41.1,5.11,,16.6,,,,,,
FCR,2014,2014-08-18 12:00:00,8,321.44,23.8,4.28,100,6.71,,23.8,,,,,,
FCR,2014,2014-08-18 12:00:00,9,1084.25,15.1,15.3,830,6.25,2.86,15.1,,,5.55992,,,
FCR,2014,2014-08-18 12:00:00,999,,,6.9,7.68,30.5,2.07,,,,6.783184,,,
FCR,2014,2014-08-25 12:00:00,0.1,167.73,13,5.81,3.83,6.04,2.38,13,,,8.270453,,,
FCR,2014,2014-08-25 12:00:00,0.8,173.88,12.6,4.79,5.01,1.33,,12.6,,,,,,
FCR,2014,2014-08-25 12:00:00,1.6,159.61,6.3,8.3,10.2,20.1,,6.3,,,,,,
FCR,2014,2014-08-25 12:00:00,2.8,264.56,27.7,7.99,5.38,3.12,,27.7,,,,,,
FCR,2014,2014-08-25 12:00:00,3.8,225.73,21,4.28,4.01,2.14,,21,,,,,,
FCR,2014,2014-08-25 12:00:00,5,151.56,11.2,5,2.78,3.03,1.58,11.2,,,5.315921,,,
FCR,2014,2014-08-25 12:00:00,6.2,163.66,17.4,3.68,6.93,7.71,,17.4,,,,,,
FCR,2014,2014-08-25 12:00:00,8,173.88,18.2,4.41,7.84,2.36,,18.2,,,,,,
FCR,2014,2014-08-25 12:00:00,9,159.61,13.7,4.86,6.87,5.08,1.87,13.7,,,4.533839,,,
FCR,2014,2014-08-25 12:00:00,999,,,7.72,14.3,33,2.09,,,,7.922861,,,
FCR,2014,2014-09-03 12:00:00,0.1,162.65,13,5.7,4.4,3.2,2.13,13,,,7.52588,,,
FCR,2014,2014-09-03 12:00:00,0.8,162.65,18.7,7.1,7.4,3.4,,18.7,,,,,,
FCR,2014,2014-09-03 12:00:00,1.6,151.56,10.6,6.9,4.5,3,,10.6,,,,,,
FCR,2014,2014-09-03 12:00:00,2.8,164.68,19.8,7.2,5.8,3.3,,19.8,,,,,,
FCR,2014,2014-09-03 12:00:00,3.8,214.91,21.8,5,8.3,4.5,,21.8,,,,,,
FCR,2014,2014-09-03 12:00:00,5,204.21,21.7,4.8,9.6,0.6,2,21.7,,,3.708308,,,
FCR,2014,2014-09-03 12:00:00,6.2,181.11,16.9,2.2,6.7,1.8,,16.9,,,,,,
FCR,2014,2014-09-03 12:00:00,8,176.97,1.17,3.3,6.8,0.8,,1.17,,,,,,
FCR,2014,2014-09-03 12:00:00,9,162.65,20.9,4.9,6.2,0.8,1.9,20.9,,,3.664859,,,
FCR,2014,2014-09-03 12:00:00,999,,,12.2,13.1,74.5,1.79,,,,11.181536,,,
FCR,2014,2014-09-08 12:00:00,0.1,189,20.5,6.3,4.3,2.2,2.6,20.5,,,6.402146,,,
FCR,2014,2014-09-08 12:00:00,0.8,185,11.6,3.9,5.1,0.8,,11.6,,,,,,
FCR,2014,2014-09-08 12:00:00,1.6,184,10.9,6.4,6.2,0.8,,10.9,,,,,,
FCR,2014,2014-09-08 12:00:00,2.8,188,15.4,6.3,25.9,0.8,,15.4,,,,,,
FCR,2014,2014-09-08 12:00:00,3.8,216,20.5,4.7,12,2,,20.5,,,,,,
FCR,2014,2014-09-08 12:00:00,5,202,13.2,4.7,13.1,0.8,1.93,13.2,,,3.795206,,,
FCR,2014,2014-09-08 12:00:00,6.2,182,14.7,5.5,10.5,1.4,,14.7,,,,,,
FCR,2014,2014-09-08 12:00:00,8,188,14,2.3,10.4,1.3,,14,,,,,,
FCR,2014,2014-09-08 12:00:00,9,199,12.1,4.2,11.6,2.4,1.93,12.1,,,2.578634,,,
FCR,2014,2014-09-08 12:00:00,999,,,4.5,19,87.6,2.18,,,,2.187593,,,
FCR,2014,2014-09-15 12:00:00,0.1,165,20.4,2.8,4.3,0.8,2.63,20.4,,,3.882104,,,
FCR,2014,2014-09-15 12:00:00,0.8,171,16.6,5.4,4,1.5,,16.6,,,,,,
FCR,2014,2014-09-15 12:00:00,1.6,170,18.1,5.3,3.7,1.5,,18.1,,,,,,
FCR,2014,2014-09-15 12:00:00,2.8,177,17.8,6.7,6.1,1.7,,17.8,,,,,,
FCR,2014,2014-09-15 12:00:00,3.8,177,17.7,6.1,6.3,1.7,,17.7,,,,,,
FCR,2014,2014-09-15 12:00:00,5,197,28.7,6.1,22.9,3.3,1.55,28.7,,,4.577288,,,
FCR,2014,2014-09-15 12:00:00,6.2,213,22.5,4.8,18.5,2.6,,22.5,,,,,,
FCR,2014,2014-09-15 12:00:00,8,207,14.5,4,46.5,0.3,,14.5,,,,,,
FCR,2014,2014-09-15 12:00:00,9,189,18.8,5.4,35.1,3.3,2.13,18.8,,,4.620737,,,
FCR,2014,2014-09-15 12:00:00,999,,,5.1,32.7,61.7,2.03,,,,5.620064,,,
FCR,2014,2014-09-22 12:00:00,0.1,213,14.9,5.5,4.1,1,2.21,14.9,,,8.009759,,,
FCR,2014,2014-09-22 12:00:00,0.8,201,12.6,5.6,5.6,0.3,,12.6,,,,,,
FCR,2014,2014-09-22 12:00:00,1.6,183,13.4,4,10.4,2.2,,13.4,,,,,,
FCR,2014,2014-09-22 12:00:00,2.8,192,10.4,7.2,6.5,1.5,,10.4,,,,,,
FCR,2014,2014-09-22 12:00:00,3.8,197,13.6,4.6,8.1,0.8,,13.6,,,,,,
FCR,2014,2014-09-22 12:00:00,5,262,25.3,4.8,6.7,0.8,1.77,25.3,,,5.315921,,,
FCR,2014,2014-09-22 12:00:00,6.2,181,13.4,4.3,7.1,0.8,,13.4,,,,,,
FCR,2014,2014-09-22 12:00:00,8,192,12.2,3.3,15.6,0,,12.2,,,,,,
FCR,2014,2014-09-22 12:00:00,9,200,10.7,4.6,32.2,1.8,1.66,10.7,,,3.360716,,,
FCR,2014,2014-09-22 12:00:00,999,,,8.8,12.2,,1.87,,,,9.139433,,,
FCR,2014,2014-09-29 12:00:00,0.1,193,15.5,5.5,3.3,0.8,2.39,15.5,,,6.271799,,,
FCR,2014,2014-09-29 12:00:00,0.8,209,14.4,4.5,5.8,0.8,,14.4,,,,,,
FCR,2014,2014-09-29 12:00:00,1.6,206,14.4,3.1,10.1,10.9,,14.4,,,,,,
FCR,2014,2014-09-29 12:00:00,2.8,222,24,5.2,31.1,0.4,,24,,,,,,
FCR,2014,2014-09-29 12:00:00,3.8,220,18,7.2,5.1,1.8,,18,,,,,,
FCR,2014,2014-09-29 12:00:00,5,250,25,3.9,7.4,0.8,2.44,25,,,3.795206,,,
FCR,2014,2014-09-29 12:00:00,6.2,214,18.5,2.5,6.5,0.8,,18.5,,,,,,
FCR,2014,2014-09-29 12:00:00,8,178,15.5,5.5,7.8,2.5,,15.5,,,,,,
FCR,2014,2014-09-29 12:00:00,9,189,17.3,6.8,9.5,2.7,2.12,17.3,,,4.446941,,,
FCR,2014,2014-09-29 12:00:00,999,,,12.9,7.6,84.3,1.66,,,,10.877393,,,
FCR,2014,2014-10-06 12:00:00,0.1,203,14.9,4.9,8.2,,2.62,14.9,,,5.750411,,,
FCR,2014,2014-10-06 12:00:00,0.8,296,16.5,6.8,17.5,2.5,,16.5,,,,,,
FCR,2014,2014-10-06 12:00:00,1.6,247,14.9,5.7,14.5,0.8,,14.9,,,,,,
FCR,2014,2014-10-06 12:00:00,2.8,229,18.4,4.9,6.8,0.8,,18.4,,,,,,
FCR,2014,2014-10-06 12:00:00,3.8,255,28.8,3.8,4.7,0.8,,28.8,,,,,,
FCR,2014,2014-10-06 12:00:00,5,278,22.7,1.9,6.2,0.8,2.26,22.7,,,4.837982,,,
FCR,2014,2014-10-06 12:00:00,6.2,250,20.8,3,7.4,0.8,,20.8,,,,,,
FCR,2014,2014-10-06 12:00:00,8,181,14.9,3.7,5.6,0.8,,14.9,,,,,,
FCR,2014,2014-10-06 12:00:00,9,201,16.9,2.8,7.9,0.8,1.5,16.9,,,3.18692,,,
FCR,2014,2014-10-06 12:00:00,999,,,6.1,7.5,57.4,1.76,,,,6.098003,,,
FCR,2014,2014-10-15 12:00:00,0.1,215,15.7,3.7,5,0.5,2.66,15.7,,,5.533166,,,
FCR,2014,2014-10-15 12:00:00,0.8,225,18.2,7.4,5.5,0.8,,18.2,,,,,,
FCR,2014,2014-10-15 12:00:00,1.6,220,16.7,6.4,4.9,1.3,,16.7,,,,,,
FCR,2014,2014-10-15 12:00:00,2.8,207,17.2,3.7,3.5,0.8,,17.2,,,,,,
FCR,2014,2014-10-15 12:00:00,3.8,209,17.2,4.9,4.3,0.8,,17.2,,,,,,
FCR,2014,2014-10-15 12:00:00,5,234,18.5,4.9,2.7,1.5,2.47,18.5,,,4.360043,,,
FCR,2014,2014-10-15 12:00:00,6.2,225,19.4,2.3,9.3,1.1,,19.4,,,,,,
FCR,2014,2014-10-15 12:00:00,8,186,25.1,3.9,16.9,1.9,,25.1,,,,,,
FCR,2014,2014-10-15 12:00:00,9,203,15,2.9,19.9,0.8,2.06,15,,,3.664859,,,
FCR,2014,2014-10-15 12:00:00,999,,,4.7,7,3.8,3.28,,,,4.642472,,,
FCR,2014,2014-10-23 12:00:00,0.1,218,10,4.2,3,5.9,2.12,10,,,5.185574,,,
FCR,2014,2014-10-23 12:00:00,0.8,206,18,6.4,4.4,2.3,,18,,,,,,
FCR,2014,2014-10-23 12:00:00,1.6,225,13.1,5,5.2,0.6,,13.1,,,,,,
FCR,2014,2014-10-23 12:00:00,2.8,209,14.6,4.7,7.7,0.8,,14.6,,,,,,
FCR,2014,2014-10-23 12:00:00,3.8,221,16,4.5,4.1,0.4,,16,,,,,,
FCR,2014,2014-10-23 12:00:00,5,243,14.8,4.6,5.5,0.8,2.33,14.8,,,5.750411,,,
FCR,2014,2014-10-23 12:00:00,6.2,235,21.9,4.9,4.3,0.9,,21.9,,,,,,
FCR,2014,2014-10-23 12:00:00,8,264,21.6,5.7,5,3.1,,21.6,,,,,,
FCR,2014,2014-10-23 12:00:00,9,208,22.3,5.7,4.2,0.8,2.16,22.3,,,7.176376,,,
FCR,2014,2014-10-23 12:00:00,999,,,6.9,3.1,0.1,1.67,,,,9.098648,,,
FCR,2014,2014-11-10 12:00:00,0.1,197,22.2,4.5,2.8,1.9,2.4,22.2,,,5.446268,,,
FCR,2014,2014-11-10 12:00:00,0.8,224,18.9,2.6,4.4,0,,18.9,,,,,,
FCR,2014,2014-11-10 12:00:00,1.6,211,21.1,5.8,4.7,2.1,,21.1,,,,,,
FCR,2014,2014-11-10 12:00:00,2.8,205,21.2,3.9,4.5,0.8,,21.2,,,,,,
FCR,2014,2014-11-10 12:00:00,3.8,208,21.2,4.8,3.5,2.8,,21.2,,,,,,
FCR,2014,2014-11-10 12:00:00,5,203,23.4,3.1,3.7,0.8,2.31,23.4,,,4.533839,,,
FCR,2014,2014-11-10 12:00:00,6.2,202,18.6,5.2,4.4,1.9,,18.6,,,,,,
FCR,2014,2014-11-10 12:00:00,8,205,17,4.7,4.2,0.8,,17,,,,,,
FCR,2014,2014-11-10 12:00:00,9,205,23.2,5.1,3.9,1.6,3.42,23.2,,,5.822048,,,
FCR,2014,2014-11-10 12:00:00,999,,,7.5,7,0.8,3.26,,,,8.880208,,,
FCR,2014,2014-12-10 12:00:00,0.1,181,15.9,4.3,3.8,0,,15.9,,,,,,
FCR,2014,2014-12-10 12:00:00,0.8,184,13.4,6.1,5.5,3.7,,13.4,,,,,,
FCR,2014,2014-12-10 12:00:00,1.6,181,15.6,5.8,4.5,2.7,,15.6,,,,,,
FCR,2014,2014-12-10 12:00:00,2.8,176,18.9,3.4,4.7,2.5,,18.9,,,,,,
FCR,2014,2014-12-10 12:00:00,3.8,182,14.5,3.7,7.4,0.8,,14.5,,,,,,
FCR,2014,2014-12-10 12:00:00,5,179,13.4,5.3,3.3,2.3,,13.4,,,,,,
FCR,2014,2014-12-10 12:00:00,6.2,201,11.7,4.4,6,0.7,,11.7,,,,,,
FCR,2014,2014-12-10 12:00:00,8,187,18,4.7,3.5,0.8,,18,,,,,,
FCR,2014,2014-12-10 12:00:00,9,185,9.45,6.1,4.1,0.8,,9.45,,,,,,
FCR,2014,2014-12-10 12:00:00,999,,,6,6.6,0.4,,,,,,,,
