Reservoir,Year,Date,Depth,Tot_Na_ugL,Tot_Mg_ugL,Tot_Al_ugL,Tot_Si_ugL,Tot_P_ugL,Tot_S_mgL,Tot_Cl_mgL,Tot_K_ugL,Tot_Ca_ugL,Tot_Ti_ugL,Tot_V_ugL,Tot_Cr_ugL,Tot_Fe_ugL,Tot_Mn_ugL,Tot_Co_ugL,Tot_Ni_ugL,Tot_Cu_ugL,Tot_Zn_ugL,Tot_As_ugL,Tot_Se_ugL,Tot_Sr_ugL,Tot_Mo_ugL,Tot_Ag_ugL,Tot_Cd_ugL,Tot_Sn_ugL,Tot_Ba_ugL,Tot_Ce_ugL,Tot_Pb_ugL,Tot_U_ugL,Sol_Na_ugL,Sol_Mg_ugL,Sol_Al_ugL,Sol_Si_ugL,Sol_P_ugL,Sol_S_mgL,Sol_Cl_mgL,Sol_K_ugL,Sol_Ca_ugL,Sol_Ti_ugL,Sol_V_ugL,Sol_Cr_ugL,Sol_Fe_ugL,Sol_Mn_ugL,Sol_Co_ugL,Sol_Ni_ugL,Sol_Cu_ugL,Sol_Zn_ugL,Sol_As_ugL,Sol_Se_ugL,Sol_Sr_ugL,Sol_Mo_ugL,Sol_Ag_ugL,Sol_Cd_ugL,Sol_Sn_ugL,Sol_Ba_ugL,Sol_Ce_ugL,Sol_Pb_ugL,Sol_U_ugL
FCR,2015,2015-04-25 12:00:00,8,2805,990.8,22.3,8982,<10,1.4,0.9,1191,2072,<1,<1,<1,408.1,83.5,<1,<1,7.9,<5,<0.5,<2.5,13.3,<0.1,<1,<1,<1,16.1,,<1,<1,2805,990.8,11.1,8982,<10,1.4,0.9,544.4,2072,<1,<1,<1,218.1,73.7,<1,<1,5.3,<5,<0.5,<2.5,13.3,<0.1,<1,<1,<1,16.1,,<1,<1
FCR,2015,2015-04-25 12:00:00,9,2795,1013,15.3,8861,<10,1.2,0.9,1213,2158,<1,<1,<1,739.8,238.5,<1,<1,5.9,<5,<0.5,<2.5,13.7,<0.1,<1,<1,<1,17,,<1,<1,2795,1013,9.2,8793,<10,1.2,0.9,572.7,2158,<1,<1,<1,330.4,200.6,<1,<1,4.6,<5,<0.5,<2.5,13.7,<0.1,<1,<1,<1,17,,<1,<1
FCR,2015,2015-04-28 12:00:00,0.1,2781,963.1,43.9,9194,<10,1.2,0.8,1109,2096,1.4,<1,<1,387.2,16.1,<1,<1,5.8,<5,<0.5,<2.5,13,<0.1,<1,<1,<1,15.6,,<1,<1,2781,963.1,9,9181,<10,1.2,0.8,1109,2096,<1,<1,<1,139.4,4.8,<1,<1,3.8,<5,<0.5,<2.5,12.8,<0.1,<1,<1,<1,13,,<1,<1
FCR,2015,2015-04-28 12:00:00,0.8,2806,958.3,37.9,9130,<10,1.4,0.8,1117,2056,1.7,<1,<1,395.7,18.3,<1,<1,6.1,<5,<0.5,<2.5,12.9,<0.1,<1,<1,<1,15.5,,<1,<1,2806,948.5,10.2,9130,<10,1.2,0.8,1048,2056,<1,<1,<1,105,4,<1,<1,3,<5,<0.5,<2.5,12.5,<0.1,<1,<1,<1,11.9,,<1,<1
FCR,2015,2015-04-28 12:00:00,1.6,2807,968.1,42.1,9282,<10,1.3,0.8,1125,2075,1.4,<1,<1,406.1,18.2,<1,<1,6,<5,<0.5,<2.5,13.1,<0.1,<1,<1,<1,15.6,,<1,<1,2807,968.1,9,9161,<10,1.3,0.8,1098,2075,<1,<1,<1,140.2,4.4,<1,<1,4.1,<5,<0.5,<2.5,12.7,<0.1,<1,<1,<1,12.2,,<1,<1
FCR,2015,2015-04-28 12:00:00,2.8,2740,949.2,39.3,8985,<10,1,0.7,1096,2048,1.8,<1,<1,396.6,17.6,<1,<1,5.9,<5,<0.5,<2.5,12.9,<0.1,<1,<1,<1,15.4,,<1,<1,2740,949.2,8.5,8985,<10,1,0.7,1036,2048,<1,<1,<1,140.7,3.7,<1,<1,3.9,<5,<0.5,<2.5,12.7,<0.1,<1,<1,<1,11.5,,<1,<1
FCR,2015,2015-04-28 12:00:00,3.8,2821,973.6,38.9,9293,<10,1.3,0.8,1126,2092,1.2,<1,<1,409.2,19,<1,<1,6.1,<5,<0.5,<2.5,13.1,<0.1,<1,<1,<1,15.7,,<1,<1,2821,951.3,8.3,9028,<10,1.3,0.8,970.6,2092,<1,<1,<1,136.6,3.7,<1,<1,3.7,<5,<0.5,<2.5,12.3,<0.1,<1,<1,<1,10,,<1,<1
FCR,2015,2015-04-28 12:00:00,5,2828,991.6,15.3,8852,<10,0.8,0.8,1195,2109,1.4,<1,<1,425.8,77,<1,<1,11.2,5.2,<0.5,<2.5,13.3,<0.1,<1,<1,<1,16.8,,<1,<1,2828,991.6,<5,8852,<10,0.8,0.8,1166,2109,<1,<1,<1,101.6,17.8,<1,<1,5.6,<5,<0.5,<2.5,13.2,<0.1,<1,<1,<1,13.2,,<1,<1
FCR,2015,2015-04-28 12:00:00,6.2,2823,998.2,13.7,8961,<10,1.3,0.9,1209,2119,<1,<1,<1,456.8,103,<1,<1,9,<5,<0.5,<2.5,13.3,<0.1,<1,<1,<1,16.4,,<1,<1,2823,974.6,<5,8762,<10,1.3,0.9,951.4,2119,<1,<1,<1,134,37,<1,<1,4.9,<5,<0.5,<2.5,12.4,<0.1,<1,<1,<1,10.7,,<1,<1
FCR,2015,2015-04-28 12:00:00,8,2779,989.6,15.5,8778,<10,1.1,0.8,1207,2130,<1,<1,<1,605.6,164.2,<1,<1,8,<5,<0.5,<2.5,13.4,<0.1,<1,<1,<1,16.8,,<1,<1,2779,989.6,<5,8778,<10,1.1,0.8,1174,2130,<1,<1,<1,187.6,89.6,<1,<1,4.5,<5,<0.5,<2.5,13.2,<0.1,<1,<1,<1,12.9,,<1,<1
FCR,2015,2015-04-28 12:00:00,9,2813,1024,17.6,8830,<10,1.1,0.9,1239,2279,<1,<1,<1,1129,427.8,<1,1.1,6.6,5.8,<0.5,<2.5,14.2,<0.1,<1,<1,<1,19.6,,<1,<1,2813,1024,<5,8773,<10,1.1,0.9,1056,2279,<1,<1,<1,336.7,276,<1,<1,4.2,<5,<0.5,<2.5,13.3,<0.1,<1,<1,<1,16.2,,<1,<1
FCR,2015,2015-04-28 12:00:00,999,2446,765,98.6,7777,11,0.6,0.8,1295,1602,2.4,<1,<1,441,63.6,<1,<1,<1,<5,<0.5,<2.5,10.6,<0.1,<1,<1,<1,18.2,,<1,<1,2446,739.6,8.3,7661,11,0.6,0.8,1075,1602,<1,<1,<1,67.1,1.4,<1,<1,<1,<5,<0.5,<2.5,9.3,<0.1,<1,<1,<1,7.1,,<1,<1
FCR,2015,2015-05-01 12:00:00,0.1,2496,868.3,19.3,7653,<10,,,968.9,1877,1.1,<1,<1,229.9,12.6,<1,<1,3.9,<5,<0.5,<2.5,12.1,<0.1,<1,<1,<1,14.8,,<1,<1,2496,857.5,<5,7624,<10,,,876.5,1877,1.1,<1,<1,77.4,<1,<1,<1,2.8,<5,<0.5,<2.5,11.4,<0.1,<1,<1,<1,7.8,,<1,<1
FCR,2015,2015-05-01 12:00:00,0.8,2491,867.5,7.3,7716,<10,,,971.4,1866,1,<1,<1,108.2,3.8,<1,<1,3.2,<5,<0.5,<2.5,12.3,<0.1,<1,<1,<1,14.5,,<1,<1,2491,824.2,<5,7336,<10,,,739.3,1866,1,<1,<1,78.7,1.1,<1,<1,2.6,<5,<0.5,<2.5,11.2,<0.1,<1,<1,<1,9.9,,<1,<1
FCR,2015,2015-05-01 12:00:00,1.6,2508,868.9,10.9,7742,<10,,,974.9,1904,<1,<1,<1,152.4,6.5,<1,<1,3.5,<5,<0.5,<2.5,12.2,<0.1,<1,<1,<1,14.6,,<1,<1,2508,841.1,<5,7549,<10,,,741.5,1904,<1,<1,<1,83.2,1.3,<1,<1,2.6,<5,<0.5,<2.5,11.3,<0.1,<1,<1,<1,9.2,,<1,<1
FCR,2015,2015-05-01 12:00:00,2.8,2523,877.3,10,7788,<10,,,962.4,1921,<1,<1,<1,137.7,5.3,<1,<1,3.8,<5,<0.5,<2.5,12.4,<0.1,<1,<1,<1,14.9,,<1,<1,2523,866.6,<5,7787,<10,,,742.5,1921,<1,<1,<1,78.8,<1,<1,<1,2.7,<5,<0.5,<2.5,11.3,<0.1,<1,<1,<1,9.3,,<1,<1
FCR,2015,2015-05-01 12:00:00,3.8,2546,909.6,7.4,7909,<10,,,966.5,2004,<1,<1,<1,132.5,5.1,<1,<1,4.1,<5,<0.5,<2.5,12.9,<0.1,<1,<1,<1,15.6,,<1,<1,2546,903.1,<5,7796,<10,,,699.8,2004,<1,<1,<1,83.9,<1,<1,<1,2.9,<5,<0.5,<2.5,12.1,<0.1,<1,<1,<1,14.4,,<1,<1
FCR,2015,2015-05-01 12:00:00,5,2584,920.9,<5,7743,<10,,,1049,2007,<1,<1,<1,116.7,15.7,<1,<1,5.8,<5,<0.5,<2.5,12.9,<0.1,<1,<1,<1,15.4,,<1,<1,2584,897.7,<5,7458,<10,,,818.9,2007,<1,<1,<1,57.2,14.2,<1,<1,4.1,<5,<0.5,<2.5,12,<0.1,<1,<1,<1,11.4,,<1,<1
FCR,2015,2015-05-01 12:00:00,6.2,2570,927.5,<5,7763,<10,,,1046,2009,<1,<1,<1,85,3.7,<1,<1,4.2,<5,<0.5,<2.5,12.8,<0.1,<1,<1,<1,14.2,,<1,<1,2570,894.1,<5,7488,<10,,,868.2,2009,<1,<1,<1,58.6,3.7,<1,<1,4,<5,<0.5,<2.5,12,<0.1,<1,<1,<1,10.7,,<1,<1
FCR,2015,2015-05-01 12:00:00,8,2562,930,6.4,7656,<10,,,1063,2009,<1,<1,<1,230.9,41.1,<1,<1,5.1,<5,<0.5,<2.5,13,<0.1,<1,<1,<1,15.7,,<1,<1,2562,898,<5,7492,<10,,,880.7,2009,<1,<1,<1,104.5,41.1,<1,<1,3.7,<5,<0.5,<2.5,12.4,<0.1,<1,<1,<1,11.3,,<1,<1
FCR,2015,2015-05-01 12:00:00,9,2595,955.1,7.1,7825,<10,,,1092,2081,<1,<1,<1,406.2,72.4,<1,<1,5.1,<5,<0.5,<2.5,13.7,<0.1,<1,<1,<1,16.8,,<1,<1,2595,919.5,<5,7521,<10,,,859,2079,<1,<1,<1,139.3,72.4,<1,<1,3.7,<5,<0.5,<2.5,12.5,<0.1,<1,<1,<1,11.8,,<1,<1
FCR,2015,2015-05-05 12:00:00,0.1,2459,835.2,17.2,7829,<10,,,1009,1795,<1,<1,<1,262.1,21.2,<1,<1,4,<5,<0.5,<2.5,11.4,<0.1,<1,<1,<1,14.4,,<1,<1,2459,835.2,<5,7829,<10,,,810.3,1795,<1,<1,<1,73.4,2.4,<1,<1,2.3,<5,<0.5,<2.5,11.1,<0.1,<1,<1,<1,7.6,,<1,<1
FCR,2015,2015-05-05 12:00:00,0.8,2563,866.7,25.6,7802,<10,,,1018,1852,1.1,<1,<1,269.8,18.8,<1,<1,3.6,<5,<0.5,<2.5,11.8,<0.1,<1,<1,<1,14.7,,<1,<1,2563,856.3,<5,7759,<10,,,807.2,1852,<1,<1,<1,72.3,3.2,<1,<1,2.3,<5,<0.5,<2.5,11.2,<0.1,<1,<1,<1,7.6,,<1,<1
FCR,2015,2015-05-05 12:00:00,1.6,2544,872.4,25.7,7853,<10,,,1019,1818,1.1,<1,<1,267.7,17.4,<1,<1,3.6,<5,<0.5,<2.5,11.8,<0.1,<1,<1,<1,14.8,,<1,<1,2544,859.9,<5,7726,<10,,,1019,1818,<1,<1,<1,38.9,2.6,<1,<1,1.8,<5,<0.5,<2.5,11.8,<0.1,<1,<1,<1,14.1,,<1,<1
FCR,2015,2015-05-05 12:00:00,2.8,2530,881.2,25.4,7944,<10,,,990.5,1859,1.1,<1,<1,278.2,16.3,<1,<1,3.9,<5,<0.5,<2.5,12.1,<0.1,<1,<1,<1,15.1,,<1,<1,2530,867.8,<5,7769,<10,,,809.3,1859,<1,<1,<1,61.1,1.1,<1,<1,2.3,<5,<0.5,<2.5,11.5,<0.1,<1,<1,<1,7.6,,<1,<1
FCR,2015,2015-05-05 12:00:00,3.8,2656,933.7,25,8284,<10,,,974.6,1972,1.1,<1,<1,360.5,20.1,<1,<1,4.7,<5,<0.5,<2.5,12.6,<0.1,<1,<1,<1,16,,<1,<1,2656,912.7,<5,8007,<10,,,754.9,1972,<1,<1,<1,76,1,<1,<1,2.4,<5,<0.5,<2.5,12,<0.1,<1,<1,<1,8.6,,<1,<1
FCR,2015,2015-05-05 12:00:00,5,2638,939.3,22.3,8130,<10,,,1006,1989,1.1,<1,<1,381.9,38.1,<1,<1,5.9,<5,<0.5,<2.5,12.8,<0.1,<1,<1,<1,16.8,,<1,<1,2638,919,<5,7869,<10,,,787.6,1989,<1,<1,<1,68.4,2.4,<1,<1,3.4,<5,<0.5,<2.5,12.1,<0.1,<1,<1,<1,8.8,,<1,<1
FCR,2015,2015-05-05 12:00:00,6.2,2632,954.7,15.2,8004,<10,,,1075,2019,<1,<1,<1,425.5,121.8,<1,<1,8.1,<5,<0.5,<2.5,13,<0.1,<1,<1,<1,17.2,,<1,<1,2632,917.5,<5,7614,<10,,,846.7,2019,<1,<1,<1,75.6,37.4,<1,<1,4.2,<5,<0.5,<2.5,12.2,<0.1,<1,<1,<1,9.7,,<1,<1
FCR,2015,2015-05-05 12:00:00,8,2636,960.9,13.7,8018,<10,,,1077,2082,1,<1,<1,669.8,218.6,<1,<1,7.4,<5,<0.5,<2.5,13.2,<0.1,<1,<1,<1,18.5,,<1,<1,2636,929,<5,7719,<10,,,876.8,2082,<1,<1,<1,132.7,112.7,<1,<1,3.9,<5,<0.5,<2.5,12.5,<0.1,<1,<1,<1,11.2,,<1,<1
FCR,2015,2015-05-05 12:00:00,9,2616,957.8,14.4,7952,<10,,,1082,2079,<1,<1,<1,1047,305.9,<1,<1,7.5,<5,<0.5,<2.5,13.2,<0.1,<1,<1,<1,22.1,,<1,<1,2616,929.7,<5,7611,<10,,,852.1,2079,<1,<1,<1,235,211.8,<1,<1,3.7,<5,<0.5,<2.5,12.8,<0.1,<1,<1,<1,12,,<1,<1
FCR,2015,2015-05-05 12:00:00,999,2272,713.6,70.2,6868,<10,,,1229,1470,2,<1,<1,335.6,46.6,<1,<1,<1,<5,<0.5,<2.5,10.5,<0.1,<1,<1,<1,19.2,,<1,<1,2272,694.4,10.6,6691,<10,,,1006,1470,<1,<1,<1,52.7,1.7,<1,<1,<1,<5,<0.5,<2.5,9.2,<0.1,<1,<1,<1,7.1,,<1,<1
FCR,2015,2015-05-11 12:00:00,0.1,2559,878.5,28.4,8178,<10,,,1130,1802,1,<1,<1,195.8,14.3,<1,<1,3.5,<5,<0.5,<2.5,11.9,<0.1,<1,<1,<1,14.9,,<1,<1,2559,861.2,<5,8086,<10,,,902.9,1802,<1,<1,<1,50.8,2.3,<1,<1,1.8,<5,<0.5,<2.5,11.1,<0.1,<1,<1,<1,7.5,,<1,<1
FCR,2015,2015-05-11 12:00:00,0.8,2549,891.2,16.4,8295,<10,,,1066,1877,1,<1,<1,203.8,14.5,<1,<1,2.8,<5,<0.5,<2.5,12.1,<0.1,<1,<1,<1,14.8,,<1,<1,2549,891.2,<5,8263,<10,,,1015,1877,<1,<1,<1,43,1.6,<1,<1,1.9,<5,<0.5,<2.5,11.9,<0.1,<1,<1,<1,10.2,,<1,<1
FCR,2015,2015-05-11 12:00:00,1.6,2598,920.8,16.2,8473,<10,,,1024,1934,<1,<1,<1,209.4,14.3,<1,<1,3.6,<5,<0.5,<2.5,12.2,<0.1,<1,<1,<1,14.7,,<1,<1,2598,908,<5,8383,<10,,,961.3,1934,<1,<1,<1,40.4,1.2,<1,<1,3.1,<5,<0.5,<2.5,11.6,<0.1,<1,<1,<1,9.9,,<1,<1
FCR,2015,2015-05-11 12:00:00,2.8,2570,915.9,17.3,8452,<10,,,1017,1886,<1,<1,<1,212.2,14.3,<1,<1,3.3,<5,<0.5,<2.5,12.3,<0.1,<1,<1,<1,14.9,,<1,<1,2570,915.9,<5,8452,<10,,,950.6,1886,<1,<1,<1,42.9,<1,<1,<1,2,<5,<0.5,<2.5,11.6,<0.1,<1,<1,<1,8.9,,<1,<1
FCR,2015,2015-05-11 12:00:00,3.8,2657,955.1,18.9,8623,<10,,,1020,1997,1,<1,<1,269.8,15.3,<1,<1,3.8,<5,<0.5,<2.5,12.6,<0.1,<1,<1,<1,15.8,,<1,<1,2657,948.6,<5,8581,<10,,,954.6,1997,<1,<1,<1,58.5,1.4,<1,<1,2.2,<5,<0.5,<2.5,12.4,<0.1,<1,<1,<1,11.2,,<1,<1
FCR,2015,2015-05-11 12:00:00,5,2620,976.4,14.8,8321,<10,,,1047,2062,<1,<1,<1,398.5,70,<1,<1,6.7,<5,<0.5,<2.5,13,<0.1,<1,<1,<1,17.5,,<1,<1,2620,976.4,<5,8321,<10,,,992.2,2062,<1,<1,<1,71.9,11.4,<1,<1,3.6,<5,<0.5,<2.5,13,<0.1,<1,<1,<1,13.3,,<1,<1
FCR,2015,2015-05-11 12:00:00,6.2,2609,981.7,12.5,8218,<10,,,1087,2034,1.4,<1,<1,639.3,225.7,<1,<1,7.6,<5,<0.5,<2.5,13.2,<0.1,<1,<1,<1,18.7,,<1,<1,2609,981.7,<5,8218,<10,,,989.3,2034,<1,<1,<1,101.6,105.9,<1,<1,4.3,<5,<0.5,<2.5,13.1,<0.1,<1,<1,<1,12.4,,<1,<1
FCR,2015,2015-05-11 12:00:00,8,2631,988.8,11.5,8321,<10,,,1097,2099,<1,<1,<1,686.5,257,<1,<1,7.3,<5,<0.5,<2.5,13.1,<0.1,<1,<1,<1,18.6,,<1,<1,2631,984.5,<5,8230,<10,,,1043,2099,<1,<1,<1,119.9,130.5,<1,<1,4,<5,<0.5,<2.5,13.1,<0.1,<1,<1,<1,13.8,,<1,<1
FCR,2015,2015-05-11 12:00:00,9,2597,979.1,10.4,8173,<10,,,1094,2095,<1,<1,<1,806,330.5,<1,<1,8.6,<5,<0.5,<2.5,13.2,<0.1,<1,<1,<1,19.4,,<1,<1,2597,979.1,<5,8161,<10,,,1036,2095,<1,<1,<1,130.9,172.5,<1,<1,4,<5,<0.5,<2.5,13.2,<0.1,<1,<1,<1,14,,<1,<1
FCR,2015,2015-05-11 12:00:00,999,2343,752.7,149.5,7467,<10,,,1264,1576,4.8,<1,<1,490.7,64.1,<1,<1,<1,<5,<0.5,<2.5,10.8,<0.1,<1,<1,<1,20.8,,<1,<1,2343,708.9,7.3,7223,<10,,,1065,1576,<1,<1,<1,57.5,3,<1,<1,<1,<5,<0.5,<2.5,9.2,<0.1,<1,<1,<1,6.8,,<1,<1
FCR,2015,2015-05-18 12:00:00,0.1,2692,939.6,15.1,8836,<10,,,1153,1922,1.1,<1,<1,227.4,18.2,<1,<1,2.9,6.4,<0.5,<2.5,12.4,<0.1,<1,<1,<1,15.1,,<1,<1,2692,896.6,<5,8511,<10,,,943,1912,<1,<1,<1,63.6,4.3,<1,<1,2.2,<5,<0.5,<2.5,11.1,<0.1,<1,<1,<1,8.1,,<1,<1
FCR,2015,2015-05-18 12:00:00,1.6,2641,924,12.3,8744,<10,,,1126,1898,<1,<1,<1,218.9,15,<1,<1,2.8,<5,<0.5,<2.5,12.3,<0.1,<1,<1,<1,14.9,,<1,<1,2641,899.5,<5,8691,<10,,,944.7,1898,<1,<1,<1,56.5,1,<1,<1,2.1,<5,<0.5,<2.5,11.2,<0.1,<1,<1,<1,8.1,,<1,<1
FCR,2015,2015-05-18 12:00:00,3.8,2701,1016,12.2,9012,<10,,,964.7,2146,<1,<1,<1,375.7,26.8,<1,<1,4.2,<5,<0.5,<2.5,13.5,<0.1,<1,<1,<1,18.2,,<1,<1,2701,980.9,<5,8721,<10,,,810.6,2031,<1,<1,<1,93.1,2.8,<1,<1,2.9,<5,<0.5,<2.5,12.4,<0.1,<1,<1,<1,9.4,,<1,<1
FCR,2015,2015-05-18 12:00:00,5,2634,1009,8.6,8568,<10,,,1073,2134,<1,<1,<1,490.2,161.8,<1,<1,5.5,<5,<0.5,<2.5,13.5,<0.1,<1,<1,<1,18.7,,<1,<1,2634,997.7,<5,8551,<10,,,862.3,2134,<1,<1,<1,89.7,80.1,<1,<1,4.2,<5,<0.5,<2.5,12.8,<0.1,<1,<1,<1,9.9,,<1,<1
FCR,2015,2015-05-18 12:00:00,6.2,2646,1002,13.6,8572,<10,,,1075,2110,<1,<1,<1,679.1,244.5,<1,<1,5.8,5.7,<0.5,<2.5,13.4,<0.1,<1,<1,<1,19.5,,<1,<1,2646,994.8,<5,8524,<10,,,863,2110,<1,<1,<1,112.1,116.2,<1,<1,3.2,<5,<0.5,<2.5,12.8,<0.1,<1,<1,<1,9.9,,<1,<1
FCR,2015,2015-05-18 12:00:00,8,2650,1024,7.3,8411,<10,,,1123,2165,<1,<1,<1,946.1,425.5,<1,<1,7,<5,<0.5,<2.5,13.8,<0.1,<1,<1,<1,20.9,,<1,<1,2650,998.6,<5,8316,<10,,,909.5,2165,<1,<1,<1,146.1,203,<1,<1,3.8,<5,<0.5,<2.5,12.7,<0.1,<1,<1,<1,10.9,,<1,<1
FCR,2015,2015-05-18 12:00:00,9,2627,1013,7.5,8335,<10,,,1107,2136,<1,<1,<1,920.8,414,<1,<1,14.4,6.2,<0.5,<2.5,13.7,<0.1,<1,<1,<1,20.9,,<1,<1,2627,1000,<5,8315,<10,,,878.2,2136,<1,<1,<1,139.2,197.7,<1,<1,3.8,<5,<0.5,<2.5,13,<0.1,<1,<1,<1,10.8,,<1,<1
FCR,2015,2015-05-18 12:00:00,999,2447,763.2,98.4,7874,<10,,,1315,1566,2.6,<1,<1,369.4,51.5,<1,<1,<1,<5,<0.5,<2.5,11,<0.1,<1,<1,<1,19.8,,<1,<1,2447,732,6.8,7743,<10,,,1076,1566,<1,<1,<1,41.9,2.1,<1,<1,<1,<5,<0.5,<2.5,9.6,<0.1,<1,<1,<1,7.7,,<1,<1
FCR,2015,2015-06-01 12:00:00,0.1,2750,892.4,16.4,8063,<10,,,1162,1984,<1,<1,<1,230.3,12.1,<1,<1,2.7,<5,<0.5,<2.5,13,<0.1,<1,<1,<1,14.9,,<1,<1,2750,892.4,8.8,8063,<10,,,1006,1984,<1,<1,<1,80,1.8,<1,<1,2.1,<5,<0.5,<2.5,11.9,<0.1,<1,<1,<1,8.1,,<1,<1
FCR,2015,2015-06-01 12:00:00,1.6,2735,903,15.9,8111,<10,,,1164,1970,<1,<1,<1,231.4,12.3,<1,<1,2.8,<5,<0.5,<2.5,13,<0.1,<1,<1,<1,15.1,,<1,<1,2735,903,5.7,8111,<10,,,990.2,1970,<1,<1,<1,68,1,<1,<1,1.9,<5,<0.5,<2.5,11.9,<0.1,<1,<1,<1,7.7,,<1,<1
FCR,2015,2015-06-01 12:00:00,3.8,2680,925.6,16.7,8203,<10,,,1027,2067,1,<1,<1,260.1,22,<1,<1,2.9,<5,<0.5,<2.5,13.5,<0.1,<1,<1,<1,17.3,,<1,<1,2680,925.6,8.2,8203,<10,,,874.5,2067,<1,<1,<1,46,1.7,<1,<1,2.9,<5,<0.5,<2.5,12.7,<0.1,<1,<1,<1,8.4,,<1,<1
FCR,2015,2015-06-01 12:00:00,5,2642,974.9,14,7952,<10,,,1040,2215,<1,<1,<1,493.8,199.9,<1,<1,4.4,<5,<0.5,<2.5,14.3,<0.1,<1,<1,<1,21.3,,<1,<1,2642,974.9,5.9,7952,<10,,,841.1,2215,<1,<1,<1,46.3,106.5,<1,<1,3.1,<5,<0.5,<2.5,13.8,<0.1,<1,<1,<1,11.6,,<1,<1
FCR,2015,2015-06-01 12:00:00,6.2,2642,949.5,14,7808,<10,,,1103,2220,1,<1,<1,762.7,364.2,<1,<1,5,<5,<0.5,<2.5,14.3,<0.1,<1,<1,<1,21.4,,<1,<1,2642,949.5,7.7,7808,<10,,,928,2220,<1,<1,<1,69.5,258.1,<1,<1,2.5,<5,<0.5,<2.5,13.8,<0.1,<1,<1,<1,12.2,,<1,<1
FCR,2015,2015-06-01 12:00:00,8,2652,999.5,13.2,7827,<10,,,1105,2263,<1,<1,<1,940.7,478.7,<1,<1,4.6,<5,<0.5,<2.5,14.6,<0.1,<1,<1,<1,23.1,,<1,<1,2652,999.5,7.8,7742,<10,,,931.3,2263,<1,<1,<1,77,322.1,<1,<1,2.8,<5,<0.5,<2.5,14.1,<0.1,<1,<1,<1,13.2,,<1,<1
FCR,2015,2015-06-01 12:00:00,9,2689,983.2,12.4,7942,<10,,,1127,2224,1,<1,<1,1002,504.3,<1,<1,4.8,<5,<0.5,<2.5,14.7,<0.1,<1,<1,<1,23.4,,<1,<1,2689,983.2,5.9,7715,<10,,,901.7,2224,<1,<1,<1,73.1,287.1,<1,<1,3.3,<5,<0.5,<2.5,13.7,<0.1,<1,<1,<1,12.9,,<1,<1
FCR,2015,2015-06-01 12:00:00,999,2580,747.4,162.5,7707,10.2,,,1325,1596,4.8,<1,<1,420.3,57,<1,<1,<1,<5,<0.5,<2.5,9.8,<0.1,<1,<1,<1,20.5,,<1,<1,2580,747.4,7,7707,10.2,,,1155,1596,1,<1,<1,37.4,2.3,<1,<1,<1,<5,<0.5,<2.5,9.8,<0.1,<1,<1,<1,8,,<1,<1
FCR,2015,2015-06-08 12:00:00,0.1,2705,892.2,10.2,7678,<10,,,1190,1987,<1,<1,<1,286.9,23.3,<1,<1,2.4,<5,<0.5,<2.5,13,<0.1,<1,<1,<1,14.8,,<1,<1,2705,892.2,<5,7634,<10,,,1024,1987,<1,<1,<1,119.4,4.3,<1,<1,2,<5,<0.5,<2.5,11.8,<0.1,<1,<1,<1,6.9,,<1,<1
FCR,2015,2015-06-08 12:00:00,1.6,2692,888.6,12.2,7586,<10,,,1187,1963,<1,<1,<1,322.5,25,<1,<1,2.4,<5,<0.5,<2.5,13,<0.1,<1,<1,<1,15,,<1,<1,2692,888.6,<5,7586,<10,,,1022,1963,<1,<1,<1,125.9,1.3,<1,<1,2.4,<5,<0.5,<2.5,12,<0.1,<1,<1,<1,7.9,,<1,<1
FCR,2015,2015-06-08 12:00:00,3.8,2674,949.1,7.1,8052,<10,,,1059,2173,<1,<1,<1,337.6,85.7,<1,<1,3.1,<5,<0.5,<2.5,14,<0.1,<1,<1,<1,17.8,,<1,<1,2674,949.1,<5,8052,<10,,,852,2173,<1,<1,<1,33.1,<1,<1,<1,2.5,<5,<0.5,<2.5,13.3,<0.1,<1,<1,<1,7.5,,<1,<1
FCR,2015,2015-06-08 12:00:00,5,2699,1003,5.7,8208,<10,,,1042,2281,<1,<1,<1,648.9,249.4,<1,<1,5,<5,<0.5,<2.5,15.2,<0.1,<1,<1,<1,23.8,,<1,<1,2699,1003,<5,8057,<10,,,893,2256,<1,<1,<1,58.5,18.8,<1,<1,2.8,<5,<0.5,<2.5,14.3,<0.1,<1,<1,<1,11.7,,<1,<1
FCR,2015,2015-06-08 12:00:00,6.2,2676,999.5,6.2,7969,<10,,,1101,2312,<1,<1,<1,746,468.1,<1,<1,3.4,<5,<0.5,<2.5,15.1,<0.1,<1,<1,<1,25.2,,<1,<1,2676,992.3,<5,7955,<10,,,1101,2312,<1,<1,<1,21.2,240.8,<1,<1,1.5,<5,<0.5,<2.5,15.1,<0.1,<1,<1,<1,21,,<1,<1
FCR,2015,2015-06-08 12:00:00,8,2640,1028,<5,7854,16.3,,,1149,2466,<1,<1,<1,1790,1954,3.5,<1,4.2,<5,<0.5,<2.5,16.2,0.1,<1,<1,<1,94.3,,<1,<1,2640,1028,<5,7661,11.7,,,967.3,2466,<1,<1,<1,261.1,1730,2.9,<1,2.2,<5,<0.5,<2.5,15.4,0.1,<1,<1,<1,30.8,,<1,<1
