sampletime,depth,wTemp,chla,turb,cond,oxygen,saturate
2016-06-16 12:00:00,3.8,22.7025,0.9869,1.7223,26.585217,8.24588,95.60706
2016-06-16 12:00:00,4.1,18.7801,1.2402,1.728,24.820105,8.33099,89.42909
2016-06-16 12:00:00,4.4,17.5513,2.0977,1.4925,24.034669,7.65914,80.17449
2016-06-16 12:00:00,4.7,15.837,1.7599,1.3715,22.964639,7.34589,74.17872
2016-06-16 12:00:00,5,14.0592,1.7305,1.1955,22.017778,7.07546,68.75474
2016-06-16 12:00:00,5.3,12.9868,1.9284,1.1916,21.409674,6.54929,62.14775
2016-06-16 12:00:00,5.6,12.3437,2.0201,1.1785,21.167294,6.32982,59.20283
2016-06-16 12:00:00,5.9,11.6543,2.3625,1.167,20.882604,5.27829,48.59953
2016-06-16 12:00:00,6.2,11.1347,3.1112,1.6307,20.732047,4.26436,38.7975
2016-06-16 12:00:00,6.5,10.6561,4.3548,1.9173,20.460564,3.93409,35.39738
2016-06-16 12:00:00,6.8,10.3376,6.7114,2.4388,20.569385,3.11642,27.8324
2016-06-16 12:00:00,7.1,10.0435,8.3643,2.1083,20.63239,2.43297,21.57896
2016-06-16 12:00:00,7.4,9.6383,10.1699,2.5388,21.141541,2.27266,19.96496
2016-06-16 12:00:00,7.7,9.3451,11.3636,2.7107,22.347196,2.46823,21.53238
2016-06-16 12:00:00,8,9.0598,12.1831,4.338,23.649919,0.38227,3.31219
2016-06-16 12:00:00,8.3,8.8138,10.8583,9.4233,26.269581,0.13585,1.17011
2016-06-16 12:00:00,8.7,8.6149,8.8125,13.7994,34.20847,0.13948,1.19571
2016-06-16 12:00:00,9,8.4814,5.7666,11.2936,38.400993,0.10283,0.8787
2016-06-16 12:00:00,9.3,8.4119,4.9888,9.8653,40.65648,0.08938,0.76246
2016-06-16 12:00:00,9.6,8.3404,3.9091,7.9874,42.403672,0.08816,0.75081
2016-06-16 12:00:00,9.9,8.2373,3.4343,6.8552,45.703456,0.08019,0.6812
2016-06-16 12:00:00,10.2,8.193,3.1758,6.1663,46.414991,0.07926,0.67256
2016-06-16 12:00:00,10.5,8.1337,2.8031,5.5228,48.735454,0.08062,0.68317
2016-06-16 12:00:00,10.8,8.0703,2.8239,4.8949,51.034083,0.0752,0.63625
2016-06-23 12:00:00,0.1,23.7426,0.635,18.9779,25.163249,7.3703,87.15218
2016-06-23 12:00:00,0.4,23.4234,2.3337,1.3868,26.756833,6.3109,74.17865
2016-06-23 12:00:00,0.7,23.8558,2.0636,1.4,26.554885,6.33352,75.05182
2016-06-23 12:00:00,1,23.9927,2.4225,1.399,26.547497,6.24835,74.23258
2016-06-23 12:00:00,1.3,24.0404,2.2592,1.4275,26.792201,6.04576,71.88982
2016-06-23 12:00:00,1.6,24.0774,2.5381,1.3846,26.941398,7.20296,85.70921
2016-06-23 12:00:00,1.9,24.0886,2.4766,1.4391,27.107762,7.74312,92.15596
2016-06-23 12:00:00,2.3,24.0966,2.5723,1.4147,27.12866,7.87669,93.75971
2016-06-23 12:00:00,2.6,24.0921,2.6306,1.4116,27.158645,7.86879,93.65778
2016-06-23 12:00:00,2.9,24.0775,2.493,1.3933,27.081743,7.97425,94.88721
2016-06-23 12:00:00,3.2,24.0736,2.367,1.368,27.059444,7.99406,95.1159
2016-06-23 12:00:00,3.5,24.0712,2.3232,1.3994,27.041713,8.04249,95.68786
2016-06-23 12:00:00,3.8,24.0475,2.2932,1.3842,27.002152,8.00997,95.25878
2016-06-23 12:00:00,4.1,23.7299,2.0488,1.483,26.933592,7.62592,90.15372
2016-06-23 12:00:00,4.4,19.5133,1.8215,1.4287,25.879063,7.71733,84.07474
2016-06-23 12:00:00,4.7,17.5868,3.5168,1.629,24.44036,6.97906,73.10917
2016-06-23 12:00:00,5,16.2979,3.1151,1.1151,23.453817,6.64703,67.78085
2016-06-23 12:00:00,5.3,15.6089,2.3358,0.8808,23.085446,6.29228,63.23107
2016-06-23 12:00:00,5.6,14.6025,1.9792,1.1104,22.673431,5.99836,58.9841
2016-06-23 12:00:00,5.9,13.8012,2.0932,0.9381,22.252642,5.42239,52.39317
2016-06-23 12:00:00,6.2,13.2999,1.954,1.2695,22.338436,4.86014,46.44229
2016-06-23 12:00:00,6.5,12.6991,1.7565,1.1236,22.01131,4.56207,43.01241
2016-06-23 12:00:00,6.8,12.1183,1.721,1.1294,21.811602,3.89655,36.25888
2016-06-23 12:00:00,7.1,11.5002,1.9682,1.3111,21.828718,3.26508,29.95709
2016-06-23 12:00:00,7.4,10.9405,2.0742,1.3856,21.64685,2.49,22.55269
2016-06-23 12:00:00,7.7,10.4047,2.0337,1.465,21.654013,1.82187,16.2966
2016-06-23 12:00:00,8,9.8214,2.5943,2.08,22.550785,2.37361,20.94254
2016-06-23 12:00:00,8.3,9.3198,6.2338,3.7775,23.955461,1.55172,13.5288
2016-06-23 12:00:00,8.7,8.9465,7.6384,9.3633,31.234941,0.17023,1.47102
2016-06-23 12:00:00,9,8.7513,11.6498,14.2613,39.796343,0.15578,1.3399
2016-06-23 12:00:00,9.3,8.5804,7.1465,11.1622,43.106216,0.12814,1.0976
2016-06-23 12:00:00,9.6,8.5049,4.4198,8.4885,44.934983,0.10941,0.93548
2016-06-23 12:00:00,9.9,8.4086,3.5717,6.3409,46.788388,0.10712,0.91373
2016-06-23 12:00:00,10.2,8.3511,3.2137,6.117,47.985885,0.09724,0.82833
2016-06-23 12:00:00,10.5,8.2349,2.8405,5.6676,51.224595,0.09416,0.79987
2016-06-23 12:00:00,10.8,8.1101,3.0389,5.3724,58.656092,0.08887,0.75262
2016-06-26 12:00:00,0.1,24.9895,1.2326,1.2893,28.785963,6.8456,82.84726
2016-06-26 12:00:00,0.4,24.8686,1.1998,1.4061,27.786322,7.57071,91.41842
2016-06-26 12:00:00,0.7,24.6831,1.5136,1.4759,27.989182,7.1116,85.58061
2016-06-26 12:00:00,1,24.5738,1.7816,1.6383,27.800471,6.7475,81.03475
2016-06-26 12:00:00,1.3,24.4521,2.823,1.6347,27.586645,6.65796,79.779
2016-06-26 12:00:00,1.6,24.344,3.2085,1.6661,27.520165,7.27048,86.94372
2016-06-26 12:00:00,1.9,24.2712,3.3466,1.6688,27.421197,8.07735,96.46186
2016-06-26 12:00:00,2.3,23.9784,3.0983,1.6224,27.089532,8.53038,101.31692
2016-06-26 12:00:00,2.6,23.8378,3.5019,1.6598,27.042957,8.3156,98.50634
2016-06-26 12:00:00,2.9,23.6224,3.6528,1.6568,27.120235,7.98452,94.2027
2016-06-26 12:00:00,3.2,23.2264,4.5658,1.9509,27.299871,7.59862,88.98315
2016-06-26 12:00:00,3.5,22.773,4.7853,2.1879,27.468487,7.28791,84.61363
2016-06-26 12:00:00,3.8,21.9406,4.877,2.212,27.289003,7.69705,87.95001
2016-06-26 12:00:00,4.1,21.0967,4.3272,2.1935,26.679195,7.84755,88.21324
2016-06-26 12:00:00,4.4,19.9826,4.6565,1.7489,26.071943,7.46875,82.13211
2016-06-26 12:00:00,4.7,17.9999,4.6301,1.3499,24.816841,6.7109,70.90087
2016-06-26 12:00:00,5,16.2884,3.632,1.3634,23.564438,6.08345,62.02151
2016-06-26 12:00:00,5.3,15.1048,3.3251,1.0643,22.943237,5.56281,55.29919
2016-06-26 12:00:00,5.6,13.849,3.5037,1.0324,22.444726,4.8221,46.64212
2016-06-26 12:00:00,5.9,12.8839,3.6466,1.0968,22.09616,4.34398,41.12635
2016-06-26 12:00:00,6.2,12.2947,4.3923,1.3469,21.890693,3.82951,35.77782
2016-06-26 12:00:00,6.5,11.8519,4.3069,1.3238,21.744752,3.40782,31.5194
2016-06-26 12:00:00,6.8,11.493,3.3225,1.3168,21.605028,2.99943,27.51519
2016-06-26 12:00:00,7.1,11.1649,2.5593,1.3074,21.442973,2.68033,24.40289
2016-06-26 12:00:00,7.4,10.6491,2.071,1.3056,21.555864,1.75366,15.77625
2016-06-26 12:00:00,7.7,10.2868,1.7317,1.7397,21.832366,1.61463,14.403
2016-06-26 12:00:00,8,9.8079,1.7801,2.2576,22.548858,3.35675,29.60737
2016-06-26 12:00:00,8.3,9.4745,5.6096,6.3241,24.021379,0.78572,6.87564
2016-06-26 12:00:00,8.7,9.0791,10.6997,11.8563,32.055086,0.13683,1.18611
2016-06-26 12:00:00,9,8.8525,11.2086,12.0876,39.606574,0.11201,0.96572
2016-06-26 12:00:00,9.3,8.6762,4.8293,8.8826,43.32394,0.09958,0.85492
2016-06-26 12:00:00,9.6,8.5378,3.7747,8.0016,46.168639,0.09123,0.78065
2016-06-26 12:00:00,9.9,8.4814,3.3773,6.7749,47.345118,0.07917,0.67654
2016-06-26 12:00:00,10.2,8.4139,3.1426,6.4678,48.80412,0.082,0.69962
2016-06-26 12:00:00,10.5,8.2385,3.0883,6.0992,53.637772,0.07482,0.63558
2016-06-26 12:00:00,10.8,8.1065,3.3755,6.0432,60.229982,0.07381,0.62502
2016-06-28 12:00:00,0.1,24.8327,1.8343,1.3258,27.025164,8.40562,101.43272
2016-06-28 12:00:00,0.4,24.6386,1.8174,1.3395,26.860124,8.64379,103.933
2016-06-28 12:00:00,0.7,24.996,1.9711,1.4425,26.95154,7.97584,96.53679
2016-06-28 12:00:00,1,25.0295,2.0716,1.4568,27.221884,6.46486,78.29681
2016-06-28 12:00:00,1.3,25.0462,2.0506,1.4752,27.213579,6.26689,75.92249
2016-06-28 12:00:00,1.6,25.0477,2.2049,1.4594,27.270294,6.3846,77.3507
2016-06-28 12:00:00,1.9,25.038,2.365,1.4651,27.309967,6.37965,77.27689
2016-06-28 12:00:00,2.3,25.0337,2.2309,1.4799,27.36202,6.01999,72.91457
2016-06-28 12:00:00,2.6,25.0358,2.1387,1.4732,27.306306,6.20216,75.12396
2016-06-28 12:00:00,2.9,24.9826,2.2599,1.459,27.336665,6.22778,75.36034
2016-06-28 12:00:00,3.2,24.5805,3.5519,1.4903,27.331239,6.4126,77.02229
2016-06-28 12:00:00,3.5,24.2176,4.2032,1.9784,27.383743,6.73104,80.30364
2016-06-28 12:00:00,3.8,23.7723,3.9452,2.023,27.481482,7.18475,85.0059
2016-06-28 12:00:00,4.1,23.0459,3.763,1.8104,27.595325,6.69152,78.0933
2016-06-28 12:00:00,4.4,22.4674,3.5938,1.4821,27.784104,6.32135,72.96515
2016-06-28 12:00:00,4.7,21.4742,4.3084,1.1916,27.883976,6.18102,69.99285
2016-06-28 12:00:00,5,20.5051,5.3254,1.1895,28.001102,6.32172,70.24167
2016-06-28 12:00:00,5.3,18.4812,4.9002,1.4132,27.78093,6.4336,68.64395
2016-06-28 12:00:00,5.6,17.0203,4.5208,1.2311,27.468918,6.75409,69.92577
2016-06-28 12:00:00,5.9,16.6606,4.8459,1.2851,26.794188,7.85144,80.67699
2016-06-28 12:00:00,6.2,16.5476,5.1948,1.2311,26.477667,7.40002,75.85805
2016-06-28 12:00:00,6.5,15.0687,4.9828,1.6909,26.244986,7.76637,77.14528
2016-06-28 12:00:00,6.8,14.7431,5.9064,1.4721,25.68813,7.95491,78.46349
2016-06-28 12:00:00,7.1,14.8184,4.8542,1.6651,25.485195,7.86444,77.69778
2016-06-28 12:00:00,7.4,13.0854,4.0259,1.7315,25.327081,7.99099,75.99662
2016-06-28 12:00:00,7.7,11.1329,3.4958,1.7597,23.907154,9.06435,82.46562
2016-06-28 12:00:00,8,9.9138,6.3265,3.714,23.29364,8.15384,72.09933
2016-06-28 12:00:00,8.3,9.3687,7.7509,8.2168,25.912641,1.70115,14.84902
2016-06-28 12:00:00,8.7,8.8537,10.0624,12.0655,39.627698,0.43447,3.74616
2016-06-28 12:00:00,9,8.667,4.7089,8.612,43.710129,0.27939,2.3982
2016-06-28 12:00:00,9.3,8.5728,4.7977,8.635,46.326264,0.17383,1.48875
2016-06-28 12:00:00,9.6,8.4991,4.2687,8.0389,47.945965,0.12531,1.07126
2016-06-28 12:00:00,9.9,8.4393,3.7984,7.4249,49.568383,0.11018,0.94058
2016-06-28 12:00:00,10.2,8.3526,3.4291,6.818,51.263179,0.09809,0.83558
2016-06-28 12:00:00,10.5,8.182,3.2595,6.6197,58.110847,0.09221,0.78232
2016-06-28 12:00:00,10.8,8.1138,3.3585,6.5786,63.140348,0.08964,0.75922
2016-06-30 12:00:00,0.1,25.7234,0.4306,1.3647,28.159224,8.52702,104.59397
2016-06-30 12:00:00,0.4,25.7421,0.4491,1.1673,28.088142,7.85971,96.44146
2016-06-30 12:00:00,0.7,25.4855,0.6348,1.4219,28.004668,8.65518,105.7055
2016-06-30 12:00:00,1,25.2953,0.6894,1.1675,28.027921,8.86763,107.92332
2016-06-30 12:00:00,1.3,25.0622,1.1727,1.3753,28.095045,8.94881,108.44573
2016-06-30 12:00:00,1.6,25.0265,2.5487,1.4483,28.153732,9.00796,109.09081
2016-06-30 12:00:00,1.9,24.9311,2.9504,1.7159,28.12935,9.1155,110.19931
2016-06-30 12:00:00,2.3,24.6819,4.31,1.8452,28.103536,9.13101,109.8796
2016-06-30 12:00:00,2.6,24.5669,3.9043,1.6978,28.114407,9.22211,110.73972
2016-06-30 12:00:00,2.9,24.4213,4.1568,1.6875,28.121253,9.13019,109.34006
2016-06-30 12:00:00,3.2,23.8137,4.0277,1.7489,27.849761,8.93458,105.79115
2016-06-30 12:00:00,3.5,23.443,5.6985,1.6731,27.881183,8.45826,99.45578
2016-06-30 12:00:00,3.8,21.9618,7.3501,1.9594,27.441741,7.55705,86.38569
2016-06-30 12:00:00,4.1,20.94,5.7942,1.7344,26.819668,7.23826,81.1153
2016-06-30 12:00:00,4.4,18.9742,4.6734,1.3915,25.584981,6.64022,71.56012
2016-06-30 12:00:00,4.7,17.1854,4.6574,1.1175,24.399368,5.79544,60.20691
2016-06-30 12:00:00,5,15.6954,3.9167,1.128,23.660464,5.32302,53.58999
2016-06-30 12:00:00,5.3,14.7152,3.6597,1.1246,23.315359,5.08257,50.1014
2016-06-30 12:00:00,5.6,13.9494,3.9777,1.1151,22.57764,4.94807,47.96647
2016-06-30 12:00:00,5.9,13.245,4.5446,1.1341,22.701796,4.07263,38.86955
2016-06-30 12:00:00,6.2,12.8442,5.3764,1.1517,22.560759,3.71077,35.10027
2016-06-30 12:00:00,6.5,12.1997,5.5244,1.4227,22.428992,3.16524,29.50828
2016-06-30 12:00:00,6.8,11.5121,5.6829,1.6642,21.974867,2.57413,23.62416
2016-06-30 12:00:00,7.1,10.9539,4.526,1.6798,21.695159,1.8277,16.55921
2016-06-30 12:00:00,7.4,10.518,4.0511,1.7136,22.382552,2.07448,18.6054
2016-06-30 12:00:00,7.7,10.0719,4.8803,2.9059,22.838397,3.33098,29.56373
2016-06-30 12:00:00,8,9.73,7.0207,5.8595,23.298727,2.18519,19.23849
2016-06-30 12:00:00,8.3,9.3807,9.5143,11.6458,26.451026,0.17869,1.56022
2016-06-30 12:00:00,8.7,8.9898,9.2653,12.8492,37.614689,0.19757,1.70907
2016-06-30 12:00:00,9,8.7395,5.6151,10.1975,42.344302,0.1132,0.9734
2016-06-30 12:00:00,9.3,8.6084,4.8544,8.4203,45.866468,0.09148,0.78418
2016-06-30 12:00:00,9.6,8.5337,4.2505,7.5801,47.935684,0.08526,0.72951
2016-06-30 12:00:00,9.9,8.4017,3.5442,6.3731,51.198632,0.08118,0.69236
2016-06-30 12:00:00,10.2,8.2633,3.4149,6.5858,55.677998,0.07929,0.67398
2016-06-30 12:00:00,10.5,8.1942,3.3714,5.6746,59.333859,0.07803,0.66224
2016-06-30 12:00:00,10.8,8.1426,3.2821,5.7078,63.858366,0.07512,0.6367
2016-07-07 12:00:00,0.1,25.9977,1.5756,5.4069,28.437699,8.52103,105.04384
2016-07-07 12:00:00,0.4,25.9785,1.8049,1.4394,28.237675,6.3163,77.83766
2016-07-07 12:00:00,0.7,25.9348,1.8639,1.4378,28.364977,6.22655,76.67063
2016-07-07 12:00:00,1,25.9044,1.9134,1.4202,28.411995,6.0897,74.94414
2016-07-07 12:00:00,1.3,25.8084,1.9779,1.4186,28.378389,6.92495,85.07451
2016-07-07 12:00:00,1.6,25.5318,2.1027,1.4259,28.215192,7.86352,96.11842
2016-07-07 12:00:00,1.9,25.2358,2.2224,1.6744,28.039538,7.97157,96.91203
2016-07-07 12:00:00,2.3,24.1358,2.4871,1.6418,27.567896,8.33032,99.23216
2016-07-07 12:00:00,2.6,23.7047,3.359,1.8758,27.655996,7.8616,92.89612
2016-07-07 12:00:00,2.9,23.4326,5.1284,2.1167,27.717709,7.44071,87.47381
2016-07-07 12:00:00,3.2,22.896,5.7235,2.1197,27.879654,6.91022,80.41651
2016-07-07 12:00:00,3.5,22.4544,5.6691,2.2244,28.012413,6.38442,73.67486
2016-07-07 12:00:00,3.8,21.4515,6.0192,2.2372,27.405121,6.20892,70.27771
2016-07-07 12:00:00,4.1,19.8912,6.3779,2.3674,26.388362,5.71469,62.72909
2016-07-07 12:00:00,4.4,18.9957,6.7704,1.9571,25.615889,5.67575,61.19283
2016-07-07 12:00:00,4.7,18.3769,5.889,1.569,25.313579,5.23076,55.69126
2016-07-07 12:00:00,5,17.5809,6.6209,1.3923,24.770985,4.87703,51.08318
2016-07-07 12:00:00,5.3,16.1681,10.2089,1.5589,23.975507,4.33673,44.10123
2016-07-07 12:00:00,5.6,14.8003,8.1536,1.3907,23.542644,3.83789,37.9019
2016-07-07 12:00:00,5.9,13.8975,6.4114,1.3697,23.292002,3.20084,30.99356
2016-07-07 12:00:00,6.2,12.7875,4.0307,1.5929,22.744387,2.72456,25.73895
2016-07-07 12:00:00,6.5,12.1317,2.7394,1.6256,22.728471,2.02645,18.86271
2016-07-07 12:00:00,6.8,11.5126,2.1383,1.918,22.49101,1.94137,17.81721
2016-07-07 12:00:00,7.1,11.0137,3.0446,4.8575,22.357182,1.85553,16.83469
2016-07-07 12:00:00,7.4,10.3895,3.583,6.8791,22.653093,2.04943,18.32559
2016-07-07 12:00:00,7.7,9.9343,4.0103,9.2197,24.045703,0.15254,1.3495
2016-07-07 12:00:00,8,9.5719,8.6497,8.5782,28.873874,0.12657,1.11021
2016-07-07 12:00:00,8.3,9.2403,6.4945,8.5572,36.843014,0.09762,0.84951
2016-07-07 12:00:00,8.7,8.8772,4.1788,6.4328,45.365822,0.09697,0.83656
2016-07-07 12:00:00,9,8.7104,3.9709,5.6965,49.032767,0.08533,0.73322
2016-07-07 12:00:00,9.3,8.6117,3.5617,5.1851,52.453472,0.07316,0.62717
2016-07-07 12:00:00,9.6,8.5112,3.21,4.8378,53.651191,0.07352,0.62872
2016-07-07 12:00:00,9.9,8.4302,3.1717,4.744,55.802853,0.07048,0.60157
2016-07-07 12:00:00,10.2,8.3609,2.5207,4.6009,57.743952,0.07009,0.59724
2016-07-07 12:00:00,10.5,8.2438,2.363,4.0204,62.192991,0.06991,0.594
2016-07-07 12:00:00,10.8,8.1194,2.3929,4.135,75.234969,0.06936,0.58762
2016-07-14 12:00:00,0.1,26.9627,0.2358,0.3359,28.014445,8.32516,104.43268
2016-07-14 12:00:00,0.4,26.9892,0.9736,1.1109,28.761034,5.91291,74.20818
2016-07-14 12:00:00,0.7,26.6402,1.0762,1.1918,28.692015,8.16411,101.82055
2016-07-14 12:00:00,1,26.5884,1.2288,1.6174,28.654595,8.16443,101.72958
2016-07-14 12:00:00,1.3,26.4613,1.3431,1.2712,28.550315,8.13624,101.1461
2016-07-14 12:00:00,1.6,26.3472,1.4507,1.3376,28.490451,8.16391,101.28102
2016-07-14 12:00:00,1.9,26.2255,1.574,1.2822,28.414244,8.14225,100.7901
2016-07-14 12:00:00,2.3,26.1951,1.8853,1.264,28.371152,8.11717,100.42426
2016-07-14 12:00:00,2.6,26.1039,2.1507,1.4815,28.35978,8.09425,99.9752
2016-07-14 12:00:00,2.9,25.8422,2.2929,1.4301,28.338698,7.98446,98.1511
2016-07-14 12:00:00,3.2,23.9051,2.8035,1.4078,28.612062,7.31359,86.74609
2016-07-14 12:00:00,3.5,22.838,4.7966,1.6707,28.302072,6.19549,72.01959
2016-07-14 12:00:00,3.8,21.8508,7.3676,2.126,27.967348,5.31987,60.68224
2016-07-14 12:00:00,4.1,20.8528,8.6592,1.9463,27.534112,4.68691,52.43417
2016-07-14 12:00:00,4.4,20.0547,7.7812,2.1685,26.92429,4.13448,45.53121
2016-07-14 12:00:00,4.7,19.1794,6.9929,2.0687,26.349452,3.787,40.98102
2016-07-14 12:00:00,5,17.502,5.4387,1.947,25.065148,3.57935,37.42983
2016-07-14 12:00:00,5.3,15.7045,5.3692,1.6583,24.116189,2.48129,24.9855
2016-07-14 12:00:00,5.6,14.34,4.8476,1.6389,23.724213,1.84685,18.05725
2016-07-14 12:00:00,5.9,13.3196,3.8348,2.2053,23.536854,1.83781,17.56943
2016-07-14 12:00:00,6.2,12.5305,3.3134,2.707,23.196559,2.4165,22.69716
2016-07-14 12:00:00,6.5,11.9367,3.4173,4.1059,22.920453,2.66542,24.70068
2016-07-14 12:00:00,6.8,11.5118,4.1694,7.445,22.600209,2.4605,22.5812
2016-07-14 12:00:00,7.1,11.0688,4.2434,8.1853,22.406249,0.42394,3.85116
2016-07-14 12:00:00,7.4,10.6476,4.2543,8.1394,22.805064,0.12453,1.12028
2016-07-14 12:00:00,7.7,10.1839,10.6064,7.4508,25.430721,0.10579,0.94137
2016-07-14 12:00:00,8,9.8093,5.8739,6.9382,31.388151,0.09577,0.84479
2016-07-14 12:00:00,8.3,9.4427,4.0094,5.0251,38.736977,0.0795,0.69518
2016-07-14 12:00:00,8.7,8.984,3.672,4.2224,48.150968,0.07459,0.64522
2016-07-14 12:00:00,9,8.8195,3.3177,3.9567,52.94786,0.07402,0.63774
2016-07-14 12:00:00,9.3,8.7091,2.8659,3.9321,56.520035,0.07225,0.62082
2016-07-14 12:00:00,9.6,8.6298,2.7502,3.5588,58.831534,0.06752,0.57912
2016-07-14 12:00:00,9.9,8.5778,2.5836,3.9575,60.661172,0.06894,0.59052
2016-07-14 12:00:00,10.2,8.5215,2.5246,4.5803,63.017088,0.06355,0.54364
2016-07-14 12:00:00,10.5,8.3732,2.5744,4.0322,66.35229,0.06012,0.51242
2016-07-14 12:00:00,10.8,8.2737,2.6276,4.1309,72.830015,0.06686,0.56853
2016-07-21 12:00:00,0.1,28.4227,0.8578,5.6482,30.272256,8.04438,103.56245
2016-07-21 12:00:00,0.4,28.4217,1.1617,1.4325,30.217948,6.7895,87.40575
2016-07-21 12:00:00,0.7,28.0229,1.9686,1.5491,29.894494,6.51315,83.26007
2016-07-21 12:00:00,1,28.0744,2.1445,1.4743,29.861794,5.80052,74.21785
2016-07-21 12:00:00,1.3,28.0281,2.1934,1.6338,29.855453,5.49978,70.31225
2016-07-21 12:00:00,1.6,27.9648,2.221,1.4367,29.751652,5.64315,72.06445
2016-07-21 12:00:00,1.9,27.7682,2.541,1.7205,29.87096,6.40604,81.52221
2016-07-21 12:00:00,2.3,27.0048,2.9769,1.712,30.037734,7.74126,97.18185
2016-07-21 12:00:00,2.6,26.404,4.0314,2.2207,30.048791,8.13925,101.07921
2016-07-21 12:00:00,2.9,25.8038,4.9224,2.4966,29.734731,8.37281,102.8534
2016-07-21 12:00:00,3.2,24.8605,6.9688,2.4993,29.453875,7.64185,92.264
2016-07-21 12:00:00,3.5,23.5882,7.2855,2.3904,28.916819,6.54348,77.15187
2016-07-21 12:00:00,3.8,22.5549,7.7302,1.958,28.683583,5.56906,64.38944
2016-07-21 12:00:00,4.1,21.7582,6.9645,1.9195,28.270638,4.77742,54.39729
2016-07-21 12:00:00,4.4,20.7457,7.0653,1.6603,27.675142,4.17891,46.6528
2016-07-21 12:00:00,4.7,18.9202,10.0439,1.8075,26.514979,2.68132,28.86455
2016-07-21 12:00:00,5,17.2642,7.343,1.7213,25.278478,1.72303,17.92938
2016-07-21 12:00:00,5.3,15.7243,5.8102,1.9261,24.608727,1.43379,14.4438
2016-07-21 12:00:00,5.6,14.6705,4.3343,2.2196,24.208649,1.91888,18.89709
2016-07-21 12:00:00,5.9,13.8747,3.4977,2.9502,23.848323,2.81436,27.2376
2016-07-21 12:00:00,6.2,13.4576,4.1351,4.2185,23.832287,3.31576,31.79585
2016-07-21 12:00:00,6.5,12.5953,4.9412,8.3157,23.844371,2.07379,19.5068
2016-07-21 12:00:00,6.8,11.7899,5.2068,9.3747,23.882496,0.10776,0.99532
2016-07-21 12:00:00,7.1,11.4117,11.2427,6.4757,24.276609,0.07187,0.65805
2016-07-21 12:00:00,7.4,10.8423,5.1226,4.9833,24.707624,0.06528,0.58991
2016-07-21 12:00:00,7.7,10.2283,4.2035,4.4215,29.547522,0.05845,0.5207
2016-07-21 12:00:00,8,9.8368,3.2301,3.8959,36.773949,0.0636,0.56137
2016-07-21 12:00:00,8.3,9.4018,3.1026,3.379,46.397349,0.05924,0.51751
2016-07-21 12:00:00,8.7,9.0409,4.358,3.4524,55.876326,0.05467,0.47355
2016-07-21 12:00:00,9,8.8112,3.3509,3.8576,57.775077,0.05237,0.45116
2016-07-21 12:00:00,9.3,8.6972,2.7876,3.66,61.335323,0.05598,0.48091
2016-07-21 12:00:00,9.6,8.6333,2.7962,3.9513,63.654576,0.04967,0.42606
2016-07-21 12:00:00,9.9,8.5802,2.643,3.6837,66.233986,0.0511,0.43776
2016-07-21 12:00:00,10.2,8.482,2.5743,3.8368,68.059808,0.05559,0.47511
2016-07-21 12:00:00,10.5,8.3238,2.7777,3.9609,73.773663,0.05387,0.45863
2016-07-21 12:00:00,10.8,8.2384,3.1808,5.021,83.277655,0.05694,0.48379
2016-07-24 12:00:00,0.1,31.0128,0.2749,0.8106,31.507158,8.63822,116.31121
2016-07-24 12:00:00,0.4,29.5772,1.3098,1.2237,30.995874,8.56949,112.57077
2016-07-24 12:00:00,0.7,29.34,1.8617,1.3384,30.820836,8.50663,111.2855
2016-07-24 12:00:00,1,29.2099,1.8122,1.3142,30.703533,8.50708,111.0395
2016-07-24 12:00:00,1.3,28.9339,1.9644,1.3106,30.553119,8.57191,111.34789
2016-07-24 12:00:00,1.6,28.6783,2.1089,1.2819,30.529155,8.77018,113.41456
2016-07-24 12:00:00,1.9,28.4116,2.4952,1.4601,30.526431,8.82619,113.60527
2016-07-24 12:00:00,2.3,28.2194,4.2415,1.6484,30.527664,8.8057,112.95823
2016-07-24 12:00:00,2.6,27.8017,3.5844,1.8635,30.465586,8.8843,113.12743
2016-07-24 12:00:00,2.9,26.7574,3.6109,2.0885,30.079541,9.07371,113.40423
2016-07-24 12:00:00,3.2,25.4692,5.5936,2.0872,29.410181,8.66982,105.85313
2016-07-24 12:00:00,3.5,24.0429,5.3457,1.7541,28.848991,7.33313,87.20229
2016-07-24 12:00:00,3.8,22.7159,4.8262,1.4666,28.33546,5.81182,67.40278
2016-07-24 12:00:00,4.1,21.2448,5.0518,1.1474,27.732627,4.36008,49.153
2016-07-24 12:00:00,4.4,20.0533,7.4988,1.1282,26.945163,3.19096,35.13965
2016-07-24 12:00:00,4.7,19.0883,7.6953,1.2311,26.259494,2.36742,25.57199
2016-07-24 12:00:00,5,17.5582,6.7681,1.3943,25.259791,1.67838,17.5715
2016-07-24 12:00:00,5.3,16.2854,4.3537,1.5807,24.412245,1.53266,15.6247
2016-07-24 12:00:00,5.6,15.1423,3.4128,1.6275,24.012179,1.60289,15.94704
2016-07-24 12:00:00,5.9,14.2635,2.6804,2.2668,23.504904,4.86592,47.49623
2016-07-24 12:00:00,6.2,13.3323,5.5483,8.3009,23.56598,3.68718,35.25931
2016-07-24 12:00:00,6.5,12.5855,6.7655,10.6945,24.289806,0.36647,3.44641
2016-07-24 12:00:00,6.8,11.8432,12.9009,7.4887,23.900038,0.05859,0.54178
2016-07-24 12:00:00,7.1,11.2228,5.3448,4.816,24.779702,0.0517,0.47133
