sampletime,depth,wTemp,chla,turb,cond,oxygen,saturate
2016-05-19 12:00:00,7.1,9.6972,11.1103,1.6559,19.243407,6.48143,57.01747
2016-05-19 12:00:00,7.4,9.3573,10.1147,1.6311,19.382181,5.06269,44.17826
2016-05-19 12:00:00,7.7,9.0702,8.5749,1.7435,19.636562,3.36366,29.15126
2016-05-19 12:00:00,8,8.7056,6.7556,3.0652,20.257913,1.53078,13.15071
2016-05-19 12:00:00,8.3,8.44,6.3935,4.2838,21.39125,0.55659,4.75099
2016-05-19 12:00:00,8.7,8.1875,4.7576,8.7623,23.034882,0.17335,1.47067
2016-05-19 12:00:00,9,8.0743,3.4048,11.3106,24.967593,0.18333,1.55103
2016-05-19 12:00:00,9.3,7.9476,2.3906,10.6487,27.329269,0.11591,0.97759
2016-05-19 12:00:00,9.6,7.8724,2.1392,9.4749,30.103313,0.09689,0.81574
2016-05-19 12:00:00,9.9,7.8435,2.1465,8.0093,30.868192,0.09437,0.79396
2016-05-19 12:00:00,10.2,7.7934,2.2588,7.3739,32.811772,0.09189,0.77216
2016-05-19 12:00:00,10.5,7.7501,2.2737,6.8225,34.50469,0.09034,0.75828
2016-05-19 12:00:00,10.8,7.6552,2.1838,6.2232,40.091403,0.08784,0.7356
2016-05-26 12:00:00,0.1,20.7019,2.8953,1.5062,24.339107,9.04381,100.87625
2016-05-26 12:00:00,0.4,20.6938,2.579,1.3651,24.376058,9.05697,101.00702
2016-05-26 12:00:00,0.7,20.6659,2.6094,1.4724,24.301468,9.06782,101.07254
2016-05-26 12:00:00,1,20.6536,2.5953,1.5652,24.226651,9.06388,101.00415
2016-05-26 12:00:00,1.3,19.7365,2.2198,1.6427,23.991994,8.98466,98.31858
2016-05-26 12:00:00,1.6,18.5843,2.0781,1.5993,23.359416,9.26116,99.01919
2016-05-26 12:00:00,1.9,18.3557,1.7044,1.3583,23.065262,9.26352,98.58424
2016-05-26 12:00:00,2.3,18.1382,1.7314,1.3559,23.035229,9.22734,97.76348
2016-05-26 12:00:00,2.6,17.9594,1.6028,1.3579,22.985527,9.21757,97.3025
2016-05-26 12:00:00,2.9,17.7292,1.6832,1.3508,22.900208,9.14841,96.11599
2016-05-26 12:00:00,3.2,17.5621,1.7248,1.4224,22.913565,9.09878,95.26527
2016-05-26 12:00:00,3.5,17.2449,1.9015,1.6296,22.931659,9.00013,93.6148
2016-05-26 12:00:00,3.8,16.9757,2.3403,1.6139,22.828068,8.84564,91.49332
2016-05-26 12:00:00,4.1,16.5458,2.8258,1.9991,22.84189,8.45154,86.63305
2016-05-26 12:00:00,4.4,15.7441,3.5319,2.4321,22.523574,8.35218,84.17338
2016-05-26 12:00:00,4.7,14.8685,4.3199,2.4447,22.008719,8.5492,84.55365
2016-05-26 12:00:00,5,13.9921,4.8984,2.066,21.384135,9.00356,87.36186
2016-05-26 12:00:00,5.3,12.9858,6.5473,1.8563,20.821232,9.36155,88.83177
2016-05-26 12:00:00,5.6,12.1271,8.2863,1.6241,20.444703,9.45,87.95302
2016-05-26 12:00:00,5.9,11.5321,11.0336,1.4693,20.162459,8.70399,79.91716
2016-05-26 12:00:00,6.2,10.9425,12.1547,1.6374,19.944909,7.77761,70.44702
2016-05-26 12:00:00,6.5,10.4294,12.6263,1.6474,19.795377,6.73062,60.2395
2016-05-26 12:00:00,6.8,10.0232,12.0586,1.616,19.622174,5.72232,50.72895
2016-05-26 12:00:00,7.1,9.6215,11.1403,1.907,19.862474,4.4381,38.97218
2016-05-26 12:00:00,7.4,9.2277,9.7981,2.1836,19.757415,2.75698,23.98371
2016-05-26 12:00:00,7.7,8.8057,8.0441,2.5388,20.644379,0.57469,4.94907
2016-05-26 12:00:00,8,8.3909,5.794,4.1528,24.657135,0.17327,1.47729
2016-05-26 12:00:00,8.3,8.2094,4.2461,10.9753,29.822451,0.1242,1.0543
2016-05-26 12:00:00,8.7,8.0911,2.8995,7.0833,32.415999,0.10791,0.91334
2016-05-26 12:00:00,9,8.068,2.4821,5.9181,34.118813,0.09368,0.79251
2016-05-26 12:00:00,9.3,8.0322,2.4531,5.2324,34.751162,0.08527,0.72068
2016-05-26 12:00:00,9.6,8.0091,2.3105,4.9932,35.291806,0.08084,0.68286
2016-05-26 12:00:00,9.9,7.9676,2.2326,4.9078,36.397786,0.07996,0.67479
2016-05-26 12:00:00,10.2,7.9155,2.1459,4.389,37.566326,0.08961,0.75523
2016-05-26 12:00:00,10.5,7.8467,2.1661,4.6858,39.857637,0.07528,0.63344
2016-05-26 12:00:00,10.8,7.8036,2.0899,4.5566,42.809348,0.07375,0.61989
2016-05-29 12:00:00,0.1,23.1481,2.0034,1.9952,25.745334,8.75229,102.34097
2016-05-29 12:00:00,0.4,23.1114,2.0296,2.0651,25.655126,8.73289,102.04317
2016-05-29 12:00:00,0.7,23.0286,2.293,2.024,25.610749,8.76544,102.26293
2016-05-29 12:00:00,1,22.9614,2.2771,1.8387,25.517221,8.6858,101.20469
2016-05-29 12:00:00,1.3,21.8618,2.3462,1.9674,25.193457,9.39825,107.22505
2016-05-29 12:00:00,1.6,20.4723,2.6529,1.8296,24.087096,9.62913,106.9206
2016-05-29 12:00:00,1.9,19.8063,2.6337,1.7713,23.838467,9.63277,105.55769
2016-05-29 12:00:00,2.3,19.1529,1.8058,1.6573,23.551459,9.52311,102.99845
2016-05-29 12:00:00,2.6,18.6204,1.8998,1.6284,23.332146,9.40735,100.65611
2016-05-29 12:00:00,2.9,18.2579,1.8172,1.516,23.238292,9.41607,100.00783
2016-05-29 12:00:00,3.2,17.9621,1.9641,1.6897,23.01458,9.38341,99.05864
2016-05-29 12:00:00,3.5,17.5667,2.3241,1.8149,23.032679,9.21384,96.47917
2016-05-29 12:00:00,3.8,17.2566,2.7588,2.0832,23.09995,9.0074,93.71326
2016-05-29 12:00:00,4.1,16.7735,2.9385,2.0686,23.045998,8.48657,87.40898
2016-05-29 12:00:00,4.4,16.1812,3.2468,2.347,22.749785,8.36362,85.07487
2016-05-29 12:00:00,4.7,15.0781,4.3291,2.6473,22.204202,8.5235,84.68205
2016-05-29 12:00:00,5,14.0535,4.6187,2.3739,21.490546,9.09608,88.3786
2016-05-29 12:00:00,5.3,12.8371,5.627,2.1052,20.678955,9.46739,89.53753
2016-05-29 12:00:00,5.6,11.9463,7.9695,2.0939,20.243134,9.18679,85.15239
2016-05-29 12:00:00,5.9,11.2907,10.3865,2.0989,19.987311,8.40704,76.76344
2016-05-29 12:00:00,6.2,10.7365,13.9176,2.1636,19.888076,7.51788,67.76946
2016-05-29 12:00:00,6.5,10.4,15.8326,2.4267,19.60697,6.83055,61.09184
2016-05-29 12:00:00,6.8,10.1099,15.8938,2.2774,19.694262,5.96062,52.94957
2016-05-29 12:00:00,7.1,9.8166,15.1267,2.3298,19.40271,5.21114,45.97245
2016-05-29 12:00:00,7.4,9.5533,13.2105,2.4439,19.673528,3.51826,30.84484
2016-05-29 12:00:00,7.7,9.1977,10.232,2.6905,19.796341,1.9741,17.16097
2016-05-29 12:00:00,8,9.0251,8.4722,2.7803,20.265517,1.04217,9.02224
2016-05-29 12:00:00,8.3,8.7499,6.8805,3.6802,21.496819,0.54927,4.72379
2016-05-29 12:00:00,8.7,8.4429,6.4192,8.9151,26.242253,0.19896,1.69842
2016-05-29 12:00:00,9,8.2975,4.6792,10.787,29.758231,0.12188,1.03679
2016-05-29 12:00:00,9.3,8.1989,4.2987,9.0117,31.607099,0.1221,1.0362
2016-05-29 12:00:00,9.6,8.1288,3.3114,6.7674,32.718226,0.10568,0.89529
2016-05-29 12:00:00,9.9,8.0814,2.877,6.34,34.4682,0.08977,0.75962
2016-05-29 12:00:00,10.2,7.9951,2.4801,5.4554,36.846098,0.09464,0.79916
2016-05-29 12:00:00,10.5,7.911,2.2951,5.1659,40.195716,0.08678,0.73133
2016-05-29 12:00:00,10.8,7.7882,2.2788,5.2333,46.86704,0.08795,0.73898
2016-05-31 12:00:00,0.1,24.5903,1.6979,1.6543,26.335601,8.74682,105.07762
2016-05-31 12:00:00,0.4,24.3047,1.9289,1.8876,25.946479,8.64348,103.28672
2016-05-31 12:00:00,0.7,24.1447,2.0379,1.811,25.874944,8.65196,103.0803
2016-05-31 12:00:00,1,23.7661,1.7069,1.8009,25.594074,8.67904,102.67311
2016-05-31 12:00:00,1.3,23.021,1.6681,1.7529,25.293207,9.00842,105.08242
2016-05-31 12:00:00,1.6,21.0572,1.9138,1.7319,24.536524,9.82882,110.39849
2016-05-31 12:00:00,1.9,20.264,1.8143,1.7041,24.061168,9.83674,108.77722
2016-05-31 12:00:00,2.3,19.4589,1.8251,1.4836,23.768929,9.68644,105.41117
2016-05-31 12:00:00,2.6,19.021,2.2603,1.7566,23.61335,9.60681,103.62773
2016-05-31 12:00:00,2.9,18.5398,2.2308,1.7103,23.386226,9.53479,101.85268
2016-05-31 12:00:00,3.2,18.0394,2.2056,1.6382,23.305719,9.33612,98.71602
2016-05-31 12:00:00,3.5,17.5854,2.2369,1.6518,23.138462,9.13093,95.64808
2016-05-31 12:00:00,3.8,17.1234,2.5552,1.6219,23.069864,8.74431,90.72426
2016-05-31 12:00:00,4.1,16.6228,2.9268,1.7772,22.93607,8.40161,86.26072
2016-05-31 12:00:00,4.4,16.2052,3.0389,1.8506,22.927627,8.3167,84.6407
2016-05-31 12:00:00,4.7,15.6071,3.1873,1.8528,22.649993,8.17813,82.17871
2016-05-31 12:00:00,5,14.4628,3.399,2.0938,21.822207,8.59883,84.2986
2016-05-31 12:00:00,5.3,13.2688,3.4235,1.8661,20.941154,9.5445,91.14131
2016-05-31 12:00:00,5.6,12.0687,4.5221,1.5565,20.415532,8.78153,81.62301
2016-05-31 12:00:00,5.9,11.1976,8.5373,1.5796,20.046419,7.71735,70.31485
2016-05-31 12:00:00,6.2,10.626,11.2848,1.8626,19.768246,6.63029,59.61465
2016-05-31 12:00:00,6.5,10.2654,13.2632,1.9833,19.690152,5.93126,52.88163
2016-05-31 12:00:00,6.8,9.9763,13.163,1.8713,19.578064,5.19613,46.01333
2016-05-31 12:00:00,7.1,9.7352,12.9779,2.0088,19.446127,4.18748,36.8707
2016-05-31 12:00:00,7.4,9.4428,12.215,1.9453,19.674359,2.68014,23.43522
2016-05-31 12:00:00,7.7,9.1529,9.3237,2.4203,20.215243,1.30583,11.33951
2016-05-31 12:00:00,8,8.9489,7.753,2.1467,20.529831,0.98327,8.49681
2016-05-31 12:00:00,8.3,8.7135,6.575,4.6421,21.143475,0.20534,1.7644
2016-05-31 12:00:00,8.7,8.4672,7.9354,10.1909,23.744543,0.11782,1.00635
2016-05-31 12:00:00,9,8.3773,5.9081,12.0091,28.582996,0.10287,0.87677
2016-05-31 12:00:00,9.3,8.2714,7.797,9.5869,30.385777,0.09165,0.77917
2016-05-31 12:00:00,9.6,8.2065,3.7804,6.9286,31.657238,0.08785,0.74566
2016-05-31 12:00:00,9.9,8.1305,3.1396,6.1425,33.86108,0.08484,0.71883
2016-05-31 12:00:00,10.2,8.0659,2.7843,5.5666,36.259594,0.08372,0.70817
2016-05-31 12:00:00,10.5,7.7902,2.4472,4.8227,48.316579,0.08012,0.6732
2016-05-31 12:00:00,10.8,7.7233,1.895,4.459,54.966239,0.08516,0.71445
2016-06-02 12:00:00,0.1,24.2618,0.9917,2.7912,25.867256,8.53096,101.86075
2016-06-02 12:00:00,0.4,24.2259,0.8161,2.8491,25.828349,8.50369,101.46723
2016-06-02 12:00:00,0.7,23.9455,1.0034,2.8474,25.928785,9.22934,109.55087
2016-06-02 12:00:00,1,23.1865,1.2043,2.8259,25.903117,9.84805,115.23753
2016-06-02 12:00:00,1.3,22.479,1.5141,2.6994,25.054948,10.12624,116.90877
2016-06-02 12:00:00,1.6,21.6251,1.4565,2.5902,24.592944,10.18414,115.66061
2016-06-02 12:00:00,1.9,20.7513,1.6482,2.5776,24.122714,10.11819,112.96958
2016-06-02 12:00:00,2.3,20.0957,1.8192,2.5584,23.882018,10.0005,110.21989
2016-06-02 12:00:00,2.6,19.676,1.9384,2.6072,23.65549,9.99054,109.1939
2016-06-02 12:00:00,2.9,19.3815,1.9963,2.1833,23.546638,9.68492,105.2311
2016-06-02 12:00:00,3.2,19.0074,2.1852,2.2648,23.344599,9.7841,105.51103
2016-06-02 12:00:00,3.5,18.3946,2.2769,2.5533,23.219249,9.7582,103.93125
2016-06-02 12:00:00,3.8,17.9744,2.4089,2.5656,23.112362,9.42427,99.51513
2016-06-02 12:00:00,4.1,17.1933,3.0502,2.612,22.996346,8.69901,90.38562
2016-06-02 12:00:00,4.4,16.1968,2.8771,2.4854,22.669391,8.30039,84.45957
2016-06-02 12:00:00,4.7,14.7303,3.2962,2.6927,21.751877,8.50083,83.82389
2016-06-02 12:00:00,5,13.5322,3.4838,2.6899,20.985747,9.08212,87.23455
2016-06-02 12:00:00,5.3,12.4829,4.078,2.3781,20.458262,8.87706,83.28841
2016-06-02 12:00:00,5.6,11.735,5.1294,2.3395,20.107024,8.44852,77.93273
2016-06-02 12:00:00,5.9,11.2172,8.8927,2.6065,19.768927,8.0062,72.97958
2016-06-02 12:00:00,6.2,10.7864,10.7709,2.436,19.599873,7.12381,64.29164
2016-06-02 12:00:00,6.5,10.3385,13.2835,2.6088,19.460925,5.8528,52.27153
2016-06-02 12:00:00,6.8,10.0465,13.7792,2.5741,19.275181,4.74123,42.05454
2016-06-02 12:00:00,7.1,9.7491,13.005,2.4999,19.315412,3.82608,33.6996
2016-06-02 12:00:00,7.4,9.4898,12.8948,2.4426,19.535859,2.49398,21.8319
2016-06-02 12:00:00,7.7,9.1785,12.8809,2.4071,20.075895,1.28695,11.18243
2016-06-02 12:00:00,8,8.8933,9.2639,3.0545,20.555909,1.10407,9.52796
2016-06-02 12:00:00,8.3,8.6683,6.7377,5.4585,21.67301,0.12939,1.1106
2016-06-02 12:00:00,8.7,8.4165,7.1447,11.9953,27.656591,0.09269,0.79079
2016-06-02 12:00:00,9,8.2957,5.6189,12.2754,30.08291,0.0802,0.68219
2016-06-02 12:00:00,9.3,8.2097,4.9446,8.3681,32.38595,0.0735,0.62391
2016-06-02 12:00:00,9.6,8.1279,3.158,6.2606,34.677009,0.07273,0.61613
2016-06-02 12:00:00,9.9,8.0931,2.6903,5.8144,37.403664,0.06811,0.5765
2016-06-02 12:00:00,10.2,8.0621,2.4155,5.2836,38.922179,0.07064,0.5975
2016-06-02 12:00:00,10.5,7.8968,2.1469,4.7143,43.877511,0.06292,0.53009
2016-06-02 12:00:00,10.8,7.7468,2.1379,5.3374,54.526744,0.06576,0.55196
2016-06-07 12:00:00,0.1,25.1062,0.4845,2.0322,26.990971,7.99411,96.95449
2016-06-07 12:00:00,0.4,25.0395,0.7283,1.4686,26.758026,6.10513,73.95356
2016-06-07 12:00:00,0.7,24.9021,0.8099,1.3023,26.652835,6.60447,79.79986
2016-06-07 12:00:00,1,24.8828,0.886,1.2759,26.705216,6.57789,79.45047
2016-06-07 12:00:00,1.3,24.8504,0.952,1.1623,26.754017,7.0181,84.71683
2016-06-07 12:00:00,1.6,24.8283,0.973,1.2646,26.77248,7.63285,92.09993
2016-06-07 12:00:00,1.9,24.79,1.0653,1.1535,26.665962,8.0322,96.85005
2016-06-07 12:00:00,2.3,24.6097,1.2243,1.1499,26.633729,8.17639,98.26026
2016-06-07 12:00:00,2.6,23.4446,1.3056,1.2411,26.210949,8.49659,99.90917
2016-06-07 12:00:00,2.9,20.1087,1.5926,1.1508,24.21364,9.75432,107.53446
2016-06-07 12:00:00,3.2,19.1779,2.063,1.0136,24.156583,9.33387,101.00269
2016-06-07 12:00:00,3.5,18.6178,2.352,1.1658,23.730406,9.59014,102.60664
2016-06-07 12:00:00,3.8,17.9244,2.7108,1.1324,23.506497,8.91275,94.01727
2016-06-07 12:00:00,4.1,17.098,3.3223,1.1349,23.42015,8.11935,84.19571
2016-06-07 12:00:00,4.4,16.014,3.6414,1.2496,22.940638,7.76237,78.67978
2016-06-07 12:00:00,4.7,14.6488,4.1088,1.6288,21.898033,8.01417,78.88548
2016-06-07 12:00:00,5,13.4681,4.4542,1.6487,21.059755,8.23218,78.95856
2016-06-07 12:00:00,5.3,12.5236,4.684,1.3955,20.577233,8.24672,77.44533
2016-06-07 12:00:00,5.6,11.8298,4.727,1.3973,20.296906,7.79721,72.08074
2016-06-07 12:00:00,5.9,11.1829,5.2118,1.3774,19.983515,6.58688,59.99449
2016-06-07 12:00:00,6.2,10.6976,10.9014,1.6337,20.034941,4.86903,43.85187
2016-06-07 12:00:00,6.5,10.3791,13.7392,1.9028,20.081901,3.89987,34.86307
2016-06-07 12:00:00,6.8,10.0019,12.847,1.9084,19.86696,3.15728,27.97556
2016-06-07 12:00:00,7.1,9.664,11.6158,2.1696,19.86075,2.10841,18.53324
2016-06-07 12:00:00,7.4,9.298,12.3445,1.9795,20.658102,1.32369,11.53454
2016-06-07 12:00:00,7.7,9.0019,13.8379,3.6437,21.40882,0.98455,8.51872
2016-06-07 12:00:00,8,8.7894,11.4102,10.4777,22.661823,0.12573,1.08237
2016-06-07 12:00:00,8.3,8.5332,10.0407,10.6228,27.630048,0.09648,0.82538
2016-06-07 12:00:00,8.7,8.3583,4.9143,9.2249,33.882446,0.08102,0.69021
2016-06-07 12:00:00,9,8.259,4.3583,7.2005,35.805114,0.0761,0.64675
2016-06-07 12:00:00,9.3,8.212,3.348,6.1437,37.634632,0.07466,0.63381
2016-06-07 12:00:00,9.6,8.1594,2.5092,4.922,39.041772,0.06335,0.53712
2016-06-07 12:00:00,9.9,8.1225,2.2333,4.6708,40.881061,0.06764,0.57293
2016-06-07 12:00:00,10.2,7.9595,2.1986,4.5492,45.760585,0.0641,0.54086
2016-06-07 12:00:00,10.5,7.8219,2.0921,4.2148,55.044586,0.05952,0.50055
2016-06-07 12:00:00,10.8,7.7191,1.8771,4.1287,65.118699,0.06079,0.50998
2016-06-08 12:00:00,0.1,22.5695,1.754,1.9896,24.871453,8.72429,100.89732
2016-06-08 12:00:00,0.4,23.0811,1.6928,1.7142,25.475036,7.74516,90.44963
2016-06-08 12:00:00,0.7,23.1438,1.9077,1.7176,25.398299,6.59143,77.06763
2016-06-08 12:00:00,1,23.208,1.7605,1.7386,25.409288,5.78897,67.76741
2016-06-08 12:00:00,1.3,23.3088,1.905,1.7253,25.648376,6.66592,78.18216
2016-06-08 12:00:00,1.6,23.3659,1.8588,1.697,26.105495,7.77754,91.31834
2016-06-08 12:00:00,1.9,23.3935,1.8617,1.719,26.203502,7.83546,92.04634
2016-06-08 12:00:00,2.3,23.3707,1.8608,1.7245,26.18306,7.99423,93.87105
2016-06-08 12:00:00,2.6,22.003,1.908,1.7385,25.849837,9.26736,106.02018
2016-06-08 12:00:00,2.9,20.2638,2.3611,1.701,24.553607,10.06107,111.2576
2016-06-08 12:00:00,3.2,19.6686,2.9682,1.3022,24.30445,9.88203,107.99212
2016-06-08 12:00:00,3.5,19.2053,3.2769,1.1838,24.117619,9.65243,104.50749
2016-06-08 12:00:00,3.8,18.5407,3.4139,1.2052,24.023441,9.48254,101.29654
2016-06-08 12:00:00,4.1,17.8657,3.3605,1.2619,23.868848,8.81731,92.89842
2016-06-08 12:00:00,4.4,16.9105,3.5696,1.4658,23.524868,8.06968,83.35385
2016-06-08 12:00:00,4.7,15.8983,3.9283,1.7487,23.036691,7.79069,78.77305
2016-06-08 12:00:00,5,14.6171,4.9284,2.009,22.156265,8.07304,79.41031
2016-06-08 12:00:00,5.3,13.3894,5.9055,1.7099,21.28876,8.54442,81.81052
2016-06-08 12:00:00,5.6,12.4641,6.0295,1.7416,20.896739,7.65373,71.78024
2016-06-08 12:00:00,5.9,11.8415,6.4307,1.7339,20.64023,7.20598,66.63305
2016-06-08 12:00:00,6.2,11.2935,8.7364,1.7494,20.442027,6.5056,59.4056
2016-06-08 12:00:00,6.5,10.889,11.4136,2.007,20.245848,5.73907,51.91815
2016-06-08 12:00:00,6.8,10.3965,12.0501,1.9662,20.156635,4.32979,38.72215
2016-06-08 12:00:00,7.1,9.9363,15.6378,2.0897,20.348462,2.82165,24.96309
2016-06-08 12:00:00,7.4,9.4861,14.444,2.4349,20.737249,1.66717,14.59292
2016-06-08 12:00:00,7.7,9.0892,13.3697,3.4467,21.642308,1.55743,13.50376
2016-06-08 12:00:00,8,8.8481,10.9423,6.6898,22.822619,0.17579,1.51543
2016-06-08 12:00:00,8.3,8.6016,9.7444,12.0581,25.431465,0.14112,1.20935
2016-06-08 12:00:00,8.7,8.3357,8.0043,10.6999,35.21565,0.11429,0.97315
2016-06-08 12:00:00,9,8.2095,8.1562,8.1555,39.006965,0.10125,0.85947
2016-06-08 12:00:00,9.3,8.139,3.7639,5.3288,40.850075,0.10248,0.86844
2016-06-08 12:00:00,9.6,8.0758,3.3688,5.1497,43.52778,0.08946,0.75699
2016-06-08 12:00:00,9.9,7.9568,2.7745,4.8795,46.631106,0.08892,0.75025
2016-06-08 12:00:00,10.2,7.897,2.1521,3.9869,50.573075,0.09086,0.76543
2016-06-08 12:00:00,10.5,7.8288,1.9778,4.242,53.969434,0.08554,0.71946
2016-06-08 12:00:00,10.8,7.7608,1.977,4.787,60.183033,0.08398,0.70521
2016-06-16 12:00:00,0.1,24.3528,0.5899,1.5176,26.948692,7.99317,95.60147
2016-06-16 12:00:00,0.4,24.3594,0.6053,1.3214,26.834139,8.04145,96.19074
2016-06-16 12:00:00,0.7,24.3565,0.5075,1.8556,26.876824,8.08257,96.67738
2016-06-16 12:00:00,1,24.3431,0.5938,1.7176,26.905085,8.03886,96.13058
2016-06-16 12:00:00,1.3,24.3147,0.5932,1.5093,26.896786,8.08762,96.66261
2016-06-16 12:00:00,1.6,24.305,0.7772,1.6871,26.815642,8.08789,96.64838
2016-06-16 12:00:00,1.9,24.3029,0.8301,1.593,26.905559,8.09612,96.74287
2016-06-16 12:00:00,2.3,24.301,0.9617,1.7828,26.943536,8.12512,97.08598
2016-06-16 12:00:00,2.6,24.3057,0.9943,1.7763,26.888829,8.13346,97.19415
2016-06-16 12:00:00,2.9,24.3058,0.9567,1.6323,26.874683,8.10653,96.87256
2016-06-16 12:00:00,3.2,24.2899,0.9784,1.7355,26.841512,8.08911,96.63571
2016-06-16 12:00:00,3.5,24.2077,1.0207,1.7216,26.855062,8.10345,96.65895
