
Advanced Calibration Data
,Temperature,Cal Date, Tm, Tzs, Tb
,Pressure,Cal Date,m2,m1,m0,b2,b1,b0,Linear(a),Linear(b)
,Temperature,unknown,0.000000,0.00,0.000000
,Pressure,25-Mar-13 09:51:57,0.000000,-0.000063,1.000679,0.000009,0.000455,0.153440,0.000000,1.000000

Field Calibration Data
,Temperature,Cal Date,m,b
,Pressure,Cal Date,m,b
,Temperature(degC),unknown,1.000000,0.00
,Pressure(in H2O),unknown,1.000000,0.00

Sensor/Session information
SensorSN, 21309003 ,,Modbus Addr., 2 
Sensor Type,PT2X,,Initialized w/fw Rev,"2. 9"
Sensor Name,INW Smart Sensor,,Uploaded,"Aqua4Plus 1.9.302"
Session Name,FCR_Inf2_15min2013,,Exported,"Aqua4Plus 1.9.501"
# Records,  7954 
Statistical Data,,Temperature(degC),Pressure(in H2O),
,Sensor Range,-40 - +125 degC,30 psia,
,Minimum,14.50,384.97,
,Maximum,20.00,402.62,
,Mean,17.74,391.95,
,Variance,1.048,5.534,
,Std Deviation,1.024,2.353,
,,,,
,Field Cal Date,unknown,unknown,
Rec #,Date/Time,Temperature(degC),Pressure(in H2O)
3750,22-Jul-13 15:15:00,19.63,389.63
3751,22-Jul-13 15:30:00,19.63,389.49
3752,22-Jul-13 15:45:00,19.63,389.44
3753,22-Jul-13 16:00:00,19.56,389.41
3754,22-Jul-13 16:15:00,19.50,389.41
3755,22-Jul-13 16:30:00,19.38,389.58
3756,22-Jul-13 16:45:00,19.38,389.55
3757,22-Jul-13 17:00:00,19.38,389.44
3758,22-Jul-13 17:15:00,19.31,389.49
3759,22-Jul-13 17:30:00,19.25,389.49
3760,22-Jul-13 17:45:00,19.25,389.55
3761,22-Jul-13 18:00:00,19.19,389.38
3762,22-Jul-13 18:15:00,19.13,389.33
3763,22-Jul-13 18:30:00,19.13,389.27
3764,22-Jul-13 18:45:00,19.06,389.16
3765,22-Jul-13 19:00:00,19.00,389.22
3766,22-Jul-13 19:15:00,19.00,389.24
3767,22-Jul-13 19:30:00,18.94,389.13
3768,22-Jul-13 19:45:00,18.94,389.13
3769,22-Jul-13 20:00:00,18.88,389.10
3770,22-Jul-13 20:15:00,18.81,389.16
3771,22-Jul-13 20:30:00,18.81,389.16
3772,22-Jul-13 20:45:00,18.75,389.16
3773,22-Jul-13 21:00:00,18.69,389.27
3774,22-Jul-13 21:15:00,18.69,389.30
3775,22-Jul-13 21:30:00,18.63,389.33
3776,22-Jul-13 21:45:00,18.63,389.36
3777,22-Jul-13 22:00:00,18.56,389.36
3778,22-Jul-13 22:15:00,18.56,389.38
3779,22-Jul-13 22:30:00,18.56,389.36
3780,22-Jul-13 22:45:00,18.50,389.44
3781,22-Jul-13 23:00:00,18.50,389.38
3782,22-Jul-13 23:15:00,18.50,389.38
3783,22-Jul-13 23:30:00,18.50,389.30
3784,22-Jul-13 23:45:00,18.44,389.25
3785,23-Jul-13 00:00:00,18.44,389.19
3786,23-Jul-13 00:15:00,18.38,389.11
3787,23-Jul-13 00:30:00,18.38,389.08
3788,23-Jul-13 00:45:00,18.38,389.05
3789,23-Jul-13 01:00:00,18.31,389.13
3790,23-Jul-13 01:15:00,18.31,389.13
3791,23-Jul-13 01:30:00,18.31,389.13
3792,23-Jul-13 01:45:00,18.31,389.08
3793,23-Jul-13 02:00:00,18.31,389.02
3794,23-Jul-13 02:15:00,18.31,388.91
3795,23-Jul-13 02:30:00,18.31,388.88
3796,23-Jul-13 02:45:00,18.25,388.83
3797,23-Jul-13 03:00:00,18.31,388.74
3798,23-Jul-13 03:15:00,18.25,388.69
3799,23-Jul-13 03:30:00,18.25,388.58
3800,23-Jul-13 03:45:00,18.25,388.58
3801,23-Jul-13 04:00:00,18.19,388.55
3802,23-Jul-13 04:15:00,18.19,388.60
3803,23-Jul-13 04:30:00,18.19,388.55
3804,23-Jul-13 04:45:00,18.13,388.58
3805,23-Jul-13 05:00:00,18.13,388.60
3806,23-Jul-13 05:15:00,18.13,388.60
3807,23-Jul-13 05:30:00,18.13,388.69
3808,23-Jul-13 05:45:00,18.13,388.66
3809,23-Jul-13 06:00:00,18.06,388.72
3810,23-Jul-13 06:15:00,18.06,388.80
3811,23-Jul-13 06:30:00,18.06,388.88
3812,23-Jul-13 06:45:00,18.06,388.86
3813,23-Jul-13 07:00:00,18.00,388.77
3814,23-Jul-13 07:15:00,18.06,388.97
3815,23-Jul-13 07:30:00,18.00,389.02
3816,23-Jul-13 07:45:00,18.06,389.08
3817,23-Jul-13 08:00:00,18.00,389.05
3818,23-Jul-13 08:15:00,18.00,389.05
3819,23-Jul-13 08:30:00,18.00,389.11
3820,23-Jul-13 08:45:00,18.06,389.08
3821,23-Jul-13 09:00:00,18.06,389.02
3822,23-Jul-13 09:15:00,18.06,388.97
3823,23-Jul-13 09:30:00,18.06,388.88
3824,23-Jul-13 09:45:00,18.06,388.88
3825,23-Jul-13 10:00:00,18.13,388.86
3826,23-Jul-13 10:15:00,18.19,388.83
3827,23-Jul-13 10:30:00,18.19,388.86
3828,23-Jul-13 10:45:00,18.25,388.88
3829,23-Jul-13 11:00:00,18.38,388.99
3830,23-Jul-13 11:15:00,18.38,388.97
3831,23-Jul-13 11:30:00,18.50,388.99
3832,23-Jul-13 11:45:00,18.56,388.88
3833,23-Jul-13 12:00:00,18.63,388.91
3834,23-Jul-13 12:15:00,18.63,388.97
3835,23-Jul-13 12:30:00,18.75,388.97
3836,23-Jul-13 12:45:00,18.75,388.97
3837,23-Jul-13 13:00:00,18.81,388.91
3838,23-Jul-13 13:15:00,18.94,388.85
3839,23-Jul-13 13:30:00,19.00,388.91
3840,23-Jul-13 13:45:00,19.00,388.91
3841,23-Jul-13 14:00:00,19.06,388.85
3842,23-Jul-13 14:15:00,19.25,388.74
3843,23-Jul-13 14:30:00,19.38,388.74
3844,23-Jul-13 14:45:00,19.31,388.60
3845,23-Jul-13 15:00:00,19.44,388.55
3846,23-Jul-13 15:15:00,19.50,388.52
3847,23-Jul-13 15:30:00,19.50,388.49
3848,23-Jul-13 15:45:00,19.50,388.46
3849,23-Jul-13 16:00:00,19.50,388.32
3850,23-Jul-13 16:15:00,19.56,388.21
3851,23-Jul-13 16:30:00,19.56,388.21
3852,23-Jul-13 16:45:00,19.56,388.18
3853,23-Jul-13 17:00:00,19.56,388.10
3854,23-Jul-13 17:15:00,19.56,388.04
3855,23-Jul-13 17:30:00,19.50,388.04
3856,23-Jul-13 17:45:00,19.50,388.01
3857,23-Jul-13 18:00:00,19.50,387.99
3858,23-Jul-13 18:15:00,19.44,388.04
3859,23-Jul-13 18:30:00,19.44,388.01
3860,23-Jul-13 18:45:00,19.44,387.99
3861,23-Jul-13 19:00:00,19.38,387.99
3862,23-Jul-13 19:15:00,19.31,387.99
3863,23-Jul-13 19:30:00,19.25,388.04
3864,23-Jul-13 19:45:00,19.25,388.07
3865,23-Jul-13 20:00:00,19.19,388.18
3866,23-Jul-13 20:15:00,19.19,388.32
3867,23-Jul-13 20:30:00,19.13,388.35
3868,23-Jul-13 20:45:00,19.13,388.38
3869,23-Jul-13 21:00:00,19.06,388.46
3870,23-Jul-13 21:15:00,18.94,388.49
3871,23-Jul-13 21:30:00,18.94,388.60
3872,23-Jul-13 21:45:00,18.88,388.66
3873,23-Jul-13 22:00:00,18.81,388.63
3874,23-Jul-13 22:15:00,18.75,388.57
3875,23-Jul-13 22:30:00,18.75,388.63
3876,23-Jul-13 22:45:00,18.69,388.69
3877,23-Jul-13 23:00:00,18.63,388.74
3878,23-Jul-13 23:15:00,18.63,388.77
3879,23-Jul-13 23:30:00,18.56,388.83
3880,23-Jul-13 23:45:00,18.50,388.85
3881,24-Jul-13 00:00:00,18.50,388.85
3882,24-Jul-13 00:15:00,18.44,388.85
3883,24-Jul-13 00:30:00,18.44,388.80
3884,24-Jul-13 00:45:00,18.38,388.85
3885,24-Jul-13 01:00:00,18.38,388.83
3886,24-Jul-13 01:15:00,18.31,388.83
3887,24-Jul-13 01:30:00,18.31,388.85
3888,24-Jul-13 01:45:00,18.31,388.77
3889,24-Jul-13 02:00:00,18.25,388.74
3890,24-Jul-13 02:15:00,18.25,388.69
3891,24-Jul-13 02:30:00,18.25,388.52
3892,24-Jul-13 02:45:00,18.31,388.46
3893,24-Jul-13 03:00:00,18.25,388.32
3894,24-Jul-13 03:15:00,18.25,388.32
3895,24-Jul-13 03:30:00,18.25,388.30
3896,24-Jul-13 03:45:00,18.25,388.30
3897,24-Jul-13 04:00:00,18.19,388.24
3898,24-Jul-13 04:15:00,18.19,388.21
3899,24-Jul-13 04:30:00,18.19,388.24
3900,24-Jul-13 04:45:00,18.19,388.27
3901,24-Jul-13 05:00:00,18.13,388.24
3902,24-Jul-13 05:15:00,18.13,388.27
3903,24-Jul-13 05:30:00,18.13,388.41
3904,24-Jul-13 05:45:00,18.13,388.44
3905,24-Jul-13 06:00:00,18.06,388.49
3906,24-Jul-13 06:15:00,18.06,388.44
3907,24-Jul-13 06:30:00,18.06,388.44
3908,24-Jul-13 06:45:00,18.06,388.41
3909,24-Jul-13 07:00:00,18.06,388.41
3910,24-Jul-13 07:15:00,18.06,388.55
3911,24-Jul-13 07:30:00,18.13,388.46
3912,24-Jul-13 07:45:00,18.13,388.60
3913,24-Jul-13 08:00:00,18.13,388.72
3914,24-Jul-13 08:15:00,18.13,388.77
3915,24-Jul-13 08:30:00,18.13,388.86
3916,24-Jul-13 08:45:00,18.19,388.88
3917,24-Jul-13 09:00:00,18.19,388.99
3918,24-Jul-13 09:15:00,18.19,389.05
3919,24-Jul-13 09:30:00,18.13,389.08
3920,24-Jul-13 09:45:00,18.13,389.19
3921,24-Jul-13 10:00:00,18.13,389.27
3922,24-Jul-13 10:15:00,18.19,389.22
3923,24-Jul-13 10:30:00,18.19,389.27
3924,24-Jul-13 10:45:00,18.25,389.27
3925,24-Jul-13 11:00:00,18.31,389.30
3926,24-Jul-13 11:15:00,18.38,389.27
3927,24-Jul-13 11:30:00,18.44,389.33
3928,24-Jul-13 11:45:00,18.44,389.27
3929,24-Jul-13 12:00:00,18.56,389.25
3930,24-Jul-13 12:15:00,18.63,389.33
3931,24-Jul-13 12:30:00,18.75,389.33
3932,24-Jul-13 12:45:00,18.75,389.19
3933,24-Jul-13 13:00:00,18.81,389.19
3934,24-Jul-13 13:15:00,18.88,389.19
3935,24-Jul-13 13:30:00,18.88,389.13
3936,24-Jul-13 13:45:00,18.94,389.05
3937,24-Jul-13 14:00:00,19.06,388.96
3938,24-Jul-13 14:15:00,19.19,388.94
3939,24-Jul-13 14:30:00,19.31,388.94
3940,24-Jul-13 14:45:00,19.38,388.96
3941,24-Jul-13 15:00:00,19.44,388.91
3942,24-Jul-13 15:15:00,19.50,388.88
3943,24-Jul-13 15:30:00,19.44,388.85
3944,24-Jul-13 15:45:00,19.50,388.77
3945,24-Jul-13 16:00:00,19.50,388.68
3946,24-Jul-13 16:15:00,19.50,388.71
3947,24-Jul-13 16:30:00,19.50,388.66
3948,24-Jul-13 16:45:00,19.50,388.71
3949,24-Jul-13 17:00:00,19.44,388.66
3950,24-Jul-13 17:15:00,19.44,388.66
3951,24-Jul-13 17:30:00,19.44,388.71
3952,24-Jul-13 17:45:00,19.38,388.68
3953,24-Jul-13 18:00:00,19.31,388.71
3954,24-Jul-13 18:15:00,19.31,388.66
3955,24-Jul-13 18:30:00,19.31,388.68
3956,24-Jul-13 18:45:00,19.25,388.69
3957,24-Jul-13 19:00:00,19.25,388.63
3958,24-Jul-13 19:15:00,19.19,388.77
3959,24-Jul-13 19:30:00,19.13,388.82
3960,24-Jul-13 19:45:00,19.06,388.88
3961,24-Jul-13 20:00:00,19.00,389.02
3962,24-Jul-13 20:15:00,18.94,389.13
3963,24-Jul-13 20:30:00,18.88,389.22
3964,24-Jul-13 20:45:00,18.81,389.33
3965,24-Jul-13 21:00:00,18.81,389.44
3966,24-Jul-13 21:15:00,18.75,389.50
3967,24-Jul-13 21:30:00,18.69,389.58
3968,24-Jul-13 21:45:00,18.63,389.72
3969,24-Jul-13 22:00:00,18.63,389.86
3970,24-Jul-13 22:15:00,18.56,389.89
3971,24-Jul-13 22:30:00,18.56,389.92
3972,24-Jul-13 22:45:00,18.56,390.03
3973,24-Jul-13 23:00:00,18.50,390.05
3974,24-Jul-13 23:15:00,18.44,390.08
3975,24-Jul-13 23:30:00,18.44,390.11
3976,24-Jul-13 23:45:00,18.38,390.08
3977,25-Jul-13 00:00:00,18.38,390.17
3978,25-Jul-13 00:15:00,18.31,390.19
3979,25-Jul-13 00:30:00,18.31,390.22
3980,25-Jul-13 00:45:00,18.25,390.17
3981,25-Jul-13 01:00:00,18.25,390.17
3982,25-Jul-13 01:15:00,18.25,390.14
3983,25-Jul-13 01:30:00,18.19,390.08
3984,25-Jul-13 01:45:00,18.19,389.94
3985,25-Jul-13 02:00:00,18.13,390.00
3986,25-Jul-13 02:15:00,18.06,390.06
3987,25-Jul-13 02:30:00,18.06,390.03
3988,25-Jul-13 02:45:00,18.00,390.06
3989,25-Jul-13 03:00:00,18.00,390.08
3990,25-Jul-13 03:15:00,17.94,390.06
3991,25-Jul-13 03:30:00,17.94,390.08
3992,25-Jul-13 03:45:00,17.88,390.06
3993,25-Jul-13 04:00:00,17.88,390.08
3994,25-Jul-13 04:15:00,17.81,390.28
3995,25-Jul-13 04:30:00,17.75,390.28
3996,25-Jul-13 04:45:00,17.75,390.20
3997,25-Jul-13 05:00:00,17.69,390.28
3998,25-Jul-13 05:15:00,17.69,390.28
3999,25-Jul-13 05:30:00,17.63,390.31
4000,25-Jul-13 05:45:00,17.56,390.31
4001,25-Jul-13 06:00:00,17.50,390.34
4002,25-Jul-13 06:15:00,17.44,390.23
4003,25-Jul-13 06:30:00,17.44,390.31
4004,25-Jul-13 06:45:00,17.38,390.45
4005,25-Jul-13 07:00:00,17.31,390.50
4006,25-Jul-13 07:15:00,17.25,390.53
4007,25-Jul-13 07:30:00,17.25,390.53
4008,25-Jul-13 07:45:00,17.19,390.64
4009,25-Jul-13 08:00:00,17.19,390.64
4010,25-Jul-13 08:15:00,17.19,390.76
4011,25-Jul-13 08:30:00,17.25,390.76
4012,25-Jul-13 08:45:00,17.25,390.81
4013,25-Jul-13 09:00:00,17.25,390.87
4014,25-Jul-13 09:15:00,17.25,390.95
4015,25-Jul-13 09:30:00,17.31,391.01
4016,25-Jul-13 09:45:00,17.31,390.98
4017,25-Jul-13 10:00:00,17.31,391.06
4018,25-Jul-13 10:15:00,17.38,390.98
4019,25-Jul-13 10:30:00,17.44,390.98
4020,25-Jul-13 10:45:00,17.44,391.01
4021,25-Jul-13 11:00:00,17.50,391.06
4022,25-Jul-13 11:15:00,17.50,391.15
4023,25-Jul-13 11:30:00,17.56,391.17
4024,25-Jul-13 11:45:00,17.56,391.17
4025,25-Jul-13 12:00:00,17.56,391.12
4026,25-Jul-13 12:15:00,17.69,391.12
4027,25-Jul-13 12:30:00,17.69,391.09
4028,25-Jul-13 12:45:00,17.69,391.12
4029,25-Jul-13 13:00:00,17.75,391.03
4030,25-Jul-13 13:15:00,17.81,391.06
4031,25-Jul-13 13:30:00,17.94,391.03
4032,25-Jul-13 13:45:00,18.13,391.06
4033,25-Jul-13 14:00:00,18.25,391.03
4034,25-Jul-13 14:15:00,18.38,390.95
4035,25-Jul-13 14:30:00,18.50,390.92
4036,25-Jul-13 14:45:00,18.44,390.89
4037,25-Jul-13 15:00:00,18.50,390.86
4038,25-Jul-13 15:15:00,18.50,390.84
4039,25-Jul-13 15:30:00,18.44,390.84
4040,25-Jul-13 15:45:00,18.50,390.84
4041,25-Jul-13 16:00:00,18.50,390.84
4042,25-Jul-13 16:15:00,18.56,390.81
4043,25-Jul-13 16:30:00,18.56,390.81
4044,25-Jul-13 16:45:00,18.44,390.81
4045,25-Jul-13 17:00:00,18.44,390.81
4046,25-Jul-13 17:15:00,18.44,390.86
4047,25-Jul-13 17:30:00,18.44,390.89
4048,25-Jul-13 17:45:00,18.44,390.84
4049,25-Jul-13 18:00:00,18.38,390.81
4050,25-Jul-13 18:15:00,18.38,390.89
4051,25-Jul-13 18:30:00,18.31,390.92
4052,25-Jul-13 18:45:00,18.31,390.92
4053,25-Jul-13 19:00:00,18.25,390.98
4054,25-Jul-13 19:15:00,18.19,391.06
4055,25-Jul-13 19:30:00,18.19,391.12
4056,25-Jul-13 19:45:00,18.13,391.17
4057,25-Jul-13 20:00:00,18.13,391.20
4058,25-Jul-13 20:15:00,18.06,391.31
4059,25-Jul-13 20:30:00,18.00,391.31
4060,25-Jul-13 20:45:00,18.00,391.31
4061,25-Jul-13 21:00:00,17.94,391.40
4062,25-Jul-13 21:15:00,17.88,391.42
4063,25-Jul-13 21:30:00,17.81,391.54
4064,25-Jul-13 21:45:00,17.75,391.68
4065,25-Jul-13 22:00:00,17.69,391.76
4066,25-Jul-13 22:15:00,17.69,391.87
4067,25-Jul-13 22:30:00,17.69,391.90
4068,25-Jul-13 22:45:00,17.63,391.87
4069,25-Jul-13 23:00:00,17.63,391.90
4070,25-Jul-13 23:15:00,17.63,391.87
4071,25-Jul-13 23:30:00,17.56,391.93
4072,25-Jul-13 23:45:00,17.50,391.98
4073,26-Jul-13 00:00:00,17.50,391.98
4074,26-Jul-13 00:15:00,17.50,391.93
4075,26-Jul-13 00:30:00,17.44,391.98
4076,26-Jul-13 00:45:00,17.44,392.04
4077,26-Jul-13 01:00:00,17.38,392.01
4078,26-Jul-13 01:15:00,17.38,392.04
4079,26-Jul-13 01:30:00,17.31,392.01
4080,26-Jul-13 01:45:00,17.31,391.98
4081,26-Jul-13 02:00:00,17.25,391.96
4082,26-Jul-13 02:15:00,17.25,391.93
4083,26-Jul-13 02:30:00,17.25,391.93
4084,26-Jul-13 02:45:00,17.19,391.90
4085,26-Jul-13 03:00:00,17.19,391.90
4086,26-Jul-13 03:15:00,17.13,391.85
4087,26-Jul-13 03:30:00,17.13,391.87
4088,26-Jul-13 03:45:00,17.13,391.96
4089,26-Jul-13 04:00:00,17.06,391.96
4090,26-Jul-13 04:15:00,17.06,391.93
4091,26-Jul-13 04:30:00,17.00,392.01
4092,26-Jul-13 04:45:00,17.00,392.04
4093,26-Jul-13 05:00:00,16.94,392.07
4094,26-Jul-13 05:15:00,16.94,392.10
4095,26-Jul-13 05:30:00,16.88,392.15
4096,26-Jul-13 05:45:00,16.88,392.18
4097,26-Jul-13 06:00:00,16.81,392.18
4098,26-Jul-13 06:15:00,16.81,392.18
4099,26-Jul-13 06:30:00,16.75,392.32
4100,26-Jul-13 06:45:00,16.75,392.35
4101,26-Jul-13 07:00:00,16.69,392.43
4102,26-Jul-13 07:15:00,16.69,392.49
4103,26-Jul-13 07:30:00,16.69,392.49
4104,26-Jul-13 07:45:00,16.69,392.55
4105,26-Jul-13 08:00:00,16.69,392.60
4106,26-Jul-13 08:15:00,16.69,392.63
4107,26-Jul-13 08:30:00,16.69,392.63
4108,26-Jul-13 08:45:00,16.75,392.66
4109,26-Jul-13 09:00:00,16.75,392.74
4110,26-Jul-13 09:15:00,16.75,392.71
4111,26-Jul-13 09:30:00,16.81,392.63
4112,26-Jul-13 09:45:00,16.81,392.63
4113,26-Jul-13 10:00:00,16.94,392.68
4114,26-Jul-13 10:15:00,17.00,392.60
4115,26-Jul-13 10:30:00,17.00,392.63
4116,26-Jul-13 10:45:00,17.06,392.63
4117,26-Jul-13 11:00:00,17.13,392.66
4118,26-Jul-13 11:15:00,17.19,392.63
4119,26-Jul-13 11:30:00,17.31,392.66
4120,26-Jul-13 11:45:00,17.38,392.60
4121,26-Jul-13 12:00:00,17.44,392.63
4122,26-Jul-13 12:15:00,17.50,392.57
4123,26-Jul-13 12:30:00,17.63,392.54
4124,26-Jul-13 12:45:00,17.75,392.57
4125,26-Jul-13 13:00:00,17.75,392.49
4126,26-Jul-13 13:15:00,17.88,392.46
4127,26-Jul-13 13:30:00,17.94,392.40
4128,26-Jul-13 13:45:00,18.00,392.35
4129,26-Jul-13 14:00:00,18.06,392.26
4130,26-Jul-13 14:15:00,18.19,392.21
4131,26-Jul-13 14:30:00,18.19,392.15
4132,26-Jul-13 14:45:00,18.25,392.18
4133,26-Jul-13 15:00:00,18.31,392.09
4134,26-Jul-13 15:15:00,18.38,392.01
4135,26-Jul-13 15:30:00,18.38,391.90
4136,26-Jul-13 15:45:00,18.50,391.87
4137,26-Jul-13 16:00:00,18.50,391.84
4138,26-Jul-13 16:15:00,18.50,391.76
4139,26-Jul-13 16:30:00,18.50,391.73
4140,26-Jul-13 16:45:00,18.56,391.67
4141,26-Jul-13 17:00:00,18.56,391.62
4142,26-Jul-13 17:15:00,18.56,391.65
4143,26-Jul-13 17:30:00,18.56,391.62
4144,26-Jul-13 17:45:00,18.50,391.59
4145,26-Jul-13 18:00:00,18.50,391.56
4146,26-Jul-13 18:15:00,18.50,391.59
4147,26-Jul-13 18:30:00,18.44,391.53
4148,26-Jul-13 18:45:00,18.44,391.53
4149,26-Jul-13 19:00:00,18.44,391.53
4150,26-Jul-13 19:15:00,18.38,391.59
4151,26-Jul-13 19:30:00,18.38,391.62
4152,26-Jul-13 19:45:00,18.31,391.65
4153,26-Jul-13 20:00:00,18.25,391.65
4154,26-Jul-13 20:15:00,18.25,391.62
4155,26-Jul-13 20:30:00,18.19,391.65
4156,26-Jul-13 20:45:00,18.19,391.65
4157,26-Jul-13 21:00:00,18.13,391.68
4158,26-Jul-13 21:15:00,18.13,391.76
4159,26-Jul-13 21:30:00,18.13,391.79
4160,26-Jul-13 21:45:00,18.06,391.90
4161,26-Jul-13 22:00:00,18.06,391.90
4162,26-Jul-13 22:15:00,18.06,391.93
4163,26-Jul-13 22:30:00,18.00,391.95
4164,26-Jul-13 22:45:00,18.06,391.93
4165,26-Jul-13 23:00:00,18.06,391.95
4166,26-Jul-13 23:15:00,18.00,391.98
4167,26-Jul-13 23:30:00,18.00,391.95
4168,26-Jul-13 23:45:00,18.00,391.90
4169,27-Jul-13 00:00:00,18.00,391.95
4170,27-Jul-13 00:15:00,17.94,391.87
4171,27-Jul-13 00:30:00,17.94,391.90
4172,27-Jul-13 00:45:00,17.94,391.90
4173,27-Jul-13 01:00:00,17.88,391.84
4174,27-Jul-13 01:15:00,17.88,391.87
4175,27-Jul-13 01:30:00,17.88,391.82
4176,27-Jul-13 01:45:00,17.88,391.76
4177,27-Jul-13 02:00:00,17.81,391.73
4178,27-Jul-13 02:15:00,17.81,391.65
4179,27-Jul-13 02:30:00,17.81,391.62
4180,27-Jul-13 02:45:00,17.81,391.51
4181,27-Jul-13 03:00:00,17.75,391.54
4182,27-Jul-13 03:15:00,17.75,391.54
4183,27-Jul-13 03:30:00,17.75,391.51
4184,27-Jul-13 03:45:00,17.75,391.51
4185,27-Jul-13 04:00:00,17.75,391.45
4186,27-Jul-13 04:15:00,17.69,391.48
4187,27-Jul-13 04:30:00,17.69,391.51
4188,27-Jul-13 04:45:00,17.69,391.48
4189,27-Jul-13 05:00:00,17.63,391.51
4190,27-Jul-13 05:15:00,17.63,391.51
4191,27-Jul-13 05:30:00,17.63,391.43
4192,27-Jul-13 05:45:00,17.63,391.45
4193,27-Jul-13 06:00:00,17.56,391.54
4194,27-Jul-13 06:15:00,17.56,391.68
4195,27-Jul-13 06:30:00,17.56,391.68
4196,27-Jul-13 06:45:00,17.50,391.59
4197,27-Jul-13 07:00:00,17.50,391.54
4198,27-Jul-13 07:15:00,17.50,391.62
4199,27-Jul-13 07:30:00,17.50,391.71
4200,27-Jul-13 07:45:00,17.50,391.79
4201,27-Jul-13 08:00:00,17.50,391.82
4202,27-Jul-13 08:15:00,17.44,391.82
4203,27-Jul-13 08:30:00,17.44,391.79
4204,27-Jul-13 08:45:00,17.44,391.79
4205,27-Jul-13 09:00:00,17.44,391.79
4206,27-Jul-13 09:15:00,17.44,391.68
4207,27-Jul-13 09:30:00,17.44,391.59
4208,27-Jul-13 09:45:00,17.44,391.54
4209,27-Jul-13 10:00:00,17.44,391.57
4210,27-Jul-13 10:15:00,17.44,391.65
4211,27-Jul-13 10:30:00,17.44,391.57
4212,27-Jul-13 10:45:00,17.44,391.54
4213,27-Jul-13 11:00:00,17.44,391.57
4214,27-Jul-13 11:15:00,17.44,391.65
4215,27-Jul-13 11:30:00,17.44,391.68
4216,27-Jul-13 11:45:00,17.44,391.71
4217,27-Jul-13 12:00:00,17.50,391.71
4218,27-Jul-13 12:15:00,17.50,391.68
4219,27-Jul-13 12:30:00,17.50,391.68
4220,27-Jul-13 12:45:00,17.50,391.65
4221,27-Jul-13 13:00:00,17.50,391.65
4222,27-Jul-13 13:15:00,17.50,391.57
4223,27-Jul-13 13:30:00,17.56,391.57
4224,27-Jul-13 13:45:00,17.50,391.68
4225,27-Jul-13 14:00:00,17.50,391.73
4226,27-Jul-13 14:15:00,17.50,391.62
4227,27-Jul-13 14:30:00,17.50,391.45
4228,27-Jul-13 14:45:00,17.50,391.45
4229,27-Jul-13 15:00:00,17.44,391.20
4230,27-Jul-13 15:15:00,17.50,391.15
4231,27-Jul-13 15:30:00,17.50,390.98
4232,27-Jul-13 15:45:00,17.50,390.92
4233,27-Jul-13 16:00:00,17.50,390.87
4234,27-Jul-13 16:15:00,17.50,390.67
4235,27-Jul-13 16:30:00,17.50,390.78
4236,27-Jul-13 16:45:00,17.50,390.76
4237,27-Jul-13 17:00:00,17.50,390.70
4238,27-Jul-13 17:15:00,17.50,390.67
4239,27-Jul-13 17:30:00,17.50,390.62
4240,27-Jul-13 17:45:00,17.50,390.73
4241,27-Jul-13 18:00:00,17.50,390.70
4242,27-Jul-13 18:15:00,17.50,390.78
4243,27-Jul-13 18:30:00,17.50,390.81
4244,27-Jul-13 18:45:00,17.50,390.87
4245,27-Jul-13 19:00:00,17.50,390.87
4246,27-Jul-13 19:15:00,17.50,390.92
4247,27-Jul-13 19:30:00,17.44,390.87
4248,27-Jul-13 19:45:00,17.44,390.87
4249,27-Jul-13 20:00:00,17.44,390.81
4250,27-Jul-13 20:15:00,17.44,390.81
4251,27-Jul-13 20:30:00,17.44,390.70
4252,27-Jul-13 20:45:00,17.38,390.73
4253,27-Jul-13 21:00:00,17.38,390.73
4254,27-Jul-13 21:15:00,17.38,390.76
4255,27-Jul-13 21:30:00,17.38,390.73
4256,27-Jul-13 21:45:00,17.31,390.84
4257,27-Jul-13 22:00:00,17.31,390.87
4258,27-Jul-13 22:15:00,17.31,390.90
4259,27-Jul-13 22:30:00,17.31,390.92
4260,27-Jul-13 22:45:00,17.31,390.81
4261,27-Jul-13 23:00:00,17.31,390.78
4262,27-Jul-13 23:15:00,17.31,390.78
4263,27-Jul-13 23:30:00,17.25,390.67
4264,27-Jul-13 23:45:00,17.25,390.62
4265,28-Jul-13 00:00:00,17.25,390.56
4266,28-Jul-13 00:15:00,17.25,390.51
4267,28-Jul-13 00:30:00,17.25,390.42
4268,28-Jul-13 00:45:00,17.25,390.45
4269,28-Jul-13 01:00:00,17.25,390.39
4270,28-Jul-13 01:15:00,17.19,390.39
4271,28-Jul-13 01:30:00,17.25,390.42
4272,28-Jul-13 01:45:00,17.19,390.39
4273,28-Jul-13 02:00:00,17.19,390.37
4274,28-Jul-13 02:15:00,17.19,390.34
4275,28-Jul-13 02:30:00,17.19,390.31
4276,28-Jul-13 02:45:00,17.19,390.25
4277,28-Jul-13 03:00:00,17.19,390.20
4278,28-Jul-13 03:15:00,17.19,390.25
4279,28-Jul-13 03:30:00,17.13,390.17
4280,28-Jul-13 03:45:00,17.13,390.20
4281,28-Jul-13 04:00:00,17.13,390.23
4282,28-Jul-13 04:15:00,17.13,390.20
4283,28-Jul-13 04:30:00,17.13,390.20
4284,28-Jul-13 04:45:00,17.06,390.23
4285,28-Jul-13 05:00:00,17.06,390.23
