Advanced Calibration Data,,Cal Date,m2,m1,m0,b3,b2,b1,b0
184,11/8/2017 0:00,2.92,5.88,389.18,2017-11-08 12:45:00,,,,
185,11/8/2017 0:00,2.94,6.06,389.17,2017-11-08 13:00:00,,,,
186,11/8/2017 0:00,2.95,6.13,389.12,2017-11-08 13:15:00,,,,
187,11/8/2017 0:00,2.92,6.13,389.17,2017-11-08 13:30:00,,,,
188,11/8/2017 0:00,2.89,6.25,389.17,2017-11-08 13:45:00,,,,
189,11/8/2017 0:00,2.94,6.19,389.17,2017-11-08 14:00:00,,,,
190,11/8/2017 0:00,2.94,6.13,389.12,2017-11-08 14:15:00,,,,
191,11/8/2017 0:00,2.92,6.13,389.06,2017-11-08 14:30:00,,,,
192,11/8/2017 0:00,2.94,6,388.98,2017-11-08 14:45:00,,,,
193,11/8/2017 0:00,2.92,6,388.98,2017-11-08 15:00:00,,,,
194,11/8/2017 0:00,2.91,6,388.95,2017-11-08 15:15:00,,,,
195,11/8/2017 0:00,2.9,6,389.01,2017-11-08 15:30:00,,,,
196,11/8/2017 0:00,2.91,5.88,389.06,2017-11-08 15:45:00,,,,
197,11/8/2017 0:00,2.9,5.81,389.12,2017-11-08 16:00:00,,,,
198,11/8/2017 0:00,2.9,5.88,389.2,2017-11-08 16:15:00,,,,
199,11/8/2017 0:00,2.9,5.88,389.26,2017-11-08 16:30:00,,,,
200,11/8/2017 0:00,2.94,5.88,389.26,2017-11-08 16:45:00,,,,
201,11/8/2017 0:00,2.92,5.81,389.26,2017-11-08 17:00:00,,,,
202,11/8/2017 0:00,2.93,5.75,389.26,2017-11-08 17:15:00,,,,
203,11/8/2017 0:00,2.91,5.69,389.29,2017-11-08 17:30:00,,,,
204,11/8/2017 0:00,2.92,5.69,389.23,2017-11-08 17:45:00,,,,
205,11/8/2017 0:00,2.88,5.63,389.21,2017-11-08 18:00:00,,,,
206,11/8/2017 0:00,2.91,5.63,389.29,2017-11-08 18:15:00,,,,
207,11/8/2017 0:00,2.91,5.63,389.29,2017-11-08 18:30:00,,,,
208,11/8/2017 0:00,2.91,5.56,389.35,2017-11-08 18:45:00,,,,
209,11/8/2017 0:00,2.91,5.63,389.29,2017-11-08 19:00:00,,,,
210,11/8/2017 0:00,2.93,5.63,389.29,2017-11-08 19:15:00,,,,
211,11/8/2017 0:00,2.88,5.75,389.23,2017-11-08 19:30:00,,,,
212,11/8/2017 0:00,2.91,5.69,389.37,2017-11-08 19:45:00,,,,
213,11/8/2017 0:00,2.88,5.69,389.26,2017-11-08 20:00:00,,,,
214,11/8/2017 0:00,2.87,5.63,389.23,2017-11-08 20:15:00,,,,
215,11/8/2017 0:00,2.91,5.63,389.29,2017-11-08 20:30:00,,,,
216,11/8/2017 0:00,2.92,5.63,389.4,2017-11-08 20:45:00,,,,
217,11/8/2017 0:00,2.91,5.56,389.37,2017-11-08 21:00:00,,,,
218,11/8/2017 0:00,2.91,5.75,389.34,2017-11-08 21:15:00,,,,
219,11/8/2017 0:00,2.9,5.69,389.35,2017-11-08 21:30:00,,,,
220,11/8/2017 0:00,2.88,5.81,389.32,2017-11-08 21:45:00,,,,
221,11/8/2017 0:00,2.91,5.75,389.29,2017-11-08 22:00:00,,,,
222,11/8/2017 0:00,2.89,5.75,389.12,2017-11-08 22:15:00,,,,
223,11/8/2017 0:00,2.89,5.88,389.15,2017-11-08 22:30:00,,,,
224,11/8/2017 0:00,2.87,5.69,389.15,2017-11-08 22:45:00,,,,
225,11/8/2017 0:00,2.89,5.81,389.15,2017-11-08 23:00:00,,,,
226,11/8/2017 0:00,2.89,5.75,389.01,2017-11-08 23:15:00,,,,
227,11/8/2017 0:00,2.92,5.88,388.98,2017-11-08 23:30:00,,,,
228,11/8/2017 0:00,2.88,5.75,388.95,2017-11-08 23:45:00,,,,
229,11/9/2017 0:00,2.92,5.81,388.98,2017-11-09 00:00:00,,,,
230,11/9/2017 0:00,2.88,5.81,389.01,2017-11-09 00:15:00,,,,
231,11/9/2017 0:00,2.91,5.75,388.95,2017-11-09 00:30:00,,,,
232,11/9/2017 0:00,2.92,5.63,388.9,2017-11-09 00:45:00,,,,
233,11/9/2017 0:00,2.89,5.69,388.81,2017-11-09 01:00:00,,,,
234,11/9/2017 0:00,2.92,5.81,388.79,2017-11-09 01:15:00,,,,
235,11/9/2017 0:00,2.89,6,388.78,2017-11-09 01:30:00,,,,
236,11/9/2017 0:00,2.89,5.88,388.76,2017-11-09 01:45:00,,,,
237,11/9/2017 0:00,2.92,6,388.76,2017-11-09 02:00:00,,,,
238,11/9/2017 0:00,2.92,6.13,388.81,2017-11-09 02:15:00,,,,
239,11/9/2017 0:00,2.93,6,388.81,2017-11-09 02:30:00,,,,
240,11/9/2017 0:00,2.87,5.75,388.81,2017-11-09 02:45:00,,,,
241,11/9/2017 0:00,2.91,5.56,388.84,2017-11-09 03:00:00,,,,
242,11/9/2017 0:00,2.81,5.69,388.81,2017-11-09 03:15:00,,,,
243,11/9/2017 0:00,2.83,5.69,388.79,2017-11-09 03:30:00,,,,
244,11/9/2017 0:00,2.84,5.75,388.84,2017-11-09 03:45:00,,,,
245,11/9/2017 0:00,2.84,5.69,388.87,2017-11-09 04:00:00,,,,
246,11/9/2017 0:00,2.88,5.69,388.9,2017-11-09 04:15:00,,,,
247,11/9/2017 0:00,2.84,5.63,388.84,2017-11-09 04:30:00,,,,
248,11/9/2017 0:00,2.84,5.69,388.93,2017-11-09 04:45:00,,,,
249,11/9/2017 0:00,2.81,5.63,388.9,2017-11-09 05:00:00,,,,
250,11/9/2017 0:00,2.84,5.63,388.93,2017-11-09 05:15:00,,,,
251,11/9/2017 0:00,2.84,5.63,388.93,2017-11-09 05:30:00,,,,
252,11/9/2017 0:00,2.84,5.63,388.93,2017-11-09 05:45:00,,,,
253,11/9/2017 0:00,2.86,5.63,388.84,2017-11-09 06:00:00,,,,
254,11/9/2017 0:00,2.81,5.63,388.84,2017-11-09 06:15:00,,,,
255,11/9/2017 0:00,2.83,5.56,388.82,2017-11-09 06:30:00,,,,
256,11/9/2017 0:00,2.81,5.69,388.81,2017-11-09 06:45:00,,,,
257,11/9/2017 0:00,2.86,5.63,388.87,2017-11-09 07:00:00,,,,
258,11/9/2017 0:00,2.83,5.69,388.84,2017-11-09 07:15:00,,,,
259,11/9/2017 0:00,2.8,5.75,388.79,2017-11-09 07:30:00,,,,
260,11/9/2017 0:00,2.84,5.75,388.87,2017-11-09 07:45:00,,,,
261,11/9/2017 0:00,2.85,5.75,388.87,2017-11-09 08:00:00,,,,
262,11/9/2017 0:00,2.81,5.94,388.84,2017-11-09 08:15:00,,,,
263,11/9/2017 0:00,2.83,6.06,388.87,2017-11-09 08:30:00,,,,
264,11/9/2017 0:00,2.82,6.25,388.78,2017-11-09 08:45:00,,,,
265,11/9/2017 0:00,2.8,6.38,388.81,2017-11-09 09:00:00,,,,
266,11/9/2017 0:00,2.81,6.44,388.81,2017-11-09 09:15:00,,,,
267,11/9/2017 0:00,2.82,6.38,388.75,2017-11-09 09:30:00,,,,
268,11/9/2017 0:00,2.79,6.5,388.75,2017-11-09 09:45:00,,,,
269,11/9/2017 0:00,2.77,6.88,388.72,2017-11-09 10:00:00,,,,
270,11/9/2017 0:00,2.8,6.81,388.75,2017-11-09 10:15:00,,,,
271,11/9/2017 0:00,2.81,6.94,388.66,2017-11-09 10:30:00,,,,
272,11/9/2017 0:00,2.75,7.38,388.6,2017-11-09 10:45:00,,,,
273,11/9/2017 0:00,2.71,7.5,388.6,2017-11-09 11:00:00,,,,
274,11/9/2017 0:00,2.76,7.44,388.58,2017-11-09 11:15:00,,,,
275,11/9/2017 0:00,2.74,7.5,388.49,2017-11-09 11:30:00,,,,
276,11/9/2017 0:00,2.69,7.94,388.32,2017-11-09 11:45:00,,,,
277,11/9/2017 0:00,2.71,8.19,388.24,2017-11-09 12:00:00,,,,
278,11/9/2017 0:00,2.68,8.38,388.12,2017-11-09 12:15:00,,,,
279,11/9/2017 0:00,2.69,8.56,388.04,2017-11-09 12:30:00,,,,
280,11/9/2017 0:00,2.68,9.06,387.92,2017-11-09 12:45:00,,,,
281,11/9/2017 0:00,2.69,9.38,387.86,2017-11-09 13:00:00,,,,
282,11/9/2017 0:00,2.68,9.63,387.81,2017-11-09 13:15:00,,,,
283,11/9/2017 0:00,2.72,10,387.75,2017-11-09 13:30:00,,,,
284,11/9/2017 0:00,2.7,10.25,387.69,2017-11-09 13:45:00,,,,
285,11/9/2017 0:00,2.65,10.38,387.72,2017-11-09 14:00:00,,,,
286,11/9/2017 0:00,2.71,10,387.75,2017-11-09 14:15:00,,,,
287,11/9/2017 0:00,2.68,9.94,387.75,2017-11-09 14:30:00,,,,
288,11/9/2017 0:00,2.73,9.56,387.81,2017-11-09 14:45:00,,,,
289,11/9/2017 0:00,2.73,9.56,387.81,2017-11-09 15:00:00,,,,
290,11/9/2017 0:00,2.73,9.5,387.81,2017-11-09 15:15:00,,,,
291,11/9/2017 0:00,2.78,9.75,387.8,2017-11-09 15:30:00,,,,
292,11/9/2017 0:00,2.92,9.69,387.81,2017-11-09 15:45:00,,,,
293,11/9/2017 0:00,2.97,9.63,387.89,2017-11-09 16:00:00,,,,
294,11/9/2017 0:00,2.96,9.56,387.83,2017-11-09 16:15:00,,,,
295,11/9/2017 0:00,2.94,9.69,387.86,2017-11-09 16:30:00,,,,
296,11/9/2017 0:00,2.97,9.75,387.92,2017-11-09 16:45:00,,,,
297,11/9/2017 0:00,2.96,9.5,387.92,2017-11-09 17:00:00,,,,
298,11/9/2017 0:00,2.92,9.38,387.95,2017-11-09 17:15:00,,,,
299,11/9/2017 0:00,2.93,8.81,387.95,2017-11-09 17:30:00,,,,
300,11/9/2017 0:00,2.93,8.38,387.98,2017-11-09 17:45:00,,,,
301,11/9/2017 0:00,2.95,8.13,388.01,2017-11-09 18:00:00,,,,
302,11/9/2017 0:00,2.96,7.94,388.01,2017-11-09 18:15:00,,,,
303,11/9/2017 0:00,2.93,7.81,388.01,2017-11-09 18:30:00,,,,
304,11/9/2017 0:00,3,7.94,387.96,2017-11-09 18:45:00,,,,
305,11/9/2017 0:00,2.96,8,387.9,2017-11-09 19:00:00,,,,
306,11/9/2017 0:00,2.94,7.63,387.88,2017-11-09 19:15:00,,,,
307,11/9/2017 0:00,3.01,7.31,387.96,2017-11-09 19:30:00,,,,
308,11/9/2017 0:00,2.9,7.13,387.99,2017-11-09 19:45:00,,,,
309,11/9/2017 0:00,2.92,7.06,388.05,2017-11-09 20:00:00,,,,
310,11/9/2017 0:00,2.93,7.06,388.13,2017-11-09 20:15:00,,,,
