Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,TURB_ntu,Depth_ft,DO_mgL,PSAT
CCR,2015,2015-07-24 12:00:00,3.199,28.1112,0.7578,1.3269,10.496,7.59163,97.2185
CCR,2015,2015-07-24 12:00:00,3.217,28.1088,0.7618,1.6016,10.553,7.59238,97.22389
CCR,2015,2015-07-24 12:00:00,3.23,28.1061,0.7499,1.6531,10.596,7.59198,97.21424
CCR,2015,2015-07-24 12:00:00,3.241,28.1032,0.7737,1.7217,10.634,7.59025,97.18711
CCR,2015,2015-07-24 12:00:00,3.259,28.1006,0.7578,1.6359,10.692,7.59217,97.20721
CCR,2015,2015-07-24 12:00:00,3.287,28.0984,0.7499,1.3784,10.784,7.59442,97.23218
CCR,2015,2015-07-24 12:00:00,3.316,28.0966,0.7697,1.3784,10.88,7.59405,97.22444
CCR,2015,2015-07-24 12:00:00,3.337,28.0952,0.7618,1.3269,10.947,7.59314,97.21035
CCR,2015,2015-07-24 12:00:00,3.354,28.0943,0.7499,1.3269,11.004,7.59726,97.26151
CCR,2015,2015-07-24 12:00:00,3.372,28.0936,0.7697,1.7046,11.065,7.59943,97.28811
CCR,2015,2015-07-24 12:00:00,3.387,28.0929,0.7578,1.6531,11.112,7.60217,97.322
CCR,2015,2015-07-24 12:00:00,3.394,28.0921,0.7697,1.5844,11.134,7.60295,97.3305
CCR,2015,2015-07-24 12:00:00,3.402,28.0914,0.7578,1.6187,11.161,7.59652,97.24701
CCR,2015,2015-07-24 12:00:00,3.411,28.0904,0.849,1.3956,11.19,7.59347,97.20631
CCR,2015,2015-07-24 12:00:00,3.422,28.0894,0.8332,1.3269,11.226,7.59186,97.18396
CCR,2015,2015-07-24 12:00:00,3.443,28.0883,0.8014,1.3784,11.294,7.59132,97.17512
CCR,2015,2015-07-24 12:00:00,3.473,28.0873,0.8173,1.3784,11.395,7.59221,97.18486
CCR,2015,2015-07-24 12:00:00,3.506,28.0862,0.8213,1.3441,11.503,7.59505,97.21931
CCR,2015,2015-07-24 12:00:00,3.534,28.0853,0.8133,1.2582,11.596,7.59772,97.25193
CCR,2015,2015-07-24 12:00:00,3.563,28.0845,0.8173,1.3269,11.688,7.59932,97.27107
CCR,2015,2015-07-24 12:00:00,3.6,28.0838,0.8332,1.3441,11.81,7.60253,97.31085
CCR,2015,2015-07-24 12:00:00,3.632,28.0833,0.8451,1.2754,11.916,7.59868,97.26082
CCR,2015,2015-07-24 12:00:00,3.648,28.0828,0.8014,1.2926,11.968,7.5967,97.23458
CCR,2015,2015-07-24 12:00:00,3.652,28.0821,0.8213,1.3612,11.982,7.59129,97.1641
CCR,2015,2015-07-24 12:00:00,3.655,28.0812,0.8213,1.2582,11.991,7.58689,97.10626
CCR,2015,2015-07-24 12:00:00,3.669,28.0801,0.8213,1.3269,12.038,7.5847,97.07637
CCR,2015,2015-07-24 12:00:00,3.696,28.0787,0.8371,1.3956,12.127,7.58478,97.07494
CCR,2015,2015-07-24 12:00:00,3.717,28.0772,0.8371,1.3269,12.195,7.58515,97.07716
CCR,2015,2015-07-24 12:00:00,3.728,28.0757,0.8213,1.3784,12.231,7.58325,97.05022
CCR,2015,2015-07-24 12:00:00,3.749,28.0743,0.8133,1.3784,12.299,7.58278,97.04187
CCR,2015,2015-07-24 12:00:00,3.78,28.0727,0.7657,1.3784,12.4,7.57838,96.98273
CCR,2015,2015-07-24 12:00:00,3.804,28.0709,0.7578,1.3784,12.48,7.57256,96.90525
CCR,2015,2015-07-24 12:00:00,3.819,28.069,0.7657,1.3956,12.528,7.57384,96.91829
CCR,2015,2015-07-24 12:00:00,3.836,28.0673,0.7697,1.3956,12.584,7.57451,96.92403
CCR,2015,2015-07-24 12:00:00,3.855,28.0655,0.7618,1.2411,12.649,7.57281,96.89916
CCR,2015,2015-07-24 12:00:00,3.873,28.0635,0.8252,1.3269,12.706,7.57167,96.88121
CCR,2015,2015-07-24 12:00:00,3.888,28.0614,0.8213,1.3269,12.754,7.56194,96.75303
CCR,2015,2015-07-24 12:00:00,3.905,28.0589,0.8371,1.3612,12.812,7.55526,96.66338
CCR,2015,2015-07-24 12:00:00,3.924,28.0562,0.8173,1.2926,12.874,7.55669,96.67707
CCR,2015,2015-07-24 12:00:00,3.939,28.0538,0.8133,1.3784,12.923,7.55851,96.69623
CCR,2015,2015-07-24 12:00:00,3.954,28.0518,0.8332,1.3612,12.971,7.55738,96.67831
CCR,2015,2015-07-24 12:00:00,3.972,28.0501,0.8371,1.3269,13.03,7.5509,96.59257
CCR,2015,2015-07-24 12:00:00,3.997,28.0484,0.8173,1.3784,13.112,7.55294,96.61569
CCR,2015,2015-07-24 12:00:00,4.025,28.0467,0.8411,1.6016,13.204,7.54899,96.56225
CCR,2015,2015-07-24 12:00:00,4.055,28.0448,0.8332,1.5844,13.305,7.54643,96.52635
CCR,2015,2015-07-24 12:00:00,4.081,28.0428,0.8173,1.5672,13.388,7.54672,96.52655
CCR,2015,2015-07-24 12:00:00,4.099,28.0406,0.8213,1.6359,13.447,7.54303,96.47557
CCR,2015,2015-07-24 12:00:00,4.113,28.0382,0.8411,1.3784,13.496,7.54125,96.4488
CCR,2015,2015-07-24 12:00:00,4.127,28.0358,0.8332,1.3269,13.539,7.54258,96.46162
CCR,2015,2015-07-24 12:00:00,4.137,28.0336,0.8173,1.3784,13.574,7.54404,96.47665
CCR,2015,2015-07-24 12:00:00,4.15,28.0317,0.8252,1.4299,13.617,7.54573,96.49494
CCR,2015,2015-07-24 12:00:00,4.166,28.0299,0.8213,1.2582,13.669,7.54251,96.4507
CCR,2015,2015-07-24 12:00:00,4.184,28.0277,0.8411,1.2926,13.726,7.53694,96.37574
CCR,2015,2015-07-24 12:00:00,4.198,28.0247,0.8332,1.4642,13.772,7.53834,96.38857
CCR,2015,2015-07-24 12:00:00,4.212,28.0205,0.8252,1.3784,13.82,7.53834,96.38142
CCR,2015,2015-07-24 12:00:00,4.23,28.0154,0.8252,1.2926,13.878,7.5358,96.34026
CCR,2015,2015-07-24 12:00:00,4.249,28.0098,0.8252,1.3784,13.94,7.52657,96.21272
CCR,2015,2015-07-24 12:00:00,4.272,28.0034,0.849,1.3269,14.015,7.52578,96.19164
CCR,2015,2015-07-24 12:00:00,4.299,27.9958,0.8451,1.2754,14.103,7.54332,96.40286
CCR,2015,2015-07-24 12:00:00,4.316,27.9861,0.8213,1.2582,14.161,7.56076,96.60919
CCR,2015,2015-07-24 12:00:00,4.33,27.973,0.8213,1.4127,14.207,7.57586,96.77969
CCR,2015,2015-07-24 12:00:00,4.348,27.9546,0.8173,1.3441,14.265,7.58649,96.88391
CCR,2015,2015-07-24 12:00:00,4.366,27.9287,0.8094,1.3956,14.325,7.60702,97.10158
CCR,2015,2015-07-24 12:00:00,4.381,27.8957,0.8252,1.3612,14.373,7.64321,97.50661
CCR,2015,2015-07-24 12:00:00,4.392,27.8591,0.8332,1.6187,14.408,7.69314,98.0799
CCR,2015,2015-07-24 12:00:00,4.402,27.8206,0.8332,1.5501,14.442,7.74324,98.65126
CCR,2015,2015-07-24 12:00:00,4.422,27.7763,0.8252,1.6531,14.507,7.78554,99.11235
CCR,2015,2015-07-24 12:00:00,4.444,27.7217,0.8213,1.6531,14.58,7.81068,99.33603
CCR,2015,2015-07-24 12:00:00,4.46,27.6565,0.8213,1.5672,14.633,7.83733,99.55958
CCR,2015,2015-07-24 12:00:00,4.475,27.5863,0.8213,1.3612,14.683,7.8532,99.63681
CCR,2015,2015-07-24 12:00:00,4.495,27.5196,0.8332,1.3612,14.746,7.86858,99.71359
CCR,2015,2015-07-24 12:00:00,4.52,27.4627,0.8332,1.2926,14.83,7.88707,99.84665
CCR,2015,2015-07-24 12:00:00,4.549,27.4179,0.8213,1.3269,14.925,7.90357,99.97566
CCR,2015,2015-07-24 12:00:00,4.567,27.3845,0.8332,1.6359,14.985,7.91854,100.10538
CCR,2015,2015-07-24 12:00:00,4.58,27.3588,0.849,1.6531,15.025,7.93869,100.31401
CCR,2015,2015-07-24 12:00:00,4.596,27.3347,0.8252,1.5672,15.078,7.95858,100.52212
CCR,2015,2015-07-24 12:00:00,4.61,27.3074,0.8173,1.6359,15.126,7.97115,100.63185
CCR,2015,2015-07-24 12:00:00,4.62,27.276,0.9046,1.3784,15.159,7.98234,100.71659
CCR,2015,2015-07-24 12:00:00,4.629,27.2431,0.9006,1.2926,15.188,7.99443,100.80989
CCR,2015,2015-07-24 12:00:00,4.641,27.211,0.8768,1.2926,15.226,8.01438,101.00348
CCR,2015,2015-07-24 12:00:00,4.657,27.1798,0.8768,1.3612,15.28,8.02377,101.06541
CCR,2015,2015-07-24 12:00:00,4.674,27.1472,0.8411,1.6016,15.333,8.0287,101.06857
CCR,2015,2015-07-24 12:00:00,4.686,27.1105,0.8213,1.5672,15.373,8.0383,101.12305
CCR,2015,2015-07-24 12:00:00,4.695,27.07,0.8451,1.6531,15.403,8.04707,101.16003
CCR,2015,2015-07-24 12:00:00,4.711,27.0292,0.8371,1.6702,15.455,8.05536,101.19022
CCR,2015,2015-07-24 12:00:00,4.739,26.9915,0.8213,1.5329,15.548,8.06348,101.22377
CCR,2015,2015-07-24 12:00:00,4.771,26.9597,0.8689,1.7046,15.653,8.08303,101.41134
CCR,2015,2015-07-24 12:00:00,4.794,26.9326,0.8967,1.6359,15.729,8.10688,101.66098
CCR,2015,2015-07-24 12:00:00,4.809,26.9043,0.9006,1.5672,15.778,8.1252,101.83903
CCR,2015,2015-07-24 12:00:00,4.824,26.8696,0.8768,1.5844,15.826,8.14372,102.00756
CCR,2015,2015-07-24 12:00:00,4.837,26.8303,1.0871,1.6874,15.868,8.172,102.28968
CCR,2015,2015-07-24 12:00:00,4.848,26.7928,1.0752,1.6187,15.906,8.21408,102.74705
CCR,2015,2015-07-24 12:00:00,4.86,26.7629,1.0791,1.6016,15.945,8.25366,103.18667
CCR,2015,2015-07-24 12:00:00,4.876,26.7405,1.0712,1.6016,15.998,8.27737,103.44138
CCR,2015,2015-07-24 12:00:00,4.894,26.7175,1.214,1.7046,16.056,8.28945,103.54959
CCR,2015,2015-07-24 12:00:00,4.914,26.6848,1.214,1.6016,16.121,8.30133,103.63696
CCR,2015,2015-07-24 12:00:00,4.929,26.6421,1.1902,1.5672,16.17,8.31094,103.67727
CCR,2015,2015-07-24 12:00:00,4.937,26.5978,1.1942,1.6016,16.199,8.31399,103.63251
CCR,2015,2015-07-24 12:00:00,4.946,26.5596,1.214,1.6187,16.228,8.31257,103.54362
CCR,2015,2015-07-24 12:00:00,4.969,26.5286,1.2061,1.6016,16.301,8.31365,103.49927
CCR,2015,2015-07-24 12:00:00,4.999,26.5031,1.2061,1.6702,16.401,8.30998,103.40595
CCR,2015,2015-07-24 12:00:00,5.025,26.482,1.222,1.6187,16.486,8.30902,103.35469
CCR,2015,2015-07-24 12:00:00,5.04,26.4641,1.1863,1.5672,16.535,8.30329,103.25006
CCR,2015,2015-07-24 12:00:00,5.054,26.4468,1.3251,1.6531,16.583,8.29794,103.15136
CCR,2015,2015-07-24 12:00:00,5.069,26.4282,1.341,1.6702,16.632,8.30004,103.14278
CCR,2015,2015-07-24 12:00:00,5.078,26.4087,1.3489,1.5672,16.66,8.31569,103.30082
CCR,2015,2015-07-24 12:00:00,5.085,26.3871,1.3291,1.6187,16.683,8.33209,103.46414
CCR,2015,2015-07-24 12:00:00,5.1,26.3592,1.345,1.6016,16.734,8.34661,103.59215
CCR,2015,2015-07-24 12:00:00,5.116,26.3228,1.337,1.5672,16.784,8.38002,103.93837
CCR,2015,2015-07-24 12:00:00,5.123,26.2814,1.3132,1.5672,16.807,8.41976,104.35305
CCR,2015,2015-07-24 12:00:00,5.127,26.2403,1.341,1.6359,16.82,8.44169,104.54693
CCR,2015,2015-07-24 12:00:00,5.14,26.2002,1.337,1.6187,16.863,8.465,104.75946
CCR,2015,2015-07-24 12:00:00,5.159,26.1591,1.337,1.6187,16.926,8.48431,104.92025
CCR,2015,2015-07-24 12:00:00,5.175,26.1143,1.3331,1.7046,16.977,8.50443,105.08361
CCR,2015,2015-07-24 12:00:00,5.189,26.0673,1.3331,1.6016,17.024,8.5252,105.25039
CCR,2015,2015-07-24 12:00:00,5.202,26.0237,1.3331,1.6016,17.068,8.5572,105.56194
CCR,2015,2015-07-24 12:00:00,5.217,25.981,1.3251,1.5844,17.117,8.58811,105.86112
CCR,2015,2015-07-24 12:00:00,5.235,25.9319,1.3331,1.7217,17.175,8.60297,105.94973
CCR,2015,2015-07-24 12:00:00,5.249,25.8776,1.3489,1.6187,17.221,8.60579,105.87981
CCR,2015,2015-07-24 12:00:00,5.26,25.8222,1.3172,1.6016,17.256,8.61811,105.92465
CCR,2015,2015-07-24 12:00:00,5.274,25.7681,1.3172,1.6016,17.305,8.64278,106.12321
CCR,2015,2015-07-24 12:00:00,5.291,25.7208,1.3331,1.6359,17.36,8.67291,106.40142
CCR,2015,2015-07-24 12:00:00,5.306,25.6816,1.3291,1.5501,17.407,8.69986,106.65584
CCR,2015,2015-07-24 12:00:00,5.321,25.6405,1.3251,1.6531,17.457,8.71882,106.80816
CCR,2015,2015-07-24 12:00:00,5.338,25.5847,1.3648,1.7046,17.512,8.74847,107.06225
CCR,2015,2015-07-24 12:00:00,5.349,25.5133,1.341,1.5844,17.548,8.77891,107.29463
CCR,2015,2015-07-24 12:00:00,5.355,25.4378,1.3331,1.5672,17.57,8.80035,107.40819
CCR,2015,2015-07-24 12:00:00,5.367,25.3689,1.341,1.6359,17.61,8.82653,107.5919
CCR,2015,2015-07-24 12:00:00,5.386,25.3077,1.345,1.5844,17.67,8.85258,107.78837
CCR,2015,2015-07-24 12:00:00,5.406,25.2528,1.345,1.6359,17.735,8.87716,107.97887
CCR,2015,2015-07-24 12:00:00,5.422,25.2053,1.3291,1.6187,17.789,8.895,108.10156
CCR,2015,2015-07-24 12:00:00,5.437,25.163,1.341,1.6874,17.839,8.89014,107.95844
CCR,2015,2015-07-24 12:00:00,5.454,25.1195,1.4164,1.5501,17.893,8.88099,107.76108
CCR,2015,2015-07-24 12:00:00,5.467,25.072,1.3767,1.6702,17.937,8.86341,107.45384
CCR,2015,2015-07-24 12:00:00,5.475,25.0234,1.4045,1.7046,17.962,8.84212,107.09975
CCR,2015,2015-07-24 12:00:00,5.485,24.9755,1.4045,1.6531,17.994,8.81024,106.61941
CCR,2015,2015-07-24 12:00:00,5.503,24.9254,1.3807,1.5844,18.056,8.77491,106.09371
CCR,2015,2015-07-24 12:00:00,5.522,24.8689,1.4679,1.6531,18.118,8.74737,105.65051
CCR,2015,2015-07-24 12:00:00,5.533,24.8051,1.46,1.6187,18.155,8.73567,105.38487
CCR,2015,2015-07-24 12:00:00,5.544,24.7368,1.4719,1.6016,18.188,8.73862,105.28736
CCR,2015,2015-07-24 12:00:00,5.555,24.668,1.464,1.6187,18.225,8.74694,105.25347
CCR,2015,2015-07-24 12:00:00,5.568,24.6018,1.6068,1.8762,18.267,8.7527,105.19363
CCR,2015,2015-07-24 12:00:00,5.584,24.537,1.5989,1.8419,18.32,8.75069,105.04303
CCR,2015,2015-07-24 12:00:00,5.603,24.4697,1.5909,1.9106,18.383,8.75758,104.99442
CCR,2015,2015-07-24 12:00:00,5.62,24.3985,1.5671,1.9106,18.438,8.76789,104.97895
CCR,2015,2015-07-24 12:00:00,5.635,24.3272,1.7298,1.8762,18.486,8.77216,104.89087
CCR,2015,2015-07-24 12:00:00,5.651,24.2621,1.71,1.7904,18.54,8.77232,104.7657
CCR,2015,2015-07-24 12:00:00,5.673,24.2043,1.71,1.8934,18.611,8.78138,104.76102
CCR,2015,2015-07-24 12:00:00,5.698,24.1498,1.7298,1.9449,18.695,8.8052,104.93848
CCR,2015,2015-07-24 12:00:00,5.719,24.0961,1.7734,1.8762,18.763,8.8355,105.19397
CCR,2015,2015-07-24 12:00:00,5.729,24.0428,1.7655,1.8419,18.796,8.85405,105.31
CCR,2015,2015-07-24 12:00:00,5.744,23.9864,1.7814,1.8762,18.845,8.87367,105.43209
CCR,2015,2015-07-24 12:00:00,5.763,23.9196,1.7972,1.8247,18.909,8.89162,105.51342
CCR,2015,2015-07-24 12:00:00,5.774,23.8418,1.7734,1.9106,18.944,8.91545,105.64215
CCR,2015,2015-07-24 12:00:00,5.778,23.7638,1.7219,1.9621,18.956,8.94652,105.85539
CCR,2015,2015-07-24 12:00:00,5.789,23.695,1.7338,1.9277,18.992,8.97271,106.02828
CCR,2015,2015-07-24 12:00:00,5.81,23.6287,1.7179,1.8934,19.063,8.98703,106.06533
CCR,2015,2015-07-24 12:00:00,5.829,23.5529,1.71,2.0136,19.123,9.00257,106.09732
CCR,2015,2015-07-24 12:00:00,5.837,23.4685,1.7893,1.9106,19.15,9.02867,106.236
CCR,2015,2015-07-24 12:00:00,5.845,23.3865,1.7893,1.9106,19.177,9.04076,106.21404
CCR,2015,2015-07-24 12:00:00,5.86,23.3114,1.7615,1.8591,19.226,9.04659,106.13195
CCR,2015,2015-07-24 12:00:00,5.88,23.2376,1.7734,1.8934,19.293,9.04925,106.01525
CCR,2015,2015-07-24 12:00:00,5.895,23.1592,1.8012,1.8419,19.342,9.05164,105.88611
CCR,2015,2015-07-24 12:00:00,5.912,23.0802,1.7893,1.8762,19.398,9.05099,105.72027
CCR,2015,2015-07-24 12:00:00,5.936,23.0094,1.7774,1.8934,19.474,9.03625,105.40643
CCR,2015,2015-07-24 12:00:00,5.962,22.9462,1.7972,1.9106,19.559,9.00395,104.90387
CCR,2015,2015-07-24 12:00:00,5.986,22.8839,1.8329,1.8591,19.64,8.97018,104.38678
CCR,2015,2015-07-24 12:00:00,6,22.8236,1.8369,1.9621,19.686,8.94507,103.97532
CCR,2015,2015-07-24 12:00:00,6.009,22.7709,1.8488,1.9277,19.714,8.94333,103.85082
CCR,2015,2015-07-24 12:00:00,6.026,22.7217,1.8647,1.8762,19.77,8.95296,103.86522
CCR,2015,2015-07-24 12:00:00,6.046,22.6638,1.8488,1.8591,19.837,8.96032,103.83596
CCR,2015,2015-07-24 12:00:00,6.063,22.5835,1.9718,1.9106,19.89,8.96589,103.74142
CCR,2015,2015-07-24 12:00:00,6.074,22.4748,1.9837,1.8591,19.927,8.97713,103.65606
CCR,2015,2015-07-24 12:00:00,6.085,22.3473,1.9678,1.8762,19.965,8.9809,103.44683
CCR,2015,2015-07-24 12:00:00,6.1,22.2193,1.9678,1.8934,20.013,8.9796,103.17834
CCR,2015,2015-07-24 12:00:00,6.117,22.1057,2.0988,2.2539,20.068,8.98287,102.9908
CCR,2015,2015-07-24 12:00:00,6.135,22.0131,2.0908,2.065,20.129,8.98024,102.77727
CCR,2015,2015-07-24 12:00:00,6.158,21.9388,2.0829,2.168,20.203,8.96202,102.42203
CCR,2015,2015-07-24 12:00:00,6.179,21.8756,2.0988,2.1509,20.271,8.94502,102.10308
CCR,2015,2015-07-24 12:00:00,6.196,21.816,2.2376,2.1165,20.329,8.94165,101.94727
CCR,2015,2015-07-24 12:00:00,6.214,21.7536,2.2178,2.1509,20.386,8.94648,101.8795
CCR,2015,2015-07-24 12:00:00,6.228,21.6858,2.2376,2.2024,20.432,8.94624,101.74325
CCR,2015,2015-07-24 12:00:00,6.237,21.6129,2.2217,2.1852,20.463,8.93988,101.52741
CCR,2015,2015-07-24 12:00:00,6.249,21.5349,2.2138,2.0994,20.503,8.92387,101.19246
CCR,2015,2015-07-24 12:00:00,6.261,21.4524,2.2217,2.2367,20.542,8.92556,101.04963
CCR,2015,2015-07-24 12:00:00,6.271,21.3705,2.2416,2.1509,20.575,8.93568,101.00326
CCR,2015,2015-07-24 12:00:00,6.283,21.2949,2.2376,2.1165,20.614,8.94559,100.96668
CCR,2015,2015-07-24 12:00:00,6.301,21.2233,2.2376,2.0136,20.672,8.95088,100.88551
CCR,2015,2015-07-24 12:00:00,6.316,21.1463,2.2813,1.9106,20.723,8.95121,100.73775
CCR,2015,2015-07-24 12:00:00,6.327,21.0567,2.2813,1.8934,20.758,8.96134,100.67547
CCR,2015,2015-07-24 12:00:00,6.334,20.9578,2.2813,1.7904,20.779,8.97112,100.59058
CCR,2015,2015-07-24 12:00:00,6.345,20.861,2.2773,1.8934,20.816,8.97572,100.45155
CCR,2015,2015-07-24 12:00:00,6.362,20.7727,2.2257,1.9106,20.872,8.96902,100.20283
CCR,2015,2015-07-24 12:00:00,6.383,20.6891,2.2217,1.8934,20.943,8.9587,99.92323
CCR,2015,2015-07-24 12:00:00,6.404,20.6072,2.2336,1.9106,21.011,8.95619,99.73448
CCR,2015,2015-07-24 12:00:00,6.422,20.5309,2.2336,1.9621,21.07,8.95247,99.5433
CCR,2015,2015-07-24 12:00:00,6.441,20.4631,2.1503,1.9277,21.131,8.96113,99.5065
CCR,2015,2015-07-24 12:00:00,6.461,20.3988,2.1464,1.8591,21.196,8.97116,99.4915
CCR,2015,2015-07-24 12:00:00,6.475,20.3293,2.1583,1.9449,21.243,8.98126,99.46684
CCR,2015,2015-07-24 12:00:00,6.488,20.251,2.1821,1.9277,21.287,8.99505,99.4654
CCR,2015,2015-07-24 12:00:00,6.498,20.1667,2.2059,1.9106,21.319,9.00865,99.4496
CCR,2015,2015-07-24 12:00:00,6.508,20.0794,2.2098,1.9277,21.352,9.01727,99.37257
CCR,2015,2015-07-24 12:00:00,6.523,19.9912,2.2376,1.8934,21.401,9.02229,99.2538
CCR,2015,2015-07-24 12:00:00,6.537,19.9041,2.2376,1.9277,21.446,9.03293,99.19893
CCR,2015,2015-07-24 12:00:00,6.548,19.8186,2.2138,1.8591,21.483,9.02252,98.91595
CCR,2015,2015-07-24 12:00:00,6.563,19.7342,2.3051,1.9277,21.533,9.02016,98.72386
CCR,2015,2015-07-24 12:00:00,6.58,19.6536,2.2892,1.8419,21.586,9.01196,98.47549
CCR,2015,2015-07-24 12:00:00,6.599,19.579,2.2773,1.8934,21.652,9.0002,98.20036
CCR,2015,2015-07-24 12:00:00,6.619,19.5085,2.2813,1.9621,21.717,8.99132,97.96512
CCR,2015,2015-07-24 12:00:00,6.637,19.4391,2.2257,1.9621,21.776,8.98307,97.73913
CCR,2015,2015-07-24 12:00:00,6.653,19.367,2.2297,1.9106,21.829,8.97461,97.50595
CCR,2015,2015-07-24 12:00:00,6.666,19.2872,2.2257,1.8934,21.87,8.9549,97.13598
CCR,2015,2015-07-24 12:00:00,6.678,19.1979,2.2416,1.9621,21.908,8.93452,96.74098
CCR,2015,2015-07-24 12:00:00,6.688,19.1007,2.2932,1.8419,21.942,8.90921,96.27828
CCR,2015,2015-07-24 12:00:00,6.7,18.9967,2.2733,1.8762,21.981,8.88273,95.79097
CCR,2015,2015-07-24 12:00:00,6.714,18.8869,2.2892,1.9449,22.026,8.85373,95.26658
CCR,2015,2015-07-24 12:00:00,6.728,18.7748,2.3051,1.8934,22.073,8.82754,94.76947
CCR,2015,2015-07-24 12:00:00,6.743,18.6626,2.0908,1.8591,22.124,8.80757,94.34007
CCR,2015,2015-07-24 12:00:00,6.762,18.5516,2.0869,1.9106,22.186,8.80984,94.1518
CCR,2015,2015-07-24 12:00:00,6.779,18.4453,2.1107,1.9106,22.241,8.8158,94.0118
CCR,2015,2015-07-24 12:00:00,6.793,18.3485,2.1027,1.9277,22.288,8.8082,93.74549
CCR,2015,2015-07-24 12:00:00,6.809,18.2614,2.0829,1.9449,22.338,8.80349,93.52886
CCR,2015,2015-07-24 12:00:00,6.83,18.1796,2.0432,1.9449,22.409,8.81289,93.47222
CCR,2015,2015-07-24 12:00:00,6.852,18.1035,2.0392,1.8247,22.48,8.81774,93.37808
CCR,2015,2015-07-24 12:00:00,6.866,18.0381,2.0234,1.8934,22.526,8.81484,93.22226
CCR,2015,2015-07-24 12:00:00,6.881,17.9841,2.0511,1.9277,22.574,8.81592,93.13044
CCR,2015,2015-07-24 12:00:00,6.902,17.9342,1.9797,1.9277,22.646,8.81386,93.01332
CCR,2015,2015-07-24 12:00:00,6.921,17.88,1.9639,1.8762,22.708,8.808,92.84788
CCR,2015,2015-07-24 12:00:00,6.932,17.8191,1.9678,1.9277,22.741,8.80178,92.66614
CCR,2015,2015-07-24 12:00:00,6.94,17.7516,1.9837,1.9621,22.77,8.78758,92.38811
CCR,2015,2015-07-24 12:00:00,6.954,17.6742,1.8567,1.8419,22.814,8.77541,92.11307
CCR,2015,2015-07-24 12:00:00,6.97,17.5873,1.829,1.8591,22.867,8.77736,91.96834
CCR,2015,2015-07-24 12:00:00,6.983,17.4971,1.8448,1.9964,22.911,8.77611,91.78387
CCR,2015,2015-07-24 12:00:00,6.995,17.4088,1.8607,1.9621,22.95,8.76973,91.54953
CCR,2015,2015-07-24 12:00:00,7.009,17.3243,1.7814,1.8762,22.997,8.7739,91.43274
CCR,2015,2015-07-24 12:00:00,7.028,17.2459,1.7893,1.9621,23.057,8.77813,91.32799
CCR,2015,2015-07-24 12:00:00,7.042,17.1772,1.8012,1.9277,23.103,8.79626,91.38597
CCR,2015,2015-07-24 12:00:00,7.058,17.119,1.7814,1.9106,23.157,8.80575,91.37377
CCR,2015,2015-07-24 12:00:00,7.079,17.0675,1.7774,1.9277,23.225,8.81295,91.35036
CCR,2015,2015-07-24 12:00:00,7.097,17.0162,1.6623,2.0136,23.284,8.81329,91.2562
CCR,2015,2015-07-24 12:00:00,7.111,16.9631,1.6544,1.8591,23.329,8.80342,91.05303
CCR,2015,2015-07-24 12:00:00,7.124,16.9141,1.6544,1.9106,23.371,8.78768,90.79733
CCR,2015,2015-07-24 12:00:00,7.138,16.8731,1.6504,1.9449,23.417,8.76886,90.5252
CCR,2015,2015-07-24 12:00:00,7.157,16.8374,1.5235,1.8076,23.48,8.74564,90.21806
CCR,2015,2015-07-24 12:00:00,7.176,16.804,1.5195,1.9106,23.543,8.73164,90.01072
CCR,2015,2015-07-24 12:00:00,7.184,16.7718,1.5275,1.9106,23.569,8.72402,89.87156
CCR,2015,2015-07-24 12:00:00,7.19,16.7361,1.5275,1.9621,23.588,8.72534,89.81791
CCR,2015,2015-07-24 12:00:00,7.204,16.6887,1.5156,1.8591,23.636,8.74211,89.90114
CCR,2015,2015-07-24 12:00:00,7.22,16.6232,1.5235,1.9621,23.686,8.76871,90.05078
CCR,2015,2015-07-24 12:00:00,7.225,16.54,1.5195,1.9449,23.705,8.8001,90.21535
CCR,2015,2015-07-24 12:00:00,7.228,16.4413,1.5275,1.8591,23.714,8.82874,90.32113
CCR,2015,2015-07-24 12:00:00,7.24,16.328,1.5235,2.1852,23.753,8.86042,90.42901
CCR,2015,2015-07-24 12:00:00,7.259,16.2056,1.5195,2.2539,23.814,8.88343,90.42972
CCR,2015,2015-07-24 12:00:00,7.275,16.0852,1.5275,2.168,23.867,8.90156,90.38363
CCR,2015,2015-07-24 12:00:00,7.285,15.9765,1.5235,2.1852,23.899,8.91146,90.27567
CCR,2015,2015-07-24 12:00:00,7.297,15.8863,1.5275,2.2882,23.94,8.9117,90.10526
CCR,2015,2015-07-24 12:00:00,7.319,15.8154,1.6108,2.2024,24.013,8.89728,89.82385
CCR,2015,2015-07-24 12:00:00,7.342,15.7599,1.6068,2.1337,24.088,8.8885,89.62912
CCR,2015,2015-07-24 12:00:00,7.359,15.7167,1.5671,2.168,24.145,8.8788,89.44888
CCR,2015,2015-07-24 12:00:00,7.371,15.684,1.587,2.168,24.183,8.86315,89.22895
CCR,2015,2015-07-24 12:00:00,7.383,15.6578,1.5394,2.2195,24.221,8.83041,88.84964
CCR,2015,2015-07-24 12:00:00,7.396,15.6315,1.5116,2.1337,24.266,8.80619,88.55616
CCR,2015,2015-07-24 12:00:00,7.407,15.6005,1.5235,2.2882,24.301,8.7905,88.33991
CCR,2015,2015-07-24 12:00:00,7.415,15.5638,1.5473,2.2195,24.329,8.77678,88.13287
