Advanced Calibration Data,,Cal Date,m2,m1,m0,b3,b2,b1,b0
,Block 0,unknown,0,-6.30E-05,1900-01-01 00:00:59,0,9.00E-06,4.55E-04,0.153439999
,Block 1,unknown,0,0,1900-01-00 00:00:00,0,0,0,100
,,,,,,,,,
,,,,,,,,,
Field Calibration Data,,m,b, Cal Date,,,,,
,Pressure,1,0,unknown,,,,,
,Temperature,1,0,unknown,,,,,
SensorSN,21309003,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,INW Smart Sensor,,,,,,,,
Session Name,FCR_Inf2_15min2013,,,,,,,,
# Records,4701,,,,,,,,
Sensor File,8/1/2013 13:05,FCR_Inf2_15min2013_080113.a4d,,,,,,,
,,,,,,,,,
Barometric File,8/1/2013 13:48,FCRBV2013_080113.a4d,,,,,,,
Barometric Factory Calibration Data,,m3,m2,m1,m0,b3,b2,b1,b0
,Block 0,38353,4.00E-06,-2.44E-04,1900-01-01 00:05:03,0,-7.20E-05,4.13E-03,3.70E-02
,Block 1,38353,0,0,1900-01-00 00:00:00,0,0,0,100
,,,,,,,,,
Barometric Field Calibration Data,,m,b,,,,,,
,Pressure,1,0,,,,,,
,Temperature,1,0,,,,,,
,,,,,,,,,
SensorSN,21204020,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,Barometric Pressure (2),,,,,,,,
Session Name,FCR BV 15 min,,,,,,,,
# Records, n/a,,,,,,,,
,,,,,,,,,
Statistical Data,,Pressure(in H2O),Temperature(degC),,,,,,
,Sensor Range,30 psia,,,,,,,
,Minimum,6.17,15.06,,,,,,
,Maximum,18.01,20,,,,,,
,Mean,7.19,17.74,,,,,,
,Variance,1.209,0.836,,,,,,
,Std Deviation,1.099,0.914,,,,,,
Rec #,Date/Time,Pressure(in H2O),Temperature(degC),SensorPressure(in H2O),Barometric Date/Time,,,,
1,6/13/2013 14:00,7.09,19.06,386.54,2013-06-13 14:00:00,,,,
2,6/13/2013 14:15,7.19,19.06,386.48,2013-06-13 14:15:00,,,,
3,6/13/2013 14:30,7.99,19.06,387.88,2013-06-13 14:30:00,,,,
4,6/13/2013 14:45,7.02,18.81,387.57,2013-06-13 14:45:00,,,,
5,6/13/2013 15:00,6.93,18.63,387.07,2013-06-13 15:00:00,,,,
6,6/13/2013 15:15,7.43,18.44,387.57,2013-06-13 15:15:00,,,,
7,6/13/2013 15:30,7.28,18.25,387.91,2013-06-13 15:30:00,,,,
8,6/13/2013 15:45,7.21,18.13,387.71,2013-06-13 15:45:00,,,,
9,6/13/2013 16:00,7.17,18.06,386.96,2013-06-13 16:00:00,,,,
10,6/13/2013 16:15,7.17,18,386.76,2013-06-13 16:15:00,,,,
11,6/13/2013 16:30,7.28,18,386.68,2013-06-13 16:30:00,,,,
12,6/13/2013 16:45,7.33,18,386.85,2013-06-13 16:45:00,,,,
13,6/13/2013 17:00,7.14,17.94,386.9,2013-06-13 17:00:00,,,,
14,6/13/2013 17:15,7.05,17.94,386.98,2013-06-13 17:15:00,,,,
15,6/13/2013 17:30,7.07,17.88,387.07,2013-06-13 17:30:00,,,,
16,6/13/2013 17:45,7.07,17.88,387.12,2013-06-13 17:45:00,,,,
17,6/13/2013 18:00,7.01,17.88,387.15,2013-06-13 18:00:00,,,,
18,6/13/2013 18:15,6.86,17.88,386.85,2013-06-13 18:15:00,,,,
19,6/13/2013 18:30,6.9,17.81,386.76,2013-06-13 18:30:00,,,,
20,6/13/2013 18:45,7.01,17.81,386.79,2013-06-13 18:45:00,,,,
21,6/13/2013 19:00,6.97,17.81,386.9,2013-06-13 19:00:00,,,,
22,6/13/2013 19:15,6.93,17.75,387.01,2013-06-13 19:15:00,,,,
23,6/13/2013 19:30,6.94,17.69,387.07,2013-06-13 19:30:00,,,,
24,6/13/2013 19:45,6.89,17.69,387.13,2013-06-13 19:45:00,,,,
25,6/13/2013 20:00,7.07,17.63,387.26,2013-06-13 20:00:00,,,,
26,6/13/2013 20:15,7,17.56,387.32,2013-06-13 20:15:00,,,,
27,6/13/2013 20:30,7.05,17.56,387.57,2013-06-13 20:30:00,,,,
28,6/13/2013 20:45,7.01,17.56,387.6,2013-06-13 20:45:00,,,,
29,6/13/2013 21:00,6.97,17.5,387.68,2013-06-13 21:00:00,,,,
30,6/13/2013 21:15,7,17.44,387.85,2013-06-13 21:15:00,,,,
31,6/13/2013 21:30,7.01,17.44,387.99,2013-06-13 21:30:00,,,,
32,6/13/2013 21:45,6.96,17.38,387.96,2013-06-13 21:45:00,,,,
33,6/13/2013 22:00,6.96,17.31,388.02,2013-06-13 22:00:00,,,,
34,6/13/2013 22:15,7.03,17.25,388.08,2013-06-13 22:15:00,,,,
35,6/13/2013 22:30,6.9,17.19,388.1,2013-06-13 22:30:00,,,,
36,6/13/2013 22:45,7.1,17.13,388.19,2013-06-13 22:45:00,,,,
37,6/13/2013 23:00,6.91,17,388.24,2013-06-13 23:00:00,,,,
38,6/13/2013 23:15,6.88,17,388.27,2013-06-13 23:15:00,,,,
39,6/13/2013 23:30,6.95,16.88,388.33,2013-06-13 23:30:00,,,,
40,6/13/2013 23:45,6.95,16.81,388.38,2013-06-13 23:45:00,,,,
41,6/14/2013 0:00,6.9,16.75,388.41,2013-06-14 00:00:00,,,,
42,6/14/2013 0:15,6.86,16.69,388.44,2013-06-14 00:15:00,,,,
43,6/14/2013 0:30,6.9,16.63,388.44,2013-06-14 00:30:00,,,,
44,6/14/2013 0:45,6.91,16.63,388.47,2013-06-14 00:45:00,,,,
45,6/14/2013 1:00,6.82,16.56,388.41,2013-06-14 01:00:00,,,,
46,6/14/2013 1:15,6.89,16.5,388.5,2013-06-14 01:15:00,,,,
47,6/14/2013 1:30,6.89,16.44,388.53,2013-06-14 01:30:00,,,,
48,6/14/2013 1:45,7,16.44,388.53,2013-06-14 01:45:00,,,,
49,6/14/2013 2:00,6.96,16.38,388.5,2013-06-14 02:00:00,,,,
50,6/14/2013 2:15,6.89,16.31,388.47,2013-06-14 02:15:00,,,,
51,6/14/2013 2:30,6.87,16.25,388.44,2013-06-14 02:30:00,,,,
52,6/14/2013 2:45,6.92,16.25,388.47,2013-06-14 02:45:00,,,,
53,6/14/2013 3:00,6.9,16.19,388.44,2013-06-14 03:00:00,,,,
54,6/14/2013 3:15,6.86,16.13,388.36,2013-06-14 03:15:00,,,,
55,6/14/2013 3:30,6.84,16.06,388.36,2013-06-14 03:30:00,,,,
56,6/14/2013 3:45,6.81,16.06,388.22,2013-06-14 03:45:00,,,,
57,6/14/2013 4:00,6.91,16,388.22,2013-06-14 04:00:00,,,,
58,6/14/2013 4:15,6.98,15.94,388.36,2013-06-14 04:15:00,,,,
59,6/14/2013 4:30,6.89,15.94,388.47,2013-06-14 04:30:00,,,,
60,6/14/2013 4:45,6.81,15.88,388.44,2013-06-14 04:45:00,,,,
61,6/14/2013 5:00,6.84,15.88,388.53,2013-06-14 05:00:00,,,,
62,6/14/2013 5:15,6.85,15.81,388.56,2013-06-14 05:15:00,,,,
63,6/14/2013 5:30,6.97,15.75,388.72,2013-06-14 05:30:00,,,,
64,6/14/2013 5:45,6.87,15.75,388.7,2013-06-14 05:45:00,,,,
65,6/14/2013 6:00,6.88,15.75,388.61,2013-06-14 06:00:00,,,,
66,6/14/2013 6:15,6.99,15.75,388.67,2013-06-14 06:15:00,,,,
67,6/14/2013 6:30,6.97,15.69,388.81,2013-06-14 06:30:00,,,,
68,6/14/2013 6:45,6.93,15.63,388.95,2013-06-14 06:45:00,,,,
69,6/14/2013 7:00,6.87,15.63,388.97,2013-06-14 07:00:00,,,,
70,6/14/2013 7:15,6.88,15.63,389.09,2013-06-14 07:15:00,,,,
71,6/14/2013 7:30,6.93,15.56,389.14,2013-06-14 07:30:00,,,,
72,6/14/2013 7:45,6.87,15.56,389.11,2013-06-14 07:45:00,,,,
73,6/14/2013 8:00,6.95,15.56,389.28,2013-06-14 08:00:00,,,,
74,6/14/2013 8:15,6.94,15.56,389.37,2013-06-14 08:15:00,,,,
75,6/14/2013 8:30,6.93,15.63,389.51,2013-06-14 08:30:00,,,,
76,6/14/2013 8:45,6.91,15.63,389.59,2013-06-14 08:45:00,,,,
77,6/14/2013 9:00,6.87,15.63,389.65,2013-06-14 09:00:00,,,,
78,6/14/2013 9:15,6.98,15.63,389.76,2013-06-14 09:15:00,,,,
79,6/14/2013 9:30,7.09,15.69,389.84,2013-06-14 09:30:00,,,,
80,6/14/2013 9:45,6.93,15.75,389.95,2013-06-14 09:45:00,,,,
81,6/14/2013 10:00,6.88,15.81,390.01,2013-06-14 10:00:00,,,,
82,6/14/2013 10:15,6.81,15.88,389.95,2013-06-14 10:15:00,,,,
83,6/14/2013 10:30,6.93,15.94,390.09,2013-06-14 10:30:00,,,,
84,6/14/2013 10:45,6.89,16,390.09,2013-06-14 10:45:00,,,,
85,6/14/2013 11:00,6.88,16.06,390.12,2013-06-14 11:00:00,,,,
86,6/14/2013 11:15,6.88,16.13,390.12,2013-06-14 11:15:00,,,,
87,6/14/2013 11:30,6.9,16.19,390.26,2013-06-14 11:30:00,,,,
88,6/14/2013 11:45,6.81,16.19,390.2,2013-06-14 11:45:00,,,,
89,6/14/2013 12:00,6.81,16.25,390.23,2013-06-14 12:00:00,,,,
90,6/14/2013 12:15,6.81,16.31,390.28,2013-06-14 12:15:00,,,,
91,6/14/2013 12:30,6.81,16.31,390.28,2013-06-14 12:30:00,,,,
92,6/14/2013 12:45,6.82,16.44,390.26,2013-06-14 12:45:00,,,,
93,6/14/2013 13:00,6.79,16.5,390.28,2013-06-14 13:00:00,,,,
94,6/14/2013 13:15,6.75,16.5,390.31,2013-06-14 13:15:00,,,,
95,6/14/2013 13:30,6.85,16.63,390.28,2013-06-14 13:30:00,,,,
96,6/14/2013 13:45,6.76,16.81,390.28,2013-06-14 13:45:00,,,,
97,6/14/2013 14:00,6.83,16.88,390.34,2013-06-14 14:00:00,,,,
98,6/14/2013 14:15,6.72,16.81,390.31,2013-06-14 14:15:00,,,,
99,6/14/2013 14:30,6.75,16.81,390.37,2013-06-14 14:30:00,,,,
100,6/14/2013 14:45,6.76,16.81,390.39,2013-06-14 14:45:00,,,,
101,6/14/2013 15:00,6.8,16.81,390.45,2013-06-14 15:00:00,,,,
102,6/14/2013 15:15,6.71,16.88,390.42,2013-06-14 15:15:00,,,,
103,6/14/2013 15:30,6.78,16.94,390.45,2013-06-14 15:30:00,,,,
104,6/14/2013 15:45,6.71,16.94,390.39,2013-06-14 15:45:00,,,,
105,6/14/2013 16:00,6.76,16.94,390.45,2013-06-14 16:00:00,,,,
106,6/14/2013 16:15,6.69,16.94,390.37,2013-06-14 16:15:00,,,,
107,6/14/2013 16:30,6.76,16.94,390.39,2013-06-14 16:30:00,,,,
108,6/14/2013 16:45,6.71,17,390.34,2013-06-14 16:45:00,,,,
109,6/14/2013 17:00,6.73,16.94,390.34,2013-06-14 17:00:00,,,,
110,6/14/2013 17:15,6.73,17,390.39,2013-06-14 17:15:00,,,,
111,6/14/2013 17:30,6.75,17,390.39,2013-06-14 17:30:00,,,,
112,6/14/2013 17:45,6.72,17,390.37,2013-06-14 17:45:00,,,,
113,6/14/2013 18:00,6.69,16.94,390.34,2013-06-14 18:00:00,,,,
114,6/14/2013 18:15,6.73,16.94,390.39,2013-06-14 18:15:00,,,,
115,6/14/2013 18:30,6.71,16.94,390.42,2013-06-14 18:30:00,,,,
116,6/14/2013 18:45,6.72,16.88,390.51,2013-06-14 18:45:00,,,,
117,6/14/2013 19:00,6.69,16.88,390.51,2013-06-14 19:00:00,,,,
118,6/14/2013 19:15,6.72,16.88,390.56,2013-06-14 19:15:00,,,,
119,6/14/2013 19:30,6.72,16.81,390.62,2013-06-14 19:30:00,,,,
120,6/14/2013 19:45,6.71,16.81,390.73,2013-06-14 19:45:00,,,,
121,6/14/2013 20:00,6.66,16.75,390.76,2013-06-14 20:00:00,,,,
122,6/14/2013 20:15,6.71,16.69,390.81,2013-06-14 20:15:00,,,,
123,6/14/2013 20:30,6.68,16.69,390.87,2013-06-14 20:30:00,,,,
124,6/14/2013 20:45,6.64,16.63,390.87,2013-06-14 20:45:00,,,,
125,6/14/2013 21:00,6.65,16.63,390.9,2013-06-14 21:00:00,,,,
126,6/14/2013 21:15,6.71,16.56,391.01,2013-06-14 21:15:00,,,,
127,6/14/2013 21:30,6.63,16.56,390.95,2013-06-14 21:30:00,,,,
128,6/14/2013 21:45,6.72,16.5,391.09,2013-06-14 21:45:00,,,,
129,6/14/2013 22:00,6.7,16.44,391.09,2013-06-14 22:00:00,,,,
130,6/14/2013 22:15,6.71,16.38,391.21,2013-06-14 22:15:00,,,,
131,6/14/2013 22:30,6.7,16.38,391.29,2013-06-14 22:30:00,,,,
132,6/14/2013 22:45,6.7,16.31,391.32,2013-06-14 22:45:00,,,,
133,6/14/2013 23:00,6.73,16.25,391.37,2013-06-14 23:00:00,,,,
134,6/14/2013 23:15,6.69,16.19,391.46,2013-06-14 23:15:00,,,,
135,6/14/2013 23:30,6.75,16.13,391.57,2013-06-14 23:30:00,,,,
136,6/14/2013 23:45,6.75,16.13,391.65,2013-06-14 23:45:00,,,,
137,6/15/2013 0:00,6.7,16.06,391.65,2013-06-15 00:00:00,,,,
138,6/15/2013 0:15,6.68,16,391.71,2013-06-15 00:15:00,,,,
139,6/15/2013 0:30,6.73,16,391.79,2013-06-15 00:30:00,,,,
140,6/15/2013 0:45,6.69,15.94,391.82,2013-06-15 00:45:00,,,,
141,6/15/2013 1:00,6.72,15.94,391.88,2013-06-15 01:00:00,,,,
142,6/15/2013 1:15,6.68,15.88,391.88,2013-06-15 01:15:00,,,,
143,6/15/2013 1:30,6.69,15.81,391.88,2013-06-15 01:30:00,,,,
144,6/15/2013 1:45,6.72,15.75,391.93,2013-06-15 01:45:00,,,,
145,6/15/2013 2:00,6.69,15.69,391.93,2013-06-15 02:00:00,,,,
146,6/15/2013 2:15,6.68,15.69,391.85,2013-06-15 02:15:00,,,,
147,6/15/2013 2:30,6.67,15.63,391.85,2013-06-15 02:30:00,,,,
148,6/15/2013 2:45,6.63,15.63,391.8,2013-06-15 02:45:00,,,,
149,6/15/2013 3:00,6.69,15.63,391.77,2013-06-15 03:00:00,,,,
150,6/15/2013 3:15,6.67,15.56,391.8,2013-06-15 03:15:00,,,,
151,6/15/2013 3:30,6.65,15.56,391.68,2013-06-15 03:30:00,,,,
152,6/15/2013 3:45,6.67,15.5,391.66,2013-06-15 03:45:00,,,,
153,6/15/2013 4:00,6.66,15.5,391.63,2013-06-15 04:00:00,,,,
154,6/15/2013 4:15,6.7,15.44,391.68,2013-06-15 04:15:00,,,,
155,6/15/2013 4:30,6.73,15.38,391.71,2013-06-15 04:30:00,,,,
156,6/15/2013 4:45,6.73,15.38,391.82,2013-06-15 04:45:00,,,,
157,6/15/2013 5:00,6.73,15.31,391.82,2013-06-15 05:00:00,,,,
158,6/15/2013 5:15,6.73,15.25,391.99,2013-06-15 05:15:00,,,,
159,6/15/2013 5:30,6.75,15.19,392.1,2013-06-15 05:30:00,,,,
160,6/15/2013 5:45,6.71,15.19,392.13,2013-06-15 05:45:00,,,,
161,6/15/2013 6:00,6.72,15.13,392.24,2013-06-15 06:00:00,,,,
162,6/15/2013 6:15,6.74,15.13,392.3,2013-06-15 06:15:00,,,,
163,6/15/2013 6:30,6.72,15.13,392.38,2013-06-15 06:30:00,,,,
164,6/15/2013 6:45,6.64,15.13,392.3,2013-06-15 06:45:00,,,,
165,6/15/2013 7:00,6.72,15.06,392.36,2013-06-15 07:00:00,,,,
166,6/15/2013 7:15,6.72,15.06,392.38,2013-06-15 07:15:00,,,,
167,6/15/2013 7:30,6.69,15.06,392.36,2013-06-15 07:30:00,,,,
168,6/15/2013 7:45,6.69,15.13,392.36,2013-06-15 07:45:00,,,,
169,6/15/2013 8:00,6.76,15.13,392.44,2013-06-15 08:00:00,,,,
170,6/15/2013 8:15,6.75,15.13,392.5,2013-06-15 08:15:00,,,,
171,6/15/2013 8:30,6.72,15.19,392.5,2013-06-15 08:30:00,,,,
172,6/15/2013 8:45,6.77,15.25,392.61,2013-06-15 08:45:00,,,,
173,6/15/2013 9:00,6.77,15.31,392.66,2013-06-15 09:00:00,,,,
174,6/15/2013 9:15,6.78,15.31,392.86,2013-06-15 09:15:00,,,,
175,6/15/2013 9:30,6.71,15.38,392.83,2013-06-15 09:30:00,,,,
176,6/15/2013 9:45,6.72,15.44,392.77,2013-06-15 09:45:00,,,,
177,6/15/2013 10:00,6.71,15.5,392.72,2013-06-15 10:00:00,,,,
178,6/15/2013 10:15,6.7,15.63,392.63,2013-06-15 10:15:00,,,,
179,6/15/2013 10:30,6.71,15.69,392.63,2013-06-15 10:30:00,,,,
180,6/15/2013 10:45,6.72,15.81,392.63,2013-06-15 10:45:00,,,,
181,6/15/2013 11:00,6.7,15.88,392.55,2013-06-15 11:00:00,,,,
182,6/15/2013 11:15,6.71,16,392.55,2013-06-15 11:15:00,,,,
183,6/15/2013 11:30,6.73,16.13,392.52,2013-06-15 11:30:00,,,,
184,6/15/2013 11:45,6.71,16.19,392.55,2013-06-15 11:45:00,,,,
