Reservoir,Year,Date,Depth,Total_chlorophyll,Green_algae,Cyanobacteria,Diatoms,Cryptophyta
SHR,2014,2014-08-07,12.09,1.03,0.15,0,0.72,0.21
SHR,2014,2014-08-07,12.35,1.08,0.16,0,0.72,0.26
SHR,2014,2014-08-07,12.56,1.14,0.12,0,0.65,0.25
SHR,2014,2014-08-07,12.78,1.03,0.12,0,0.68,0.3
SHR,2014,2014-08-07,13,1.1,0.03,0,0.75,0.3
SHR,2014,2014-08-07,13.26,1.07,0,0,0.7,0.33
SHR,2014,2014-08-07,13.54,1.02,0,0.01,0.64,0.31
SHR,2014,2014-08-07,13.85,0.96,0,0,0.52,0.36
SHR,2014,2014-08-07,14.09,0.89,0,0,0.57,0.36
SHR,2014,2014-08-07,14.31,0.93,0,0.01,0.54,0.38
SHR,2014,2014-08-07,14.51,0.93,0,0,0.59,0.36
SHR,2014,2014-08-07,14.72,0.94,0,0.02,0.52,0.35
SHR,2014,2014-08-07,14.91,0.89,0,0,0.42,0.4
SHR,2014,2014-08-07,15.1,0.82,0,0,0.44,0.44
SHR,2014,2014-08-07,15.29,0.88,0,0,0.49,0.39
SHR,2014,2014-08-07,15.48,0.88,0,0,0.39,0.4
SHR,2014,2014-08-07,15.68,0.8,0,0,0.43,0.42
SHR,2014,2014-08-07,15.85,0.85,0,0,0.39,0.41
SHR,2014,2014-08-07,16.05,0.8,0,0,0.39,0.51
SHR,2014,2014-08-07,16.22,0.9,0,0,0.35,0.45
SHR,2014,2014-08-07,16.23,0.81,0,0,0.44,0.4
SHR,2014,2014-08-07,16.19,0.84,0,0,0.4,0.43
SHR,2014,2014-08-07,16.26,0.83,0,0,0.41,0.44
SHR,2014,2014-08-07,16.31,0.84,0,0,0.36,0.47
