Advanced Calibration Data,,Cal Date,m2,m1,m0,b3,b2,b1,b0
,Block 0,unknown,0,-6.30E-05,1900-01-01 00:00:59,0,9.00E-06,4.55E-04,0.153439999
,Block 1,unknown,0,0,1900-01-00 00:00:00,0,0,0,100
,,,,,,,,,
,,,,,,,,,
Field Calibration Data,,m,b, Cal Date,,,,,
,Pressure,1,0,unknown,,,,,
,Temperature,1,0,unknown,,,,,
SensorSN,21309003,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,INW Smart Sensor,,,,,,,,
Session Name,FCR_15min_inf,,,,,,,,
# Records,6918,,,,,,,,
Sensor File,1/11/2016 13:22,FCR_15min_inf_110116.a4d,,,,,,,
,,,,,,,,,
Barometric File,1/11/2016 13:53,FCRBV_110116.a4d,,,,,,,
Barometric Factory Calibration Data,,m3,m2,m1,m0,b3,b2,b1,b0
,Block 0,38353,4.00E-06,-2.44E-04,1900-01-01 00:05:03,0,-7.20E-05,4.13E-03,3.70E-02
,Block 1,38353,0,0,1900-01-00 00:00:00,0,0,0,100
,,,,,,,,,
Barometric Field Calibration Data,,m,b,,,,,,
,Pressure,1,0,,,,,,
,Temperature,1,0,,,,,,
,,,,,,,,,
SensorSN,21204020,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,Barometric Pressure (2),,,,,,,,
Session Name,FCRBV,,,,,,,,
# Records, n/a,,,,,,,,
,,,,,,,,,
Statistical Data,,Pressure(in H2O),Temperature(degC),,,,,,
,Sensor Range,30 psia,,,,,,,
,Minimum,8.21,3.44,,,,,,
,Maximum,12.03,17.13,,,,,,
,Mean,9.42,9.57,,,,,,
,Variance,0.241,7.07,,,,,,
,Std Deviation,0.491,2.659,,,,,,
Rec #,Date/Time,Pressure(in H2O),Temperature(degC),SensorPressure(in H2O),Barometric Date/Time,,,,
1,10/31/2015,9.82,12.63,396.53,2015-10-31 12:00:00,,,,
2,10/31/2015,9.73,12.69,396.39,2015-10-31 12:15:00,,,,
3,10/31/2015,9.73,12.69,396.31,2015-10-31 12:30:00,,,,
4,10/31/2015,9.54,12.69,395.94,2015-10-31 12:45:00,,,,
5,10/31/2015,9.74,12.69,396.19,2015-10-31 13:00:00,,,,
6,10/31/2015,9.72,12.69,396.25,2015-10-31 13:15:00,,,,
7,10/31/2015,9.83,12.69,396.28,2015-10-31 13:30:00,,,,
8,10/31/2015,9.78,12.75,396.03,2015-10-31 13:45:00,,,,
9,10/31/2015,9.7,12.81,395.83,2015-10-31 14:00:00,,,,
10,10/31/2015,9.72,12.88,395.83,2015-10-31 14:15:00,,,,
11,10/31/2015,9.76,12.94,395.72,2015-10-31 14:30:00,,,,
12,10/31/2015,9.76,13,395.61,2015-10-31 14:45:00,,,,
13,10/31/2015,9.66,13,395.44,2015-10-31 15:00:00,,,,
14,10/31/2015,9.77,13.06,395.55,2015-10-31 15:15:00,,,,
15,10/31/2015,9.73,13.06,395.49,2015-10-31 15:30:00,,,,
16,10/31/2015,9.77,13.06,395.47,2015-10-31 15:45:00,,,,
17,10/31/2015,9.75,13,395.49,2015-10-31 16:00:00,,,,
18,10/31/2015,9.74,13.06,395.52,2015-10-31 16:15:00,,,,
19,10/31/2015,9.79,13,395.58,2015-10-31 16:30:00,,,,
20,10/31/2015,9.77,13,395.55,2015-10-31 16:45:00,,,,
21,10/31/2015,9.77,12.94,395.63,2015-10-31 17:00:00,,,,
22,10/31/2015,9.81,12.94,395.66,2015-10-31 17:15:00,,,,
23,10/31/2015,9.8,12.94,395.61,2015-10-31 17:30:00,,,,
24,10/31/2015,9.77,12.88,395.58,2015-10-31 17:45:00,,,,
25,10/31/2015,9.79,12.88,395.55,2015-10-31 18:00:00,,,,
26,10/31/2015,9.77,12.88,395.5,2015-10-31 18:15:00,,,,
27,10/31/2015,9.71,12.88,395.41,2015-10-31 18:30:00,,,,
28,10/31/2015,9.77,12.88,395.44,2015-10-31 18:45:00,,,,
29,10/31/2015,9.74,12.81,395.38,2015-10-31 19:00:00,,,,
30,10/31/2015,9.72,12.81,395.33,2015-10-31 19:15:00,,,,
31,10/31/2015,9.74,12.81,395.3,2015-10-31 19:30:00,,,,
32,10/31/2015,9.8,12.81,395.27,2015-10-31 19:45:00,,,,
33,10/31/2015,9.75,12.81,395.19,2015-10-31 20:00:00,,,,
34,10/31/2015,9.79,12.81,395.1,2015-10-31 20:15:00,,,,
35,10/31/2015,9.83,12.81,395.02,2015-10-31 20:30:00,,,,
36,10/31/2015,9.8,12.81,394.94,2015-10-31 20:45:00,,,,
37,10/31/2015,9.76,12.81,394.88,2015-10-31 21:00:00,,,,
38,10/31/2015,9.76,12.81,394.88,2015-10-31 21:15:00,,,,
39,10/31/2015,9.8,12.81,394.99,2015-10-31 21:30:00,,,,
40,10/31/2015,9.76,12.81,394.8,2015-10-31 21:45:00,,,,
41,10/31/2015,9.77,12.81,394.8,2015-10-31 22:00:00,,,,
42,10/31/2015,9.76,12.81,394.8,2015-10-31 22:15:00,,,,
43,10/31/2015,9.82,12.81,394.8,2015-10-31 22:30:00,,,,
44,10/31/2015,9.82,12.81,394.71,2015-10-31 22:45:00,,,,
45,10/31/2015,9.65,12.81,394.55,2015-10-31 23:00:00,,,,
46,10/31/2015,9.8,12.81,394.69,2015-10-31 23:15:00,,,,
47,10/31/2015,9.78,12.81,394.55,2015-10-31 23:30:00,,,,
48,10/31/2015,9.73,12.81,394.38,2015-10-31 23:45:00,,,,
49,11/1/2015,9.73,12.81,394.32,2015-11-01 00:00:00,,,,
50,11/1/2015,9.66,12.81,394.13,2015-11-01 00:15:00,,,,
51,11/1/2015,9.75,12.81,394.21,2015-11-01 00:30:00,,,,
52,11/1/2015,9.73,12.81,394.02,2015-11-01 00:45:00,,,,
53,11/1/2015,9.69,12.81,394.02,2015-11-01 01:00:00,,,,
54,11/1/2015,9.7,12.81,394.02,2015-11-01 01:15:00,,,,
55,11/1/2015,9.79,12.81,394.13,2015-11-01 01:30:00,,,,
56,11/1/2015,9.76,12.81,393.93,2015-11-01 01:45:00,,,,
57,11/1/2015,9.82,12.88,394.04,2015-11-01 02:00:00,,,,
58,11/1/2015,9.72,12.88,394.04,2015-11-01 02:15:00,,,,
59,11/1/2015,9.75,12.88,394.04,2015-11-01 02:30:00,,,,
60,11/1/2015,9.71,12.88,393.93,2015-11-01 02:45:00,,,,
61,11/1/2015,9.8,12.88,394.04,2015-11-01 03:00:00,,,,
62,11/1/2015,9.73,12.88,393.9,2015-11-01 03:15:00,,,,
63,11/1/2015,9.8,12.94,393.88,2015-11-01 03:30:00,,,,
64,11/1/2015,9.72,12.88,393.79,2015-11-01 03:45:00,,,,
65,11/1/2015,9.77,12.94,393.82,2015-11-01 04:00:00,,,,
66,11/1/2015,9.74,12.94,393.65,2015-11-01 04:15:00,,,,
67,11/1/2015,9.76,12.94,393.74,2015-11-01 04:30:00,,,,
68,11/1/2015,9.72,12.94,393.74,2015-11-01 04:45:00,,,,
69,11/1/2015,9.78,12.94,393.76,2015-11-01 05:00:00,,,,
70,11/1/2015,9.77,12.94,393.65,2015-11-01 05:15:00,,,,
71,11/1/2015,9.74,12.94,393.76,2015-11-01 05:30:00,,,,
72,11/1/2015,9.74,12.94,393.71,2015-11-01 05:45:00,,,,
73,11/1/2015,9.68,12.94,393.71,2015-11-01 06:00:00,,,,
74,11/1/2015,9.77,13,393.76,2015-11-01 06:15:00,,,,
75,11/1/2015,9.7,13,393.71,2015-11-01 06:30:00,,,,
76,11/1/2015,9.5,13,393.54,2015-11-01 06:45:00,,,,
77,11/1/2015,9.71,13,393.85,2015-11-01 07:00:00,,,,
78,11/1/2015,9.71,13,393.85,2015-11-01 07:15:00,,,,
79,11/1/2015,9.71,13,393.93,2015-11-01 07:30:00,,,,
80,11/1/2015,9.69,13,393.85,2015-11-01 07:45:00,,,,
81,11/1/2015,9.66,13,393.76,2015-11-01 08:00:00,,,,
82,11/1/2015,9.64,13,393.82,2015-11-01 08:15:00,,,,
83,11/1/2015,9.75,13,394.07,2015-11-01 08:30:00,,,,
84,11/1/2015,9.61,13.06,393.99,2015-11-01 08:45:00,,,,
85,11/1/2015,9.72,13.06,394.18,2015-11-01 09:00:00,,,,
86,11/1/2015,9.72,13.06,394.18,2015-11-01 09:15:00,,,,
87,11/1/2015,9.71,13.06,394.24,2015-11-01 09:30:00,,,,
88,11/1/2015,9.77,13.13,394.21,2015-11-01 09:45:00,,,,
89,11/1/2015,9.72,13.13,394.29,2015-11-01 10:00:00,,,,
90,11/1/2015,9.63,13.19,394.29,2015-11-01 10:15:00,,,,
91,11/1/2015,9.73,13.19,394.43,2015-11-01 10:30:00,,,,
92,11/1/2015,9.69,13.25,394.29,2015-11-01 10:45:00,,,,
93,11/1/2015,9.67,13.31,394.24,2015-11-01 11:00:00,,,,
94,11/1/2015,9.73,13.38,394.35,2015-11-01 11:15:00,,,,
95,11/1/2015,9.81,13.44,394.32,2015-11-01 11:30:00,,,,
96,11/1/2015,9.73,13.5,394.35,2015-11-01 11:45:00,,,,
97,11/1/2015,9.66,13.56,394.26,2015-11-01 12:00:00,,,,
98,11/1/2015,9.62,13.69,394.15,2015-11-01 12:15:00,,,,
99,11/1/2015,9.69,13.75,394.09,2015-11-01 12:30:00,,,,
100,11/1/2015,9.77,13.81,394.26,2015-11-01 12:45:00,,,,
101,11/1/2015,9.77,13.88,394.15,2015-11-01 13:00:00,,,,
102,11/1/2015,9.75,13.94,394.07,2015-11-01 13:15:00,,,,
103,11/1/2015,9.85,13.94,394.09,2015-11-01 13:30:00,,,,
104,11/1/2015,9.64,14,393.79,2015-11-01 13:45:00,,,,
105,11/1/2015,9.72,14.06,393.84,2015-11-01 14:00:00,,,,
106,11/1/2015,9.46,14.13,393.56,2015-11-01 14:15:00,,,,
107,11/1/2015,9.69,14.13,393.9,2015-11-01 14:30:00,,,,
108,11/1/2015,9.65,14.13,393.81,2015-11-01 14:45:00,,,,
109,11/1/2015,9.61,14.13,393.76,2015-11-01 15:00:00,,,,
110,11/1/2015,9.57,14.13,393.73,2015-11-01 15:15:00,,,,
111,11/1/2015,9.65,14.06,393.87,2015-11-01 15:30:00,,,,
112,11/1/2015,9.6,14.06,393.87,2015-11-01 15:45:00,,,,
113,11/1/2015,9.67,14.06,393.93,2015-11-01 16:00:00,,,,
114,11/1/2015,9.57,14.06,393.76,2015-11-01 16:15:00,,,,
115,11/1/2015,9.63,14.06,393.87,2015-11-01 16:30:00,,,,
116,11/1/2015,9.68,14.06,394.01,2015-11-01 16:45:00,,,,
117,11/1/2015,9.63,14.06,393.93,2015-11-01 17:00:00,,,,
118,11/1/2015,9.6,14,393.93,2015-11-01 17:15:00,,,,
119,11/1/2015,9.63,14,394.01,2015-11-01 17:30:00,,,,
120,11/1/2015,9.5,14,393.93,2015-11-01 17:45:00,,,,
121,11/1/2015,9.6,13.94,394.15,2015-11-01 18:00:00,,,,
122,11/1/2015,9.65,13.88,394.26,2015-11-01 18:15:00,,,,
123,11/1/2015,9.61,13.88,394.29,2015-11-01 18:30:00,,,,
124,11/1/2015,9.58,13.81,394.37,2015-11-01 18:45:00,,,,
125,11/1/2015,9.67,13.75,394.57,2015-11-01 19:00:00,,,,
126,11/1/2015,9.55,13.75,394.49,2015-11-01 19:15:00,,,,
127,11/1/2015,9.45,13.75,394.37,2015-11-01 19:30:00,,,,
128,11/1/2015,9.67,13.75,394.62,2015-11-01 19:45:00,,,,
129,11/1/2015,9.5,13.75,394.49,2015-11-01 20:00:00,,,,
130,11/1/2015,9.66,13.75,394.68,2015-11-01 20:15:00,,,,
131,11/1/2015,9.65,13.69,394.71,2015-11-01 20:30:00,,,,
132,11/1/2015,9.58,13.69,394.65,2015-11-01 20:45:00,,,,
133,11/1/2015,9.65,13.69,394.76,2015-11-01 21:00:00,,,,
134,11/1/2015,9.65,13.69,394.79,2015-11-01 21:15:00,,,,
135,11/1/2015,9.63,13.69,394.79,2015-11-01 21:30:00,,,,
136,11/1/2015,9.5,13.69,394.71,2015-11-01 21:45:00,,,,
137,11/1/2015,9.66,13.69,394.85,2015-11-01 22:00:00,,,,
138,11/1/2015,9.71,13.69,394.88,2015-11-01 22:15:00,,,,
139,11/1/2015,9.66,13.69,394.79,2015-11-01 22:30:00,,,,
140,11/1/2015,9.6,13.69,394.68,2015-11-01 22:45:00,,,,
141,11/1/2015,9.74,13.69,394.82,2015-11-01 23:00:00,,,,
142,11/1/2015,9.72,13.69,394.85,2015-11-01 23:15:00,,,,
143,11/1/2015,9.71,13.69,394.85,2015-11-01 23:30:00,,,,
144,11/1/2015,9.62,13.69,394.79,2015-11-01 23:45:00,,,,
145,11/2/2015,9.65,13.69,394.9,2015-11-02 00:00:00,,,,
146,11/2/2015,9.72,13.75,394.93,2015-11-02 00:15:00,,,,
147,11/2/2015,9.68,13.75,394.9,2015-11-02 00:30:00,,,,
148,11/2/2015,9.62,13.75,394.79,2015-11-02 00:45:00,,,,
149,11/2/2015,9.66,13.75,394.76,2015-11-02 01:00:00,,,,
150,11/2/2015,9.72,13.75,394.74,2015-11-02 01:15:00,,,,
151,11/2/2015,9.69,13.75,394.71,2015-11-02 01:30:00,,,,
152,11/2/2015,9.73,13.75,394.6,2015-11-02 01:45:00,,,,
153,11/2/2015,9.71,13.75,394.6,2015-11-02 02:00:00,,,,
154,11/2/2015,9.57,13.75,394.46,2015-11-02 02:15:00,,,,
155,11/2/2015,9.74,13.75,394.62,2015-11-02 02:30:00,,,,
156,11/2/2015,9.61,13.75,394.49,2015-11-02 02:45:00,,,,
157,11/2/2015,9.61,13.75,394.49,2015-11-02 03:00:00,,,,
158,11/2/2015,9.57,13.75,394.43,2015-11-02 03:15:00,,,,
159,11/2/2015,9.6,13.75,394.43,2015-11-02 03:30:00,,,,
160,11/2/2015,9.57,13.75,394.35,2015-11-02 03:45:00,,,,
161,11/2/2015,9.64,13.75,394.37,2015-11-02 04:00:00,,,,
162,11/2/2015,9.63,13.69,394.35,2015-11-02 04:15:00,,,,
163,11/2/2015,9.54,13.75,394.29,2015-11-02 04:30:00,,,,
164,11/2/2015,9.6,13.69,394.35,2015-11-02 04:45:00,,,,
165,11/2/2015,9.59,13.69,394.32,2015-11-02 05:00:00,,,,
166,11/2/2015,9.58,13.69,394.26,2015-11-02 05:15:00,,,,
167,11/2/2015,9.59,13.69,394.4,2015-11-02 05:30:00,,,,
168,11/2/2015,9.69,13.69,394.4,2015-11-02 05:45:00,,,,
169,11/2/2015,9.58,13.69,394.37,2015-11-02 06:00:00,,,,
170,11/2/2015,9.59,13.69,394.32,2015-11-02 06:15:00,,,,
171,11/2/2015,9.68,13.69,394.37,2015-11-02 06:30:00,,,,
172,11/2/2015,9.65,13.63,394.32,2015-11-02 06:45:00,,,,
173,11/2/2015,9.54,13.63,394.21,2015-11-02 07:00:00,,,,
174,11/2/2015,9.52,13.63,394.29,2015-11-02 07:15:00,,,,
175,11/2/2015,9.64,13.63,394.63,2015-11-02 07:30:00,,,,
176,11/2/2015,9.61,13.63,394.77,2015-11-02 07:45:00,,,,
177,11/2/2015,9.58,13.63,394.71,2015-11-02 08:00:00,,,,
178,11/2/2015,9.55,13.63,394.65,2015-11-02 08:15:00,,,,
179,11/2/2015,9.58,13.63,394.77,2015-11-02 08:30:00,,,,
180,11/2/2015,9.62,13.63,394.93,2015-11-02 08:45:00,,,,
181,11/2/2015,9.54,13.69,394.79,2015-11-02 09:00:00,,,,
182,11/2/2015,9.59,13.69,394.82,2015-11-02 09:15:00,,,,
183,11/2/2015,9.55,13.69,394.79,2015-11-02 09:30:00,,,,
184,11/2/2015,9.53,13.69,394.93,2015-11-02 09:45:00,,,,
185,11/2/2015,9.54,13.75,394.82,2015-11-02 10:00:00,,,,
186,11/2/2015,9.54,13.75,394.71,2015-11-02 10:15:00,,,,
187,11/2/2015,9.47,13.75,394.76,2015-11-02 10:30:00,,,,
188,11/2/2015,9.37,13.75,394.51,2015-11-02 10:45:00,,,,
189,11/2/2015,9.14,13.75,394.4,2015-11-02 11:00:00,,,,
190,11/2/2015,9.22,13.75,394.35,2015-11-02 11:15:00,,,,
191,11/2/2015,9.44,13.75,394.9,2015-11-02 11:30:00,,,,
192,11/2/2015,9.28,13.75,395.21,2015-11-02 11:45:00,,,,
193,11/2/2015,9.44,13.69,395.32,2015-11-02 12:00:00,,,,
194,11/2/2015,9.27,13.69,395.07,2015-11-02 12:15:00,,,,
195,11/2/2015,9.39,13.69,395.02,2015-11-02 12:30:00,,,,
196,11/2/2015,9.46,13.69,395.16,2015-11-02 12:45:00,,,,
197,11/2/2015,9.43,13.63,395.07,2015-11-02 13:00:00,,,,
198,11/2/2015,9.36,13.63,394.9,2015-11-02 13:15:00,,,,
199,11/2/2015,9.51,13.69,395.07,2015-11-02 13:30:00,,,,
200,11/2/2015,9.46,13.69,394.99,2015-11-02 13:45:00,,,,
201,11/2/2015,9.3,13.69,394.76,2015-11-02 14:00:00,,,,
202,11/2/2015,9.34,13.69,394.93,2015-11-02 14:15:00,,,,
203,11/2/2015,9.5,13.69,394.96,2015-11-02 14:30:00,,,,
