Advanced Calibration Data,,Cal Date,m2,m1,m0,b3,b2,b1,b0
,Block 0,unknown,0,-6.30E-05,1900-01-01 00:00:59,0,9.00E-06,4.55E-04,0.153439999
,Block 1,unknown,0,0,1900-01-00 00:00:00,0,0,0,100
,,,,,,,,,
,,,,,,,,,
Field Calibration Data,,m,b, Cal Date,,,,,
,Pressure,1,0,unknown,,,,,
,Temperature,1,0,unknown,,,,,
SensorSN,21309003,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,INW Smart Sensor,,,,,,,,
Session Name,FCR_Inf2_15min,,,,,,,,
# Records,14787,,,,,,,,
Sensor File,2/5/14 10:06,FCR_Inf2_15min_020514.a4d,,,,,,,
,,,,,,,,,
Barometric File,2/5/14 10:38,FCRBV2013_020514.a4d,,,,,,,
Barometric Factory Calibration Data,,m3,m2,m1,m0,b3,b2,b1,b0
,Block 0,38353,4.00E-06,-2.44E-04,1900-01-01 00:05:03,0,-7.20E-05,4.13E-03,3.70E-02
,Block 1,38353,0,0,1900-01-00 00:00:00,0,0,0,100
,,,,,,,,,
Barometric Field Calibration Data,,m,b,,,,,,
,Pressure,1,0,,,,,,
,Temperature,1,0,,,,,,
,,,,,,,,,
SensorSN,21204020,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,Barometric Pressure (2),,,,,,,,
Session Name,FCRBV2013,,,,,,,,
# Records, n/a,,,,,,,,
,,,,,,,,,
Statistical Data,,Pressure(in H2O),Temperature(degC),,,,,,
,Sensor Range,30 psia,,,,,,,
,Minimum,5.8,0.19,,,,,,
,Maximum,10.15,21.56,,,,,,
,Mean,7.02,9.11,,,,,,
,Variance,0.195,35.211,,,,,,
,Std Deviation,0.441,5.934,,,,,,
Rec #,Date/Time,Pressure(in H2O),Temperature(degC),SensorPressure(in H2O),Barometric Date/Time,,,,
1,9/4/13 10:21,6.09,16.94,391.99,2013-09-04 10:15:00,,,,
2,9/4/13 10:36,6.11,16.94,392.01,2013-09-04 10:30:00,,,,
3,9/4/13 10:51,6.11,17.06,392.04,2013-09-04 10:45:00,,,,
4,9/4/13 11:06,6.1,17.13,392.04,2013-09-04 11:00:00,,,,
5,9/4/13 11:21,6.05,17.19,391.99,2013-09-04 11:15:00,,,,
6,9/4/13 11:36,6.08,17.31,391.98,2013-09-04 11:30:00,,,,
7,9/4/13 11:51,6.03,17.38,391.93,2013-09-04 11:45:00,,,,
8,9/4/13 12:06,6.07,17.5,391.93,2013-09-04 12:00:00,,,,
9,9/4/13 12:21,6.04,17.63,391.87,2013-09-04 12:15:00,,,,
10,9/4/13 12:36,6.04,17.75,391.84,2013-09-04 12:30:00,,,,
11,9/4/13 12:51,6.06,17.81,391.82,2013-09-04 12:45:00,,,,
12,9/4/13 13:06,6.06,17.88,391.79,2013-09-04 13:00:00,,,,
13,9/4/13 13:21,6.02,17.94,391.73,2013-09-04 13:15:00,,,,
14,9/4/13 13:36,6.07,18.06,391.7,2013-09-04 13:30:00,,,,
15,9/4/13 13:51,6.06,18.19,391.68,2013-09-04 13:45:00,,,,
16,9/4/13 14:06,6.02,18.19,391.62,2013-09-04 14:00:00,,,,
17,9/4/13 14:21,5.98,18.31,391.56,2013-09-04 14:15:00,,,,
18,9/4/13 14:36,6.01,18.44,391.51,2013-09-04 14:30:00,,,,
19,9/4/13 14:51,6.04,18.5,391.48,2013-09-04 14:45:00,,,,
20,9/4/13 15:06,5.99,18.56,391.42,2013-09-04 15:00:00,,,,
21,9/4/13 15:21,5.96,18.56,391.37,2013-09-04 15:15:00,,,,
22,9/4/13 15:36,6.01,18.63,391.37,2013-09-04 15:30:00,,,,
23,9/4/13 15:51,5.97,18.69,391.31,2013-09-04 15:45:00,,,,
24,9/4/13 16:06,5.94,18.69,391.23,2013-09-04 16:00:00,,,,
25,9/4/13 16:21,6.05,18.75,391.28,2013-09-04 16:15:00,,,,
26,9/4/13 16:36,5.97,18.75,391.25,2013-09-04 16:30:00,,,,
27,9/4/13 16:51,5.93,18.75,391.2,2013-09-04 16:45:00,,,,
28,9/4/13 17:06,5.96,18.75,391.23,2013-09-04 17:00:00,,,,
29,9/4/13 17:21,5.91,18.69,391.2,2013-09-04 17:15:00,,,,
30,9/4/13 17:36,5.94,18.69,391.2,2013-09-04 17:30:00,,,,
31,9/4/13 17:51,5.94,18.63,391.2,2013-09-04 17:45:00,,,,
32,9/4/13 18:06,5.91,18.63,391.2,2013-09-04 18:00:00,,,,
33,9/4/13 18:21,5.96,18.56,391.23,2013-09-04 18:15:00,,,,
34,9/4/13 18:36,5.95,18.56,391.23,2013-09-04 18:30:00,,,,
35,9/4/13 18:51,5.95,18.5,391.26,2013-09-04 18:45:00,,,,
36,9/4/13 19:06,5.96,18.44,391.28,2013-09-04 19:00:00,,,,
37,9/4/13 19:21,5.96,18.38,391.31,2013-09-04 19:15:00,,,,
38,9/4/13 19:36,5.96,18.38,391.34,2013-09-04 19:30:00,,,,
39,9/4/13 19:51,5.96,18.31,391.37,2013-09-04 19:45:00,,,,
40,9/4/13 20:06,5.98,18.25,391.42,2013-09-04 20:00:00,,,,
41,9/4/13 20:21,5.95,18.19,391.45,2013-09-04 20:15:00,,,,
42,9/4/13 20:36,5.95,18.13,391.48,2013-09-04 20:30:00,,,,
43,9/4/13 20:51,5.97,18.06,391.54,2013-09-04 20:45:00,,,,
44,9/4/13 21:06,6.01,18,391.59,2013-09-04 21:00:00,,,,
45,9/4/13 21:21,5.98,17.94,391.65,2013-09-04 21:15:00,,,,
46,9/4/13 21:36,5.9,17.88,391.62,2013-09-04 21:30:00,,,,
47,9/4/13 21:51,6.03,17.88,391.73,2013-09-04 21:45:00,,,,
48,9/4/13 22:06,5.97,17.75,391.73,2013-09-04 22:00:00,,,,
49,9/4/13 22:21,5.97,17.75,391.79,2013-09-04 22:15:00,,,,
50,9/4/13 22:36,6,17.69,391.84,2013-09-04 22:30:00,,,,
51,9/4/13 22:51,5.97,17.63,391.87,2013-09-04 22:45:00,,,,
52,9/4/13 23:06,5.96,17.56,391.84,2013-09-04 23:00:00,,,,
53,9/4/13 23:21,6,17.56,391.9,2013-09-04 23:15:00,,,,
54,9/4/13 23:36,5.96,17.5,391.9,2013-09-04 23:30:00,,,,
55,9/4/13 23:51,5.99,17.5,391.93,2013-09-04 23:45:00,,,,
56,9/5/13 00:06,5.99,17.44,391.96,2013-09-05 00:00:00,,,,
57,9/5/13 00:21,5.94,17.44,391.9,2013-09-05 00:15:00,,,,
58,9/5/13 00:36,5.95,17.38,391.9,2013-09-05 00:30:00,,,,
59,9/5/13 00:51,5.98,17.38,391.93,2013-09-05 00:45:00,,,,
60,9/5/13 01:06,6.02,17.38,391.98,2013-09-05 01:00:00,,,,
61,9/5/13 01:21,5.98,17.31,391.96,2013-09-05 01:15:00,,,,
62,9/5/13 01:36,5.99,17.31,391.93,2013-09-05 01:30:00,,,,
63,9/5/13 01:51,5.99,17.25,391.9,2013-09-05 01:45:00,,,,
64,9/5/13 02:06,6.03,17.19,391.9,2013-09-05 02:00:00,,,,
65,9/5/13 02:21,5.98,17.19,391.87,2013-09-05 02:15:00,,,,
66,9/5/13 02:36,5.93,17.13,391.82,2013-09-05 02:30:00,,,,
67,9/5/13 02:51,5.94,17.13,391.73,2013-09-05 02:45:00,,,,
68,9/5/13 03:06,5.9,17.06,391.62,2013-09-05 03:00:00,,,,
69,9/5/13 03:21,6.05,17,391.68,2013-09-05 03:15:00,,,,
70,9/5/13 03:36,5.99,16.94,391.65,2013-09-05 03:30:00,,,,
71,9/5/13 03:51,6.05,16.94,391.65,2013-09-05 03:45:00,,,,
72,9/5/13 04:06,6.03,16.88,391.62,2013-09-05 04:00:00,,,,
73,9/5/13 04:21,6.08,16.88,391.65,2013-09-05 04:15:00,,,,
74,9/5/13 04:36,6.02,16.88,391.65,2013-09-05 04:30:00,,,,
75,9/5/13 04:51,6.05,16.81,391.68,2013-09-05 04:45:00,,,,
76,9/5/13 05:06,6.06,16.81,391.68,2013-09-05 05:00:00,,,,
77,9/5/13 05:21,6.08,16.75,391.71,2013-09-05 05:15:00,,,,
78,9/5/13 05:36,6.07,16.69,391.68,2013-09-05 05:30:00,,,,
79,9/5/13 05:51,6.09,16.69,391.68,2013-09-05 05:45:00,,,,
80,9/5/13 06:06,6.11,16.63,391.74,2013-09-05 06:00:00,,,,
81,9/5/13 06:21,6.18,16.63,391.76,2013-09-05 06:15:00,,,,
82,9/5/13 06:36,6.16,16.63,391.85,2013-09-05 06:30:00,,,,
83,9/5/13 06:51,6.04,16.56,391.85,2013-09-05 06:45:00,,,,
84,9/5/13 07:06,6.08,16.56,391.88,2013-09-05 07:00:00,,,,
85,9/5/13 07:21,6.15,16.5,391.93,2013-09-05 07:15:00,,,,
86,9/5/13 07:36,6.08,16.5,391.96,2013-09-05 07:30:00,,,,
87,9/5/13 07:51,6.08,16.5,391.99,2013-09-05 07:45:00,,,,
88,9/5/13 08:06,6.02,16.5,391.99,2013-09-05 08:00:00,,,,
89,9/5/13 08:21,6.02,16.5,391.99,2013-09-05 08:15:00,,,,
90,9/5/13 08:36,6.05,16.5,391.99,2013-09-05 08:30:00,,,,
91,9/5/13 08:51,6.03,16.56,391.99,2013-09-05 08:45:00,,,,
92,9/5/13 09:06,6.1,16.56,392.02,2013-09-05 09:00:00,,,,
93,9/5/13 09:21,6.08,16.56,392.02,2013-09-05 09:15:00,,,,
94,9/5/13 09:36,6.12,16.63,392.07,2013-09-05 09:30:00,,,,
95,9/5/13 09:51,6.13,16.63,392.13,2013-09-05 09:45:00,,,,
96,9/5/13 10:06,6.13,16.69,392.15,2013-09-05 10:00:00,,,,
97,9/5/13 10:21,6.06,16.81,392.15,2013-09-05 10:15:00,,,,
98,9/5/13 10:36,6.04,16.88,392.13,2013-09-05 10:30:00,,,,
99,9/5/13 10:51,6.13,16.94,392.18,2013-09-05 10:45:00,,,,
100,9/5/13 11:06,6.04,17,392.15,2013-09-05 11:00:00,,,,
101,9/5/13 11:21,6.04,17.13,392.13,2013-09-05 11:15:00,,,,
102,9/5/13 11:36,6.02,17.19,392.1,2013-09-05 11:30:00,,,,
103,9/5/13 11:51,6.05,17.31,392.1,2013-09-05 11:45:00,,,,
104,9/5/13 12:06,6.06,17.44,392.07,2013-09-05 12:00:00,,,,
105,9/5/13 12:21,6.03,17.5,392.01,2013-09-05 12:15:00,,,,
106,9/5/13 12:36,6.04,17.69,391.98,2013-09-05 12:30:00,,,,
107,9/5/13 12:51,6.05,17.81,391.93,2013-09-05 12:45:00,,,,
108,9/5/13 13:06,6.03,17.88,391.9,2013-09-05 13:00:00,,,,
109,9/5/13 13:21,5.99,18,391.84,2013-09-05 13:15:00,,,,
110,9/5/13 13:36,5.97,18.06,391.76,2013-09-05 13:30:00,,,,
111,9/5/13 13:51,5.98,18.19,391.73,2013-09-05 13:45:00,,,,
112,9/5/13 14:06,6,18.25,391.7,2013-09-05 14:00:00,,,,
113,9/5/13 14:21,6.03,18.38,391.67,2013-09-05 14:15:00,,,,
114,9/5/13 14:36,6.01,18.5,391.59,2013-09-05 14:30:00,,,,
115,9/5/13 14:51,5.96,18.56,391.51,2013-09-05 14:45:00,,,,
116,9/5/13 15:06,5.98,18.63,391.45,2013-09-05 15:00:00,,,,
117,9/5/13 15:21,6.05,18.69,391.39,2013-09-05 15:15:00,,,,
118,9/5/13 15:36,6,18.75,391.34,2013-09-05 15:30:00,,,,
119,9/5/13 15:51,6,18.75,391.31,2013-09-05 15:45:00,,,,
120,9/5/13 16:06,6.01,18.81,391.31,2013-09-05 16:00:00,,,,
121,9/5/13 16:21,5.98,18.81,391.31,2013-09-05 16:15:00,,,,
122,9/5/13 16:36,5.98,18.81,391.28,2013-09-05 16:30:00,,,,
123,9/5/13 16:51,5.98,18.81,391.25,2013-09-05 16:45:00,,,,
124,9/5/13 17:06,5.95,18.81,391.25,2013-09-05 17:00:00,,,,
125,9/5/13 17:21,5.93,18.81,391.25,2013-09-05 17:15:00,,,,
126,9/5/13 17:36,5.95,18.75,391.25,2013-09-05 17:30:00,,,,
127,9/5/13 17:51,6.01,18.69,391.31,2013-09-05 17:45:00,,,,
128,9/5/13 18:06,6.01,18.69,391.37,2013-09-05 18:00:00,,,,
129,9/5/13 18:21,5.9,18.63,391.31,2013-09-05 18:15:00,,,,
130,9/5/13 18:36,6.01,18.63,391.42,2013-09-05 18:30:00,,,,
131,9/5/13 18:51,5.89,18.56,391.37,2013-09-05 18:45:00,,,,
132,9/5/13 19:06,5.92,18.56,391.39,2013-09-05 19:00:00,,,,
133,9/5/13 19:21,5.88,18.5,391.37,2013-09-05 19:15:00,,,,
134,9/5/13 19:36,5.93,18.44,391.42,2013-09-05 19:30:00,,,,
135,9/5/13 19:51,6,18.38,391.56,2013-09-05 19:45:00,,,,
136,9/5/13 20:06,6,18.31,391.67,2013-09-05 20:00:00,,,,
137,9/5/13 20:21,5.95,18.25,391.7,2013-09-05 20:15:00,,,,
138,9/5/13 20:36,5.96,18.19,391.76,2013-09-05 20:30:00,,,,
139,9/5/13 20:51,5.91,18.19,391.76,2013-09-05 20:45:00,,,,
140,9/5/13 21:06,5.95,18.13,391.84,2013-09-05 21:00:00,,,,
141,9/5/13 21:21,5.94,18.06,391.87,2013-09-05 21:15:00,,,,
142,9/5/13 21:36,5.95,18,391.95,2013-09-05 21:30:00,,,,
143,9/5/13 21:51,6.01,17.94,392.04,2013-09-05 21:45:00,,,,
144,9/5/13 22:06,6.04,17.88,392.15,2013-09-05 22:00:00,,,,
145,9/5/13 22:21,5.98,17.88,392.18,2013-09-05 22:15:00,,,,
146,9/5/13 22:36,6.02,17.75,392.29,2013-09-05 22:30:00,,,,
147,9/5/13 22:51,5.96,17.75,392.32,2013-09-05 22:45:00,,,,
148,9/5/13 23:06,5.98,17.69,392.4,2013-09-05 23:00:00,,,,
149,9/5/13 23:21,5.93,17.63,392.4,2013-09-05 23:15:00,,,,
150,9/5/13 23:36,5.9,17.63,392.37,2013-09-05 23:30:00,,,,
151,9/5/13 23:51,5.92,17.56,392.35,2013-09-05 23:45:00,,,,
152,9/6/13 00:06,5.99,17.56,392.4,2013-09-06 00:00:00,,,,
153,9/6/13 00:21,5.96,17.5,392.43,2013-09-06 00:15:00,,,,
154,9/6/13 00:36,6,17.5,392.51,2013-09-06 00:30:00,,,,
155,9/6/13 00:51,5.89,17.44,392.46,2013-09-06 00:45:00,,,,
156,9/6/13 01:06,6.03,17.38,392.52,2013-09-06 01:00:00,,,,
157,9/6/13 01:21,5.99,17.38,392.43,2013-09-06 01:15:00,,,,
158,9/6/13 01:36,5.89,17.38,392.32,2013-09-06 01:30:00,,,,
159,9/6/13 01:51,6.02,17.38,392.38,2013-09-06 01:45:00,,,,
160,9/6/13 02:06,5.95,17.38,392.38,2013-09-06 02:00:00,,,,
161,9/6/13 02:21,5.92,17.38,392.35,2013-09-06 02:15:00,,,,
162,9/6/13 02:36,5.92,17.31,392.32,2013-09-06 02:30:00,,,,
163,9/6/13 02:51,5.92,17.25,392.26,2013-09-06 02:45:00,,,,
164,9/6/13 03:06,5.98,17.25,392.29,2013-09-06 03:00:00,,,,
165,9/6/13 03:21,5.99,17.19,392.38,2013-09-06 03:15:00,,,,
166,9/6/13 03:36,5.95,17.19,392.4,2013-09-06 03:30:00,,,,
167,9/6/13 03:51,5.98,17.13,392.43,2013-09-06 03:45:00,,,,
168,9/6/13 04:06,5.91,17.06,392.4,2013-09-06 04:00:00,,,,
169,9/6/13 04:21,5.95,17,392.43,2013-09-06 04:15:00,,,,
170,9/6/13 04:36,6,17,392.49,2013-09-06 04:30:00,,,,
171,9/6/13 04:51,5.97,16.94,392.52,2013-09-06 04:45:00,,,,
172,9/6/13 05:06,5.96,16.88,392.52,2013-09-06 05:00:00,,,,
173,9/6/13 05:21,6,16.88,392.57,2013-09-06 05:15:00,,,,
174,9/6/13 05:36,5.94,16.81,392.57,2013-09-06 05:30:00,,,,
175,9/6/13 05:51,5.97,16.75,392.63,2013-09-06 05:45:00,,,,
176,9/6/13 06:06,6.02,16.75,392.71,2013-09-06 06:00:00,,,,
177,9/6/13 06:21,6.06,16.75,392.82,2013-09-06 06:15:00,,,,
178,9/6/13 06:36,6,16.75,392.85,2013-09-06 06:30:00,,,,
179,9/6/13 06:51,6.02,16.69,392.88,2013-09-06 06:45:00,,,,
180,9/6/13 07:06,6.03,16.63,392.94,2013-09-06 07:00:00,,,,
181,9/6/13 07:21,6.03,16.63,392.99,2013-09-06 07:15:00,,,,
182,9/6/13 07:36,6.01,16.63,393.05,2013-09-06 07:30:00,,,,
183,9/6/13 07:51,5.98,16.63,393.05,2013-09-06 07:45:00,,,,
184,9/6/13 08:06,6.03,16.63,393.1,2013-09-06 08:00:00,,,,
185,9/6/13 08:21,5.98,16.63,393.13,2013-09-06 08:15:00,,,,
186,9/6/13 08:36,5.99,16.56,393.19,2013-09-06 08:30:00,,,,
187,9/6/13 08:51,5.99,16.63,393.19,2013-09-06 08:45:00,,,,
188,9/6/13 09:06,6,16.63,393.19,2013-09-06 09:00:00,,,,
