Advanced Calibration Data,,Cal Date,m2,m1,m0,b3,b2,b1,b0
,Block 0,unknown,0,-6.30E-05,1900-01-01 00:00:59,0,9.00E-06,4.55E-04,0.153439999
,Block 1,unknown,0,0,1900-01-00 00:00:00,0,0,0,100
,,,,,,,,,
,,,,,,,,,
Field Calibration Data,,m,b, Cal Date,,,,,
,Pressure,1,0,unknown,,,,,
,Temperature,1,0,unknown,,,,,
SensorSN,21309003,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,INW Smart Sensor,,,,,,,,
Session Name,FCR_inf_032316,,,,,,,,
# Records,2500,,,,,,,,
Sensor File,4/18/2016 13:36,FCR_inf_041816.a4d,,,,,,,
,,,,,,,,,
Barometric File,4/18/2016 14:19,FCRBV_041816.a4d,,,,,,,
Barometric Factory Calibration Data,,m3,m2,m1,m0,b3,b2,b1,b0
,Block 0,38353,4.00E-06,-2.44E-04,1900-01-01 00:05:03,0,-7.20E-05,4.13E-03,3.70E-02
,Block 1,38353,0,0,1900-01-00 00:00:00,0,0,0,100
,,,,,,,,,
Barometric Field Calibration Data,,m,b,,,,,,
,Pressure,1,0,,,,,,
,Temperature,1,0,,,,,,
,,,,,,,,,
SensorSN,21204020,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,Barometric Pressure (2),,,,,,,,
Session Name,FCRBV_032316,,,,,,,,
# Records, n/a,,,,,,,,
,,,,,,,,,
Statistical Data,,Pressure(in H2O),Temperature(degC),,,,,,
,Sensor Range,30 psia,,,,,,,
,Minimum,9.75,7.75,,,,,,
,Maximum,10.54,17.44,,,,,,
,Mean,10.03,11.77,,,,,,
,Variance,0.008,2.477,,,,,,
,Std Deviation,0.087,1.574,,,,,,
Rec #,Date/Time,Pressure(in H2O),Temperature(degC),SensorPressure(in H2O),Barometric Date/Time,,,,
1,3/23/2016,10.15,11.69,395.33,2016-03-23 12:45:00,,,,
2,3/23/2016,10.16,11.88,395.28,2016-03-23 13:00:00,,,,
3,3/23/2016,10.19,12.06,395.22,2016-03-23 13:15:00,,,,
4,3/23/2016,10.12,12.13,395.03,2016-03-23 13:30:00,,,,
5,3/23/2016,10.09,12.19,394.91,2016-03-23 13:45:00,,,,
6,3/23/2016,10.22,12.13,394.83,2016-03-23 14:00:00,,,,
7,3/23/2016,10.09,12.25,394.72,2016-03-23 14:15:00,,,,
8,3/23/2016,10.12,12.38,394.6,2016-03-23 14:30:00,,,,
9,3/23/2016,10.18,12.56,394.58,2016-03-23 14:45:00,,,,
10,3/23/2016,10.12,12.69,394.41,2016-03-23 15:00:00,,,,
11,3/23/2016,10.19,12.75,394.43,2016-03-23 15:15:00,,,,
12,3/23/2016,10.17,12.75,394.35,2016-03-23 15:30:00,,,,
13,3/23/2016,10.09,12.75,394.3,2016-03-23 15:45:00,,,,
14,3/23/2016,10.17,12.63,394.35,2016-03-23 16:00:00,,,,
15,3/23/2016,10.11,12.5,394.27,2016-03-23 16:15:00,,,,
16,3/23/2016,10.06,12.44,394.21,2016-03-23 16:30:00,,,,
17,3/23/2016,10.08,12.31,394.24,2016-03-23 16:45:00,,,,
18,3/23/2016,10.09,12.13,394.21,2016-03-23 17:00:00,,,,
19,3/23/2016,10.12,12,394.19,2016-03-23 17:15:00,,,,
20,3/23/2016,10.16,11.88,394.27,2016-03-23 17:30:00,,,,
21,3/23/2016,10.19,11.69,394.3,2016-03-23 17:45:00,,,,
22,3/23/2016,10.1,11.63,394.19,2016-03-23 18:00:00,,,,
23,3/23/2016,10.15,11.44,394.27,2016-03-23 18:15:00,,,,
24,3/23/2016,10.13,11.31,394.28,2016-03-23 18:30:00,,,,
25,3/23/2016,10.04,11.19,394.25,2016-03-23 18:45:00,,,,
26,3/23/2016,10.1,11.13,394.39,2016-03-23 19:00:00,,,,
27,3/23/2016,10.09,11,394.36,2016-03-23 19:15:00,,,,
28,3/23/2016,10.08,10.94,394.45,2016-03-23 19:30:00,,,,
29,3/23/2016,10.09,10.88,394.5,2016-03-23 19:45:00,,,,
30,3/23/2016,10.07,10.81,394.53,2016-03-23 20:00:00,,,,
31,3/23/2016,10.09,10.75,394.59,2016-03-23 20:15:00,,,,
32,3/23/2016,10.03,10.69,394.59,2016-03-23 20:30:00,,,,
33,3/23/2016,10.16,10.69,394.78,2016-03-23 20:45:00,,,,
34,3/23/2016,10,10.63,394.7,2016-03-23 21:00:00,,,,
35,3/23/2016,10.12,10.63,394.92,2016-03-23 21:15:00,,,,
36,3/23/2016,10.13,10.56,394.98,2016-03-23 21:30:00,,,,
37,3/23/2016,9.92,10.56,394.76,2016-03-23 21:45:00,,,,
38,3/23/2016,10.15,10.5,395.06,2016-03-23 22:00:00,,,,
39,3/23/2016,9.94,10.5,394.87,2016-03-23 22:15:00,,,,
40,3/23/2016,10.1,10.5,395.04,2016-03-23 22:30:00,,,,
41,3/23/2016,10.18,10.44,395.12,2016-03-23 22:45:00,,,,
42,3/23/2016,10.05,10.44,394.98,2016-03-23 23:00:00,,,,
43,3/23/2016,10.07,10.44,394.98,2016-03-23 23:15:00,,,,
44,3/23/2016,10.11,10.38,395.01,2016-03-23 23:30:00,,,,
45,3/23/2016,10.09,10.38,394.98,2016-03-23 23:45:00,,,,
46,3/24/2016,10.12,10.38,395.01,2016-03-24 00:00:00,,,,
47,3/24/2016,10.07,10.38,394.95,2016-03-24 00:15:00,,,,
48,3/24/2016,10.05,10.31,394.95,2016-03-24 00:30:00,,,,
49,3/24/2016,10.08,10.25,394.95,2016-03-24 00:45:00,,,,
50,3/24/2016,10.08,10.25,394.95,2016-03-24 01:00:00,,,,
51,3/24/2016,10.13,10.25,394.98,2016-03-24 01:15:00,,,,
52,3/24/2016,10.09,10.25,394.93,2016-03-24 01:30:00,,,,
53,3/24/2016,10.12,10.25,394.95,2016-03-24 01:45:00,,,,
54,3/24/2016,9.99,10.25,394.81,2016-03-24 02:00:00,,,,
55,3/24/2016,10.12,10.19,394.9,2016-03-24 02:15:00,,,,
56,3/24/2016,10.11,10.19,394.87,2016-03-24 02:30:00,,,,
57,3/24/2016,10.08,10.13,394.84,2016-03-24 02:45:00,,,,
58,3/24/2016,10.06,10.13,394.79,2016-03-24 03:00:00,,,,
59,3/24/2016,10.13,10.13,394.81,2016-03-24 03:15:00,,,,
60,3/24/2016,10.15,10.13,394.87,2016-03-24 03:30:00,,,,
61,3/24/2016,10.12,10.13,394.76,2016-03-24 03:45:00,,,,
62,3/24/2016,10.09,10.13,394.67,2016-03-24 04:00:00,,,,
63,3/24/2016,10.15,10.13,394.76,2016-03-24 04:15:00,,,,
64,3/24/2016,10.09,10.13,394.7,2016-03-24 04:30:00,,,,
65,3/24/2016,10.15,10.13,394.76,2016-03-24 04:45:00,,,,
66,3/24/2016,10.03,10.13,394.65,2016-03-24 05:00:00,,,,
67,3/24/2016,10.16,10.13,394.76,2016-03-24 05:15:00,,,,
68,3/24/2016,10.13,10.13,394.76,2016-03-24 05:30:00,,,,
69,3/24/2016,10.09,10.06,394.73,2016-03-24 05:45:00,,,,
70,3/24/2016,10.02,10.06,394.73,2016-03-24 06:00:00,,,,
71,3/24/2016,10.07,10,394.84,2016-03-24 06:15:00,,,,
72,3/24/2016,10.03,10,394.84,2016-03-24 06:30:00,,,,
73,3/24/2016,10.1,10,394.9,2016-03-24 06:45:00,,,,
74,3/24/2016,10.05,10,394.87,2016-03-24 07:00:00,,,,
75,3/24/2016,10.09,9.94,394.9,2016-03-24 07:15:00,,,,
76,3/24/2016,10.12,9.94,394.96,2016-03-24 07:30:00,,,,
77,3/24/2016,9.93,10,394.79,2016-03-24 07:45:00,,,,
78,3/24/2016,10.14,10,394.98,2016-03-24 08:00:00,,,,
79,3/24/2016,10.07,10.06,394.98,2016-03-24 08:15:00,,,,
80,3/24/2016,10.06,10.06,394.93,2016-03-24 08:30:00,,,,
81,3/24/2016,10.11,10.13,394.93,2016-03-24 08:45:00,,,,
82,3/24/2016,10.07,10.25,394.87,2016-03-24 09:00:00,,,,
83,3/24/2016,10.08,10.31,394.87,2016-03-24 09:15:00,,,,
84,3/24/2016,10.12,10.44,394.98,2016-03-24 09:30:00,,,,
85,3/24/2016,10.11,10.63,394.95,2016-03-24 09:45:00,,,,
86,3/24/2016,10.09,10.75,394.89,2016-03-24 10:00:00,,,,
87,3/24/2016,10.03,10.88,394.81,2016-03-24 10:15:00,,,,
88,3/24/2016,10.13,11,394.81,2016-03-24 10:30:00,,,,
89,3/24/2016,10.13,11.19,394.75,2016-03-24 10:45:00,,,,
90,3/24/2016,10.07,11.38,394.64,2016-03-24 11:00:00,,,,
91,3/24/2016,10.15,11.63,394.64,2016-03-24 11:15:00,,,,
92,3/24/2016,10.12,11.81,394.52,2016-03-24 11:30:00,,,,
93,3/24/2016,10.09,12.06,394.35,2016-03-24 11:45:00,,,,
94,3/24/2016,10.13,12.31,394.3,2016-03-24 12:00:00,,,,
95,3/24/2016,10.11,12.44,394.16,2016-03-24 12:15:00,,,,
96,3/24/2016,10.16,12.69,394.1,2016-03-24 12:30:00,,,,
97,3/24/2016,10.1,12.88,393.99,2016-03-24 12:45:00,,,,
98,3/24/2016,10.16,13.06,393.79,2016-03-24 13:00:00,,,,
99,3/24/2016,10.2,13.25,393.71,2016-03-24 13:15:00,,,,
100,3/24/2016,10.14,13.44,393.57,2016-03-24 13:30:00,,,,
101,3/24/2016,10.11,13.56,393.34,2016-03-24 13:45:00,,,,
102,3/24/2016,10.11,13.69,393.26,2016-03-24 14:00:00,,,,
103,3/24/2016,10.16,13.81,393.17,2016-03-24 14:15:00,,,,
104,3/24/2016,10.22,13.94,393,2016-03-24 14:30:00,,,,
105,3/24/2016,10.13,14,392.81,2016-03-24 14:45:00,,,,
106,3/24/2016,10.1,14,392.75,2016-03-24 15:00:00,,,,
107,3/24/2016,10.11,14,392.67,2016-03-24 15:15:00,,,,
108,3/24/2016,10.15,13.88,392.53,2016-03-24 15:30:00,,,,
109,3/24/2016,10.13,13.81,392.45,2016-03-24 15:45:00,,,,
110,3/24/2016,10.04,13.75,392.28,2016-03-24 16:00:00,,,,
111,3/24/2016,10.18,13.63,392.25,2016-03-24 16:15:00,,,,
112,3/24/2016,10.13,13.56,392.17,2016-03-24 16:30:00,,,,
113,3/24/2016,10.03,13.38,392,2016-03-24 16:45:00,,,,
114,3/24/2016,10.2,13.25,392.06,2016-03-24 17:00:00,,,,
115,3/24/2016,10.16,13.06,391.81,2016-03-24 17:15:00,,,,
116,3/24/2016,10.17,12.94,391.84,2016-03-24 17:30:00,,,,
117,3/24/2016,10.12,12.81,391.73,2016-03-24 17:45:00,,,,
118,3/24/2016,10.12,12.63,391.64,2016-03-24 18:00:00,,,,
119,3/24/2016,10.09,12.5,391.81,2016-03-24 18:15:00,,,,
120,3/24/2016,10.07,12.38,391.9,2016-03-24 18:30:00,,,,
121,3/24/2016,10.05,12.31,391.84,2016-03-24 18:45:00,,,,
122,3/24/2016,10.11,12.25,391.81,2016-03-24 19:00:00,,,,
123,3/24/2016,10.07,12.19,391.81,2016-03-24 19:15:00,,,,
124,3/24/2016,10.1,12.13,391.95,2016-03-24 19:30:00,,,,
125,3/24/2016,10.15,12.13,392.04,2016-03-24 19:45:00,,,,
126,3/24/2016,10.11,12.06,392.12,2016-03-24 20:00:00,,,,
127,3/24/2016,10.11,12.06,392.12,2016-03-24 20:15:00,,,,
128,3/24/2016,10.07,12,392.12,2016-03-24 20:30:00,,,,
129,3/24/2016,10.07,12,392.12,2016-03-24 20:45:00,,,,
130,3/24/2016,10.12,12,392.09,2016-03-24 21:00:00,,,,
131,3/24/2016,10.05,12,392.01,2016-03-24 21:15:00,,,,
132,3/24/2016,10.09,11.94,391.93,2016-03-24 21:30:00,,,,
133,3/24/2016,10.08,11.94,391.81,2016-03-24 21:45:00,,,,
134,3/24/2016,10.11,11.94,391.76,2016-03-24 22:00:00,,,,
135,3/24/2016,10.07,11.88,391.59,2016-03-24 22:15:00,,,,
136,3/24/2016,10.01,11.88,391.51,2016-03-24 22:30:00,,,,
137,3/24/2016,10.07,11.81,391.48,2016-03-24 22:45:00,,,,
138,3/24/2016,10.04,11.88,391.4,2016-03-24 23:00:00,,,,
139,3/24/2016,10.08,11.88,391.4,2016-03-24 23:15:00,,,,
140,3/24/2016,10.12,11.88,391.45,2016-03-24 23:30:00,,,,
141,3/24/2016,10.04,11.88,391.37,2016-03-24 23:45:00,,,,
142,3/25/2016,9.97,11.88,391.17,2016-03-25 00:00:00,,,,
143,3/25/2016,10.05,11.94,391.23,2016-03-25 00:15:00,,,,
144,3/25/2016,10.05,11.94,391.23,2016-03-25 00:30:00,,,,
145,3/25/2016,10.05,11.94,391.2,2016-03-25 00:45:00,,,,
146,3/25/2016,10.08,11.94,391.17,2016-03-25 01:00:00,,,,
147,3/25/2016,10.05,12,391.09,2016-03-25 01:15:00,,,,
148,3/25/2016,10.09,12,391.17,2016-03-25 01:30:00,,,,
149,3/25/2016,10.1,11.94,391.06,2016-03-25 01:45:00,,,,
150,3/25/2016,10.17,11.94,391.12,2016-03-25 02:00:00,,,,
151,3/25/2016,10.08,11.94,390.98,2016-03-25 02:15:00,,,,
152,3/25/2016,10.06,11.94,390.86,2016-03-25 02:30:00,,,,
153,3/25/2016,10.06,11.94,390.84,2016-03-25 02:45:00,,,,
154,3/25/2016,9.97,11.94,390.7,2016-03-25 03:00:00,,,,
155,3/25/2016,10.09,11.94,390.78,2016-03-25 03:15:00,,,,
156,3/25/2016,10.04,11.94,390.72,2016-03-25 03:30:00,,,,
157,3/25/2016,10.06,12,390.7,2016-03-25 03:45:00,,,,
158,3/25/2016,10.03,11.94,390.67,2016-03-25 04:00:00,,,,
159,3/25/2016,10.03,11.94,390.64,2016-03-25 04:15:00,,,,
160,3/25/2016,9.98,11.94,390.58,2016-03-25 04:30:00,,,,
161,3/25/2016,10.09,11.94,390.81,2016-03-25 04:45:00,,,,
162,3/25/2016,10.15,11.94,390.84,2016-03-25 05:00:00,,,,
163,3/25/2016,10.02,11.94,390.72,2016-03-25 05:15:00,,,,
164,3/25/2016,10.04,11.94,390.64,2016-03-25 05:30:00,,,,
165,3/25/2016,10.05,11.94,390.7,2016-03-25 05:45:00,,,,
166,3/25/2016,10.01,11.88,390.7,2016-03-25 06:00:00,,,,
167,3/25/2016,10.04,11.88,390.86,2016-03-25 06:15:00,,,,
168,3/25/2016,9.96,11.81,390.84,2016-03-25 06:30:00,,,,
169,3/25/2016,10,11.81,390.86,2016-03-25 06:45:00,,,,
170,3/25/2016,9.99,11.88,390.92,2016-03-25 07:00:00,,,,
171,3/25/2016,10.06,11.88,391,2016-03-25 07:15:00,,,,
172,3/25/2016,10.04,11.88,391.06,2016-03-25 07:30:00,,,,
173,3/25/2016,10.09,11.88,391.2,2016-03-25 07:45:00,,,,
174,3/25/2016,10.17,11.88,391.45,2016-03-25 08:00:00,,,,
175,3/25/2016,10.02,11.88,391.48,2016-03-25 08:15:00,,,,
176,3/25/2016,10.05,11.88,391.62,2016-03-25 08:30:00,,,,
177,3/25/2016,10.03,11.94,391.62,2016-03-25 08:45:00,,,,
178,3/25/2016,10.1,11.94,391.76,2016-03-25 09:00:00,,,,
179,3/25/2016,10,12,391.65,2016-03-25 09:15:00,,,,
180,3/25/2016,10.08,12.13,391.76,2016-03-25 09:30:00,,,,
181,3/25/2016,9.94,12.13,391.7,2016-03-25 09:45:00,,,,
182,3/25/2016,9.92,12.19,391.76,2016-03-25 10:00:00,,,,
183,3/25/2016,10.11,12.25,392.01,2016-03-25 10:15:00,,,,
184,3/25/2016,10.08,12.44,391.98,2016-03-25 10:30:00,,,,
185,3/25/2016,10.07,12.56,391.98,2016-03-25 10:45:00,,,,
186,3/25/2016,10,12.75,391.98,2016-03-25 11:00:00,,,,
187,3/25/2016,10.05,12.94,392.03,2016-03-25 11:15:00,,,,
188,3/25/2016,10.05,13.13,392.2,2016-03-25 11:30:00,,,,
189,3/25/2016,10.06,13.19,392.34,2016-03-25 11:45:00,,,,
190,3/25/2016,10.16,13.31,392.48,2016-03-25 12:00:00,,,,
191,3/25/2016,10.02,13.38,392.48,2016-03-25 12:15:00,,,,
192,3/25/2016,10.09,13.31,392.62,2016-03-25 12:30:00,,,,
193,3/25/2016,10.14,13.5,392.59,2016-03-25 12:45:00,,,,
194,3/25/2016,10.1,13.69,392.53,2016-03-25 13:00:00,,,,
195,3/25/2016,10.04,13.75,392.53,2016-03-25 13:15:00,,,,
196,3/25/2016,9.89,13.88,392.33,2016-03-25 13:30:00,,,,
197,3/25/2016,10.1,14,392.47,2016-03-25 13:45:00,,,,
198,3/25/2016,10.04,14.19,392.42,2016-03-25 14:00:00,,,,
199,3/25/2016,10.07,14.38,392.42,2016-03-25 14:15:00,,,,
200,3/25/2016,10.08,14.5,392.47,2016-03-25 14:30:00,,,,
201,3/25/2016,9.94,14.56,392.27,2016-03-25 14:45:00,,,,
202,3/25/2016,10.11,14.5,392.41,2016-03-25 15:00:00,,,,
203,3/25/2016,9.96,14.44,392.36,2016-03-25 15:15:00,,,,
204,3/25/2016,10.1,14.38,392.36,2016-03-25 15:30:00,,,,
