Advanced Calibration Data,,Cal Date,m2,m1,m0,b3,b2,b1,b0
,Block 0,unknown,0,-6.30E-05,1.000679016,0,9.00E-06,4.55E-04,0.153439999
,Block 1,unknown,0,0,0,0,0,0,100
,,,,,,,,,
,,,,,,,,,
Field Calibration Data,,m,b, Cal Date,,,,,
,Pressure,1,0,unknown,,,,,
,Temperature,1,0,unknown,,,,,
SensorSN,21309003,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,INW Smart Sensor,,,,,,,,
Session Name,FCR_inf_15min,,,,,,,,
# Records,6624,,,,,,,,
Sensor File,6/8/15 10:52,FCR_inf_15min_060815.a4d,,,,,,,
,,,,,,,,,
Barometric File,6/8/15 12:28,FCRBV_060815.a4d,,,,,,,
Barometric Factory Calibration Data,,m3,m2,m1,m0,b3,b2,b1,b0
,Block 0,38353,4.00E-06,-2.44E-04,1.003511906,0,-7.20E-05,4.13E-03,3.70E-02
,Block 1,38353,0,0,0,0,0,0,100
,,,,,,,,,
Barometric Field Calibration Data,,m,b,,,,,,
,Pressure,1,0,,,,,,
,Temperature,1,0,,,,,,
,,,,,,,,,
SensorSN,21204020,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,Barometric Pressure (2),,,,,,,,
Session Name,FCRBV,,,,,,,,
# Records, n/a,,,,,,,,
,,,,,,,,,
Statistical Data,,Pressure(in H2O),Temperature(degC),,,,,,
,Sensor Range,30 psia,,,,,,,
,Minimum,5.97,7.75,,,,,,
,Maximum,12.94,22.81,,,,,,
,Mean,8.97,16.72,,,,,,
,Variance,0.641,13.526,,,,,,
,Std Deviation,0.801,3.678,,,,,,
Rec #,Date/Time,Pressure(in H2O),Temperature(degC),SensorPressure(in H2O),Barometric Date/Time,,,,
1,3/31/15,11.33,8.75,392.37,3/31/15 14:00,,,,
2,3/31/15,11.22,9,392.25,3/31/15 14:00,,,,
3,3/31/15,11.02,9.25,392.05,3/31/15 14:00,,,,
4,3/31/15,10.82,9.56,391.86,3/31/15 14:00,,,,
5,3/31/15,10.76,9.81,391.8,3/31/15 14:00,,,,
6,3/31/15,10.59,10.13,391.63,3/31/15 14:00,,,,
7,3/31/15,10.45,10.25,391.49,3/31/15 14:00,,,,
8,3/31/15,10.23,10.31,391.27,3/31/15 14:00,,,,
9,3/31/15,10.12,10.38,391.15,3/31/15 14:00,,,,
10,3/31/15,10.03,10.5,391.07,3/31/15 14:00,,,,
11,3/31/15,9.84,10.5,390.87,3/31/15 14:00,,,,
12,3/31/15,9.53,10.69,390.56,3/31/15 14:00,,,,
13,3/31/15,9.44,10.94,390.48,3/31/15 14:00,,,,
14,3/31/15,9.58,11.13,390.31,3/31/15 14:15,,,,
15,3/31/15,9.61,11.31,390.17,3/31/15 14:30,,,,
16,3/31/15,9.57,11.44,390,3/31/15 14:45,,,,
17,3/31/15,9.51,11.56,389.86,3/31/15 15:00,,,,
18,3/31/15,9.58,11.63,389.75,3/31/15 15:15,,,,
19,3/31/15,9.44,11.69,389.52,3/31/15 15:30,,,,
20,3/31/15,9.45,11.63,389.55,3/31/15 15:45,,,,
21,3/31/15,9.47,11.56,389.39,3/31/15 16:00,,,,
22,3/31/15,9.54,11.56,389.3,3/31/15 16:15,,,,
23,3/31/15,9.48,11.56,389.25,3/31/15 16:30,,,,
24,3/31/15,9.66,11.44,389.27,3/31/15 16:45,,,,
25,3/31/15,9.52,11.31,389.11,3/31/15 17:00,,,,
26,3/31/15,9.41,11.25,389.05,3/31/15 17:15,,,,
27,3/31/15,9.65,11.19,389.02,3/31/15 17:30,,,,
28,3/31/15,9.56,11,389,3/31/15 17:45,,,,
29,3/31/15,9.36,10.88,389.03,3/31/15 18:00,,,,
30,3/31/15,9.5,10.75,389.14,3/31/15 18:15,,,,
31,3/31/15,9.36,10.63,389.14,3/31/15 18:30,,,,
32,3/31/15,9.5,10.44,389.28,3/31/15 18:45,,,,
33,3/31/15,9.58,10.25,389.28,3/31/15 19:00,,,,
34,3/31/15,9.49,10.19,389.34,3/31/15 19:15,,,,
35,3/31/15,9.4,10.13,389.39,3/31/15 19:30,,,,
36,3/31/15,9.49,10.13,389.51,3/31/15 19:45,,,,
37,3/31/15,9.33,10.06,389.59,3/31/15 20:00,,,,
38,3/31/15,9.45,10,389.79,3/31/15 20:15,,,,
39,3/31/15,9.39,10,389.84,3/31/15 20:30,,,,
40,3/31/15,9.41,9.94,389.95,3/31/15 20:45,,,,
41,3/31/15,9.54,9.88,390.15,3/31/15 21:00,,,,
42,3/31/15,9.52,9.75,390.38,3/31/15 21:15,,,,
43,3/31/15,9.36,9.69,390.46,3/31/15 21:30,,,,
44,3/31/15,9.4,9.56,390.68,3/31/15 21:45,,,,
45,3/31/15,9.48,9.44,390.94,3/31/15 22:00,,,,
46,3/31/15,9.44,9.31,391.08,3/31/15 22:15,,,,
47,3/31/15,9.43,9.31,391.13,3/31/15 22:30,,,,
48,3/31/15,9.37,9.25,391.1,3/31/15 22:45,,,,
49,3/31/15,9.37,9.19,391.16,3/31/15 23:00,,,,
50,3/31/15,9.46,9.13,391.3,3/31/15 23:15,,,,
51,3/31/15,9.39,9.06,391.36,3/31/15 23:30,,,,
52,3/31/15,9.46,9,391.5,3/31/15 23:45,,,,
53,4/1/15,9.44,9,391.53,4/1/15 0:00,,,,
54,4/1/15,9.48,8.94,391.58,4/1/15 0:15,,,,
55,4/1/15,9.46,8.94,391.64,4/1/15 0:30,,,,
56,4/1/15,9.41,8.88,391.61,4/1/15 0:45,,,,
57,4/1/15,9.35,8.88,391.61,4/1/15 1:00,,,,
58,4/1/15,9.4,8.81,391.75,4/1/15 1:15,,,,
59,4/1/15,9.39,8.75,391.86,4/1/15 1:30,,,,
60,4/1/15,9.38,8.69,391.98,4/1/15 1:45,,,,
61,4/1/15,9.4,8.63,392.06,4/1/15 2:00,,,,
62,4/1/15,9.39,8.56,392.14,4/1/15 2:15,,,,
63,4/1/15,9.4,8.56,392.17,4/1/15 2:30,,,,
64,4/1/15,9.41,8.5,392.23,4/1/15 2:45,,,,
65,4/1/15,9.44,8.44,392.28,4/1/15 3:00,,,,
66,4/1/15,9.35,8.44,392.26,4/1/15 3:15,,,,
67,4/1/15,9.38,8.38,392.34,4/1/15 3:30,,,,
68,4/1/15,9.3,8.31,392.37,4/1/15 3:45,,,,
69,4/1/15,9.33,8.25,392.45,4/1/15 4:00,,,,
70,4/1/15,9.32,8.25,392.59,4/1/15 4:15,,,,
71,4/1/15,9.37,8.19,392.82,4/1/15 4:30,,,,
72,4/1/15,9.37,8.13,392.87,4/1/15 4:45,,,,
73,4/1/15,9.39,8.13,393.01,4/1/15 5:00,,,,
74,4/1/15,9.42,8,393.07,4/1/15 5:15,,,,
75,4/1/15,9.43,8,393.24,4/1/15 5:30,,,,
76,4/1/15,9.39,7.94,393.29,4/1/15 5:45,,,,
77,4/1/15,9.38,7.88,393.43,4/1/15 6:00,,,,
78,4/1/15,9.4,7.88,393.55,4/1/15 6:15,,,,
79,4/1/15,9.45,7.81,393.63,4/1/15 6:30,,,,
80,4/1/15,9.39,7.81,393.71,4/1/15 6:45,,,,
81,4/1/15,9.44,7.75,393.85,4/1/15 7:00,,,,
82,4/1/15,9.4,7.75,393.94,4/1/15 7:15,,,,
83,4/1/15,9.39,7.75,394.08,4/1/15 7:30,,,,
84,4/1/15,9.41,7.75,394.16,4/1/15 7:45,,,,
85,4/1/15,9.41,7.75,394.19,4/1/15 8:00,,,,
86,4/1/15,9.38,7.75,394.25,4/1/15 8:15,,,,
87,4/1/15,9.44,7.81,394.36,4/1/15 8:30,,,,
88,4/1/15,9.36,7.88,394.36,4/1/15 8:45,,,,
89,4/1/15,9.34,7.94,394.44,4/1/15 9:00,,,,
90,4/1/15,9.32,8,394.44,4/1/15 9:15,,,,
91,4/1/15,9.28,8.13,394.52,4/1/15 9:30,,,,
92,4/1/15,9.27,8.25,394.6,4/1/15 9:45,,,,
93,4/1/15,9.28,8.38,394.69,4/1/15 10:00,,,,
94,4/1/15,9.27,8.5,394.74,4/1/15 10:15,,,,
95,4/1/15,9.35,8.69,394.85,4/1/15 10:30,,,,
96,4/1/15,9.3,8.94,394.88,4/1/15 10:45,,,,
97,4/1/15,9.3,9.13,394.96,4/1/15 11:00,,,,
98,4/1/15,9.26,9.38,395.02,4/1/15 11:15,,,,
99,4/1/15,9.27,9.63,395.01,4/1/15 11:30,,,,
100,4/1/15,9.33,9.88,395.01,4/1/15 11:45,,,,
101,4/1/15,9.25,10.13,394.95,4/1/15 12:00,,,,
102,4/1/15,9.3,10.31,394.87,4/1/15 12:15,,,,
103,4/1/15,9.24,10.56,394.84,4/1/15 12:30,,,,
104,4/1/15,9.34,10.81,394.81,4/1/15 12:45,,,,
105,4/1/15,9.29,11.06,394.72,4/1/15 13:00,,,,
106,4/1/15,9.28,11.25,394.7,4/1/15 13:15,,,,
107,4/1/15,9.21,11.38,394.61,4/1/15 13:30,,,,
108,4/1/15,9.25,11.56,394.55,4/1/15 13:45,,,,
109,4/1/15,9.29,11.69,394.58,4/1/15 14:00,,,,
110,4/1/15,9.16,11.88,394.52,4/1/15 14:15,,,,
111,4/1/15,9.25,12,394.52,4/1/15 14:30,,,,
112,4/1/15,9.31,12.13,394.52,4/1/15 14:45,,,,
113,4/1/15,9.26,12.19,394.49,4/1/15 15:00,,,,
114,4/1/15,9.17,12.25,394.35,4/1/15 15:15,,,,
115,4/1/15,9.15,12.25,394.3,4/1/15 15:30,,,,
116,4/1/15,9.15,12.25,394.38,4/1/15 15:45,,,,
117,4/1/15,9.19,12.19,394.44,4/1/15 16:00,,,,
118,4/1/15,9.3,12.06,394.52,4/1/15 16:15,,,,
119,4/1/15,9.21,12,394.52,4/1/15 16:30,,,,
120,4/1/15,9.13,11.88,394.41,4/1/15 16:45,,,,
121,4/1/15,9.1,11.69,394.36,4/1/15 17:00,,,,
122,4/1/15,9.16,11.56,394.41,4/1/15 17:15,,,,
123,4/1/15,9.2,11.38,394.53,4/1/15 17:30,,,,
124,4/1/15,9.1,11.19,394.44,4/1/15 17:45,,,,
125,4/1/15,9.16,11.06,394.56,4/1/15 18:00,,,,
