Advanced Calibration Data,,Cal Date,m2,m1,m0,b3,b2,b1,b0
,Block 0,unknown,0,-6.30E-05,1.000679016,0,9.00E-06,4.55E-04,0.153439999
,Block 1,unknown,0,0,0,0,0,0,100
,,,,,,,,,
,,,,,,,,,
Field Calibration Data,,m,b, Cal Date,,,,,
,Pressure,1,0,unknown,,,,,
,Temperature,1,0,unknown,,,,,
SensorSN,21309003,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,INW Smart Sensor,,,,,,,,
Session Name,FCR_inf_041816,,,,,,,,
# Records,4971,,,,,,,,
Sensor File,6/9/16 8:56,FCR_inf_15min_060916.a4d,,,,,,,
,,,,,,,,,
Barometric File,6/9/16 9:16,FCRBV_060916.a4d,,,,,,,
Barometric Factory Calibration Data,,m3,m2,m1,m0,b3,b2,b1,b0
,Block 0,38353,4.00E-06,-2.44E-04,1.003511906,0,-7.20E-05,4.13E-03,3.70E-02
,Block 1,38353,0,0,0,0,0,0,100
,,,,,,,,,
Barometric Field Calibration Data,,m,b,,,,,,
,Pressure,1,0,,,,,,
,Temperature,1,0,,,,,,
,,,,,,,,,
SensorSN,21204020,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,Barometric Pressure (2),,,,,,,,
Session Name,FCRBV_041816,,,,,,,,
# Records, n/a,,,,,,,,
,,,,,,,,,
Statistical Data,,Pressure(in H2O),Temperature(degC),,,,,,
,Sensor Range,30 psia,,,,,,,
,Minimum,11.88,14.25,,,,,,
,Maximum,15.47,23.88,,,,,,
,Mean,13.53,18.13,,,,,,
,Variance,0.194,6.238,,,,,,
,Std Deviation,0.44,2.498,,,,,,
Rec #,Date/Time,Pressure(in H2O),Temperature(degC),SensorPressure(in H2O),Barometric Date/Time,,,,
1,4/18/16,9.98,17.88,401.34,4/18/16 14:30,,,,
2,4/18/16,9.93,17.94,401.28,4/18/16 14:30,,,,
3,4/18/16,9.96,18,401.2,4/18/16 14:45,,,,
4,4/18/16,9.94,18.06,401.06,4/18/16 15:00,,,,
5,4/18/16,9.93,18,400.97,4/18/16 15:15,,,,
6,4/18/16,9.95,17.94,400.89,4/18/16 15:30,,,,
7,4/18/16,9.93,17.81,400.81,4/18/16 15:45,,,,
8,4/18/16,9.85,17.75,400.61,4/18/16 16:00,,,,
9,4/18/16,9.75,17.69,400.5,4/18/16 16:15,,,,
10,4/18/16,9.92,17.56,400.64,4/18/16 16:30,,,,
11,4/18/16,9.9,17.5,400.61,4/18/16 16:45,,,,
12,4/18/16,9.86,17.38,400.53,4/18/16 17:00,,,,
13,4/18/16,9.83,17.25,400.45,4/18/16 17:15,,,,
14,4/18/16,9.82,17.13,400.36,4/18/16 17:30,,,,
15,4/18/16,9.86,17,400.39,4/18/16 17:45,,,,
16,4/18/16,9.82,16.94,400.34,4/18/16 18:00,,,,
17,4/18/16,9.83,16.88,400.31,4/18/16 18:15,,,,
18,4/18/16,9.91,16.75,400.34,4/18/16 18:30,,,,
19,4/18/16,9.82,16.63,400.23,4/18/16 18:45,,,,
20,4/18/16,9.79,16.5,400.25,4/18/16 19:00,,,,
21,4/18/16,9.84,16.38,400.31,4/18/16 19:15,,,,
22,4/18/16,9.83,16.25,400.31,4/18/16 19:30,,,,
23,4/18/16,9.79,16.19,400.34,4/18/16 19:45,,,,
24,4/18/16,9.76,16.06,400.37,4/18/16 20:00,,,,
25,4/18/16,9.77,16,400.42,4/18/16 20:15,,,,
26,4/18/16,9.77,15.94,400.48,4/18/16 20:30,,,,
27,4/18/16,9.74,15.88,400.48,4/18/16 20:45,,,,
28,4/18/16,9.79,15.81,400.54,4/18/16 21:00,,,,
29,4/18/16,9.76,15.75,400.54,4/18/16 21:15,,,,
30,4/18/16,9.78,15.69,400.54,4/18/16 21:30,,,,
31,4/18/16,9.78,15.63,400.51,4/18/16 21:45,,,,
32,4/18/16,9.72,15.63,400.45,4/18/16 22:00,,,,
33,4/18/16,9.75,15.56,400.51,4/18/16 22:15,,,,
34,4/18/16,9.78,15.56,400.51,4/18/16 22:30,,,,
35,4/18/16,9.77,15.5,400.4,4/18/16 22:45,,,,
36,4/18/16,9.77,15.5,400.37,4/18/16 23:00,,,,
37,4/18/16,9.74,15.44,400.34,4/18/16 23:15,,,,
38,4/18/16,9.79,15.44,400.37,4/18/16 23:30,,,,
39,4/18/16,9.62,15.44,400.17,4/18/16 23:45,,,,
40,4/19/16,9.8,15.38,400.31,4/19/16 0:00,,,,
41,4/19/16,9.76,15.38,400.29,4/19/16 0:15,,,,
42,4/19/16,9.73,15.25,400.23,4/19/16 0:30,,,,
43,4/19/16,9.76,15.25,400.26,4/19/16 0:45,,,,
44,4/19/16,9.76,15.19,400.26,4/19/16 1:00,,,,
45,4/19/16,9.77,15.13,400.23,4/19/16 1:15,,,,
46,4/19/16,9.72,15.13,400.18,4/19/16 1:30,,,,
47,4/19/16,9.57,15.06,399.95,4/19/16 1:45,,,,
48,4/19/16,9.78,15.06,400.12,4/19/16 2:00,,,,
49,4/19/16,9.73,15,400.06,4/19/16 2:15,,,,
50,4/19/16,9.74,15,400.04,4/19/16 2:30,,,,
51,4/19/16,9.77,14.94,400.07,4/19/16 2:45,,,,
52,4/19/16,9.76,14.94,400.07,4/19/16 3:00,,,,
53,4/19/16,9.66,14.94,399.95,4/19/16 3:15,,,,
54,4/19/16,9.75,14.88,400.04,4/19/16 3:30,,,,
55,4/19/16,9.77,14.81,400.04,4/19/16 3:45,,,,
56,4/19/16,9.77,14.81,400.01,4/19/16 4:00,,,,
57,4/19/16,9.74,14.81,399.98,4/19/16 4:15,,,,
58,4/19/16,9.73,14.75,399.98,4/19/16 4:30,,,,
59,4/19/16,9.76,14.75,400.01,4/19/16 4:45,,,,
60,4/19/16,9.69,14.75,399.93,4/19/16 5:00,,,,
61,4/19/16,9.78,14.69,400.01,4/19/16 5:15,,,,
62,4/19/16,9.71,14.69,400.04,4/19/16 5:30,,,,
63,4/19/16,9.68,14.69,400.04,4/19/16 5:45,,,,
64,4/19/16,9.77,14.63,400.18,4/19/16 6:00,,,,
65,4/19/16,9.67,14.56,400.04,4/19/16 6:15,,,,
66,4/19/16,9.67,14.56,400.07,4/19/16 6:30,,,,
67,4/19/16,9.64,14.56,400.15,4/19/16 6:45,,,,
68,4/19/16,9.74,14.56,400.23,4/19/16 7:00,,,,
69,4/19/16,9.74,14.56,400.29,4/19/16 7:15,,,,
70,4/19/16,9.69,14.56,400.29,4/19/16 7:30,,,,
71,4/19/16,9.71,14.63,400.32,4/19/16 7:45,,,,
72,4/19/16,9.73,14.69,400.35,4/19/16 8:00,,,,
73,4/19/16,9.71,14.69,400.32,4/19/16 8:15,,,,
74,4/19/16,9.64,14.81,400.21,4/19/16 8:30,,,,
75,4/19/16,9.7,14.88,400.26,4/19/16 8:45,,,,
76,4/19/16,9.8,15,400.29,4/19/16 9:00,,,,
77,4/19/16,9.63,15.13,400.15,4/19/16 9:15,,,,
78,4/19/16,9.7,15.31,400.2,4/19/16 9:30,,,,
79,4/19/16,9.77,15.44,400.29,4/19/16 9:45,,,,
80,4/19/16,9.77,15.63,400.23,4/19/16 10:00,,,,
81,4/19/16,9.82,15.81,400.2,4/19/16 10:15,,,,
82,4/19/16,9.72,15.94,400.12,4/19/16 10:30,,,,
83,4/19/16,9.85,16.06,400.2,4/19/16 10:45,,,,
84,4/19/16,9.69,16.31,399.98,4/19/16 11:00,,,,
85,4/19/16,9.83,16.5,399.97,4/19/16 11:15,,,,
86,4/19/16,9.96,16.69,399.97,4/19/16 11:30,,,,
87,4/19/16,9.76,16.88,399.86,4/19/16 11:45,,,,
88,4/19/16,9.79,17.06,399.78,4/19/16 12:00,,,,
89,4/19/16,9.89,17.25,399.86,4/19/16 12:15,,,,
90,4/19/16,9.79,17.5,399.72,4/19/16 12:30,,,,
91,4/19/16,9.9,17.69,399.77,4/19/16 12:45,,,,
92,4/19/16,9.86,17.81,399.63,4/19/16 13:00,,,,
93,4/19/16,9.89,17.94,399.58,4/19/16 13:15,,,,
94,4/19/16,9.79,18.13,399.38,4/19/16 13:30,,,,
95,4/19/16,9.84,18.19,399.35,4/19/16 13:45,,,,
96,4/19/16,9.84,18.25,399.3,4/19/16 14:00,,,,
97,4/19/16,9.9,18.31,399.27,4/19/16 14:15,,,,
98,4/19/16,9.8,18.31,399.16,4/19/16 14:30,,,,
99,4/19/16,9.78,18.31,399.07,4/19/16 14:45,,,,
100,4/19/16,9.88,18.31,399.07,4/19/16 15:00,,,,
101,4/19/16,9.77,18.25,398.93,4/19/16 15:15,,,,
102,4/19/16,9.92,18.19,399.05,4/19/16 15:30,,,,
103,4/19/16,9.78,18.13,398.82,4/19/16 15:45,,,,
104,4/19/16,9.93,18.06,398.91,4/19/16 16:00,,,,
105,4/19/16,9.79,17.94,398.77,4/19/16 16:15,,,,
106,4/19/16,9.75,17.88,398.74,4/19/16 16:30,,,,
107,4/19/16,9.82,17.69,398.74,4/19/16 16:45,,,,
108,4/19/16,9.86,17.63,398.83,4/19/16 17:00,,,,
109,4/19/16,9.75,17.5,398.66,4/19/16 17:15,,,,
110,4/19/16,9.8,17.38,398.69,4/19/16 17:30,,,,
111,4/19/16,9.79,17.31,398.69,4/19/16 17:45,,,,
112,4/19/16,9.77,17.19,398.72,4/19/16 18:00,,,,
113,4/19/16,9.81,17.06,398.77,4/19/16 18:15,,,,
114,4/19/16,9.8,17.06,398.77,4/19/16 18:30,,,,
115,4/19/16,9.8,17,398.83,4/19/16 18:45,,,,
116,4/19/16,9.66,16.94,398.72,4/19/16 19:00,,,,
117,4/19/16,9.78,16.81,398.88,4/19/16 19:15,,,,
118,4/19/16,9.67,16.75,398.8,4/19/16 19:30,,,,
119,4/19/16,9.69,16.69,398.91,4/19/16 19:45,,,,
120,4/19/16,9.71,16.63,399,4/19/16 20:00,,,,
121,4/19/16,9.75,16.56,399.14,4/19/16 20:15,,,,
122,4/19/16,9.75,16.5,399.19,4/19/16 20:30,,,,
123,4/19/16,9.71,16.44,399.22,4/19/16 20:45,,,,
124,4/19/16,9.72,16.44,399.28,4/19/16 21:00,,,,
125,4/19/16,9.68,16.38,399.28,4/19/16 21:15,,,,
