Advanced Calibration Data,,Cal Date,m2,m1,m0,b3,b2,b1,b0
,Block 0,unknown,0,-6.30E-05,1900-01-01 00:00:59,0,9.00E-06,4.55E-04,0.153439999
,Block 1,unknown,0,0,1900-01-00 00:00:00,0,0,0,100
,,,,,,,,,
,,,,,,,,,
Field Calibration Data,,m,b, Cal Date,,,,,
,Pressure,1,0,unknown,,,,,
,Temperature,1,0,unknown,,,,,
SensorSN,21309003,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,INW Smart Sensor,,,,,,,,
Session Name,FCR_inf_15min,,,,,,,,
# Records,6624,,,,,,,,
Sensor File,6/8/2015 10:52,FCR_inf_15min_060815.a4d,,,,,,,
,,,,,,,,,
Barometric File,6/8/2015 12:28,FCRBV_060815.a4d,,,,,,,
Barometric Factory Calibration Data,,m3,m2,m1,m0,b3,b2,b1,b0
,Block 0,38353,4.00E-06,-2.44E-04,1900-01-01 00:05:03,0,-7.20E-05,4.13E-03,3.70E-02
,Block 1,38353,0,0,1900-01-00 00:00:00,0,0,0,100
,,,,,,,,,
Barometric Field Calibration Data,,m,b,,,,,,
,Pressure,1,0,,,,,,
,Temperature,1,0,,,,,,
,,,,,,,,,
SensorSN,21204020,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,Barometric Pressure (2),,,,,,,,
Session Name,FCRBV,,,,,,,,
# Records, n/a,,,,,,,,
,,,,,,,,,
Statistical Data,,Pressure(in H2O),Temperature(degC),,,,,,
,Sensor Range,30 psia,,,,,,,
,Minimum,5.97,7.75,,,,,,
,Maximum,12.94,22.81,,,,,,
,Mean,8.97,16.72,,,,,,
,Variance,0.641,13.526,,,,,,
,Std Deviation,0.801,3.678,,,,,,
Rec #,Date/Time,Pressure(in H2O),Temperature(degC),SensorPressure(in H2O),Barometric Date/Time,,,,
1,3/31/2015 11:00,11.33,8.75,392.37,2015-03-31 14:00:00,,,,
2,3/31/2015 11:15,11.22,9,392.25,2015-03-31 14:00:00,,,,
3,3/31/2015 11:30,11.02,9.25,392.05,2015-03-31 14:00:00,,,,
4,3/31/2015 11:45,10.82,9.56,391.86,2015-03-31 14:00:00,,,,
5,3/31/2015 12:00,10.76,9.81,391.8,2015-03-31 14:00:00,,,,
6,3/31/2015 12:15,10.59,10.13,391.63,2015-03-31 14:00:00,,,,
7,3/31/2015 12:30,10.45,10.25,391.49,2015-03-31 14:00:00,,,,
8,3/31/2015 12:45,10.23,10.31,391.27,2015-03-31 14:00:00,,,,
9,3/31/2015 13:00,10.12,10.38,391.15,2015-03-31 14:00:00,,,,
10,3/31/2015 13:15,10.03,10.5,391.07,2015-03-31 14:00:00,,,,
11,3/31/2015 13:30,9.84,10.5,390.87,2015-03-31 14:00:00,,,,
12,3/31/2015 13:45,9.53,10.69,390.56,2015-03-31 14:00:00,,,,
13,3/31/2015 14:00,9.44,10.94,390.48,2015-03-31 14:00:00,,,,
14,3/31/2015 14:15,9.58,11.13,390.31,2015-03-31 14:15:00,,,,
15,3/31/2015 14:30,9.61,11.31,390.17,2015-03-31 14:30:00,,,,
16,3/31/2015 14:45,9.57,11.44,390,2015-03-31 14:45:00,,,,
17,3/31/2015 15:00,9.51,11.56,389.86,2015-03-31 15:00:00,,,,
18,3/31/2015 15:15,9.58,11.63,389.75,2015-03-31 15:15:00,,,,
19,3/31/2015 15:30,9.44,11.69,389.52,2015-03-31 15:30:00,,,,
20,3/31/2015 15:45,9.45,11.63,389.55,2015-03-31 15:45:00,,,,
21,3/31/2015 16:00,9.47,11.56,389.39,2015-03-31 16:00:00,,,,
22,3/31/2015 16:15,9.54,11.56,389.3,2015-03-31 16:15:00,,,,
23,3/31/2015 16:30,9.48,11.56,389.25,2015-03-31 16:30:00,,,,
24,3/31/2015 16:45,9.66,11.44,389.27,2015-03-31 16:45:00,,,,
25,3/31/2015 17:00,9.52,11.31,389.11,2015-03-31 17:00:00,,,,
26,3/31/2015 17:15,9.41,11.25,389.05,2015-03-31 17:15:00,,,,
27,3/31/2015 17:30,9.65,11.19,389.02,2015-03-31 17:30:00,,,,
28,3/31/2015 17:45,9.56,11,389,2015-03-31 17:45:00,,,,
29,3/31/2015 18:00,9.36,10.88,389.03,2015-03-31 18:00:00,,,,
30,3/31/2015 18:15,9.5,10.75,389.14,2015-03-31 18:15:00,,,,
31,3/31/2015 18:30,9.36,10.63,389.14,2015-03-31 18:30:00,,,,
32,3/31/2015 18:45,9.5,10.44,389.28,2015-03-31 18:45:00,,,,
33,3/31/2015 19:00,9.58,10.25,389.28,2015-03-31 19:00:00,,,,
34,3/31/2015 19:15,9.49,10.19,389.34,2015-03-31 19:15:00,,,,
35,3/31/2015 19:30,9.4,10.13,389.39,2015-03-31 19:30:00,,,,
36,3/31/2015 19:45,9.49,10.13,389.51,2015-03-31 19:45:00,,,,
37,3/31/2015 20:00,9.33,10.06,389.59,2015-03-31 20:00:00,,,,
38,3/31/2015 20:15,9.45,10,389.79,2015-03-31 20:15:00,,,,
39,3/31/2015 20:30,9.39,10,389.84,2015-03-31 20:30:00,,,,
40,3/31/2015 20:45,9.41,9.94,389.95,2015-03-31 20:45:00,,,,
41,3/31/2015 21:00,9.54,9.88,390.15,2015-03-31 21:00:00,,,,
42,3/31/2015 21:15,9.52,9.75,390.38,2015-03-31 21:15:00,,,,
43,3/31/2015 21:30,9.36,9.69,390.46,2015-03-31 21:30:00,,,,
44,3/31/2015 21:45,9.4,9.56,390.68,2015-03-31 21:45:00,,,,
45,3/31/2015 22:00,9.48,9.44,390.94,2015-03-31 22:00:00,,,,
46,3/31/2015 22:15,9.44,9.31,391.08,2015-03-31 22:15:00,,,,
47,3/31/2015 22:30,9.43,9.31,391.13,2015-03-31 22:30:00,,,,
48,3/31/2015 22:45,9.37,9.25,391.1,2015-03-31 22:45:00,,,,
49,3/31/2015 23:00,9.37,9.19,391.16,2015-03-31 23:00:00,,,,
50,3/31/2015 23:15,9.46,9.13,391.3,2015-03-31 23:15:00,,,,
51,3/31/2015 23:30,9.39,9.06,391.36,2015-03-31 23:30:00,,,,
52,3/31/2015 23:45,9.46,9,391.5,2015-03-31 23:45:00,,,,
53,4/1/2015 0:00,9.44,9,391.53,2015-04-01 00:00:00,,,,
54,4/1/2015 0:15,9.48,8.94,391.58,2015-04-01 00:15:00,,,,
55,4/1/2015 0:30,9.46,8.94,391.64,2015-04-01 00:30:00,,,,
56,4/1/2015 0:45,9.41,8.88,391.61,2015-04-01 00:45:00,,,,
57,4/1/2015 1:00,9.35,8.88,391.61,2015-04-01 01:00:00,,,,
58,4/1/2015 1:15,9.4,8.81,391.75,2015-04-01 01:15:00,,,,
59,4/1/2015 1:30,9.39,8.75,391.86,2015-04-01 01:30:00,,,,
60,4/1/2015 1:45,9.38,8.69,391.98,2015-04-01 01:45:00,,,,
61,4/1/2015 2:00,9.4,8.63,392.06,2015-04-01 02:00:00,,,,
62,4/1/2015 2:15,9.39,8.56,392.14,2015-04-01 02:15:00,,,,
63,4/1/2015 2:30,9.4,8.56,392.17,2015-04-01 02:30:00,,,,
64,4/1/2015 2:45,9.41,8.5,392.23,2015-04-01 02:45:00,,,,
65,4/1/2015 3:00,9.44,8.44,392.28,2015-04-01 03:00:00,,,,
66,4/1/2015 3:15,9.35,8.44,392.26,2015-04-01 03:15:00,,,,
67,4/1/2015 3:30,9.38,8.38,392.34,2015-04-01 03:30:00,,,,
68,4/1/2015 3:45,9.3,8.31,392.37,2015-04-01 03:45:00,,,,
69,4/1/2015 4:00,9.33,8.25,392.45,2015-04-01 04:00:00,,,,
70,4/1/2015 4:15,9.32,8.25,392.59,2015-04-01 04:15:00,,,,
71,4/1/2015 4:30,9.37,8.19,392.82,2015-04-01 04:30:00,,,,
72,4/1/2015 4:45,9.37,8.13,392.87,2015-04-01 04:45:00,,,,
73,4/1/2015 5:00,9.39,8.13,393.01,2015-04-01 05:00:00,,,,
74,4/1/2015 5:15,9.42,8,393.07,2015-04-01 05:15:00,,,,
75,4/1/2015 5:30,9.43,8,393.24,2015-04-01 05:30:00,,,,
76,4/1/2015 5:45,9.39,7.94,393.29,2015-04-01 05:45:00,,,,
77,4/1/2015 6:00,9.38,7.88,393.43,2015-04-01 06:00:00,,,,
78,4/1/2015 6:15,9.4,7.88,393.55,2015-04-01 06:15:00,,,,
79,4/1/2015 6:30,9.45,7.81,393.63,2015-04-01 06:30:00,,,,
80,4/1/2015 6:45,9.39,7.81,393.71,2015-04-01 06:45:00,,,,
81,4/1/2015 7:00,9.44,7.75,393.85,2015-04-01 07:00:00,,,,
82,4/1/2015 7:15,9.4,7.75,393.94,2015-04-01 07:15:00,,,,
83,4/1/2015 7:30,9.39,7.75,394.08,2015-04-01 07:30:00,,,,
84,4/1/2015 7:45,9.41,7.75,394.16,2015-04-01 07:45:00,,,,
85,4/1/2015 8:00,9.41,7.75,394.19,2015-04-01 08:00:00,,,,
86,4/1/2015 8:15,9.38,7.75,394.25,2015-04-01 08:15:00,,,,
87,4/1/2015 8:30,9.44,7.81,394.36,2015-04-01 08:30:00,,,,
88,4/1/2015 8:45,9.36,7.88,394.36,2015-04-01 08:45:00,,,,
89,4/1/2015 9:00,9.34,7.94,394.44,2015-04-01 09:00:00,,,,
90,4/1/2015 9:15,9.32,8,394.44,2015-04-01 09:15:00,,,,
91,4/1/2015 9:30,9.28,8.13,394.52,2015-04-01 09:30:00,,,,
92,4/1/2015 9:45,9.27,8.25,394.6,2015-04-01 09:45:00,,,,
93,4/1/2015 10:00,9.28,8.38,394.69,2015-04-01 10:00:00,,,,
94,4/1/2015 10:15,9.27,8.5,394.74,2015-04-01 10:15:00,,,,
95,4/1/2015 10:30,9.35,8.69,394.85,2015-04-01 10:30:00,,,,
96,4/1/2015 10:45,9.3,8.94,394.88,2015-04-01 10:45:00,,,,
97,4/1/2015 11:00,9.3,9.13,394.96,2015-04-01 11:00:00,,,,
98,4/1/2015 11:15,9.26,9.38,395.02,2015-04-01 11:15:00,,,,
99,4/1/2015 11:30,9.27,9.63,395.01,2015-04-01 11:30:00,,,,
100,4/1/2015 11:45,9.33,9.88,395.01,2015-04-01 11:45:00,,,,
101,4/1/2015 12:00,9.25,10.13,394.95,2015-04-01 12:00:00,,,,
102,4/1/2015 12:15,9.3,10.31,394.87,2015-04-01 12:15:00,,,,
103,4/1/2015 12:30,9.24,10.56,394.84,2015-04-01 12:30:00,,,,
104,4/1/2015 12:45,9.34,10.81,394.81,2015-04-01 12:45:00,,,,
105,4/1/2015 13:00,9.29,11.06,394.72,2015-04-01 13:00:00,,,,
106,4/1/2015 13:15,9.28,11.25,394.7,2015-04-01 13:15:00,,,,
107,4/1/2015 13:30,9.21,11.38,394.61,2015-04-01 13:30:00,,,,
108,4/1/2015 13:45,9.25,11.56,394.55,2015-04-01 13:45:00,,,,
109,4/1/2015 14:00,9.29,11.69,394.58,2015-04-01 14:00:00,,,,
110,4/1/2015 14:15,9.16,11.88,394.52,2015-04-01 14:15:00,,,,
111,4/1/2015 14:30,9.25,12,394.52,2015-04-01 14:30:00,,,,
112,4/1/2015 14:45,9.31,12.13,394.52,2015-04-01 14:45:00,,,,
113,4/1/2015 15:00,9.26,12.19,394.49,2015-04-01 15:00:00,,,,
114,4/1/2015 15:15,9.17,12.25,394.35,2015-04-01 15:15:00,,,,
115,4/1/2015 15:30,9.15,12.25,394.3,2015-04-01 15:30:00,,,,
116,4/1/2015 15:45,9.15,12.25,394.38,2015-04-01 15:45:00,,,,
117,4/1/2015 16:00,9.19,12.19,394.44,2015-04-01 16:00:00,,,,
118,4/1/2015 16:15,9.3,12.06,394.52,2015-04-01 16:15:00,,,,
119,4/1/2015 16:30,9.21,12,394.52,2015-04-01 16:30:00,,,,
120,4/1/2015 16:45,9.13,11.88,394.41,2015-04-01 16:45:00,,,,
121,4/1/2015 17:00,9.1,11.69,394.36,2015-04-01 17:00:00,,,,
122,4/1/2015 17:15,9.16,11.56,394.41,2015-04-01 17:15:00,,,,
123,4/1/2015 17:30,9.2,11.38,394.53,2015-04-01 17:30:00,,,,
124,4/1/2015 17:45,9.1,11.19,394.44,2015-04-01 17:45:00,,,,
125,4/1/2015 18:00,9.16,11.06,394.56,2015-04-01 18:00:00,,,,
126,4/1/2015 18:15,9.12,10.94,394.59,2015-04-01 18:15:00,,,,
127,4/1/2015 18:30,9.11,10.81,394.59,2015-04-01 18:30:00,,,,
128,4/1/2015 18:45,9.03,10.63,394.53,2015-04-01 18:45:00,,,,
129,4/1/2015 19:00,9.12,10.5,394.67,2015-04-01 19:00:00,,,,
130,4/1/2015 19:15,9.08,10.38,394.67,2015-04-01 19:15:00,,,,
131,4/1/2015 19:30,9.13,10.25,394.81,2015-04-01 19:30:00,,,,
132,4/1/2015 19:45,9.14,10.13,394.9,2015-04-01 19:45:00,,,,
133,4/1/2015 20:00,9.1,10,394.93,2015-04-01 20:00:00,,,,
134,4/1/2015 20:15,9.14,9.94,395.12,2015-04-01 20:15:00,,,,
135,4/1/2015 20:30,9.15,9.81,395.26,2015-04-01 20:30:00,,,,
136,4/1/2015 20:45,9.06,9.75,395.24,2015-04-01 20:45:00,,,,
137,4/1/2015 21:00,9.14,9.69,395.4,2015-04-01 21:00:00,,,,
138,4/1/2015 21:15,9.14,9.63,395.52,2015-04-01 21:15:00,,,,
139,4/1/2015 21:30,9.11,9.56,395.57,2015-04-01 21:30:00,,,,
140,4/1/2015 21:45,9.13,9.5,395.66,2015-04-01 21:45:00,,,,
141,4/1/2015 22:00,9.09,9.44,395.69,2015-04-01 22:00:00,,,,
142,4/1/2015 22:15,9.11,9.44,395.8,2015-04-01 22:15:00,,,,
143,4/1/2015 22:30,9.09,9.38,395.83,2015-04-01 22:30:00,,,,
144,4/1/2015 22:45,9.12,9.38,395.88,2015-04-01 22:45:00,,,,
145,4/1/2015 23:00,9.09,9.31,395.91,2015-04-01 23:00:00,,,,
146,4/1/2015 23:15,9.03,9.31,395.88,2015-04-01 23:15:00,,,,
147,4/1/2015 23:30,9.02,9.25,395.97,2015-04-01 23:30:00,,,,
148,4/1/2015 23:45,9.08,9.25,396.02,2015-04-01 23:45:00,,,,
149,4/2/2015 0:00,9.06,9.19,395.99,2015-04-02 00:00:00,,,,
150,4/2/2015 0:15,9.09,9.19,396.02,2015-04-02 00:15:00,,,,
151,4/2/2015 0:30,9.08,9.13,396.02,2015-04-02 00:30:00,,,,
152,4/2/2015 0:45,9.03,9.13,395.97,2015-04-02 00:45:00,,,,
153,4/2/2015 1:00,9.07,9.06,395.97,2015-04-02 01:00:00,,,,
154,4/2/2015 1:15,9.12,9.06,396,2015-04-02 01:15:00,,,,
155,4/2/2015 1:30,9.06,9,395.97,2015-04-02 01:30:00,,,,
156,4/2/2015 1:45,9.15,9,396.11,2015-04-02 01:45:00,,,,
157,4/2/2015 2:00,9.1,8.94,396,2015-04-02 02:00:00,,,,
158,4/2/2015 2:15,9.07,8.94,395.97,2015-04-02 02:15:00,,,,
159,4/2/2015 2:30,9.1,8.94,396.02,2015-04-02 02:30:00,,,,
160,4/2/2015 2:45,9.08,8.88,396,2015-04-02 02:45:00,,,,
161,4/2/2015 3:00,9.05,8.81,395.89,2015-04-02 03:00:00,,,,
162,4/2/2015 3:15,9.05,8.81,395.86,2015-04-02 03:15:00,,,,
163,4/2/2015 3:30,9.06,8.75,395.86,2015-04-02 03:30:00,,,,
164,4/2/2015 3:45,9.11,8.75,395.91,2015-04-02 03:45:00,,,,
165,4/2/2015 4:00,9.09,8.69,395.89,2015-04-02 04:00:00,,,,
166,4/2/2015 4:15,9.09,8.69,395.89,2015-04-02 04:15:00,,,,
167,4/2/2015 4:30,9.04,8.69,395.89,2015-04-02 04:30:00,,,,
168,4/2/2015 4:45,9.09,8.69,395.89,2015-04-02 04:45:00,,,,
169,4/2/2015 5:00,9.06,8.63,395.86,2015-04-02 05:00:00,,,,
170,4/2/2015 5:15,9.08,8.63,395.83,2015-04-02 05:15:00,,,,
171,4/2/2015 5:30,9.08,8.63,395.92,2015-04-02 05:30:00,,,,
172,4/2/2015 5:45,9.06,8.63,395.97,2015-04-02 05:45:00,,,,
173,4/2/2015 6:00,9.03,8.63,396,2015-04-02 06:00:00,,,,
174,4/2/2015 6:15,8.96,8.63,396.03,2015-04-02 06:15:00,,,,
175,4/2/2015 6:30,9.09,8.63,396.17,2015-04-02 06:30:00,,,,
176,4/2/2015 6:45,9.04,8.63,396.19,2015-04-02 06:45:00,,,,
177,4/2/2015 7:00,9.06,8.63,396.25,2015-04-02 07:00:00,,,,
178,4/2/2015 7:15,9.03,8.69,396.31,2015-04-02 07:15:00,,,,
179,4/2/2015 7:30,9,8.69,396.33,2015-04-02 07:30:00,,,,
180,4/2/2015 7:45,9.01,8.69,396.39,2015-04-02 07:45:00,,,,
181,4/2/2015 8:00,9.02,8.75,396.42,2015-04-02 08:00:00,,,,
182,4/2/2015 8:15,9,8.75,396.36,2015-04-02 08:15:00,,,,
183,4/2/2015 8:30,9.01,8.81,396.33,2015-04-02 08:30:00,,,,
184,4/2/2015 8:45,8.98,8.88,396.3,2015-04-02 08:45:00,,,,
