Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,TURB_ntu,COND_uScm,DO_mgL,PSAT
SHR,2016,2016-06-29 13:00:00,1.488,25.7648,0.1725,0.0225,301.582181,8.84952,108.70686
SHR,2016,2016-06-29 13:00:00,1.507,25.7643,0.1699,0.0301,301.589583,8.85719,108.80017
SHR,2016,2016-06-29 13:00:00,1.522,25.7639,0.1682,0.0329,301.611433,8.86295,108.87007
SHR,2016,2016-06-29 13:00:00,1.522,25.7643,0.1656,0.0271,301.621069,8.8647,108.89241
SHR,2016,2016-06-29 13:00:00,1.513,25.7656,0.163,0.0192,301.619033,8.86238,108.86644
SHR,2016,2016-06-29 13:00:00,1.497,25.7676,0.1631,0.0162,301.621027,8.85493,108.77896
SHR,2016,2016-06-29 13:00:00,1.493,25.7698,0.1646,0.0127,301.627583,8.84892,108.7095
SHR,2016,2016-06-29 13:00:00,1.509,25.7717,0.164,0.0078,301.6506,8.84758,108.6968
SHR,2016,2016-06-29 13:00:00,1.536,25.7727,0.1627,0.0082,301.694185,8.83986,108.60382
SHR,2016,2016-06-29 13:00:00,1.559,25.7723,0.163,0.0106,301.731381,8.83038,108.4866
SHR,2016,2016-06-29 13:00:00,1.569,25.7704,0.1652,0.0122,301.74571,8.82735,108.44564
SHR,2016,2016-06-29 13:00:00,1.572,25.7669,0.1702,0.018,301.747085,8.82688,108.43301
SHR,2016,2016-06-29 13:00:00,1.581,25.7617,0.1783,0.0249,301.735876,8.82462,108.395
SHR,2016,2016-06-29 13:00:00,1.596,25.7551,0.1897,0.0257,301.709093,8.83422,108.49976
SHR,2016,2016-06-29 13:00:00,1.611,25.7472,0.2034,0.0205,301.67787,8.85049,108.68396
SHR,2016,2016-06-29 13:00:00,1.627,25.7385,0.2149,0.0149,301.646063,8.85457,108.71692
SHR,2016,2016-06-29 13:00:00,1.636,25.7303,0.2215,0.0119,301.611281,8.85442,108.69877
SHR,2016,2016-06-29 13:00:00,1.647,25.7234,0.2248,0.0107,301.574401,8.85633,108.70854
SHR,2016,2016-06-29 13:00:00,1.662,25.7184,0.227,0.0111,301.527618,8.85446,108.67568
SHR,2016,2016-06-29 13:00:00,1.67,25.7152,0.2283,0.0073,301.474697,8.8575,108.70665
SHR,2016,2016-06-29 13:00:00,1.675,25.7134,0.2284,-0.0027,301.436041,8.86202,108.75849
SHR,2016,2016-06-29 13:00:00,1.685,25.7121,0.2277,-0.0114,301.417584,8.86524,108.79541
SHR,2016,2016-06-29 13:00:00,1.688,25.7106,0.2272,-0.0142,301.404247,8.86198,108.75243
SHR,2016,2016-06-29 13:00:00,1.685,25.709,0.2269,-0.0106,301.38841,8.85596,108.67544
SHR,2016,2016-06-29 13:00:00,1.694,25.7075,0.2271,-0.0043,301.371941,8.85525,108.66369
SHR,2016,2016-06-29 13:00:00,1.715,25.7061,0.2281,-0.0005,301.350447,8.8651,108.78183
SHR,2016,2016-06-29 13:00:00,1.728,25.7049,0.2293,-0.0017,301.324289,8.88185,108.98495
SHR,2016,2016-06-29 13:00:00,1.736,25.7044,0.2294,-0.0069,301.298674,8.89647,109.16342
SHR,2016,2016-06-29 13:00:00,1.746,25.7046,0.2289,-0.0108,301.283014,8.90388,109.25468
SHR,2016,2016-06-29 13:00:00,1.756,25.7056,0.2285,-0.0097,301.283285,8.90122,109.22401
SHR,2016,2016-06-29 13:00:00,1.763,25.7073,0.228,-0.0057,301.293468,8.90319,109.25158
SHR,2016,2016-06-29 13:00:00,1.773,25.7093,0.228,-0.0057,301.304094,8.90571,109.28651
SHR,2016,2016-06-29 13:00:00,1.789,25.7112,0.229,-0.0132,301.311906,8.90324,109.26003
SHR,2016,2016-06-29 13:00:00,1.802,25.7128,0.2295,-0.0209,301.321017,8.89336,109.1419
SHR,2016,2016-06-29 13:00:00,1.81,25.7141,0.2282,-0.023,301.333854,8.88762,109.07411
SHR,2016,2016-06-29 13:00:00,1.818,25.7153,0.2259,-0.0223,301.351813,8.88161,109.00266
SHR,2016,2016-06-29 13:00:00,1.827,25.7168,0.2232,-0.0232,301.373592,8.8752,108.92695
SHR,2016,2016-06-29 13:00:00,1.834,25.7183,0.2208,-0.0247,301.388755,8.87021,108.86878
SHR,2016,2016-06-29 13:00:00,1.84,25.7198,0.2202,-0.0272,301.391193,8.87039,108.87396
SHR,2016,2016-06-29 13:00:00,1.848,25.721,0.2211,-0.0304,301.397802,8.88343,109.03632
SHR,2016,2016-06-29 13:00:00,1.85,25.722,0.2212,-0.0293,301.414405,8.89752,109.2113
SHR,2016,2016-06-29 13:00:00,1.85,25.7224,0.22,-0.0248,301.417002,8.90626,109.31935
SHR,2016,2016-06-29 13:00:00,1.86,25.7222,0.2198,-0.0213,301.408317,8.91074,109.37399
SHR,2016,2016-06-29 13:00:00,1.87,25.7216,0.2206,-0.018,301.4104,8.90583,109.31246
SHR,2016,2016-06-29 13:00:00,1.881,25.7208,0.2207,-0.0095,301.423808,8.90045,109.24485
SHR,2016,2016-06-29 13:00:00,1.899,25.7199,0.2209,0.0032,301.433842,8.90032,109.24144
SHR,2016,2016-06-29 13:00:00,1.913,25.719,0.2219,0.0132,301.437085,8.90387,109.2833
SHR,2016,2016-06-29 13:00:00,1.921,25.7181,0.2222,0.0196,301.436434,8.90136,109.2507
SHR,2016,2016-06-29 13:00:00,1.932,25.7173,0.2217,0.023,301.429683,8.89694,109.1948
SHR,2016,2016-06-29 13:00:00,1.939,25.7167,0.2217,0.0209,301.429247,8.89211,109.1344
SHR,2016,2016-06-29 13:00:00,1.943,25.7167,0.2215,0.0151,301.430946,8.89565,109.17777
SHR,2016,2016-06-29 13:00:00,1.954,25.7175,0.2208,0.0107,301.418991,8.89514,109.17309
SHR,2016,2016-06-29 13:00:00,1.966,25.7187,0.2216,0.009,301.406437,8.90508,109.29753
SHR,2016,2016-06-29 13:00:00,1.978,25.7196,0.2233,0.0084,301.406178,8.90834,109.33929
SHR,2016,2016-06-29 13:00:00,1.99,25.7192,0.2227,0.0099,301.407994,8.91356,109.40255
SHR,2016,2016-06-29 13:00:00,2,25.718,0.2198,0.0103,301.408307,8.91179,109.37842
SHR,2016,2016-06-29 13:00:00,2.01,25.7171,0.2173,0.0064,301.413293,8.91064,109.36264
SHR,2016,2016-06-29 13:00:00,2.024,25.7175,0.2154,0.004,301.412097,8.90851,109.33722
SHR,2016,2016-06-29 13:00:00,2.044,25.7186,0.2123,0.0083,301.39831,8.9101,109.35895
SHR,2016,2016-06-29 13:00:00,2.064,25.7195,0.207,0.0145,301.386532,8.91148,109.3777
SHR,2016,2016-06-29 13:00:00,2.077,25.7192,0.1981,0.0186,301.385804,8.90412,109.28677
SHR,2016,2016-06-29 13:00:00,2.09,25.7171,0.1879,0.0229,301.393899,8.89172,109.13039
SHR,2016,2016-06-29 13:00:00,2.101,25.7133,0.1834,0.024,301.406883,8.88952,109.09581
SHR,2016,2016-06-29 13:00:00,2.106,25.7085,0.1865,0.0152,301.418068,8.88431,109.02237
SHR,2016,2016-06-29 13:00:00,2.118,25.7034,0.1951,0.0035,301.418254,8.88904,109.0702
SHR,2016,2016-06-29 13:00:00,2.136,25.6979,0.2068,0.0004,301.4014,8.89343,109.11318
SHR,2016,2016-06-29 13:00:00,2.152,25.6913,0.217,0.0019,301.369103,8.9004,109.18549
SHR,2016,2016-06-29 13:00:00,2.166,25.6838,0.2225,0.0002,301.335087,8.90301,109.20266
SHR,2016,2016-06-29 13:00:00,2.179,25.6766,0.2232,0.0007,301.312612,8.9039,109.19923
SHR,2016,2016-06-29 13:00:00,2.193,25.6705,0.2221,0.0047,301.291623,8.89187,109.03949
SHR,2016,2016-06-29 13:00:00,2.209,25.6659,0.2215,0.0062,301.25637,8.87918,108.87478
SHR,2016,2016-06-29 13:00:00,2.222,25.6626,0.2212,0.0058,301.207602,8.85437,108.56404
SHR,2016,2016-06-29 13:00:00,2.235,25.6602,0.2211,0.0056,301.160739,8.82221,108.1649
SHR,2016,2016-06-29 13:00:00,2.248,25.6582,0.2218,0.0078,301.127647,8.80173,107.90991
SHR,2016,2016-06-29 13:00:00,2.262,25.6565,0.2227,0.0153,301.10559,8.79004,107.76321
SHR,2016,2016-06-29 13:00:00,2.276,25.6553,0.2245,0.0256,301.092745,8.79429,107.81296
SHR,2016,2016-06-29 13:00:00,2.289,25.6544,0.2297,0.031,301.089745,8.8086,107.98665
SHR,2016,2016-06-29 13:00:00,2.298,25.6538,0.2388,0.0273,301.083608,8.82338,108.16668
SHR,2016,2016-06-29 13:00:00,2.304,25.6532,0.249,0.0216,301.066607,8.82535,108.18961
SHR,2016,2016-06-29 13:00:00,2.31,25.6526,0.2562,0.0214,301.05248,8.82842,108.22604
SHR,2016,2016-06-29 13:00:00,2.318,25.652,0.258,0.0245,301.043551,8.82201,108.14623
SHR,2016,2016-06-29 13:00:00,2.327,25.6515,0.2535,0.0282,301.037439,8.82297,108.15702
SHR,2016,2016-06-29 13:00:00,2.337,25.6511,0.2462,0.0289,301.044696,8.82462,108.17648
SHR,2016,2016-06-29 13:00:00,2.344,25.6507,0.2422,0.0233,301.061167,8.81575,108.06703
SHR,2016,2016-06-29 13:00:00,2.354,25.6503,0.2429,0.0146,301.068909,8.81481,108.05461
SHR,2016,2016-06-29 13:00:00,2.371,25.6498,0.2492,0.0062,301.072016,8.82297,108.15376
SHR,2016,2016-06-29 13:00:00,2.391,25.649,0.2597,0.0004,301.083498,8.83007,108.23914
SHR,2016,2016-06-29 13:00:00,2.409,25.6479,0.2673,-0.001,301.094236,8.8271,108.20057
SHR,2016,2016-06-29 13:00:00,2.424,25.6468,0.2681,0.0006,301.098971,8.83096,108.24576
SHR,2016,2016-06-29 13:00:00,2.434,25.6457,0.2641,-0.0013,301.096934,8.82877,108.21667
SHR,2016,2016-06-29 13:00:00,2.446,25.6449,0.2558,-0.0071,301.07743,8.8307,108.2388
SHR,2016,2016-06-29 13:00:00,2.462,25.6443,0.2465,-0.0071,301.049471,8.83866,108.33521
SHR,2016,2016-06-29 13:00:00,2.477,25.6439,0.2415,0.0035,301.034026,8.84307,108.38842
SHR,2016,2016-06-29 13:00:00,2.496,25.6436,0.2416,0.0136,301.031039,8.84428,108.40268
SHR,2016,2016-06-29 13:00:00,2.518,25.6435,0.2461,0.0146,301.021438,8.84483,108.40919
SHR,2016,2016-06-29 13:00:00,2.537,25.6435,0.2533,0.0147,301.002661,8.84511,108.41267
SHR,2016,2016-06-29 13:00:00,2.546,25.6436,0.2585,0.0174,300.994067,8.8491,108.46178
SHR,2016,2016-06-29 13:00:00,2.557,25.6437,0.2588,0.0141,300.999456,8.84659,108.43121
SHR,2016,2016-06-29 13:00:00,2.569,25.6439,0.2525,0.0088,301.00808,8.84491,108.411
SHR,2016,2016-06-29 13:00:00,2.577,25.644,0.2416,0.009,301.010058,8.85495,108.53422
SHR,2016,2016-06-29 13:00:00,2.584,25.6441,0.2329,0.0068,301.012007,8.86523,108.66045
SHR,2016,2016-06-29 13:00:00,2.593,25.6444,0.2282,-0.0006,301.016479,8.87616,108.79502
SHR,2016,2016-06-29 13:00:00,2.605,25.6448,0.2251,-0.0039,301.014513,8.87775,108.81525
SHR,2016,2016-06-29 13:00:00,2.62,25.6454,0.2235,-0.0049,301.015737,8.87474,108.77963
SHR,2016,2016-06-29 13:00:00,2.632,25.6459,0.2228,-0.0087,301.024539,8.86892,108.70923
SHR,2016,2016-06-29 13:00:00,2.641,25.6463,0.2213,-0.008,301.033113,8.86341,108.64248
SHR,2016,2016-06-29 13:00:00,2.659,25.6465,0.219,-0.004,301.029533,8.86071,108.60976
SHR,2016,2016-06-29 13:00:00,2.679,25.6464,0.2177,-0.0024,301.012844,8.86589,108.67313
SHR,2016,2016-06-29 13:00:00,2.691,25.6462,0.218,0.0017,300.9989,8.86947,108.71658
SHR,2016,2016-06-29 13:00:00,2.703,25.6458,0.2196,0.0061,301.006318,8.8737,108.76759
SHR,2016,2016-06-29 13:00:00,2.715,25.6454,0.2221,-0.0006,301.033014,8.87966,108.83991
SHR,2016,2016-06-29 13:00:00,2.722,25.6451,0.2246,-0.0146,301.05159,8.8823,108.87162
SHR,2016,2016-06-29 13:00:00,2.727,25.6449,0.227,-0.0224,301.054817,8.87608,108.79497
SHR,2016,2016-06-29 13:00:00,2.733,25.6448,0.2314,-0.0249,301.049648,8.86342,108.63963
SHR,2016,2016-06-29 13:00:00,2.746,25.6449,0.239,-0.0285,301.044856,8.85097,108.48725
SHR,2016,2016-06-29 13:00:00,2.761,25.6454,0.2498,-0.0284,301.037131,8.85046,108.48203
SHR,2016,2016-06-29 13:00:00,2.773,25.6461,0.2627,-0.0212,301.012232,8.84465,108.41216
SHR,2016,2016-06-29 13:00:00,2.783,25.6469,0.2731,-0.0142,300.981791,8.84698,108.44224
SHR,2016,2016-06-29 13:00:00,2.794,25.6474,0.2787,-0.0122,300.966118,8.85276,108.51404
SHR,2016,2016-06-29 13:00:00,2.8,25.6477,0.2815,-0.0103,300.971186,8.86306,108.64097
SHR,2016,2016-06-29 13:00:00,2.804,25.6478,0.2836,-0.0091,300.988192,8.85761,108.57431
SHR,2016,2016-06-29 13:00:00,2.814,25.6477,0.2837,-0.014,301.001369,8.84621,108.43447
SHR,2016,2016-06-29 13:00:00,2.832,25.6475,0.2815,-0.0182,301.004077,8.84387,108.40537
SHR,2016,2016-06-29 13:00:00,2.848,25.6471,0.2781,-0.0183,301.007193,8.84307,108.3948
SHR,2016,2016-06-29 13:00:00,2.866,25.6467,0.2751,-0.0201,301.021698,8.84113,108.37013
SHR,2016,2016-06-29 13:00:00,2.881,25.6462,0.2728,-0.0229,301.041309,8.84282,108.38992
SHR,2016,2016-06-29 13:00:00,2.896,25.6456,0.2699,-0.0239,301.048921,8.84065,108.36215
SHR,2016,2016-06-29 13:00:00,2.911,25.6448,0.2654,-0.0269,301.044531,8.84481,108.41149
SHR,2016,2016-06-29 13:00:00,2.925,25.6435,0.2568,-0.0328,301.043213,8.85206,108.49777
SHR,2016,2016-06-29 13:00:00,2.939,25.6415,0.245,-0.0361,301.044617,8.85717,108.55653
SHR,2016,2016-06-29 13:00:00,2.953,25.6389,0.2356,-0.0355,301.036932,8.86711,108.67316
SHR,2016,2016-06-29 13:00:00,2.966,25.6357,0.2289,-0.0343,301.024201,8.88141,108.84209
SHR,2016,2016-06-29 13:00:00,2.978,25.6324,0.2233,-0.0367,301.021302,8.89371,108.98623
SHR,2016,2016-06-29 13:00:00,2.988,25.6295,0.2204,-0.0435,301.017311,8.90211,109.08345
SHR,2016,2016-06-29 13:00:00,2.999,25.6272,0.2204,-0.0506,300.994919,8.8996,109.04812
SHR,2016,2016-06-29 13:00:00,3.016,25.6255,0.2209,-0.053,300.958306,8.89248,108.95742
SHR,2016,2016-06-29 13:00:00,3.036,25.6245,0.2209,-0.0492,300.924104,8.88696,108.88782
SHR,2016,2016-06-29 13:00:00,3.049,25.6239,0.2208,-0.0449,300.899435,8.88416,108.85228
SHR,2016,2016-06-29 13:00:00,3.06,25.6236,0.2208,-0.0425,300.877719,8.88893,108.9101
SHR,2016,2016-06-29 13:00:00,3.068,25.6232,0.222,-0.0403,300.871437,8.88552,108.86755
SHR,2016,2016-06-29 13:00:00,3.072,25.6225,0.226,-0.041,300.880943,8.87596,108.74906
SHR,2016,2016-06-29 13:00:00,3.075,25.6215,0.2355,-0.0414,300.880348,8.86788,108.64803
SHR,2016,2016-06-29 13:00:00,3.08,25.6204,0.2496,-0.0348,300.873552,8.86687,108.63357
SHR,2016,2016-06-29 13:00:00,3.086,25.6194,0.2621,-0.025,300.874986,8.87312,108.70813
SHR,2016,2016-06-29 13:00:00,3.097,25.6182,0.2703,-0.0187,300.880974,8.86945,108.66082
SHR,2016,2016-06-29 13:00:00,3.11,25.6166,0.2744,-0.0141,300.889049,8.85428,108.4717
SHR,2016,2016-06-29 13:00:00,3.112,25.6146,0.2756,-0.0135,300.895275,8.85301,108.45219
SHR,2016,2016-06-29 13:00:00,3.107,25.6123,0.2773,-0.0248,300.889128,8.84219,108.31515
SHR,2016,2016-06-29 13:00:00,3.114,25.6099,0.2792,-0.0417,300.868969,8.82997,108.16068
SHR,2016,2016-06-29 13:00:00,3.13,25.6077,0.279,-0.0481,300.847696,8.82435,108.08748
SHR,2016,2016-06-29 13:00:00,3.15,25.6058,0.2778,-0.0436,300.835878,8.82208,108.05601
SHR,2016,2016-06-29 13:00:00,3.17,25.6042,0.2761,-0.0383,300.832396,8.82409,108.07748
SHR,2016,2016-06-29 13:00:00,3.183,25.6027,0.2746,-0.0377,300.836319,8.83167,108.16727
SHR,2016,2016-06-29 13:00:00,3.184,25.6013,0.274,-0.0417,300.846661,8.82546,108.08851
SHR,2016,2016-06-29 13:00:00,3.19,25.6002,0.2727,-0.0455,300.856029,8.82678,108.10245
SHR,2016,2016-06-29 13:00:00,3.197,25.5993,0.2696,-0.0456,300.860828,8.82606,108.09194
SHR,2016,2016-06-29 13:00:00,3.209,25.5985,0.2646,-0.0387,300.862337,8.82897,108.12601
SHR,2016,2016-06-29 13:00:00,3.227,25.5979,0.2573,-0.0286,300.854867,8.82135,108.03149
SHR,2016,2016-06-29 13:00:00,3.241,25.5972,0.247,-0.0228,300.842517,8.8144,107.94498
SHR,2016,2016-06-29 13:00:00,3.25,25.5965,0.2362,-0.0177,300.850419,8.79929,107.75854
SHR,2016,2016-06-29 13:00:00,3.256,25.5957,0.2318,-0.0128,300.872557,8.7934,107.68478
SHR,2016,2016-06-29 13:00:00,3.263,25.5949,0.2352,-0.0151,300.868137,8.78797,107.61679
SHR,2016,2016-06-29 13:00:00,3.271,25.5941,0.2434,-0.0226,300.838008,8.78522,107.58156
SHR,2016,2016-06-29 13:00:00,3.279,25.5933,0.2539,-0.0307,300.814744,8.79357,107.68215
SHR,2016,2016-06-29 13:00:00,3.29,25.5925,0.2628,-0.0392,300.802295,8.8068,107.8426
SHR,2016,2016-06-29 13:00:00,3.297,25.5917,0.2674,-0.048,300.79734,8.81407,107.93009
SHR,2016,2016-06-29 13:00:00,3.305,25.5908,0.2689,-0.0538,300.802619,8.8172,107.96667
SHR,2016,2016-06-29 13:00:00,3.318,25.5902,0.2695,-0.057,300.807357,8.81373,107.92289
SHR,2016,2016-06-29 13:00:00,3.332,25.5897,0.2689,-0.0618,300.802664,8.81745,107.96747
SHR,2016,2016-06-29 13:00:00,3.354,25.5894,0.2683,-0.0639,300.793379,8.81488,107.93543
