Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,DO_mgL,TURB_ntu
FCR,2013,2013-07-11 12:00:00,8.369,10.4143,1.952,NaN,1.0456
FCR,2013,2013-07-11 12:00:00,8.39,10.4127,1.9321,NaN,0.9785
FCR,2013,2013-07-11 12:00:00,8.404,10.4089,1.9361,NaN,1.0288
FCR,2013,2013-07-11 12:00:00,8.416,10.4024,1.948,NaN,1.0456
FCR,2013,2013-07-11 12:00:00,8.438,10.3931,1.8131,NaN,1.2638
FCR,2013,2013-07-11 12:00:00,8.467,10.3822,1.8052,NaN,1.2638
FCR,2013,2013-07-11 12:00:00,8.502,10.3713,1.829,NaN,1.3645
FCR,2013,2013-07-11 12:00:00,8.537,10.3626,1.8131,NaN,1.2638
FCR,2013,2013-07-11 12:00:00,8.573,10.3577,1.8131,NaN,1.2974
FCR,2013,2013-07-11 12:00:00,8.605,10.3559,1.8845,NaN,1.3478
FCR,2013,2013-07-11 12:00:00,8.631,10.3551,1.8885,NaN,1.2135
FCR,2013,2013-07-11 12:00:00,8.659,10.354,1.8845,NaN,1.2303
FCR,2013,2013-07-11 12:00:00,8.687,10.3516,1.8726,NaN,1.3645
FCR,2013,2013-07-11 12:00:00,8.715,10.3476,1.948,NaN,1.6163
FCR,2013,2013-07-11 12:00:00,8.751,10.343,1.944,NaN,1.4988
FCR,2013,2013-07-11 12:00:00,8.783,10.339,1.9321,NaN,1.5828
FCR,2013,2013-07-11 12:00:00,8.804,10.3353,1.948,NaN,1.6163
FCR,2013,2013-07-11 12:00:00,8.82,10.3312,2.075,NaN,2.0527
FCR,2013,2013-07-11 12:00:00,8.843,10.3258,2.0591,NaN,2.1199
FCR,2013,2013-07-11 12:00:00,8.871,10.3188,2.067,NaN,2.1534
FCR,2013,2013-07-11 12:00:00,8.903,10.3109,2.0829,NaN,2.187
FCR,2013,2013-07-11 12:00:00,8.947,10.3048,2.0075,NaN,2.0863
FCR,2013,2013-07-11 12:00:00,8.996,10.304,1.9956,NaN,2.1367
FCR,2013,2013-07-11 12:00:00,9.035,10.3085,1.9996,NaN,2.1534
FCR,2013,2013-07-11 12:00:00,9.061,10.315,2.0075,NaN,2.0192
FCR,2013,2013-07-11 12:00:00,9.078,10.3202,1.9956,NaN,2.1199
FCR,2013,2013-07-11 12:00:00,9.098,10.3225,1.952,NaN,2.8081
FCR,2013,2013-07-11 12:00:00,9.12,10.3208,1.9678,NaN,2.8248
FCR,2013,2013-07-11 12:00:00,9.149,10.3156,1.944,NaN,2.7745
FCR,2013,2013-07-11 12:00:00,9.188,10.3089,1.948,NaN,2.8584
FCR,2013,2013-07-11 12:00:00,9.222,10.3028,1.8845,NaN,3.362
FCR,2013,2013-07-11 12:00:00,9.252,10.2981,1.8766,NaN,3.3284
FCR,2013,2013-07-11 12:00:00,9.28,10.2945,1.8726,NaN,3.2948
FCR,2013,2013-07-11 12:00:00,9.296,10.2905,1.8726,NaN,3.3116
FCR,2013,2013-07-11 12:00:00,9.307,10.2853,1.8925,NaN,4.6208
FCR,2013,2013-07-11 12:00:00,9.336,10.2808,1.8726,NaN,4.6376
FCR,2013,2013-07-11 12:00:00,9.366,10.2781,1.8647,NaN,4.6712
FCR,2013,2013-07-11 12:00:00,9.391,10.2774,1.8925,NaN,4.6712
FCR,2013,2013-07-11 12:00:00,9.417,10.2791,1.9996,NaN,5.3929
FCR,2013,2013-07-11 12:00:00,9.44,10.283,1.9877,NaN,5.4769
FCR,2013,2013-07-11 12:00:00,9.458,10.2881,2.0075,NaN,5.4769
FCR,2013,2013-07-15 12:00:00,0.372,24.8711,3.7769,NaN,5.8797
FCR,2013,2013-07-15 12:00:00,0.374,24.839,3.9912,NaN,5.9468
FCR,2013,2013-07-15 12:00:00,0.382,24.789,3.9912,NaN,5.9804
FCR,2013,2013-07-15 12:00:00,0.4,24.7152,3.9872,NaN,5.8461
FCR,2013,2013-07-15 12:00:00,0.422,24.6189,3.9634,NaN,5.9468
FCR,2013,2013-07-15 12:00:00,0.44,24.5065,3.8563,NaN,5.8965
FCR,2013,2013-07-15 12:00:00,0.451,24.3797,3.8523,NaN,5.8629
FCR,2013,2013-07-15 12:00:00,0.461,24.2313,3.8246,NaN,5.8965
FCR,2013,2013-07-15 12:00:00,0.471,24.0516,3.8444,NaN,5.9636
FCR,2013,2013-07-15 12:00:00,0.489,23.8466,3.8365,NaN,5.9133
FCR,2013,2013-07-15 12:00:00,0.516,23.6396,3.8999,NaN,5.9133
FCR,2013,2013-07-15 12:00:00,0.551,23.4551,3.8999,NaN,5.9133
FCR,2013,2013-07-15 12:00:00,0.584,23.3071,3.9118,NaN,5.8965
FCR,2013,2013-07-15 12:00:00,0.609,23.1961,3.9079,NaN,5.9133
FCR,2013,2013-07-15 12:00:00,0.627,23.114,3.9634,NaN,6.4336
FCR,2013,2013-07-15 12:00:00,0.64,23.0489,3.9634,NaN,6.4504
FCR,2013,2013-07-15 12:00:00,0.643,22.9893,3.9832,NaN,6.4336
FCR,2013,2013-07-15 12:00:00,0.644,22.9271,3.9634,NaN,6.4504
FCR,2013,2013-07-15 12:00:00,0.659,22.8562,3.9039,NaN,6.2154
FCR,2013,2013-07-15 12:00:00,0.684,22.7745,3.9277,NaN,6.1818
FCR,2013,2013-07-15 12:00:00,0.711,22.686,3.9317,NaN,6.0979
FCR,2013,2013-07-15 12:00:00,0.741,22.5931,3.9039,NaN,6.1147
FCR,2013,2013-07-15 12:00:00,0.777,22.4967,4.0388,NaN,6.165
FCR,2013,2013-07-15 12:00:00,0.815,22.4029,4.0388,NaN,6.1315
FCR,2013,2013-07-15 12:00:00,0.846,22.3191,4.0309,NaN,6.165
FCR,2013,2013-07-15 12:00:00,0.872,22.2455,4.0269,NaN,6.1818
FCR,2013,2013-07-15 12:00:00,0.894,22.1773,4.0388,NaN,6.165
FCR,2013,2013-07-15 12:00:00,0.914,22.109,4.4871,NaN,5.8797
FCR,2013,2013-07-15 12:00:00,0.932,22.0333,4.4633,NaN,5.9133
FCR,2013,2013-07-15 12:00:00,0.947,21.9409,4.4871,NaN,5.9133
FCR,2013,2013-07-15 12:00:00,0.969,21.8298,4.4871,NaN,5.9133
FCR,2013,2013-07-15 12:00:00,1.004,21.71,4.7688,NaN,5.6279
FCR,2013,2013-07-15 12:00:00,1.044,21.5973,4.7648,NaN,5.7118
FCR,2013,2013-07-15 12:00:00,1.084,21.5046,4.7847,NaN,5.6447
FCR,2013,2013-07-15 12:00:00,1.116,21.4332,4.7648,NaN,5.5943
FCR,2013,2013-07-15 12:00:00,1.137,21.3707,5.3837,NaN,5.6615
FCR,2013,2013-07-15 12:00:00,1.153,21.301,5.4115,NaN,5.7454
FCR,2013,2013-07-15 12:00:00,1.175,21.2159,5.4036,NaN,5.6111
FCR,2013,2013-07-15 12:00:00,1.204,21.1182,5.3798,NaN,5.5776
FCR,2013,2013-07-15 12:00:00,1.242,21.0219,6.1415,NaN,6.6518
FCR,2013,2013-07-15 12:00:00,1.29,20.9428,6.1455,NaN,6.6686
FCR,2013,2013-07-15 12:00:00,1.325,20.884,6.1415,NaN,6.7357
FCR,2013,2013-07-15 12:00:00,1.348,20.8385,6.1216,NaN,6.7022
FCR,2013,2013-07-15 12:00:00,1.37,20.7985,6.1177,NaN,6.7022
FCR,2013,2013-07-15 12:00:00,1.388,20.7552,6.6374,NaN,6.4168
FCR,2013,2013-07-15 12:00:00,1.409,20.7032,6.6176,NaN,6.4504
FCR,2013,2013-07-15 12:00:00,1.438,20.6432,6.6176,NaN,6.4839
FCR,2013,2013-07-15 12:00:00,1.468,20.5783,6.6414,NaN,6.4168
FCR,2013,2013-07-15 12:00:00,1.5,20.5128,7.1214,NaN,8.0449
FCR,2013,2013-07-15 12:00:00,1.535,20.454,7.1214,NaN,8.0953
FCR,2013,2013-07-15 12:00:00,1.567,20.4064,7.1373,NaN,8.1457
FCR,2013,2013-07-15 12:00:00,1.59,20.3667,7.1413,NaN,7.9946
FCR,2013,2013-07-15 12:00:00,1.606,20.3264,7.6768,NaN,7.491
FCR,2013,2013-07-15 12:00:00,1.623,20.279,7.6927,NaN,7.5078
FCR,2013,2013-07-15 12:00:00,1.644,20.2232,7.7086,NaN,7.4743
FCR,2013,2013-07-15 12:00:00,1.675,20.1624,7.6848,NaN,7.4743
FCR,2013,2013-07-15 12:00:00,1.713,20.1014,8.4465,NaN,6.9539
FCR,2013,2013-07-15 12:00:00,1.755,20.0415,8.4425,NaN,6.9707
FCR,2013,2013-07-15 12:00:00,1.789,19.9777,8.4465,NaN,6.87
FCR,2013,2013-07-15 12:00:00,1.818,19.904,8.4306,NaN,6.9371
FCR,2013,2013-07-15 12:00:00,1.857,19.8248,8.4187,NaN,6.9204
FCR,2013,2013-07-15 12:00:00,1.906,19.7525,8.625,NaN,8.0449
FCR,2013,2013-07-15 12:00:00,1.955,19.6958,8.6211,NaN,7.9778
FCR,2013,2013-07-15 12:00:00,1.998,19.6548,8.6211,NaN,7.9778
FCR,2013,2013-07-15 12:00:00,2.03,19.6241,8.6171,NaN,8.0282
FCR,2013,2013-07-15 12:00:00,2.054,19.5962,8.6092,NaN,7.7596
FCR,2013,2013-07-15 12:00:00,2.075,19.5658,8.6052,NaN,7.7764
FCR,2013,2013-07-15 12:00:00,2.099,19.5301,8.629,NaN,7.8435
FCR,2013,2013-07-15 12:00:00,2.129,19.4903,8.6211,NaN,7.726
FCR,2013,2013-07-15 12:00:00,2.168,19.451,8.0498,NaN,8.2296
FCR,2013,2013-07-15 12:00:00,2.208,19.4173,8.0458,NaN,8.2799
FCR,2013,2013-07-15 12:00:00,2.243,19.3909,8.0696,NaN,8.2967
FCR,2013,2013-07-15 12:00:00,2.272,19.3685,8.0577,NaN,8.2128
FCR,2013,2013-07-15 12:00:00,2.292,19.3428,7.9189,NaN,8.0785
FCR,2013,2013-07-15 12:00:00,2.314,19.3094,7.9347,NaN,7.9946
FCR,2013,2013-07-15 12:00:00,2.343,19.2702,7.9387,NaN,7.9778
FCR,2013,2013-07-15 12:00:00,2.384,19.2297,7.9387,NaN,8.0617
FCR,2013,2013-07-15 12:00:00,2.42,19.1902,7.9347,NaN,7.9946
FCR,2013,2013-07-15 12:00:00,2.461,19.1562,7.6372,NaN,7.4239
FCR,2013,2013-07-15 12:00:00,2.505,19.1359,7.6253,NaN,7.4239
FCR,2013,2013-07-15 12:00:00,2.528,19.134,7.6213,NaN,7.4575
FCR,2013,2013-07-15 12:00:00,2.537,19.1451,7.6173,NaN,7.5246
FCR,2013,2013-07-15 12:00:00,2.557,19.1524,7.1333,NaN,7.726
FCR,2013,2013-07-15 12:00:00,2.584,19.1407,7.1174,NaN,7.7092
FCR,2013,2013-07-15 12:00:00,2.621,19.1089,7.1333,NaN,7.7764
FCR,2013,2013-07-15 12:00:00,2.66,19.0657,7.1373,NaN,7.7764
FCR,2013,2013-07-15 12:00:00,2.695,19.0189,7.054,NaN,6.9036
FCR,2013,2013-07-15 12:00:00,2.726,18.9701,7.0619,NaN,6.9875
FCR,2013,2013-07-15 12:00:00,2.752,18.916,7.0897,NaN,6.9875
FCR,2013,2013-07-15 12:00:00,2.784,18.857,7.054,NaN,6.9539
FCR,2013,2013-07-15 12:00:00,2.831,18.7998,6.5581,NaN,6.7022
FCR,2013,2013-07-15 12:00:00,2.881,18.7516,6.5462,NaN,6.6854
FCR,2013,2013-07-15 12:00:00,2.92,18.7108,6.5739,NaN,6.7357
FCR,2013,2013-07-15 12:00:00,2.945,18.6706,6.5581,NaN,6.6686
FCR,2013,2013-07-15 12:00:00,2.97,18.6281,6.5541,NaN,6.6182
FCR,2013,2013-07-15 12:00:00,2.993,18.5816,5.8241,NaN,6.9204
FCR,2013,2013-07-15 12:00:00,3.013,18.5295,5.8043,NaN,6.9707
FCR,2013,2013-07-15 12:00:00,3.045,18.4727,5.8122,NaN,6.9371
FCR,2013,2013-07-15 12:00:00,3.085,18.4131,5.832,NaN,6.9539
FCR,2013,2013-07-15 12:00:00,3.12,18.3524,5.8439,NaN,6.3665
FCR,2013,2013-07-15 12:00:00,3.155,18.2906,5.8241,NaN,6.3497
FCR,2013,2013-07-15 12:00:00,3.187,18.2243,5.8082,NaN,6.4
FCR,2013,2013-07-15 12:00:00,3.213,18.1461,5.8241,NaN,6.4672
FCR,2013,2013-07-15 12:00:00,3.239,18.051,6.3875,NaN,5.5776
FCR,2013,2013-07-15 12:00:00,3.275,17.9428,6.3756,NaN,5.6279
FCR,2013,2013-07-15 12:00:00,3.314,17.8321,6.3756,NaN,5.6615
FCR,2013,2013-07-15 12:00:00,3.352,17.7283,6.3994,NaN,5.6111
FCR,2013,2013-07-15 12:00:00,3.392,17.635,6.681,NaN,5.9636
FCR,2013,2013-07-15 12:00:00,3.422,17.546,6.681,NaN,5.9133
FCR,2013,2013-07-15 12:00:00,3.443,17.453,6.6969,NaN,5.9133
FCR,2013,2013-07-15 12:00:00,3.471,17.3543,6.685,NaN,5.8126
FCR,2013,2013-07-15 12:00:00,3.508,17.2512,6.685,NaN,5.8126
FCR,2013,2013-07-15 12:00:00,3.548,17.1462,7.4983,NaN,5.4097
FCR,2013,2013-07-15 12:00:00,3.594,17.0465,7.5062,NaN,5.2922
FCR,2013,2013-07-15 12:00:00,3.638,16.9584,7.4705,NaN,5.3258
FCR,2013,2013-07-15 12:00:00,3.67,16.8792,7.4864,NaN,5.3761
FCR,2013,2013-07-15 12:00:00,3.697,16.8036,8.0061,NaN,5.5776
FCR,2013,2013-07-15 12:00:00,3.729,16.7341,7.9823,NaN,5.5943
FCR,2013,2013-07-15 12:00:00,3.771,16.6759,7.9942,NaN,5.7118
FCR,2013,2013-07-15 12:00:00,3.81,16.6329,8.0061,NaN,5.6447
FCR,2013,2013-07-15 12:00:00,3.845,16.6109,7.3357,NaN,5.309
FCR,2013,2013-07-15 12:00:00,3.877,16.6148,7.3079,NaN,5.309
FCR,2013,2013-07-15 12:00:00,3.903,16.6444,7.3277,NaN,5.3761
FCR,2013,2013-07-15 12:00:00,3.917,16.697,7.3158,NaN,5.4265
FCR,2013,2013-07-15 12:00:00,3.927,16.7594,7.2444,NaN,4.7215
FCR,2013,2013-07-15 12:00:00,3.95,16.8023,7.2444,NaN,4.8055
FCR,2013,2013-07-15 12:00:00,3.988,16.7946,7.2563,NaN,4.8894
FCR,2013,2013-07-15 12:00:00,4.022,16.7239,7.2444,NaN,4.7551
FCR,2013,2013-07-15 12:00:00,4.054,16.6007,7.2484,NaN,4.7887
FCR,2013,2013-07-15 12:00:00,4.086,16.4363,9.9382,NaN,3.7816
FCR,2013,2013-07-15 12:00:00,4.11,16.2289,9.9382,NaN,3.7648
FCR,2013,2013-07-15 12:00:00,4.142,15.9821,9.9144,NaN,3.6977
FCR,2013,2013-07-15 12:00:00,4.186,15.7191,9.8946,NaN,3.8151
FCR,2013,2013-07-15 12:00:00,4.234,15.4743,11.6997,NaN,3.513
FCR,2013,2013-07-15 12:00:00,4.277,15.2772,11.6878,NaN,3.4962
FCR,2013,2013-07-15 12:00:00,4.314,15.1377,11.6918,NaN,3.4962
FCR,2013,2013-07-15 12:00:00,4.335,15.041,11.6958,NaN,3.5298
FCR,2013,2013-07-15 12:00:00,4.343,14.9616,9.8827,NaN,3.7984
FCR,2013,2013-07-15 12:00:00,4.359,14.8704,9.8629,NaN,3.7312
FCR,2013,2013-07-15 12:00:00,4.388,14.7439,9.8629,NaN,3.7984
FCR,2013,2013-07-15 12:00:00,4.432,14.5823,9.8589,NaN,3.6977
FCR,2013,2013-07-15 12:00:00,4.473,14.4035,8.8472,NaN,3.9998
FCR,2013,2013-07-15 12:00:00,4.513,14.2227,8.8512,NaN,4.0837
FCR,2013,2013-07-15 12:00:00,4.544,14.0409,8.8631,NaN,4.0501
FCR,2013,2013-07-15 12:00:00,4.566,13.852,8.8551,NaN,4.0166
FCR,2013,2013-07-15 12:00:00,4.594,13.6589,8.8313,NaN,4.0166
FCR,2013,2013-07-15 12:00:00,4.637,13.478,7.3118,NaN,4.1173
FCR,2013,2013-07-15 12:00:00,4.686,13.3287,7.3317,NaN,4.0669
FCR,2013,2013-07-15 12:00:00,4.73,13.2237,7.3039,NaN,4.0334
FCR,2013,2013-07-15 12:00:00,4.768,13.1632,7.3118,NaN,4.0501
FCR,2013,2013-07-15 12:00:00,4.792,13.1355,5.8876,NaN,3.2948
FCR,2013,2013-07-15 12:00:00,4.807,13.1271,5.8995,NaN,3.2109
FCR,2013,2013-07-15 12:00:00,4.823,13.127,5.8836,NaN,3.2612
FCR,2013,2013-07-15 12:00:00,4.843,13.1219,5.8915,NaN,3.3116
FCR,2013,2013-07-15 12:00:00,4.871,13.0994,5.5226,NaN,2.6906
FCR,2013,2013-07-15 12:00:00,4.906,13.0563,5.5146,NaN,2.7073
FCR,2013,2013-07-15 12:00:00,4.938,12.9972,5.5067,NaN,2.7577
FCR,2013,2013-07-15 12:00:00,4.964,12.9234,5.5265,NaN,2.7241
FCR,2013,2013-07-15 12:00:00,4.99,12.8347,5.1973,NaN,2.5059
FCR,2013,2013-07-15 12:00:00,5.018,12.7361,5.1893,NaN,2.5227
FCR,2013,2013-07-15 12:00:00,5.049,12.6325,5.2012,NaN,2.5227
FCR,2013,2013-07-15 12:00:00,5.079,12.5254,5.2211,NaN,2.5059
FCR,2013,2013-07-15 12:00:00,5.114,12.4196,5.2012,NaN,2.4891
FCR,2013,2013-07-15 12:00:00,5.157,12.325,4.8243,NaN,2.5563
FCR,2013,2013-07-15 12:00:00,5.2,12.2517,4.86,NaN,2.5227
FCR,2013,2013-07-15 12:00:00,5.239,12.2021,4.8402,NaN,2.4724
FCR,2013,2013-07-15 12:00:00,5.269,12.1673,4.8243,NaN,2.5227
FCR,2013,2013-07-15 12:00:00,5.29,12.1338,4.1142,NaN,2.5731
FCR,2013,2013-07-15 12:00:00,5.302,12.0931,4.1023,NaN,2.5059
FCR,2013,2013-07-15 12:00:00,5.317,12.0435,4.1023,NaN,2.5898
FCR,2013,2013-07-15 12:00:00,5.344,11.991,4.0864,NaN,2.5227
FCR,2013,2013-07-15 12:00:00,5.389,11.9489,3.8563,NaN,2.5395
FCR,2013,2013-07-15 12:00:00,5.435,11.9309,3.8404,NaN,2.5898
FCR,2013,2013-07-15 12:00:00,5.473,11.9411,3.8285,NaN,2.5563
FCR,2013,2013-07-15 12:00:00,5.494,11.9739,3.8563,NaN,2.5731
FCR,2013,2013-07-15 12:00:00,5.504,12.0212,3.4675,NaN,2.2374
FCR,2013,2013-07-15 12:00:00,5.516,12.0686,3.4516,NaN,2.2541
FCR,2013,2013-07-15 12:00:00,5.536,12.0939,3.4596,NaN,2.3045
FCR,2013,2013-07-15 12:00:00,5.56,12.0865,3.4675,NaN,2.2541
FCR,2013,2013-07-15 12:00:00,5.599,12.0572,3.4675,NaN,2.2709
FCR,2013,2013-07-15 12:00:00,5.637,12.0237,3.4556,NaN,2.2206
FCR,2013,2013-07-15 12:00:00,5.668,11.9978,3.4754,NaN,2.2709
FCR,2013,2013-07-15 12:00:00,5.693,11.9822,3.4873,NaN,2.187
FCR,2013,2013-07-15 12:00:00,5.712,11.971,3.4675,NaN,2.2709
FCR,2013,2013-07-15 12:00:00,5.729,11.9531,3.408,NaN,2.2541
FCR,2013,2013-07-15 12:00:00,5.744,11.9186,3.4239,NaN,2.2877
FCR,2013,2013-07-15 12:00:00,5.77,11.87,3.3881,NaN,2.3045
FCR,2013,2013-07-15 12:00:00,5.807,11.8186,3.4,NaN,2.3213
FCR,2013,2013-07-15 12:00:00,5.839,11.769,3.3286,NaN,1.9856
FCR,2013,2013-07-15 12:00:00,5.861,11.7193,3.3366,NaN,2.0192
FCR,2013,2013-07-15 12:00:00,5.886,11.6693,3.3366,NaN,2.0192
FCR,2013,2013-07-15 12:00:00,5.911,11.6185,3.3564,NaN,1.9856
FCR,2013,2013-07-15 12:00:00,5.934,11.5646,3.6698,NaN,1.4317
FCR,2013,2013-07-15 12:00:00,5.959,11.5069,3.646,NaN,1.3813
FCR,2013,2013-07-15 12:00:00,5.992,11.4486,3.6421,NaN,1.4653
FCR,2013,2013-07-15 12:00:00,6.03,11.3945,3.65,NaN,1.4485
FCR,2013,2013-07-15 12:00:00,6.067,11.3499,3.6659,NaN,1.4317
FCR,2013,2013-07-15 12:00:00,6.104,11.3195,3.5191,NaN,1.5156
FCR,2013,2013-07-15 12:00:00,6.138,11.3034,3.531,NaN,1.4653
FCR,2013,2013-07-15 12:00:00,6.162,11.2948,3.5468,NaN,1.4653
FCR,2013,2013-07-15 12:00:00,6.182,11.285,3.523,NaN,1.4149
FCR,2013,2013-07-15 12:00:00,6.204,11.2678,3.162,NaN,1.482
FCR,2013,2013-07-15 12:00:00,6.228,11.2422,3.162,NaN,1.4653
FCR,2013,2013-07-15 12:00:00,6.258,11.2122,3.158,NaN,1.4149
FCR,2013,2013-07-15 12:00:00,6.294,11.1839,3.1422,NaN,1.4317
FCR,2013,2013-07-15 12:00:00,6.33,11.161,3.0112,NaN,1.4988
FCR,2013,2013-07-15 12:00:00,6.36,11.1425,3.039,NaN,1.3813
FCR,2013,2013-07-15 12:00:00,6.388,11.1247,3.0152,NaN,1.4653
FCR,2013,2013-07-15 12:00:00,6.417,11.1068,3.0231,NaN,1.4988
FCR,2013,2013-07-15 12:00:00,6.454,11.0915,2.5352,NaN,1.4317
FCR,2013,2013-07-15 12:00:00,6.486,11.0785,2.5074,NaN,1.4485
FCR,2013,2013-07-15 12:00:00,6.513,11.0666,2.5233,NaN,1.482
FCR,2013,2013-07-15 12:00:00,6.547,11.0571,2.5114,NaN,1.4988
FCR,2013,2013-07-15 12:00:00,6.579,11.0514,2.5193,NaN,1.4317
FCR,2013,2013-07-15 12:00:00,6.602,11.0482,2.1265,NaN,1.9856
FCR,2013,2013-07-15 12:00:00,6.625,11.0445,2.1464,NaN,2.0024
FCR,2013,2013-07-15 12:00:00,6.652,11.0377,2.1503,NaN,2.0024
FCR,2013,2013-07-15 12:00:00,6.683,11.0277,2.1384,NaN,2.0192
FCR,2013,2013-07-15 12:00:00,6.716,11.0167,2.2098,NaN,1.801
FCR,2013,2013-07-15 12:00:00,6.751,11.008,2.2059,NaN,1.7002
FCR,2013,2013-07-15 12:00:00,6.783,11.0027,2.19,NaN,1.7002
FCR,2013,2013-07-15 12:00:00,6.81,10.9983,2.186,NaN,1.7674
FCR,2013,2013-07-15 12:00:00,6.833,10.9916,2.1424,NaN,1.4988
FCR,2013,2013-07-15 12:00:00,6.864,10.9826,2.1424,NaN,1.4149
FCR,2013,2013-07-15 12:00:00,6.896,10.9726,2.1226,NaN,1.4317
FCR,2013,2013-07-15 12:00:00,6.925,10.9627,2.1186,NaN,1.5492
FCR,2013,2013-07-15 12:00:00,6.96,10.9562,2.1424,NaN,1.4149
FCR,2013,2013-07-15 12:00:00,6.995,10.9562,2.1226,NaN,1.4149
FCR,2013,2013-07-15 12:00:00,7.02,10.9615,2.1305,NaN,1.4653
FCR,2013,2013-07-15 12:00:00,7.041,10.9695,2.1424,NaN,1.482
FCR,2013,2013-07-15 12:00:00,7.061,10.9775,2.1424,NaN,1.4149
FCR,2013,2013-07-15 12:00:00,7.078,10.9819,2.1384,NaN,1.2135
FCR,2013,2013-07-15 12:00:00,7.097,10.9788,2.1543,NaN,1.2135
FCR,2013,2013-07-15 12:00:00,7.121,10.9672,2.1464,NaN,1.1631
FCR,2013,2013-07-15 12:00:00,7.153,10.9504,2.1424,NaN,1.2303
FCR,2013,2013-07-15 12:00:00,7.186,10.9332,2.1265,NaN,1.1631
FCR,2013,2013-07-15 12:00:00,7.215,10.9184,2.1503,NaN,1.1463
FCR,2013,2013-07-15 12:00:00,7.239,10.9055,2.1424,NaN,1.1463
FCR,2013,2013-07-15 12:00:00,7.259,10.893,2.1345,NaN,1.1967
FCR,2013,2013-07-15 12:00:00,7.28,10.8776,2.0789,NaN,1.1463
FCR,2013,2013-07-15 12:00:00,7.297,10.8554,2.071,NaN,1.1296
FCR,2013,2013-07-15 12:00:00,7.321,10.8269,2.0631,NaN,1.2135
FCR,2013,2013-07-15 12:00:00,7.363,10.7992,2.0789,NaN,1.2135
FCR,2013,2013-07-15 12:00:00,7.414,10.7821,2.0789,NaN,1.1296
FCR,2013,2013-07-15 12:00:00,7.46,10.7803,2.0551,NaN,1.1631
FCR,2013,2013-07-15 12:00:00,7.491,10.7896,2.0789,NaN,1.2135
FCR,2013,2013-07-15 12:00:00,7.509,10.8018,2.0789,NaN,1.2638
FCR,2013,2013-07-15 12:00:00,7.525,10.8116,2.0631,NaN,1.1631
FCR,2013,2013-07-15 12:00:00,7.543,10.8166,2.067,NaN,1.2303
FCR,2013,2013-07-15 12:00:00,7.564,10.8141,2.0908,NaN,1.1967
FCR,2013,2013-07-15 12:00:00,7.599,10.8049,2.0789,NaN,1.1967
FCR,2013,2013-07-15 12:00:00,7.642,10.7946,2.0591,NaN,1.1967
FCR,2013,2013-07-15 12:00:00,7.676,10.787,2.0789,NaN,1.2135
FCR,2013,2013-07-15 12:00:00,7.698,10.7809,2.0869,NaN,1.1296
FCR,2013,2013-07-15 12:00:00,7.718,10.7735,2.0829,NaN,1.1967
FCR,2013,2013-07-15 12:00:00,7.736,10.7614,2.0829,NaN,1.2135
FCR,2013,2013-07-15 12:00:00,7.758,10.7423,2.0789,NaN,1.1631
FCR,2013,2013-07-15 12:00:00,7.786,10.7173,2.067,NaN,1.1967
FCR,2013,2013-07-15 12:00:00,7.818,10.6899,2.075,NaN,1.1631
FCR,2013,2013-07-15 12:00:00,7.852,10.6647,2.0829,NaN,1.2135
FCR,2013,2013-07-15 12:00:00,7.892,10.6457,2.1305,NaN,1.1463
FCR,2013,2013-07-15 12:00:00,7.927,10.6338,2.1345,NaN,1.1631
FCR,2013,2013-07-15 12:00:00,7.956,10.628,2.1464,NaN,1.1631
FCR,2013,2013-07-15 12:00:00,7.98,10.6261,2.1384,NaN,1.2135
FCR,2013,2013-07-15 12:00:00,8,10.6249,2.1384,NaN,1.1296
FCR,2013,2013-07-15 12:00:00,8.015,10.6209,2.0829,NaN,1.2135
FCR,2013,2013-07-15 12:00:00,8.035,10.6113,2.0789,NaN,1.1631
FCR,2013,2013-07-15 12:00:00,8.061,10.5967,2.067,NaN,1.1128
FCR,2013,2013-07-15 12:00:00,8.098,10.5809,2.0591,NaN,1.1631
FCR,2013,2013-07-15 12:00:00,8.134,10.5666,2.0035,NaN,1.5324
FCR,2013,2013-07-15 12:00:00,8.164,10.5533,2.0154,NaN,1.4149
FCR,2013,2013-07-15 12:00:00,8.191,10.5393,1.9877,NaN,1.4149
FCR,2013,2013-07-15 12:00:00,8.219,10.5233,1.9996,NaN,1.4485
FCR,2013,2013-07-15 12:00:00,8.255,10.5066,1.8329,NaN,1.4653
FCR,2013,2013-07-15 12:00:00,8.295,10.4923,1.8012,NaN,1.4485
FCR,2013,2013-07-15 12:00:00,8.338,10.4842,1.8012,NaN,1.4988
FCR,2013,2013-07-15 12:00:00,8.378,10.4845,1.8329,NaN,1.5156
FCR,2013,2013-07-15 12:00:00,8.404,10.4938,1.7496,NaN,1.3813
FCR,2013,2013-07-15 12:00:00,8.415,10.5119,1.7496,NaN,1.4653
FCR,2013,2013-07-15 12:00:00,8.425,10.5337,1.7536,NaN,1.482
FCR,2013,2013-07-15 12:00:00,8.445,10.5491,1.7496,NaN,1.4317
FCR,2013,2013-07-15 12:00:00,8.475,10.5524,1.7496,NaN,1.4653
FCR,2013,2013-07-15 12:00:00,8.512,10.5469,1.7615,NaN,1.717
FCR,2013,2013-07-15 12:00:00,8.552,10.54,1.7655,NaN,1.7506
FCR,2013,2013-07-15 12:00:00,8.588,10.5365,1.7615,NaN,1.7002
