Advanced Calibration Data,,Cal Date,m2,m1,m0,b3,b2,b1,b0
,Block 0,unknown,0,-6.30E-05,1.000679016,0,9.00E-06,4.55E-04,0.153439999
,Block 1,unknown,0,0,0,0,0,0,100
,,,,,,,,,
,,,,,,,,,
Field Calibration Data,,m,b, Cal Date,,,,,
,Pressure,1,0,unknown,,,,,
,Temperature,1,0,unknown,,,,,
SensorSN,21309003,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,INW Smart Sensor,,,,,,,,
Session Name,FCR_inf_060916,,,,,,,,
# Records,3372,,,,,,,,
Sensor File,7/14/16 12:19,FCR_inf_15min_071416.a4d,,,,,,,
,,,,,,,,,
Barometric File,7/14/16 13:08,FCRBV_071416.a4d,,,,,,,
Barometric Factory Calibration Data,,m3,m2,m1,m0,b3,b2,b1,b0
,Block 0,38353,4.00E-06,-2.44E-04,1.003511906,0,-7.20E-05,4.13E-03,3.70E-02
,Block 1,38353,0,0,0,0,0,0,100
,,,,,,,,,
Barometric Field Calibration Data,,m,b,,,,,,
,Pressure,1,0,,,,,,
,Temperature,1,0,,,,,,
,,,,,,,,,
SensorSN,21204020,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,Barometric Pressure (2),,,,,,,,
Session Name,FCRBV_060916,,,,,,,,
# Records, n/a,,,,,,,,
,,,,,,,,,
Statistical Data,,Pressure(in H2O),Temperature(degC),,,,,,
,Sensor Range,30 psia,,,,,,,
,Minimum,11.42,18.75,,,,,,
,Maximum,17.96,24.69,,,,,,
,Mean,12.41,22.29,,,,,,
,Variance,0.293,1.103,,,,,,
,Std Deviation,0.541,1.05,,,,,,
Rec #,Date/Time,Pressure(in H2O),Temperature(degC),SensorPressure(in H2O),Barometric Date/Time,,,,
1,6/9/16,7.97,18.75,397.12,6/9/16 10:00,,,,
2,6/9/16,7.91,18.81,397.06,6/9/16 10:00,,,,
3,6/9/16,7.91,18.94,397.06,6/9/16 10:00,,,,
4,6/9/16,7.88,19,397.01,6/9/16 10:15,,,,
5,6/9/16,8,19.06,397.12,6/9/16 10:30,,,,
6,6/9/16,7.98,19.13,397.12,6/9/16 10:45,,,,
7,6/9/16,8.08,19.25,397.17,6/9/16 11:00,,,,
8,6/9/16,7.94,19.31,397.06,6/9/16 11:15,,,,
9,6/9/16,7.94,19.44,397.09,6/9/16 11:30,,,,
10,6/9/16,8,19.5,397.12,6/9/16 11:45,,,,
11,6/9/16,7.85,19.63,396.89,6/9/16 12:00,,,,
12,6/9/16,7.9,19.75,396.92,6/9/16 12:15,,,,
13,6/9/16,7.9,19.88,396.84,6/9/16 12:30,,,,
14,6/9/16,8.03,19.94,396.95,6/9/16 12:45,,,,
15,6/9/16,8,20.06,396.84,6/9/16 13:00,,,,
16,6/9/16,7.86,20.19,396.67,6/9/16 13:15,,,,
17,6/9/16,7.82,20.25,396.56,6/9/16 13:30,,,,
18,6/9/16,7.94,20.38,396.61,6/9/16 13:45,,,,
19,6/9/16,7.84,20.44,396.47,6/9/16 14:00,,,,
20,6/9/16,7.8,20.56,396.42,6/9/16 14:15,,,,
21,6/9/16,7.78,20.63,396.36,6/9/16 14:30,,,,
22,6/9/16,7.99,20.69,396.42,6/9/16 14:45,,,,
23,6/9/16,7.81,20.69,396.25,6/9/16 15:00,,,,
24,6/9/16,7.9,20.75,396.33,6/9/16 15:15,,,,
25,6/9/16,7.86,20.69,396.25,6/9/16 15:30,,,,
26,6/9/16,7.96,20.69,396.28,6/9/16 15:45,,,,
27,6/9/16,7.85,20.69,396.11,6/9/16 16:00,,,,
28,6/9/16,7.92,20.69,396.19,6/9/16 16:15,,,,
29,6/9/16,7.92,20.63,396.14,6/9/16 16:30,,,,
30,6/9/16,7.86,20.63,396.08,6/9/16 16:45,,,,
31,6/9/16,7.85,20.56,396.03,6/9/16 17:00,,,,
32,6/9/16,7.83,20.56,396,6/9/16 17:15,,,,
33,6/9/16,7.92,20.56,396.05,6/9/16 17:30,,,,
34,6/9/16,7.79,20.56,395.89,6/9/16 17:45,,,,
35,6/9/16,7.74,20.56,395.83,6/9/16 18:00,,,,
36,6/9/16,7.71,20.56,395.8,6/9/16 18:15,,,,
37,6/9/16,7.89,20.5,395.97,6/9/16 18:30,,,,
38,6/9/16,7.92,20.5,396.05,6/9/16 18:45,,,,
39,6/9/16,7.83,20.44,396.05,6/9/16 19:00,,,,
40,6/9/16,7.88,20.44,396.17,6/9/16 19:15,,,,
41,6/9/16,7.84,20.44,396.17,6/9/16 19:30,,,,
42,6/9/16,7.8,20.38,396.17,6/9/16 19:45,,,,
43,6/9/16,7.73,20.31,396.14,6/9/16 20:00,,,,
44,6/9/16,7.74,20.25,396.19,6/9/16 20:15,,,,
45,6/9/16,7.67,20.25,396.17,6/9/16 20:30,,,,
46,6/9/16,7.7,20.19,396.28,6/9/16 20:45,,,,
47,6/9/16,7.66,20.06,396.36,6/9/16 21:00,,,,
48,6/9/16,7.72,20,396.5,6/9/16 21:15,,,,
49,6/9/16,7.72,19.88,396.59,6/9/16 21:30,,,,
50,6/9/16,7.76,19.81,396.72,6/9/16 21:45,,,,
51,6/9/16,7.75,19.75,396.75,6/9/16 22:00,,,,
52,6/9/16,7.71,19.69,396.73,6/9/16 22:15,,,,
53,6/9/16,7.73,19.69,396.81,6/9/16 22:30,,,,
54,6/9/16,7.77,19.63,396.95,6/9/16 22:45,,,,
55,6/9/16,7.76,19.56,396.98,6/9/16 23:00,,,,
56,6/9/16,7.77,19.5,397.03,6/9/16 23:15,,,,
57,6/9/16,7.73,19.5,397,6/9/16 23:30,,,,
58,6/9/16,7.82,19.44,397.09,6/9/16 23:45,,,,
59,6/10/16,7.79,19.38,397.09,6/10/16 0:00,,,,
60,6/10/16,7.77,19.38,397.12,6/10/16 0:15,,,,
61,6/10/16,7.8,19.38,397.14,6/10/16 0:30,,,,
62,6/10/16,7.86,19.38,397.17,6/10/16 0:45,,,,
63,6/10/16,7.72,19.38,397.03,6/10/16 1:00,,,,
64,6/10/16,7.78,19.44,397.06,6/10/16 1:15,,,,
65,6/10/16,7.82,19.44,397.12,6/10/16 1:30,,,,
66,6/10/16,7.8,19.38,397.06,6/10/16 1:45,,,,
67,6/10/16,7.85,19.38,397.12,6/10/16 2:00,,,,
68,6/10/16,7.81,19.38,397.09,6/10/16 2:15,,,,
69,6/10/16,7.84,19.38,397.14,6/10/16 2:30,,,,
70,6/10/16,7.72,19.38,397.03,6/10/16 2:45,,,,
71,6/10/16,7.7,19.38,397.01,6/10/16 3:00,,,,
72,6/10/16,7.75,19.38,397.17,6/10/16 3:15,,,,
73,6/10/16,7.68,19.44,397.14,6/10/16 3:30,,,,
74,6/10/16,7.78,19.38,397.23,6/10/16 3:45,,,,
75,6/10/16,7.71,19.38,397.17,6/10/16 4:00,,,,
76,6/10/16,7.77,19.38,397.26,6/10/16 4:15,,,,
77,6/10/16,7.87,19.31,397.42,6/10/16 4:30,,,,
78,6/10/16,7.67,19.31,397.28,6/10/16 4:45,,,,
79,6/10/16,7.77,19.25,397.51,6/10/16 5:00,,,,
80,6/10/16,7.84,19.19,397.76,6/10/16 5:15,,,,
81,6/10/16,7.86,19.19,397.87,6/10/16 5:30,,,,
82,6/10/16,7.78,19.13,397.84,6/10/16 5:45,,,,
83,6/10/16,7.71,19.13,397.82,6/10/16 6:00,,,,
84,6/10/16,7.71,19.06,397.87,6/10/16 6:15,,,,
85,6/10/16,7.64,19.06,397.79,6/10/16 6:30,,,,
86,6/10/16,7.8,19.06,398.07,6/10/16 6:45,,,,
87,6/10/16,7.87,19.06,398.12,6/10/16 7:00,,,,
88,6/10/16,7.82,19.06,398.09,6/10/16 7:15,,,,
89,6/10/16,7.72,19.13,398.07,6/10/16 7:30,,,,
90,6/10/16,7.66,19.13,398.01,6/10/16 7:45,,,,
91,6/10/16,7.85,19.19,398.18,6/10/16 8:00,,,,
92,6/10/16,7.87,19.19,398.21,6/10/16 8:15,,,,
93,6/10/16,7.84,19.19,398.23,6/10/16 8:30,,,,
94,6/10/16,7.87,19.31,398.29,6/10/16 8:45,,,,
95,6/10/16,7.79,19.38,398.26,6/10/16 9:00,,,,
96,6/10/16,7.83,19.44,398.26,6/10/16 9:15,,,,
97,6/10/16,7.83,19.5,398.32,6/10/16 9:30,,,,
98,6/10/16,7.87,19.56,398.32,6/10/16 9:45,,,,
99,6/10/16,7.81,19.69,398.2,6/10/16 10:00,,,,
100,6/10/16,7.79,19.75,398.26,6/10/16 10:15,,,,
101,6/10/16,7.92,19.88,398.34,6/10/16 10:30,,,,
102,6/10/16,7.91,19.94,398.29,6/10/16 10:45,,,,
103,6/10/16,7.79,20,398.2,6/10/16 11:00,,,,
104,6/10/16,7.91,20.06,398.34,6/10/16 11:15,,,,
105,6/10/16,7.82,20.19,398.26,6/10/16 11:30,,,,
106,6/10/16,7.9,20.25,398.32,6/10/16 11:45,,,,
107,6/10/16,7.77,20.38,398.12,6/10/16 12:00,,,,
108,6/10/16,7.82,20.44,398.2,6/10/16 12:15,,,,
109,6/10/16,7.87,20.63,398.17,6/10/16 12:30,,,,
110,6/10/16,7.88,20.69,398.15,6/10/16 12:45,,,,
111,6/10/16,7.92,20.81,398.12,6/10/16 13:00,,,,
112,6/10/16,7.83,20.94,397.98,6/10/16 13:15,,,,
113,6/10/16,7.74,21.06,397.87,6/10/16 13:30,,,,
114,6/10/16,7.86,21.13,397.87,6/10/16 13:45,,,,
115,6/10/16,7.79,21.25,397.73,6/10/16 14:00,,,,
116,6/10/16,7.85,21.38,397.7,6/10/16 14:15,,,,
117,6/10/16,7.75,21.44,397.53,6/10/16 14:30,,,,
118,6/10/16,7.85,21.56,397.56,6/10/16 14:45,,,,
119,6/10/16,7.84,21.63,397.5,6/10/16 15:00,,,,
120,6/10/16,7.71,21.69,397.34,6/10/16 15:15,,,,
121,6/10/16,7.87,21.69,397.42,6/10/16 15:30,,,,
122,6/10/16,7.8,21.69,397.28,6/10/16 15:45,,,,
123,6/10/16,7.83,21.75,397.22,6/10/16 16:00,,,,
124,6/10/16,7.74,21.81,397.11,6/10/16 16:15,,,,
125,6/10/16,7.84,21.81,397.2,6/10/16 16:30,,,,
