Advanced Calibration Data,,Cal Date,m2,m1,m0,b3,b2,b1,b0
,Block 0,unknown,0,-6.30E-05,1.000679016,0,9.00E-06,4.55E-04,0.153439999
,Block 1,unknown,0,0,0,0,0,0,100
,,,,,,,,,
,,,,,,,,,
Field Calibration Data,,m,b, Cal Date,,,,,
,Pressure,1,0,unknown,,,,,
,Temperature,1,0,unknown,,,,,
SensorSN,21309003,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,INW Smart Sensor,,,,,,,,
Session Name,FCR_inf_032316,,,,,,,,
# Records,2500,,,,,,,,
Sensor File,4/18/16 13:36,FCR_inf_041816.a4d,,,,,,,
,,,,,,,,,
Barometric File,4/18/16 14:19,FCRBV_041816.a4d,,,,,,,
Barometric Factory Calibration Data,,m3,m2,m1,m0,b3,b2,b1,b0
,Block 0,38353,4.00E-06,-2.44E-04,1.003511906,0,-7.20E-05,4.13E-03,3.70E-02
,Block 1,38353,0,0,0,0,0,0,100
,,,,,,,,,
Barometric Field Calibration Data,,m,b,,,,,,
,Pressure,1,0,,,,,,
,Temperature,1,0,,,,,,
,,,,,,,,,
SensorSN,21204020,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,Barometric Pressure (2),,,,,,,,
Session Name,FCRBV_032316,,,,,,,,
# Records, n/a,,,,,,,,
,,,,,,,,,
Statistical Data,,Pressure(in H2O),Temperature(degC),,,,,,
,Sensor Range,30 psia,,,,,,,
,Minimum,9.75,7.75,,,,,,
,Maximum,10.54,17.44,,,,,,
,Mean,10.03,11.77,,,,,,
,Variance,0.008,2.477,,,,,,
,Std Deviation,0.087,1.574,,,,,,
Rec #,Date/Time,Pressure(in H2O),Temperature(degC),SensorPressure(in H2O),Barometric Date/Time,,,,
1,3/23/16,10.15,11.69,395.33,3/23/16 12:45,,,,
2,3/23/16,10.16,11.88,395.28,3/23/16 13:00,,,,
3,3/23/16,10.19,12.06,395.22,3/23/16 13:15,,,,
4,3/23/16,10.12,12.13,395.03,3/23/16 13:30,,,,
5,3/23/16,10.09,12.19,394.91,3/23/16 13:45,,,,
6,3/23/16,10.22,12.13,394.83,3/23/16 14:00,,,,
7,3/23/16,10.09,12.25,394.72,3/23/16 14:15,,,,
8,3/23/16,10.12,12.38,394.6,3/23/16 14:30,,,,
9,3/23/16,10.18,12.56,394.58,3/23/16 14:45,,,,
10,3/23/16,10.12,12.69,394.41,3/23/16 15:00,,,,
11,3/23/16,10.19,12.75,394.43,3/23/16 15:15,,,,
12,3/23/16,10.17,12.75,394.35,3/23/16 15:30,,,,
13,3/23/16,10.09,12.75,394.3,3/23/16 15:45,,,,
14,3/23/16,10.17,12.63,394.35,3/23/16 16:00,,,,
15,3/23/16,10.11,12.5,394.27,3/23/16 16:15,,,,
16,3/23/16,10.06,12.44,394.21,3/23/16 16:30,,,,
17,3/23/16,10.08,12.31,394.24,3/23/16 16:45,,,,
18,3/23/16,10.09,12.13,394.21,3/23/16 17:00,,,,
19,3/23/16,10.12,12,394.19,3/23/16 17:15,,,,
20,3/23/16,10.16,11.88,394.27,3/23/16 17:30,,,,
21,3/23/16,10.19,11.69,394.3,3/23/16 17:45,,,,
22,3/23/16,10.1,11.63,394.19,3/23/16 18:00,,,,
23,3/23/16,10.15,11.44,394.27,3/23/16 18:15,,,,
24,3/23/16,10.13,11.31,394.28,3/23/16 18:30,,,,
25,3/23/16,10.04,11.19,394.25,3/23/16 18:45,,,,
26,3/23/16,10.1,11.13,394.39,3/23/16 19:00,,,,
27,3/23/16,10.09,11,394.36,3/23/16 19:15,,,,
28,3/23/16,10.08,10.94,394.45,3/23/16 19:30,,,,
29,3/23/16,10.09,10.88,394.5,3/23/16 19:45,,,,
30,3/23/16,10.07,10.81,394.53,3/23/16 20:00,,,,
31,3/23/16,10.09,10.75,394.59,3/23/16 20:15,,,,
32,3/23/16,10.03,10.69,394.59,3/23/16 20:30,,,,
33,3/23/16,10.16,10.69,394.78,3/23/16 20:45,,,,
34,3/23/16,10,10.63,394.7,3/23/16 21:00,,,,
35,3/23/16,10.12,10.63,394.92,3/23/16 21:15,,,,
36,3/23/16,10.13,10.56,394.98,3/23/16 21:30,,,,
37,3/23/16,9.92,10.56,394.76,3/23/16 21:45,,,,
38,3/23/16,10.15,10.5,395.06,3/23/16 22:00,,,,
39,3/23/16,9.94,10.5,394.87,3/23/16 22:15,,,,
40,3/23/16,10.1,10.5,395.04,3/23/16 22:30,,,,
41,3/23/16,10.18,10.44,395.12,3/23/16 22:45,,,,
42,3/23/16,10.05,10.44,394.98,3/23/16 23:00,,,,
43,3/23/16,10.07,10.44,394.98,3/23/16 23:15,,,,
44,3/23/16,10.11,10.38,395.01,3/23/16 23:30,,,,
45,3/23/16,10.09,10.38,394.98,3/23/16 23:45,,,,
46,3/24/16,10.12,10.38,395.01,3/24/16 0:00,,,,
47,3/24/16,10.07,10.38,394.95,3/24/16 0:15,,,,
48,3/24/16,10.05,10.31,394.95,3/24/16 0:30,,,,
49,3/24/16,10.08,10.25,394.95,3/24/16 0:45,,,,
50,3/24/16,10.08,10.25,394.95,3/24/16 1:00,,,,
51,3/24/16,10.13,10.25,394.98,3/24/16 1:15,,,,
52,3/24/16,10.09,10.25,394.93,3/24/16 1:30,,,,
53,3/24/16,10.12,10.25,394.95,3/24/16 1:45,,,,
54,3/24/16,9.99,10.25,394.81,3/24/16 2:00,,,,
55,3/24/16,10.12,10.19,394.9,3/24/16 2:15,,,,
56,3/24/16,10.11,10.19,394.87,3/24/16 2:30,,,,
57,3/24/16,10.08,10.13,394.84,3/24/16 2:45,,,,
58,3/24/16,10.06,10.13,394.79,3/24/16 3:00,,,,
59,3/24/16,10.13,10.13,394.81,3/24/16 3:15,,,,
60,3/24/16,10.15,10.13,394.87,3/24/16 3:30,,,,
61,3/24/16,10.12,10.13,394.76,3/24/16 3:45,,,,
62,3/24/16,10.09,10.13,394.67,3/24/16 4:00,,,,
63,3/24/16,10.15,10.13,394.76,3/24/16 4:15,,,,
64,3/24/16,10.09,10.13,394.7,3/24/16 4:30,,,,
65,3/24/16,10.15,10.13,394.76,3/24/16 4:45,,,,
66,3/24/16,10.03,10.13,394.65,3/24/16 5:00,,,,
67,3/24/16,10.16,10.13,394.76,3/24/16 5:15,,,,
68,3/24/16,10.13,10.13,394.76,3/24/16 5:30,,,,
69,3/24/16,10.09,10.06,394.73,3/24/16 5:45,,,,
70,3/24/16,10.02,10.06,394.73,3/24/16 6:00,,,,
71,3/24/16,10.07,10,394.84,3/24/16 6:15,,,,
72,3/24/16,10.03,10,394.84,3/24/16 6:30,,,,
73,3/24/16,10.1,10,394.9,3/24/16 6:45,,,,
74,3/24/16,10.05,10,394.87,3/24/16 7:00,,,,
75,3/24/16,10.09,9.94,394.9,3/24/16 7:15,,,,
76,3/24/16,10.12,9.94,394.96,3/24/16 7:30,,,,
77,3/24/16,9.93,10,394.79,3/24/16 7:45,,,,
78,3/24/16,10.14,10,394.98,3/24/16 8:00,,,,
79,3/24/16,10.07,10.06,394.98,3/24/16 8:15,,,,
80,3/24/16,10.06,10.06,394.93,3/24/16 8:30,,,,
81,3/24/16,10.11,10.13,394.93,3/24/16 8:45,,,,
82,3/24/16,10.07,10.25,394.87,3/24/16 9:00,,,,
83,3/24/16,10.08,10.31,394.87,3/24/16 9:15,,,,
84,3/24/16,10.12,10.44,394.98,3/24/16 9:30,,,,
85,3/24/16,10.11,10.63,394.95,3/24/16 9:45,,,,
86,3/24/16,10.09,10.75,394.89,3/24/16 10:00,,,,
87,3/24/16,10.03,10.88,394.81,3/24/16 10:15,,,,
88,3/24/16,10.13,11,394.81,3/24/16 10:30,,,,
89,3/24/16,10.13,11.19,394.75,3/24/16 10:45,,,,
90,3/24/16,10.07,11.38,394.64,3/24/16 11:00,,,,
91,3/24/16,10.15,11.63,394.64,3/24/16 11:15,,,,
92,3/24/16,10.12,11.81,394.52,3/24/16 11:30,,,,
93,3/24/16,10.09,12.06,394.35,3/24/16 11:45,,,,
94,3/24/16,10.13,12.31,394.3,3/24/16 12:00,,,,
95,3/24/16,10.11,12.44,394.16,3/24/16 12:15,,,,
96,3/24/16,10.16,12.69,394.1,3/24/16 12:30,,,,
97,3/24/16,10.1,12.88,393.99,3/24/16 12:45,,,,
98,3/24/16,10.16,13.06,393.79,3/24/16 13:00,,,,
99,3/24/16,10.2,13.25,393.71,3/24/16 13:15,,,,
100,3/24/16,10.14,13.44,393.57,3/24/16 13:30,,,,
101,3/24/16,10.11,13.56,393.34,3/24/16 13:45,,,,
102,3/24/16,10.11,13.69,393.26,3/24/16 14:00,,,,
103,3/24/16,10.16,13.81,393.17,3/24/16 14:15,,,,
104,3/24/16,10.22,13.94,393,3/24/16 14:30,,,,
105,3/24/16,10.13,14,392.81,3/24/16 14:45,,,,
106,3/24/16,10.1,14,392.75,3/24/16 15:00,,,,
107,3/24/16,10.11,14,392.67,3/24/16 15:15,,,,
108,3/24/16,10.15,13.88,392.53,3/24/16 15:30,,,,
109,3/24/16,10.13,13.81,392.45,3/24/16 15:45,,,,
110,3/24/16,10.04,13.75,392.28,3/24/16 16:00,,,,
111,3/24/16,10.18,13.63,392.25,3/24/16 16:15,,,,
112,3/24/16,10.13,13.56,392.17,3/24/16 16:30,,,,
113,3/24/16,10.03,13.38,392,3/24/16 16:45,,,,
114,3/24/16,10.2,13.25,392.06,3/24/16 17:00,,,,
115,3/24/16,10.16,13.06,391.81,3/24/16 17:15,,,,
116,3/24/16,10.17,12.94,391.84,3/24/16 17:30,,,,
117,3/24/16,10.12,12.81,391.73,3/24/16 17:45,,,,
118,3/24/16,10.12,12.63,391.64,3/24/16 18:00,,,,
119,3/24/16,10.09,12.5,391.81,3/24/16 18:15,,,,
120,3/24/16,10.07,12.38,391.9,3/24/16 18:30,,,,
121,3/24/16,10.05,12.31,391.84,3/24/16 18:45,,,,
122,3/24/16,10.11,12.25,391.81,3/24/16 19:00,,,,
123,3/24/16,10.07,12.19,391.81,3/24/16 19:15,,,,
124,3/24/16,10.1,12.13,391.95,3/24/16 19:30,,,,
125,3/24/16,10.15,12.13,392.04,3/24/16 19:45,,,,
