
Advanced Calibration Data
,Temperature,Cal Date, Tm, Tzs, Tb
,Pressure,Cal Date,m2,m1,m0,b2,b1,b0,Linear(a),Linear(b)
,Temperature,unknown,0.000000,0.00,0.000000
,Pressure,25-Mar-13 09:51:57,0.000000,-0.000063,1.000679,0.000009,0.000455,0.153440,0.000000,1.000000

Field Calibration Data
,Temperature,Cal Date,m,b
,Pressure,Cal Date,m,b
,Temperature(degC),unknown,1.000000,0.00
,Pressure(in H2O),unknown,1.000000,0.00

Sensor/Session information
SensorSN, 21309003 ,,Modbus Addr., 2 
Sensor Type,PT2X,,Initialized w/fw Rev,"2. 9"
Sensor Name,INW Smart Sensor,,Uploaded,"Aqua4Plus 1.9.501"
Session Name,FCR_Inf2_BV2013,,Exported,"Aqua4Plus 1.9.501"
# Records,  2491 
Statistical Data,,Temperature(degC),Pressure(in H2O),
,Sensor Range,-40 - +125 degC,30 psia,
,Minimum,10.56,384.02,
,Maximum,20.56,395.88,
,Mean,15.36,391.87,
,Variance,2.427,2.092,
,Std Deviation,1.558,1.446,
,,,,
,Field Cal Date,unknown,unknown,
Rec #,Date/Time,Temperature(degC),Pressure(in H2O)
1108,27-May-13 04:45:00,11.75,393.80
1109,27-May-13 05:00:00,11.75,393.88
1110,27-May-13 05:15:00,11.69,393.99
1111,27-May-13 05:30:00,11.69,393.99
1112,27-May-13 05:45:00,11.63,394.08
1113,27-May-13 06:00:00,11.63,394.08
1114,27-May-13 06:15:00,11.63,394.05
1115,27-May-13 06:30:00,11.56,394.19
1116,27-May-13 06:45:00,11.56,394.25
1117,27-May-13 07:00:00,11.56,394.25
1118,27-May-13 07:15:00,11.56,394.36
1119,27-May-13 07:30:00,11.56,394.36
1120,27-May-13 07:45:00,11.50,394.33
1121,27-May-13 08:00:00,11.56,394.36
1122,27-May-13 08:15:00,11.63,394.41
1123,27-May-13 08:30:00,11.69,394.33
1124,27-May-13 08:45:00,11.75,394.36
1125,27-May-13 09:00:00,11.81,394.30
1126,27-May-13 09:15:00,11.88,394.36
1127,27-May-13 09:30:00,11.94,394.36
1128,27-May-13 09:45:00,12.06,394.35
1129,27-May-13 10:00:00,12.13,394.33
1130,27-May-13 10:15:00,12.19,394.27
1131,27-May-13 10:30:00,12.31,394.24
1132,27-May-13 10:45:00,12.31,394.30
1133,27-May-13 11:00:00,12.38,394.24
1134,27-May-13 11:15:00,12.44,394.24
1135,27-May-13 11:30:00,12.50,394.27
1136,27-May-13 11:45:00,12.56,394.27
1137,27-May-13 12:00:00,12.63,394.27
1138,27-May-13 12:15:00,12.69,394.16
1139,27-May-13 12:30:00,12.75,394.13
1140,27-May-13 12:45:00,12.88,394.04
1141,27-May-13 13:00:00,13.00,393.93
1142,27-May-13 13:15:00,13.19,393.90
1143,27-May-13 13:30:00,13.31,393.87
1144,27-May-13 13:45:00,13.44,393.79
1145,27-May-13 14:00:00,13.50,393.73
1146,27-May-13 14:15:00,13.69,393.70
1147,27-May-13 14:30:00,13.88,393.62
1148,27-May-13 14:45:00,14.00,393.53
1149,27-May-13 15:00:00,14.06,393.48
1150,27-May-13 15:15:00,14.13,393.42
1151,27-May-13 15:30:00,14.19,393.39
1152,27-May-13 15:45:00,14.19,393.34
1153,27-May-13 16:00:00,14.25,393.25
1154,27-May-13 16:15:00,14.25,393.20
1155,27-May-13 16:30:00,14.25,393.11
1156,27-May-13 16:45:00,14.31,393.09
1157,27-May-13 17:00:00,14.25,393.06
1158,27-May-13 17:15:00,14.31,393.06
1159,27-May-13 17:30:00,14.31,392.97
1160,27-May-13 17:45:00,14.25,393.09
1161,27-May-13 18:00:00,14.31,393.03
1162,27-May-13 18:15:00,14.25,392.92
1163,27-May-13 18:30:00,14.25,392.83
1164,27-May-13 18:45:00,14.25,392.86
1165,27-May-13 19:00:00,14.25,392.81
1166,27-May-13 19:15:00,14.19,392.72
1167,27-May-13 19:30:00,14.19,392.72
1168,27-May-13 19:45:00,14.19,392.75
1169,27-May-13 20:00:00,14.13,392.72
1170,27-May-13 20:15:00,14.13,392.75
1171,27-May-13 20:30:00,14.06,392.81
1172,27-May-13 20:45:00,14.06,392.84
1173,27-May-13 21:00:00,14.00,392.89
1174,27-May-13 21:15:00,14.00,393.00
1175,27-May-13 21:30:00,14.00,393.00
1176,27-May-13 21:45:00,13.94,393.09
1177,27-May-13 22:00:00,13.94,393.14
1178,27-May-13 22:15:00,13.94,393.26
1179,27-May-13 22:30:00,13.94,393.28
1180,27-May-13 22:45:00,13.94,393.28
1181,27-May-13 23:00:00,13.94,393.23
1182,27-May-13 23:15:00,13.88,393.17
1183,27-May-13 23:30:00,13.88,393.20
1184,27-May-13 23:45:00,13.88,393.26
1185,28-May-13 00:00:00,13.88,393.26
1186,28-May-13 00:15:00,13.88,393.23
1187,28-May-13 00:30:00,13.88,393.20
1188,28-May-13 00:45:00,13.88,393.14
1189,28-May-13 01:00:00,13.88,393.17
1190,28-May-13 01:15:00,13.88,393.14
1191,28-May-13 01:30:00,13.88,393.06
1192,28-May-13 01:45:00,13.81,393.00
1193,28-May-13 02:00:00,13.81,392.98
1194,28-May-13 02:15:00,13.81,392.95
1195,28-May-13 02:30:00,13.81,392.89
1196,28-May-13 02:45:00,13.75,392.81
1197,28-May-13 03:00:00,13.75,392.84
1198,28-May-13 03:15:00,13.69,392.84
1199,28-May-13 03:30:00,13.69,392.81
1200,28-May-13 03:45:00,13.69,392.87
1201,28-May-13 04:00:00,13.63,392.87
1202,28-May-13 04:15:00,13.63,392.87
1203,28-May-13 04:30:00,13.56,392.75
1204,28-May-13 04:45:00,13.56,392.78
1205,28-May-13 05:00:00,13.50,392.89
1206,28-May-13 05:15:00,13.50,393.01
1207,28-May-13 05:30:00,13.50,393.01
1208,28-May-13 05:45:00,13.44,393.12
1209,28-May-13 06:00:00,13.44,393.20
1210,28-May-13 06:15:00,13.44,393.31
1211,28-May-13 06:30:00,13.44,393.34
1212,28-May-13 06:45:00,13.38,393.31
1213,28-May-13 07:00:00,13.38,393.31
1214,28-May-13 07:15:00,13.38,393.29
1215,28-May-13 07:30:00,13.38,393.45
1216,28-May-13 07:45:00,13.44,393.40
1217,28-May-13 08:00:00,13.44,393.48
1218,28-May-13 08:15:00,13.44,393.48
1219,28-May-13 08:30:00,13.50,393.43
1220,28-May-13 08:45:00,13.56,393.34
1221,28-May-13 09:00:00,13.56,393.37
1222,28-May-13 09:15:00,13.63,393.40
1223,28-May-13 09:30:00,13.69,393.40
1224,28-May-13 09:45:00,13.75,393.45
1225,28-May-13 10:00:00,13.81,393.42
1226,28-May-13 10:15:00,13.88,393.48
1227,28-May-13 10:30:00,14.00,393.45
1228,28-May-13 10:45:00,14.06,393.48
1229,28-May-13 11:00:00,14.19,393.45
1230,28-May-13 11:15:00,14.31,393.37
1231,28-May-13 11:30:00,14.44,393.28
1232,28-May-13 11:45:00,14.56,393.22
1233,28-May-13 12:00:00,14.63,393.14
1234,28-May-13 12:15:00,14.81,393.14
1235,28-May-13 12:30:00,14.94,393.00
1236,28-May-13 12:45:00,15.13,392.94
1237,28-May-13 13:00:00,15.31,392.94
1238,28-May-13 13:15:00,15.44,392.89
1239,28-May-13 13:30:00,15.56,392.83
1240,28-May-13 13:45:00,15.63,392.80
1241,28-May-13 14:00:00,15.75,392.74
1242,28-May-13 14:15:00,15.81,392.69
1243,28-May-13 14:30:00,15.94,392.66
1244,28-May-13 14:45:00,16.00,392.66
1245,28-May-13 15:00:00,16.13,392.60
1246,28-May-13 15:15:00,16.06,392.49
1247,28-May-13 15:30:00,16.13,392.46
1248,28-May-13 15:45:00,16.06,392.46
1249,28-May-13 16:00:00,16.19,392.44
1250,28-May-13 16:15:00,16.25,392.46
1251,28-May-13 16:30:00,16.31,392.46
1252,28-May-13 16:45:00,16.31,392.44
1253,28-May-13 17:00:00,16.38,392.41
1254,28-May-13 17:15:00,16.38,392.41
1255,28-May-13 17:30:00,16.38,392.35
1256,28-May-13 17:45:00,16.31,392.32
1257,28-May-13 18:00:00,16.31,392.24
1258,28-May-13 18:15:00,16.31,392.27
1259,28-May-13 18:30:00,16.31,392.24
1260,28-May-13 18:45:00,16.31,392.24
1261,28-May-13 19:00:00,16.25,392.30
1262,28-May-13 19:15:00,16.25,392.35
1263,28-May-13 19:30:00,16.19,392.35
1264,28-May-13 19:45:00,16.19,392.35
1265,28-May-13 20:00:00,16.13,392.32
1266,28-May-13 20:15:00,16.13,392.32
1267,28-May-13 20:30:00,16.06,392.30
1268,28-May-13 20:45:00,16.06,392.30
1269,28-May-13 21:00:00,16.00,392.35
1270,28-May-13 21:15:00,16.00,392.41
1271,28-May-13 21:30:00,15.94,392.46
1272,28-May-13 21:45:00,15.88,392.52
1273,28-May-13 22:00:00,15.88,392.58
1274,28-May-13 22:15:00,15.81,392.63
1275,28-May-13 22:30:00,15.81,392.69
1276,28-May-13 22:45:00,15.81,392.69
1277,28-May-13 23:00:00,15.75,392.69
1278,28-May-13 23:15:00,15.69,392.66
1279,28-May-13 23:30:00,15.69,392.69
1280,28-May-13 23:45:00,15.63,392.72
1281,29-May-13 00:00:00,15.63,392.72
1282,29-May-13 00:15:00,15.56,392.75
1283,29-May-13 00:30:00,15.56,392.77
1284,29-May-13 00:45:00,15.50,392.80
1285,29-May-13 01:00:00,15.50,392.83
1286,29-May-13 01:15:00,15.44,392.80
1287,29-May-13 01:30:00,15.38,392.80
1288,29-May-13 01:45:00,15.38,392.75
1289,29-May-13 02:00:00,15.31,392.80
1290,29-May-13 02:15:00,15.31,392.77
1291,29-May-13 02:30:00,15.25,392.83
1292,29-May-13 02:45:00,15.25,392.89
1293,29-May-13 03:00:00,15.19,392.91
1294,29-May-13 03:15:00,15.13,392.89
1295,29-May-13 03:30:00,15.13,392.97
1296,29-May-13 03:45:00,15.13,393.03
1297,29-May-13 04:00:00,15.13,393.03
1298,29-May-13 04:15:00,15.13,393.05
1299,29-May-13 04:30:00,15.13,393.05
1300,29-May-13 04:45:00,15.06,393.03
1301,29-May-13 05:00:00,15.06,393.08
1302,29-May-13 05:15:00,15.06,393.05
1303,29-May-13 05:30:00,15.06,393.05
1304,29-May-13 05:45:00,15.00,392.97
1305,29-May-13 06:00:00,15.00,392.97
1306,29-May-13 06:15:00,15.06,393.08
1307,29-May-13 06:30:00,15.00,393.05
1308,29-May-13 06:45:00,15.00,393.08
1309,29-May-13 07:00:00,14.94,393.14
1310,29-May-13 07:15:00,14.94,393.14
1311,29-May-13 07:30:00,14.94,393.17
1312,29-May-13 07:45:00,14.94,393.11
1313,29-May-13 08:00:00,14.94,393.22
1314,29-May-13 08:15:00,15.00,393.39
1315,29-May-13 08:30:00,15.00,393.39
1316,29-May-13 08:45:00,15.06,393.50
1317,29-May-13 09:00:00,15.06,393.47
1318,29-May-13 09:15:00,15.13,393.45
1319,29-May-13 09:30:00,15.19,393.50
1320,29-May-13 09:45:00,15.25,393.53
1321,29-May-13 10:00:00,15.31,393.56
1322,29-May-13 10:15:00,15.38,393.50
1323,29-May-13 10:30:00,15.44,393.47
1324,29-May-13 10:45:00,15.50,393.50
1325,29-May-13 11:00:00,15.56,393.53
1326,29-May-13 11:15:00,15.75,393.47
1327,29-May-13 11:30:00,15.81,393.53
1328,29-May-13 11:45:00,15.94,393.47
1329,29-May-13 12:00:00,16.00,393.39
1330,29-May-13 12:15:00,16.13,393.36
1331,29-May-13 12:30:00,16.38,393.33
1332,29-May-13 12:45:00,16.44,393.30
1333,29-May-13 13:00:00,16.56,393.24
1334,29-May-13 13:15:00,16.75,393.22
1335,29-May-13 13:30:00,16.88,393.19
1336,29-May-13 13:45:00,16.94,393.10
1337,29-May-13 14:00:00,17.06,393.07
1338,29-May-13 14:15:00,17.31,393.10
1339,29-May-13 14:30:00,17.44,393.10
1340,29-May-13 14:45:00,17.50,393.05
1341,29-May-13 15:00:00,17.56,393.05
1342,29-May-13 15:15:00,17.69,393.02
1343,29-May-13 15:30:00,17.69,392.93
1344,29-May-13 15:45:00,17.75,392.82
1345,29-May-13 16:00:00,17.75,392.77
1346,29-May-13 16:15:00,17.75,392.71
1347,29-May-13 16:30:00,17.75,392.65
1348,29-May-13 16:45:00,17.75,392.60
1349,29-May-13 17:00:00,17.75,392.57
1350,29-May-13 17:15:00,17.69,392.57
1351,29-May-13 17:30:00,17.69,392.54
1352,29-May-13 17:45:00,17.63,392.60
1353,29-May-13 18:00:00,17.63,392.65
1354,29-May-13 18:15:00,17.56,392.65
1355,29-May-13 18:30:00,17.56,392.71
1356,29-May-13 18:45:00,17.50,392.68
1357,29-May-13 19:00:00,17.50,392.63
1358,29-May-13 19:15:00,17.44,392.65
1359,29-May-13 19:30:00,17.44,392.74
1360,29-May-13 19:45:00,17.38,392.77
1361,29-May-13 20:00:00,17.31,392.77
1362,29-May-13 20:15:00,17.25,392.77
1363,29-May-13 20:30:00,17.19,392.82
1364,29-May-13 20:45:00,17.19,392.88
1365,29-May-13 21:00:00,17.06,392.88
1366,29-May-13 21:15:00,17.06,392.91
1367,29-May-13 21:30:00,17.00,392.96
1368,29-May-13 21:45:00,16.94,392.99
1369,29-May-13 22:00:00,16.94,393.10
1370,29-May-13 22:15:00,16.88,393.13
1371,29-May-13 22:30:00,16.81,393.16
1372,29-May-13 22:45:00,16.81,393.22
1373,29-May-13 23:00:00,16.75,393.24
1374,29-May-13 23:15:00,16.69,393.24
1375,29-May-13 23:30:00,16.69,393.27
1376,29-May-13 23:45:00,16.63,393.27
1377,30-May-13 00:00:00,16.56,393.24
1378,30-May-13 00:15:00,16.50,393.30
1379,30-May-13 00:30:00,16.50,393.36
1380,30-May-13 00:45:00,16.44,393.33
1381,30-May-13 01:00:00,16.38,393.36
1382,30-May-13 01:15:00,16.38,393.41
1383,30-May-13 01:30:00,16.31,393.38
1384,30-May-13 01:45:00,16.25,393.44
1385,30-May-13 02:00:00,16.19,393.47
1386,30-May-13 02:15:00,16.19,393.39
1387,30-May-13 02:30:00,16.13,393.36
1388,30-May-13 02:45:00,16.06,393.47
1389,30-May-13 03:00:00,16.00,393.39
1390,30-May-13 03:15:00,16.00,393.39
1391,30-May-13 03:30:00,15.94,393.44
1392,30-May-13 03:45:00,15.88,393.44
1393,30-May-13 04:00:00,15.81,393.44
1394,30-May-13 04:15:00,15.81,393.44
1395,30-May-13 04:30:00,15.75,393.53
1396,30-May-13 04:45:00,15.69,393.58
1397,30-May-13 05:00:00,15.69,393.61
1398,30-May-13 05:15:00,15.63,393.64
1399,30-May-13 05:30:00,15.56,393.67
1400,30-May-13 05:45:00,15.56,393.67
1401,30-May-13 06:00:00,15.50,393.70
1402,30-May-13 06:15:00,15.50,393.75
1403,30-May-13 06:30:00,15.50,393.83
1404,30-May-13 06:45:00,15.50,393.86
1405,30-May-13 07:00:00,15.44,393.78
1406,30-May-13 07:15:00,15.44,393.78
1407,30-May-13 07:30:00,15.44,393.84
1408,30-May-13 07:45:00,15.44,393.86
1409,30-May-13 08:00:00,15.50,393.89
1410,30-May-13 08:15:00,15.50,393.95
1411,30-May-13 08:30:00,15.56,394.03
1412,30-May-13 08:45:00,15.63,394.03
1413,30-May-13 09:00:00,15.63,394.00
1414,30-May-13 09:15:00,15.69,394.03
1415,30-May-13 09:30:00,15.69,394.09
1416,30-May-13 09:45:00,15.75,394.09
1417,30-May-13 10:00:00,15.81,394.11
1418,30-May-13 10:15:00,15.94,394.08
1419,30-May-13 10:30:00,16.00,394.06
1420,30-May-13 10:45:00,16.06,394.08
1421,30-May-13 11:00:00,16.13,394.06
1422,30-May-13 11:15:00,16.25,394.06
1423,30-May-13 11:30:00,16.38,394.03
1424,30-May-13 11:45:00,16.50,394.00
1425,30-May-13 12:00:00,16.56,393.94
1426,30-May-13 12:15:00,16.69,393.89
1427,30-May-13 12:30:00,16.94,393.83
1428,30-May-13 12:45:00,17.06,393.75
1429,30-May-13 13:00:00,17.25,393.69
1430,30-May-13 13:15:00,17.44,393.63
1431,30-May-13 13:30:00,17.50,393.58
1432,30-May-13 13:45:00,17.63,393.55
1433,30-May-13 14:00:00,17.81,393.41
1434,30-May-13 14:15:00,17.94,393.44
1435,30-May-13 14:30:00,18.06,393.38
1436,30-May-13 14:45:00,18.19,393.29
1437,30-May-13 15:00:00,18.31,393.21
1438,30-May-13 15:15:00,18.31,393.21
1439,30-May-13 15:30:00,18.38,393.18
1440,30-May-13 15:45:00,18.38,393.13
1441,30-May-13 16:00:00,18.44,393.10
1442,30-May-13 16:15:00,18.38,393.10
1443,30-May-13 16:30:00,18.31,393.10
1444,30-May-13 16:45:00,18.31,393.10
1445,30-May-13 17:00:00,18.25,393.07
1446,30-May-13 17:15:00,18.19,393.07
1447,30-May-13 17:30:00,18.13,393.02
1448,30-May-13 17:45:00,18.13,392.99
1449,30-May-13 18:00:00,18.06,393.04
1450,30-May-13 18:15:00,18.06,392.99
1451,30-May-13 18:30:00,18.00,392.99
1452,30-May-13 18:45:00,18.00,392.99
1453,30-May-13 19:00:00,17.94,393.04
1454,30-May-13 19:15:00,17.88,393.04
1455,30-May-13 19:30:00,17.81,393.07
1456,30-May-13 19:45:00,17.75,393.04
1457,30-May-13 20:00:00,17.75,393.07
1458,30-May-13 20:15:00,17.63,393.07
1459,30-May-13 20:30:00,17.63,393.07
1460,30-May-13 20:45:00,17.56,393.05
1461,30-May-13 21:00:00,17.50,393.05
1462,30-May-13 21:15:00,17.44,393.13
1463,30-May-13 21:30:00,17.44,393.10
1464,30-May-13 21:45:00,17.38,393.33
1465,30-May-13 22:00:00,17.31,393.44
1466,30-May-13 22:15:00,17.31,393.52
1467,30-May-13 22:30:00,17.25,393.49
1468,30-May-13 22:45:00,17.19,393.49
1469,30-May-13 23:00:00,17.13,393.52
1470,30-May-13 23:15:00,17.13,393.47
1471,30-May-13 23:30:00,17.06,393.49
1472,30-May-13 23:45:00,17.00,393.49
1473,31-May-13 00:00:00,17.00,393.52
1474,31-May-13 00:15:00,16.94,393.55
1475,31-May-13 00:30:00,16.88,393.55
1476,31-May-13 00:45:00,16.81,393.58
1477,31-May-13 01:00:00,16.75,393.52
1478,31-May-13 01:15:00,16.69,393.58
1479,31-May-13 01:30:00,16.63,393.55
1480,31-May-13 01:45:00,16.63,393.55
1481,31-May-13 02:00:00,16.56,393.61
1482,31-May-13 02:15:00,16.50,393.55
1483,31-May-13 02:30:00,16.44,393.55
1484,31-May-13 02:45:00,16.38,393.50
1485,31-May-13 03:00:00,16.38,393.52
1486,31-May-13 03:15:00,16.31,393.44
1487,31-May-13 03:30:00,16.25,393.50
1488,31-May-13 03:45:00,16.19,393.55
1489,31-May-13 04:00:00,16.19,393.47
1490,31-May-13 04:15:00,16.19,393.52
1491,31-May-13 04:30:00,16.19,393.47
1492,31-May-13 04:45:00,16.13,393.50
1493,31-May-13 05:00:00,16.13,393.53
1494,31-May-13 05:15:00,16.06,393.53
1495,31-May-13 05:30:00,16.06,393.53
1496,31-May-13 05:45:00,16.06,393.47
1497,31-May-13 06:00:00,16.00,393.47
1498,31-May-13 06:15:00,16.00,393.47
1499,31-May-13 06:30:00,16.00,393.41
1500,31-May-13 06:45:00,15.94,393.41
1501,31-May-13 07:00:00,15.88,393.41
1502,31-May-13 07:15:00,15.88,393.41
1503,31-May-13 07:30:00,15.94,393.41
1504,31-May-13 07:45:00,15.94,393.44
1505,31-May-13 08:00:00,15.94,393.53
1506,31-May-13 08:15:00,15.94,393.55
1507,31-May-13 08:30:00,16.00,393.58
1508,31-May-13 08:45:00,16.00,393.58
1509,31-May-13 09:00:00,16.06,393.58
1510,31-May-13 09:15:00,16.06,393.55
1511,31-May-13 09:30:00,16.13,393.50
1512,31-May-13 09:45:00,16.19,393.50
1513,31-May-13 10:00:00,16.25,393.50
1514,31-May-13 10:15:00,16.31,393.52
1515,31-May-13 10:30:00,16.44,393.50
1516,31-May-13 10:45:00,16.50,393.50
1517,31-May-13 11:00:00,16.56,393.55
1518,31-May-13 11:15:00,16.69,393.61
1519,31-May-13 11:30:00,16.81,393.63
1520,31-May-13 11:45:00,16.88,393.52
1521,31-May-13 12:00:00,17.00,393.44
1522,31-May-13 12:15:00,17.13,393.38
1523,31-May-13 12:30:00,17.38,393.24
1524,31-May-13 12:45:00,17.50,393.19
1525,31-May-13 13:00:00,17.63,393.16
1526,31-May-13 13:15:00,17.75,393.07
1527,31-May-13 13:30:00,17.75,393.04
1528,31-May-13 13:45:00,17.75,392.96
1529,31-May-13 14:00:00,17.81,392.90
1530,31-May-13 14:15:00,17.94,392.82
1531,31-May-13 14:30:00,18.00,392.71
1532,31-May-13 14:45:00,18.13,392.71
1533,31-May-13 15:00:00,18.13,392.62
1534,31-May-13 15:15:00,18.13,392.57
1535,31-May-13 15:30:00,18.25,392.46
1536,31-May-13 15:45:00,18.31,392.46
1537,31-May-13 16:00:00,18.31,392.43
1538,31-May-13 16:15:00,18.31,392.34
1539,31-May-13 16:30:00,18.38,392.32
1540,31-May-13 16:45:00,18.38,392.21
1541,31-May-13 17:00:00,18.38,392.18
1542,31-May-13 17:15:00,18.31,392.18
1543,31-May-13 17:30:00,18.31,392.12
1544,31-May-13 17:45:00,18.25,392.07
1545,31-May-13 18:00:00,18.25,392.09
1546,31-May-13 18:15:00,18.25,392.09
1547,31-May-13 18:30:00,18.19,392.04
1548,31-May-13 18:45:00,18.19,392.12
1549,31-May-13 19:00:00,18.13,392.09
1550,31-May-13 19:15:00,18.06,392.18
1551,31-May-13 19:30:00,18.06,392.21
1552,31-May-13 19:45:00,18.00,392.26
1553,31-May-13 20:00:00,17.94,392.23
1554,31-May-13 20:15:00,17.88,392.18
1555,31-May-13 20:30:00,17.88,392.18
1556,31-May-13 20:45:00,17.81,392.18
1557,31-May-13 21:00:00,17.75,392.26
1558,31-May-13 21:15:00,17.69,392.29
1559,31-May-13 21:30:00,17.69,392.32
1560,31-May-13 21:45:00,17.56,392.38
1561,31-May-13 22:00:00,17.56,392.43
1562,31-May-13 22:15:00,17.50,392.40
1563,31-May-13 22:30:00,17.44,392.43
1564,31-May-13 22:45:00,17.38,392.43
1565,31-May-13 23:00:00,17.31,392.35
1566,31-May-13 23:15:00,17.25,392.35
1567,31-May-13 23:30:00,17.25,392.35
1568,31-May-13 23:45:00,17.19,392.32
1569,1-Jun-13 00:00:00,17.13,392.29
1570,1-Jun-13 00:15:00,17.06,392.32
1571,1-Jun-13 00:30:00,17.00,392.29
1572,1-Jun-13 00:45:00,16.94,392.21
1573,1-Jun-13 01:00:00,16.94,392.18
1574,1-Jun-13 01:15:00,16.88,392.18
1575,1-Jun-13 01:30:00,16.81,392.24
1576,1-Jun-13 01:45:00,16.75,392.24
1577,1-Jun-13 02:00:00,16.75,392.18
1578,1-Jun-13 02:15:00,16.69,392.21
1579,1-Jun-13 02:30:00,16.63,392.15
1580,1-Jun-13 02:45:00,16.63,392.24
1581,1-Jun-13 03:00:00,16.56,392.24
1582,1-Jun-13 03:15:00,16.56,392.18
1583,1-Jun-13 03:30:00,16.50,392.18
1584,1-Jun-13 03:45:00,16.50,392.16
1585,1-Jun-13 04:00:00,16.44,392.16
1586,1-Jun-13 04:15:00,16.38,392.16
1587,1-Jun-13 04:30:00,16.38,392.16
1588,1-Jun-13 04:45:00,16.38,392.24
1589,1-Jun-13 05:00:00,16.25,392.24
1590,1-Jun-13 05:15:00,16.25,392.21
1591,1-Jun-13 05:30:00,16.25,392.21
1592,1-Jun-13 05:45:00,16.19,392.18
1593,1-Jun-13 06:00:00,16.19,392.18
1594,1-Jun-13 06:15:00,16.13,392.18
1595,1-Jun-13 06:30:00,16.13,392.18
1596,1-Jun-13 06:45:00,16.13,392.16
1597,1-Jun-13 07:00:00,16.06,392.05
1598,1-Jun-13 07:15:00,16.06,392.10
1599,1-Jun-13 07:30:00,16.06,392.13
1600,1-Jun-13 07:45:00,16.06,392.18
1601,1-Jun-13 08:00:00,16.06,392.16
1602,1-Jun-13 08:15:00,16.13,392.21
1603,1-Jun-13 08:30:00,16.13,392.18
1604,1-Jun-13 08:45:00,16.19,392.21
1605,1-Jun-13 09:00:00,16.25,392.18
1606,1-Jun-13 09:15:00,16.25,392.24
1607,1-Jun-13 09:30:00,16.31,392.16
1608,1-Jun-13 09:45:00,16.38,392.18
1609,1-Jun-13 10:00:00,16.50,392.10
1610,1-Jun-13 10:15:00,16.56,392.10
1611,1-Jun-13 10:30:00,16.63,392.15
1612,1-Jun-13 10:45:00,16.75,392.07
1613,1-Jun-13 11:00:00,16.81,392.01
1614,1-Jun-13 11:15:00,16.94,391.93
1615,1-Jun-13 11:30:00,17.06,391.90
1616,1-Jun-13 11:45:00,17.19,391.85
1617,1-Jun-13 12:00:00,17.31,391.76
1618,1-Jun-13 12:15:00,17.44,391.71
1619,1-Jun-13 12:30:00,17.56,391.65
1620,1-Jun-13 12:45:00,17.75,391.56
1621,1-Jun-13 13:00:00,17.94,391.51
1622,1-Jun-13 13:15:00,18.13,391.48
1623,1-Jun-13 13:30:00,18.31,391.45
1624,1-Jun-13 13:45:00,18.44,391.40
1625,1-Jun-13 14:00:00,18.50,391.31
1626,1-Jun-13 14:15:00,18.44,391.34
1627,1-Jun-13 14:30:00,18.31,391.37
1628,1-Jun-13 14:45:00,18.25,391.31
1629,1-Jun-13 15:00:00,18.25,391.23
1630,1-Jun-13 15:15:00,18.19,391.14
1631,1-Jun-13 15:30:00,18.19,391.12
1632,1-Jun-13 15:45:00,18.19,391.06
1633,1-Jun-13 16:00:00,18.25,391.00
1634,1-Jun-13 16:15:00,18.31,390.98
1635,1-Jun-13 16:30:00,18.38,390.92
1636,1-Jun-13 16:45:00,18.38,390.92
1637,1-Jun-13 17:00:00,18.44,390.95
1638,1-Jun-13 17:15:00,18.38,390.89
1639,1-Jun-13 17:30:00,18.44,390.81
1640,1-Jun-13 17:45:00,18.38,390.78
1641,1-Jun-13 18:00:00,18.38,390.73
1642,1-Jun-13 18:15:00,18.31,390.75
1643,1-Jun-13 18:30:00,18.25,390.75
1644,1-Jun-13 18:45:00,18.25,390.81
1645,1-Jun-13 19:00:00,18.19,390.78
1646,1-Jun-13 19:15:00,18.25,390.78
1647,1-Jun-13 19:30:00,18.19,390.81
1648,1-Jun-13 19:45:00,18.13,390.84
1649,1-Jun-13 20:00:00,18.06,390.84
1650,1-Jun-13 20:15:00,18.06,390.84
1651,1-Jun-13 20:30:00,18.00,390.84
1652,1-Jun-13 20:45:00,17.94,390.81
1653,1-Jun-13 21:00:00,17.94,390.87
1654,1-Jun-13 21:15:00,17.88,390.92
1655,1-Jun-13 21:30:00,17.88,390.95
1656,1-Jun-13 21:45:00,17.81,391.01
1657,1-Jun-13 22:00:00,17.75,391.06
1658,1-Jun-13 22:15:00,17.75,391.15
1659,1-Jun-13 22:30:00,17.69,391.20
1660,1-Jun-13 22:45:00,17.69,391.15
1661,1-Jun-13 23:00:00,17.63,391.12
1662,1-Jun-13 23:15:00,17.56,391.09
1663,1-Jun-13 23:30:00,17.56,391.06
1664,1-Jun-13 23:45:00,17.50,391.06
1665,2-Jun-13 00:00:00,17.50,390.92
1666,2-Jun-13 00:15:00,17.44,390.95
1667,2-Jun-13 00:30:00,17.44,390.98
1668,2-Jun-13 00:45:00,17.38,390.87
1669,2-Jun-13 01:00:00,17.38,390.81
1670,2-Jun-13 01:15:00,17.31,390.70
1671,2-Jun-13 01:30:00,17.31,390.64
1672,2-Jun-13 01:45:00,17.25,390.59
1673,2-Jun-13 02:00:00,17.19,390.42
1674,2-Jun-13 02:15:00,17.19,390.34
1675,2-Jun-13 02:30:00,17.13,390.28
1676,2-Jun-13 02:45:00,17.13,390.23
1677,2-Jun-13 03:00:00,17.13,390.23
1678,2-Jun-13 03:15:00,17.06,390.11
1679,2-Jun-13 03:30:00,17.06,390.20
1680,2-Jun-13 03:45:00,17.00,390.23
