Advanced Calibration Data,,Cal Date,m2,m1,m0,b3,b2,b1,b0
,Block 0,unknown,0,-6.30E-05,1900-01-01 00:00:59,0,9.00E-06,4.55E-04,0.153439999
,Block 1,unknown,0,0,1900-01-00 00:00:00,0,0,0,100
,,,,,,,,,
,,,,,,,,,
Field Calibration Data,,m,b, Cal Date,,,,,
,Pressure,1,0,unknown,,,,,
,Temperature,1,0,unknown,,,,,
SensorSN,21309003,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,INW Smart Sensor,,,,,,,,
Session Name,FCR_inf_15min,,,,,,,,
# Records,6429,,,,,,,,
Sensor File,12/10/2014 10:05,FCR_inf_15min_121014.a4d,,,,,,,
,,,,,,,,,
Barometric File,12/10/2014 10:27,FCRBV_121014.a4d,,,,,,,
Barometric Factory Calibration Data,,m3,m2,m1,m0,b3,b2,b1,b0
,Block 0,38353,4.00E-06,-2.44E-04,1900-01-01 00:05:03,0,-7.20E-05,4.13E-03,3.70E-02
,Block 1,38353,0,0,1900-01-00 00:00:00,0,0,0,100
,,,,,,,,,
Barometric Field Calibration Data,,m,b,,,,,,
,Pressure,1,0,,,,,,
,Temperature,1,0,,,,,,
,,,,,,,,,
SensorSN,21204020,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,Barometric Pressure (2),,,,,,,,
Session Name,FCRBV,,,,,,,,
# Records, n/a,,,,,,,,
,,,,,,,,,
Statistical Data,,Pressure(in H2O),Temperature(degC),,,,,,
,Sensor Range,30 psia,,,,,,,
,Minimum,5.6,0.81,,,,,,
,Maximum,9.47,17.81,,,,,,
,Mean,6.56,9.81,,,,,,
,Variance,0.549,19.034,,,,,,
,Std Deviation,0.741,4.363,,,,,,
Rec #,Date/Time,Pressure(in H2O),Temperature(degC),SensorPressure(in H2O),Barometric Date/Time,,,,
1,10/4/2014 12:00,7.1,15.56,388.3,2014-10-04 12:00:00,,,,
2,10/4/2014 12:15,7.18,15.56,388.3,2014-10-04 12:15:00,,,,
3,10/4/2014 12:30,7.11,15.56,388.25,2014-10-04 12:30:00,,,,
4,10/4/2014 12:45,7.14,15.56,388.19,2014-10-04 12:45:00,,,,
5,10/4/2014 13:00,7.08,15.56,388.19,2014-10-04 13:00:00,,,,
6,10/4/2014 13:15,7.08,15.56,388.19,2014-10-04 13:15:00,,,,
7,10/4/2014 13:30,7.1,15.56,388.11,2014-10-04 13:30:00,,,,
8,10/4/2014 13:45,7.09,15.5,388.03,2014-10-04 13:45:00,,,,
9,10/4/2014 14:00,7.07,15.5,387.97,2014-10-04 14:00:00,,,,
10,10/4/2014 14:15,7.06,15.5,388.05,2014-10-04 14:15:00,,,,
11,10/4/2014 14:30,7.09,15.44,388.08,2014-10-04 14:30:00,,,,
12,10/4/2014 14:45,7.11,15.31,388.11,2014-10-04 14:45:00,,,,
13,10/4/2014 15:00,7.18,15.31,388.17,2014-10-04 15:00:00,,,,
14,10/4/2014 15:15,7.14,15.19,388.08,2014-10-04 15:15:00,,,,
15,10/4/2014 15:30,7.05,15.25,388,2014-10-04 15:30:00,,,,
16,10/4/2014 15:45,7.17,15.19,388.11,2014-10-04 15:45:00,,,,
17,10/4/2014 16:00,7.11,15.19,388.06,2014-10-04 16:00:00,,,,
18,10/4/2014 16:15,7.06,15.19,388.08,2014-10-04 16:15:00,,,,
19,10/4/2014 16:30,7.07,15.13,388.11,2014-10-04 16:30:00,,,,
20,10/4/2014 16:45,6.99,15.06,388.11,2014-10-04 16:45:00,,,,
21,10/4/2014 17:00,7.05,15,388.2,2014-10-04 17:00:00,,,,
22,10/4/2014 17:15,7.07,14.94,388.28,2014-10-04 17:15:00,,,,
23,10/4/2014 17:30,7.07,14.88,388.25,2014-10-04 17:30:00,,,,
24,10/4/2014 17:45,7.06,14.81,388.36,2014-10-04 17:45:00,,,,
25,10/4/2014 18:00,7.05,14.75,388.36,2014-10-04 18:00:00,,,,
26,10/4/2014 18:15,7.07,14.75,388.53,2014-10-04 18:15:00,,,,
27,10/4/2014 18:30,7.13,14.63,388.64,2014-10-04 18:30:00,,,,
28,10/4/2014 18:45,7.06,14.56,388.67,2014-10-04 18:45:00,,,,
29,10/4/2014 19:00,7.04,14.56,388.67,2014-10-04 19:00:00,,,,
30,10/4/2014 19:15,7.02,14.5,388.64,2014-10-04 19:15:00,,,,
31,10/4/2014 19:30,7.03,14.44,388.76,2014-10-04 19:30:00,,,,
32,10/4/2014 19:45,7.01,14.44,388.78,2014-10-04 19:45:00,,,,
33,10/4/2014 20:00,7.01,14.38,388.81,2014-10-04 20:00:00,,,,
34,10/4/2014 20:15,7.04,14.31,388.84,2014-10-04 20:15:00,,,,
35,10/4/2014 20:30,7.03,14.25,388.87,2014-10-04 20:30:00,,,,
36,10/4/2014 20:45,7.05,14.25,388.92,2014-10-04 20:45:00,,,,
37,10/4/2014 21:00,7.01,14.19,388.98,2014-10-04 21:00:00,,,,
38,10/4/2014 21:15,7.02,14.19,389.15,2014-10-04 21:15:00,,,,
39,10/4/2014 21:30,6.98,14.13,389.18,2014-10-04 21:30:00,,,,
40,10/4/2014 21:45,7.03,14.06,389.23,2014-10-04 21:45:00,,,,
41,10/4/2014 22:00,7.03,14.06,389.29,2014-10-04 22:00:00,,,,
42,10/4/2014 22:15,6.96,14.06,389.29,2014-10-04 22:15:00,,,,
43,10/4/2014 22:30,7,14,389.37,2014-10-04 22:30:00,,,,
44,10/4/2014 22:45,7.02,13.94,389.4,2014-10-04 22:45:00,,,,
45,10/4/2014 23:00,7,13.94,389.4,2014-10-04 23:00:00,,,,
46,10/4/2014 23:15,7.02,13.94,389.4,2014-10-04 23:15:00,,,,
47,10/4/2014 23:30,7.03,13.88,389.32,2014-10-04 23:30:00,,,,
48,10/4/2014 23:45,6.95,13.88,389.26,2014-10-04 23:45:00,,,,
49,10/5/2014 0:00,6.98,13.81,389.26,2014-10-05 00:00:00,,,,
50,10/5/2014 0:15,7.01,13.81,389.26,2014-10-05 00:15:00,,,,
51,10/5/2014 0:30,7.04,13.81,389.18,2014-10-05 00:30:00,,,,
52,10/5/2014 0:45,7.02,13.75,389.07,2014-10-05 00:45:00,,,,
53,10/5/2014 1:00,7.06,13.75,389.01,2014-10-05 01:00:00,,,,
54,10/5/2014 1:15,7.05,13.75,389.07,2014-10-05 01:15:00,,,,
55,10/5/2014 1:30,7.1,13.69,389.12,2014-10-05 01:30:00,,,,
56,10/5/2014 1:45,7.06,13.63,389.21,2014-10-05 01:45:00,,,,
57,10/5/2014 2:00,7.04,13.63,389.15,2014-10-05 02:00:00,,,,
58,10/5/2014 2:15,7.08,13.63,389.24,2014-10-05 02:15:00,,,,
59,10/5/2014 2:30,7.07,13.63,389.35,2014-10-05 02:30:00,,,,
60,10/5/2014 2:45,7.02,13.56,389.43,2014-10-05 02:45:00,,,,
61,10/5/2014 3:00,7.03,13.5,389.54,2014-10-05 03:00:00,,,,
62,10/5/2014 3:15,7.03,13.5,389.51,2014-10-05 03:15:00,,,,
63,10/5/2014 3:30,7.03,13.5,389.6,2014-10-05 03:30:00,,,,
64,10/5/2014 3:45,6.99,13.44,389.57,2014-10-05 03:45:00,,,,
65,10/5/2014 4:00,7.03,13.44,389.63,2014-10-05 04:00:00,,,,
66,10/5/2014 4:15,7.05,13.44,389.71,2014-10-05 04:15:00,,,,
67,10/5/2014 4:30,7.09,13.38,389.77,2014-10-05 04:30:00,,,,
68,10/5/2014 4:45,7.1,13.38,389.79,2014-10-05 04:45:00,,,,
69,10/5/2014 5:00,7.12,13.31,389.85,2014-10-05 05:00:00,,,,
70,10/5/2014 5:15,7.09,13.25,389.82,2014-10-05 05:15:00,,,,
71,10/5/2014 5:30,7.07,13.25,389.88,2014-10-05 05:30:00,,,,
72,10/5/2014 5:45,7.11,13.19,389.96,2014-10-05 05:45:00,,,,
73,10/5/2014 6:00,7.07,13.13,389.99,2014-10-05 06:00:00,,,,
74,10/5/2014 6:15,7.09,13.13,390.08,2014-10-05 06:15:00,,,,
75,10/5/2014 6:30,7.12,13.06,390.08,2014-10-05 06:30:00,,,,
76,10/5/2014 6:45,7.13,13,390.08,2014-10-05 06:45:00,,,,
77,10/5/2014 7:00,7.11,13,390.08,2014-10-05 07:00:00,,,,
78,10/5/2014 7:15,7.1,13,390.22,2014-10-05 07:15:00,,,,
79,10/5/2014 7:30,7.09,13,390.24,2014-10-05 07:30:00,,,,
80,10/5/2014 7:45,7.08,12.94,390.24,2014-10-05 07:45:00,,,,
81,10/5/2014 8:00,7.08,12.94,390.33,2014-10-05 08:00:00,,,,
82,10/5/2014 8:15,7.08,12.88,390.41,2014-10-05 08:15:00,,,,
83,10/5/2014 8:30,7.08,12.88,390.52,2014-10-05 08:30:00,,,,
84,10/5/2014 8:45,7.07,12.94,390.66,2014-10-05 08:45:00,,,,
85,10/5/2014 9:00,7.02,12.94,390.69,2014-10-05 09:00:00,,,,
86,10/5/2014 9:15,7.04,12.94,390.69,2014-10-05 09:15:00,,,,
87,10/5/2014 9:30,7.07,13,390.72,2014-10-05 09:30:00,,,,
88,10/5/2014 9:45,6.93,13,390.63,2014-10-05 09:45:00,,,,
89,10/5/2014 10:00,7,13.13,390.72,2014-10-05 10:00:00,,,,
90,10/5/2014 10:15,7.01,13.19,390.72,2014-10-05 10:15:00,,,,
91,10/5/2014 10:30,6.99,13.19,390.75,2014-10-05 10:30:00,,,,
92,10/5/2014 10:45,7.03,13.25,390.69,2014-10-05 10:45:00,,,,
93,10/5/2014 11:00,7.06,13.31,390.8,2014-10-05 11:00:00,,,,
94,10/5/2014 11:15,7.03,13.44,390.69,2014-10-05 11:15:00,,,,
95,10/5/2014 11:30,7.04,13.44,390.6,2014-10-05 11:30:00,,,,
96,10/5/2014 11:45,7.04,13.56,390.63,2014-10-05 11:45:00,,,,
97,10/5/2014 12:00,7.03,13.69,390.58,2014-10-05 12:00:00,,,,
98,10/5/2014 12:15,7.06,13.75,390.46,2014-10-05 12:15:00,,,,
99,10/5/2014 12:30,6.99,13.81,390.38,2014-10-05 12:30:00,,,,
100,10/5/2014 12:45,7.04,13.88,390.35,2014-10-05 12:45:00,,,,
101,10/5/2014 13:00,7.05,13.94,390.27,2014-10-05 13:00:00,,,,
102,10/5/2014 13:15,7.03,14,390.18,2014-10-05 13:15:00,,,,
103,10/5/2014 13:30,7.04,14.13,390.13,2014-10-05 13:30:00,,,,
104,10/5/2014 13:45,7.03,14.19,389.99,2014-10-05 13:45:00,,,,
105,10/5/2014 14:00,7.03,14.25,390.01,2014-10-05 14:00:00,,,,
106,10/5/2014 14:15,7,14.31,389.96,2014-10-05 14:15:00,,,,
107,10/5/2014 14:30,7.06,14.38,389.96,2014-10-05 14:30:00,,,,
108,10/5/2014 14:45,7.04,14.44,389.85,2014-10-05 14:45:00,,,,
109,10/5/2014 15:00,6.97,14.5,389.73,2014-10-05 15:00:00,,,,
110,10/5/2014 15:15,6.99,14.56,389.71,2014-10-05 15:15:00,,,,
111,10/5/2014 15:30,7.07,14.63,389.79,2014-10-05 15:30:00,,,,
112,10/5/2014 15:45,7.06,14.63,389.73,2014-10-05 15:45:00,,,,
113,10/5/2014 16:00,6.93,14.63,389.62,2014-10-05 16:00:00,,,,
114,10/5/2014 16:15,7.06,14.69,389.65,2014-10-05 16:15:00,,,,
115,10/5/2014 16:30,6.96,14.75,389.62,2014-10-05 16:30:00,,,,
116,10/5/2014 16:45,6.98,14.75,389.59,2014-10-05 16:45:00,,,,
117,10/5/2014 17:00,7.01,14.81,389.59,2014-10-05 17:00:00,,,,
118,10/5/2014 17:15,6.97,14.81,389.65,2014-10-05 17:15:00,,,,
119,10/5/2014 17:30,6.99,14.81,389.65,2014-10-05 17:30:00,,,,
120,10/5/2014 17:45,6.98,14.81,389.65,2014-10-05 17:45:00,,,,
121,10/5/2014 18:00,7,14.81,389.7,2014-10-05 18:00:00,,,,
122,10/5/2014 18:15,7,14.75,389.73,2014-10-05 18:15:00,,,,
123,10/5/2014 18:30,6.98,14.69,389.76,2014-10-05 18:30:00,,,,
124,10/5/2014 18:45,7.03,14.56,389.85,2014-10-05 18:45:00,,,,
125,10/5/2014 19:00,6.99,14.5,389.9,2014-10-05 19:00:00,,,,
126,10/5/2014 19:15,7.01,14.44,390.01,2014-10-05 19:15:00,,,,
127,10/5/2014 19:30,7,14.38,390.04,2014-10-05 19:30:00,,,,
128,10/5/2014 19:45,7.01,14.31,390.13,2014-10-05 19:45:00,,,,
129,10/5/2014 20:00,6.97,14.19,390.21,2014-10-05 20:00:00,,,,
130,10/5/2014 20:15,7.05,14.19,390.32,2014-10-05 20:15:00,,,,
131,10/5/2014 20:30,7.04,14.13,390.35,2014-10-05 20:30:00,,,,
132,10/5/2014 20:45,6.99,14.06,390.38,2014-10-05 20:45:00,,,,
133,10/5/2014 21:00,6.98,14,390.46,2014-10-05 21:00:00,,,,
134,10/5/2014 21:15,7.01,13.94,390.52,2014-10-05 21:15:00,,,,
135,10/5/2014 21:30,7.01,13.94,390.57,2014-10-05 21:30:00,,,,
136,10/5/2014 21:45,6.98,13.88,390.66,2014-10-05 21:45:00,,,,
137,10/5/2014 22:00,6.94,13.81,390.66,2014-10-05 22:00:00,,,,
138,10/5/2014 22:15,7.02,13.75,390.74,2014-10-05 22:15:00,,,,
139,10/5/2014 22:30,7.03,13.75,390.8,2014-10-05 22:30:00,,,,
140,10/5/2014 22:45,7.06,13.69,390.91,2014-10-05 22:45:00,,,,
141,10/5/2014 23:00,7.05,13.69,390.91,2014-10-05 23:00:00,,,,
142,10/5/2014 23:15,6.99,13.63,390.91,2014-10-05 23:15:00,,,,
143,10/5/2014 23:30,7.04,13.63,390.97,2014-10-05 23:30:00,,,,
144,10/5/2014 23:45,7.02,13.63,390.94,2014-10-05 23:45:00,,,,
145,10/6/2014 0:00,7.04,13.56,390.99,2014-10-06 00:00:00,,,,
146,10/6/2014 0:15,7.08,13.56,391.02,2014-10-06 00:15:00,,,,
147,10/6/2014 0:30,7.04,13.5,391.05,2014-10-06 00:30:00,,,,
148,10/6/2014 0:45,7.04,13.5,391.08,2014-10-06 00:45:00,,,,
149,10/6/2014 1:00,7.02,13.5,391,2014-10-06 01:00:00,,,,
150,10/6/2014 1:15,7.01,13.44,390.94,2014-10-06 01:15:00,,,,
151,10/6/2014 1:30,7,13.44,390.91,2014-10-06 01:30:00,,,,
152,10/6/2014 1:45,7.03,13.38,390.91,2014-10-06 01:45:00,,,,
153,10/6/2014 2:00,7.03,13.38,390.94,2014-10-06 02:00:00,,,,
154,10/6/2014 2:15,6.99,13.38,390.86,2014-10-06 02:15:00,,,,
155,10/6/2014 2:30,7.02,13.31,390.83,2014-10-06 02:30:00,,,,
156,10/6/2014 2:45,7,13.31,390.74,2014-10-06 02:45:00,,,,
157,10/6/2014 3:00,7.02,13.25,390.72,2014-10-06 03:00:00,,,,
158,10/6/2014 3:15,7.04,13.25,390.69,2014-10-06 03:15:00,,,,
159,10/6/2014 3:30,7.01,13.25,390.63,2014-10-06 03:30:00,,,,
160,10/6/2014 3:45,7.06,13.31,390.72,2014-10-06 03:45:00,,,,
161,10/6/2014 4:00,7.05,13.25,390.72,2014-10-06 04:00:00,,,,
162,10/6/2014 4:15,7.03,13.31,390.66,2014-10-06 04:15:00,,,,
163,10/6/2014 4:30,7.01,13.31,390.66,2014-10-06 04:30:00,,,,
164,10/6/2014 4:45,7.04,13.31,390.69,2014-10-06 04:45:00,,,,
165,10/6/2014 5:00,7.04,13.25,390.75,2014-10-06 05:00:00,,,,
166,10/6/2014 5:15,7.07,13.25,390.83,2014-10-06 05:15:00,,,,
167,10/6/2014 5:30,7,13.25,390.8,2014-10-06 05:30:00,,,,
168,10/6/2014 5:45,7.05,13.19,390.86,2014-10-06 05:45:00,,,,
169,10/6/2014 6:00,7.03,13.19,390.89,2014-10-06 06:00:00,,,,
170,10/6/2014 6:15,7.02,13.19,390.91,2014-10-06 06:15:00,,,,
171,10/6/2014 6:30,7.04,13.13,390.94,2014-10-06 06:30:00,,,,
172,10/6/2014 6:45,7.02,13.13,390.91,2014-10-06 06:45:00,,,,
173,10/6/2014 7:00,7,13.13,390.91,2014-10-06 07:00:00,,,,
174,10/6/2014 7:15,7.01,13.06,390.91,2014-10-06 07:15:00,,,,
175,10/6/2014 7:30,7.02,13.06,390.94,2014-10-06 07:30:00,,,,
176,10/6/2014 7:45,7.02,13.06,390.94,2014-10-06 07:45:00,,,,
177,10/6/2014 8:00,6.96,13.06,390.91,2014-10-06 08:00:00,,,,
178,10/6/2014 8:15,7.05,13.06,390.97,2014-10-06 08:15:00,,,,
179,10/6/2014 8:30,7.03,13.13,391.05,2014-10-06 08:30:00,,,,
180,10/6/2014 8:45,7.02,13.19,391.16,2014-10-06 08:45:00,,,,
181,10/6/2014 9:00,7.03,13.25,391.36,2014-10-06 09:00:00,,,,
182,10/6/2014 9:15,6.97,13.38,391.19,2014-10-06 09:15:00,,,,
183,10/6/2014 9:30,6.99,13.44,391.27,2014-10-06 09:30:00,,,,
184,10/6/2014 9:45,6.93,13.56,391.27,2014-10-06 09:45:00,,,,
