Reservoir,Year,Date,Depth,Tot_Na_ugL,Tot_Mg_ugL,Tot_Al_ugL,Tot_Si_ugL,Tot_P_ugL,Tot_S_mgL,Tot_Cl_mgL,Tot_K_ugL,Tot_Ca_ugL,Tot_Ti_ugL,Tot_V_ugL,Tot_Cr_ugL,Tot_Fe_ugL,Tot_Mn_ugL,Tot_Co_ugL,Tot_Ni_ugL,Tot_Cu_ugL,Tot_Zn_ugL,Tot_As_ugL,Tot_Se_ugL,Tot_Sr_ugL,Tot_Mo_ugL,Tot_Ag_ugL,Tot_Cd_ugL,Tot_Sn_ugL,Tot_Ba_ugL,Tot_Ce_ugL,Tot_Pb_ugL,Tot_U_ugL,Sol_Na_ugL,Sol_Mg_ugL,Sol_Al_ugL,Sol_Si_ugL,Sol_P_ugL,Sol_S_mgL,Sol_Cl_mgL,Sol_K_ugL,Sol_Ca_ugL,Sol_Ti_ugL,Sol_V_ugL,Sol_Cr_ugL,Sol_Fe_ugL,Sol_Mn_ugL,Sol_Co_ugL,Sol_Ni_ugL,Sol_Cu_ugL,Sol_Zn_ugL,Sol_As_ugL,Sol_Se_ugL,Sol_Sr_ugL,Sol_Mo_ugL,Sol_Ag_ugL,Sol_Cd_ugL,Sol_Sn_ugL,Sol_Ba_ugL,Sol_Ce_ugL,Sol_Pb_ugL,Sol_U_ugL
BVR,2015,2015-06-19 09:00:00,6,2184,783.1,5.3,6333,<10,,,1294,1732,<1,<1,<1,252.5,285.8,<1,<1,<1,<5,<0.5,<2.5,11.5,<0.1,<1,<1,<1,25.2,,<1,<1,2184,783.1,<5,6333,<10,,,1069,1732,<1,<1,<1,61.8,236.2,<1,<1,<1,<5,<0.5,<2.5,10.8,<0.1,<1,<1,<1,14.5,,<1,<1
BVR,2015,2015-06-19 09:00:00,9,2188,777.8,<5,6597,20.1,,,1375,1765,<1,<1,<1,4265,1471,1.9,<1,<1,<5,<0.5,<2.5,12,<0.1,<1,<1,<1,50.6,,<1,<1,2188,777.8,<5,6569,13.6,,,1139,1765,<1,<1,<1,3151,1432,1.8,<1,<1,<5,<0.5,<2.5,11.9,<0.1,<1,<1,<1,38.9,,<1,<1
BVR,2015,2015-06-19 09:00:00,11,2269,812.8,<5,6830,43.1,,,1522,1841,<1,<1,<1,16890,2490,3.1,<1,<1,<5,<0.5,<2.5,13.4,<0.1,<1,<1,<1,71.5,,<1,<1,2269,812.8,<5,6697,19.2,,,1387,1841,<1,<1,<1,14530,2450,2.9,<1,<1,<5,<0.5,<2.5,13.4,<0.1,<1,<1,<1,59.6,,<1,<1
BVR,2015,2015-06-19 12:00:00,0.1,2248,717.9,15.3,6003,<10,,,1351,1417,<1,<1,<1,283.5,18.7,<1,<1,<1,<5,<0.5,<2.5,9.8,<0.1,<1,<1,<1,16.7,,<1,<1,2248,717.9,<5,5953,<10,,,1113,1417,<1,<1,<1,162.9,4,<1,<1,<1,<5,<0.5,<2.5,8.8,<0.1,<1,<1,<1,6.9,,<1,<1
BVR,2015,2015-06-19 12:00:00,3,2219,713.6,14.5,5940,<10,,,1340,1392,<1,<1,<1,264.4,14.6,<1,<1,<1,<5,<0.5,<2.5,9.7,<0.1,<1,<1,<1,16.4,,<1,<1,2219,713.6,<5,5866,<10,,,1120,1392,<1,<1,<1,152,<1,<1,<1,<1,<5,<0.5,<2.5,8.8,<0.1,<1,<1,<1,7.2,,<1,<1
BVR,2015,2015-06-19 12:00:00,6,2182,779.1,7.1,6266,<10,,,1298,1657,<1,<1,<1,304,207,<1,<1,<1,<5,<0.5,<2.5,11.4,<0.1,<1,<1,<1,24.4,,<1,<1,2182,779.1,7.1,6247,<10,,,1082,1657,<1,<1,<1,113.8,160.3,<1,<1,<1,<5,<0.5,<2.5,10.5,<0.1,<1,<1,<1,12.9,,<1,<1
BVR,2015,2015-06-19 12:00:00,9,2216,801.4,<5,6751,29.5,,,1450,1802,<1,<1,<1,10030,2368,3.2,<1,<1,<5,<0.5,<2.5,12.7,<0.1,<1,<1,<1,63.7,,<1,<1,2216,801.4,<5,6694,15.1,,,1225,1802,<1,<1,<1,9017,2331,3,<1,<1,<5,<0.5,<2.5,12.6,<0.1,<1,<1,<1,54.7,,<1,<1
BVR,2015,2015-06-19 12:00:00,11,2206,799.8,<5,6732,30.4,,,1450,1853,<1,<1,<1,11350,2273,2.9,<1,60.4,37.2,<0.5,<2.5,12.8,<0.1,<1,<1,<1,65.7,,3.1,<1,2206,799.8,<5,6732,16.7,,,1286,1853,<1,<1,<1,10260,2253,2.8,<1,<1,<5,<0.5,<2.5,12.7,<0.1,<1,<1,<1,55.3,,<1,<1
BVR,2015,2015-06-25 12:00:00,0.1,2238,711.2,12.5,5525,<10,,,1324,1430,<1,<1,<1,326.2,17.6,<1,<1,<1,<5,<0.5,<2.5,10,<0.1,<1,<1,<1,17,,<1,<1,2238,702,<5,5462,<10,,,1089,1430,<1,<1,<1,160.1,<1,<1,<1,<1,<5,<0.5,<2.5,8.9,<0.1,<1,<1,<1,6.6,,<1,<1
BVR,2015,2015-06-25 12:00:00,3,2218,738.5,10.6,5538,<10,,,1328,1466,<1,<1,<1,355.7,21.5,<1,<1,<1,<5,<0.5,<2.5,10.5,<0.1,<1,<1,<1,19,,<1,<1,2218,738.5,<5,5532,<10,,,1188,1466,<1,<1,<1,135.7,1,<1,<1,<1,<5,<0.5,<2.5,9.6,<0.1,<1,<1,<1,8.5,,<1,<1
BVR,2015,2015-06-25 12:00:00,6,2108,772.1,<5,5738,<10,,,1237,1760,<1,<1,<1,373.6,302.7,<1,<1,<1,<5,<0.5,<2.5,11.7,<0.1,<1,<1,<1,25.7,,<1,<1,2108,769.6,<5,5680,<10,,,1011,1760,<1,<1,<1,81.9,240.2,<1,<1,<1,<5,<0.5,<2.5,10.8,<0.1,<1,<1,<1,13,,<1,<1
BVR,2015,2015-06-25 12:00:00,9,2145,774.7,<5,6091,19,,,1355,1774,<1,<1,<1,7103,1905,2.5,<1,<1,<5,<0.5,<2.5,12.4,<0.1,<1,<1,<1,60.9,,<1,<1,2145,774.7,<5,6040,14.7,,,1136,1774,<1,<1,<1,6896,1905,2.5,<1,<1,<5,<0.5,<2.5,12.3,<0.1,<1,<1,<1,46.8,,<1,<1
BVR,2015,2015-06-25 12:00:00,11,2144,782.9,<5,6053,16.8,,,1350,1806,<1,<1,<1,8594,1562,1.9,<1,<1,<5,<0.5,<2.5,12.4,<0.1,<1,<1,<1,54.8,,<1,<1,2144,782.9,<5,5958,12,,,1252,1806,<1,<1,<1,7691,1561,1.8,<1,<1,<5,<0.5,<2.5,12.4,<0.1,<1,<1,<1,45.6,,<1,<1
BVR,2015,2015-07-02 12:00:00,0.1,2283,756.4,12.53,6024,<10,0.54,1.36,1394,1538,<1,<1,<1,365.4,18.58,<1,<1,<1,<5,<0.5,<2.5,10,<0.1,<1,<1,<1,18.71,,<1,<1,2283,751.2,<5,5914,<10,0.51,1.36,1120,1538,<1,<1,<1,180.6,<1,<1,<1,<1,<5,<0.5,<2.5,8.95,<0.1,<1,<1,<1,8.07,,<1,<1
BVR,2015,2015-07-02 12:00:00,3,2292,759.7,11.92,6045,<10,0.44,1.31,1396,1574,<1,<1,<1,371,22.93,<1,<1,<1,<5,<0.5,<2.5,9.92,<0.1,<1,<1,<1,18.71,,<1,<1,2292,757.5,<5,5982,<10,0.44,1.31,1140,1574,<1,<1,<1,182.3,3.13,<1,<1,<1,<5,<0.5,<2.5,8.84,<0.1,<1,<1,<1,7.43,,<1,<1
BVR,2015,2015-07-02 12:00:00,6,2127,786.5,7.21,6092,<10,0.48,1.1,1277,1802,<1,<1,<1,806,428.6,<1,<1,<1,<5,<0.5,<2.5,11.18,<0.1,<1,<1,<1,27.33,,<1,<1,2127,786.5,<5,6092,<10,0.48,1.1,1060,1802,<1,<1,<1,144.6,288.7,<1,<1,<1,<5,<0.5,<2.5,10.51,<0.1,<1,<1,<1,14.04,,<1,<1
BVR,2015,2015-07-02 12:00:00,9,2172,795.8,<5,6525,24.35,0.23,1.14,1406,1939,<1,<1,<1,8304,2415,3.16,<1,<1,<5,<0.5,<2.5,12.02,<0.1,<1,<1,<1,71.44,,<1,<1,2172,795.8,<5,6368,<10,0.23,1.14,1155,1939,<1,<1,<1,6832,2259,2.89,<1,<1,<5,<0.5,<2.5,11.84,<0.1,<1,<1,<1,54.47,,<1,<1
BVR,2015,2015-07-02 12:00:00,11,2199,805.4,<5,6814,25.41,0.07,1.15,1484,2092,<1,<1,<1,21870,2762,3.26,<1,<1,<5,<0.5,<2.5,13.43,0.1,<1,<1,<1,81.14,,<1,<1,2199,805.4,<5,6814,<10,0.07,1.15,1340,2092,<1,<1,<1,21140,2756,3.01,<1,<1,<5,<0.5,<2.5,13.43,<0.1,<1,<1,<1,71.21,,<1,<1
BVR,2015,2015-07-09 12:00:00,0.1,2271,748.7,13.27,6069,<10,0.47,1.29,1398,1540,1.03,<1,<1,370.9,17.82,<1,<1,<1,<5,<0.5,<2.5,9.88,<0.1,<1,<1,<1,18.96,,<1,<1,2271,739.4,<5,5902,<10,0.47,1.29,1127,1540,<1,<1,<1,186.6,<1,<1,<1,<1,<5,<0.5,<2.5,8.84,<0.1,<1,<1,<1,8.48,,<1,<1
BVR,2015,2015-07-09 12:00:00,3,2220,726,13.55,5925,<10,0.27,1.19,1363,1512,<1,<1,<1,367.7,20.31,<1,<1,<1,<5,<0.5,<2.5,9.78,<0.1,<1,<1,<1,18.54,,<1,<1,2220,726,<5,5925,<10,0.27,1.19,1278,1512,<1,<1,<1,186.1,2.37,<1,<1,<1,<5,<0.5,<2.5,9.42,<0.1,<1,<1,<1,10.11,,<1,<1
BVR,2015,2015-07-09 12:00:00,6,2152,791.7,5.76,6220,<10,0.56,1.1,1299,1870,<1,<1,<1,657.6,573.6,<1,<1,<1,<5,<0.5,<2.5,11.55,<0.1,<1,<1,<1,32.02,,<1,<1,2152,791.7,<5,6078,<10,0.56,1.1,1191,1870,<1,<1,<1,118,533.8,<1,<1,<1,<5,<0.5,<2.5,11.01,<0.1,<1,<1,<1,22.9,,<1,<1
BVR,2015,2015-07-09 12:00:00,9,2171,807.9,<5,6514,31.06,0.1,1.1,1415,2071,<1,<1,<1,8897,3359,4.38,<1,<1,<5,<0.5,<2.5,12.75,<0.1,<1,<1,<1,102.5,,<1,<1,2171,807.9,<5,6275,<10,<0,1.1,1296,2039,<1,<1,<1,7798,3285,4.22,<1,<1,<5,<0.5,<2.5,12.27,<0.1,<1,<1,<1,86.58,,<1,<1
BVR,2015,2015-07-09 12:00:00,11,2220,825.9,6.42,6961,37.43,0.24,1.12,1525,2195,<1,<1,<1,25960,3082,3.51,<1,<1,<5,<0.5,<2.5,14.11,0.2,<1,<1,<1,97.63,,<1,<1,2220,825.9,<5,6745,<10,0.09,1.12,1440,2195,<1,<1,<1,24710,3038,3.17,<1,<1,<5,<0.5,<2.5,13.92,0.12,<1,<1,<1,88.34,,<1,<1
BVR,2015,2015-07-16 12:00:00,0.1,2204,716.2,16.47,5995,<10,0.29,1.21,1357,1470,<1,<1,<1,397.1,23.36,<1,<1,<1,<5,<0.5,<2.5,9.62,<0.1,<1,<1,<1,18.84,,<1,<1,2204,716.2,<5,5995,<10,0.29,1.21,1110,1470,<1,<1,<1,183.5,<1,<1,<1,<1,<5,<0.5,<2.5,8.73,<0.1,<1,<1,<1,7.44,,<1,<1
BVR,2015,2015-07-16 12:00:00,3,2245,747.2,17.23,6061,<10,0.37,1.2,1392,1517,<1,<1,<1,470.9,30.28,<1,<1,<1,<5,<0.5,<2.5,10.13,<0.1,<1,<1,<1,21.56,,<1,<1,2245,747.2,<5,5895,<10,0.29,1.2,1336,1517,<1,<1,<1,183.9,3.29,<1,<1,<1,<5,<0.5,<2.5,9.81,<0.1,<1,<1,<1,11.32,,<1,<1
BVR,2015,2015-07-16 12:00:00,6,2165,808.5,5.58,6171,<10,0.52,1.09,1316,1930,<1,<1,<1,812.5,563.6,<1,<1,<1,<5,<0.5,<2.5,11.91,<0.1,<1,<1,<1,32.11,,<1,<1,2165,808.5,<5,6053,<10,0.52,1.09,1064,1930,<1,<1,<1,176.2,385.5,<1,<1,<1,<5,<0.5,<2.5,11.11,<0.1,<1,<1,<1,16.18,,<1,<1
BVR,2015,2015-07-16 12:00:00,9,2170,805,<5,6464,19.77,0.2,1.1,1392,2026,<1,<1,<1,7199,2544,3.12,<1,<1,<5,<0.5,<2.5,12.33,<0.1,<1,<1,<1,83.93,,<1,<1,2170,805,<5,6412,<10,0.2,1.1,1210,2026,<1,<1,<1,6510,2544,2.98,<1,<1,<5,<0.5,<2.5,12.33,<0.1,<1,<1,<1,68.18,,<1,<1
BVR,2015,2015-07-16 12:00:00,11,2157,805.4,<5,6603,20.68,<0,1.11,1462,2042,<1,<1,<1,18150,2993,3.55,<1,<1,<5,<0.5,<2.5,13.3,<0.1,<1,<1,<1,91.98,,<1,<1,2157,805.4,<5,6603,<10,<0,1.11,1462,2042,<1,<1,<1,17830,2993,3.46,<1,<1,<5,<0.5,<2.5,13.3,<0.1,<1,<1,<1,87.53,,<1,<1
BVR,2015,2015-07-23 12:00:00,0.1,2319,747.7,6.7,5706,<10,0.96,1.21,1363,1444,<1,<1,<1,368.6,28.71,<1,<1,<1,<5,<0.5,<2.5,10.91,<0.1,<1,<1,<1,19.64,,<1,<1,2319,747.7,<5,5706,<10,0.96,1.21,1282,1444,<1,<1,<1,165.5,<1,<1,<1,<1,<5,<0.5,<2.5,10.29,<0.1,<1,<1,<1,11.37,,<1,<1
BVR,2015,2015-07-23 12:00:00,3,2273,757.3,5.5,5715,<10,1.12,1.18,1356,1499,<1,<1,<1,387.2,29.89,<1,<1,<1,<5,<0.5,<2.5,10.89,<0.1,<1,<1,<1,20.25,,<1,<1,2273,752.4,<5,5715,<10,1.02,1.18,1287,1499,<1,<1,<1,177.9,1.08,<1,<1,<1,<5,<0.5,<2.5,10.45,<0.1,<1,<1,<1,9.84,,<1,<1
BVR,2015,2015-07-23 12:00:00,6,2197,836.9,<5,5596,<10,1.04,1.09,1326,1847,<1,<1,<1,635.5,476.3,<1,<1,<1,<5,<0.5,<2.5,13.33,<0.1,<1,<1,<1,33.43,,<1,<1,2197,825.4,<5,5596,<10,1.04,1.09,1319,1846,<1,<1,<1,117.1,413.9,<1,<1,<1,<5,<0.5,<2.5,12.97,<0.1,<1,<1,<1,23.15,,<1,<1
BVR,2015,2015-07-23 12:00:00,9,9856,893.6,14.73,6145,46.44,1.13,2.82,1655,2693,1,<1,<1,14460,2466,3.31,<1,<1,33.28,<0.5,<2.5,15.85,<0.1,<1,<1,<1,102.8,,<1,<1,2713,808.5,<5,6145,<10,0.75,1.21,1453,2060,<1,<1,<1,14460,2466,3.31,<1,<1,<5,<0.5,<2.5,14.76,<0.1,<1,<1,<1,94.57,,<1,<1
BVR,2015,2015-07-23 12:00:00,11,2878,855.5,15.93,6243,<10,0.76,1.18,1492,2125,<1,<1,<1,18000,2573,3.06,<1,<1,24.59,<0.5,<2.5,15.15,<0.1,<1,<1,<1,98.02,,<1,<1,2433,816.3,<5,6192,<10,0.71,1.16,1479,2087,<1,<1,<1,18000,2573,3.06,<1,<1,<5,<0.5,<2.5,14.94,<0.1,<1,<1,<1,94.14,,<1,<1
BVR,2015,2015-07-30 12:00:00,0.1,2226,721.3,10.21,6088,<10,0.27,1.22,1372,1518,<1,<1,<1,340.5,24.43,<1,<1,<1,<5,<0.5,<2.5,9.72,<0.1,<1,<1,<1,18.59,,<1,<1,2226,721.3,<5,6088,<10,0.27,1.22,1206,1518,<1,<1,<1,164.1,<1,<1,<1,<1,<5,<0.5,<2.5,9.01,<0.1,<1,<1,<1,9.02,,<1,<1
BVR,2015,2015-07-30 12:00:00,3,2296,739.2,10.33,6350,<10,0.41,1.27,1405,1570,<1,<1,<1,344.1,28.16,<1,<1,<1,<5,<0.5,<2.5,9.9,<0.1,<1,<1,<1,18.68,,<1,<1,2296,739.2,<5,6155,<10,0.4,1.27,1272,1570,<1,<1,<1,160.6,2.55,<1,<1,<1,<5,<0.5,<2.5,9.2,<0.1,<1,<1,<1,9.66,,<1,<1
BVR,2015,2015-07-30 12:00:00,6,2166,822.7,<5,6201,53.89,0.43,1.12,1361,2012,<1,<1,<1,600.7,808.6,<1,<1,<1,<5,<0.5,<2.5,12.23,<0.1,<1,<1,<1,57.43,,<1,<1,2166,822.7,<5,6016,14.83,0.43,1.12,1174,2012,<1,<1,<1,61.27,654.7,<1,<1,<1,<5,<0.5,<2.5,11.51,<0.1,<1,<1,<1,33.22,,<1,<1
BVR,2015,2015-07-30 12:00:00,9,2190,828.3,<5,6564,22.79,0.13,1.09,1483,2168,<1,<1,<1,14750,3641,4.34,<1,<1,<5,<0.5,<2.5,13.77,<0.1,<1,<1,<1,115.1,,<1,<1,2190,827.3,<5,6279,<10,0.06,1.09,1371,2168,<1,<1,<1,13070,3469,3.94,<1,<1,<5,<0.5,<2.5,13.25,<0.1,<1,<1,<1,99.91,,<1,<1
BVR,2015,2015-07-30 12:00:00,11,2243,844.1,7.2,7021,36.64,0.32,1.21,1597,2317,1.09,<1,<1,27900,3392,3.63,<1,<1,<5,<0.5,<2.5,14.61,0.17,<1,<1,<1,118.3,,<1,<1,2243,844.1,<5,6865,10.68,0.25,1.21,1533,2317,<1,<1,<1,27780,3392,3.4,<1,<1,<5,<0.5,<2.5,14.61,0.17,<1,<1,<1,112.5,,<1,<1
BVR,2015,2015-08-13 12:00:00,0.1,2333,772.2,5.16,5843,<10,0.97,1.25,1422,1494,<1,<1,<1,352.6,20.27,<1,<1,<1,<5,<0.5,<2.5,11.39,<0.1,<1,<1,<1,22.03,,<1,<1,2333,770.4,<5,5843,<10,0.97,1.25,1344,1494,<1,<1,<1,170.2,1.4,<1,<1,<1,<5,<0.5,<2.5,11.13,<0.1,<1,<1,<1,14.89,,<1,<1
BVR,2015,2015-08-13 12:00:00,3,2287,761,<5,5818,<10,0.87,1.17,1366,1527,<1,<1,<1,363.4,25.66,<1,<1,<1,<5,<0.5,<2.5,11.36,<0.1,<1,<1,<1,22.16,,<1,<1,2287,761,<5,5818,<10,0.87,1.17,1366,1527,<1,<1,<1,175.4,4.94,<1,<1,<1,<5,<0.5,<2.5,11.06,<0.1,<1,<1,<1,14.61,,<1,<1
BVR,2015,2015-08-13 12:00:00,6,2162,852.5,<5,5554,10.09,1.08,1.07,1318,1971,<1,<1,<1,438.4,177.1,<1,<1,<1,<5,<0.5,<2.5,14.17,<0.1,<1,<1,<1,29.61,,<1,<1,2162,852.1,<5,5554,<10,1.08,1.07,1318,1971,<1,<1,<1,49.64,81.72,<1,<1,<1,<5,<0.5,<2.5,13.95,<0.1,<1,<1,<1,20.44,,<1,<1
BVR,2015,2015-08-13 12:00:00,9,2221,851.3,<5,6084,11.87,0.74,1.07,1434,2007,<1,<1,<1,11700,3141,3.38,<1,<1,<5,<0.5,<2.5,14.76,<0.1,<1,<1,<1,109.6,,<1,<1,2221,839.8,<5,6084,<10,0.74,1.07,1434,2007,<1,<1,<1,11430,3141,3.35,<1,<1,<5,<0.5,<2.5,14.76,<0.1,<1,<1,<1,98.16,,<1,<1
BVR,2015,2015-08-13 12:00:00,11,2189,857.6,<5,6286,12.82,0.66,1.08,1513,2192,<1,<1,<1,26150,3597,3.71,<1,<1,<5,<0.5,<2.5,16.28,0.11,<1,<1,<1,132.8,,<1,<1,2189,836.1,<5,6286,<10,0.66,1.08,1513,2192,<1,<1,<1,24630,3597,3.52,<1,<1,<5,<0.5,<2.5,16.23,0.11,<1,<1,<1,124.4,,<1,<1
BVR,2015,2015-08-20 12:00:00,0.1,2340,798,<5,5948,<10,1.24,3.44,1430,1557,<1,<1,<1,296.8,16.32,<1,<1,<1,<5,<0.5,<2.5,11.7,<0.1,<1,<1,<1,21.19,,<1,<1,2340,791.3,<5,5948,<10,1.24,3.44,1179,1557,<1,<1,<1,156.9,<1,<1,<1,<1,<5,<0.5,<2.5,9.97,<0.1,<1,<1,<1,7.2,,<1,<1
BVR,2015,2015-08-20 12:00:00,3,2341,782.7,<5,5957,<10,1.32,3.66,1391,1573,<1,<1,<1,317,21.31,<1,<1,<1,<5,<0.5,<2.5,11.59,<0.1,<1,<1,<1,21.38,,<1,<1,2341,782.7,<5,5917,<10,1.32,3.66,1189,1539,<1,<1,<1,162.2,2.37,<1,<1,<1,<5,<0.5,<2.5,9.99,<0.1,<1,<1,<1,7.59,,<1,<1
BVR,2015,2015-08-20 12:00:00,6,2218,849.7,<5,5682,17.62,1.28,2.99,1363,1936,<1,<1,<1,422.5,373.2,<1,<1,<1,<5,<0.5,<2.5,13.79,<0.1,<1,<1,<1,36.51,,<1,<1,2218,849.7,<5,5682,17.62,1.28,2.99,1151,1936,<1,<1,<1,74.32,312.3,<1,<1,<1,<5,<0.5,<2.5,12.55,<0.1,<1,<1,<1,15.52,,<1,<1
BVR,2015,2015-08-20 12:00:00,9,2176,861.7,<5,6004,18.23,1.14,5.4,1456,2215,<1,<1,<1,14760,3681,3.83,<1,<1,<5,<0.5,<2.5,15.7,0.2,<1,<1,<1,128.7,,<1,<1,2176,861.7,<5,6004,18.2,1.14,5.4,1352,2190,<1,<1,<1,14760,3681,3.83,<1,<1,<5,<0.5,<2.5,15.64,0.2,<1,<1,<1,112.4,,<1,<1
BVR,2015,2015-08-20 12:00:00,11,2208,869.2,<5,6388,17.1,1.01,3.56,1547,2431,<1,<1,<1,29740,3853,3.89,<1,<1,<5,<0.5,<2.5,17.01,0.32,<1,<1,<1,144.1,,<1,<1,2208,869.2,<5,6299,17.1,1.01,3.56,1424,2347,<1,<1,<1,27820,3747,3.8,<1,<1,<5,<0.5,<2.5,16.59,0.32,<1,<1,<1,125.6,,<1,<1
BVR,2015,2015-09-04 12:00:00,0.1,2332,787.6,6.5,5896,<10,0.96,7.33,1374,1538,<1,<1,<1,296.1,11.67,<1,<1,<1,<5,<0.5,<2.5,11.63,<0.1,<1,<1,<1,20.02,,<1,<1,2332,763.5,<5,5888,<10,0.96,7.33,1233,1538,<1,<1,<1,196,1.72,<1,<1,<1,<5,<0.5,<2.5,10.8,<0.1,<1,<1,<1,10.48,,<1,<1
BVR,2015,2015-09-04 12:00:00,3,2320,801.7,<5,5897,<10,1.13,6.83,1367,1602,<1,<1,<1,327.5,14.29,<1,<1,<1,<5,<0.5,<2.5,11.85,<0.1,<1,<1,<1,21.6,,<1,<1,2320,785.4,<5,5847,<10,1.02,6.83,1250,1602,<1,<1,<1,180.1,2.58,<1,<1,<1,<5,<0.5,<2.5,11.21,<0.1,<1,<1,<1,10.55,,<1,<1
BVR,2015,2015-09-04 12:00:00,6,2168,853.6,<5,5551,<10,1.06,5.87,1332,1993,<1,<1,<1,476.7,86.1,<1,<1,<1,<5,<0.5,<2.5,14.39,<0.1,<1,<1,<1,31.17,,<1,<1,2168,853.6,<5,5508,<10,1.06,5.87,1249,1993,<1,<1,<1,155.5,50.92,<1,<1,<1,<5,<0.5,<2.5,13.77,<0.1,<1,<1,<1,19.6,,<1,<1
BVR,2015,2015-09-04 12:00:00,9,2155,872.9,<5,6094,13.24,0.77,6.65,1484,2212,<1,<1,<1,21590,4213,4.23,<1,<1,<5,<0.5,<2.5,16.51,0.15,<1,<1,<1,156.4,,<1,<1,2155,820.4,<5,5991,<10,0.73,6.65,1455,2155,<1,<1,<1,20610,4125,4.11,<1,<1,<5,<0.5,<2.5,16.3,0.15,<1,<1,<1,140.8,,<1,<1
BVR,2015,2015-09-04 12:00:00,11,2168,855,<5,6164,14.96,0.91,5.79,1494,2228,<1,<1,<1,26620,3828,3.64,<1,<1,<5,<0.5,<2.5,16.68,0.19,<1,<1,<1,149,,<1,<1,2168,823.9,<5,6060,<10,0.91,5.79,1459,2223,<1,<1,<1,23760,3762,3.46,<1,<1,<5,<0.5,<2.5,16.32,0.19,<1,<1,<1,136.8,,<1,<1
BVR,2015,2015-09-18 12:00:00,0.1,2321,819.5,5.06,6014,<10,0.03,1.24,1468,1796,<1,<1,<1,320.6,13.12,<1,<1,<1,<5,<0.5,<2.5,12.53,<0.1,<1,<1,<1,23.15,0.02,<1,,2321,791.7,5.06,5704,<10,0.03,1.24,1208,1763,<1,<1,<1,171.1,3.16,<1,<1,<1,<5,<0.5,<2.5,11.07,<0.1,<1,<1,<1,11.38,,<1,<1
BVR,2015,2015-09-18 12:00:00,3,2300,812.5,5.78,5999,<10,<0,1.26,1457,1685,<1,<1,<1,338.5,18.32,<1,<1,<1,<5,<0.5,<2.5,12.45,<0.1,<1,<1,<1,23.35,0.02,<1,,2300,795.6,<5,5874,<10,<0,1.26,1284,1685,<1,<1,<1,163.9,2.42,<1,<1,<1,<5,<0.5,<2.5,11.58,<0.1,<1,<1,<1,12.15,,<1,<1
BVR,2015,2015-09-18 12:00:00,6,2243,841.1,5.36,5877,<10,<0,1.21,1429,1925,<1,<1,<1,485.1,127.8,<1,<1,<1,<5,<0.5,<2.5,13.52,<0.1,<1,<1,<1,29.06,0.02,<1,,2243,825.6,<5,5785,<10,<0,1.21,1284,1925,<1,<1,<1,161.5,100.2,<1,<1,<1,<5,<0.5,<2.5,12.96,<0.1,<1,<1,<1,18.63,,<1,<1
BVR,2015,2015-09-18 12:00:00,9,2157,883.5,<5,6273,11.65,<0,1.12,1568,2365,<1,<1,<1,24700,4273,4.22,<1,<1,<5,<0.5,<2.5,17.09,<0.1,<1,<1,<1,160.5,0.02,<1,,2157,837.3,<5,6089,<10,<0,1.12,1422,2365,<1,<1,<1,23520,4238,4.16,<1,<1,<5,<0.5,<2.5,16.9,<0.1,<1,<1,<1,145.8,,<1,<1
BVR,2015,2015-09-18 12:00:00,11,2179,874.8,<5,6388,<10,<0,1.11,1573,2397,<1,<1,<1,27900,3788,3.53,<1,<1,<5,<0.5,<2.5,17.14,<0.1,<1,<1,<1,151.8,0.02,<1,,2179,854.4,<5,6183,<10,<0,1.11,1566,2397,<1,<1,<1,27380,3784,3.46,<1,<1,<5,<0.5,<2.5,17.14,<0.1,<1,<1,<1,148.8,,<1,<1
BVR,2015,2015-10-02 12:00:00,0.1,2138,775.1,35.13,5504,<10,<0,2.47,1405,1672,<1,<1,<1,247.5,19.2,<1,<1,<1,<5,<0.5,<2.5,11.69,<0.1,<1,<1,<1,22.98,0.08,<1,,2138,754.3,9.94,5427,<10,<0,2.47,1236,1672,<1,<1,<1,116.1,1.26,<1,<1,<1,<5,<0.5,<2.5,10.91,<0.1,<1,<1,<1,11.88,,<1,<1
BVR,2015,2015-10-02 12:00:00,3,2139,775.8,33.95,5622,<10,<0,2.05,1411,1668,<1,<1,<1,223.9,17.61,<1,<1,<1,<5,<0.5,<2.5,11.72,<0.1,<1,<1,<1,22.63,0.05,<1,,2139,774.3,8.28,5581,<10,<0,2.05,1411,1668,<1,<1,<1,99.54,3.18,<1,<1,<1,<5,<0.5,<2.5,11.57,<0.1,<1,<1,<1,14.91,,<1,<1
BVR,2015,2015-10-02 12:00:00,6,2076,786.7,82.38,5541,<10,<0,2.5,1461,1729,1.7,<1,<1,319.5,50.9,<1,<1,<1,<5,<0.5,<2.5,11.79,<0.1,<1,<1,<1,24.96,0.11,<1,,2076,753.1,17.49,5454,<10,<0,2.5,1338,1729,<1,<1,<1,133.6,14.73,<1,<1,<1,<5,<0.5,<2.5,11.36,<0.1,<1,<1,<1,13.64,,<1,<1
