Advanced Calibration Data,,Cal Date,m2,m1,m0,b3,b2,b1,b0
,Block 0,unknown,0,-6.30E-05,1.000679016,0,9.00E-06,4.55E-04,0.153439999
,Block 1,unknown,0,0,0,0,0,0,100
,,,,,,,,,
,,,,,,,,,
Field Calibration Data,,m,b, Cal Date,,,,,
,Pressure,1,0,unknown,,,,,
,Temperature,1,0,unknown,,,,,
SensorSN,21309003,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,INW Smart Sensor,,,,,,,,
Session Name,FCR_inf_15min,,,,,,,,
# Records,5857,,,,,,,,
Sensor File,10/4/14 11:16,FCR_inf_15min_100414.a4d,,,,,,,
,,,,,,,,,
Barometric File,10/4/14 11:40,FCRBV_100414.a4d,,,,,,,
Barometric Factory Calibration Data,,m3,m2,m1,m0,b3,b2,b1,b0
,Block 0,38353,4.00E-06,-2.44E-04,1.003511906,0,-7.20E-05,4.13E-03,3.70E-02
,Block 1,38353,0,0,0,0,0,0,100
,,,,,,,,,
Barometric Field Calibration Data,,m,b,,,,,,
,Pressure,1,0,,,,,,
,Temperature,1,0,,,,,,
,,,,,,,,,
SensorSN,21204020,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,Barometric Pressure (2),,,,,,,,
Session Name,FCRBV,,,,,,,,
# Records, n/a,,,,,,,,
,,,,,,,,,
Statistical Data,,Pressure(in H2O),Temperature(degC),,,,,,
,Sensor Range,30 psia,,,,,,,
,Minimum,7,15.75,,,,,,
,Maximum,13.21,25,,,,,,
,Mean,8.74,21,,,,,,
,Variance,1.434,4.743,,,,,,
,Std Deviation,1.198,2.178,,,,,,
Rec #,Date/Time,Pressure(in H2O),Temperature(degC),SensorPressure(in H2O),Barometric Date/Time,,,,
1,8/4/14,9.99,22.13,396.19,8/4/14 11:00,,,,
2,8/4/14,10.06,22.25,396.22,8/4/14 11:15,,,,
3,8/4/14,9.96,22.31,396.13,8/4/14 11:30,,,,
4,8/4/14,9.99,22.38,396.13,8/4/14 11:45,,,,
5,8/4/14,9.99,22.44,396.08,8/4/14 12:00,,,,
6,8/4/14,9.98,22.56,396.02,8/4/14 12:15,,,,
7,8/4/14,9.88,22.69,395.88,8/4/14 12:30,,,,
8,8/4/14,10.01,22.69,396.02,8/4/14 12:45,,,,
9,8/4/14,9.97,22.75,395.94,8/4/14 13:00,,,,
10,8/4/14,10.02,22.88,395.94,8/4/14 13:15,,,,
11,8/4/14,9.98,22.94,395.85,8/4/14 13:30,,,,
12,8/4/14,9.96,22.94,395.83,8/4/14 13:45,,,,
13,8/4/14,10.04,23.06,395.83,8/4/14 14:00,,,,
14,8/4/14,9.98,23.13,395.69,8/4/14 14:15,,,,
15,8/4/14,10.01,23.25,395.66,8/4/14 14:30,,,,
16,8/4/14,10.01,23.38,395.63,8/4/14 14:45,,,,
17,8/4/14,10.08,23.44,395.66,8/4/14 15:00,,,,
18,8/4/14,10.08,23.44,395.58,8/4/14 15:15,,,,
19,8/4/14,10.05,23.56,395.49,8/4/14 15:30,,,,
20,8/4/14,10.04,23.63,395.44,8/4/14 15:45,,,,
21,8/4/14,9.98,23.63,395.35,8/4/14 16:00,,,,
22,8/4/14,9.98,23.69,395.38,8/4/14 16:15,,,,
23,8/4/14,10.06,23.69,395.44,8/4/14 16:30,,,,
24,8/4/14,9.99,23.75,395.35,8/4/14 16:45,,,,
25,8/4/14,9.96,23.75,395.32,8/4/14 17:00,,,,
26,8/4/14,9.93,23.75,395.3,8/4/14 17:15,,,,
27,8/4/14,9.98,23.75,395.35,8/4/14 17:30,,,,
28,8/4/14,10.02,23.75,395.38,8/4/14 17:45,,,,
29,8/4/14,9.97,23.75,395.3,8/4/14 18:00,,,,
30,8/4/14,9.99,23.75,395.32,8/4/14 18:15,,,,
31,8/4/14,9.94,23.75,395.24,8/4/14 18:30,,,,
32,8/4/14,9.91,23.75,395.21,8/4/14 18:45,,,,
33,8/4/14,9.93,23.81,395.24,8/4/14 19:00,,,,
34,8/4/14,9.93,23.81,395.24,8/4/14 19:15,,,,
35,8/4/14,9.89,23.81,395.21,8/4/14 19:30,,,,
36,8/4/14,9.99,23.75,395.27,8/4/14 19:45,,,,
37,8/4/14,9.93,23.69,395.21,8/4/14 20:00,,,,
38,8/4/14,9.9,23.69,395.24,8/4/14 20:15,,,,
39,8/4/14,9.89,23.63,395.32,8/4/14 20:30,,,,
40,8/4/14,9.95,23.56,395.46,8/4/14 20:45,,,,
41,8/4/14,9.93,23.56,395.46,8/4/14 21:00,,,,
42,8/4/14,9.81,23.5,395.41,8/4/14 21:15,,,,
43,8/4/14,9.92,23.44,395.63,8/4/14 21:30,,,,
44,8/4/14,9.92,23.44,395.74,8/4/14 21:45,,,,
45,8/4/14,9.95,23.38,395.8,8/4/14 22:00,,,,
46,8/4/14,9.92,23.38,395.8,8/4/14 22:15,,,,
47,8/4/14,9.85,23.31,395.8,8/4/14 22:30,,,,
48,8/4/14,9.96,23.31,395.91,8/4/14 22:45,,,,
49,8/4/14,9.91,23.25,395.85,8/4/14 23:00,,,,
50,8/4/14,9.92,23.25,395.8,8/4/14 23:15,,,,
51,8/4/14,9.92,23.19,395.74,8/4/14 23:30,,,,
52,8/4/14,9.92,23.19,395.74,8/4/14 23:45,,,,
53,8/5/14,9.95,23.19,395.77,8/5/14 0:00,,,,
54,8/5/14,9.91,23.13,395.72,8/5/14 0:15,,,,
55,8/5/14,9.85,23.06,395.6,8/5/14 0:30,,,,
56,8/5/14,9.95,23.13,395.66,8/5/14 0:45,,,,
57,8/5/14,9.91,23.06,395.63,8/5/14 1:00,,,,
58,8/5/14,9.95,23.06,395.66,8/5/14 1:15,,,,
59,8/5/14,9.95,23,395.63,8/5/14 1:30,,,,
60,8/5/14,9.83,22.94,395.44,8/5/14 1:45,,,,
61,8/5/14,9.9,22.94,395.46,8/5/14 2:00,,,,
62,8/5/14,9.93,22.94,395.49,8/5/14 2:15,,,,
63,8/5/14,9.93,22.88,395.49,8/5/14 2:30,,,,
64,8/5/14,9.97,22.88,395.49,8/5/14 2:45,,,,
65,8/5/14,9.9,22.81,395.38,8/5/14 3:00,,,,
66,8/5/14,9.89,22.75,395.32,8/5/14 3:15,,,,
67,8/5/14,9.93,22.75,395.35,8/5/14 3:30,,,,
68,8/5/14,9.94,22.69,395.35,8/5/14 3:45,,,,
69,8/5/14,9.97,22.69,395.35,8/5/14 4:00,,,,
70,8/5/14,9.87,22.63,395.24,8/5/14 4:15,,,,
71,8/5/14,9.83,22.63,395.21,8/5/14 4:30,,,,
72,8/5/14,9.96,22.63,395.32,8/5/14 4:45,,,,
73,8/5/14,9.96,22.63,395.32,8/5/14 5:00,,,,
74,8/5/14,9.96,22.56,395.3,8/5/14 5:15,,,,
75,8/5/14,9.99,22.56,395.32,8/5/14 5:30,,,,
76,8/5/14,9.99,22.56,395.32,8/5/14 5:45,,,,
77,8/5/14,9.9,22.56,395.3,8/5/14 6:00,,,,
78,8/5/14,10,22.5,395.46,8/5/14 6:15,,,,
79,8/5/14,9.88,22.5,395.41,8/5/14 6:30,,,,
80,8/5/14,9.9,22.5,395.44,8/5/14 6:45,,,,
81,8/5/14,9.89,22.44,395.46,8/5/14 7:00,,,,
82,8/5/14,9.9,22.44,395.46,8/5/14 7:15,,,,
83,8/5/14,9.9,22.44,395.52,8/5/14 7:30,,,,
84,8/5/14,9.91,22.44,395.58,8/5/14 7:45,,,,
85,8/5/14,9.88,22.5,395.6,8/5/14 8:00,,,,
86,8/5/14,9.97,22.5,395.72,8/5/14 8:15,,,,
87,8/5/14,9.91,22.56,395.66,8/5/14 8:30,,,,
88,8/5/14,9.95,22.56,395.69,8/5/14 8:45,,,,
89,8/5/14,9.95,22.63,395.66,8/5/14 9:00,,,,
90,8/5/14,9.96,22.69,395.63,8/5/14 9:15,,,,
91,8/5/14,9.85,22.75,395.52,8/5/14 9:30,,,,
92,8/5/14,9.98,22.75,395.63,8/5/14 9:45,,,,
93,8/5/14,9.98,22.81,395.63,8/5/14 10:00,,,,
94,8/5/14,10.09,22.88,395.72,8/5/14 10:15,,,,
95,8/5/14,10.05,22.94,395.66,8/5/14 10:30,,,,
96,8/5/14,9.99,23,395.6,8/5/14 10:45,,,,
97,8/5/14,9.93,23.06,395.55,8/5/14 11:00,,,,
98,8/5/14,9.99,23.13,395.55,8/5/14 11:15,,,,
99,8/5/14,10.03,23.19,395.49,8/5/14 11:30,,,,
100,8/5/14,10.02,23.25,395.44,8/5/14 11:45,,,,
101,8/5/14,10.04,23.31,395.41,8/5/14 12:00,,,,
102,8/5/14,10.08,23.44,395.35,8/5/14 12:15,,,,
103,8/5/14,10.06,23.5,395.32,8/5/14 12:30,,,,
104,8/5/14,9.99,23.63,395.24,8/5/14 12:45,,,,
105,8/5/14,9.95,23.63,395.16,8/5/14 13:00,,,,
106,8/5/14,10.1,23.75,395.18,8/5/14 13:15,,,,
107,8/5/14,10.06,23.81,395.07,8/5/14 13:30,,,,
108,8/5/14,10.02,23.94,394.93,8/5/14 13:45,,,,
109,8/5/14,9.99,24,394.85,8/5/14 14:00,,,,
110,8/5/14,10.06,24.06,394.82,8/5/14 14:15,,,,
111,8/5/14,10.06,24.13,394.77,8/5/14 14:30,,,,
112,8/5/14,10.08,24.13,394.79,8/5/14 14:45,,,,
113,8/5/14,10.07,24.13,394.74,8/5/14 15:00,,,,
114,8/5/14,10.03,24.19,394.63,8/5/14 15:15,,,,
115,8/5/14,9.93,24.25,394.43,8/5/14 15:30,,,,
116,8/5/14,9.98,24.25,394.4,8/5/14 15:45,,,,
117,8/5/14,10.02,24.31,394.4,8/5/14 16:00,,,,
118,8/5/14,9.98,24.38,394.32,8/5/14 16:15,,,,
119,8/5/14,10.03,24.38,394.32,8/5/14 16:30,,,,
120,8/5/14,10,24.38,394.21,8/5/14 16:45,,,,
121,8/5/14,9.99,24.38,394.26,8/5/14 17:00,,,,
122,8/5/14,9.96,24.38,394.24,8/5/14 17:15,,,,
123,8/5/14,10,24.38,394.35,8/5/14 17:30,,,,
124,8/5/14,9.99,24.38,394.35,8/5/14 17:45,,,,
125,8/5/14,9.99,24.44,394.35,8/5/14 18:00,,,,
