Advanced Calibration Data,,Cal Date,m2,m1,m0,b3,b2,b1,b0
,Block 0,unknown,0,-6.30E-05,1900-01-01 00:00:59,0,9.00E-06,4.55E-04,0.153439999
,Block 1,unknown,0,0,1900-01-00 00:00:00,0,0,0,100
,,,,,,,,,
,,,,,,,,,
Field Calibration Data,,m,b, Cal Date,,,,,
,Pressure,1,0,unknown,,,,,
,Temperature,1,0,unknown,,,,,
SensorSN,21309003,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,INW Smart Sensor,,,,,,,,
Session Name,FCR_inf_15min,,,,,,,,
# Records,5937,,,,,,,,
Sensor File,8/4/2014 10:14,FCR_inf_15min_080414.a4d,,,,,,,
,,,,,,,,,
Barometric File,8/4/2014 10:47,FCRBV_080414.a4d,,,,,,,
Barometric Factory Calibration Data,,m3,m2,m1,m0,b3,b2,b1,b0
,Block 0,38353,4.00E-06,-2.44E-04,1900-01-01 00:05:03,0,-7.20E-05,4.13E-03,3.70E-02
,Block 1,38353,0,0,1900-01-00 00:00:00,0,0,0,100
,,,,,,,,,
Barometric Field Calibration Data,,m,b,,,,,,
,Pressure,1,0,,,,,,
,Temperature,1,0,,,,,,
,,,,,,,,,
SensorSN,21204020,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,Barometric Pressure (2),,,,,,,,
Session Name,FCRBV,,,,,,,,
# Records, n/a,,,,,,,,
,,,,,,,,,
Statistical Data,,Pressure(in H2O),Temperature(degC),,,,,,
,Sensor Range,30 psia,,,,,,,
,Minimum,9.78,18.25,,,,,,
,Maximum,14.01,25.44,,,,,,
,Mean,10.26,22.43,,,,,,
,Variance,0.049,2.454,,,,,,
,Std Deviation,0.222,1.567,,,,,,
Rec #,Date/Time,Pressure(in H2O),Temperature(degC),SensorPressure(in H2O),Barometric Date/Time,,,,
1,6/3/2014 13:00,10.45,18.88,395.33,2014-06-03 13:00:00,,,,
2,6/3/2014 13:15,10.46,18.88,395.3,2014-06-03 13:15:00,,,,
3,6/3/2014 13:30,10.35,18.94,395.16,2014-06-03 13:30:00,,,,
4,6/3/2014 13:45,10.49,18.94,395.28,2014-06-03 13:45:00,,,,
5,6/3/2014 14:00,10.43,19,395.11,2014-06-03 14:00:00,,,,
6,6/3/2014 14:15,10.45,19.13,395.08,2014-06-03 14:15:00,,,,
7,6/3/2014 14:30,10.48,19.13,394.97,2014-06-03 14:30:00,,,,
8,6/3/2014 14:45,10.45,19.13,394.91,2014-06-03 14:45:00,,,,
9,6/3/2014 15:00,10.43,19.13,394.8,2014-06-03 15:00:00,,,,
10,6/3/2014 15:15,10.46,19.13,394.74,2014-06-03 15:15:00,,,,
11,6/3/2014 15:30,10.41,19.13,394.63,2014-06-03 15:30:00,,,,
12,6/3/2014 15:45,10.46,19.13,394.63,2014-06-03 15:45:00,,,,
13,6/3/2014 16:00,10.42,19.13,394.49,2014-06-03 16:00:00,,,,
14,6/3/2014 16:15,10.45,19.13,394.49,2014-06-03 16:15:00,,,,
15,6/3/2014 16:30,10.41,19.06,394.38,2014-06-03 16:30:00,,,,
16,6/3/2014 16:45,10.51,19.06,394.38,2014-06-03 16:45:00,,,,
17,6/3/2014 17:00,10.45,19,394.27,2014-06-03 17:00:00,,,,
18,6/3/2014 17:15,10.42,19,394.19,2014-06-03 17:15:00,,,,
19,6/3/2014 17:30,10.41,19,394.1,2014-06-03 17:30:00,,,,
20,6/3/2014 17:45,10.43,19,394.16,2014-06-03 17:45:00,,,,
21,6/3/2014 18:00,10.49,19,394.19,2014-06-03 18:00:00,,,,
22,6/3/2014 18:15,10.44,19,394.24,2014-06-03 18:15:00,,,,
23,6/3/2014 18:30,10.47,18.94,394.33,2014-06-03 18:30:00,,,,
24,6/3/2014 18:45,10.39,18.94,394.27,2014-06-03 18:45:00,,,,
25,6/3/2014 19:00,10.4,18.94,394.33,2014-06-03 19:00:00,,,,
26,6/3/2014 19:15,10.43,18.94,394.33,2014-06-03 19:15:00,,,,
27,6/3/2014 19:30,10.44,18.94,394.21,2014-06-03 19:30:00,,,,
28,6/3/2014 19:45,10.4,18.94,394.13,2014-06-03 19:45:00,,,,
29,6/3/2014 20:00,10.44,18.94,394.3,2014-06-03 20:00:00,,,,
30,6/3/2014 20:15,10.34,18.88,394.3,2014-06-03 20:15:00,,,,
31,6/3/2014 20:30,10.39,18.88,394.35,2014-06-03 20:30:00,,,,
32,6/3/2014 20:45,10.43,18.81,394.52,2014-06-03 20:45:00,,,,
33,6/3/2014 21:00,10.43,18.81,394.61,2014-06-03 21:00:00,,,,
34,6/3/2014 21:15,10.36,18.81,394.49,2014-06-03 21:15:00,,,,
35,6/3/2014 21:30,10.43,18.75,394.52,2014-06-03 21:30:00,,,,
36,6/3/2014 21:45,10.44,18.75,394.44,2014-06-03 21:45:00,,,,
37,6/3/2014 22:00,10.37,18.75,394.41,2014-06-03 22:00:00,,,,
38,6/3/2014 22:15,10.35,18.69,394.35,2014-06-03 22:15:00,,,,
39,6/3/2014 22:30,10.42,18.69,394.33,2014-06-03 22:30:00,,,,
40,6/3/2014 22:45,10.37,18.69,394.3,2014-06-03 22:45:00,,,,
41,6/3/2014 23:00,10.43,18.69,394.27,2014-06-03 23:00:00,,,,
42,6/3/2014 23:15,10.39,18.75,394.19,2014-06-03 23:15:00,,,,
43,6/3/2014 23:30,10.39,18.69,394.21,2014-06-03 23:30:00,,,,
44,6/3/2014 23:45,10.46,18.69,394.19,2014-06-03 23:45:00,,,,
45,6/4/2014 0:00,10.4,18.69,394.19,2014-06-04 00:00:00,,,,
46,6/4/2014 0:15,10.34,18.69,394.02,2014-06-04 00:15:00,,,,
47,6/4/2014 0:30,10.36,18.69,393.88,2014-06-04 00:30:00,,,,
48,6/4/2014 0:45,10.36,18.69,393.91,2014-06-04 00:45:00,,,,
49,6/4/2014 1:00,10.36,18.75,393.91,2014-06-04 01:00:00,,,,
50,6/4/2014 1:15,10.39,18.69,393.88,2014-06-04 01:15:00,,,,
51,6/4/2014 1:30,10.43,18.69,393.88,2014-06-04 01:30:00,,,,
52,6/4/2014 1:45,10.44,18.69,393.85,2014-06-04 01:45:00,,,,
53,6/4/2014 2:00,10.39,18.75,393.85,2014-06-04 02:00:00,,,,
54,6/4/2014 2:15,10.39,18.75,393.85,2014-06-04 02:15:00,,,,
55,6/4/2014 2:30,10.34,18.75,393.71,2014-06-04 02:30:00,,,,
56,6/4/2014 2:45,10.37,18.75,393.77,2014-06-04 02:45:00,,,,
57,6/4/2014 3:00,10.41,18.75,393.94,2014-06-04 03:00:00,,,,
58,6/4/2014 3:15,10.37,18.75,393.99,2014-06-04 03:15:00,,,,
59,6/4/2014 3:30,10.4,18.75,393.96,2014-06-04 03:30:00,,,,
60,6/4/2014 3:45,10.3,18.81,393.82,2014-06-04 03:45:00,,,,
61,6/4/2014 4:00,10.32,18.81,393.8,2014-06-04 04:00:00,,,,
62,6/4/2014 4:15,10.37,18.81,393.82,2014-06-04 04:15:00,,,,
63,6/4/2014 4:30,10.33,18.81,393.85,2014-06-04 04:30:00,,,,
64,6/4/2014 4:45,10.32,18.81,393.85,2014-06-04 04:45:00,,,,
65,6/4/2014 5:00,10.39,18.81,393.91,2014-06-04 05:00:00,,,,
66,6/4/2014 5:15,10.51,18.75,393.94,2014-06-04 05:15:00,,,,
67,6/4/2014 5:30,10.44,18.75,393.91,2014-06-04 05:30:00,,,,
68,6/4/2014 5:45,10.43,18.75,393.85,2014-06-04 05:45:00,,,,
69,6/4/2014 6:00,10.4,18.69,393.82,2014-06-04 06:00:00,,,,
70,6/4/2014 6:15,10.36,18.69,393.8,2014-06-04 06:15:00,,,,
71,6/4/2014 6:30,10.39,18.69,393.96,2014-06-04 06:30:00,,,,
72,6/4/2014 6:45,10.43,18.69,394.1,2014-06-04 06:45:00,,,,
73,6/4/2014 7:00,10.5,18.75,394.13,2014-06-04 07:00:00,,,,
74,6/4/2014 7:15,10.43,18.81,394.13,2014-06-04 07:15:00,,,,
75,6/4/2014 7:30,10.4,18.81,394.19,2014-06-04 07:30:00,,,,
76,6/4/2014 7:45,10.41,18.81,394.16,2014-06-04 07:45:00,,,,
77,6/4/2014 8:00,10.44,18.81,394.13,2014-06-04 08:00:00,,,,
78,6/4/2014 8:15,10.5,18.88,394.1,2014-06-04 08:15:00,,,,
79,6/4/2014 8:30,10.48,18.94,394.1,2014-06-04 08:30:00,,,,
80,6/4/2014 8:45,10.45,19,394.05,2014-06-04 08:45:00,,,,
81,6/4/2014 9:00,10.5,19.06,394.02,2014-06-04 09:00:00,,,,
82,6/4/2014 9:15,10.5,19.13,394.02,2014-06-04 09:15:00,,,,
83,6/4/2014 9:30,10.46,19.19,393.88,2014-06-04 09:30:00,,,,
84,6/4/2014 9:45,10.47,19.19,393.91,2014-06-04 09:45:00,,,,
85,6/4/2014 10:00,10.47,19.13,393.91,2014-06-04 10:00:00,,,,
86,6/4/2014 10:15,10.47,19.06,393.91,2014-06-04 10:15:00,,,,
87,6/4/2014 10:30,10.43,19,394.02,2014-06-04 10:30:00,,,,
88,6/4/2014 10:45,10.53,19,394.21,2014-06-04 10:45:00,,,,
89,6/4/2014 11:00,10.64,19.06,394.13,2014-06-04 11:00:00,,,,
90,6/4/2014 11:15,10.58,19.13,394.02,2014-06-04 11:15:00,,,,
91,6/4/2014 11:30,10.58,19.19,393.99,2014-06-04 11:30:00,,,,
92,6/4/2014 11:45,10.57,19.19,393.96,2014-06-04 11:45:00,,,,
93,6/4/2014 12:00,10.57,19.13,393.88,2014-06-04 12:00:00,,,,
94,6/4/2014 12:15,10.59,19.13,393.82,2014-06-04 12:15:00,,,,
95,6/4/2014 12:30,10.57,19.19,393.66,2014-06-04 12:30:00,,,,
96,6/4/2014 12:45,10.54,19.25,393.54,2014-06-04 12:45:00,,,,
97,6/4/2014 13:00,10.49,19.38,393.38,2014-06-04 13:00:00,,,,
98,6/4/2014 13:15,10.57,19.31,393.38,2014-06-04 13:15:00,,,,
99,6/4/2014 13:30,10.48,19.44,393.15,2014-06-04 13:30:00,,,,
100,6/4/2014 13:45,10.48,19.44,393.07,2014-06-04 13:45:00,,,,
101,6/4/2014 14:00,10.51,19.44,392.96,2014-06-04 14:00:00,,,,
102,6/4/2014 14:15,10.57,19.5,392.87,2014-06-04 14:15:00,,,,
103,6/4/2014 14:30,10.47,19.5,392.71,2014-06-04 14:30:00,,,,
104,6/4/2014 14:45,10.47,19.5,392.59,2014-06-04 14:45:00,,,,
105,6/4/2014 15:00,10.5,19.5,392.54,2014-06-04 15:00:00,,,,
106,6/4/2014 15:15,10.48,19.5,392.54,2014-06-04 15:15:00,,,,
107,6/4/2014 15:30,10.46,19.44,392.45,2014-06-04 15:30:00,,,,
108,6/4/2014 15:45,10.45,19.44,392.4,2014-06-04 15:45:00,,,,
109,6/4/2014 16:00,10.5,19.38,392.31,2014-06-04 16:00:00,,,,
110,6/4/2014 16:15,10.42,19.38,392.23,2014-06-04 16:15:00,,,,
111,6/4/2014 16:30,10.49,19.38,392.15,2014-06-04 16:30:00,,,,
112,6/4/2014 16:45,10.52,19.31,392.15,2014-06-04 16:45:00,,,,
113,6/4/2014 17:00,10.47,19.31,392.04,2014-06-04 17:00:00,,,,
114,6/4/2014 17:15,10.51,19.25,392.01,2014-06-04 17:15:00,,,,
115,6/4/2014 17:30,10.45,19.25,391.92,2014-06-04 17:30:00,,,,
116,6/4/2014 17:45,10.48,19.31,391.95,2014-06-04 17:45:00,,,,
117,6/4/2014 18:00,10.48,19.25,392.04,2014-06-04 18:00:00,,,,
118,6/4/2014 18:15,10.43,19.25,392.04,2014-06-04 18:15:00,,,,
119,6/4/2014 18:30,10.46,19.25,391.84,2014-06-04 18:30:00,,,,
120,6/4/2014 18:45,10.43,19.19,391.9,2014-06-04 18:45:00,,,,
121,6/4/2014 19:00,10.39,19.19,391.87,2014-06-04 19:00:00,,,,
122,6/4/2014 19:15,10.4,19.19,391.95,2014-06-04 19:15:00,,,,
123,6/4/2014 19:30,10.52,19.19,392.2,2014-06-04 19:30:00,,,,
124,6/4/2014 19:45,10.73,19.13,392.18,2014-06-04 19:45:00,,,,
125,6/4/2014 20:00,10.69,19.06,392.26,2014-06-04 20:00:00,,,,
126,6/4/2014 20:15,10.76,19.06,392.23,2014-06-04 20:15:00,,,,
127,6/4/2014 20:30,10.89,19.06,392.45,2014-06-04 20:30:00,,,,
128,6/4/2014 20:45,11.41,19.06,393.18,2014-06-04 20:45:00,,,,
129,6/4/2014 21:00,11.59,19,393.24,2014-06-04 21:00:00,,,,
130,6/4/2014 21:15,11.25,18.94,392.9,2014-06-04 21:15:00,,,,
131,6/4/2014 21:30,11.03,18.81,392.62,2014-06-04 21:30:00,,,,
132,6/4/2014 21:45,10.86,18.81,392.37,2014-06-04 21:45:00,,,,
133,6/4/2014 22:00,10.68,18.81,392.09,2014-06-04 22:00:00,,,,
134,6/4/2014 22:15,10.71,18.81,392.01,2014-06-04 22:15:00,,,,
135,6/4/2014 22:30,10.57,18.81,391.84,2014-06-04 22:30:00,,,,
136,6/4/2014 22:45,10.61,18.81,391.84,2014-06-04 22:45:00,,,,
137,6/4/2014 23:00,10.54,18.88,391.7,2014-06-04 23:00:00,,,,
138,6/4/2014 23:15,10.61,18.94,391.7,2014-06-04 23:15:00,,,,
139,6/4/2014 23:30,10.57,18.94,391.73,2014-06-04 23:30:00,,,,
140,6/4/2014 23:45,10.59,18.94,391.73,2014-06-04 23:45:00,,,,
141,6/5/2014 0:00,10.63,18.94,391.76,2014-06-05 00:00:00,,,,
142,6/5/2014 0:15,10.52,19,391.53,2014-06-05 00:15:00,,,,
143,6/5/2014 0:30,10.54,19.06,391.42,2014-06-05 00:30:00,,,,
144,6/5/2014 0:45,10.5,19.06,391.37,2014-06-05 00:45:00,,,,
145,6/5/2014 1:00,10.54,19.06,391.37,2014-06-05 01:00:00,,,,
146,6/5/2014 1:15,10.5,19,391.31,2014-06-05 01:15:00,,,,
147,6/5/2014 1:30,10.4,19.06,391.2,2014-06-05 01:30:00,,,,
148,6/5/2014 1:45,10.54,19.06,391.28,2014-06-05 01:45:00,,,,
149,6/5/2014 2:00,10.49,19.06,391.28,2014-06-05 02:00:00,,,,
150,6/5/2014 2:15,10.49,19.06,391.09,2014-06-05 02:15:00,,,,
151,6/5/2014 2:30,10.53,19.06,391.23,2014-06-05 02:30:00,,,,
152,6/5/2014 2:45,10.49,19,391.06,2014-06-05 02:45:00,,,,
153,6/5/2014 3:00,10.49,19,391,2014-06-05 03:00:00,,,,
154,6/5/2014 3:15,10.57,18.94,391.14,2014-06-05 03:15:00,,,,
155,6/5/2014 3:30,10.6,18.94,391.03,2014-06-05 03:30:00,,,,
156,6/5/2014 3:45,10.69,18.81,391.17,2014-06-05 03:45:00,,,,
157,6/5/2014 4:00,10.62,18.75,391.31,2014-06-05 04:00:00,,,,
158,6/5/2014 4:15,10.5,18.69,391.28,2014-06-05 04:15:00,,,,
159,6/5/2014 4:30,10.52,18.63,391.28,2014-06-05 04:30:00,,,,
160,6/5/2014 4:45,10.55,18.63,391.45,2014-06-05 04:45:00,,,,
161,6/5/2014 5:00,10.55,18.63,391.48,2014-06-05 05:00:00,,,,
162,6/5/2014 5:15,10.52,18.63,391.53,2014-06-05 05:15:00,,,,
163,6/5/2014 5:30,10.44,18.63,391.45,2014-06-05 05:30:00,,,,
164,6/5/2014 5:45,10.5,18.69,391.45,2014-06-05 05:45:00,,,,
165,6/5/2014 6:00,10.48,18.69,391.51,2014-06-05 06:00:00,,,,
166,6/5/2014 6:15,10.52,18.75,391.59,2014-06-05 06:15:00,,,,
167,6/5/2014 6:30,10.49,18.75,391.56,2014-06-05 06:30:00,,,,
168,6/5/2014 6:45,10.47,18.81,391.62,2014-06-05 06:45:00,,,,
169,6/5/2014 7:00,10.49,18.88,391.67,2014-06-05 07:00:00,,,,
170,6/5/2014 7:15,10.47,18.88,391.65,2014-06-05 07:15:00,,,,
171,6/5/2014 7:30,10.44,18.88,391.51,2014-06-05 07:30:00,,,,
172,6/5/2014 7:45,10.53,18.94,391.67,2014-06-05 07:45:00,,,,
173,6/5/2014 8:00,10.4,19,391.56,2014-06-05 08:00:00,,,,
174,6/5/2014 8:15,10.47,19,391.67,2014-06-05 08:15:00,,,,
175,6/5/2014 8:30,10.54,19.06,391.87,2014-06-05 08:30:00,,,,
176,6/5/2014 8:45,10.46,19.13,391.87,2014-06-05 08:45:00,,,,
177,6/5/2014 9:00,10.43,19.19,391.84,2014-06-05 09:00:00,,,,
178,6/5/2014 9:15,10.39,19.19,391.81,2014-06-05 09:15:00,,,,
179,6/5/2014 9:30,10.49,19.19,391.92,2014-06-05 09:30:00,,,,
180,6/5/2014 9:45,10.49,19.19,391.98,2014-06-05 09:45:00,,,,
181,6/5/2014 10:00,10.44,19.13,391.95,2014-06-05 10:00:00,,,,
182,6/5/2014 10:15,10.53,19.13,392.09,2014-06-05 10:15:00,,,,
183,6/5/2014 10:30,10.45,19.13,391.98,2014-06-05 10:30:00,,,,
184,6/5/2014 10:45,10.51,19.13,391.98,2014-06-05 10:45:00,,,,
