Advanced Calibration Data,,Cal Date,m2,m1,m0,b3,b2,b1,b0
185,6/5/2014 11:00,10.47,19.19,392.01,2014-06-05 11:00:00,,,,
186,6/5/2014 11:15,10.53,19.25,392.04,2014-06-05 11:15:00,,,,
187,6/5/2014 11:30,10.48,19.31,391.92,2014-06-05 11:30:00,,,,
188,6/5/2014 11:45,10.46,19.31,391.95,2014-06-05 11:45:00,,,,
189,6/5/2014 12:00,10.5,19.31,392.06,2014-06-05 12:00:00,,,,
190,6/5/2014 12:15,10.42,19.31,392.06,2014-06-05 12:15:00,,,,
191,6/5/2014 12:30,10.56,19.31,392.26,2014-06-05 12:30:00,,,,
192,6/5/2014 12:45,10.53,19.31,392.29,2014-06-05 12:45:00,,,,
193,6/5/2014 13:00,10.36,19.38,392.17,2014-06-05 13:00:00,,,,
194,6/5/2014 13:15,10.46,19.5,392.23,2014-06-05 13:15:00,,,,
195,6/5/2014 13:30,10.53,19.5,392.4,2014-06-05 13:30:00,,,,
196,6/5/2014 13:45,10.49,19.56,392.2,2014-06-05 13:45:00,,,,
197,6/5/2014 14:00,10.58,19.56,392.26,2014-06-05 14:00:00,,,,
198,6/5/2014 14:15,10.51,19.56,392.23,2014-06-05 14:15:00,,,,
199,6/5/2014 14:30,10.51,19.56,392.26,2014-06-05 14:30:00,,,,
200,6/5/2014 14:45,10.56,19.56,392.23,2014-06-05 14:45:00,,,,
201,6/5/2014 15:00,10.52,19.56,392.23,2014-06-05 15:00:00,,,,
202,6/5/2014 15:15,10.41,19.56,391.9,2014-06-05 15:15:00,,,,
203,6/5/2014 15:30,10.5,19.56,392.17,2014-06-05 15:30:00,,,,
204,6/5/2014 15:45,10.57,19.56,392.34,2014-06-05 15:45:00,,,,
205,6/5/2014 16:00,10.49,19.44,392.23,2014-06-05 16:00:00,,,,
206,6/5/2014 16:15,10.53,19.31,392.26,2014-06-05 16:15:00,,,,
207,6/5/2014 16:30,10.49,19.31,392.26,2014-06-05 16:30:00,,,,
208,6/5/2014 16:45,10.54,19.25,392.34,2014-06-05 16:45:00,,,,
209,6/5/2014 17:00,10.49,19.25,392.31,2014-06-05 17:00:00,,,,
210,6/5/2014 17:15,10.45,19.19,392.4,2014-06-05 17:15:00,,,,
211,6/5/2014 17:30,10.47,19.19,392.45,2014-06-05 17:30:00,,,,
212,6/5/2014 17:45,10.49,19.13,392.48,2014-06-05 17:45:00,,,,
213,6/5/2014 18:00,10.46,19.13,392.57,2014-06-05 18:00:00,,,,
214,6/5/2014 18:15,10.32,19.06,392.59,2014-06-05 18:15:00,,,,
215,6/5/2014 18:30,10.35,19,392.73,2014-06-05 18:30:00,,,,
216,6/5/2014 18:45,10.46,19,392.99,2014-06-05 18:45:00,,,,
217,6/5/2014 19:00,10.32,19,392.93,2014-06-05 19:00:00,,,,
218,6/5/2014 19:15,10.39,19,393.1,2014-06-05 19:15:00,,,,
219,6/5/2014 19:30,10.37,19,393.13,2014-06-05 19:30:00,,,,
220,6/5/2014 19:45,10.42,18.94,393.24,2014-06-05 19:45:00,,,,
221,6/5/2014 20:00,10.41,18.88,393.07,2014-06-05 20:00:00,,,,
222,6/5/2014 20:15,10.46,18.81,393.07,2014-06-05 20:15:00,,,,
223,6/5/2014 20:30,10.34,18.75,393.13,2014-06-05 20:30:00,,,,
224,6/5/2014 20:45,10.39,18.75,393.29,2014-06-05 20:45:00,,,,
225,6/5/2014 21:00,10.37,18.75,393.29,2014-06-05 21:00:00,,,,
226,6/5/2014 21:15,10.36,18.81,393.35,2014-06-05 21:15:00,,,,
227,6/5/2014 21:30,10.32,18.81,393.43,2014-06-05 21:30:00,,,,
228,6/5/2014 21:45,10.32,18.75,393.46,2014-06-05 21:45:00,,,,
229,6/5/2014 22:00,10.37,18.81,393.52,2014-06-05 22:00:00,,,,
230,6/5/2014 22:15,10.4,18.75,393.66,2014-06-05 22:15:00,,,,
231,6/5/2014 22:30,10.4,18.75,393.63,2014-06-05 22:30:00,,,,
232,6/5/2014 22:45,10.47,18.63,393.66,2014-06-05 22:45:00,,,,
233,6/5/2014 23:00,10.39,18.56,393.6,2014-06-05 23:00:00,,,,
234,6/5/2014 23:15,10.4,18.5,393.6,2014-06-05 23:15:00,,,,
235,6/5/2014 23:30,10.42,18.5,393.55,2014-06-05 23:30:00,,,,
236,6/5/2014 23:45,10.42,18.5,393.55,2014-06-05 23:45:00,,,,
237,6/6/2014 0:00,10.41,18.5,393.55,2014-06-06 00:00:00,,,,
238,6/6/2014 0:15,10.39,18.44,393.52,2014-06-06 00:15:00,,,,
239,6/6/2014 0:30,10.37,18.44,393.57,2014-06-06 00:30:00,,,,
240,6/6/2014 0:45,10.44,18.38,393.57,2014-06-06 00:45:00,,,,
241,6/6/2014 1:00,10.38,18.38,393.6,2014-06-06 01:00:00,,,,
242,6/6/2014 1:15,10.41,18.44,393.6,2014-06-06 01:15:00,,,,
243,6/6/2014 1:30,10.44,18.38,393.66,2014-06-06 01:30:00,,,,
244,6/6/2014 1:45,10.3,18.44,393.52,2014-06-06 01:45:00,,,,
245,6/6/2014 2:00,10.45,18.44,393.68,2014-06-06 02:00:00,,,,
246,6/6/2014 2:15,10.32,18.44,393.66,2014-06-06 02:15:00,,,,
247,6/6/2014 2:30,10.34,18.44,393.63,2014-06-06 02:30:00,,,,
248,6/6/2014 2:45,10.37,18.5,393.66,2014-06-06 02:45:00,,,,
249,6/6/2014 3:00,10.33,18.44,393.57,2014-06-06 03:00:00,,,,
250,6/6/2014 3:15,10.37,18.44,393.66,2014-06-06 03:15:00,,,,
251,6/6/2014 3:30,10.33,18.38,393.6,2014-06-06 03:30:00,,,,
252,6/6/2014 3:45,10.43,18.38,393.63,2014-06-06 03:45:00,,,,
253,6/6/2014 4:00,10.35,18.38,393.6,2014-06-06 04:00:00,,,,
254,6/6/2014 4:15,10.43,18.38,393.74,2014-06-06 04:15:00,,,,
255,6/6/2014 4:30,10.4,18.31,393.74,2014-06-06 04:30:00,,,,
256,6/6/2014 4:45,10.39,18.31,393.85,2014-06-06 04:45:00,,,,
257,6/6/2014 5:00,10.36,18.25,393.85,2014-06-06 05:00:00,,,,
258,6/6/2014 5:15,10.35,18.25,393.96,2014-06-06 05:15:00,,,,
259,6/6/2014 5:30,10.45,18.31,394.1,2014-06-06 05:30:00,,,,
260,6/6/2014 5:45,10.44,18.31,394.19,2014-06-06 05:45:00,,,,
261,6/6/2014 6:00,10.37,18.38,394.24,2014-06-06 06:00:00,,,,
262,6/6/2014 6:15,10.38,18.38,394.33,2014-06-06 06:15:00,,,,
263,6/6/2014 6:30,10.38,18.44,394.27,2014-06-06 06:30:00,,,,
264,6/6/2014 6:45,10.4,18.44,394.27,2014-06-06 06:45:00,,,,
265,6/6/2014 7:00,10.37,18.44,394.3,2014-06-06 07:00:00,,,,
266,6/6/2014 7:15,10.47,18.44,394.49,2014-06-06 07:15:00,,,,
267,6/6/2014 7:30,10.37,18.5,394.47,2014-06-06 07:30:00,,,,
268,6/6/2014 7:45,10.36,18.56,394.47,2014-06-06 07:45:00,,,,
269,6/6/2014 8:00,10.29,18.63,394.41,2014-06-06 08:00:00,,,,
270,6/6/2014 8:15,10.41,18.69,394.44,2014-06-06 08:15:00,,,,
271,6/6/2014 8:30,10.4,18.69,394.44,2014-06-06 08:30:00,,,,
272,6/6/2014 8:45,10.4,18.75,394.41,2014-06-06 08:45:00,,,,
273,6/6/2014 9:00,10.39,18.81,394.41,2014-06-06 09:00:00,,,,
274,6/6/2014 9:15,10.44,18.81,394.49,2014-06-06 09:15:00,,,,
275,6/6/2014 9:30,10.37,18.81,394.38,2014-06-06 09:30:00,,,,
276,6/6/2014 9:45,10.34,18.88,394.35,2014-06-06 09:45:00,,,,
277,6/6/2014 10:00,10.41,18.94,394.38,2014-06-06 10:00:00,,,,
278,6/6/2014 10:15,10.43,19,394.38,2014-06-06 10:15:00,,,,
279,6/6/2014 10:30,10.41,19.06,394.3,2014-06-06 10:30:00,,,,
280,6/6/2014 10:45,10.43,19.13,394.33,2014-06-06 10:45:00,,,,
281,6/6/2014 11:00,10.39,19.19,394.24,2014-06-06 11:00:00,,,,
282,6/6/2014 11:15,10.48,19.19,394.27,2014-06-06 11:15:00,,,,
283,6/6/2014 11:30,10.4,19.31,394.19,2014-06-06 11:30:00,,,,
284,6/6/2014 11:45,10.46,19.38,394.19,2014-06-06 11:45:00,,,,
285,6/6/2014 12:00,10.48,19.44,394.18,2014-06-06 12:00:00,,,,
286,6/6/2014 12:15,10.37,19.44,393.99,2014-06-06 12:15:00,,,,
287,6/6/2014 12:30,10.45,19.5,394.02,2014-06-06 12:30:00,,,,
288,6/6/2014 12:45,10.37,19.56,393.91,2014-06-06 12:45:00,,,,
289,6/6/2014 13:00,10.44,19.56,393.91,2014-06-06 13:00:00,,,,
290,6/6/2014 13:15,10.47,19.56,393.93,2014-06-06 13:15:00,,,,
291,6/6/2014 13:30,10.41,19.56,393.88,2014-06-06 13:30:00,,,,
292,6/6/2014 13:45,10.41,19.63,393.79,2014-06-06 13:45:00,,,,
293,6/6/2014 14:00,10.36,19.69,393.82,2014-06-06 14:00:00,,,,
294,6/6/2014 14:15,10.43,19.69,393.91,2014-06-06 14:15:00,,,,
295,6/6/2014 14:30,10.4,19.69,393.88,2014-06-06 14:30:00,,,,
296,6/6/2014 14:45,10.4,19.69,393.82,2014-06-06 14:45:00,,,,
297,6/6/2014 15:00,10.46,19.69,393.96,2014-06-06 15:00:00,,,,
298,6/6/2014 15:15,10.39,19.69,393.79,2014-06-06 15:15:00,,,,
299,6/6/2014 15:30,10.39,19.69,393.79,2014-06-06 15:30:00,,,,
300,6/6/2014 15:45,10.42,19.63,393.85,2014-06-06 15:45:00,,,,
301,6/6/2014 16:00,10.42,19.63,393.88,2014-06-06 16:00:00,,,,
302,6/6/2014 16:15,10.39,19.56,393.82,2014-06-06 16:15:00,,,,
303,6/6/2014 16:30,10.44,19.56,393.88,2014-06-06 16:30:00,,,,
304,6/6/2014 16:45,10.4,19.56,393.85,2014-06-06 16:45:00,,,,
305,6/6/2014 17:00,10.42,19.56,393.82,2014-06-06 17:00:00,,,,
306,6/6/2014 17:15,10.39,19.56,393.82,2014-06-06 17:15:00,,,,
307,6/6/2014 17:30,10.39,19.5,393.79,2014-06-06 17:30:00,,,,
308,6/6/2014 17:45,10.43,19.44,393.91,2014-06-06 17:45:00,,,,
309,6/6/2014 18:00,10.44,19.44,393.88,2014-06-06 18:00:00,,,,
310,6/6/2014 18:15,10.43,19.38,393.93,2014-06-06 18:15:00,,,,
311,6/6/2014 18:30,10.31,19.38,393.85,2014-06-06 18:30:00,,,,
