Advanced Calibration Data,,Cal Date,m2,m1,m0,b3,b2,b1,b0
,Block 0,unknown,0,-6.30E-05,1900-01-01 00:00:59,0,9.00E-06,4.55E-04,0.153439999
,Block 1,unknown,0,0,1900-01-00 00:00:00,0,0,0,100
,,,,,,,,,
,,,,,,,,,
Field Calibration Data,,m,b, Cal Date,,,,,
,Pressure,1,0,unknown,,,,,
,Temperature,1,0,unknown,,,,,
SensorSN,21309003,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,INW Smart Sensor,,,,,,,,
Session Name,New Session,,,,,,,,
# Records,6906,,,,,,,,
Sensor File,3/23/2016 12:25,FCR_inf_15min_032316.a4d,,,,,,,
,,,,,,,,,
Barometric File,3/23/2016 10:22,FCRBV_032316.a4d,,,,,,,
Barometric Factory Calibration Data,,m3,m2,m1,m0,b3,b2,b1,b0
,Block 0,38353,4.00E-06,-2.44E-04,1900-01-01 00:05:03,0,-7.20E-05,4.13E-03,3.70E-02
,Block 1,38353,0,0,1900-01-00 00:00:00,0,0,0,100
,,,,,,,,,
Barometric Field Calibration Data,,m,b,,,,,,
,Pressure,1,0,,,,,,
,Temperature,1,0,,,,,,
,,,,,,,,,
SensorSN,21204020,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,Barometric Pressure (2),,,,,,,,
Session Name,FCRBV,,,,,,,,
# Records, n/a,,,,,,,,
,,,,,,,,,
Statistical Data,,Pressure(in H2O),Temperature(degC),,,,,,
,Sensor Range,30 psia,,,,,,,
,Minimum,1.2,0.13,,,,,,
,Maximum,16.3,15.38,,,,,,
,Mean,9.59,5.27,,,,,,
,Variance,7.043,12.133,,,,,,
,Std Deviation,2.654,3.483,,,,,,
Rec #,Date/Time,Pressure(in H2O),Temperature(degC),SensorPressure(in H2O),Barometric Date/Time,,,,
1,1/11/2016,9.35,4.44,394,2016-01-11 13:00:00,,,,
2,1/11/2016,9.47,4.56,394.08,2016-01-11 13:15:00,,,,
3,1/11/2016,9.39,4.63,393.97,2016-01-11 13:30:00,,,,
4,1/11/2016,9.49,4.69,394.02,2016-01-11 13:45:00,,,,
5,1/11/2016,9.54,4.69,394.08,2016-01-11 13:45:00,,,,
6,1/11/2016,9.4,4.75,393.94,2016-01-11 13:45:00,,,,
7,1/11/2016,9.46,4.75,393.99,2016-01-11 13:45:00,,,,
8,1/11/2016,9.52,4.75,394.05,2016-01-11 13:45:00,,,,
9,1/11/2016,9.46,4.69,393.99,2016-01-11 13:45:00,,,,
10,1/11/2016,9.49,4.63,394.02,2016-01-11 13:45:00,,,,
11,1/11/2016,9.52,4.56,394.05,2016-01-11 13:45:00,,,,
12,1/11/2016,9.49,4.56,394.02,2016-01-11 13:45:00,,,,
13,1/11/2016,9.49,4.5,394.02,2016-01-11 13:45:00,,,,
14,1/11/2016,9.6,4.44,394.14,2016-01-11 13:45:00,,,,
15,1/11/2016,9.66,4.38,394.19,2016-01-11 13:45:00,,,,
16,1/11/2016,9.66,4.38,394.19,2016-01-11 13:45:00,,,,
17,1/11/2016,9.58,4.31,394.11,2016-01-11 13:45:00,,,,
18,1/11/2016,9.74,4.25,394.28,2016-01-11 13:45:00,,,,
19,1/11/2016,9.69,4.19,394.22,2016-01-11 13:45:00,,,,
20,1/11/2016,9.77,4.13,394.31,2016-01-11 13:45:00,,,,
21,1/11/2016,9.86,4.13,394.39,2016-01-11 13:45:00,,,,
22,1/11/2016,9.8,4.06,394.33,2016-01-11 13:45:00,,,,
23,1/11/2016,9.86,4,394.39,2016-01-11 13:45:00,,,,
24,1/11/2016,9.8,4,394.34,2016-01-11 13:45:00,,,,
25,1/11/2016,9.72,4,394.25,2016-01-11 13:45:00,,,,
26,1/11/2016,9.78,3.94,394.31,2016-01-11 13:45:00,,,,
27,1/11/2016,9.78,3.94,394.31,2016-01-11 13:45:00,,,,
28,1/11/2016,9.8,3.94,394.34,2016-01-11 13:45:00,,,,
29,1/11/2016,9.94,3.88,394.48,2016-01-11 13:45:00,,,,
30,1/11/2016,9.92,3.88,394.45,2016-01-11 13:45:00,,,,
31,1/11/2016,9.92,3.88,394.45,2016-01-11 13:45:00,,,,
32,1/11/2016,9.83,3.88,394.36,2016-01-11 13:45:00,,,,
33,1/11/2016,9.78,3.88,394.31,2016-01-11 13:45:00,,,,
34,1/11/2016,9.78,3.88,394.31,2016-01-11 13:45:00,,,,
35,1/11/2016,9.8,3.88,394.34,2016-01-11 13:45:00,,,,
36,1/11/2016,9.78,3.81,394.31,2016-01-11 13:45:00,,,,
37,1/11/2016,9.72,3.81,394.25,2016-01-11 13:45:00,,,,
38,1/11/2016,9.8,3.81,394.34,2016-01-11 13:45:00,,,,
39,1/11/2016,9.78,3.81,394.31,2016-01-11 13:45:00,,,,
40,1/11/2016,9.78,3.81,394.31,2016-01-11 13:45:00,,,,
41,1/11/2016,9.72,3.81,394.25,2016-01-11 13:45:00,,,,
42,1/11/2016,9.53,3.75,394.06,2016-01-11 13:45:00,,,,
43,1/11/2016,9.47,3.69,394,2016-01-11 13:45:00,,,,
44,1/11/2016,9.44,3.69,393.98,2016-01-11 13:45:00,,,,
45,1/12/2016,9.39,3.69,393.92,2016-01-11 13:45:00,,,,
46,1/12/2016,9.39,3.69,393.92,2016-01-11 13:45:00,,,,
47,1/12/2016,9.36,3.63,393.89,2016-01-11 13:45:00,,,,
48,1/12/2016,9.36,3.63,393.89,2016-01-11 13:45:00,,,,
49,1/12/2016,9.22,3.63,393.75,2016-01-11 13:45:00,,,,
50,1/12/2016,9.19,3.63,393.72,2016-01-11 13:45:00,,,,
51,1/12/2016,9.19,3.63,393.72,2016-01-11 13:45:00,,,,
52,1/12/2016,9.22,3.63,393.75,2016-01-11 13:45:00,,,,
53,1/12/2016,9.11,3.63,393.64,2016-01-11 13:45:00,,,,
54,1/12/2016,9.02,3.63,393.56,2016-01-11 13:45:00,,,,
55,1/12/2016,9.02,3.63,393.56,2016-01-11 13:45:00,,,,
56,1/12/2016,9.02,3.63,393.56,2016-01-11 13:45:00,,,,
57,1/12/2016,8.91,3.63,393.44,2016-01-11 13:45:00,,,,
58,1/12/2016,8.8,3.63,393.33,2016-01-11 13:45:00,,,,
59,1/12/2016,8.74,3.63,393.28,2016-01-11 13:45:00,,,,
60,1/12/2016,8.66,3.63,393.19,2016-01-11 13:45:00,,,,
61,1/12/2016,8.52,3.63,393.05,2016-01-11 13:45:00,,,,
62,1/12/2016,8.49,3.63,393.03,2016-01-11 13:45:00,,,,
63,1/12/2016,8.24,3.63,392.77,2016-01-11 13:45:00,,,,
64,1/12/2016,8.49,3.56,393.03,2016-01-11 13:45:00,,,,
65,1/12/2016,8.33,3.56,392.86,2016-01-11 13:45:00,,,,
66,1/12/2016,8.21,3.56,392.75,2016-01-11 13:45:00,,,,
67,1/12/2016,8.24,3.56,392.77,2016-01-11 13:45:00,,,,
68,1/12/2016,8.27,3.56,392.8,2016-01-11 13:45:00,,,,
69,1/12/2016,8.16,3.63,392.69,2016-01-11 13:45:00,,,,
70,1/12/2016,8.1,3.63,392.63,2016-01-11 13:45:00,,,,
71,1/12/2016,8.16,3.63,392.69,2016-01-11 13:45:00,,,,
72,1/12/2016,8.07,3.63,392.61,2016-01-11 13:45:00,,,,
73,1/12/2016,8.02,3.63,392.55,2016-01-11 13:45:00,,,,
74,1/12/2016,7.96,3.63,392.49,2016-01-11 13:45:00,,,,
75,1/12/2016,7.88,3.56,392.41,2016-01-11 13:45:00,,,,
76,1/12/2016,7.82,3.5,392.36,2016-01-11 13:45:00,,,,
77,1/12/2016,7.82,3.5,392.36,2016-01-11 13:45:00,,,,
78,1/12/2016,7.77,3.5,392.3,2016-01-11 13:45:00,,,,
79,1/12/2016,7.77,3.5,392.3,2016-01-11 13:45:00,,,,
80,1/12/2016,7.74,3.5,392.27,2016-01-11 13:45:00,,,,
81,1/12/2016,7.6,3.56,392.13,2016-01-11 13:45:00,,,,
82,1/12/2016,7.54,3.63,392.08,2016-01-11 13:45:00,,,,
83,1/12/2016,7.49,3.69,392.02,2016-01-11 13:45:00,,,,
84,1/12/2016,7.51,3.81,392.05,2016-01-11 13:45:00,,,,
85,1/12/2016,7.32,3.94,391.85,2016-01-11 13:45:00,,,,
86,1/12/2016,7.34,4.06,391.88,2016-01-11 13:45:00,,,,
87,1/12/2016,7.23,4.19,391.76,2016-01-11 13:45:00,,,,
88,1/12/2016,7.15,4.19,391.68,2016-01-11 13:45:00,,,,
89,1/12/2016,6.95,4.31,391.48,2016-01-11 13:45:00,,,,
90,1/12/2016,6.89,4.44,391.42,2016-01-11 13:45:00,,,,
91,1/12/2016,6.7,4.5,391.23,2016-01-11 13:45:00,,,,
92,1/12/2016,6.42,4.56,390.95,2016-01-11 13:45:00,,,,
93,1/12/2016,6.28,4.63,390.81,2016-01-11 13:45:00,,,,
94,1/12/2016,6.25,4.75,390.78,2016-01-11 13:45:00,,,,
95,1/12/2016,6.19,4.81,390.72,2016-01-11 13:45:00,,,,
96,1/12/2016,5.88,4.75,390.42,2016-01-11 13:45:00,,,,
97,1/12/2016,5.66,4.81,390.19,2016-01-11 13:45:00,,,,
98,1/12/2016,5.63,4.88,390.16,2016-01-11 13:45:00,,,,
99,1/12/2016,5.55,4.88,390.08,2016-01-11 13:45:00,,,,
100,1/12/2016,5.63,4.94,390.16,2016-01-11 13:45:00,,,,
101,1/12/2016,5.55,4.94,390.08,2016-01-11 13:45:00,,,,
102,1/12/2016,5.49,4.94,390.02,2016-01-11 13:45:00,,,,
103,1/12/2016,5.43,4.94,389.97,2016-01-11 13:45:00,,,,
104,1/12/2016,5.66,4.88,390.19,2016-01-11 13:45:00,,,,
105,1/12/2016,5.66,4.81,390.19,2016-01-11 13:45:00,,,,
106,1/12/2016,5.83,4.75,390.36,2016-01-11 13:45:00,,,,
107,1/12/2016,6.02,4.69,390.56,2016-01-11 13:45:00,,,,
108,1/12/2016,6.11,4.63,390.64,2016-01-11 13:45:00,,,,
109,1/12/2016,6.28,4.56,390.81,2016-01-11 13:45:00,,,,
110,1/12/2016,6.36,4.5,390.89,2016-01-11 13:45:00,,,,
111,1/12/2016,6.42,4.44,390.95,2016-01-11 13:45:00,,,,
112,1/12/2016,6.5,4.38,391.03,2016-01-11 13:45:00,,,,
113,1/12/2016,6.56,4.25,391.09,2016-01-11 13:45:00,,,,
114,1/12/2016,6.48,4.19,391.01,2016-01-11 13:45:00,,,,
115,1/12/2016,6.53,4.13,391.06,2016-01-11 13:45:00,,,,
116,1/12/2016,6.76,4.13,391.29,2016-01-11 13:45:00,,,,
117,1/12/2016,6.84,4.13,391.37,2016-01-11 13:45:00,,,,
118,1/12/2016,6.9,4.06,391.43,2016-01-11 13:45:00,,,,
119,1/12/2016,7.04,4.06,391.57,2016-01-11 13:45:00,,,,
120,1/12/2016,7.18,4.06,391.71,2016-01-11 13:45:00,,,,
121,1/12/2016,7.4,4.06,391.93,2016-01-11 13:45:00,,,,
122,1/12/2016,7.34,4,391.88,2016-01-11 13:45:00,,,,
123,1/12/2016,7.48,4,392.02,2016-01-11 13:45:00,,,,
124,1/12/2016,7.54,3.94,392.07,2016-01-11 13:45:00,,,,
125,1/12/2016,7.62,3.94,392.16,2016-01-11 13:45:00,,,,
126,1/12/2016,7.62,3.88,392.16,2016-01-11 13:45:00,,,,
127,1/12/2016,7.68,3.88,392.21,2016-01-11 13:45:00,,,,
128,1/12/2016,7.57,3.75,392.1,2016-01-11 13:45:00,,,,
129,1/12/2016,7.71,3.75,392.24,2016-01-11 13:45:00,,,,
130,1/12/2016,7.79,3.63,392.33,2016-01-11 13:45:00,,,,
131,1/12/2016,7.93,3.56,392.47,2016-01-11 13:45:00,,,,
132,1/12/2016,7.99,3.56,392.52,2016-01-11 13:45:00,,,,
133,1/12/2016,8.16,3.44,392.69,2016-01-11 13:45:00,,,,
134,1/12/2016,8.36,3.38,392.89,2016-01-11 13:45:00,,,,
135,1/12/2016,8.3,3.31,392.83,2016-01-11 13:45:00,,,,
136,1/12/2016,8.39,3.25,392.92,2016-01-11 13:45:00,,,,
137,1/12/2016,8.44,3.19,392.97,2016-01-11 13:45:00,,,,
138,1/12/2016,8.41,3.19,392.95,2016-01-11 13:45:00,,,,
139,1/12/2016,8.44,3.13,392.97,2016-01-11 13:45:00,,,,
140,1/12/2016,8.75,3.13,393.28,2016-01-11 13:45:00,,,,
141,1/13/2016,8.72,3.13,393.25,2016-01-11 13:45:00,,,,
142,1/13/2016,8.75,3.13,393.28,2016-01-11 13:45:00,,,,
143,1/13/2016,8.89,3.06,393.42,2016-01-11 13:45:00,,,,
144,1/13/2016,8.89,3.06,393.42,2016-01-11 13:45:00,,,,
145,1/13/2016,8.83,3.06,393.37,2016-01-11 13:45:00,,,,
146,1/13/2016,9,3.06,393.53,2016-01-11 13:45:00,,,,
147,1/13/2016,9.17,3,393.7,2016-01-11 13:45:00,,,,
148,1/13/2016,9.14,3,393.67,2016-01-11 13:45:00,,,,
149,1/13/2016,9.17,2.94,393.7,2016-01-11 13:45:00,,,,
150,1/13/2016,9.25,2.94,393.79,2016-01-11 13:45:00,,,,
151,1/13/2016,9.31,2.94,393.84,2016-01-11 13:45:00,,,,
152,1/13/2016,9.51,2.88,394.04,2016-01-11 13:45:00,,,,
153,1/13/2016,9.48,2.88,394.01,2016-01-11 13:45:00,,,,
154,1/13/2016,9.48,2.81,394.01,2016-01-11 13:45:00,,,,
155,1/13/2016,9.62,2.81,394.15,2016-01-11 13:45:00,,,,
156,1/13/2016,9.67,2.88,394.21,2016-01-11 13:45:00,,,,
157,1/13/2016,9.73,2.81,394.26,2016-01-11 13:45:00,,,,
158,1/13/2016,9.73,2.81,394.26,2016-01-11 13:45:00,,,,
159,1/13/2016,9.79,2.81,394.32,2016-01-11 13:45:00,,,,
160,1/13/2016,9.9,2.75,394.43,2016-01-11 13:45:00,,,,
161,1/13/2016,9.87,2.75,394.4,2016-01-11 13:45:00,,,,
162,1/13/2016,9.96,2.69,394.49,2016-01-11 13:45:00,,,,
163,1/13/2016,9.93,2.63,394.46,2016-01-11 13:45:00,,,,
164,1/13/2016,9.99,2.56,394.52,2016-01-11 13:45:00,,,,
165,1/13/2016,10.04,2.56,394.57,2016-01-11 13:45:00,,,,
166,1/13/2016,10.07,2.5,394.6,2016-01-11 13:45:00,,,,
167,1/13/2016,10.07,2.44,394.6,2016-01-11 13:45:00,,,,
168,1/13/2016,10.1,2.44,394.63,2016-01-11 13:45:00,,,,
169,1/13/2016,10.13,2.38,394.66,2016-01-11 13:45:00,,,,
170,1/13/2016,10.24,2.38,394.77,2016-01-11 13:45:00,,,,
171,1/13/2016,10.21,2.38,394.74,2016-01-11 13:45:00,,,,
172,1/13/2016,10.16,2.38,394.69,2016-01-11 13:45:00,,,,
173,1/13/2016,10.35,2.38,394.88,2016-01-11 13:45:00,,,,
174,1/13/2016,10.41,2.38,394.94,2016-01-11 13:45:00,,,,
175,1/13/2016,10.38,2.31,394.91,2016-01-11 13:45:00,,,,
176,1/13/2016,10.43,2.38,394.97,2016-01-11 13:45:00,,,,
177,1/13/2016,10.32,2.31,394.86,2016-01-11 13:45:00,,,,
178,1/13/2016,10.41,2.31,394.94,2016-01-11 13:45:00,,,,
179,1/13/2016,10.52,2.31,395.05,2016-01-11 13:45:00,,,,
180,1/13/2016,10.52,2.38,395.05,2016-01-11 13:45:00,,,,
181,1/13/2016,10.52,2.44,395.05,2016-01-11 13:45:00,,,,
182,1/13/2016,10.52,2.44,395.05,2016-01-11 13:45:00,,,,
183,1/13/2016,10.49,2.5,395.02,2016-01-11 13:45:00,,,,
184,1/13/2016,10.46,2.56,394.99,2016-01-11 13:45:00,,,,
185,1/13/2016,10.35,2.63,394.88,2016-01-11 13:45:00,,,,
186,1/13/2016,10.32,2.75,394.85,2016-01-11 13:45:00,,,,
187,1/13/2016,10.29,2.88,394.82,2016-01-11 13:45:00,,,,
188,1/13/2016,10.15,2.94,394.68,2016-01-11 13:45:00,,,,
189,1/13/2016,10.04,3.06,394.57,2016-01-11 13:45:00,,,,
190,1/13/2016,9.95,3.19,394.48,2016-01-11 13:45:00,,,,
191,1/13/2016,9.78,3.25,394.32,2016-01-11 13:45:00,,,,
192,1/13/2016,9.78,3.38,394.31,2016-01-11 13:45:00,,,,
193,1/13/2016,9.64,3.44,394.17,2016-01-11 13:45:00,,,,
194,1/13/2016,9.64,3.56,394.17,2016-01-11 13:45:00,,,,
195,1/13/2016,9.5,3.63,394.03,2016-01-11 13:45:00,,,,
196,1/13/2016,9.41,3.69,393.95,2016-01-11 13:45:00,,,,
197,1/13/2016,9.36,3.69,393.89,2016-01-11 13:45:00,,,,
198,1/13/2016,9.3,3.75,393.83,2016-01-11 13:45:00,,,,
199,1/13/2016,9.27,3.81,393.81,2016-01-11 13:45:00,,,,
200,1/13/2016,9.25,3.81,393.78,2016-01-11 13:45:00,,,,
201,1/13/2016,9.27,3.81,393.81,2016-01-11 13:45:00,,,,
202,1/13/2016,9.19,3.75,393.72,2016-01-11 13:45:00,,,,
203,1/13/2016,9.14,3.69,393.67,2016-01-11 13:45:00,,,,
